"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV1979 - Stemmeberettigede";"EV1979 - Afgivne stemmer";"EV1979 - Blanke stemmer";"EV1979 - Andre ugyldige stemmer";"EV1979 - Gyldige stemmer";"EV1979 - A. Socialdemokratiet";"EV1979 - B. Det Radikale Venstre";"EV1979 - C. Det Konservative Folkeparti";"EV1979 - E. Danmarks Retsforbund";"EV1979 - F. Socialistisk Folkeparti";"EV1979 - M. Centrum-Demokraterne";"EV1979 - N. Folkebevægelsen mod EF";"EV1979 - Q. Kristeligt Folkeparti";"EV1979 - V. Venstre, Danmarks Liberale Parti";"EV1979 - Y. Venstresocialisterne";"EV1979 - Z. Fremskridtspartiet"
"421001";"421001";"54";"10";"2";"4900";"2248";"47";"6";"2195";"664";"62";"352";"54";"85";"140";"374";"22";"253";"65";"124"
"421002";"421002";"54";"10";"2";"1300";"657";"5";"2";"650";"140";"23";"96";"19";"18";"40";"99";"12";"159";"8";"36"
"421003";"421003";"54";"10";"2";"700";"361";"9";"0";"352";"82";"14";"38";"6";"14";"19";"38";"4";"95";"12";"30"
"421004";"421004";"54";"10";"2";"800";"412";"11";"0";"401";"68";"19";"37";"6";"5";"33";"61";"0";"135";"3";"34"
"421005";"421005";"54";"10";"2";"300";"116";"1";"0";"115";"19";"3";"8";"3";"1";"11";"10";"0";"50";"1";"9"
"421006";"421006";"54";"10";"2";"66";"37";"0";"0";"37";"3";"3";"3";"0";"0";"4";"0";"0";"23";"0";"1"
"423001";"423001";"55";"10";"2";"2301";"1021";"21";"1";"999";"357";"46";"136";"22";"24";"73";"158";"11";"114";"13";"45"
"423002";"423002";"55";"10";"2";"322";"167";"2";"0";"165";"20";"6";"13";"2";"4";"10";"24";"1";"75";"3";"7"
"423003";"423003";"55";"10";"2";"409";"212";"2";"1";"209";"42";"10";"17";"9";"5";"4";"28";"0";"74";"3";"17"
"423004";"423004";"55";"10";"2";"353";"199";"3";"0";"196";"19";"11";"30";"3";"3";"21";"14";"3";"86";"0";"6"
"423005";"423005";"55";"10";"2";"506";"261";"1";"1";"259";"53";"31";"21";"2";"3";"12";"26";"3";"79";"4";"25"
"423006";"423006";"55";"10";"2";"753";"308";"8";"0";"300";"43";"35";"18";"8";"4";"17";"35";"5";"103";"9";"23"
"425001";"425001";"58";"10";"2";"1496";"726";"16";"2";"708";"131";"41";"58";"18";"18";"46";"81";"5";"237";"12";"61"
"425002";"425002";"58";"10";"2";"1234";"574";"6";"3";"565";"123";"27";"72";"13";"18";"36";"87";"5";"131";"16";"37"
"425003";"425003";"58";"10";"2";"1082";"536";"5";"0";"531";"92";"29";"70";"16";"7";"43";"81";"8";"133";"3";"49"
"425004";"425004";"58";"10";"2";"938";"447";"5";"3";"439";"51";"18";"28";"14";"13";"19";"67";"0";"193";"9";"27"
"427001";"427001";"56";"10";"2";"511";"225";"3";"3";"219";"35";"19";"21";"1";"1";"10";"26";"1";"83";"9";"13"
"427002";"427002";"56";"10";"2";"1084";"551";"8";"2";"541";"145";"22";"44";"11";"18";"25";"91";"0";"132";"14";"39"
"427003";"427003";"56";"10";"2";"414";"222";"4";"0";"218";"26";"21";"17";"3";"11";"12";"14";"5";"85";"10";"14"
"427004";"427004";"56";"10";"2";"923";"512";"12";"1";"499";"55";"15";"52";"15";"20";"23";"136";"0";"135";"34";"14"
"427005";"427005";"56";"10";"2";"1451";"611";"13";"2";"596";"187";"15";"56";"21";"14";"31";"94";"8";"138";"4";"28"
"427006";"427006";"56";"10";"2";"713";"362";"8";"1";"353";"82";"12";"31";"12";"3";"15";"62";"2";"90";"7";"37"
"427007";"427007";"56";"10";"2";"820";"371";"6";"0";"365";"56";"25";"29";"7";"8";"20";"60";"4";"117";"6";"33"
"427008";"427008";"56";"10";"2";"519";"251";"4";"0";"247";"52";"14";"32";"6";"5";"17";"30";"0";"65";"4";"22"
"429001";"429001";"54";"10";"2";"257";"140";"2";"0";"138";"21";"7";"12";"6";"0";"16";"17";"0";"37";"4";"18"
"429002";"429002";"54";"10";"2";"1229";"629";"11";"3";"615";"140";"42";"82";"13";"7";"44";"72";"7";"160";"6";"42"
"429003";"429003";"54";"10";"2";"355";"214";"3";"0";"211";"27";"23";"22";"3";"5";"13";"27";"0";"75";"0";"16"
"429004";"429004";"54";"10";"2";"375";"175";"2";"0";"173";"23";"14";"27";"4";"3";"13";"16";"1";"58";"2";"12"
"429005";"429005";"54";"10";"2";"183";"99";"2";"0";"97";"24";"0";"4";"4";"0";"7";"17";"0";"33";"1";"7"
"429006";"429006";"54";"10";"2";"1763";"689";"15";"2";"672";"171";"51";"66";"15";"19";"29";"118";"6";"155";"6";"36"
"429007";"429007";"54";"10";"2";"1572";"744";"11";"1";"732";"134";"66";"80";"28";"0";"45";"98";"7";"195";"7";"72"
"429008";"429008";"54";"10";"2";"663";"323";"3";"1";"319";"42";"52";"27";"3";"3";"17";"44";"1";"103";"8";"19"
"429009";"429009";"54";"10";"2";"701";"288";"6";"0";"282";"61";"30";"31";"12";"2";"10";"40";"1";"62";"3";"30"
"429010";"429010";"54";"10";"2";"374";"197";"4";"1";"192";"43";"13";"26";"5";"3";"14";"22";"2";"49";"2";"13"
"431001";"431001";"58";"10";"2";"93";"48";"1";"0";"47";"8";"0";"5";"1";"1";"2";"5";"1";"22";"1";"1"
"431002";"431002";"58";"10";"2";"1469";"638";"6";"7";"625";"118";"15";"79";"16";"21";"48";"81";"2";"173";"7";"65"
"431003";"431003";"58";"10";"2";"355";"174";"3";"0";"171";"24";"6";"21";"12";"6";"13";"25";"0";"43";"4";"17"
"431004";"431004";"58";"10";"2";"524";"254";"4";"0";"250";"52";"10";"15";"11";"12";"23";"33";"1";"63";"6";"24"
"431005";"431005";"58";"10";"2";"512";"260";"9";"0";"251";"45";"5";"45";"14";"6";"16";"35";"1";"55";"3";"26"
"431006";"431006";"58";"10";"2";"3639";"1637";"31";"5";"1601";"443";"56";"240";"56";"58";"109";"297";"6";"229";"28";"79"
"431007";"431007";"58";"10";"2";"1185";"508";"6";"3";"499";"92";"23";"49";"17";"12";"20";"78";"10";"154";"12";"32"
"431008";"431008";"58";"10";"2";"488";"251";"3";"1";"247";"45";"24";"13";"7";"4";"12";"18";"1";"91";"9";"23"
"431009";"431009";"58";"10";"2";"153";"85";"4";"0";"81";"3";"1";"12";"0";"1";"6";"8";"1";"36";"1";"12"
"431010";"431010";"58";"10";"2";"798";"375";"5";"0";"370";"71";"15";"53";"12";"4";"20";"51";"3";"107";"7";"27"
"431011";"431011";"58";"10";"2";"1442";"653";"11";"2";"640";"158";"19";"97";"14";"27";"56";"100";"8";"111";"7";"43"
"431012";"431012";"58";"10";"2";"891";"406";"14";"1";"391";"66";"19";"45";"18";"7";"30";"67";"5";"95";"9";"30"
"431013";"431013";"58";"10";"2";"297";"200";"3";"0";"197";"24";"2";"17";"4";"6";"4";"19";"0";"96";"3";"22"
"431014";"431014";"58";"10";"2";"486";"211";"4";"0";"207";"40";"15";"16";"11";"6";"2";"26";"1";"79";"0";"11"
"431102";"431102";"58";"10";"2";"322";"160";"1";"2";"157";"16";"4";"23";"6";"3";"6";"33";"0";"55";"4";"7"
"431110";"431110";"58";"10";"2";"252";"155";"1";"2";"152";"19";"12";"14";"8";"4";"6";"25";"0";"48";"3";"13"
"431111";"431111";"58";"10";"2";"33";"19";"0";"0";"19";"0";"2";"1";"0";"0";"0";"1";"0";"12";"0";"3"
"431113";"431113";"58";"10";"2";"172";"87";"0";"0";"87";"7";"5";"2";"0";"2";"10";"7";"0";"36";"8";"10"
"433001";"433001";"54";"10";"2";"852";"434";"5";"2";"427";"73";"24";"38";"2";"17";"16";"66";"5";"145";"13";"28"
"433002";"433002";"54";"10";"2";"1589";"774";"11";"1";"762";"190";"60";"126";"7";"38";"40";"116";"7";"130";"13";"35"
"433003";"433003";"54";"10";"2";"925";"463";"7";"5";"451";"74";"14";"42";"13";"14";"22";"67";"5";"144";"9";"47"
"433004";"433004";"54";"10";"2";"281";"142";"1";"0";"141";"33";"6";"12";"0";"1";"9";"19";"0";"44";"1";"16"
"433005";"433005";"54";"10";"2";"446";"222";"2";"3";"217";"32";"11";"21";"2";"4";"9";"36";"6";"60";"5";"31"
"433105";"433105";"54";"10";"2";"175";"99";"2";"0";"97";"16";"4";"8";"1";"0";"4";"11";"1";"44";"0";"8"
"435001";"435001";"56";"10";"2";"909";"427";"7";"1";"419";"74";"9";"33";"20";"11";"33";"54";"3";"134";"10";"38"
"435002";"435002";"56";"10";"2";"199";"101";"3";"0";"98";"11";"1";"6";"5";"3";"2";"12";"0";"37";"4";"17"
"435003";"435003";"56";"10";"2";"808";"336";"5";"0";"331";"49";"11";"22";"8";"10";"18";"66";"2";"105";"11";"29"
"435004";"435004";"56";"10";"2";"284";"150";"0";"0";"150";"24";"6";"3";"8";"10";"7";"13";"1";"53";"5";"20"
"435005";"435005";"56";"10";"2";"750";"361";"2";"1";"358";"66";"10";"35";"13";"9";"15";"66";"0";"105";"6";"33"
"435006";"435006";"56";"10";"2";"386";"211";"2";"0";"209";"39";"6";"15";"0";"4";"12";"23";"0";"86";"6";"18"
"435007";"435007";"56";"10";"2";"491";"255";"4";"0";"251";"30";"13";"34";"7";"8";"8";"31";"2";"97";"3";"18"
"435008";"435008";"56";"10";"2";"440";"229";"7";"0";"222";"63";"4";"32";"4";"5";"7";"34";"2";"43";"4";"24"
"435009";"435009";"56";"10";"2";"468";"227";"2";"0";"225";"32";"14";"20";"24";"8";"9";"43";"0";"53";"10";"12"
"437001";"437001";"58";"10";"2";"724";"374";"3";"0";"371";"53";"14";"33";"5";"9";"24";"44";"31";"148";"0";"10"
"437002";"437002";"58";"10";"2";"2340";"958";"24";"1";"933";"180";"45";"129";"12";"25";"45";"128";"15";"284";"11";"59"
"437003";"437003";"58";"10";"2";"624";"316";"1";"3";"312";"47";"24";"18";"4";"9";"22";"43";"1";"109";"6";"29"
"439002";"439002";"53";"10";"2";"316";"195";"3";"1";"191";"28";"5";"19";"2";"16";"0";"43";"1";"66";"2";"9"
"439003";"439003";"53";"10";"2";"697";"384";"5";"6";"373";"66";"20";"31";"13";"9";"23";"69";"0";"128";"4";"10"
"439004";"439004";"53";"10";"2";"268";"136";"2";"1";"133";"20";"9";"16";"2";"11";"5";"29";"0";"32";"2";"7"
"439005";"439005";"53";"10";"2";"403";"219";"5";"0";"214";"45";"10";"26";"1";"5";"12";"39";"0";"57";"2";"17"
"439006";"439006";"53";"10";"2";"413";"225";"2";"0";"223";"42";"12";"18";"1";"12";"8";"36";"0";"81";"6";"7"
"439007";"439007";"53";"10";"2";"345";"210";"0";"0";"210";"41";"11";"16";"5";"14";"14";"30";"0";"73";"3";"3"
"439008";"439008";"53";"10";"2";"653";"358";"4";"0";"354";"42";"15";"32";"15";"14";"30";"60";"2";"101";"11";"32"
"439009";"439009";"53";"10";"2";"805";"363";"4";"1";"358";"80";"21";"36";"14";"16";"20";"51";"8";"81";"3";"28"
"439101";"439101";"53";"10";"2";"3590";"1710";"33";"3";"1674";"406";"60";"334";"41";"120";"93";"354";"16";"151";"17";"82"
"441001";"441001";"53";"10";"2";"790";"408";"7";"0";"401";"78";"13";"72";"19";"9";"33";"53";"4";"86";"8";"26"
"441002";"441002";"53";"10";"2";"1120";"431";"6";"0";"425";"105";"12";"70";"15";"11";"30";"45";"2";"78";"14";"43"
"441003";"441003";"53";"10";"2";"355";"150";"6";"0";"144";"29";"3";"30";"3";"3";"6";"15";"1";"38";"3";"13"
"441004";"441004";"53";"10";"2";"1714";"615";"7";"1";"607";"164";"37";"65";"14";"43";"39";"111";"4";"73";"10";"47"
"443001";"443001";"58";"10";"2";"2604";"948";"12";"4";"932";"144";"20";"277";"34";"26";"55";"124";"19";"139";"14";"80"
"443002";"443002";"58";"10";"2";"388";"149";"3";"1";"145";"15";"0";"33";"8";"1";"24";"27";"0";"19";"4";"14"
"445001";"445001";"54";"10";"2";"6519";"2594";"59";"18";"2517";"886";"123";"305";"76";"76";"152";"568";"33";"154";"35";"109"
"445002";"445002";"54";"10";"2";"3209";"1547";"25";"9";"1513";"501";"76";"152";"48";"49";"111";"299";"16";"155";"27";"79"
"445003";"445003";"54";"10";"2";"1258";"631";"13";"2";"616";"109";"54";"56";"10";"13";"45";"108";"7";"175";"6";"33"
"445005";"445005";"54";"10";"2";"1008";"546";"9";"2";"535";"82";"54";"46";"8";"12";"31";"84";"29";"155";"0";"34"
"445006";"445006";"54";"10";"2";"2220";"1095";"18";"3";"1074";"209";"62";"234";"34";"39";"72";"181";"15";"111";"23";"94"
"447001";"447001";"53";"10";"2";"3922";"1655";"35";"2";"1618";"433";"43";"118";"88";"131";"63";"494";"9";"130";"45";"64"
"449001";"449001";"56";"10";"2";"746";"382";"7";"0";"375";"90";"19";"31";"13";"10";"20";"50";"1";"105";"6";"30"
"449002";"449002";"56";"10";"2";"5101";"2320";"38";"6";"2276";"722";"57";"283";"74";"209";"117";"509";"25";"127";"64";"89"
"449003";"449003";"56";"10";"2";"5691";"2859";"45";"15";"2799";"827";"63";"369";"89";"222";"151";"642";"30";"180";"75";"151"
"449004";"449004";"56";"10";"2";"1021";"483";"8";"1";"474";"129";"8";"74";"14";"17";"24";"80";"2";"87";"7";"32"
"449101";"449101";"56";"10";"2";"474";"277";"1";"2";"274";"50";"4";"10";"13";"11";"17";"34";"2";"107";"8";"18"
"449103";"449103";"56";"10";"2";"218";"101";"1";"0";"100";"18";"2";"12";"0";"5";"5";"23";"0";"24";"1";"10"
"449107";"449107";"56";"10";"2";"350";"188";"3";"0";"185";"49";"6";"26";"6";"5";"9";"16";"1";"54";"2";"11"
"451001";"451001";"54";"10";"2";"1965";"943";"10";"4";"929";"249";"77";"117";"23";"26";"69";"124";"7";"172";"13";"52"
"451002";"451002";"54";"10";"2";"945";"504";"11";"0";"493";"66";"75";"32";"13";"18";"21";"88";"3";"138";"4";"35"
"451003";"451003";"54";"10";"2";"326";"165";"1";"1";"163";"42";"15";"11";"1";"4";"3";"24";"0";"50";"1";"12"
"451004";"451004";"54";"10";"2";"335";"180";"1";"1";"178";"29";"15";"17";"3";"6";"8";"17";"4";"69";"3";"7"
"451005";"451005";"54";"10";"2";"247";"114";"1";"0";"113";"22";"14";"8";"4";"0";"6";"13";"2";"34";"2";"8"
"461001";"461001";"50";"10";"2";"7213";"2735";"33";"16";"2686";"758";"39";"268";"110";"237";"92";"770";"45";"84";"148";"135"
"461002";"461002";"50";"10";"2";"7142";"3024";"43";"15";"2966";"1127";"53";"220";"146";"213";"126";"758";"21";"65";"125";"112"
"461003";"461003";"50";"10";"2";"3476";"1516";"28";"6";"1482";"513";"36";"118";"57";"112";"76";"408";"13";"46";"50";"53"
"461004";"461004";"50";"10";"2";"8401";"3525";"55";"18";"3452";"898";"86";"664";"157";"174";"235";"739";"60";"202";"95";"142"
"461005";"461005";"50";"10";"2";"5292";"2029";"31";"12";"1986";"644";"44";"182";"103";"145";"91";"532";"18";"71";"67";"89"
"461006";"461006";"50";"10";"2";"1872";"840";"13";"0";"827";"228";"28";"117";"25";"48";"58";"177";"9";"65";"16";"56"
"461007";"461007";"50";"10";"2";"1863";"802";"13";"3";"786";"232";"24";"83";"36";"68";"47";"168";"9";"63";"17";"39"
"461008";"461008";"50";"10";"2";"378";"205";"5";"0";"200";"22";"9";"46";"3";"11";"15";"25";"0";"61";"2";"6"
"461009";"461009";"50";"10";"2";"1046";"515";"8";"2";"505";"113";"18";"77";"16";"22";"37";"90";"9";"88";"11";"24"
"461010";"461010";"50";"10";"2";"296";"125";"1";"1";"123";"21";"9";"16";"4";"3";"4";"19";"0";"32";"5";"10"
"461011";"461011";"51";"10";"2";"5544";"2180";"29";"8";"2143";"518";"36";"305";"88";"179";"101";"550";"29";"79";"161";"97"
"461012";"461012";"51";"10";"2";"9330";"3646";"40";"21";"3585";"1263";"53";"270";"147";"315";"157";"1033";"14";"76";"148";"109"
"461013";"461013";"51";"10";"2";"782";"413";"7";"2";"404";"86";"19";"34";"8";"17";"21";"48";"3";"118";"17";"33"
"461014";"461014";"51";"10";"2";"3724";"1334";"35";"4";"1295";"429";"39";"130";"45";"68";"72";"291";"12";"86";"23";"100"
"461015";"461015";"51";"10";"2";"344";"192";"6";"1";"185";"29";"10";"17";"5";"5";"21";"22";"5";"38";"0";"33"
"461016";"461016";"51";"10";"2";"977";"406";"6";"3";"397";"95";"18";"43";"10";"34";"21";"81";"7";"52";"10";"26"
"461017";"461017";"51";"10";"2";"4831";"2148";"27";"6";"2115";"550";"79";"281";"88";"139";"131";"519";"18";"125";"77";"108"
"461018";"461018";"51";"10";"2";"4739";"2243";"32";"5";"2206";"537";"88";"425";"90";"117";"196";"395";"28";"161";"39";"130"
"461019";"461019";"51";"10";"2";"2486";"948";"17";"2";"929";"210";"46";"175";"34";"47";"53";"150";"13";"125";"24";"52"
"461020";"461020";"51";"10";"2";"2957";"1191";"20";"5";"1166";"246";"48";"196";"90";"56";"66";"215";"13";"130";"28";"78"
"461021";"461021";"51";"10";"2";"1616";"666";"7";"0";"659";"128";"27";"87";"32";"42";"34";"116";"15";"109";"14";"55"
"461022";"461022";"51";"10";"2";"517";"244";"5";"0";"239";"41";"8";"19";"9";"5";"18";"44";"0";"60";"12";"23"
"461023";"461023";"52";"10";"2";"7291";"3215";"42";"11";"3162";"608";"70";"565";"90";"257";"187";"752";"59";"152";"278";"144"
"461024";"461024";"52";"10";"2";"5163";"2992";"32";"2";"2958";"369";"95";"927";"84";"130";"274";"516";"75";"215";"94";"179"
"461025";"461025";"52";"10";"2";"4793";"2168";"36";"5";"2127";"519";"66";"337";"87";"188";"122";"470";"30";"122";"102";"84"
"461026";"461026";"52";"10";"2";"7315";"3134";"52";"4";"3078";"743";"115";"534";"109";"193";"257";"593";"44";"237";"78";"175"
"461027";"461027";"52";"10";"2";"353";"195";"1";"1";"193";"46";"8";"31";"6";"7";"4";"27";"1";"45";"3";"15"
"461028";"461028";"52";"10";"2";"2500";"1175";"19";"1";"1155";"196";"43";"277";"37";"56";"123";"129";"11";"176";"24";"83"
"461029";"461029";"52";"10";"2";"5174";"2382";"32";"8";"2342";"519";"63";"445";"93";"113";"209";"495";"32";"169";"64";"140"
"461030";"461030";"52";"10";"2";"5587";"2430";"44";"6";"2380";"600";"77";"392";"93";"152";"161";"467";"20";"197";"77";"144"
"461031";"461031";"52";"10";"2";"2170";"1153";"15";"1";"1137";"183";"37";"239";"26";"70";"107";"194";"9";"171";"31";"70"
"461032";"461032";"52";"10";"2";"697";"398";"12";"0";"386";"57";"18";"59";"12";"5";"34";"40";"3";"115";"9";"34"
"461033";"461033";"52";"10";"2";"1699";"771";"16";"1";"754";"219";"30";"93";"24";"50";"45";"130";"5";"102";"14";"42"
"461034";"461034";"52";"10";"2";"539";"249";"0";"0";"249";"46";"16";"36";"4";"5";"10";"23";"1";"77";"8";"23"
"461035";"461035";"50";"10";"2";"5944";"2037";"36";"16";"1985";"719";"39";"83";"52";"191";"63";"604";"19";"45";"108";"62"
"471001";"471001";"55";"10";"2";"603";"283";"7";"0";"276";"36";"11";"28";"6";"2";"14";"33";"3";"107";"4";"32"
"471002";"471002";"55";"10";"2";"922";"398";"2";"3";"393";"73";"30";"31";"8";"10";"16";"55";"7";"123";"2";"38"
"471003";"471003";"55";"10";"2";"589";"284";"2";"1";"281";"55";"6";"33";"4";"7";"23";"45";"5";"73";"10";"20"
"471004";"471004";"55";"10";"2";"670";"281";"2";"0";"279";"44";"16";"20";"7";"10";"19";"39";"6";"94";"6";"18"
"471007";"471007";"55";"10";"2";"555";"260";"3";"0";"257";"31";"12";"16";"3";"3";"18";"17";"2";"139";"1";"15"
"471008";"471008";"55";"10";"2";"701";"311";"2";"1";"308";"54";"19";"26";"20";"17";"13";"33";"0";"92";"10";"24"
"471009";"471009";"55";"10";"2";"622";"298";"5";"2";"291";"63";"21";"28";"7";"3";"15";"18";"3";"114";"2";"17"
"471010";"471010";"55";"10";"2";"407";"179";"2";"0";"177";"34";"6";"20";"5";"0";"8";"23";"4";"58";"2";"17"
"471106";"471106";"55";"10";"2";"2848";"1064";"18";"2";"1044";"229";"83";"138";"27";"40";"69";"158";"18";"193";"17";"72"
"473001";"473001";"58";"10";"2";"4729";"2404";"43";"11";"2350";"434";"122";"286";"41";"72";"139";"399";"25";"618";"65";"149"
"473002";"473002";"58";"10";"2";"555";"301";"4";"0";"297";"40";"11";"27";"8";"9";"15";"46";"3";"109";"6";"23"
"473003";"473003";"58";"10";"2";"685";"298";"7";"1";"290";"36";"9";"45";"2";"12";"17";"33";"0";"111";"3";"22"
"473004";"473004";"58";"10";"2";"248";"113";"0";"0";"113";"12";"10";"11";"2";"1";"4";"11";"6";"49";"2";"5"
"473005";"473005";"58";"10";"2";"759";"343";"5";"0";"338";"45";"19";"34";"11";"5";"11";"46";"1";"135";"4";"27"
"473006";"473006";"58";"10";"2";"474";"228";"3";"0";"225";"32";"1";"20";"7";"5";"15";"18";"0";"102";"1";"24"
"473007";"473007";"58";"10";"2";"375";"195";"3";"0";"192";"31";"12";"19";"4";"5";"9";"29";"1";"69";"2";"11"
"473008";"473008";"58";"10";"2";"240";"149";"1";"1";"147";"11";"11";"15";"5";"3";"10";"17";"1";"66";"1";"7"
"475001";"475001";"57";"10";"2";"3130";"1247";"21";"9";"1217";"334";"55";"172";"26";"81";"43";"271";"17";"111";"23";"84"
"475002";"475002";"57";"10";"2";"617";"315";"5";"2";"308";"55";"21";"26";"11";"21";"12";"42";"5";"80";"6";"29"
"475003";"475003";"57";"10";"2";"527";"241";"6";"2";"233";"39";"11";"9";"7";"14";"8";"44";"1";"74";"4";"22"
"475004";"475004";"57";"10";"2";"836";"300";"8";"0";"292";"43";"20";"18";"10";"5";"18";"68";"1";"94";"2";"13"
"475005";"475005";"57";"10";"2";"196";"112";"5";"1";"106";"9";"9";"2";"4";"2";"6";"8";"2";"55";"2";"7"
"477001";"477001";"56";"10";"2";"1643";"731";"10";"0";"721";"146";"58";"69";"29";"27";"30";"84";"7";"210";"19";"42"
"477002";"477002";"56";"10";"2";"1595";"769";"11";"1";"757";"118";"56";"73";"24";"36";"45";"131";"11";"171";"19";"73"
"477003";"477003";"56";"10";"2";"1628";"731";"6";"5";"720";"110";"48";"77";"17";"21";"54";"95";"4";"238";"14";"42"
"479002";"479002";"57";"10";"2";"2928";"1063";"18";"1";"1044";"336";"19";"107";"56";"50";"37";"297";"9";"57";"29";"47"
"479003";"479003";"57";"10";"2";"4377";"1731";"27";"3";"1701";"489";"34";"244";"70";"66";"83";"373";"10";"173";"49";"110"
"479004";"479004";"57";"10";"2";"889";"349";"7";"1";"341";"44";"10";"34";"11";"8";"12";"48";"1";"108";"4";"61"
"479005";"479005";"57";"10";"2";"2603";"1201";"27";"4";"1170";"190";"59";"250";"42";"45";"67";"191";"10";"173";"22";"121"
"479006";"479006";"57";"10";"2";"107";"69";"0";"2";"67";"3";"2";"2";"6";"1";"3";"12";"1";"25";"0";"12"
"479007";"479007";"57";"10";"2";"1236";"622";"9";"1";"612";"80";"24";"111";"20";"19";"41";"91";"2";"133";"27";"64"
"479008";"479008";"57";"10";"2";"881";"380";"6";"2";"372";"65";"21";"43";"9";"7";"16";"71";"2";"86";"6";"46"
"479009";"479009";"57";"10";"2";"1651";"788";"10";"6";"772";"119";"29";"85";"40";"44";"36";"139";"2";"175";"33";"70"
"479010";"479010";"57";"10";"2";"2121";"996";"13";"5";"978";"200";"26";"216";"24";"34";"70";"212";"6";"97";"27";"66"
"479011";"479011";"57";"10";"2";"1409";"564";"11";"1";"552";"145";"14";"53";"15";"17";"36";"107";"1";"98";"18";"48"
"479101";"479101";"57";"10";"2";"6031";"2499";"33";"12";"2454";"580";"49";"376";"71";"127";"123";"645";"16";"212";"112";"143"
"479102";"479102";"57";"10";"2";"4438";"2005";"42";"17";"1946";"536";"51";"281";"73";"70";"103";"421";"25";"219";"49";"118"
"481001";"481001";"57";"10";"2";"818";"333";"2";"0";"331";"78";"17";"16";"4";"3";"23";"48";"2";"121";"2";"17"
"481002";"481002";"57";"10";"2";"1367";"598";"16";"2";"580";"80";"90";"38";"10";"12";"19";"59";"0";"207";"5";"60"
"481003";"481003";"57";"10";"2";"560";"205";"3";"2";"200";"26";"29";"8";"4";"6";"14";"25";"2";"70";"2";"14"
"481004";"481004";"57";"10";"2";"704";"174";"3";"1";"170";"15";"35";"28";"3";"4";"7";"18";"0";"36";"0";"24"
"481104";"481104";"57";"10";"2";"560";"198";"5";"0";"193";"20";"16";"25";"3";"5";"6";"30";"1";"55";"3";"29"
"483001";"483001";"55";"10";"2";"1108";"496";"3";"0";"493";"102";"26";"59";"18";"19";"26";"48";"8";"136";"11";"40"
"483002";"483002";"55";"10";"2";"1165";"566";"3";"0";"563";"91";"36";"48";"5";"8";"43";"52";"5";"186";"9";"80"
"483003";"483003";"55";"10";"2";"1535";"678";"11";"0";"667";"149";"43";"120";"24";"33";"36";"104";"7";"73";"17";"61"
"483004";"483004";"55";"10";"2";"670";"341";"3";"3";"335";"61";"10";"76";"8";"6";"11";"35";"1";"95";"8";"24"
"483005";"483005";"55";"10";"2";"1341";"700";"9";"1";"690";"142";"50";"76";"21";"22";"30";"69";"6";"198";"17";"59"
"483006";"483006";"55";"10";"2";"2061";"798";"9";"2";"787";"140";"39";"131";"22";"30";"65";"120";"6";"162";"12";"60"
"485001";"485001";"55";"10";"2";"1177";"542";"8";"0";"534";"114";"27";"60";"15";"13";"17";"84";"7";"143";"11";"43"
"485102";"485102";"55";"10";"2";"1366";"599";"10";"0";"589";"154";"45";"104";"19";"26";"38";"93";"8";"59";"15";"28"
"485103";"485103";"55";"10";"2";"1109";"520";"10";"1";"509";"100";"24";"66";"12";"21";"18";"59";"12";"140";"11";"46"
"485104";"485104";"55";"10";"2";"419";"207";"3";"0";"204";"39";"11";"24";"7";"6";"6";"20";"3";"58";"4";"26"
"485105";"485105";"55";"10";"2";"875";"417";"19";"3";"395";"84";"23";"65";"5";"6";"24";"38";"11";"97";"4";"38"
"487001";"487001";"57";"10";"2";"364";"161";"5";"1";"155";"36";"14";"23";"3";"4";"13";"19";"1";"31";"3";"8"
"487002";"487002";"57";"10";"2";"689";"293";"2";"2";"289";"59";"16";"50";"5";"5";"11";"55";"4";"48";"4";"32"
"487003";"487003";"57";"10";"2";"986";"426";"2";"0";"424";"96";"24";"34";"7";"9";"14";"46";"7";"132";"8";"47"
"487004";"487004";"57";"10";"2";"573";"267";"3";"0";"264";"49";"14";"31";"8";"4";"11";"30";"4";"92";"4";"17"
"487005";"487005";"57";"10";"2";"669";"329";"3";"2";"324";"61";"34";"23";"8";"2";"8";"35";"3";"127";"3";"20"
