"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV2004 - Stemmeberettigede";"EV2004 - Afgivne stemmer";"EV2004 - Blanke stemmer";"EV2004 - Andre ugyldige stemmer";"EV2004 - Gyldige stemmer";"EV2004 - A. Socialdemokratiet";"EV2004 - B. Det Radikale Venstre";"EV2004 - C. Det Konservative Folkeparti";"EV2004 - F. Socialistisk Folkeparti";"EV2004 - J. JuniBevægelsen - Mod Union";"EV2004 - K. Kristendemokraterne";"EV2004 - N. Folkebevægelsen mod EU";"EV2004 - O. Dansk Folkeparti";"EV2004 - V. Venstre, Danmarks Liberale Parti"
"725004";"725004";"87";"15";"3";"504";"290";"4";"1";"285";"71";"18";"16";"27";"35";"1";"12";"20";"85"
"725005";"725005";"87";"15";"3";"827";"371";"5";"1";"365";"106";"12";"34";"27";"60";"1";"23";"41";"61"
"725006";"725006";"87";"15";"3";"898";"392";"5";"0";"387";"133";"20";"23";"21";"35";"4";"14";"22";"115"
"725007";"725007";"87";"15";"3";"1494";"605";"8";"1";"596";"165";"16";"59";"29";"48";"2";"20";"48";"209"
"727001";"727001";"88";"15";"3";"8554";"4153";"49";"10";"4094";"1411";"265";"476";"352";"327";"32";"154";"229";"848"
"727002";"727002";"88";"15";"3";"354";"176";"3";"0";"173";"59";"4";"11";"13";"19";"0";"8";"9";"50"
"727003";"727003";"88";"15";"3";"1199";"650";"8";"2";"640";"194";"30";"77";"64";"66";"3";"18";"44";"144"
"727004";"727004";"88";"15";"3";"966";"482";"4";"0";"478";"134";"39";"41";"45";"54";"2";"21";"24";"118"
"727005";"727005";"88";"15";"3";"1324";"704";"6";"1";"697";"234";"43";"62";"75";"92";"0";"45";"28";"118"
"727006";"727006";"88";"15";"3";"864";"425";"10";"0";"415";"123";"22";"28";"33";"49";"1";"21";"32";"106"
"727007";"727007";"88";"15";"3";"987";"440";"2";"0";"438";"160";"23";"30";"29";"48";"7";"12";"28";"101"
"727008";"727008";"88";"15";"3";"998";"489";"6";"1";"482";"129";"32";"32";"33";"77";"3";"30";"32";"114"
"727009";"727009";"88";"15";"3";"120";"83";"3";"0";"80";"15";"6";"4";"6";"12";"0";"5";"3";"29"
"727010";"727010";"88";"15";"3";"97";"58";"1";"0";"57";"14";"5";"10";"6";"7";"0";"4";"2";"9"
"729001";"729001";"84";"15";"3";"1870";"805";"5";"2";"798";"338";"28";"59";"19";"57";"8";"25";"74";"190"
"729002";"729002";"84";"15";"3";"658";"258";"7";"0";"251";"92";"5";"22";"9";"20";"0";"8";"34";"61"
"729003";"729003";"84";"15";"3";"741";"304";"6";"0";"298";"88";"19";"36";"9";"33";"3";"11";"22";"77"
"729004";"729004";"84";"15";"3";"852";"317";"3";"0";"314";"119";"13";"36";"8";"29";"5";"15";"20";"69"
"729005";"729005";"84";"15";"3";"185";"99";"0";"0";"99";"26";"6";"6";"3";"6";"0";"4";"8";"40"
"729006";"729006";"84";"15";"3";"222";"114";"2";"0";"112";"28";"6";"10";"9";"11";"0";"1";"13";"34"
"729007";"729007";"84";"15";"3";"142";"86";"4";"0";"82";"12";"2";"11";"6";"4";"2";"3";"11";"31"
"729008";"729008";"84";"15";"3";"942";"454";"0";"2";"452";"189";"16";"40";"23";"30";"9";"14";"23";"108"
"729009";"729009";"84";"15";"3";"505";"270";"3";"0";"267";"73";"18";"34";"18";"24";"0";"14";"15";"71"
"729010";"729010";"84";"15";"3";"146";"77";"2";"0";"75";"26";"0";"5";"0";"7";"2";"9";"12";"14"
"731001";"731001";"85";"15";"3";"3960";"1443";"20";"2";"1421";"574";"55";"122";"115";"182";"18";"109";"118";"128"
"731002";"731002";"85";"15";"3";"3260";"1215";"9";"0";"1206";"446";"65";"129";"79";"133";"16";"83";"82";"173"
"731003";"731003";"85";"15";"3";"4364";"1760";"18";"3";"1739";"827";"52";"122";"86";"179";"25";"91";"140";"217"
"731004";"731004";"85";"15";"3";"3767";"1231";"10";"1";"1220";"632";"35";"66";"68";"143";"16";"86";"101";"73"
"731005";"731005";"85";"15";"3";"3886";"1348";"27";"3";"1318";"462";"87";"155";"83";"126";"19";"89";"112";"185"
"731006";"731006";"85";"15";"3";"5588";"2284";"23";"2";"2259";"931";"101";"267";"126";"193";"17";"101";"161";"362"
"731007";"731007";"85";"15";"3";"3235";"1204";"7";"4";"1193";"573";"39";"78";"67";"142";"10";"76";"89";"119"
"731008";"731008";"85";"15";"3";"5926";"2312";"27";"0";"2285";"959";"97";"205";"129";"229";"46";"79";"184";"357"
"731009";"731009";"85";"15";"3";"5432";"2107";"19";"4";"2084";"823";"72";"189";"110";"194";"62";"96";"158";"380"
"731010";"731010";"85";"15";"3";"1062";"500";"7";"2";"491";"167";"19";"41";"17";"30";"4";"23";"44";"146"
"731011";"731011";"85";"15";"3";"3301";"1437";"17";"1";"1419";"628";"48";"170";"62";"125";"12";"56";"96";"222"
"731012";"731012";"85";"15";"3";"1340";"585";"8";"0";"577";"216";"21";"42";"19";"54";"5";"17";"42";"161"
"731013";"731013";"85";"15";"3";"2499";"1324";"17";"4";"1303";"370";"71";"210";"78";"113";"11";"45";"107";"298"
"733001";"733001";"86";"15";"3";"4073";"1799";"13";"6";"1780";"612";"102";"242";"109";"165";"15";"80";"110";"345"
"733002";"733002";"86";"15";"3";"1404";"597";"10";"1";"586";"188";"26";"54";"54";"66";"1";"27";"44";"126"
"733003";"733003";"86";"15";"3";"2003";"898";"4";"1";"893";"228";"51";"64";"70";"97";"8";"49";"80";"246"
"735001";"735001";"87";"15";"3";"948";"370";"7";"1";"362";"87";"13";"38";"27";"54";"3";"19";"29";"92"
"735002";"735002";"87";"15";"3";"1644";"609";"7";"1";"601";"208";"21";"52";"20";"60";"9";"23";"43";"165"
"735003";"735003";"87";"15";"3";"1965";"703";"6";"0";"697";"281";"17";"62";"31";"61";"14";"16";"60";"155"
"735004";"735004";"87";"15";"3";"1532";"705";"5";"0";"700";"203";"43";"70";"46";"83";"10";"32";"38";"175"
"737001";"737001";"89";"15";"3";"768";"500";"3";"2";"495";"91";"44";"39";"64";"90";"5";"38";"22";"102"
"737002";"737002";"89";"15";"3";"3715";"2199";"22";"2";"2175";"654";"192";"181";"241";"223";"17";"144";"116";"407"
"737003";"737003";"89";"15";"3";"747";"415";"6";"2";"407";"79";"33";"28";"50";"66";"2";"35";"23";"91"
"737004";"737004";"89";"15";"3";"1127";"666";"9";"2";"655";"172";"55";"54";"72";"120";"9";"28";"29";"116"
"737005";"737005";"89";"15";"3";"1480";"651";"11";"1";"639";"189";"21";"52";"41";"67";"1";"24";"49";"195"
"739001";"739001";"86";"15";"3";"2344";"1150";"16";"0";"1134";"351";"70";"103";"86";"113";"15";"41";"64";"291"
"739002";"739002";"86";"15";"3";"1417";"664";"7";"0";"657";"200";"30";"48";"56";"78";"3";"36";"54";"152"
"739003";"739003";"86";"15";"3";"655";"326";"1";"1";"324";"102";"20";"29";"29";"53";"2";"13";"11";"65"
"739004";"739004";"86";"15";"3";"775";"418";"10";"0";"408";"103";"33";"57";"20";"53";"1";"23";"35";"83"
"741001";"741001";"88";"15";"3";"2913";"1305";"13";"5";"1287";"339";"118";"133";"90";"200";"7";"71";"85";"244"
"741002";"741002";"88";"15";"3";"383";"210";"1";"0";"209";"43";"17";"19";"20";"35";"2";"18";"13";"42"
"743001";"743001";"89";"15";"3";"7064";"3259";"64";"7";"3188";"1015";"225";"366";"382";"286";"48";"204";"174";"488"
"743002";"743002";"89";"15";"3";"1891";"897";"11";"2";"884";"338";"57";"97";"111";"64";"11";"37";"47";"122"
"743003";"743003";"89";"15";"3";"3443";"1557";"21";"5";"1531";"550";"77";"145";"159";"130";"24";"93";"111";"242"
"743004";"743004";"89";"15";"3";"5188";"2129";"40";"3";"2086";"765";"92";"211";"189";"185";"39";"106";"140";"359"
"743005";"743005";"89";"15";"3";"1845";"962";"14";"0";"948";"271";"63";"127";"75";"81";"10";"34";"54";"233"
"743006";"743006";"89";"15";"3";"2923";"1387";"19";"1";"1367";"446";"89";"168";"109";"91";"23";"27";"98";"316"
"743007";"743007";"89";"15";"3";"2618";"1318";"21";"2";"1295";"318";"110";"212";"103";"66";"10";"31";"72";"373"
"743008";"743008";"89";"15";"3";"1655";"745";"6";"3";"736";"207";"33";"70";"47";"74";"13";"38";"73";"181"
"743009";"743009";"89";"15";"3";"3797";"1596";"25";"3";"1568";"548";"87";"187";"125";"139";"14";"66";"99";"303"
"743010";"743010";"89";"15";"3";"718";"362";"5";"1";"356";"87";"13";"22";"28";"42";"3";"21";"40";"100"
"743011";"743011";"89";"15";"3";"175";"77";"2";"0";"75";"19";"1";"8";"1";"5";"5";"0";"5";"31"
"743012";"743012";"89";"15";"3";"508";"214";"3";"0";"211";"44";"4";"10";"36";"14";"6";"12";"20";"65"
"743013";"743013";"89";"15";"3";"769";"381";"4";"0";"377";"107";"20";"38";"28";"32";"2";"17";"31";"102"
"743014";"743014";"89";"15";"3";"351";"224";"2";"0";"222";"58";"17";"21";"23";"34";"0";"12";"13";"44"
"743015";"743015";"89";"15";"3";"1294";"672";"5";"0";"667";"216";"35";"65";"65";"34";"13";"32";"52";"155"
"743016";"743016";"89";"15";"3";"2773";"1554";"21";"2";"1531";"373";"97";"214";"184";"134";"11";"53";"125";"340"
"743017";"743017";"89";"15";"3";"343";"194";"3";"0";"191";"58";"8";"22";"16";"11";"3";"7";"8";"58"
"743018";"743018";"89";"15";"3";"311";"186";"3";"0";"183";"37";"8";"6";"20";"20";"6";"4";"13";"69"
"743019";"743019";"89";"15";"3";"508";"243";"5";"0";"238";"54";"9";"15";"20";"30";"7";"5";"24";"74"
"743020";"743020";"89";"15";"3";"2380";"1356";"10";"1";"1345";"336";"96";"164";"109";"95";"8";"44";"119";"374"
"745001";"745001";"88";"15";"3";"6339";"2770";"46";"9";"2715";"912";"161";"308";"216";"352";"16";"91";"155";"504"
"745002";"745002";"88";"15";"3";"2808";"1392";"9";"0";"1383";"430";"63";"169";"93";"153";"13";"38";"87";"337"
"745003";"745003";"88";"15";"3";"1510";"754";"13";"1";"740";"176";"44";"63";"55";"84";"4";"26";"50";"238"
"745004";"745004";"88";"15";"3";"556";"290";"5";"0";"285";"82";"22";"19";"35";"27";"1";"8";"11";"80"
"745005";"745005";"88";"15";"3";"1015";"515";"8";"2";"505";"123";"21";"36";"39";"71";"6";"23";"39";"147"
"745006";"745006";"88";"15";"3";"3728";"1878";"31";"5";"1842";"549";"118";"270";"93";"179";"22";"59";"115";"437"
"747001";"747001";"84";"15";"3";"162";"77";"0";"0";"77";"20";"2";"4";"6";"4";"1";"2";"10";"28"
"747002";"747002";"84";"15";"3";"353";"174";"3";"0";"171";"52";"7";"13";"2";"17";"0";"5";"13";"62"
"747003";"747003";"84";"15";"3";"2051";"896";"10";"1";"885";"273";"37";"110";"26";"42";"8";"23";"74";"292"
"747004";"747004";"84";"15";"3";"325";"128";"2";"0";"126";"36";"4";"11";"6";"11";"0";"6";"14";"38"
"747005";"747005";"84";"15";"3";"2069";"818";"5";"4";"809";"276";"30";"86";"39";"81";"5";"31";"73";"188"
"747006";"747006";"84";"15";"3";"490";"229";"2";"0";"227";"55";"6";"23";"13";"21";"4";"15";"18";"72"
"747007";"747007";"84";"15";"3";"761";"329";"0";"2";"327";"95";"19";"19";"15";"52";"0";"22";"27";"78"
"749001";"749001";"89";"15";"3";"2431";"1096";"13";"1";"1082";"352";"39";"100";"64";"128";"11";"32";"80";"276"
"749002";"749002";"89";"15";"3";"701";"355";"9";"0";"346";"67";"22";"29";"31";"32";"3";"9";"24";"129"
"749003";"749003";"89";"15";"3";"1503";"723";"6";"0";"717";"196";"45";"52";"58";"83";"6";"36";"40";"201"
"749004";"749004";"89";"15";"3";"369";"190";"2";"0";"188";"41";"14";"13";"27";"31";"0";"11";"13";"38"
"751001";"751001";"82";"15";"3";"13014";"6969";"99";"11";"6859";"2079";"825";"806";"895";"609";"71";"352";"256";"966"
"751002";"751002";"82";"15";"3";"6051";"2947";"49";"4";"2894";"1028";"289";"247";"297";"285";"42";"172";"169";"365"
"751003";"751003";"82";"15";"3";"6534";"3122";"40";"3";"3079";"1002";"194";"371";"315";"338";"23";"178";"209";"449"
"751004";"751004";"82";"15";"3";"4179";"2153";"25";"5";"2123";"695";"201";"220";"255";"238";"21";"107";"116";"270"
"751006";"751006";"82";"15";"3";"5757";"2753";"31";"4";"2718";"1093";"127";"259";"202";"273";"24";"115";"209";"416"
"751007";"751007";"83";"15";"3";"5252";"2794";"25";"4";"2765";"902";"227";"333";"336";"267";"14";"133";"177";"376"
"751008";"751008";"83";"15";"3";"7990";"3538";"46";"5";"3487";"1329";"237";"314";"330";"400";"34";"177";"258";"408"
"751009";"751009";"82";"15";"3";"3230";"1907";"27";"2";"1878";"585";"123";"205";"245";"195";"14";"80";"96";"335"
"751011";"751011";"82";"15";"3";"3199";"1704";"12";"3";"1689";"561";"107";"150";"202";"213";"15";"74";"103";"264"
"751012";"751012";"82";"15";"3";"2883";"1644";"16";"2";"1626";"488";"140";"164";"266";"146";"18";"72";"79";"253"
"751013";"751013";"82";"15";"3";"3482";"1726";"17";"3";"1706";"565";"84";"148";"132";"153";"9";"74";"109";"432"
"751016";"751016";"83";"15";"3";"395";"227";"2";"1";"224";"62";"12";"25";"14";"32";"0";"14";"22";"43"
"751018";"751018";"83";"15";"3";"4226";"1878";"25";"0";"1853";"717";"84";"172";"147";"172";"15";"89";"137";"320"
"751019";"751019";"83";"15";"3";"2673";"1500";"10";"0";"1490";"452";"107";"155";"245";"181";"11";"77";"80";"182"
"751021";"751021";"80";"15";"3";"11381";"5536";"104";"7";"5425";"1640";"873";"489";"809";"459";"46";"280";"164";"665"
"751022";"751022";"83";"15";"3";"3138";"1842";"15";"2";"1825";"584";"189";"137";"275";"205";"34";"97";"97";"207"
"751023";"751023";"83";"15";"3";"5216";"2621";"28";"8";"2585";"852";"211";"242";"327";"268";"51";"135";"140";"359"
"751024";"751024";"83";"15";"3";"4959";"2767";"34";"1";"2732";"794";"198";"350";"290";"298";"21";"134";"192";"455"
"751025";"751025";"83";"15";"3";"5440";"2009";"24";"11";"1974";"678";"116";"100";"244";"328";"96";"119";"107";"186"
"751026";"751026";"83";"15";"3";"4681";"2277";"24";"2";"2251";"793";"147";"198";"252";"257";"24";"143";"150";"287"
"751028";"751028";"83";"15";"3";"5553";"2237";"28";"6";"2203";"856";"103";"228";"130";"227";"24";"133";"190";"312"
"751030";"751030";"83";"15";"3";"3068";"1427";"11";"2";"1414";"499";"84";"163";"109";"128";"4";"45";"87";"295"
"751031";"751031";"83";"15";"3";"515";"280";"1";"0";"279";"79";"9";"19";"31";"49";"8";"17";"19";"48"
"751033";"751033";"83";"15";"3";"2066";"973";"12";"1";"960";"367";"38";"88";"64";"91";"7";"33";"68";"204"
"751041";"751041";"80";"15";"3";"11906";"6618";"102";"9";"6507";"1844";"1105";"453";"1104";"640";"84";"468";"144";"665"
"751042";"751042";"81";"15";"3";"9284";"4997";"70";"6";"4921";"1586";"649";"390";"723";"473";"109";"326";"152";"513"
"751043";"751043";"81";"15";"3";"8945";"4473";"66";"4";"4403";"1461";"538";"384";"569";"418";"85";"271";"154";"523"
"751044";"751044";"81";"15";"3";"1128";"522";"9";"1";"512";"161";"34";"36";"59";"81";"14";"27";"34";"66"
"751045";"751045";"80";"15";"3";"7334";"4491";"45";"1";"4445";"1085";"455";"644";"548";"366";"27";"172";"207";"941"
"751047";"751047";"81";"15";"3";"7102";"3380";"33";"5";"3342";"1147";"204";"378";"348";"296";"36";"179";"198";"556"
"751048";"751048";"80";"15";"3";"2012";"1141";"5";"1";"1135";"369";"104";"57";"212";"153";"3";"63";"44";"130"
"751049";"751049";"80";"15";"3";"3505";"1834";"15";"0";"1819";"535";"124";"307";"143";"165";"4";"73";"130";"338"
"751050";"751050";"80";"15";"3";"3639";"1730";"20";"0";"1710";"451";"102";"308";"116";"141";"15";"77";"136";"364"
"751051";"751051";"80";"15";"3";"4518";"2316";"27";"2";"2287";"674";"181";"301";"212";"214";"16";"81";"137";"471"
"751053";"751053";"81";"15";"3";"2065";"928";"11";"2";"915";"356";"38";"55";"69";"110";"12";"61";"65";"149"
"751055";"751055";"81";"15";"3";"622";"312";"7";"2";"303";"77";"23";"26";"24";"39";"3";"21";"18";"72"
"751056";"751056";"81";"15";"3";"1334";"660";"7";"1";"652";"178";"22";"53";"66";"68";"7";"26";"53";"179"
"751061";"751061";"80";"15";"3";"7839";"3839";"57";"6";"3776";"1235";"409";"307";"550";"410";"95";"232";"133";"405"
"751062";"751062";"83";"15";"3";"2701";"984";"18";"1";"965";"425";"44";"71";"68";"102";"5";"52";"111";"87"
"751063";"751063";"81";"15";"3";"8877";"4095";"63";"9";"4023";"1456";"357";"247";"534";"489";"80";"280";"200";"380"
"751064";"751064";"83";"15";"3";"4847";"2486";"37";"5";"2444";"839";"169";"178";"384";"334";"33";"154";"126";"227"
"751065";"751065";"80";"15";"3";"5270";"2989";"21";"2";"2966";"913";"258";"348";"376";"358";"36";"103";"146";"428"
"751066";"751066";"82";"15";"3";"4387";"2399";"15";"7";"2377";"481";"192";"473";"171";"203";"20";"82";"130";"625"
"751067";"751067";"81";"15";"3";"4077";"2187";"40";"6";"2141";"714";"258";"156";"299";"262";"35";"103";"85";"229"
"751068";"751068";"81";"15";"3";"3138";"1404";"16";"6";"1382";"549";"85";"58";"172";"209";"21";"130";"85";"73"
"761001";"761001";"94";"16";"3";"4660";"1998";"23";"6";"1969";"606";"81";"238";"87";"123";"52";"36";"112";"634"
"761002";"761002";"94";"16";"3";"2183";"826";"16";"2";"808";"303";"41";"63";"33";"62";"12";"25";"60";"209"
"761003";"761003";"94";"16";"3";"874";"373";"3";"0";"370";"85";"14";"23";"17";"50";"3";"17";"38";"123"
"761004";"761004";"94";"16";"3";"2509";"1119";"7";"1";"1111";"308";"36";"113";"46";"100";"35";"35";"88";"350"
"763001";"763001";"92";"16";"3";"2318";"1019";"11";"3";"1005";"299";"69";"71";"63";"82";"7";"42";"71";"301"
"763002";"763002";"92";"16";"3";"1753";"811";"15";"1";"795";"216";"50";"77";"41";"65";"6";"41";"59";"240"
"763003";"763003";"92";"16";"3";"1779";"736";"13";"0";"723";"228";"46";"46";"24";"57";"4";"34";"50";"234"
"765001";"765001";"90";"16";"3";"1641";"525";"6";"3";"516";"164";"21";"70";"16";"41";"4";"13";"64";"123"
"765002";"765002";"90";"16";"3";"806";"306";"4";"0";"302";"90";"5";"39";"13";"25";"4";"14";"17";"95"
"765004";"765004";"90";"16";"3";"650";"283";"1";"0";"282";"88";"14";"33";"22";"35";"5";"9";"8";"68"
"765005";"765005";"90";"16";"3";"863";"389";"8";"0";"381";"124";"14";"24";"25";"48";"4";"16";"21";"105"
"765006";"765006";"90";"16";"3";"240";"134";"1";"0";"133";"35";"3";"11";"12";"20";"7";"5";"5";"35"
"767001";"767001";"94";"16";"3";"2982";"1360";"11";"7";"1342";"456";"68";"116";"49";"126";"9";"38";"91";"389"
"767002";"767002";"94";"16";"3";"2015";"849";"8";"2";"839";"261";"34";"64";"28";"72";"8";"30";"45";"297"
"769001";"769001";"94";"16";"3";"481";"261";"4";"3";"254";"78";"9";"18";"15";"23";"9";"13";"23";"66"
"769002";"769002";"94";"16";"3";"1947";"863";"13";"3";"847";"284";"27";"66";"30";"70";"24";"20";"89";"237"
"769003";"769003";"94";"16";"3";"1878";"857";"17";"4";"836";"287";"24";"79";"21";"75";"8";"22";"77";"243"
"769004";"769004";"94";"16";"3";"724";"301";"5";"2";"294";"98";"5";"32";"10";"31";"7";"6";"31";"74"
"771001";"771001";"94";"16";"3";"1838";"837";"5";"1";"831";"204";"34";"72";"29";"93";"46";"24";"60";"269"
"771002";"771002";"94";"16";"3";"487";"253";"7";"0";"246";"56";"7";"13";"16";"30";"16";"16";"13";"79"
"771003";"771003";"94";"16";"3";"3452";"1663";"39";"4";"1620";"544";"87";"148";"48";"110";"36";"39";"138";"470"
"771004";"771004";"94";"16";"3";"434";"227";"5";"0";"222";"54";"8";"12";"7";"7";"11";"6";"12";"105"
"771005";"771005";"94";"16";"3";"817";"393";"11";"1";"381";"103";"12";"24";"10";"47";"13";"12";"30";"130"
"771006";"771006";"94";"16";"3";"1709";"831";"11";"1";"819";"215";"39";"46";"27";"64";"23";"26";"73";"306"
"771007";"771007";"94";"16";"3";"1005";"465";"5";"0";"460";"93";"13";"27";"18";"61";"16";"19";"42";"171"
"771008";"771008";"94";"16";"3";"527";"231";"3";"2";"226";"61";"16";"14";"5";"15";"13";"5";"14";"83"
"773001";"773001";"91";"16";"3";"775";"356";"3";"0";"353";"127";"13";"18";"11";"28";"14";"14";"28";"100"
"773002";"773002";"91";"16";"3";"598";"266";"1";"2";"263";"83";"13";"23";"20";"23";"1";"5";"18";"77"
"773003";"773003";"91";"16";"3";"336";"179";"6";"0";"173";"40";"8";"7";"8";"22";"1";"9";"15";"63"
"773004";"773004";"91";"16";"3";"473";"246";"3";"0";"243";"95";"7";"22";"13";"20";"1";"11";"16";"58"
"773005";"773005";"91";"16";"3";"361";"149";"4";"1";"144";"25";"9";"9";"6";"17";"0";"6";"12";"60"
"773006";"773006";"91";"16";"3";"345";"184";"2";"0";"182";"39";"12";"22";"6";"24";"2";"9";"8";"60"
"773007";"773007";"91";"16";"3";"764";"332";"5";"0";"327";"77";"16";"15";"15";"19";"2";"11";"21";"151"
"773008";"773008";"91";"16";"3";"539";"257";"4";"1";"252";"79";"13";"19";"6";"18";"0";"5";"24";"88"
"773009";"773009";"91";"16";"3";"729";"371";"6";"0";"365";"115";"14";"25";"12";"18";"6";"12";"21";"142"
"773010";"773010";"91";"16";"3";"528";"210";"3";"1";"206";"72";"3";"12";"5";"21";"4";"5";"17";"67"
"773011";"773011";"91";"16";"3";"498";"249";"2";"0";"247";"72";"8";"17";"5";"27";"3";"8";"29";"78"
"773012";"773012";"91";"16";"3";"696";"336";"9";"0";"327";"102";"7";"24";"17";"30";"4";"10";"30";"103"
"773013";"773013";"91";"16";"3";"665";"282";"6";"0";"276";"95";"14";"18";"8";"12";"3";"4";"19";"103"
"773014";"773014";"91";"16";"3";"807";"347";"9";"4";"334";"102";"10";"31";"17";"16";"3";"13";"30";"112"
"773015";"773015";"91";"16";"3";"528";"246";"3";"1";"242";"79";"5";"12";"14";"16";"6";"6";"27";"77"
"773016";"773016";"91";"16";"3";"541";"275";"1";"0";"274";"69";"9";"32";"11";"24";"8";"7";"20";"94"
"773017";"773017";"91";"16";"3";"644";"247";"2";"1";"244";"74";"8";"8";"10";"24";"3";"4";"25";"88"
"773018";"773018";"91";"16";"3";"7379";"3112";"46";"1";"3065";"1289";"108";"293";"169";"217";"71";"122";"163";"633"
"775001";"775001";"93";"16";"3";"592";"276";"3";"3";"270";"64";"14";"14";"10";"17";"4";"12";"13";"122"
"775002";"775002";"93";"16";"3";"825";"378";"9";"0";"369";"84";"16";"26";"19";"29";"10";"12";"34";"139"
"775003";"775003";"93";"16";"3";"491";"252";"3";"0";"249";"58";"4";"10";"8";"13";"3";"9";"10";"134"
"775004";"775004";"93";"16";"3";"1494";"621";"3";"3";"615";"144";"15";"53";"8";"36";"15";"18";"38";"288"
"775005";"775005";"93";"16";"3";"1516";"746";"10";"0";"736";"192";"38";"61";"44";"37";"6";"17";"42";"299"
"775006";"775006";"93";"16";"3";"726";"355";"5";"0";"350";"85";"14";"21";"5";"18";"12";"14";"28";"153"
"777001";"777001";"92";"16";"3";"1516";"713";"10";"1";"702";"232";"48";"84";"33";"56";"8";"24";"41";"176"
"777002";"777002";"92";"16";"3";"1239";"519";"4";"0";"515";"149";"27";"57";"21";"31";"18";"13";"30";"169"
"777003";"777003";"92";"16";"3";"1246";"513";"9";"2";"502";"207";"26";"30";"10";"24";"6";"14";"26";"159"
"777004";"777004";"92";"16";"3";"548";"227";"5";"1";"221";"44";"8";"14";"10";"22";"1";"12";"9";"101"
"779001";"779001";"92";"16";"3";"5845";"2191";"43";"2";"2146";"815";"137";"210";"189";"134";"22";"118";"154";"367"
"779002";"779002";"92";"16";"3";"4918";"2264";"27";"7";"2230";"786";"151";"274";"131";"136";"33";"91";"163";"465"
"779003";"779003";"92";"16";"3";"5133";"2147";"18";"4";"2125";"871";"141";"167";"168";"162";"23";"125";"156";"312"
"779004";"779004";"92";"16";"3";"2820";"1253";"16";"0";"1237";"427";"64";"113";"78";"56";"7";"39";"103";"350"
"779005";"779005";"92";"16";"3";"1075";"493";"5";"1";"487";"118";"27";"31";"22";"35";"9";"24";"46";"175"
"779006";"779006";"92";"16";"3";"654";"322";"6";"0";"316";"76";"23";"29";"18";"24";"8";"36";"33";"69"
"779007";"779007";"92";"16";"3";"755";"381";"5";"0";"376";"106";"27";"32";"25";"19";"4";"14";"23";"126"
"781001";"781001";"92";"16";"3";"1092";"589";"5";"0";"584";"242";"42";"29";"27";"28";"2";"20";"36";"158"
"781002";"781002";"92";"16";"3";"483";"213";"3";"0";"210";"68";"12";"13";"9";"13";"2";"8";"22";"63"
"781004";"781004";"92";"16";"3";"652";"317";"8";"1";"308";"103";"15";"11";"13";"21";"4";"17";"18";"106"
"781005";"781005";"92";"16";"3";"280";"154";"2";"0";"152";"41";"15";"5";"2";"6";"0";"9";"15";"59"
"781006";"781006";"92";"16";"3";"772";"333";"11";"0";"322";"111";"26";"19";"12";"25";"3";"19";"14";"93"
"781008";"781008";"92";"16";"3";"615";"325";"6";"0";"319";"103";"25";"16";"18";"31";"1";"12";"23";"90"
"781009";"781009";"92";"16";"3";"738";"357";"7";"1";"349";"117";"32";"25";"20";"18";"0";"9";"19";"109"
"781010";"781010";"92";"16";"3";"1153";"530";"8";"1";"521";"174";"43";"33";"28";"27";"7";"26";"31";"152"
"783001";"783001";"92";"16";"3";"708";"336";"5";"1";"330";"62";"14";"31";"18";"30";"17";"36";"25";"97"
"783002";"783002";"92";"16";"3";"768";"320";"3";"0";"317";"108";"23";"18";"14";"24";"7";"25";"17";"81"
"783003";"783003";"92";"16";"3";"545";"223";"4";"0";"219";"60";"8";"7";"5";"21";"2";"22";"18";"76"
"783004";"783004";"92";"16";"3";"325";"204";"2";"0";"202";"53";"13";"12";"14";"20";"2";"8";"11";"69"
"783005";"783005";"92";"16";"3";"1164";"629";"17";"1";"611";"213";"35";"32";"25";"49";"1";"22";"32";"202"
"783006";"783006";"92";"16";"3";"1316";"637";"9";"6";"622";"250";"44";"40";"25";"48";"9";"15";"33";"158"
"785001";"785001";"90";"16";"3";"1745";"743";"8";"0";"735";"209";"26";"79";"22";"58";"34";"25";"50";"232"
"785002";"785002";"90";"16";"3";"2680";"1147";"15";"1";"1131";"352";"35";"166";"21";"67";"47";"39";"58";"346"
"785003";"785003";"90";"16";"3";"1475";"615";"6";"0";"609";"154";"18";"83";"39";"58";"18";"40";"48";"151"
"785004";"785004";"90";"16";"3";"1493";"652";"6";"0";"646";"189";"19";"77";"23";"45";"49";"12";"52";"180"
"785005";"785005";"90";"16";"3";"1071";"512";"10";"1";"501";"135";"21";"56";"26";"42";"9";"27";"36";"149"
"787001";"787001";"90";"16";"3";"7038";"2980";"21";"7";"2952";"1133";"130";"294";"207";"236";"51";"122";"175";"604"
"787002";"787002";"90";"16";"3";"999";"482";"6";"0";"476";"184";"19";"38";"21";"29";"21";"14";"42";"108"
"787003";"787003";"90";"16";"3";"784";"356";"2";"0";"354";"84";"14";"26";"16";"35";"12";"12";"27";"128"
"787004";"787004";"90";"16";"3";"859";"362";"4";"0";"358";"105";"14";"34";"25";"45";"7";"21";"24";"83"
"787005";"787005";"90";"16";"3";"553";"207";"1";"0";"206";"85";"7";"9";"5";"39";"2";"11";"15";"33"
