"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV2014 - Personlige stemmer i alt";"EV2014 - A - personlige stemmer i alt";"EV2014 - B - personlige stemmer i alt";"EV2014 - C - personlige stemmer i alt";"EV2014 - F - personlige stemmer i alt";"EV2014 - I - personlige stemmer i alt";"EV2014 - N - personlige stemmer i alt";"EV2014 - O - personlige stemmer i alt";"EV2014 - V - personlige stemmer i alt";"EV2014 - A-01";"EV2014 - A-02";"EV2014 - A-03";"EV2014 - A-04";"EV2014 - A-05";"EV2014 - A-06";"EV2014 - A-07";"EV2014 - A-08";"EV2014 - B-01";"EV2014 - B-02";"EV2014 - B-03";"EV2014 - B-04";"EV2014 - B-05";"EV2014 - B-06";"EV2014 - B-07";"EV2014 - C-01";"EV2014 - C-02";"EV2014 - C-03";"EV2014 - C-04";"EV2014 - C-05";"EV2014 - C-06";"EV2014 - C-07";"EV2014 - C-08";"EV2014 - C-09";"EV2014 - C-10";"EV2014 - F-01";"EV2014 - F-02";"EV2014 - F-03";"EV2014 - F-04";"EV2014 - F-05";"EV2014 - F-06";"EV2014 - F-07";"EV2014 - F-08";"EV2014 - F-09";"EV2014 - F-10";"EV2014 - F-11";"EV2014 - F-12";"EV2014 - F-13";"EV2014 - F-14";"EV2014 - F-15";"EV2014 - F-16";"EV2014 - F-17";"EV2014 - F-18";"EV2014 - F-19";"EV2014 - F-20";"EV2014 - I-01";"EV2014 - I-02";"EV2014 - I-03";"EV2014 - I-04";"EV2014 - I-05";"EV2014 - I-06";"EV2014 - I-07";"EV2014 - I-08";"EV2014 - I-09";"EV2014 - N-01";"EV2014 - N-02";"EV2014 - N-03";"EV2014 - N-04";"EV2014 - N-05";"EV2014 - N-06";"EV2014 - N-07";"EV2014 - N-08";"EV2014 - N-09";"EV2014 - N-10";"EV2014 - N-11";"EV2014 - N-12";"EV2014 - N-13";"EV2014 - N-14";"EV2014 - N-15";"EV2014 - N-16";"EV2014 - N-17";"EV2014 - N-18";"EV2014 - N-19";"EV2014 - N-20";"EV2014 - O-01";"EV2014 - O-02";"EV2014 - O-03";"EV2014 - O-04";"EV2014 - O-05";"EV2014 - O-06";"EV2014 - O-07";"EV2014 - O-08";"EV2014 - O-09";"EV2014 - O-10";"EV2014 - V-01";"EV2014 - V-02";"EV2014 - V-03";"EV2014 - V-04";"EV2014 - V-05";"EV2014 - V-06";"EV2014 - V-07";"EV2014 - V-08";"EV2014 - V-09";"EV2014 - V-10";"EV2014 - V-11";"EV2014 - V-12";"EV2014 - V-13";"EV2014 - V-14";"EV2014 - V-15";"EV2014 - V-16"
"101035";"101035";"7";"1";"1";"1985";"374";"155";"101";"385";"44";"218";"558";"150";"223";"14";"57";"11";"45";"10";"11";"3";"97";"4";"0";"25";"22";"2";"5";"75";"12";"5";"2";"0";"2";"0";"1";"2";"2";"301";"11";"16";"7";"4";"4";"7";"6";"2";"1";"0";"6";"2";"1";"2";"0";"4";"6";"4";"1";"36";"1";"1";"0";"0";"3";"2";"1";"0";"154";"10";"3";"16";"4";"1";"5";"1";"1";"2";"2";"1";"2";"1";"2";"4";"3";"3";"1";"2";"529";"6";"9";"2";"3";"1";"0";"4";"1";"3";"83";"0";"0";"2";"0";"9";"0";"3";"34";"3";"2";"0";"13";"1";"0";"0"
"101036";"101036";"7";"1";"1";"3184";"689";"267";"204";"597";"52";"317";"826";"232";"422";"16";"119";"16";"64";"34";"13";"5";"190";"8";"4";"24";"33";"3";"5";"153";"17";"15";"6";"3";"2";"1";"0";"2";"5";"472";"13";"25";"10";"12";"7";"8";"3";"12";"1";"1";"8";"0";"3";"2";"2";"3";"11";"3";"1";"40";"1";"2";"1";"1";"3";"0";"2";"2";"232";"20";"3";"15";"7";"4";"2";"3";"1";"1";"1";"1";"2";"1";"3";"2";"7";"5";"4";"3";"789";"8";"8";"0";"3";"4";"4";"5";"2";"3";"109";"1";"3";"2";"2";"21";"0";"0";"41";"9";"2";"2";"32";"3";"0";"5"
"101039";"101039";"7";"1";"1";"1716";"341";"164";"138";"361";"49";"150";"363";"150";"214";"7";"52";"10";"26";"21";"10";"1";"116";"5";"5";"9";"26";"0";"3";"103";"10";"4";"15";"0";"1";"4";"0";"0";"1";"282";"6";"11";"5";"15";"1";"1";"5";"3";"0";"1";"5";"0";"3";"7";"0";"1";"10";"2";"3";"31";"6";"4";"0";"1";"5";"1";"0";"1";"106";"8";"2";"8";"5";"3";"4";"0";"0";"1";"1";"1";"3";"0";"1";"1";"4";"0";"2";"0";"348";"5";"3";"0";"0";"1";"1";"1";"2";"2";"67";"2";"2";"1";"1";"12";"0";"6";"34";"4";"1";"1";"17";"0";"0";"2"
"101040";"101040";"7";"1";"1";"2181";"421";"222";"142";"508";"53";"226";"420";"189";"253";"13";"65";"9";"56";"14";"9";"2";"156";"7";"7";"18";"30";"1";"3";"97";"14";"14";"9";"1";"3";"0";"0";"4";"0";"408";"4";"22";"20";"11";"2";"5";"3";"5";"0";"0";"0";"0";"1";"1";"0";"3";"10";"5";"8";"37";"2";"3";"0";"1";"4";"3";"2";"1";"165";"15";"4";"10";"2";"1";"3";"6";"1";"2";"2";"2";"0";"1";"2";"1";"4";"3";"1";"1";"401";"5";"4";"0";"1";"3";"2";"3";"0";"1";"84";"3";"1";"3";"4";"15";"0";"3";"35";"8";"3";"0";"27";"1";"0";"2"
"101041";"101041";"7";"1";"1";"3996";"836";"353";"315";"798";"95";"353";"867";"379";"500";"15";"180";"14";"62";"44";"15";"6";"259";"9";"12";"26";"38";"1";"8";"231";"36";"14";"16";"2";"2";"5";"4";"4";"1";"644";"7";"20";"12";"27";"5";"12";"8";"8";"3";"0";"9";"1";"9";"3";"0";"8";"9";"6";"7";"72";"8";"1";"1";"1";"6";"2";"1";"3";"246";"24";"6";"24";"4";"3";"3";"1";"2";"1";"4";"5";"4";"0";"5";"0";"12";"2";"6";"1";"822";"7";"11";"3";"2";"3";"2";"11";"3";"3";"168";"4";"5";"4";"4";"23";"1";"2";"99";"14";"1";"2";"45";"4";"0";"3"
"101042";"101042";"8";"1";"1";"3166";"684";"315";"248";"639";"71";"286";"638";"285";"410";"19";"115";"11";"66";"35";"19";"9";"234";"6";"12";"23";"34";"2";"4";"188";"24";"11";"10";"2";"3";"0";"0";"4";"6";"499";"10";"16";"4";"27";"7";"7";"9";"7";"3";"1";"5";"0";"8";"4";"2";"8";"5";"11";"6";"58";"2";"3";"2";"2";"2";"1";"1";"0";"211";"14";"5";"5";"10";"3";"4";"5";"0";"1";"6";"0";"5";"2";"3";"1";"3";"3";"2";"3";"603";"9";"5";"2";"1";"4";"2";"10";"1";"1";"110";"1";"1";"4";"5";"24";"0";"6";"55";"10";"3";"21";"36";"5";"0";"4"
"101043";"101043";"8";"1";"1";"3205";"568";"335";"207";"717";"87";"317";"679";"295";"331";"15";"108";"13";"51";"32";"9";"9";"206";"8";"10";"43";"55";"5";"8";"146";"26";"8";"12";"1";"2";"5";"1";"3";"3";"568";"8";"24";"13";"28";"9";"12";"4";"4";"2";"2";"5";"0";"7";"5";"3";"6";"7";"9";"1";"66";"7";"1";"1";"2";"3";"1";"3";"3";"223";"25";"7";"17";"10";"1";"2";"3";"2";"0";"1";"3";"2";"3";"2";"2";"5";"3";"2";"4";"652";"4";"3";"2";"2";"1";"3";"3";"1";"8";"106";"2";"5";"4";"1";"31";"3";"6";"77";"6";"6";"1";"39";"3";"1";"4"
"101044";"101044";"8";"1";"1";"1491";"310";"93";"91";"228";"27";"150";"486";"106";"214";"7";"40";"2";"23";"17";"6";"1";"64";"2";"3";"10";"11";"1";"2";"70";"12";"3";"2";"1";"0";"1";"0";"1";"1";"183";"3";"3";"4";"5";"3";"2";"1";"3";"3";"0";"4";"0";"6";"0";"0";"0";"4";"2";"2";"15";"1";"1";"0";"2";"4";"1";"3";"0";"99";"12";"1";"4";"5";"1";"2";"4";"0";"1";"1";"1";"0";"3";"2";"2";"7";"4";"1";"0";"461";"3";"9";"0";"3";"2";"2";"5";"0";"1";"46";"1";"0";"2";"1";"2";"11";"4";"24";"3";"1";"0";"9";"1";"1";"0"
"101046";"101046";"8";"1";"1";"1519";"274";"121";"83";"282";"47";"141";"480";"91";"164";"4";"45";"5";"23";"21";"8";"4";"71";"4";"4";"15";"18";"2";"7";"62";"10";"4";"4";"1";"1";"0";"0";"1";"0";"217";"6";"6";"5";"9";"3";"8";"3";"3";"1";"0";"2";"0";"3";"3";"0";"4";"5";"2";"2";"31";"2";"3";"4";"1";"4";"0";"0";"2";"99";"8";"5";"9";"4";"1";"0";"0";"1";"2";"2";"2";"1";"0";"0";"2";"2";"1";"1";"1";"461";"3";"4";"0";"2";"1";"1";"4";"0";"4";"47";"0";"0";"1";"2";"9";"0";"0";"18";"3";"0";"1";"8";"1";"1";"0"
"101047";"101047";"8";"1";"1";"1269";"241";"112";"69";"305";"26";"133";"306";"77";"140";"7";"35";"0";"39";"10";"9";"1";"69";"4";"2";"13";"22";"1";"1";"51";"9";"2";"0";"1";"1";"2";"0";"2";"1";"251";"3";"8";"6";"14";"2";"3";"2";"0";"0";"0";"3";"0";"1";"0";"0";"5";"2";"4";"1";"19";"2";"0";"0";"0";"1";"2";"1";"1";"84";"11";"3";"8";"1";"2";"0";"2";"2";"0";"3";"1";"0";"0";"0";"4";"7";"3";"2";"0";"290";"3";"4";"3";"0";"2";"0";"1";"2";"1";"33";"0";"0";"2";"0";"3";"0";"0";"14";"4";"5";"0";"15";"0";"0";"1"
"101048";"101048";"8";"1";"1";"2097";"389";"238";"172";"471";"50";"182";"430";"165";"231";"8";"66";"8";"36";"20";"10";"10";"148";"2";"7";"23";"52";"1";"5";"127";"24";"6";"3";"2";"2";"2";"0";"3";"3";"365";"7";"13";"9";"26";"3";"3";"4";"5";"4";"1";"6";"1";"2";"5";"1";"2";"6";"6";"2";"40";"2";"2";"1";"0";"4";"0";"1";"0";"118";"7";"6";"11";"6";"2";"3";"1";"2";"0";"2";"3";"3";"1";"1";"1";"4";"4";"3";"4";"403";"3";"5";"3";"1";"2";"2";"5";"4";"2";"70";"1";"2";"5";"5";"6";"0";"1";"41";"4";"0";"3";"26";"1";"0";"0"
"101049";"101049";"9";"1";"1";"2737";"524";"380";"112";"954";"40";"311";"301";"115";"271";"20";"89";"10";"91";"26";"14";"3";"206";"8";"8";"32";"117";"6";"3";"76";"15";"6";"5";"1";"1";"1";"1";"4";"2";"728";"17";"38";"31";"51";"6";"10";"4";"9";"9";"3";"7";"0";"9";"3";"2";"10";"10";"2";"5";"25";"3";"3";"1";"2";"3";"1";"2";"0";"236";"13";"3";"12";"6";"3";"2";"3";"1";"1";"4";"1";"2";"1";"2";"1";"8";"6";"5";"1";"290";"3";"3";"1";"0";"2";"2";"0";"0";"0";"44";"1";"2";"4";"3";"10";"0";"3";"24";"5";"0";"0";"13";"1";"0";"5"
"101050";"101050";"9";"1";"1";"2948";"546";"502";"134";"919";"66";"320";"304";"157";"287";"18";"79";"14";"96";"29";"15";"8";"256";"11";"14";"52";"154";"9";"6";"86";"18";"3";"14";"1";"1";"4";"1";"4";"2";"698";"21";"20";"23";"64";"11";"8";"7";"9";"2";"4";"2";"0";"10";"7";"3";"12";"9";"5";"4";"54";"4";"1";"0";"1";"2";"3";"1";"0";"241";"17";"11";"9";"0";"4";"0";"0";"0";"4";"1";"2";"5";"2";"2";"2";"8";"10";"1";"1";"292";"2";"2";"1";"1";"1";"0";"0";"1";"4";"56";"1";"0";"7";"3";"10";"0";"4";"43";"4";"1";"0";"22";"3";"1";"2"
"101051";"101051";"9";"1";"1";"2660";"500";"160";"111";"570";"41";"423";"742";"113";"347";"8";"56";"7";"52";"18";"9";"3";"101";"10";"1";"19";"25";"2";"2";"73";"18";"8";"7";"1";"1";"0";"0";"2";"1";"418";"11";"21";"18";"38";"11";"9";"3";"8";"3";"1";"3";"0";"5";"3";"0";"5";"5";"6";"2";"27";"3";"2";"1";"1";"3";"3";"0";"1";"284";"25";"17";"22";"16";"1";"6";"2";"0";"0";"2";"2";"5";"0";"2";"0";"21";"8";"9";"1";"690";"7";"10";"5";"3";"7";"3";"8";"2";"7";"32";"3";"3";"3";"1";"7";"0";"1";"37";"3";"2";"0";"15";"3";"0";"3"
"101052";"101052";"9";"1";"1";"2413";"482";"409";"118";"705";"54";"282";"224";"139";"244";"12";"84";"11";"89";"20";"14";"8";"219";"18";"9";"46";"106";"3";"8";"87";"13";"1";"7";"3";"0";"1";"2";"1";"3";"568";"4";"20";"15";"31";"8";"9";"4";"3";"3";"1";"7";"0";"3";"5";"0";"6";"9";"4";"5";"45";"7";"2";"0";"0";"0";"0";"0";"0";"201";"25";"2";"14";"7";"2";"1";"1";"1";"1";"3";"1";"4";"1";"1";"1";"4";"3";"9";"0";"214";"2";"0";"1";"0";"1";"3";"3";"0";"0";"52";"3";"1";"4";"1";"12";"0";"3";"27";"6";"3";"1";"24";"1";"0";"1"
"101053";"101053";"9";"1";"1";"2092";"404";"330";"83";"575";"35";"284";"275";"106";"223";"7";"69";"6";"68";"21";"6";"4";"187";"6";"9";"25";"95";"1";"7";"56";"11";"2";"7";"2";"0";"1";"1";"2";"1";"430";"4";"20";"23";"27";"7";"12";"4";"6";"2";"2";"8";"0";"9";"2";"0";"5";"5";"5";"4";"24";"2";"2";"2";"0";"4";"0";"1";"0";"199";"14";"3";"14";"9";"6";"0";"4";"0";"2";"5";"0";"1";"2";"2";"1";"5";"6";"7";"4";"263";"3";"2";"1";"0";"0";"1";"2";"1";"2";"35";"1";"0";"4";"3";"6";"0";"0";"22";"6";"1";"1";"24";"0";"0";"3"
"101054";"101054";"9";"1";"1";"904";"150";"105";"42";"231";"23";"113";"195";"45";"93";"3";"14";"3";"25";"7";"3";"2";"73";"3";"2";"8";"17";"0";"2";"30";"3";"2";"3";"0";"1";"0";"1";"1";"1";"167";"2";"8";"6";"18";"1";"2";"4";"4";"1";"0";"1";"1";"3";"2";"0";"2";"7";"2";"0";"11";"4";"2";"1";"0";"5";"0";"0";"0";"80";"7";"2";"3";"3";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"3";"7";"1";"3";"0";"186";"2";"3";"0";"0";"0";"1";"0";"0";"3";"15";"3";"1";"3";"0";"4";"0";"0";"11";"1";"1";"0";"5";"0";"0";"1"
"101055";"101055";"9";"1";"1";"1368";"219";"243";"129";"189";"78";"60";"221";"229";"112";"5";"52";"4";"28";"8";"5";"5";"145";"6";"4";"17";"64";"0";"7";"103";"18";"1";"6";"1";"0";"0";"0";"0";"0";"151";"2";"3";"2";"5";"4";"5";"3";"1";"0";"0";"5";"0";"4";"0";"0";"1";"2";"1";"0";"65";"3";"2";"0";"3";"0";"2";"1";"2";"38";"8";"1";"4";"0";"2";"1";"0";"0";"0";"2";"0";"1";"0";"0";"1";"0";"0";"2";"0";"213";"2";"1";"1";"0";"0";"2";"2";"0";"0";"86";"2";"5";"5";"1";"16";"0";"6";"65";"6";"2";"0";"32";"1";"2";"0"
"147001";"147001";"10";"1";"1";"3759";"721";"571";"395";"798";"95";"250";"532";"397";"374";"21";"169";"3";"106";"21";"22";"5";"372";"16";"13";"45";"111";"6";"8";"290";"58";"12";"15";"9";"1";"3";"0";"2";"5";"629";"12";"28";"3";"35";"6";"28";"7";"15";"2";"2";"2";"1";"3";"8";"1";"5";"5";"5";"1";"66";"7";"5";"2";"2";"6";"2";"0";"5";"193";"11";"1";"11";"6";"2";"0";"0";"2";"2";"1";"2";"4";"3";"2";"0";"3";"2";"4";"1";"512";"5";"4";"1";"0";"4";"1";"0";"3";"2";"161";"1";"5";"8";"6";"27";"0";"5";"84";"26";"6";"1";"60";"1";"1";"5"
"147002";"147002";"10";"1";"1";"4066";"762";"524";"550";"716";"111";"270";"662";"471";"423";"13";"201";"15";"71";"18";"16";"5";"346";"14";"21";"35";"97";"2";"9";"442";"45";"12";"22";"3";"4";"9";"2";"5";"6";"560";"11";"26";"26";"28";"5";"19";"5";"5";"0";"1";"0";"0";"6";"4";"0";"4";"5";"6";"5";"87";"5";"1";"3";"3";"10";"0";"0";"2";"195";"14";"2";"9";"6";"1";"4";"2";"0";"3";"2";"4";"2";"2";"4";"4";"6";"7";"2";"1";"642";"8";"2";"1";"1";"2";"3";"1";"2";"0";"200";"7";"6";"5";"4";"35";"0";"6";"95";"22";"5";"3";"73";"0";"1";"9"
"147003";"147003";"10";"1";"1";"4802";"925";"718";"488";"994";"160";"321";"759";"437";"506";"21";"201";"26";"102";"35";"21";"13";"471";"19";"22";"77";"117";"2";"10";"371";"59";"11";"22";"6";"2";"5";"3";"7";"2";"788";"10";"33";"19";"56";"7";"12";"3";"8";"7";"0";"5";"1";"5";"6";"2";"12";"14";"4";"2";"126";"7";"4";"8";"3";"2";"5";"2";"3";"233";"19";"5";"14";"3";"1";"4";"1";"0";"4";"1";"3";"2";"5";"3";"1";"4";"12";"6";"0";"739";"2";"7";"1";"1";"1";"1";"3";"1";"3";"144";"4";"5";"16";"8";"24";"0";"12";"122";"19";"1";"0";"69";"2";"2";"9"
"147004";"147004";"10";"1";"1";"4319";"774";"619";"506";"762";"172";"287";"737";"462";"412";"17";"197";"12";"91";"26";"11";"8";"423";"15";"9";"48";"111";"7";"6";"404";"52";"10";"13";"9";"4";"3";"0";"5";"6";"604";"4";"24";"14";"38";"0";"14";"4";"6";"2";"2";"7";"0";"5";"4";"4";"8";"11";"7";"4";"143";"12";"4";"3";"3";"2";"1";"1";"3";"197";"22";"8";"9";"7";"4";"4";"1";"0";"2";"4";"1";"0";"1";"2";"1";"7";"9";"6";"2";"704";"5";"9";"0";"1";"5";"3";"6";"1";"3";"214";"4";"2";"6";"7";"27";"0";"6";"100";"23";"0";"3";"61";"1";"0";"8"
"147005";"147005";"11";"1";"1";"3940";"709";"432";"502";"649";"100";"306";"800";"442";"380";"17";"163";"5";"71";"54";"10";"9";"292";"12";"7";"30";"83";"3";"5";"387";"48";"15";"21";"6";"4";"5";"4";"6";"6";"516";"10";"25";"10";"18";"9";"7";"6";"2";"3";"1";"9";"1";"4";"3";"0";"2";"8";"10";"5";"70";"9";"6";"2";"1";"5";"5";"1";"1";"197";"26";"4";"19";"9";"3";"3";"3";"0";"3";"11";"6";"2";"1";"2";"2";"6";"4";"1";"4";"769";"5";"9";"2";"3";"7";"3";"1";"0";"1";"184";"4";"3";"9";"4";"31";"0";"6";"86";"16";"6";"0";"86";"1";"2";"4"
"147006";"147006";"11";"1";"1";"3798";"648";"340";"543";"560";"106";"232";"912";"457";"378";"9";"160";"9";"43";"32";"10";"7";"226";"11";"8";"35";"50";"4";"6";"429";"47";"10";"27";"3";"10";"6";"0";"7";"4";"435";"7";"28";"8";"25";"7";"10";"3";"4";"0";"1";"5";"1";"5";"3";"1";"2";"7";"6";"2";"82";"7";"2";"3";"2";"4";"0";"2";"4";"154";"21";"5";"15";"5";"4";"5";"1";"1";"0";"2";"1";"1";"0";"1";"2";"5";"5";"3";"1";"869";"12";"5";"5";"1";"8";"1";"5";"1";"5";"213";"8";"4";"10";"8";"29";"1";"6";"85";"10";"1";"1";"72";"4";"1";"4"
"147007";"147007";"11";"1";"1";"4088";"746";"518";"536";"693";"136";"247";"756";"456";"380";"24";"205";"14";"71";"34";"12";"6";"354";"9";"21";"46";"81";"3";"4";"403";"62";"13";"29";"0";"6";"9";"1";"8";"5";"545";"6";"34";"15";"29";"9";"5";"3";"9";"3";"0";"1";"2";"6";"1";"0";"7";"9";"4";"5";"111";"8";"3";"1";"2";"6";"1";"1";"3";"185";"17";"4";"17";"4";"0";"1";"1";"0";"0";"3";"1";"1";"1";"1";"0";"2";"5";"2";"2";"722";"3";"6";"6";"1";"3";"2";"7";"1";"5";"177";"3";"4";"3";"3";"32";"2";"11";"120";"12";"6";"0";"70";"2";"1";"10"
"147008";"147008";"11";"1";"1";"3381";"607";"437";"395";"676";"105";"261";"575";"325";"324";"17";"136";"15";"72";"29";"7";"7";"285";"17";"11";"43";"69";"3";"9";"282";"48";"14";"26";"0";"5";"3";"1";"10";"6";"531";"12";"20";"9";"31";"6";"10";"3";"8";"1";"2";"5";"0";"5";"4";"1";"6";"14";"5";"3";"84";"7";"4";"2";"0";"5";"1";"2";"0";"190";"16";"5";"10";"2";"3";"2";"0";"1";"2";"0";"2";"3";"0";"2";"2";"4";"10";"6";"1";"551";"6";"7";"0";"0";"2";"0";"5";"1";"3";"131";"2";"3";"6";"1";"29";"1";"9";"64";"11";"3";"1";"60";"2";"0";"2"
"151001";"151001";"20";"2";"1";"1733";"464";"36";"100";"142";"18";"118";"724";"131";"249";"6";"44";"4";"14";"138";"5";"4";"18";"2";"0";"6";"5";"0";"5";"80";"10";"2";"2";"2";"1";"1";"0";"2";"0";"115";"3";"0";"1";"1";"2";"1";"6";"2";"2";"0";"2";"0";"2";"1";"0";"2";"0";"1";"1";"14";"0";"1";"1";"0";"0";"1";"1";"0";"89";"6";"5";"1";"1";"3";"1";"2";"0";"0";"0";"1";"0";"0";"0";"0";"3";"4";"1";"1";"699";"6";"10";"0";"3";"1";"1";"2";"1";"1";"70";"2";"4";"2";"3";"12";"0";"1";"15";"5";"0";"0";"13";"4";"0";"0"
"151002";"151002";"20";"2";"1";"2370";"553";"85";"116";"245";"31";"218";"935";"187";"315";"15";"39";"3";"19";"154";"5";"3";"73";"0";"3";"5";"3";"0";"1";"93";"10";"9";"2";"1";"0";"0";"1";"0";"0";"195";"4";"1";"2";"8";"5";"6";"4";"0";"0";"1";"5";"1";"2";"3";"0";"1";"5";"0";"2";"27";"0";"1";"0";"0";"1";"0";"2";"0";"159";"15";"1";"9";"3";"2";"3";"4";"1";"1";"3";"4";"0";"1";"2";"1";"2";"3";"2";"2";"882";"13";"8";"2";"3";"4";"0";"3";"1";"19";"106";"2";"1";"0";"0";"24";"0";"0";"31";"2";"1";"0";"18";"1";"1";"0"
"151003";"151003";"20";"2";"1";"1256";"281";"79";"119";"124";"37";"66";"394";"156";"125";"1";"47";"5";"5";"82";"10";"6";"63";"1";"1";"7";"5";"0";"2";"92";"4";"6";"3";"4";"4";"1";"0";"2";"3";"106";"2";"5";"2";"2";"0";"0";"3";"1";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"29";"2";"1";"0";"1";"3";"0";"1";"0";"49";"5";"0";"3";"0";"1";"3";"0";"1";"2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"371";"2";"5";"1";"0";"1";"2";"6";"1";"5";"76";"2";"0";"4";"2";"16";"0";"2";"24";"9";"3";"0";"16";"1";"0";"1"
"151004";"151004";"20";"2";"1";"1042";"249";"27";"46";"85";"11";"67";"489";"68";"128";"0";"19";"4";"14";"79";"4";"1";"22";"1";"1";"2";"1";"0";"0";"31";"7";"0";"2";"0";"2";"1";"1";"2";"0";"65";"3";"2";"0";"3";"0";"4";"1";"0";"0";"0";"2";"0";"0";"0";"1";"1";"2";"0";"1";"9";"0";"0";"0";"0";"1";"0";"0";"1";"42";"5";"1";"4";"2";"2";"2";"1";"1";"0";"0";"0";"1";"1";"0";"3";"0";"1";"1";"0";"462";"4";"7";"0";"0";"2";"4";"3";"2";"5";"33";"1";"0";"1";"1";"7";"0";"0";"10";"1";"0";"0";"12";"2";"0";"0"
"151005";"151005";"20";"2";"1";"1850";"425";"141";"190";"188";"45";"77";"543";"241";"223";"7";"53";"2";"17";"104";"16";"3";"111";"4";"4";"7";"11";"2";"2";"152";"28";"0";"7";"0";"0";"0";"0";"1";"2";"166";"1";"1";"3";"2";"0";"1";"1";"3";"0";"1";"3";"0";"1";"1";"0";"2";"0";"1";"1";"36";"1";"0";"1";"0";"4";"0";"2";"1";"53";"7";"0";"5";"2";"1";"0";"1";"0";"0";"1";"2";"2";"0";"1";"0";"1";"0";"0";"1";"524";"3";"5";"1";"1";"1";"0";"4";"1";"3";"118";"1";"0";"3";"1";"23";"0";"3";"50";"4";"1";"0";"29";"2";"4";"2"
"151006";"151006";"20";"2";"1";"1465";"378";"46";"44";"138";"20";"134";"652";"53";"211";"5";"34";"5";"16";"96";"11";"0";"37";"2";"0";"2";"4";"0";"1";"36";"4";"2";"1";"0";"0";"1";"0";"0";"0";"118";"2";"2";"1";"3";"0";"3";"2";"1";"0";"0";"0";"0";"0";"1";"0";"1";"2";"2";"0";"17";"0";"1";"0";"0";"1";"1";"0";"0";"104";"3";"2";"6";"4";"3";"2";"0";"0";"2";"1";"1";"0";"0";"1";"0";"0";"2";"2";"1";"631";"2";"3";"1";"1";"3";"2";"2";"3";"4";"31";"0";"2";"0";"0";"3";"0";"2";"9";"1";"0";"0";"5";"0";"0";"0"
"151007";"151007";"20";"2";"1";"724";"183";"48";"78";"75";"18";"34";"200";"88";"96";"4";"28";"3";"8";"39";"4";"1";"31";"3";"2";"1";"10";"0";"1";"49";"13";"13";"1";"0";"1";"0";"0";"1";"0";"64";"0";"3";"0";"2";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"2";"0";"1";"16";"0";"0";"0";"0";"1";"0";"0";"1";"29";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"189";"0";"1";"1";"1";"0";"1";"4";"1";"2";"42";"0";"0";"1";"1";"10";"0";"0";"19";"7";"0";"0";"8";"0";"0";"0"
"151008";"151008";"20";"2";"1";"1931";"421";"151";"200";"258";"29";"84";"522";"266";"217";"3";"37";"8";"24";"120";"8";"4";"120";"1";"4";"5";"18";"0";"3";"178";"12";"5";"2";"0";"0";"0";"0";"2";"1";"215";"0";"8";"2";"5";"2";"3";"1";"2";"0";"0";"4";"0";"6";"1";"0";"3";"2";"4";"0";"27";"0";"0";"0";"1";"1";"0";"0";"0";"62";"4";"3";"4";"2";"1";"0";"0";"0";"3";"0";"1";"1";"0";"0";"0";"1";"2";"0";"0";"481";"3";"7";"1";"3";"3";"4";"6";"4";"10";"120";"5";"2";"1";"3";"26";"0";"0";"65";"11";"0";"0";"33";"0";"0";"0"
"151009";"151009";"20";"2";"1";"1690";"373";"128";"148";"237";"45";"87";"425";"247";"192";"7";"59";"9";"24";"75";"5";"2";"99";"5";"2";"3";"11";"2";"6";"118";"10";"4";"3";"3";"0";"2";"0";"6";"2";"185";"5";"8";"4";"4";"1";"5";"1";"4";"0";"0";"2";"0";"5";"1";"1";"5";"4";"1";"1";"39";"0";"1";"2";"0";"0";"1";"0";"2";"56";"9";"0";"4";"5";"0";"2";"1";"0";"0";"1";"1";"0";"1";"0";"2";"2";"2";"1";"0";"408";"6";"5";"1";"0";"0";"0";"1";"3";"1";"124";"4";"0";"5";"1";"27";"0";"0";"48";"6";"1";"0";"26";"2";"1";"2"
"151010";"151010";"20";"2";"1";"1044";"196";"84";"89";"174";"36";"73";"268";"124";"102";"5";"34";"8";"8";"34";"5";"0";"64";"1";"5";"8";"3";"1";"2";"76";"9";"1";"0";"1";"1";"1";"0";"0";"0";"151";"0";"3";"1";"5";"2";"0";"1";"2";"0";"1";"3";"0";"2";"0";"0";"0";"1";"1";"1";"30";"0";"1";"0";"0";"3";"1";"1";"0";"56";"1";"1";"4";"1";"0";"1";"0";"0";"1";"1";"1";"0";"0";"0";"0";"3";"1";"2";"0";"253";"1";"5";"1";"1";"0";"1";"2";"2";"2";"59";"3";"0";"0";"0";"19";"0";"1";"26";"4";"0";"0";"10";"2";"0";"0"
