"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV1984 - Stemmeberettigede";"EV1984 - Afgivne stemmer";"EV1984 - Blanke stemmer";"EV1984 - Andre ugyldige stemmer";"EV1984 - Gyldige stemmer";"EV1984 - A. Socialdemokratiet";"EV1984 - B. Det Radikale Venstre";"EV1984 - C. Det Konservative Folkeparti";"EV1984 - F. Socialistisk Folkeparti";"EV1984 - M. Centrum-Demokraterne";"EV1984 - N. Folkebevægelsen mod EF";"EV1984 - Q. Kristeligt Folkeparti";"EV1984 - V. Venstre, Danmarks Liberale Parti";"EV1984 - Y. Venstresocialisterne";"EV1984 - Z. Fremskridtspartiet"
"209002";"209002";"32";"5";"2";"2707";"1402";"12";"1";"1389";"226";"33";"378";"149";"114";"317";"21";"112";"8";"31"
"209003";"209003";"32";"5";"2";"3463";"1839";"11";"6";"1822";"382";"56";"429";"163";"154";"381";"26";"162";"4";"65"
"209004";"209004";"32";"5";"2";"721";"405";"2";"0";"403";"55";"12";"98";"40";"32";"90";"2";"58";"1";"15"
"209005";"209005";"32";"5";"2";"1003";"490";"4";"0";"486";"43";"17";"112";"46";"37";"115";"7";"87";"7";"15"
"211001";"211001";"32";"5";"2";"2686";"1390";"11";"3";"1376";"408";"24";"283";"120";"108";"277";"27";"87";"5";"37"
"211002";"211002";"32";"5";"2";"3816";"1808";"18";"3";"1787";"495";"36";"304";"190";"110";"400";"36";"153";"14";"49"
"211003";"211003";"32";"5";"2";"2551";"1170";"10";"5";"1155";"320";"21";"201";"146";"76";"237";"16";"81";"5";"52"
"211004";"211004";"32";"5";"2";"1987";"1026";"5";"2";"1019";"171";"18";"227";"86";"77";"265";"17";"91";"7";"60"
"211005";"211005";"32";"5";"2";"1393";"681";"9";"3";"669";"129";"22";"117";"71";"47";"143";"9";"98";"5";"28"
"213001";"213001";"30";"5";"2";"2321";"1182";"10";"2";"1170";"165";"28";"295";"95";"77";"253";"24";"152";"7";"74"
"213002";"213002";"30";"5";"2";"1930";"986";"15";"3";"968";"139";"20";"208";"88";"57";"259";"28";"130";"12";"27"
"213004";"213004";"30";"5";"2";"2960";"1581";"20";"6";"1555";"268";"48";"304";"128";"71";"283";"122";"261";"13";"57"
"213006";"213006";"30";"5";"2";"3470";"1732";"15";"5";"1712";"263";"42";"384";"182";"124";"377";"62";"201";"11";"66"
"213007";"213007";"30";"5";"2";"952";"514";"6";"0";"508";"48";"14";"120";"44";"34";"111";"8";"112";"2";"15"
"215001";"215001";"32";"5";"2";"4774";"2424";"12";"5";"2407";"380";"83";"500";"136";"196";"420";"54";"545";"16";"77"
"215002";"215002";"32";"5";"2";"730";"407";"1";"0";"406";"73";"12";"72";"29";"37";"76";"8";"79";"2";"18"
"215003";"215003";"32";"5";"2";"390";"217";"0";"1";"216";"28";"4";"37";"6";"14";"40";"10";"65";"3";"9"
"215004";"215004";"32";"5";"2";"1841";"1060";"17";"1";"1042";"101";"30";"207";"82";"125";"222";"18";"212";"12";"33"
"215005";"215005";"32";"5";"2";"1646";"920";"5";"0";"915";"128";"28";"238";"64";"84";"171";"11";"154";"7";"30"
"215006";"215006";"32";"5";"2";"1703";"866";"3";"3";"860";"100";"31";"160";"74";"61";"202";"27";"159";"4";"42"
"215007";"215007";"32";"5";"2";"1177";"719";"5";"2";"712";"100";"20";"131";"55";"41";"208";"12";"99";"11";"35"
"217001";"217001";"29";"5";"2";"7243";"3716";"42";"11";"3663";"658";"74";"695";"428";"201";"1242";"50";"148";"52";"115"
"217002";"217002";"29";"5";"2";"9806";"5266";"46";"15";"5205";"1391";"127";"649";"683";"202";"1704";"71";"184";"64";"130"
"217003";"217003";"29";"5";"2";"5161";"2638";"17";"9";"2612";"530";"56";"502";"324";"142";"779";"37";"121";"28";"93"
"217004";"217004";"29";"5";"2";"3366";"1777";"20";"1";"1756";"299";"49";"440";"169";"107";"478";"38";"111";"17";"48"
"217005";"217005";"29";"5";"2";"3230";"1677";"20";"1";"1656";"269";"56";"433";"165";"113";"373";"22";"135";"18";"72"
"217006";"217006";"29";"5";"2";"958";"558";"3";"4";"551";"93";"20";"99";"41";"44";"151";"11";"63";"4";"25"
"217007";"217007";"29";"5";"2";"989";"566";"6";"1";"559";"80";"19";"140";"37";"48";"97";"7";"102";"7";"22"
"217008";"217008";"29";"5";"2";"625";"301";"4";"0";"297";"53";"8";"65";"28";"18";"75";"9";"25";"2";"14"
"217009";"217009";"29";"5";"2";"2983";"1652";"15";"3";"1634";"209";"62";"542";"138";"112";"383";"27";"107";"9";"45"
"217010";"217010";"29";"5";"2";"3164";"1847";"7";"6";"1834";"218";"63";"640";"162";"93";"459";"30";"93";"20";"56"
"217011";"217011";"29";"5";"2";"4476";"2537";"24";"2";"2511";"318";"101";"802";"247";"156";"634";"29";"150";"27";"47"
"219001";"219001";"31";"5";"2";"4083";"2148";"23";"2";"2123";"358";"54";"485";"234";"143";"532";"45";"207";"24";"41"
"219002";"219002";"31";"5";"2";"4741";"2669";"14";"8";"2647";"444";"74";"677";"224";"219";"555";"73";"288";"27";"66"
"219003";"219003";"31";"5";"2";"2138";"1264";"10";"2";"1252";"173";"40";"309";"103";"92";"291";"67";"137";"17";"23"
"219004";"219004";"31";"5";"2";"513";"319";"2";"0";"317";"38";"10";"73";"33";"31";"62";"6";"56";"3";"5"
"219005";"219005";"31";"5";"2";"1179";"661";"6";"0";"655";"78";"24";"145";"57";"41";"210";"12";"58";"19";"11"
"219006";"219006";"31";"5";"2";"1548";"829";"9";"2";"818";"109";"32";"187";"57";"56";"186";"32";"131";"8";"20"
"219007";"219007";"31";"5";"2";"421";"265";"2";"0";"263";"28";"18";"47";"14";"24";"44";"2";"74";"2";"10"
"219008";"219008";"31";"5";"2";"1588";"968";"6";"2";"960";"103";"45";"267";"63";"105";"179";"53";"111";"7";"27"
"219009";"219009";"31";"5";"2";"1091";"686";"4";"2";"680";"81";"25";"237";"37";"52";"155";"14";"59";"6";"14"
"219010";"219010";"31";"5";"2";"768";"513";"3";"4";"506";"62";"28";"156";"37";"28";"109";"7";"52";"7";"20"
"219011";"219011";"31";"5";"2";"2703";"1554";"12";"2";"1540";"251";"54";"399";"140";"105";"361";"55";"137";"10";"28"
"219012";"219012";"31";"5";"2";"3794";"1853";"16";"5";"1832";"335";"57";"370";"205";"149";"426";"64";"164";"18";"44"
"221001";"221001";"32";"5";"2";"6059";"2788";"32";"6";"2750";"617";"49";"528";"301";"162";"629";"64";"263";"20";"117"
"223001";"223001";"30";"5";"2";"3996";"2448";"18";"5";"2425";"276";"76";"1140";"116";"199";"351";"29";"140";"9";"89"
"223002";"223002";"30";"5";"2";"4924";"2873";"32";"6";"2835";"430";"106";"1121";"174";"187";"530";"18";"194";"20";"55"
"223003";"223003";"30";"5";"2";"3216";"2173";"4";"3";"2166";"92";"62";"1186";"62";"183";"292";"20";"189";"11";"69"
"223004";"223004";"30";"5";"2";"419";"261";"1";"0";"260";"15";"4";"126";"7";"15";"48";"3";"31";"3";"8"
"223105";"223105";"30";"5";"2";"2586";"1693";"10";"1";"1682";"66";"56";"950";"45";"177";"158";"20";"144";"12";"54"
"223106";"223106";"30";"5";"2";"1066";"434";"7";"3";"424";"78";"9";"146";"25";"26";"101";"4";"13";"5";"17"
"225001";"225001";"32";"5";"2";"1000";"584";"9";"0";"575";"116";"13";"78";"46";"41";"151";"9";"94";"7";"20"
"225002";"225002";"32";"5";"2";"2649";"1522";"14";"0";"1508";"382";"37";"298";"160";"66";"349";"22";"143";"19";"32"
"225003";"225003";"32";"5";"2";"588";"336";"3";"1";"332";"77";"8";"51";"31";"17";"89";"1";"32";"4";"22"
"225104";"225104";"32";"5";"2";"318";"201";"2";"3";"196";"49";"5";"24";"28";"11";"49";"3";"20";"1";"6"
"225105";"225105";"32";"5";"2";"934";"491";"1";"1";"489";"83";"14";"68";"40";"41";"130";"3";"77";"26";"7"
"227003";"227003";"30";"5";"2";"828";"536";"6";"1";"529";"61";"15";"155";"23";"40";"106";"6";"84";"6";"33"
"227004";"227004";"30";"5";"2";"2429";"1200";"10";"0";"1190";"181";"47";"329";"100";"65";"333";"13";"70";"18";"34"
"227005";"227005";"30";"5";"2";"3296";"1708";"11";"3";"1694";"198";"72";"495";"180";"104";"414";"38";"112";"29";"52"
"227006";"227006";"30";"5";"2";"3432";"1723";"13";"6";"1704";"239";"67";"590";"175";"105";"333";"16";"114";"19";"46"
"227007";"227007";"30";"5";"2";"2065";"1098";"5";"3";"1090";"131";"35";"258";"114";"61";"344";"6";"55";"41";"45"
"229001";"229001";"32";"5";"2";"1915";"969";"11";"2";"956";"177";"30";"234";"62";"64";"158";"14";"175";"6";"36"
"229002";"229002";"32";"5";"2";"832";"447";"1";"1";"445";"64";"21";"80";"28";"15";"76";"5";"137";"5";"14"
"229003";"229003";"32";"5";"2";"1262";"718";"3";"0";"715";"101";"28";"108";"59";"46";"175";"8";"155";"11";"24"
"231001";"231001";"32";"5";"2";"1266";"662";"8";"0";"654";"99";"21";"164";"45";"30";"138";"10";"112";"9";"26"
"231002";"231002";"32";"5";"2";"1230";"712";"3";"2";"707";"153";"14";"168";"42";"55";"106";"13";"133";"4";"19"
"231003";"231003";"32";"5";"2";"750";"477";"6";"0";"471";"92";"12";"101";"36";"34";"99";"4";"70";"7";"16"
"231004";"231004";"32";"5";"2";"331";"217";"4";"1";"212";"23";"3";"67";"4";"11";"18";"1";"78";"0";"7"
"233001";"233001";"31";"5";"2";"2118";"1074";"10";"3";"1061";"172";"23";"238";"95";"76";"254";"10";"155";"6";"32"
"233002";"233002";"31";"5";"2";"2460";"1299";"16";"4";"1279";"193";"57";"340";"78";"95";"242";"26";"191";"9";"48"
"233003";"233003";"31";"5";"2";"707";"387";"6";"0";"381";"29";"11";"84";"30";"48";"75";"7";"78";"2";"17"
"235001";"235001";"31";"5";"2";"2315";"1425";"13";"2";"1410";"194";"50";"359";"116";"119";"321";"18";"163";"23";"47"
"235002";"235002";"31";"5";"2";"915";"541";"2";"1";"538";"65";"21";"129";"55";"40";"148";"2";"41";"11";"26"
"235003";"235003";"31";"5";"2";"4254";"2277";"16";"3";"2258";"370";"65";"638";"210";"180";"485";"25";"204";"10";"71"
"235004";"235004";"31";"5";"2";"437";"258";"1";"0";"257";"50";"4";"34";"22";"25";"51";"2";"51";"5";"13"
"235005";"235005";"31";"5";"2";"736";"443";"5";"1";"437";"62";"12";"88";"56";"16";"121";"3";"50";"15";"14"
"237001";"237001";"31";"5";"2";"5151";"2739";"27";"0";"2712";"425";"69";"746";"260";"216";"629";"14";"231";"24";"98"
"237002";"237002";"31";"5";"2";"3350";"1574";"14";"3";"1557";"275";"38";"317";"198";"112";"434";"20";"95";"7";"61"
"251001";"251001";"35";"6";"2";"1789";"985";"8";"3";"974";"160";"51";"187";"60";"79";"170";"19";"214";"4";"30"
"251002";"251002";"35";"6";"2";"1525";"777";"7";"2";"768";"153";"46";"129";"48";"59";"164";"9";"124";"5";"31"
"251003";"251003";"35";"6";"2";"967";"603";"6";"0";"597";"58";"25";"124";"38";"36";"154";"8";"114";"9";"31"
"251004";"251004";"35";"6";"2";"993";"543";"10";"2";"531";"96";"13";"108";"45";"39";"124";"5";"81";"5";"15"
"253001";"253001";"34";"6";"2";"1013";"536";"2";"0";"534";"88";"22";"87";"54";"33";"132";"7";"68";"14";"29"
"253002";"253002";"34";"6";"2";"2755";"1428";"7";"2";"1419";"167";"59";"440";"123";"148";"285";"21";"116";"3";"57"
"253003";"253003";"34";"6";"2";"3197";"1400";"7";"1";"1392";"223";"44";"302";"219";"97";"374";"9";"71";"10";"43"
"253004";"253004";"34";"6";"2";"3835";"1908";"16";"1";"1891";"320";"67";"498";"175";"176";"440";"22";"123";"9";"61"
"253005";"253005";"34";"6";"2";"3485";"1805";"18";"0";"1787";"248";"56";"512";"159";"136";"443";"32";"114";"10";"77"
"253006";"253006";"34";"6";"2";"1856";"928";"7";"0";"921";"126";"47";"248";"76";"57";"218";"20";"98";"4";"27"
"253007";"253007";"34";"6";"2";"3487";"1711";"20";"1";"1690";"297";"58";"356";"174";"151";"375";"34";"166";"8";"71"
"253008";"253008";"34";"6";"2";"2242";"1153";"15";"1";"1137";"169";"40";"294";"130";"89";"267";"4";"90";"1";"53"
"253009";"253009";"34";"6";"2";"3061";"1301";"4";"2";"1295";"250";"19";"263";"192";"75";"354";"16";"41";"10";"75"
"253010";"253010";"34";"6";"2";"1965";"877";"5";"1";"871";"160";"9";"138";"154";"40";"269";"13";"34";"14";"40"
"253011";"253011";"34";"6";"2";"2342";"1268";"6";"1";"1261";"137";"38";"415";"72";"135";"274";"15";"100";"12";"63"
"255001";"255001";"33";"6";"2";"1502";"929";"6";"1";"922";"151";"33";"164";"86";"64";"205";"8";"161";"25";"25"
"255002";"255002";"33";"6";"2";"381";"215";"1";"1";"213";"18";"8";"73";"13";"6";"40";"3";"34";"3";"15"
"255003";"255003";"33";"6";"2";"4166";"2395";"19";"6";"2370";"329";"93";"709";"239";"199";"463";"22";"163";"22";"131"
"255004";"255004";"33";"6";"2";"1653";"1002";"10";"2";"990";"171";"34";"241";"117";"74";"221";"6";"89";"7";"30"
"257001";"257001";"35";"6";"2";"2552";"1520";"21";"0";"1499";"310";"53";"263";"158";"86";"367";"26";"167";"40";"29"
"257002";"257002";"35";"6";"2";"344";"212";"4";"0";"208";"49";"9";"27";"16";"13";"58";"12";"14";"8";"2"
"257003";"257003";"35";"6";"2";"1846";"957";"9";"0";"948";"204";"29";"183";"88";"54";"225";"12";"100";"13";"40"
"259001";"259001";"34";"6";"2";"7145";"3885";"57";"14";"3814";"956";"131";"910";"359";"246";"789";"50";"193";"35";"145"
"259002";"259002";"34";"6";"2";"4220";"2131";"25";"9";"2097";"579";"55";"420";"243";"100";"487";"34";"99";"13";"67"
"259003";"259003";"34";"6";"2";"545";"338";"8";"0";"330";"58";"16";"72";"27";"19";"66";"4";"48";"7";"13"
"259004";"259004";"34";"6";"2";"1300";"718";"8";"0";"710";"148";"31";"164";"56";"42";"115";"14";"117";"3";"20"
"259005";"259005";"34";"6";"2";"2355";"1029";"12";"2";"1015";"248";"25";"157";"128";"49";"285";"12";"53";"6";"52"
"259006";"259006";"34";"6";"2";"2785";"1452";"14";"1";"1437";"322";"47";"270";"175";"114";"340";"16";"92";"7";"54"
"259007";"259007";"34";"6";"2";"3757";"1798";"32";"2";"1764";"377";"50";"333";"187";"85";"450";"23";"168";"25";"66"
"259008";"259008";"34";"6";"2";"956";"542";"6";"0";"536";"90";"20";"123";"57";"41";"102";"7";"68";"2";"26"
"259009";"259009";"34";"6";"2";"2734";"1380";"16";"6";"1358";"338";"47";"264";"149";"75";"336";"12";"78";"9";"50"
"261001";"261001";"35";"6";"2";"1492";"820";"6";"3";"811";"133";"63";"183";"68";"49";"162";"14";"109";"10";"20"
"261002";"261002";"35";"6";"2";"365";"232";"2";"1";"229";"39";"8";"42";"7";"17";"33";"6";"70";"2";"5"
"261003";"261003";"35";"6";"2";"1300";"853";"16";"0";"837";"92";"61";"152";"83";"38";"213";"9";"139";"25";"25"
"261004";"261004";"35";"6";"2";"1844";"1051";"18";"1";"1032";"179";"83";"203";"68";"56";"192";"40";"164";"9";"38"
"261005";"261005";"35";"6";"2";"882";"513";"4";"2";"507";"81";"27";"75";"38";"37";"111";"10";"101";"9";"18"
"263001";"263001";"35";"6";"2";"1383";"753";"5";"1";"747";"130";"33";"177";"62";"48";"139";"19";"109";"8";"22"
"263002";"263002";"35";"6";"2";"2263";"1330";"14";"3";"1313";"303";"76";"247";"112";"56";"296";"40";"133";"20";"30"
"263003";"263003";"35";"6";"2";"912";"515";"5";"0";"510";"72";"24";"128";"31";"31";"90";"11";"87";"10";"26"
"263004";"263004";"35";"6";"2";"289";"179";"1";"2";"176";"26";"11";"25";"15";"11";"24";"5";"56";"1";"2"
"263005";"263005";"35";"6";"2";"1184";"658";"5";"1";"652";"107";"27";"95";"53";"48";"151";"18";"121";"8";"24"
"265001";"265001";"33";"6";"2";"4268";"2384";"25";"1";"2358";"369";"91";"525";"230";"131";"632";"51";"139";"135";"55"
"265002";"265002";"33";"6";"2";"4905";"2967";"30";"6";"2931";"369";"143";"949";"219";"214";"608";"58";"248";"59";"64"
"265003";"265003";"33";"6";"2";"4970";"2632";"22";"10";"2600";"563";"132";"439";"312";"131";"721";"66";"137";"57";"42"
"265004";"265004";"33";"6";"2";"3884";"1969";"35";"7";"1927";"410";"64";"328";"260";"110";"531";"53";"88";"45";"38"
"265005";"265005";"33";"6";"2";"5463";"2743";"31";"5";"2707";"642";"108";"477";"307";"135";"747";"57";"113";"43";"78"
"265006";"265006";"33";"6";"2";"4571";"2729";"20";"4";"2705";"312";"144";"870";"199";"169";"626";"29";"228";"50";"78"
"265007";"265007";"33";"6";"2";"2711";"1517";"20";"4";"1493";"261";"94";"402";"119";"129";"285";"26";"127";"16";"34"
"265008";"265008";"33";"6";"2";"1530";"814";"6";"0";"808";"128";"33";"198";"75";"63";"195";"18";"62";"10";"26"
"265009";"265009";"33";"6";"2";"910";"512";"6";"2";"504";"70";"22";"134";"55";"41";"91";"13";"56";"2";"20"
"265110";"265110";"33";"6";"2";"4240";"1906";"24";"17";"1865";"634";"51";"187";"252";"46";"549";"27";"42";"31";"46"
"267001";"267001";"35";"6";"2";"2288";"1295";"17";"1";"1277";"253";"48";"303";"111";"78";"259";"35";"136";"16";"38"
"267002";"267002";"35";"6";"2";"2315";"1195";"10";"1";"1184";"203";"42";"226";"131";"103";"239";"18";"166";"2";"54"
"267003";"267003";"35";"6";"2";"986";"572";"12";"0";"560";"80";"21";"130";"46";"38";"98";"14";"105";"12";"16"
"267004";"267004";"35";"6";"2";"2793";"1381";"17";"0";"1364";"222";"42";"348";"126";"104";"282";"27";"146";"10";"57"
"267105";"267105";"35";"6";"2";"246";"147";"0";"0";"147";"34";"8";"34";"4";"5";"19";"1";"34";"1";"7"
"269002";"269002";"34";"6";"2";"372";"235";"2";"0";"233";"43";"12";"27";"27";"14";"53";"0";"48";"1";"8"
"269003";"269003";"34";"6";"2";"414";"251";"3";"0";"248";"47";"11";"51";"10";"14";"60";"2";"40";"3";"10"
"269004";"269004";"34";"6";"2";"3776";"1800";"14";"1";"1785";"245";"65";"478";"203";"150";"432";"16";"106";"16";"74"
"269005";"269005";"34";"6";"2";"4793";"2280";"22";"4";"2254";"375";"67";"610";"233";"134";"554";"20";"126";"19";"116"
"269101";"269101";"34";"6";"2";"185";"122";"0";"0";"122";"32";"7";"28";"11";"3";"19";"1";"18";"0";"3"
"269102";"269102";"34";"6";"2";"2273";"1131";"13";"2";"1116";"177";"45";"282";"129";"90";"229";"20";"86";"15";"43"
"269107";"269107";"34";"6";"2";"189";"112";"2";"1";"109";"19";"0";"16";"9";"5";"17";"1";"36";"1";"5"
"269108";"269108";"34";"6";"2";"165";"111";"0";"1";"110";"10";"6";"20";"9";"9";"19";"0";"29";"2";"6"
"271001";"271001";"34";"6";"2";"997";"621";"3";"0";"618";"112";"12";"163";"37";"33";"105";"4";"111";"4";"37"
"271002";"271002";"34";"6";"2";"1748";"1066";"10";"1";"1055";"148";"28";"346";"70";"96";"175";"5";"117";"4";"66"
"271003";"271003";"34";"6";"2";"1634";"937";"18";"4";"915";"195";"26";"174";"68";"56";"177";"19";"145";"5";"50"
"271004";"271004";"34";"6";"2";"233";"141";"2";"0";"139";"41";"5";"15";"11";"5";"19";"0";"34";"0";"9"
"271005";"271005";"34";"6";"2";"665";"387";"2";"1";"384";"65";"17";"67";"35";"21";"70";"4";"85";"2";"18"
"271006";"271006";"34";"6";"2";"873";"503";"2";"0";"501";"100";"21";"123";"36";"35";"85";"2";"74";"6";"19"
"271007";"271007";"34";"6";"2";"144";"94";"1";"0";"93";"10";"5";"12";"8";"6";"13";"2";"33";"0";"4"
"301001";"301001";"37";"7";"2";"502";"319";"0";"0";"319";"60";"12";"40";"15";"20";"45";"9";"101";"1";"16"
"301002";"301002";"37";"7";"2";"843";"431";"6";"2";"423";"88";"12";"60";"42";"27";"88";"12";"68";"3";"23"
"301003";"301003";"37";"7";"2";"378";"242";"1";"0";"241";"28";"14";"29";"3";"44";"25";"47";"44";"1";"6"
"301004";"301004";"37";"7";"2";"658";"352";"7";"0";"345";"106";"13";"49";"36";"18";"50";"1";"55";"1";"16"
"301005";"301005";"37";"7";"2";"1317";"657";"6";"1";"650";"217";"36";"86";"63";"37";"106";"11";"68";"8";"18"
"301006";"301006";"37";"7";"2";"823";"421";"1";"0";"420";"79";"17";"47";"43";"27";"82";"16";"76";"14";"19"
"301107";"301107";"37";"7";"2";"811";"400";"3";"1";"396";"84";"13";"68";"28";"29";"78";"9";"68";"3";"16"
"303002";"303002";"39";"7";"2";"1306";"654";"16";"4";"634";"142";"21";"98";"52";"55";"111";"21";"85";"12";"37"
"303003";"303003";"39";"7";"2";"585";"310";"1";"1";"308";"45";"9";"56";"28";"24";"59";"16";"53";"2";"16"
"303101";"303101";"39";"7";"2";"339";"196";"1";"3";"192";"25";"8";"29";"14";"17";"36";"18";"42";"1";"2"
"303105";"303105";"39";"7";"2";"2687";"1370";"8";"5";"1357";"199";"37";"294";"99";"101";"237";"156";"201";"6";"27"
"303108";"303108";"39";"7";"2";"374";"190";"2";"0";"188";"31";"4";"32";"13";"9";"38";"7";"47";"1";"6"
"305001";"305001";"37";"7";"2";"2430";"1152";"15";"9";"1128";"190";"88";"204";"77";"91";"209";"29";"178";"8";"54"
"305002";"305002";"37";"7";"2";"2599";"1197";"13";"3";"1181";"225";"57";"225";"79";"64";"259";"44";"171";"12";"45"
"305003";"305003";"37";"7";"2";"1605";"737";"3";"6";"728";"125";"33";"127";"53";"53";"130";"15";"153";"11";"28"
"305004";"305004";"37";"7";"2";"2273";"1198";"19";"3";"1176";"214";"87";"193";"90";"90";"192";"30";"229";"9";"42"
"307001";"307001";"40";"7";"2";"2729";"1509";"14";"0";"1495";"213";"57";"277";"46";"107";"290";"43";"414";"5";"43"
"307103";"307103";"40";"7";"2";"1482";"832";"10";"0";"822";"139";"15";"132";"26";"65";"161";"16";"229";"6";"33"
"307105";"307105";"40";"7";"2";"441";"277";"0";"0";"277";"42";"7";"51";"12";"17";"60";"9";"68";"3";"8"
"309001";"309001";"38";"7";"2";"2139";"1084";"14";"2";"1068";"265";"19";"197";"74";"63";"146";"20";"259";"1";"24"
"309002";"309002";"38";"7";"2";"1159";"647";"9";"0";"638";"104";"10";"96";"52";"39";"79";"17";"214";"5";"22"
"309003";"309003";"38";"7";"2";"377";"172";"3";"0";"169";"27";"3";"33";"8";"12";"31";"3";"43";"4";"5"
"309004";"309004";"38";"7";"2";"697";"375";"4";"1";"370";"65";"13";"49";"24";"25";"59";"6";"95";"2";"32"
"311004";"311004";"40";"7";"2";"1296";"667";"6";"2";"659";"124";"26";"121";"35";"38";"135";"11";"131";"7";"31"
"311101";"311101";"40";"7";"2";"668";"347";"0";"0";"347";"63";"17";"71";"22";"23";"58";"4";"76";"2";"11"
"311102";"311102";"40";"7";"2";"335";"184";"0";"0";"184";"31";"5";"23";"9";"15";"28";"0";"65";"1";"7"
"311104";"311104";"40";"7";"2";"303";"168";"0";"0";"168";"22";"1";"30";"9";"14";"31";"0";"52";"0";"9"
"311105";"311105";"40";"7";"2";"954";"490";"9";"1";"480";"56";"16";"112";"29";"32";"90";"4";"109";"8";"24"
"311107";"311107";"40";"7";"2";"197";"117";"1";"0";"116";"18";"3";"16";"2";"1";"17";"1";"53";"1";"4"
"311111";"311111";"40";"7";"2";"638";"340";"2";"1";"337";"45";"19";"57";"27";"20";"52";"5";"104";"1";"7"
"311113";"311113";"40";"7";"2";"228";"128";"1";"0";"127";"18";"4";"24";"5";"10";"18";"3";"42";"0";"3"
"313001";"313001";"39";"7";"2";"7704";"4302";"52";"13";"4237";"817";"173";"938";"333";"333";"915";"203";"403";"24";"98"
"313003";"313003";"39";"7";"2";"1090";"638";"9";"3";"626";"118";"40";"121";"46";"40";"120";"1";"114";"8";"18"
"313004";"313004";"39";"7";"2";"480";"289";"6";"2";"281";"52";"18";"32";"15";"25";"39";"2";"85";"0";"13"
"313005";"313005";"39";"7";"2";"722";"426";"8";"2";"416";"73";"23";"67";"23";"33";"66";"7";"108";"2";"14"
"315001";"315001";"36";"7";"2";"3461";"1681";"18";"4";"1659";"378";"90";"307";"174";"103";"404";"40";"66";"35";"62"
"315002";"315002";"36";"7";"2";"5694";"2831";"25";"5";"2801";"507";"136";"651";"293";"197";"675";"66";"173";"24";"79"
"315003";"315003";"36";"7";"2";"5433";"2619";"21";"8";"2590";"516";"137";"502";"303";"177";"666";"46";"139";"37";"67"
"315004";"315004";"36";"7";"2";"1999";"1062";"13";"3";"1046";"173";"83";"249";"74";"99";"178";"22";"123";"13";"32"
"315005";"315005";"36";"7";"2";"521";"299";"1";"1";"297";"50";"18";"44";"18";"25";"58";"5";"66";"5";"8"
"315006";"315006";"36";"7";"2";"3055";"1571";"16";"1";"1554";"247";"111";"298";"158";"89";"399";"26";"171";"16";"39"
"315007";"315007";"36";"7";"2";"744";"377";"2";"2";"373";"66";"46";"51";"20";"28";"62";"6";"78";"4";"12"
