"Id";"ValgId";"AdrKom";"ValgstedKode";"Kreds Nr";"Valgsted Id";"RefValgId";"RefValgstedKode";"RefValgstedId";"RefAdrKom";"RefKredsNr";"Personer";"TotalPersoner";"Divergens";"Multi";"Fejl";"DivergensGruppe";"DivergensGruppePersoner";"OrgGruppe";"GeoId"
"1";"6";"561";"12";"67";"6074";"6";"12";"6074";"561";"67";"1275";"1275";"0";"1";"0";"561012";"1275";"561012";"561012"
"2";"6";"509";"9";"59";"5910";"6";"9";"5910";"509";"59";"1";"1";"0";"1";"0";"509009";"1";"509009";"509009"
"3";"6";"307";"3";"40";"6991";"6";"3";"6991";"307";"40";"1478";"1478";"0";"1";"0";"307003";"1478";"307003";"307003"
"4";"6";"803";"5";"98";"6596";"6";"5";"6596";"803";"98";"1184";"1184";"0";"1";"0";"803005";"1184";"803005";"803005"
"5";"6";"789";"2";"93";"6503";"6";"2";"6503";"789";"93";"250";"250";"0";"1";"0";"789002";"250";"789002";"789002"
"6";"6";"575";"7";"69";"6129";"6";"7";"6129";"575";"69";"231";"231";"0";"1";"0";"575007";"231";"575007";"575007"
"7";"6";"727";"7";"88";"6391";"6";"7";"6391";"727";"88";"945";"945";"0";"1";"0";"727007";"945";"727007";"727007"
"8";"6";"331";"10";"40";"6923";"6";"10";"6923";"331";"40";"1189";"1189";"0";"1";"0";"331010";"1189";"331010";"331010"
"9";"6";"815";"1";"102";"6628";"6";"1";"6628";"815";"102";"4147";"4147";"0";"1";"0";"815001";"4147";"815001";"815001"
"10";"6";"101";"10";"2";"7142";"6";"10";"7142";"101";"2";"5839";"5839";"0";"1";"0";"101010";"5839";"101010";"101010"
"11";"6";"225";"2";"32";"5502";"6";"2";"5502";"225";"32";"3069";"3069";"0";"1";"0";"225002";"3069";"225002";"225002"
"12";"6";"351";"2";"42";"5649";"6";"2";"5649";"351";"42";"3572";"3572";"0";"1";"0";"351002";"3572";"351002";"351002"
"13";"6";"345";"3";"36";"5570";"6";"3";"5570";"345";"36";"874";"874";"0";"1";"0";"345003";"874";"345003";"345003"
"14";"6";"171";"1";"22";"5380";"6";"1";"5380";"171";"22";"803";"803";"0";"1";"0";"171001";"803";"171001";"171001"
"15";"6";"421";"1";"54";"5774";"6";"1";"5774";"421";"54";"5102";"5102";"0";"1";"0";"421001";"5102";"421001";"421001"
"16";"6";"317";"4";"38";"5597";"6";"4";"5597";"317";"38";"556";"556";"0";"1";"0";"317004";"556";"317004";"317004"
"17";"6";"561";"23";"67";"6943";"6";"23";"6943";"561";"67";"3259";"3259";"0";"1";"0";"561023";"3259";"561023";"561023"
"18";"6";"773";"9";"91";"6464";"6";"9";"6464";"773";"91";"701";"701";"0";"1";"0";"773009";"701";"773009";"773009"
"19";"6";"433";"2";"54";"5791";"6";"2";"5791";"433";"54";"1892";"1892";"0";"1";"0";"433002";"1892";"433002";"433002"
"20";"6";"605";"3";"73";"6162";"6";"3";"6162";"605";"73";"604";"604";"0";"1";"0";"605003";"604";"605003";"605003"
"21";"6";"807";"5";"96";"6558";"6";"5";"6558";"807";"96";"2482";"2482";"0";"1";"0";"807005";"2482";"807005";"807005"
"22";"6";"805";"74";"96";"6551";"6";"74";"6551";"805";"96";"202";"202";"0";"1";"0";"805074";"202";"805074";"805074"
"23";"6";"603";"2";"70";"6132";"6";"2";"6132";"603";"70";"3087";"3087";"0";"1";"0";"603002";"3087";"603002";"603002"
"24";"6";"437";"2";"58";"5897";"6";"2";"5897";"437";"58";"2369";"2369";"0";"1";"0";"437002";"2369";"437002";"437002"
"25";"6";"679";"2";"76";"7245";"6";"2";"7245";"679";"76";"1467";"1467";"0";"1";"0";"679002";"1467";"679002";"679002"
"26";"6";"631";"10";"72";"6776";"6";"10";"6776";"631";"72";"824";"824";"0";"1";"0";"631010";"824";"631010";"631010"
"27";"6";"667";"7";"76";"6211";"6";"7";"6211";"667";"76";"567";"567";"0";"1";"0";"667007";"567";"667007";"667007"
