"Id";"ValgId";"AdrKom";"ValgstedKode";"Kreds Nr";"Valgsted Id";"RefValgId";"RefValgstedKode";"RefValgstedId";"RefAdrKom";"RefKredsNr";"Personer";"TotalPersoner";"Divergens";"Multi";"Fejl";"DivergensGruppe";"DivergensGruppePersoner";"OrgGruppe";"GeoId"
"1";"276";"671";"4";"73";"9131";"276";"4";"9131";"671";"73";"1620";"1620";"0";"1";"0";"671004";"1620";"671004";"671004"
"2";"276";"350";"4";"34";"8692";"276";"4";"8692";"350";"34";"1092";"1092";"0";"1";"0";"350004";"1092";"350004";"350004"
"3";"276";"580";"18";"50";"9632";"276";"18";"9632";"580";"50";"514";"514";"0";"1";"0";"580018";"514";"580018";"580018"
"4";"276";"173";"6";"14";"8509";"276";"6";"8509";"173";"14";"3210";"3210";"0";"1";"0";"173006";"3210";"173006";"173006"
"5";"276";"840";"2";"88";"9322";"276";"2";"9322";"840";"88";"2862";"2862";"0";"1";"0";"840002";"2862";"840002";"840002"
"6";"276";"329";"14";"39";"8746";"276";"14";"8746";"329";"39";"478";"478";"0";"1";"0";"329014";"478";"329014";"329014"
"7";"276";"760";"32";"83";"9191";"276";"32";"9191";"760";"83";"587";"587";"0";"1";"0";"760032";"587";"760032";"760032"
"8";"276";"530";"4";"55";"8944";"276";"4";"8944";"530";"55";"746";"746";"0";"1";"0";"530004";"746";"530004";"530004"
"9";"276";"370";"26";"32";"9835";"276";"26";"9835";"370";"32";"1812";"1812";"0";"1";"0";"370026";"1812";"370026";"370026"
"10";"276";"760";"26";"83";"9187";"276";"26";"9187";"760";"83";"513";"513";"0";"1";"0";"760026";"513";"760026";"760026"
"11";"276";"370";"24";"32";"10016";"276";"24";"10016";"370";"32";"3023";"3023";"0";"1";"0";"370024";"3023";"370024";"370024"
"12";"276";"510";"28";"61";"8989";"276";"28";"8989";"510";"61";"2207";"2207";"0";"1";"0";"510028";"2207";"510028";"510028"
"13";"276";"420";"14";"44";"8808";"276";"14";"8808";"420";"44";"479";"479";"0";"1";"0";"420014";"479";"420014";"420014"
"14";"276";"173";"5";"14";"8514";"276";"5";"8514";"173";"14";"771";"771";"0";"1";"0";"173005";"771";"173005";"173005"
"15";"276";"330";"2";"40";"8755";"276";"2";"8755";"330";"40";"1131";"1131";"0";"1";"0";"330002";"1131";"330002";"330002"
"16";"276";"630";"31";"56";"9516";"276";"31";"9516";"630";"56";"832";"832";"0";"1";"0";"630031";"832";"630031";"630031"
"17";"276";"573";"5";"54";"10079";"276";"5";"10079";"573";"54";"515";"515";"0";"1";"0";"573005";"515";"573005";"573005"
"18";"276";"563";"1";"52";"8912";"276";"1";"8912";"563";"52";"2931";"2931";"0";"1";"0";"563001";"2931";"563001";"563001"
"19";"276";"326";"10";"38";"9477";"276";"10";"9477";"326";"38";"1328";"1328";"0";"1";"0";"326010";"1328";"326010";"326010"
"20";"276";"849";"1";"86";"9249";"276";"1";"9249";"849";"86";"4093";"4093";"0";"1";"0";"849001";"4093";"849001";"849001"
"21";"276";"813";"4";"84";"9196";"276";"4";"9196";"813";"84";"940";"940";"0";"1";"0";"813004";"940";"813004";"813004"
"22";"276";"270";"4";"23";"8585";"276";"4";"8585";"270";"23";"2964";"2964";"0";"1";"0";"270004";"2964";"270004";"270004"
"23";"276";"320";"3";"33";"8666";"276";"3";"8666";"320";"33";"3375";"3375";"0";"1";"0";"320003";"3375";"320003";"320003"
"24";"276";"420";"23";"44";"8816";"276";"23";"8816";"420";"44";"501";"501";"0";"1";"0";"420023";"501";"420023";"420023"
"25";"276";"480";"6";"45";"8834";"276";"6";"8834";"480";"45";"3752";"3752";"0";"1";"0";"480006";"3752";"480006";"480006"
"26";"276";"791";"11";"76";"9556";"276";"11";"9556";"791";"76";"1457";"1457";"0";"1";"0";"791011";"1457";"791011";"791011"
"27";"276";"219";"13";"23";"9733";"276";"13";"9733";"219";"23";"878";"878";"0";"1";"0";"219013";"878";"219013";"219013"
"28";"276";"217";"7";"21";"9827";"276";"7";"9827";"217";"21";"1117";"1117";"0";"1";"0";"217007";"1117";"217007";"217007"
"29";"276";"540";"12";"49";"9609";"276";"12";"9609";"540";"49";"3550";"3550";"0";"1";"0";"540012";"3550";"540012";"540012"
"30";"276";"410";"7";"45";"8824";"276";"7";"8824";"410";"45";"1212";"1212";"0";"1";"0";"410007";"1212";"410007";"410007"
"31";"276";"461";"25";"43";"8789";"276";"25";"8789";"461";"43";"6309";"6309";"0";"1";"0";"461025";"6309";"461025";"461025"
"32";"276";"461";"32";"43";"8794";"276";"32";"8794";"461";"43";"714";"714";"0";"1";"0";"461032";"714";"461032";"461032"
"33";"276";"756";"4";"79";"10005";"276";"4";"10005";"756";"79";"649";"649";"0";"1";"0";"756004";"649";"756004";"756004"
"34";"276";"320";"4";"33";"8667";"276";"4";"8667";"320";"33";"2548";"2548";"0";"1";"0";"320004";"2548";"320004";"320004"
"35";"276";"746";"5";"70";"9679";"276";"5";"9679";"746";"70";"1960";"1960";"0";"1";"0";"746005";"1960";"746005";"746005"
"36";"276";"751";"16";"63";"9868";"276";"16";"9868";"751";"63";"427";"427";"0";"1";"0";"751016";"427";"751016";"751016"
