"ValgId";"Storkreds Nr";"Parti";"Orden";"KandidatNavn";"PostNr";"By";"Erhverv";"Fødselsdag"
"69";"10";"A";"1";"Jeppe Kofod";"";"";"";"0"
"69";"10";"A";"2";"Ole Christensen";"";"";"";"0"
"69";"10";"A";"3";"Christel Schaldemose";"";"";"";"0"
"69";"10";"A";"4";"Lasse Quvang Rasmussen";"";"";"";"0"
"69";"10";"A";"5";"Britta Thomsen";"";"";"";"0"
"69";"10";"A";"6";"Kathrine Alexandrowiz";"";"";"";"0"
"69";"10";"A";"7";"Gunde Odgaard";"";"";"";"0"
"69";"10";"A";"8";"Rasmus Gjedssø Bertelsen";"";"";"";"0"
"69";"10";"B";"1";"Morten Helveg Petersen";"";"";"";"0"
"69";"10";"B";"2";"Christian Kjølhede";"";"";"";"0"
"69";"10";"B";"3";"Kristina Siig";"";"";"";"0"
"69";"10";"B";"4";"Samira Nawa Amini";"";"";"";"0"
"69";"10";"B";"5";"Karen Melchior";"";"";"";"0"
"69";"10";"B";"6";"Thomas Elkjær";"";"";"";"0"
"69";"10";"B";"7";"Sissel Kvist";"";"";"";"0"
"69";"10";"C";"1";"Bendt Bendtsen";"";"";"";"0"
"69";"10";"C";"2";"Josefine Kofoed";"";"";"";"0"
"69";"10";"C";"3";"Tove Videbæk";"";"";"";"0"
"69";"10";"C";"4";"Nichlas Vind";"";"";"";"0"
"69";"10";"C";"5";"Christian Wedell-Neergaard";"";"";"";"0"
"69";"10";"C";"6";"Morten Thiessen";"";"";"";"0"
"69";"10";"C";"7";"Julie Broe";"";"";"";"0"
"69";"10";"C";"8";"Catja C. Gaebel";"";"";"";"0"
"69";"10";"C";"9";"Anders Stoltenberg";"";"";"";"0"
"69";"10";"C";"10";"Mette-Katrine Ejby Buch";"";"";"";"0"
"69";"10";"F";"1";"Margrete Auken";"";"";"";"0"
"69";"10";"F";"2";"Tonni Hansen";"";"";"";"0"
"69";"10";"F";"3";"Anne-Mette Wehmüller";"";"";"";"0"
"69";"10";"F";"4";"Christine Sidenius";"";"";"";"0"
"69";"10";"F";"5";"Teis Volstrup";"";"";"";"0"
"69";"10";"F";"6";"Jacob Isøe Klærke";"";"";"";"0"
"69";"10";"F";"7";"Fathi El-Abed";"";"";"";"0"
"69";"10";"F";"8";"Halime Oguz";"";"";"";"0"
"69";"10";"F";"9";"Meta Fuglsang";"";"";"";"0"
"69";"10";"F";"10";"Allan Norre Pedersen";"";"";"";"0"
"69";"10";"F";"11";"Rune Bai Nielsen";"";"";"";"0"
"69";"10";"F";"12";"Charlotte Broman Mølbæk";"";"";"";"0"
"69";"10";"F";"13";"Michael Thomsen";"";"";"";"0"
"69";"10";"F";"14";"Søren Gytz Olesen";"";"";"";"0"
"69";"10";"F";"15";"Jan Kjær";"";"";"";"0"
"69";"10";"F";"16";"Jørgen Jørgensen";"";"";"";"0"
"69";"10";"F";"17";"Troels Stru Schmidt";"";"";"";"0"
"69";"10";"F";"18";"Lau Tambjerg";"";"";"";"0"
"69";"10";"F";"19";"Annemette Schønberg Johnsen";"";"";"";"0"
"69";"10";"F";"20";"Anne Lise Holst Jensen";"";"";"";"0"
"69";"10";"I";"1";"Christina Egelund";"";"";"";"0"
"69";"10";"I";"2";"Niels Westy";"";"";"";"0"
"69";"10";"I";"3";"Kasper Heumann Kristensen";"";"";"";"0"
"69";"10";"I";"4";"Marianne Mørk Mathiesen";"";"";"";"0"
"69";"10";"I";"5";"Jakob Bille";"";"";"";"0"
"69";"10";"I";"6";"Sabeena Sareen";"";"";"";"0"
"69";"10";"I";"7";"Andreas Hastrup";"";"";"";"0"
"69";"10";"I";"8";"Anne Kathrine Kirk";"";"";"";"0"
"69";"10";"I";"9";"Niels Høiby";"";"";"";"0"
"69";"10";"N";"1";"Rina Ronja Kari";"";"";"";"0"
"69";"10";"N";"2";"Lave K. Broch";"";"";"";"0"
"69";"10";"N";"3";"Ole Nors Nielsen";"";"";"";"0"
"69";"10";"N";"4";"Christian Juhl";"";"";"";"0"
"69";"10";"N";"5";"Karina Rohr Sørensen";"";"";"";"0"
"69";"10";"N";"6";"Jørgen Grøn";"";"";"";"0"
"69";"10";"N";"7";"Mette Langdal";"";"";"";"0"
"69";"10";"N";"8";"Brian Olsen";"";"";"";"0"
"69";"10";"N";"9";"Erik Bach";"";"";"";"0"
"69";"10";"N";"10";"Helge Rørtoft-Madsen";"";"";"";"0"
"69";"10";"N";"11";"Thorkil Sohn";"";"";"";"0"
"69";"10";"N";"12";"Hans-Henrik Larsen";"";"";"";"0"
"69";"10";"N";"13";"Jean Thierry";"";"";"";"0"
"69";"10";"N";"14";"Inger-Marie Tryde Martensen";"";"";"";"0"
"69";"10";"N";"15";"Malte Bang";"";"";"";"0"
"69";"10";"N";"16";"Mehmet Aksoy";"";"";"";"0"
"69";"10";"N";"17";"Victoria Ninosca Risbjerg Velasque";"";"";"";"0"
"69";"10";"N";"18";"Troels Juel";"";"";"";"0"
"69";"10";"N";"19";"Tobias Clausen";"";"";"";"0"
"69";"10";"N";"20";"Preben Kristensen";"";"";"";"0"
"69";"10";"O";"1";"Morten Messerschmidt";"";"";"";"0"
"69";"10";"O";"2";"Anders Primdahl Vistisen";"";"";"";"0"
"69";"10";"O";"3";"Rikke Karlsson";"";"";"";"0"
"69";"10";"O";"4";"Karsten Lorentzen";"";"";"";"0"
"69";"10";"O";"5";"Tilde Bork";"";"";"";"0"
"69";"10";"O";"6";"Jørn Dohrmann";"";"";"";"0"
"69";"10";"O";"7";"Susanne Eilersen";"";"";"";"0"
"69";"10";"O";"8";"Kristina Jørgensen";"";"";"";"0"
"69";"10";"O";"9";"Githa Nelander";"";"";"";"0"
"69";"10";"O";"10";"Danni Olsen";"";"";"";"0"
"69";"10";"V";"1";"Ulla Tørnæs";"";"";"";"0"
"69";"10";"V";"2";"Nils Juhl Andreasen";"";"";"";"0"
"69";"10";"V";"3";"Asger Christensen";"";"";"";"0"
"69";"10";"V";"4";"Ole Davidsen";"";"";"";"0"
"69";"10";"V";"5";"Diego Gugliotta";"";"";"";"0"
"69";"10";"V";"6";"Poul-Erik Høyer";"";"";"";"0"
"69";"10";"V";"7";"Harry Jensen";"";"";"";"0"
"69";"10";"V";"8";"Marcus Knuth";"";"";"";"0"
"69";"10";"V";"9";"Morten Løkkegaard";"";"";"";"0"
"69";"10";"V";"10";"Jess Myrthu";"";"";"";"0"
"69";"10";"V";"11";"Nicolai Svejgaard Poulsen";"";"";"";"0"
"69";"10";"V";"12";"Henrik Frost Rasmussen";"";"";"";"0"
"69";"10";"V";"13";"Jens Rohde";"";"";"";"0"
"69";"10";"V";"14";"Irene Simonsen";"";"";"";"0"
"69";"10";"V";"15";"Aleksander Aagaard";"";"";"";"0"
"69";"10";"V";"16";"Sanni Aakjær-Olesen";"";"";"";"0"
