"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV2009 - Stemmeberettigede";"EV2009 - Afgivne stemmer";"EV2009 - Blanke stemmer";"EV2009 - Andre ugyldige stemmer";"EV2009 - Gyldige stemmer";"EV2009 - A. Socialdemokratiet";"EV2009 - B. Det Radikale Venstre";"EV2009 - C. Det Konservative Folkeparti";"EV2009 - F. SF - Socialistisk Folkeparti";"EV2009 - I. Liberal Alliance";"EV2009 - J. JuniBevægelsen";"EV2009 - N. Folkebevægelsen mod EU";"EV2009 - O. Dansk Folkeparti";"EV2009 - V. Venstre, Danmarks Liberale Parti"
"730010";"730010";"67";"8";"3";"1136";"666";"27";"3";"636";"150";"16";"75";"63";"5";"12";"36";"141";"138"
"730011";"730011";"67";"8";"3";"3465";"2030";"50";"7";"1973";"583";"62";"200";"213";"10";"44";"98";"392";"371"
"730012";"730012";"67";"8";"3";"1804";"1116";"28";"2";"1086";"286";"36";"139";"84";"4";"23";"34";"192";"288"
"730013";"730013";"67";"8";"3";"2788";"1943";"51";"5";"1887";"320";"67";"274";"220";"8";"45";"63";"322";"568"
"730014";"730014";"67";"8";"3";"1955";"1134";"24";"3";"1107";"309";"23";"132";"95";"5";"18";"49";"228";"248"
"730015";"730015";"67";"8";"3";"688";"411";"9";"1";"401";"76";"7";"50";"35";"0";"6";"16";"114";"97"
"730016";"730016";"68";"8";"3";"878";"471";"14";"2";"455";"92";"15";"56";"42";"0";"8";"16";"102";"124"
"730017";"730017";"68";"8";"3";"1024";"608";"21";"2";"585";"130";"15";"77";"54";"3";"12";"28";"113";"153"
"730021";"730021";"68";"8";"3";"1828";"1184";"27";"1";"1156";"290";"28";"140";"127";"6";"19";"46";"205";"295"
"730024";"730024";"68";"8";"3";"4177";"2092";"54";"8";"2030";"564";"65";"198";"327";"14";"44";"158";"381";"279"
"730025";"730025";"68";"8";"3";"3093";"1626";"57";"6";"1563";"433";"38";"170";"251";"9";"34";"99";"271";"258"
"730026";"730026";"67";"8";"3";"4179";"2213";"36";"4";"2173";"729";"37";"200";"270";"3";"39";"148";"462";"285"
"730027";"730027";"67";"8";"3";"3784";"1771";"39";"6";"1726";"696";"36";"111";"213";"4";"35";"120";"339";"172"
"730028";"730028";"68";"8";"3";"3916";"1846";"50";"5";"1791";"493";"55";"191";"238";"14";"27";"126";"360";"287"
"730029";"730029";"67";"8";"3";"5258";"2857";"65";"9";"2783";"833";"92";"314";"360";"10";"53";"140";"515";"466"
"730030";"730030";"67";"8";"3";"3150";"1657";"34";"6";"1617";"579";"33";"117";"220";"9";"46";"120";"308";"185"
"730031";"730031";"68";"8";"3";"6000";"3371";"80";"13";"3278";"972";"79";"369";"360";"16";"50";"168";"685";"579"
"730032";"730032";"68";"8";"3";"3234";"1846";"43";"4";"1799";"523";"52";"230";"194";"6";"31";"120";"342";"301"
"730033";"730033";"68";"8";"3";"1466";"891";"25";"1";"865";"164";"14";"85";"75";"8";"20";"44";"212";"243"
"730034";"730034";"68";"8";"3";"2268";"1470";"36";"4";"1430";"379";"36";"165";"136";"11";"25";"55";"308";"315"
"730036";"730036";"68";"8";"3";"2821";"1712";"44";"1";"1667";"336";"45";"238";"121";"8";"25";"44";"315";"535"
"730037";"730037";"68";"8";"3";"776";"416";"12";"1";"403";"97";"8";"36";"51";"5";"7";"30";"88";"81"
"740001";"740001";"77";"9";"3";"1493";"841";"20";"2";"819";"183";"18";"83";"93";"1";"7";"35";"181";"218"
"740002";"740002";"77";"9";"3";"1458";"940";"24";"3";"913";"166";"37";"143";"169";"7";"11";"48";"114";"218"
"740003";"740003";"77";"9";"3";"933";"571";"22";"0";"549";"80";"17";"79";"69";"5";"13";"37";"88";"161"
"740004";"740004";"77";"9";"3";"1187";"811";"37";"1";"773";"152";"35";"74";"131";"2";"17";"43";"126";"193"
"740005";"740005";"77";"9";"3";"1146";"805";"20";"3";"782";"148";"24";"122";"101";"8";"18";"35";"125";"201"
"740006";"740006";"78";"9";"3";"7249";"4286";"116";"22";"4148";"921";"182";"458";"859";"28";"82";"357";"529";"732"
"740007";"740007";"78";"9";"3";"2003";"1171";"33";"4";"1134";"327";"52";"82";"218";"5";"19";"92";"159";"180"
"740008";"740008";"78";"9";"3";"3418";"2001";"47";"8";"1946";"481";"58";"206";"381";"15";"40";"166";"301";"298"
"740009";"740009";"77";"9";"3";"4292";"2728";"91";"4";"2633";"655";"112";"358";"411";"19";"43";"137";"412";"486"
"740010";"740010";"77";"9";"3";"927";"600";"14";"0";"586";"124";"16";"72";"64";"3";"8";"35";"100";"164"
"740012";"740012";"77";"9";"3";"983";"576";"12";"2";"562";"89";"13";"63";"104";"5";"7";"25";"99";"157"
"740013";"740013";"77";"9";"3";"1148";"777";"25";"1";"751";"154";"28";"83";"129";"8";"16";"42";"122";"169"
"740015";"740015";"77";"9";"3";"1375";"913";"19";"0";"894";"240";"21";"111";"132";"5";"18";"42";"135";"190"
"740016";"740016";"77";"9";"3";"2878";"2067";"49";"5";"2013";"392";"75";"314";"330";"14";"57";"94";"281";"456"
"740017";"740017";"77";"9";"3";"710";"501";"18";"0";"483";"81";"15";"48";"93";"3";"12";"32";"60";"139"
"740020";"740020";"78";"9";"3";"2450";"1736";"21";"1";"1714";"330";"82";"243";"241";"15";"25";"96";"232";"450"
"740021";"740021";"78";"9";"3";"5103";"2753";"82";"14";"2657";"768";"90";"314";"425";"21";"39";"210";"406";"384"
"740022";"740022";"78";"9";"3";"1954";"1324";"31";"2";"1291";"284";"53";"148";"194";"6";"30";"65";"185";"326"
"740023";"740023";"78";"9";"3";"2863";"1989";"36";"4";"1949";"455";"60";"266";"268";"13";"35";"105";"311";"436"
"740024";"740024";"78";"9";"3";"3021";"2120";"55";"6";"2059";"349";"91";"370";"268";"16";"29";"60";"248";"628"
"740025";"740025";"77";"9";"3";"1683";"1087";"26";"3";"1058";"190";"33";"166";"155";"10";"15";"72";"203";"214"
"740026";"740026";"78";"9";"3";"2660";"1642";"40";"3";"1599";"321";"56";"197";"237";"9";"34";"84";"278";"383"
"740027";"740027";"78";"9";"3";"848";"583";"19";"2";"562";"82";"24";"68";"89";"6";"14";"26";"90";"163"
"740028";"740028";"78";"9";"3";"1619";"1005";"13";"2";"990";"168";"36";"117";"177";"7";"31";"73";"150";"231"
"740029";"740029";"78";"9";"3";"410";"247";"4";"0";"243";"26";"5";"28";"60";"1";"9";"29";"28";"57"
"740030";"740030";"77";"9";"3";"2470";"1490";"46";"2";"1442";"224";"37";"229";"153";"7";"28";"111";"190";"463"
"740032";"740032";"77";"9";"3";"4088";"2522";"75";"6";"2441";"481";"74";"330";"247";"22";"35";"94";"388";"770"
"740034";"740034";"77";"9";"3";"807";"496";"23";"0";"473";"84";"13";"52";"48";"5";"9";"25";"78";"159"
"740035";"740035";"77";"9";"3";"2244";"1315";"33";"4";"1278";"202";"35";"138";"118";"5";"23";"65";"201";"491"
"740036";"740036";"77";"9";"3";"1015";"625";"27";"0";"598";"101";"10";"69";"60";"3";"15";"32";"116";"192"
"741001";"741001";"70";"8";"3";"2775";"1643";"37";"7";"1599";"276";"42";"209";"332";"12";"53";"134";"190";"351"
"741002";"741002";"70";"8";"3";"370";"234";"5";"1";"228";"27";"14";"24";"51";"0";"7";"37";"18";"50"
"746001";"746001";"70";"8";"3";"972";"705";"18";"1";"686";"136";"25";"68";"119";"1";"20";"42";"106";"169"
"746002";"746002";"70";"8";"3";"3716";"2443";"78";"4";"2361";"630";"71";"255";"243";"19";"35";"103";"406";"599"
"746003";"746003";"70";"8";"3";"632";"431";"14";"0";"417";"72";"19";"50";"58";"7";"6";"21";"57";"127"
"746004";"746004";"70";"8";"3";"760";"501";"8";"0";"493";"96";"18";"44";"90";"1";"13";"38";"97";"96"
"746005";"746005";"70";"8";"3";"2026";"1351";"45";"0";"1306";"352";"39";"156";"153";"7";"34";"62";"234";"269"
"746006";"746006";"70";"8";"3";"617";"431";"13";"0";"418";"63";"12";"34";"67";"3";"10";"37";"76";"116"
"746007";"746007";"70";"8";"3";"5503";"3616";"80";"7";"3529";"897";"104";"435";"383";"26";"76";"156";"626";"826"
"746008";"746008";"70";"8";"3";"1053";"715";"10";"0";"705";"131";"30";"72";"114";"2";"22";"43";"106";"185"
"746009";"746009";"70";"8";"3";"785";"581";"13";"0";"568";"73";"27";"35";"167";"1";"29";"48";"57";"131"
"746010";"746010";"70";"8";"3";"3946";"2808";"42";"7";"2759";"567";"144";"255";"585";"21";"91";"191";"278";"627"
"746011";"746011";"70";"8";"3";"771";"510";"6";"2";"502";"77";"26";"47";"112";"1";"21";"48";"54";"116"
"746012";"746012";"70";"8";"3";"1186";"845";"22";"1";"822";"155";"52";"67";"207";"7";"52";"64";"77";"141"
"746013";"746013";"70";"8";"3";"1652";"1033";"38";"3";"992";"206";"27";"114";"128";"10";"19";"44";"177";"267"
"746014";"746014";"70";"8";"3";"7016";"4274";"92";"6";"4176";"1059";"165";"516";"683";"32";"100";"202";"572";"847"
"746015";"746015";"70";"8";"3";"2778";"1923";"34";"2";"1887";"439";"71";"220";"244";"20";"35";"87";"261";"510"
"746016";"746016";"70";"8";"3";"1533";"955";"11";"0";"944";"202";"36";"84";"123";"4";"20";"52";"159";"264"
"746017";"746017";"70";"8";"3";"582";"401";"7";"0";"394";"68";"15";"39";"84";"3";"13";"26";"40";"106"
"746018";"746018";"70";"8";"3";"1149";"713";"6";"1";"706";"112";"24";"88";"106";"3";"19";"49";"108";"197"
"746019";"746019";"70";"8";"3";"3755";"2550";"53";"5";"2492";"550";"98";"366";"307";"20";"45";"108";"326";"672"
"751001";"751001";"62";"8";"3";"12823";"8430";"233";"10";"8187";"1928";"587";"872";"1931";"99";"201";"575";"676";"1318"
"751002";"751002";"62";"8";"3";"6036";"3692";"120";"7";"3565";"990";"198";"361";"755";"33";"109";"294";"376";"449"
"751003";"751003";"62";"8";"3";"6517";"4075";"83";"8";"3984";"1038";"179";"402";"708";"16";"100";"324";"519";"698"
"751004";"751004";"62";"8";"3";"3996";"2721";"36";"9";"2676";"713";"173";"260";"535";"19";"59";"205";"298";"414"
"751006";"751006";"62";"8";"3";"6033";"4043";"101";"5";"3937";"1240";"94";"366";"500";"20";"70";"259";"693";"695"
"751007";"751007";"63";"8";"3";"5284";"3601";"79";"5";"3517";"922";"181";"331";"675";"21";"90";"249";"410";"638"
"751008";"751008";"63";"8";"3";"8316";"4773";"141";"15";"4617";"1279";"165";"452";"831";"32";"120";"324";"760";"654"
"751009";"751009";"62";"8";"3";"3340";"2405";"38";"6";"2361";"550";"132";"214";"495";"33";"64";"124";"250";"499"
"751011";"751011";"62";"8";"3";"3305";"2198";"34";"2";"2162";"531";"80";"183";"489";"20";"77";"142";"248";"392"
"751012";"751012";"62";"8";"3";"3528";"2649";"59";"5";"2585";"607";"148";"249";"548";"18";"68";"152";"264";"531"
"751013";"751013";"62";"8";"3";"3652";"2506";"62";"15";"2429";"573";"70";"274";"324";"7";"42";"158";"388";"593"
"751016";"751016";"63";"8";"3";"429";"312";"7";"0";"305";"55";"15";"29";"68";"0";"6";"36";"43";"53"
"751018";"751018";"63";"8";"3";"4252";"2682";"63";"2";"2617";"746";"53";"237";"356";"7";"57";"164";"452";"545"
"751019";"751019";"63";"8";"3";"2788";"2054";"42";"1";"2011";"532";"68";"168";"460";"8";"53";"158";"232";"332"
"751021";"751021";"65";"8";"3";"12103";"6983";"186";"11";"6786";"1575";"543";"695";"1832";"94";"197";"510";"417";"923"
"751022";"751022";"64";"8";"3";"3097";"2247";"59";"13";"2175";"547";"137";"183";"506";"12";"78";"162";"248";"302"
"751023";"751023";"64";"8";"3";"5766";"3523";"88";"11";"3424";"944";"199";"330";"747";"24";"115";"219";"355";"491"
"751024";"751024";"63";"8";"3";"5629";"3970";"87";"5";"3878";"942";"177";"400";"631";"24";"104";"234";"610";"756"
"751025";"751025";"63";"8";"3";"4942";"2011";"40";"8";"1963";"603";"79";"140";"542";"8";"62";"163";"195";"171"
"751026";"751026";"63";"8";"3";"4345";"2721";"70";"3";"2648";"697";"97";"223";"459";"14";"107";"198";"443";"410"
"751028";"751028";"63";"8";"3";"5722";"3207";"72";"9";"3126";"947";"84";"324";"461";"18";"51";"184";"540";"517"
"751030";"751030";"63";"8";"3";"3151";"2082";"39";"1";"2042";"540";"74";"224";"278";"10";"34";"107";"336";"439"
"751031";"751031";"63";"8";"3";"536";"396";"5";"0";"391";"96";"8";"19";"87";"3";"16";"22";"50";"90"
"751033";"751033";"63";"8";"3";"2258";"1440";"48";"2";"1390";"404";"19";"125";"168";"9";"22";"67";"258";"318"
"751041";"751041";"65";"8";"3";"12128";"7742";"258";"15";"7469";"1736";"682";"623";"2272";"104";"214";"644";"387";"807"
"751042";"751042";"64";"8";"3";"9108";"5916";"171";"10";"5735";"1525";"443";"505";"1537";"44";"167";"480";"423";"611"
"751043";"751043";"64";"8";"3";"9726";"5981";"190";"12";"5779";"1549";"405";"597";"1382";"85";"179";"451";"443";"688"
"751044";"751044";"64";"8";"3";"1177";"700";"25";"1";"674";"154";"48";"51";"152";"7";"29";"59";"64";"110"
"751045";"751045";"65";"8";"3";"7332";"5476";"85";"7";"5384";"1123";"348";"639";"894";"56";"124";"326";"526";"1348"
"751047";"751047";"64";"8";"3";"7485";"4845";"118";"11";"4716";"1286";"168";"485";"736";"21";"89";"261";"681";"989"
"751048";"751048";"65";"8";"3";"2231";"1577";"24";"3";"1550";"432";"70";"96";"448";"9";"41";"142";"129";"183"
"751049";"751049";"65";"8";"3";"3499";"2407";"57";"3";"2347";"525";"79";"314";"335";"20";"43";"130";"360";"541"
"751050";"751050";"65";"8";"3";"3676";"2413";"49";"2";"2362";"439";"72";"305";"310";"12";"46";"136";"424";"618"
"751051";"751051";"65";"8";"3";"5138";"3476";"64";"5";"3407";"747";"152";"336";"536";"35";"86";"197";"492";"826"
"751053";"751053";"64";"8";"3";"2173";"1272";"32";"4";"1236";"370";"36";"95";"183";"6";"31";"113";"193";"209"
"751055";"751055";"64";"8";"3";"723";"507";"24";"0";"483";"111";"17";"56";"61";"0";"15";"25";"84";"114"
"751056";"751056";"64";"8";"3";"1329";"879";"19";"2";"858";"210";"29";"66";"128";"1";"18";"51";"123";"232"
"751061";"751061";"65";"8";"3";"7597";"4652";"142";"5";"4505";"1234";"251";"411";"1126";"46";"167";"388";"390";"492"
"751062";"751062";"63";"8";"3";"2367";"1170";"32";"4";"1134";"490";"21";"69";"126";"6";"29";"85";"212";"96"
"751063";"751063";"64";"8";"3";"8841";"5191";"125";"12";"5054";"1628";"258";"359";"1108";"45";"148";"504";"542";"462"
"751064";"751064";"63";"8";"3";"4855";"3175";"70";"11";"3094";"961";"127";"195";"735";"23";"91";"276";"363";"323"
"751065";"751065";"65";"8";"3";"5726";"4051";"80";"8";"3963";"1011";"215";"391";"828";"20";"90";"305";"441";"662"
"751066";"751066";"62";"8";"3";"4323";"2956";"55";"2";"2899";"480";"163";"448";"396";"20";"65";"132";"341";"854"
"751067";"751067";"64";"8";"3";"4072";"2670";"97";"7";"2566";"650";"160";"250";"705";"32";"79";"205";"193";"292"
"751068";"751068";"64";"8";"3";"3156";"1787";"35";"1";"1751";"574";"56";"90";"399";"5";"57";"203";"251";"116"
"756001";"756001";"79";"9";"3";"1836";"1076";"32";"3";"1041";"171";"16";"196";"85";"5";"11";"37";"223";"297"
"756002";"756002";"79";"9";"3";"412";"259";"12";"0";"247";"48";"8";"56";"16";"0";"4";"14";"39";"62"
"756003";"756003";"79";"9";"3";"1892";"1152";"27";"1";"1124";"160";"27";"161";"157";"6";"17";"47";"290";"259"
"756004";"756004";"79";"9";"3";"405";"234";"8";"0";"226";"52";"1";"33";"20";"0";"6";"8";"56";"50"
"756005";"756005";"79";"9";"3";"793";"453";"13";"2";"438";"61";"11";"95";"34";"4";"3";"16";"89";"125"
"756006";"756006";"79";"9";"3";"370";"224";"8";"3";"213";"39";"8";"31";"23";"0";"3";"15";"44";"50"
"756007";"756007";"79";"9";"3";"5341";"2889";"90";"7";"2792";"432";"58";"699";"222";"14";"35";"138";"486";"708"
"756008";"756008";"79";"9";"3";"703";"385";"16";"1";"368";"22";"4";"114";"18";"0";"3";"16";"65";"126"
"756009";"756009";"79";"9";"3";"339";"210";"4";"0";"206";"20";"4";"49";"15";"4";"0";"5";"35";"74"
"756010";"756010";"79";"9";"3";"242";"164";"8";"0";"156";"20";"2";"34";"17";"1";"4";"5";"23";"50"
"756011";"756011";"79";"9";"3";"11512";"6678";"186";"13";"6479";"1258";"165";"1346";"548";"28";"63";"250";"1083";"1738"
"756012";"756012";"79";"9";"3";"743";"500";"16";"1";"483";"59";"9";"107";"29";"1";"1";"14";"85";"178"
"756013";"756013";"79";"9";"3";"2393";"1483";"43";"1";"1439";"248";"19";"320";"84";"4";"27";"46";"248";"443"
"756014";"756014";"79";"9";"3";"301";"189";"4";"0";"185";"15";"5";"41";"11";"1";"2";"6";"37";"67"
"756015";"756015";"79";"9";"3";"1755";"1095";"36";"1";"1058";"283";"34";"138";"134";"4";"20";"64";"163";"218"
"760001";"760001";"83";"9";"3";"3322";"1897";"66";"8";"1823";"310";"55";"374";"169";"4";"31";"76";"265";"539"
"760002";"760002";"83";"9";"3";"1067";"703";"17";"0";"686";"84";"22";"107";"69";"6";"17";"19";"113";"249"
"760003";"760003";"83";"9";"3";"497";"298";"9";"1";"288";"28";"6";"39";"37";"2";"5";"15";"34";"122"
"760004";"760004";"83";"9";"3";"541";"367";"10";"2";"355";"35";"4";"72";"27";"1";"2";"15";"51";"148"
"760005";"760005";"83";"9";"3";"415";"280";"9";"1";"270";"25";"6";"27";"23";"2";"3";"8";"42";"134"
"760006";"760006";"83";"9";"3";"353";"187";"7";"0";"180";"19";"8";"28";"18";"1";"3";"8";"23";"72"
"760007";"760007";"83";"9";"3";"466";"239";"4";"0";"235";"34";"1";"46";"12";"1";"1";"10";"57";"73"
"760008";"760008";"83";"9";"3";"693";"396";"14";"1";"381";"30";"6";"58";"39";"3";"6";"18";"59";"162"
"760009";"760009";"83";"9";"3";"566";"338";"5";"0";"333";"45";"11";"52";"41";"3";"9";"18";"54";"100"
"760010";"760010";"83";"9";"3";"2651";"1366";"40";"3";"1323";"150";"25";"317";"114";"7";"19";"47";"212";"432"
"760011";"760011";"83";"9";"3";"290";"203";"6";"0";"197";"16";"4";"28";"21";"0";"3";"9";"18";"98"
"760012";"760012";"83";"9";"3";"950";"659";"21";"3";"635";"93";"18";"67";"113";"2";"26";"31";"61";"224"
"760013";"760013";"83";"9";"3";"322";"210";"10";"0";"200";"17";"7";"26";"17";"1";"2";"7";"23";"100"
"760014";"760014";"83";"9";"3";"3969";"2390";"54";"4";"2332";"463";"72";"308";"332";"9";"46";"126";"315";"661"
"760015";"760015";"83";"9";"3";"2965";"1834";"46";"1";"1787";"341";"58";"294";"249";"8";"30";"77";"249";"481"
"760016";"760016";"83";"9";"3";"647";"372";"12";"0";"360";"62";"4";"49";"35";"1";"5";"14";"56";"134"
"760017";"760017";"83";"9";"3";"315";"205";"10";"0";"195";"20";"4";"26";"19";"2";"1";"4";"14";"105"
"760018";"760018";"83";"9";"3";"467";"306";"18";"2";"286";"31";"4";"30";"22";"1";"6";"8";"51";"133"
"760019";"760019";"83";"9";"3";"353";"210";"1";"0";"209";"19";"5";"23";"19";"0";"2";"6";"24";"111"
"760020";"760020";"83";"9";"3";"577";"377";"11";"0";"366";"36";"9";"44";"39";"0";"7";"9";"54";"168"
"760021";"760021";"83";"9";"3";"1075";"644";"35";"2";"607";"115";"15";"101";"70";"5";"6";"19";"87";"189"
"760022";"760022";"83";"9";"3";"901";"523";"11";"0";"512";"64";"13";"74";"46";"3";"5";"16";"79";"212"
"760023";"760023";"83";"9";"3";"279";"181";"8";"0";"173";"21";"5";"30";"26";"1";"4";"5";"23";"58"
"760024";"760024";"83";"9";"3";"5943";"3505";"114";"2";"3389";"535";"64";"808";"305";"13";"41";"159";"428";"1036"
"760025";"760025";"83";"9";"3";"947";"603";"26";"2";"575";"58";"11";"94";"45";"1";"7";"19";"69";"271"
"760026";"760026";"83";"9";"3";"604";"377";"9";"0";"368";"26";"7";"82";"22";"1";"4";"5";"34";"187"
"760027";"760027";"83";"9";"3";"1266";"853";"23";"1";"829";"62";"18";"214";"69";"0";"12";"26";"93";"335"
"760028";"760028";"83";"9";"3";"901";"569";"17";"3";"549";"67";"12";"89";"60";"2";"17";"26";"67";"209"
"760029";"760029";"83";"9";"3";"516";"356";"9";"0";"347";"36";"7";"99";"24";"4";"6";"8";"50";"113"
"760030";"760030";"83";"9";"3";"3263";"2034";"66";"1";"1967";"325";"41";"498";"136";"7";"28";"45";"291";"596"
"760031";"760031";"83";"9";"3";"518";"316";"7";"0";"309";"36";"5";"66";"17";"4";"4";"8";"59";"110"
"760032";"760032";"83";"9";"3";"599";"336";"15";"0";"321";"47";"4";"66";"32";"0";"2";"13";"60";"97"
"760033";"760033";"83";"9";"3";"1361";"841";"23";"0";"818";"111";"15";"224";"52";"2";"10";"21";"119";"264"
"760034";"760034";"83";"9";"3";"502";"320";"15";"1";"304";"39";"6";"38";"20";"0";"4";"9";"55";"133"
"760035";"760035";"83";"9";"3";"1733";"1068";"23";"0";"1045";"116";"21";"230";"90";"6";"19";"30";"141";"392"
"760036";"760036";"83";"9";"3";"484";"297";"15";"0";"282";"35";"14";"42";"44";"0";"4";"7";"24";"112"
"766001";"766001";"72";"8";"3";"5533";"3282";"86";"9";"3187";"572";"81";"518";"257";"21";"64";"137";"600";"937"
"766002";"766002";"72";"8";"3";"3065";"1779";"77";"4";"1698";"430";"35";"254";"160";"1";"27";"74";"356";"361"
"766003";"766003";"72";"8";"3";"1518";"976";"35";"2";"939";"109";"20";"217";"96";"4";"20";"30";"140";"303"
"766004";"766004";"72";"8";"3";"1213";"815";"29";"0";"786";"134";"27";"141";"78";"7";"22";"34";"115";"228"
"766005";"766005";"72";"8";"3";"478";"329";"23";"1";"305";"30";"6";"53";"22";"1";"7";"12";"92";"82"
"766006";"766006";"72";"8";"3";"1017";"647";"27";"2";"618";"126";"11";"91";"66";"2";"10";"26";"124";"162"
"766007";"766007";"72";"8";"3";"2371";"1558";"32";"5";"1521";"218";"35";"248";"154";"7";"19";"54";"340";"446"
"766008";"766008";"72";"8";"3";"554";"362";"6";"1";"355";"65";"6";"37";"46";"1";"2";"8";"76";"114"
"766009";"766009";"72";"8";"3";"924";"614";"14";"5";"595";"93";"9";"87";"74";"4";"6";"20";"122";"180"
"766010";"766010";"72";"8";"3";"1310";"819";"36";"1";"782";"130";"15";"85";"110";"3";"15";"41";"162";"221"
"766011";"766011";"72";"8";"3";"1119";"670";"16";"1";"653";"101";"8";"73";"84";"1";"9";"50";"168";"159"
"766012";"766012";"72";"8";"3";"1436";"895";"29";"3";"863";"170";"19";"134";"74";"1";"10";"24";"168";"263"
"766013";"766013";"72";"8";"3";"1225";"778";"19";"3";"756";"106";"17";"96";"90";"6";"23";"52";"118";"248"
"766014";"766014";"72";"8";"3";"1196";"730";"19";"3";"708";"111";"8";"97";"82";"5";"20";"59";"142";"184"
"766015";"766015";"72";"8";"3";"1677";"1109";"31";"1";"1077";"158";"28";"170";"116";"8";"19";"46";"223";"309"
"766016";"766016";"72";"8";"3";"94";"71";"2";"0";"69";"9";"4";"9";"19";"1";"0";"2";"5";"20"
"766017";"766017";"72";"8";"3";"1070";"700";"23";"1";"676";"116";"26";"94";"102";"0";"13";"23";"125";"177"
"766018";"766018";"72";"8";"3";"424";"253";"9";"1";"243";"27";"5";"22";"35";"5";"9";"16";"53";"71"
"766019";"766019";"72";"8";"3";"589";"373";"6";"1";"366";"45";"8";"62";"39";"2";"11";"16";"76";"107"
"766020";"766020";"72";"8";"3";"1344";"874";"26";"2";"846";"133";"20";"146";"87";"3";"10";"43";"140";"264"
"766021";"766021";"72";"8";"3";"2110";"1189";"27";"5";"1157";"187";"34";"150";"111";"9";"18";"38";"257";"353"
"766022";"766022";"72";"8";"3";"1159";"689";"26";"3";"660";"115";"26";"93";"49";"5";"15";"28";"135";"194"
"766023";"766023";"72";"8";"3";"627";"398";"15";"1";"382";"43";"16";"45";"52";"0";"11";"14";"81";"120"
"766024";"766024";"72";"8";"3";"736";"445";"19";"2";"424";"83";"4";"47";"60";"1";"5";"15";"80";"129"
"766025";"766025";"72";"8";"3";"353";"234";"8";"1";"225";"31";"12";"26";"29";"0";"8";"20";"20";"79"
"773001";"773001";"87";"10";"3";"721";"388";"16";"0";"372";"85";"8";"42";"54";"0";"7";"22";"59";"95"
"773002";"773002";"87";"10";"3";"554";"336";"13";"0";"323";"74";"16";"30";"35";"2";"11";"26";"47";"82"
"773003";"773003";"87";"10";"3";"325";"229";"8";"1";"220";"28";"5";"30";"27";"0";"6";"20";"29";"75"
"773004";"773004";"87";"10";"3";"467";"309";"10";"3";"296";"73";"7";"42";"29";"0";"11";"27";"48";"59"
"773005";"773005";"87";"10";"3";"355";"203";"9";"0";"194";"28";"4";"25";"18";"0";"4";"15";"33";"67"
"773006";"773006";"87";"10";"3";"338";"221";"6";"0";"215";"28";"11";"29";"31";"1";"2";"19";"27";"67"
"773007";"773007";"87";"10";"3";"742";"417";"22";"1";"394";"75";"15";"46";"34";"0";"2";"14";"55";"153"
"773008";"773008";"87";"10";"3";"526";"306";"7";"0";"299";"61";"7";"38";"36";"0";"6";"5";"59";"87"
"773009";"773009";"87";"10";"3";"692";"375";"13";"0";"362";"52";"6";"55";"46";"0";"5";"24";"50";"124"
"773010";"773010";"87";"10";"3";"511";"298";"14";"1";"283";"53";"6";"37";"37";"2";"4";"23";"54";"67"
"773011";"773011";"87";"10";"3";"484";"279";"7";"1";"271";"51";"9";"30";"27";"0";"7";"20";"50";"77"
"773012";"773012";"87";"10";"3";"698";"444";"21";"4";"419";"78";"9";"65";"51";"3";"7";"29";"60";"117"
"773013";"773013";"87";"10";"3";"679";"368";"11";"1";"356";"55";"10";"57";"29";"2";"6";"15";"64";"118"
"773014";"773014";"87";"10";"3";"743";"437";"14";"0";"423";"55";"8";"49";"51";"1";"7";"29";"77";"146"
"773015";"773015";"87";"10";"3";"514";"310";"15";"0";"295";"50";"3";"30";"24";"0";"3";"34";"62";"89"
"773016";"773016";"87";"10";"3";"507";"318";"8";"0";"310";"40";"7";"46";"33";"0";"4";"17";"46";"117"
"773017";"773017";"87";"10";"3";"587";"297";"13";"1";"283";"58";"5";"36";"30";"1";"5";"14";"63";"71"
"773018";"773018";"87";"10";"3";"7374";"3762";"134";"11";"3617";"970";"98";"544";"449";"10";"69";"230";"499";"748"
"779001";"779001";"74";"9";"3";"5774";"2683";"121";"9";"2553";"579";"144";"238";"390";"8";"31";"246";"391";"526"
"779002";"779002";"74";"9";"3";"4885";"2828";"105";"7";"2716";"573";"186";"315";"315";"7";"34";"218";"375";"693"
"779003";"779003";"74";"9";"3";"5174";"2685";"94";"7";"2584";"681";"138";"256";"390";"4";"36";"215";"370";"494"
"779004";"779004";"74";"9";"3";"2935";"1664";"66";"4";"1594";"319";"61";"173";"170";"6";"15";"106";"269";"475"
"779005";"779005";"74";"9";"3";"1094";"613";"16";"1";"596";"88";"23";"62";"57";"2";"9";"32";"99";"224"
"779006";"779006";"74";"9";"3";"635";"390";"8";"1";"381";"46";"15";"48";"37";"0";"3";"79";"64";"89"
"779007";"779007";"74";"9";"3";"747";"464";"22";"4";"438";"88";"18";"45";"55";"0";"8";"37";"60";"127"
"779008";"779008";"74";"9";"3";"600";"396";"13";"2";"381";"79";"10";"46";"55";"0";"8";"33";"46";"104"
"779009";"779009";"74";"9";"3";"750";"439";"17";"0";"422";"74";"23";"39";"43";"1";"8";"37";"46";"151"
