"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1990 - Stemmeberettigede";"FV1990 - Afgivne stemmer";"FV1990 - Blanke stemmer";"FV1990 - Andre ugyldige stemmer";"FV1990 - Gyldige stemmer";"FV1990 - A. Socialdemokratiet";"FV1990 - B. Det Radikale Venstre";"FV1990 - C. Det Konservative Folkeparti";"FV1990 - D. Centrum-Demokraterne";"FV1990 - E. Danmarks Retsforbund";"FV1990 - F. Socialistisk Folkeparti";"FV1990 - G. De Grønne";"FV1990 - H. Det Humanistiske Parti";"FV1990 - P. Fælles Kurs";"FV1990 - Q. Kristeligt Folkeparti";"FV1990 - V. Venstre, Danmarks Liberale Parti";"FV1990 - Z. Fremskridtspartiet";"FV1990 - Ø. Enhedslisten";"FV1990 - 1. Uden for partierne";"FV1990 - 2. Uden for partierne"
"749004";"749004";"89";"15";"3";"367";"301";"3";"0";"298";"88";"6";"45";"7";"1";"26";"0";"-";"2";"11";"67";"40";"3";"2";"-"
"751001";"751001";"82";"15";"3";"10339";"8771";"29";"4";"8738";"2632";"421";"1358";"266";"49";"1369";"117";"-";"65";"141";"1279";"339";"383";"319";"-"
"751002";"751002";"82";"15";"3";"8441";"7014";"35";"9";"6970";"2838";"245";"908";"230";"37";"840";"61";"-";"70";"114";"938";"307";"181";"201";"-"
"751003";"751003";"82";"15";"3";"5657";"4812";"29";"6";"4777";"1906";"197";"649";"273";"40";"579";"44";"-";"39";"66";"589";"215";"83";"97";"-"
"751004";"751004";"82";"15";"3";"4369";"3734";"18";"3";"3713";"1276";"146";"577";"171";"40";"412";"41";"-";"26";"116";"553";"195";"72";"88";"-"
"751006";"751006";"82";"15";"3";"5290";"4612";"13";"8";"4591";"2052";"124";"571";"309";"21";"371";"20";"-";"58";"80";"600";"238";"40";"107";"-"
"751007";"751007";"83";"15";"3";"5539";"4818";"25";"8";"4785";"1845";"163";"741";"212";"29";"513";"33";"-";"18";"62";"674";"249";"131";"115";"-"
"751009";"751009";"82";"15";"3";"2918";"2523";"16";"6";"2501";"776";"131";"371";"144";"14";"283";"30";"-";"20";"43";"470";"102";"41";"76";"-"
"751011";"751011";"82";"15";"3";"2272";"1958";"6";"2";"1950";"683";"67";"248";"94";"14";"194";"19";"-";"6";"36";"392";"87";"35";"75";"-"
"751012";"751012";"82";"15";"3";"2553";"2250";"11";"1";"2238";"738";"90";"298";"104";"27";"292";"17";"-";"10";"45";"354";"133";"62";"68";"-"
"751013";"751013";"82";"15";"3";"3229";"2792";"15";"4";"2773";"879";"109";"367";"163";"14";"214";"20";"-";"18";"20";"673";"199";"34";"63";"-"
"751016";"751016";"83";"15";"3";"364";"321";"1";"0";"320";"90";"3";"46";"7";"2";"33";"7";"-";"8";"2";"71";"27";"17";"7";"-"
"751018";"751018";"83";"15";"3";"3294";"2848";"18";"2";"2828";"1118";"91";"379";"224";"11";"239";"24";"-";"30";"34";"425";"158";"28";"67";"-"
"751019";"751019";"83";"15";"3";"2117";"1840";"7";"5";"1828";"621";"73";"222";"84";"8";"248";"7";"-";"11";"28";"296";"101";"81";"48";"-"
"751021";"751021";"80";"15";"3";"9510";"7571";"52";"10";"7509";"2098";"386";"917";"188";"37";"1588";"116";"-";"57";"112";"1000";"207";"420";"383";"-"
"751022";"751022";"83";"15";"3";"3104";"2744";"10";"2";"2732";"868";"131";"356";"146";"22";"356";"27";"-";"15";"50";"398";"181";"93";"89";"-"
"751023";"751023";"83";"15";"3";"4801";"4150";"23";"10";"4117";"1510";"171";"544";"169";"26";"501";"38";"-";"59";"106";"613";"191";"93";"96";"-"
"751025";"751025";"83";"15";"3";"5577";"4481";"21";"3";"4457";"2029";"157";"370";"114";"21";"601";"52";"-";"70";"99";"411";"231";"135";"167";"-"
"751026";"751026";"83";"15";"3";"4901";"4228";"19";"4";"4205";"1458";"187";"504";"237";"22";"509";"36";"-";"34";"67";"713";"182";"133";"123";"-"
"751030";"751030";"83";"15";"3";"2680";"2330";"8";"3";"2319";"784";"77";"302";"145";"11";"183";"18";"-";"8";"26";"493";"165";"39";"68";"-"
"751031";"751031";"83";"15";"3";"505";"454";"0";"0";"454";"155";"17";"29";"13";"5";"49";"6";"-";"4";"17";"101";"30";"9";"19";"-"
"751033";"751033";"83";"15";"3";"1158";"996";"6";"1";"989";"360";"43";"140";"63";"6";"70";"3";"-";"10";"7";"183";"75";"12";"17";"-"
"751034";"751034";"83";"15";"3";"496";"426";"7";"1";"418";"149";"11";"47";"22";"2";"38";"4";"-";"5";"7";"79";"32";"5";"17";"-"
"751041";"751041";"80";"15";"3";"11424";"9616";"66";"13";"9537";"2905";"503";"914";"214";"59";"2262";"159";"-";"72";"133";"1008";"214";"668";"426";"-"
"751042";"751042";"81";"15";"3";"16419";"13657";"61";"19";"13577";"5777";"566";"1251";"395";"79";"2232";"172";"-";"117";"291";"1366";"432";"529";"370";"-"
"751043";"751043";"81";"15";"3";"8241";"6804";"31";"17";"6756";"3043";"308";"662";"200";"48";"937";"75";"-";"75";"122";"697";"241";"180";"168";"-"
"751044";"751044";"81";"15";"3";"1031";"807";"3";"2";"802";"305";"22";"84";"27";"9";"106";"7";"-";"12";"15";"113";"46";"28";"28";"-"
"751045";"751045";"80";"15";"3";"7493";"6629";"39";"14";"6576";"1568";"394";"1331";"345";"43";"651";"62";"-";"25";"129";"1482";"286";"140";"120";"-"
"751047";"751047";"81";"15";"3";"5865";"4999";"33";"6";"4960";"1811";"190";"751";"273";"28";"441";"32";"-";"36";"107";"827";"282";"48";"134";"-"
"751048";"751048";"80";"15";"3";"1712";"1465";"7";"1";"1457";"549";"59";"144";"63";"6";"206";"11";"-";"18";"15";"223";"79";"41";"43";"-"
"751049";"751049";"80";"15";"3";"3569";"3131";"12";"4";"3115";"861";"134";"649";"193";"13";"235";"23";"-";"25";"49";"639";"181";"42";"71";"-"
"751050";"751050";"80";"15";"3";"2603";"2237";"8";"3";"2226";"567";"66";"415";"145";"14";"138";"15";"-";"16";"29";"568";"164";"36";"53";"-"
"751051";"751051";"80";"15";"3";"3899";"3321";"14";"5";"3302";"986";"141";"576";"245";"18";"238";"23";"-";"28";"37";"698";"201";"33";"78";"-"
"751053";"751053";"81";"15";"3";"1839";"1489";"4";"2";"1483";"648";"29";"140";"84";"4";"166";"7";"-";"13";"16";"187";"126";"24";"39";"-"
"751055";"751055";"81";"15";"3";"544";"482";"5";"0";"477";"141";"19";"58";"24";"1";"38";"4";"-";"12";"10";"117";"34";"9";"10";"-"
"751056";"751056";"81";"15";"3";"1361";"1174";"4";"0";"1170";"327";"34";"109";"56";"10";"116";"13";"-";"13";"14";"339";"97";"13";"29";"-"
"751061";"751061";"80";"15";"3";"5848";"4860";"28";"7";"4825";"1837";"246";"500";"156";"29";"765";"47";"-";"24";"101";"630";"169";"164";"157";"-"
"751062";"751062";"83";"15";"3";"2904";"2369";"12";"1";"2356";"1308";"48";"191";"63";"13";"234";"12";"-";"39";"25";"223";"104";"40";"56";"-"
"751063";"751063";"81";"15";"3";"8845";"7251";"33";"16";"7202";"3423";"232";"578";"251";"46";"944";"71";"-";"80";"123";"756";"278";"239";"181";"-"
"751064";"751064";"83";"15";"3";"5150";"4331";"21";"6";"4304";"1864";"113";"374";"164";"24";"716";"37";"-";"53";"70";"417";"205";"140";"127";"-"
"751065";"751065";"80";"15";"3";"4979";"4375";"21";"5";"4349";"1331";"217";"625";"218";"30";"636";"44";"-";"28";"71";"694";"190";"139";"126";"-"
"751066";"751066";"82";"15";"3";"3693";"3226";"6";"3";"3217";"585";"168";"727";"159";"23";"238";"22";"-";"14";"61";"982";"143";"36";"59";"-"
"751101";"751101";"83";"15";"3";"7698";"6303";"29";"10";"6264";"2684";"185";"727";"299";"54";"682";"49";"-";"52";"102";"792";"360";"108";"170";"-"
"751102";"751102";"82";"15";"3";"442";"378";"3";"0";"375";"106";"13";"53";"21";"0";"37";"4";"-";"3";"2";"82";"30";"12";"12";"-"
"751103";"751103";"83";"15";"3";"4873";"4300";"26";"2";"4272";"1312";"204";"701";"265";"36";"389";"46";"-";"25";"76";"807";"246";"77";"88";"-"
"751105";"751105";"83";"15";"3";"3913";"3250";"14";"4";"3232";"1512";"89";"301";"149";"17";"280";"24";"-";"30";"63";"433";"204";"42";"88";"-"
"761001";"761001";"94";"16";"3";"3972";"3250";"30";"5";"3215";"967";"138";"518";"166";"14";"158";"22";"1";"31";"165";"761";"256";"18";"-";"-"
"761002";"761002";"94";"16";"3";"1473";"1230";"12";"2";"1216";"533";"29";"154";"57";"3";"46";"7";"2";"19";"41";"190";"130";"5";"-";"-"
"761003";"761003";"94";"16";"3";"243";"199";"1";"1";"197";"54";"14";"18";"2";"3";"8";"0";"0";"0";"6";"68";"18";"6";"-";"-"
"761004";"761004";"94";"16";"3";"280";"236";"1";"2";"233";"59";"10";"25";"5";"1";"9";"0";"0";"5";"12";"81";"26";"0";"-";"-"
"761005";"761005";"94";"16";"3";"416";"356";"0";"0";"356";"80";"23";"37";"7";"1";"12";"1";"0";"5";"23";"116";"50";"1";"-";"-"
"761006";"761006";"94";"16";"3";"758";"644";"4";"1";"639";"161";"36";"74";"31";"4";"21";"1";"0";"11";"48";"197";"54";"1";"-";"-"
"761007";"761007";"94";"16";"3";"614";"486";"5";"2";"479";"123";"21";"68";"23";"3";"14";"2";"0";"9";"14";"133";"68";"1";"-";"-"
"761008";"761008";"94";"16";"3";"401";"323";"1";"1";"321";"101";"13";"27";"10";"1";"13";"6";"0";"3";"12";"89";"43";"3";"-";"-"
"761009";"761009";"94";"16";"3";"1432";"1206";"13";"3";"1190";"406";"51";"163";"64";"6";"46";"3";"3";"11";"45";"275";"114";"3";"-";"-"
"761010";"761010";"94";"16";"3";"422";"345";"1";"0";"344";"74";"8";"33";"12";"1";"25";"1";"0";"5";"44";"109";"32";"0";"-";"-"
"763001";"763001";"92";"16";"3";"2242";"1896";"23";"5";"1868";"578";"132";"294";"65";"4";"89";"2";"1";"22";"52";"426";"192";"11";"-";"-"
"763002";"763002";"92";"16";"3";"1793";"1501";"15";"2";"1484";"378";"115";"197";"53";"9";"72";"4";"0";"11";"28";"435";"176";"6";"-";"-"
"763003";"763003";"92";"16";"3";"1846";"1560";"13";"3";"1544";"506";"100";"211";"65";"7";"62";"5";"1";"28";"20";"379";"152";"8";"-";"-"
"765001";"765001";"90";"16";"3";"1792";"1353";"6";"2";"1345";"511";"18";"212";"47";"3";"35";"2";"0";"29";"33";"272";"177";"6";"-";"-"
"765002";"765002";"90";"16";"3";"738";"593";"0";"2";"591";"174";"7";"101";"20";"3";"10";"4";"0";"7";"26";"152";"82";"5";"-";"-"
"765003";"765003";"90";"16";"3";"147";"114";"1";"0";"113";"25";"0";"17";"2";"1";"4";"0";"0";"3";"3";"36";"20";"2";"-";"-"
"765004";"765004";"90";"16";"3";"536";"458";"2";"0";"456";"133";"18";"70";"18";"4";"44";"4";"0";"2";"31";"98";"33";"1";"-";"-"
"765006";"765006";"90";"16";"3";"255";"212";"1";"0";"211";"62";"12";"23";"14";"0";"18";"2";"0";"4";"8";"48";"16";"4";"-";"-"
"765105";"765105";"90";"16";"3";"856";"702";"9";"2";"691";"224";"13";"85";"27";"6";"50";"3";"0";"7";"36";"159";"71";"10";"-";"-"
"767101";"767101";"94";"16";"3";"432";"367";"2";"0";"365";"127";"23";"35";"22";"1";"18";"3";"0";"6";"20";"74";"36";"0";"-";"-"
"767102";"767102";"94";"16";"3";"287";"256";"0";"0";"256";"71";"13";"19";"9";"1";"14";"3";"0";"5";"10";"85";"26";"0";"-";"-"
"767103";"767103";"94";"16";"3";"308";"257";"3";"1";"253";"77";"8";"26";"12";"3";"9";"2";"0";"10";"4";"60";"41";"1";"-";"-"
"767104";"767104";"94";"16";"3";"278";"236";"2";"0";"234";"70";"6";"41";"9";"0";"10";"4";"0";"4";"5";"63";"22";"0";"-";"-"
"767105";"767105";"94";"16";"3";"144";"116";"1";"0";"115";"27";"5";"13";"2";"0";"7";"1";"0";"0";"5";"40";"14";"1";"-";"-"
"767106";"767106";"94";"16";"3";"1127";"931";"12";"0";"919";"354";"32";"124";"42";"7";"47";"2";"2";"5";"34";"181";"83";"6";"-";"-"
"767107";"767107";"94";"16";"3";"1548";"1308";"16";"0";"1292";"549";"50";"173";"77";"2";"61";"8";"0";"13";"29";"208";"117";"5";"-";"-"
"767108";"767108";"94";"16";"3";"306";"261";"0";"0";"261";"55";"13";"36";"8";"0";"10";"2";"0";"3";"8";"100";"24";"2";"-";"-"
"767109";"767109";"94";"16";"3";"427";"356";"3";"1";"352";"95";"13";"28";"12";"1";"26";"1";"0";"8";"3";"122";"38";"5";"-";"-"
"767110";"767110";"94";"16";"3";"161";"132";"3";"0";"129";"34";"5";"13";"9";"3";"3";"0";"1";"2";"2";"41";"16";"0";"-";"-"
"769001";"769001";"94";"16";"3";"492";"401";"1";"0";"400";"142";"14";"43";"13";"4";"31";"3";"0";"5";"15";"103";"26";"1";"-";"-"
"769002";"769002";"94";"16";"3";"1863";"1601";"11";"1";"1589";"528";"54";"191";"66";"11";"41";"5";"0";"15";"77";"403";"195";"3";"-";"-"
"769003";"769003";"94";"16";"3";"1798";"1537";"15";"2";"1520";"508";"44";"259";"80";"7";"31";"7";"0";"15";"44";"365";"159";"1";"-";"-"
"769004";"769004";"94";"16";"3";"811";"671";"11";"0";"660";"232";"11";"119";"51";"1";"15";"3";"0";"5";"26";"125";"69";"3";"-";"-"
"771001";"771001";"94";"16";"3";"1770";"1531";"11";"2";"1518";"412";"61";"247";"66";"5";"52";"8";"0";"13";"101";"379";"163";"11";"-";"-"
"771002";"771002";"94";"16";"3";"462";"408";"1";"0";"407";"104";"18";"31";"10";"3";"31";"5";"0";"8";"31";"114";"50";"2";"-";"-"
"771003";"771003";"94";"16";"3";"3259";"2740";"32";"3";"2705";"851";"148";"508";"128";"12";"98";"8";"1";"23";"105";"546";"267";"10";"-";"-"
"771004";"771004";"94";"16";"3";"456";"410";"4";"0";"406";"94";"18";"41";"8";"0";"12";"0";"0";"9";"49";"138";"35";"2";"-";"-"
"771005";"771005";"94";"16";"3";"862";"712";"5";"0";"707";"201";"23";"77";"39";"4";"24";"4";"0";"13";"23";"200";"95";"4";"-";"-"
"771006";"771006";"94";"16";"3";"1714";"1429";"13";"1";"1415";"326";"61";"169";"47";"6";"50";"4";"0";"27";"58";"441";"220";"6";"-";"-"
"771007";"771007";"94";"16";"3";"1020";"877";"7";"0";"870";"175";"37";"93";"25";"4";"29";"3";"0";"10";"85";"287";"113";"9";"-";"-"
"771008";"771008";"94";"16";"3";"531";"433";"7";"0";"426";"91";"15";"47";"18";"2";"16";"0";"1";"5";"26";"144";"57";"4";"-";"-"
"773001";"773001";"91";"16";"3";"896";"758";"2";"0";"756";"306";"17";"41";"9";"5";"24";"1";"0";"9";"54";"125";"163";"2";"-";"-"
"773002";"773002";"91";"16";"3";"680";"580";"1";"0";"579";"207";"33";"29";"8";"5";"26";"3";"0";"7";"2";"87";"163";"9";"-";"-"
"773003";"773003";"91";"16";"3";"329";"291";"2";"0";"289";"57";"12";"16";"9";"5";"14";"0";"0";"7";"4";"76";"86";"3";"-";"-"
"773004";"773004";"91";"16";"3";"504";"455";"1";"0";"454";"189";"14";"50";"16";"1";"21";"2";"0";"2";"8";"73";"73";"5";"-";"-"
"773005";"773005";"91";"16";"3";"433";"366";"0";"0";"366";"116";"10";"27";"5";"4";"20";"1";"0";"5";"4";"85";"88";"1";"-";"-"
"773006";"773006";"91";"16";"3";"380";"324";"2";"0";"322";"78";"9";"24";"12";"5";"29";"6";"0";"2";"4";"76";"73";"4";"-";"-"
"773007";"773007";"91";"16";"3";"780";"647";"2";"3";"642";"188";"14";"43";"11";"2";"22";"3";"0";"5";"10";"189";"151";"4";"-";"-"
"773008";"773008";"91";"16";"3";"590";"493";"0";"0";"493";"173";"10";"31";"13";"2";"21";"5";"0";"3";"6";"114";"115";"0";"-";"-"
"773009";"773009";"91";"16";"3";"779";"688";"2";"0";"686";"198";"21";"48";"11";"1";"23";"3";"0";"6";"19";"174";"180";"2";"-";"-"
"773010";"773010";"91";"16";"3";"576";"504";"2";"0";"502";"143";"4";"45";"8";"2";"16";"3";"0";"2";"23";"122";"134";"0";"-";"-"
"773011";"773011";"91";"16";"3";"595";"515";"0";"2";"513";"160";"21";"25";"15";"2";"10";"2";"0";"6";"12";"131";"126";"3";"-";"-"
"773012";"773012";"91";"16";"3";"705";"635";"4";"0";"631";"160";"17";"58";"21";"1";"21";"2";"0";"6";"23";"142";"180";"0";"-";"-"
"773013";"773013";"91";"16";"3";"723";"612";"4";"0";"608";"157";"27";"29";"14";"2";"17";"2";"1";"4";"28";"153";"171";"3";"-";"-"
"773014";"773014";"91";"16";"3";"866";"750";"4";"1";"745";"208";"13";"54";"19";"1";"23";"3";"0";"9";"20";"198";"193";"4";"-";"-"
"773015";"773015";"91";"16";"3";"597";"518";"6";"0";"512";"135";"7";"23";"10";"1";"17";"4";"0";"12";"31";"110";"160";"2";"-";"-"
"773016";"773016";"91";"16";"3";"597";"502";"2";"1";"499";"143";"14";"37";"6";"2";"20";"1";"0";"13";"33";"103";"124";"3";"-";"-"
"773017";"773017";"91";"16";"3";"744";"640";"1";"1";"638";"210";"18";"39";"15";"2";"16";"2";"1";"12";"35";"115";"173";"0";"-";"-"
"773018";"773018";"91";"16";"3";"7572";"6312";"36";"11";"6265";"3043";"164";"741";"203";"13";"316";"17";"3";"59";"169";"688";"834";"15";"-";"-"
"775001";"775001";"93";"16";"3";"602";"510";"4";"0";"506";"119";"6";"55";"13";"3";"15";"5";"0";"12";"9";"198";"66";"5";"-";"-"
"775002";"775002";"93";"16";"3";"758";"641";"2";"0";"639";"150";"14";"89";"19";"3";"24";"2";"0";"7";"33";"216";"81";"1";"-";"-"
"775003";"775003";"93";"16";"3";"496";"423";"1";"0";"422";"88";"11";"34";"10";"2";"17";"1";"0";"3";"10";"198";"47";"1";"-";"-"
"775004";"775004";"93";"16";"3";"1532";"1287";"13";"1";"1273";"317";"28";"179";"42";"5";"33";"6";"0";"14";"76";"405";"164";"4";"-";"-"
"775005";"775005";"93";"16";"3";"1418";"1217";"8";"3";"1206";"384";"23";"170";"27";"4";"63";"6";"1";"12";"25";"406";"81";"4";"-";"-"
"775006";"775006";"93";"16";"3";"698";"606";"3";"1";"602";"149";"16";"78";"15";"0";"14";"4";"0";"6";"27";"200";"92";"1";"-";"-"
"777001";"777001";"92";"16";"3";"1384";"1154";"9";"2";"1143";"469";"65";"163";"33";"2";"57";"3";"0";"9";"24";"184";"131";"3";"-";"-"
"777002";"777002";"92";"16";"3";"1327";"1117";"5";"3";"1109";"342";"92";"163";"42";"4";"32";"1";"0";"11";"75";"241";"106";"0";"-";"-"
"777003";"777003";"92";"16";"3";"1306";"1080";"6";"2";"1072";"420";"69";"122";"40";"10";"27";"1";"0";"12";"20";"240";"111";"0";"-";"-"
"777004";"777004";"92";"16";"3";"578";"494";"3";"0";"491";"123";"31";"70";"11";"1";"27";"4";"2";"2";"5";"148";"65";"2";"-";"-"
"779005";"779005";"92";"16";"3";"1032";"905";"5";"1";"899";"206";"72";"93";"29";"3";"29";"4";"0";"5";"15";"312";"129";"2";"-";"-"
"779006";"779006";"92";"16";"3";"666";"591";"5";"1";"585";"191";"46";"77";"20";"1";"20";"5";"0";"8";"33";"103";"80";"1";"-";"-"
"779007";"779007";"92";"16";"3";"779";"645";"4";"1";"640";"208";"50";"101";"21";"4";"30";"1";"0";"13";"10";"123";"75";"4";"-";"-"
"779101";"779101";"92";"16";"3";"1398";"1156";"9";"1";"1146";"479";"57";"196";"33";"4";"128";"9";"0";"15";"20";"140";"61";"4";"-";"-"
"779102";"779102";"92";"16";"3";"1397";"1171";"3";"0";"1168";"521";"52";"225";"40";"1";"111";"2";"0";"11";"38";"102";"57";"8";"-";"-"
"779103";"779103";"92";"16";"3";"1397";"1151";"6";"2";"1143";"614";"42";"139";"35";"1";"83";"2";"0";"9";"32";"101";"76";"9";"-";"-"
"779104";"779104";"92";"16";"3";"1396";"1163";"7";"1";"1155";"527";"47";"191";"34";"3";"102";"7";"0";"11";"25";"123";"75";"10";"-";"-"
"779105";"779105";"92";"16";"3";"1397";"1164";"8";"2";"1154";"461";"75";"227";"41";"3";"85";"8";"0";"20";"24";"140";"60";"10";"-";"-"
"779106";"779106";"92";"16";"3";"1394";"1164";"5";"1";"1158";"533";"63";"205";"46";"6";"74";"4";"0";"7";"21";"125";"65";"9";"-";"-"
"779107";"779107";"92";"16";"3";"1396";"1141";"11";"1";"1129";"454";"65";"178";"64";"9";"88";"6";"0";"10";"11";"147";"92";"5";"-";"-"
"779108";"779108";"92";"16";"3";"1397";"1192";"9";"2";"1181";"526";"52";"203";"49";"3";"98";"5";"1";"9";"22";"140";"62";"11";"-";"-"
"779109";"779109";"92";"16";"3";"1393";"1146";"4";"2";"1140";"482";"51";"246";"26";"12";"69";"7";"0";"11";"32";"125";"77";"2";"-";"-"
"779112";"779112";"92";"16";"3";"1397";"1124";"4";"3";"1117";"481";"44";"199";"54";"2";"86";"2";"0";"11";"37";"133";"61";"7";"-";"-"
"779113";"779113";"92";"16";"3";"1400";"1139";"10";"1";"1128";"483";"44";"229";"32";"2";"86";"7";"1";"13";"30";"135";"61";"5";"-";"-"
"779115";"779115";"92";"16";"3";"944";"822";"3";"0";"819";"324";"42";"164";"35";"4";"29";"2";"0";"7";"5";"120";"84";"3";"-";"-"
"779116";"779116";"92";"16";"3";"946";"830";"1";"0";"829";"313";"39";"143";"28";"2";"42";"4";"0";"11";"14";"147";"85";"1";"-";"-"
"779117";"779117";"92";"16";"3";"946";"779";"3";"3";"773";"285";"52";"119";"15";"3";"30";"0";"1";"4";"15";"158";"90";"1";"-";"-"
"781001";"781001";"92";"16";"3";"1057";"919";"10";"2";"907";"344";"107";"130";"22";"3";"51";"1";"0";"9";"14";"162";"64";"0";"-";"-"
"781002";"781002";"92";"16";"3";"463";"390";"0";"0";"390";"114";"33";"56";"9";"0";"12";"0";"0";"5";"4";"104";"52";"1";"-";"-"
"781004";"781004";"92";"16";"3";"683";"590";"6";"0";"584";"226";"44";"46";"24";"4";"32";"0";"1";"5";"8";"145";"45";"4";"-";"-"
"781005";"781005";"92";"16";"3";"291";"268";"2";"0";"266";"69";"19";"36";"9";"0";"11";"1";"0";"1";"0";"95";"24";"1";"-";"-"
"781006";"781006";"92";"16";"3";"839";"705";"8";"1";"696";"259";"93";"62";"17";"3";"33";"3";"0";"12";"13";"124";"71";"6";"-";"-"
"781008";"781008";"92";"16";"3";"588";"504";"3";"0";"501";"176";"49";"64";"15";"1";"28";"2";"0";"5";"26";"102";"31";"2";"-";"-"
"781009";"781009";"92";"16";"3";"745";"651";"4";"0";"647";"243";"55";"71";"24";"1";"40";"1";"2";"3";"4";"145";"57";"1";"-";"-"
"781010";"781010";"92";"16";"3";"1137";"997";"7";"2";"988";"366";"99";"136";"27";"1";"35";"5";"0";"10";"41";"193";"72";"3";"-";"-"
"783001";"783001";"92";"16";"3";"822";"683";"1";"1";"681";"146";"41";"118";"19";"8";"25";"2";"0";"5";"82";"130";"102";"3";"-";"-"
"783002";"783002";"92";"16";"3";"852";"728";"6";"2";"720";"237";"69";"76";"18";"1";"36";"2";"0";"7";"48";"148";"71";"7";"-";"-"
"783003";"783003";"92";"16";"3";"612";"510";"6";"0";"504";"171";"56";"36";"12";"1";"36";"1";"0";"9";"7";"119";"52";"4";"-";"-"
"783004";"783004";"92";"16";"3";"338";"304";"1";"1";"302";"74";"33";"29";"21";"0";"15";"0";"0";"1";"7";"84";"32";"6";"-";"-"
"783005";"783005";"92";"16";"3";"1196";"1019";"9";"0";"1010";"342";"88";"126";"31";"4";"45";"5";"0";"12";"21";"236";"95";"5";"-";"-"
"783006";"783006";"92";"16";"3";"1377";"1151";"4";"3";"1144";"480";"68";"162";"38";"4";"52";"5";"1";"11";"20";"211";"90";"2";"-";"-"
"785001";"785001";"90";"16";"3";"1972";"1603";"8";"1";"1594";"405";"38";"286";"43";"13";"49";"4";"0";"14";"141";"343";"249";"9";"-";"-"
"785002";"785002";"90";"16";"3";"2692";"2251";"12";"3";"2236";"648";"42";"618";"81";"16";"57";"3";"0";"26";"169";"358";"209";"9";"-";"-"
"785003";"785003";"90";"16";"3";"1541";"1326";"11";"0";"1315";"372";"40";"234";"34";"8";"59";"4";"0";"14";"106";"256";"181";"7";"-";"-"
"785004";"785004";"90";"16";"3";"1726";"1465";"12";"1";"1452";"423";"19";"265";"41";"7";"41";"3";"0";"13";"170";"268";"199";"3";"-";"-"
"785005";"785005";"90";"16";"3";"1186";"1024";"3";"5";"1016";"227";"28";"163";"46";"10";"52";"9";"0";"17";"102";"208";"153";"1";"-";"-"
"787001";"787001";"90";"16";"3";"7042";"5682";"35";"9";"5638";"2584";"136";"845";"168";"25";"330";"27";"1";"63";"239";"794";"387";"39";"-";"-"
"787002";"787002";"90";"16";"3";"1001";"848";"9";"1";"838";"291";"20";"110";"24";"2";"32";"4";"0";"5";"101";"138";"111";"0";"-";"-"
"787003";"787003";"90";"16";"3";"845";"732";"6";"0";"726";"185";"8";"94";"22";"9";"42";"7";"0";"1";"52";"212";"92";"2";"-";"-"
"787004";"787004";"90";"16";"3";"898";"733";"4";"3";"726";"219";"25";"108";"29";"5";"36";"3";"0";"11";"62";"114";"97";"17";"-";"-"
"787005";"787005";"90";"16";"3";"584";"452";"1";"3";"448";"191";"6";"40";"10";"2";"22";"0";"0";"11";"10";"89";"63";"4";"-";"-"
"787006";"787006";"90";"16";"3";"1284";"1118";"2";"0";"1116";"302";"29";"190";"36";"9";"30";"5";"0";"3";"129";"257";"124";"2";"-";"-"
"787007";"787007";"90";"16";"3";"913";"784";"5";"1";"778";"200";"31";"140";"28";"4";"40";"3";"0";"6";"29";"228";"67";"2";"-";"-"
"787008";"787008";"90";"16";"3";"1116";"952";"8";"1";"943";"264";"37";"126";"35";"7";"49";"3";"0";"15";"30";"228";"135";"14";"-";"-"
"787009";"787009";"90";"16";"3";"562";"484";"1";"2";"481";"104";"13";"71";"14";"0";"22";"1";"0";"6";"57";"89";"103";"1";"-";"-"
"787010";"787010";"90";"16";"3";"1746";"1457";"4";"3";"1450";"538";"26";"186";"55";"14";"51";"5";"0";"27";"95";"245";"199";"9";"-";"-"
"787011";"787011";"90";"16";"3";"350";"302";"2";"1";"299";"54";"10";"43";"11";"0";"19";"2";"0";"4";"30";"61";"58";"7";"-";"-"
"787012";"787012";"90";"16";"3";"3188";"2741";"11";"7";"2723";"979";"85";"515";"90";"22";"117";"6";"0";"20";"145";"487";"238";"19";"-";"-"
"787013";"787013";"90";"16";"3";"344";"284";"1";"1";"282";"67";"9";"42";"7";"3";"25";"1";"0";"1";"41";"42";"38";"6";"-";"-"
"787014";"787014";"90";"16";"3";"508";"446";"2";"1";"443";"91";"12";"68";"16";"2";"11";"5";"0";"1";"39";"136";"56";"6";"-";"-"
"787015";"787015";"90";"16";"3";"1035";"847";"3";"5";"839";"253";"23";"94";"33";"9";"41";"2";"1";"12";"30";"218";"93";"30";"-";"-"
"787016";"787016";"90";"16";"3";"948";"785";"3";"2";"780";"222";"15";"75";"17";"9";"31";"1";"0";"5";"20";"250";"132";"3";"-";"-"
"789001";"789001";"93";"16";"3";"715";"613";"2";"1";"610";"199";"29";"75";"31";"5";"21";"2";"0";"3";"24";"183";"34";"4";"-";"-"
"789002";"789002";"93";"16";"3";"316";"272";"0";"0";"272";"77";"7";"24";"7";"0";"8";"2";"0";"1";"5";"109";"30";"2";"-";"-"
"789003";"789003";"93";"16";"3";"396";"345";"2";"0";"343";"108";"11";"33";"7";"2";"22";"4";"0";"0";"5";"112";"31";"8";"-";"-"
