"ValgId";"Storkreds Nr";"Parti";"Orden";"KandidatNavn";"PostNr";"By";"Erhverv";"Fødselsdag"
"152";"1";"A";"1";"Niels Andersen";"0";"";"";"0"
"152";"1";"A";"2";"Knud Heinesen";"0";"";"";"0"
"152";"1";"A";"3";"Tove Lindbo Larsen";"0";"";"";"0"
"152";"1";"A";"4";"Niels Mikkelsen";"0";"";"";"0"
"152";"1";"A";"5";"Preben Steen Nielsen";"0";"";"";"0"
"152";"1";"B";"1";"Elisabeth Arnold";"0";"";"";"0"
"152";"1";"B";"2";"Frede Helstrup";"0";"";"";"0"
"152";"1";"B";"3";"Birger Nielsen";"0";"";"";"0"
"152";"1";"B";"4";"Kirsten Petersen";"0";"";"";"0"
"152";"1";"C";"1";"Hans Thustrup Hansen";"0";"";"";"0"
"152";"1";"C";"2";"Agnete Laustsen";"0";"";"";"0"
"152";"1";"C";"3";"Anne Birgitte Lundholt";"0";"";"";"0"
"152";"1";"C";"4";"Aage Schwarz";"0";"";"";"0"
"152";"1";"C";"5";"Mogens Schäffer";"0";"";"";"0"
"152";"1";"E";"1";"Arne Bruun Nielsen";"0";"";"";"0"
"152";"1";"E";"2";"Poul Dan Nielsen";"0";"";"";"0"
"152";"1";"E";"3";"Herluf Olsson";"0";"";"";"0"
"152";"1";"E";"4";"Jens-J. Rasmussen";"0";"";"";"0"
"152";"1";"F";"1";"Kjeld Rahbæk Møller";"0";"";"";"0"
"152";"1";"F";"2";"P. René Andersen";"0";"";"";"0"
"152";"1";"F";"3";"Jens Kragh";"0";"";"";"0"
"152";"1";"F";"4";"Kuno Jacobsen";"0";"";"";"0"
"152";"1";"F";"5";"Elisabeth Bjerring Sørensen";"0";"";"";"0"
"152";"1";"K";"1";"Ib Nørlund";"0";"";"";"0"
"152";"1";"K";"2";"Bodil Emanuel";"0";"";"";"0"
"152";"1";"K";"3";"Janni Milsted";"0";"";"";"0"
"152";"1";"K";"4";"Sven Wrønding";"0";"";"";"0"
