"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2015 - Stemmeberettigede";"FV2015 - Afgivne stemmer";"FV2015 - Blanke stemmer";"FV2015 - Andre ugyldige stemmer";"FV2015 - Gyldige stemmer";"FV2015 - A. Socialdemokratiet";"FV2015 - B. Radikale Venstre";"FV2015 - C. Det Konservative Folkeparti";"FV2015 - F. SF - Socialistisk Folkeparti";"FV2015 - I. Liberal Alliance";"FV2015 - K. Kristendemokraterne";"FV2015 - O. Dansk Folkeparti";"FV2015 - V. Venstre, Danmarks Liberale Parti";"FV2015 - Ø. Enhedslisten - De Rød-Grønne";"FV2015 - Å. Alternativet";"FV2015 - 1. Uden for partierne";"FV2015 - 2. Uden for partierne";"FV2015 - 3. Uden for partierne";"FV2015 - 4. Uden for partierne"
"210003";"210003";"22";"3";"1";"3498";"3080";"29";"5";"3046";"608";"288";"183";"126";"381";"7";"439";"617";"192";"201";"2";"2";"-";"-"
"210004";"210004";"22";"3";"1";"3524";"3147";"28";"2";"3117";"705";"276";"134";"178";"306";"8";"591";"480";"251";"187";"1";"0";"-";"-"
"210005";"210005";"22";"3";"1";"3235";"2745";"13";"4";"2728";"599";"199";"160";"116";"325";"7";"426";"545";"218";"128";"3";"2";"-";"-"
"210006";"210006";"22";"3";"1";"3411";"2890";"15";"12";"2863";"593";"148";"162";"94";"289";"24";"655";"670";"158";"69";"1";"0";"-";"-"
"210007";"210007";"22";"3";"1";"2895";"2562";"14";"4";"2544";"572";"144";"117";"134";"227";"7";"543";"490";"189";"120";"1";"0";"-";"-"
"210008";"210008";"22";"3";"1";"859";"801";"4";"2";"795";"103";"36";"47";"22";"171";"6";"132";"210";"29";"39";"0";"0";"-";"-"
"210009";"210009";"22";"3";"1";"2663";"2245";"13";"2";"2230";"570";"194";"107";"108";"190";"15";"339";"419";"182";"106";"0";"0";"-";"-"
"217001";"217001";"21";"3";"1";"9620";"7811";"62";"32";"7717";"2082";"367";"441";"393";"606";"31";"1552";"840";"852";"552";"1";"0";"-";"-"
"217002";"217002";"21";"3";"1";"7237";"5818";"45";"23";"5750";"1895";"176";"231";"257";"303";"24";"1476";"592";"581";"211";"3";"1";"-";"-"
"217003";"217003";"21";"3";"1";"5457";"4386";"22";"18";"4346";"1143";"193";"227";"206";"321";"15";"1087";"483";"447";"220";"4";"0";"-";"-"
"217004";"217004";"21";"3";"1";"4240";"3775";"22";"11";"3742";"852";"224";"263";"123";"467";"14";"716";"684";"214";"185";"0";"0";"-";"-"
"217005";"217005";"21";"3";"1";"3933";"3466";"31";"9";"3426";"773";"171";"240";"101";"381";"5";"726";"652";"209";"167";"0";"1";"-";"-"
"217006";"217006";"21";"3";"1";"1033";"930";"3";"5";"922";"177";"41";"68";"24";"113";"4";"232";"159";"49";"55";"0";"0";"-";"-"
"217007";"217007";"21";"3";"1";"1252";"1130";"6";"1";"1123";"194";"61";"75";"21";"153";"3";"281";"209";"68";"58";"0";"0";"-";"-"
"217008";"217008";"21";"3";"1";"860";"733";"9";"2";"722";"173";"32";"29";"26";"50";"14";"186";"122";"45";"45";"0";"0";"-";"-"
"217009";"217009";"21";"3";"1";"3624";"3235";"17";"8";"3210";"741";"212";"259";"112";"353";"8";"586";"529";"227";"183";"0";"0";"-";"-"
"217010";"217010";"21";"3";"1";"3305";"3020";"17";"9";"2994";"603";"279";"235";"115";"476";"14";"376";"535";"175";"185";"1";"0";"-";"-"
"217011";"217011";"21";"3";"1";"4902";"4347";"25";"5";"4317";"1055";"280";"320";"158";"467";"12";"801";"747";"257";"220";"0";"0";"-";"-"
"219001";"219001";"23";"3";"1";"6415";"5508";"42";"11";"5455";"1243";"400";"204";"293";"585";"79";"803";"1032";"497";"316";"3";"0";"-";"-"
"219002";"219002";"23";"3";"1";"4602";"4056";"24";"19";"4013";"1151";"279";"163";"187";"305";"72";"615";"784";"291";"165";"1";"0";"-";"-"
"219003";"219003";"23";"3";"1";"635";"579";"2";"0";"577";"136";"38";"27";"17";"100";"0";"92";"114";"31";"22";"0";"0";"-";"-"
"219004";"219004";"23";"3";"1";"1149";"1095";"7";"3";"1085";"257";"85";"49";"71";"126";"12";"115";"194";"93";"83";"0";"0";"-";"-"
"219005";"219005";"23";"3";"1";"1758";"1609";"6";"6";"1597";"320";"91";"58";"50";"170";"12";"334";"417";"71";"74";"0";"0";"-";"-"
"219006";"219006";"23";"3";"1";"3869";"3465";"28";"13";"3424";"826";"196";"130";"142";"349";"62";"561";"773";"226";"154";"4";"1";"-";"-"
"219007";"219007";"23";"3";"1";"1494";"1346";"10";"2";"1334";"300";"121";"79";"54";"163";"9";"166";"275";"54";"113";"0";"0";"-";"-"
"219008";"219008";"23";"3";"1";"806";"766";"6";"2";"758";"165";"81";"38";"36";"110";"4";"62";"165";"41";"56";"0";"0";"-";"-"
"219009";"219009";"23";"3";"1";"3154";"2858";"18";"12";"2828";"733";"169";"99";"158";"271";"71";"422";"544";"217";"144";"0";"0";"-";"-"
"219010";"219010";"23";"3";"1";"5053";"4253";"44";"11";"4198";"1108";"261";"187";"221";"320";"58";"791";"687";"375";"186";"0";"4";"-";"-"
"219011";"219011";"23";"3";"1";"1532";"1387";"14";"0";"1373";"250";"55";"44";"49";"106";"16";"371";"357";"71";"54";"0";"0";"-";"-"
"219012";"219012";"23";"3";"1";"2807";"2452";"16";"6";"2430";"500";"75";"111";"76";"242";"23";"572";"655";"99";"76";"1";"0";"-";"-"
"219013";"219013";"23";"3";"1";"950";"855";"8";"1";"846";"183";"35";"24";"31";"82";"5";"227";"188";"47";"24";"0";"0";"-";"-"
"219014";"219014";"23";"3";"1";"977";"915";"5";"1";"909";"176";"31";"25";"27";"90";"8";"214";"241";"56";"41";"0";"0";"-";"-"
"223001";"223001";"22";"3";"1";"4697";"4196";"30";"8";"4158";"624";"306";"409";"105";"717";"13";"610";"1107";"138";"128";"1";"0";"-";"-"
"223002";"223002";"22";"3";"1";"4826";"4366";"18";"9";"4339";"780";"298";"475";"105";"677";"9";"690";"1059";"130";"116";"0";"0";"-";"-"
"223003";"223003";"22";"3";"1";"3269";"3090";"16";"2";"3072";"258";"209";"345";"25";"945";"5";"204";"975";"37";"69";"0";"0";"-";"-"
"223004";"223004";"22";"3";"1";"324";"307";"0";"1";"306";"36";"18";"48";"2";"64";"2";"36";"83";"8";"9";"0";"0";"-";"-"
"223005";"223005";"22";"3";"1";"5031";"4454";"23";"14";"4417";"686";"288";"449";"75";"859";"9";"634";"1155";"139";"122";"1";"0";"-";"-"
"230001";"230001";"26";"3";"1";"4860";"4362";"31";"13";"4318";"908";"434";"288";"202";"556";"11";"553";"881";"250";"234";"0";"1";"-";"-"
"230003";"230003";"26";"3";"1";"4767";"4367";"16";"13";"4338";"625";"451";"344";"112";"996";"16";"389";"1063";"140";"201";"0";"1";"-";"-"
"230004";"230004";"26";"3";"1";"3812";"3381";"25";"13";"3343";"761";"238";"204";"109";"411";"10";"537";"725";"198";"150";"0";"0";"-";"-"
"230005";"230005";"26";"3";"1";"5234";"4694";"28";"13";"4653";"836";"504";"364";"145";"809";"11";"483";"956";"264";"278";"0";"3";"-";"-"
"230006";"230006";"26";"3";"1";"2471";"2306";"16";"6";"2284";"321";"240";"195";"50";"507";"5";"176";"601";"77";"112";"0";"0";"-";"-"
"230007";"230007";"26";"3";"1";"5675";"5126";"32";"19";"5075";"967";"575";"346";"198";"710";"16";"577";"1036";"369";"278";"0";"3";"-";"-"
"230008";"230008";"26";"3";"1";"3920";"3565";"23";"5";"3537";"541";"282";"275";"100";"724";"13";"407";"920";"153";"120";"0";"2";"-";"-"
"230009";"230009";"26";"3";"1";"2930";"2679";"15";"8";"2656";"292";"232";"233";"71";"665";"8";"177";"769";"82";"127";"0";"0";"-";"-"
"230010";"230010";"26";"3";"1";"5318";"4891";"20";"10";"4861";"550";"371";"442";"62";"1247";"15";"510";"1355";"144";"162";"1";"2";"-";"-"
"240001";"240001";"25";"3";"1";"865";"773";"5";"3";"765";"171";"37";"45";"35";"101";"0";"140";"155";"41";"39";"0";"1";"-";"-"
"240002";"240002";"25";"3";"1";"7126";"6566";"40";"18";"6508";"1673";"353";"310";"236";"730";"22";"1381";"1305";"311";"186";"1";"0";"-";"-"
"240003";"240003";"25";"3";"1";"4650";"4155";"24";"16";"4115";"1036";"191";"174";"109";"382";"9";"936";"936";"208";"132";"1";"1";"-";"-"
"240004";"240004";"25";"3";"1";"1459";"1330";"8";"4";"1318";"322";"104";"40";"55";"107";"6";"295";"237";"86";"66";"0";"0";"-";"-"
"240005";"240005";"25";"3";"1";"2549";"2368";"19";"3";"2346";"473";"178";"116";"102";"281";"11";"363";"550";"141";"131";"0";"0";"-";"-"
"240006";"240006";"25";"3";"1";"1215";"1133";"13";"2";"1118";"246";"59";"38";"41";"99";"7";"222";"217";"100";"89";"0";"0";"-";"-"
"240007";"240007";"25";"3";"1";"4869";"4362";"29";"14";"4319";"1115";"177";"171";"132";"370";"13";"1055";"988";"174";"119";"3";"2";"-";"-"
"240008";"240008";"25";"3";"1";"4539";"4071";"33";"11";"4027";"1045";"159";"128";"140";"336";"12";"1002";"949";"170";"86";"0";"0";"-";"-"
"240009";"240009";"25";"3";"1";"3061";"2770";"13";"6";"2751";"697";"122";"91";"109";"292";"9";"632";"618";"120";"61";"0";"0";"-";"-"
"250001";"250001";"24";"3";"1";"8517";"7447";"57";"26";"7364";"1827";"309";"288";"337";"599";"31";"1589";"1703";"412";"265";"3";"1";"-";"-"
"250002";"250002";"24";"3";"1";"6295";"5386";"41";"23";"5322";"1404";"229";"143";"226";"365";"34";"1240";"1156";"372";"152";"1";"0";"-";"-"
"250003";"250003";"24";"3";"1";"5871";"5231";"40";"22";"5169";"1218";"230";"155";"177";"448";"14";"1220";"1263";"263";"177";"4";"0";"-";"-"
"250004";"250004";"24";"3";"1";"6521";"5576";"43";"14";"5519";"1328";"124";"133";"236";"337";"11";"1581";"1099";"419";"247";"4";"0";"-";"-"
"250005";"250005";"24";"3";"1";"6289";"5389";"32";"24";"5333";"1474";"173";"153";"245";"278";"15";"1387";"937";"453";"215";"3";"0";"-";"-"
"253001";"253001";"35";"5";"2";"2976";"2371";"16";"13";"2342";"684";"57";"54";"70";"125";"6";"751";"385";"161";"49";"0";"0";"0";"-"
"253002";"253002";"35";"5";"2";"5412";"4817";"29";"8";"4780";"1112";"199";"143";"120";"355";"13";"1252";"1282";"202";"96";"6";"0";"0";"-"
"253003";"253003";"35";"5";"2";"7855";"6937";"48";"24";"6865";"1647";"236";"188";"199";"560";"12";"1834";"1664";"372";"150";"2";"1";"0";"-"
"253004";"253004";"35";"5";"2";"3825";"3521";"24";"7";"3490";"837";"117";"131";"72";"331";"11";"822";"994";"111";"61";"3";"0";"0";"-"
"253005";"253005";"35";"5";"2";"6017";"5351";"27";"9";"5315";"1197";"172";"205";"119";"526";"37";"1306";"1422";"196";"132";"3";"0";"0";"-"
"253006";"253006";"35";"5";"2";"5028";"4545";"43";"10";"4492";"1076";"124";"109";"129";"397";"20";"1306";"1067";"169";"95";"0";"0";"0";"-"
"253007";"253007";"35";"5";"2";"3992";"3123";"17";"19";"3087";"824";"93";"59";"103";"159";"20";"899";"541";"292";"96";"1";"0";"0";"-"
"259001";"259001";"34";"5";"2";"3413";"2996";"26";"11";"2959";"771";"109";"105";"213";"259";"8";"572";"694";"131";"97";"0";"0";"0";"-"
"259002";"259002";"34";"5";"2";"4248";"3497";"30";"15";"3452";"1041";"180";"60";"273";"184";"5";"798";"583";"243";"85";"0";"0";"0";"-"
"259003";"259003";"34";"5";"2";"713";"651";"4";"1";"646";"154";"20";"34";"34";"56";"0";"131";"156";"43";"18";"0";"0";"0";"-"
"259004";"259004";"34";"5";"2";"1613";"1441";"20";"3";"1418";"332";"36";"40";"67";"115";"4";"427";"310";"55";"32";"0";"0";"0";"-"
"259005";"259005";"34";"5";"2";"4004";"3295";"33";"17";"3245";"926";"153";"71";"210";"226";"4";"805";"546";"218";"82";"4";"0";"0";"-"
"259006";"259006";"34";"5";"2";"3137";"2784";"20";"10";"2754";"709";"93";"80";"139";"195";"8";"767";"589";"114";"59";"0";"1";"0";"-"
"259007";"259007";"34";"5";"2";"2504";"2142";"18";"7";"2117";"518";"57";"66";"171";"154";"8";"511";"439";"120";"72";"1";"0";"0";"-"
"259008";"259008";"34";"5";"2";"1052";"914";"4";"6";"904";"206";"22";"22";"72";"87";"2";"242";"180";"37";"34";"0";"0";"0";"-"
"259009";"259009";"34";"5";"2";"4078";"3530";"28";"8";"3494";"1025";"113";"99";"275";"214";"16";"766";"642";"236";"105";"0";"2";"1";"-"
"259010";"259010";"34";"5";"2";"3859";"3434";"29";"21";"3384";"871";"154";"109";"232";"289";"7";"716";"747";"163";"94";"2";"0";"0";"-"
"259011";"259011";"34";"5";"2";"2629";"2271";"16";"14";"2241";"535";"61";"60";"234";"120";"5";"576";"383";"216";"50";"1";"0";"0";"-"
"259012";"259012";"34";"5";"2";"4335";"3837";"38";"13";"3786";"962";"142";"130";"203";"253";"24";"906";"775";"249";"135";"2";"5";"0";"-"
"259013";"259013";"34";"5";"2";"2779";"2499";"22";"3";"2474";"564";"77";"81";"121";"220";"7";"648";"590";"97";"67";"1";"1";"0";"-"
"259014";"259014";"34";"5";"2";"972";"870";"9";"2";"859";"167";"24";"32";"29";"55";"8";"252";"235";"29";"28";"0";"0";"0";"-"
"259015";"259015";"34";"5";"2";"2578";"2275";"15";"4";"2256";"445";"39";"78";"94";"185";"8";"700";"583";"81";"41";"1";"1";"0";"-"
"259016";"259016";"34";"5";"2";"1278";"1171";"6";"4";"1161";"291";"30";"42";"61";"63";"1";"358";"255";"37";"22";"0";"1";"0";"-"
"260001";"260001";"24";"3";"1";"7493";"6483";"35";"21";"6427";"1757";"153";"123";"393";"332";"29";"1598";"1046";"644";"352";"0";"0";"-";"-"
"260002";"260002";"24";"3";"1";"3031";"2593";"20";"9";"2564";"745";"65";"51";"142";"136";"9";"683";"467";"171";"94";"0";"1";"-";"-"
"260003";"260003";"24";"3";"1";"7126";"5707";"40";"32";"5635";"1734";"121";"140";"275";"328";"38";"1405";"879";"473";"238";"4";"0";"-";"-"
"260004";"260004";"24";"3";"1";"2469";"2123";"12";"6";"2105";"539";"45";"55";"108";"138";"5";"633";"401";"117";"64";"0";"0";"-";"-"
"260005";"260005";"24";"3";"1";"3177";"2777";"19";"6";"2752";"744";"62";"72";"140";"188";"11";"712";"515";"190";"116";"1";"1";"-";"-"
"265001";"265001";"36";"5";"2";"4363";"3751";"38";"13";"3700";"947";"230";"134";"264";"318";"12";"506";"616";"406";"265";"2";"0";"0";"-"
"265002";"265002";"36";"5";"2";"4301";"3920";"30";"11";"3879";"1059";"282";"154";"244";"326";"15";"502";"797";"263";"235";"2";"0";"0";"-"
"265003";"265003";"36";"5";"2";"6246";"5332";"49";"38";"5245";"1624";"365";"127";"420";"277";"30";"759";"730";"579";"334";"0";"0";"0";"-"
"265004";"265004";"36";"5";"2";"3651";"3100";"31";"12";"3057";"852";"212";"76";"214";"202";"20";"543";"442";"312";"182";"2";"0";"0";"-"
"265005";"265005";"36";"5";"2";"5222";"4294";"47";"20";"4227";"1178";"232";"99";"249";"327";"23";"871";"602";"414";"229";"2";"0";"1";"-"
"265006";"265006";"36";"5";"2";"5765";"5286";"36";"12";"5238";"1208";"439";"282";"299";"545";"9";"659";"1192";"312";"291";"2";"0";"0";"-"
"265007";"265007";"36";"5";"2";"3310";"3054";"26";"7";"3021";"916";"157";"119";"153";"212";"11";"592";"572";"175";"114";"0";"0";"0";"-"
"265008";"265008";"36";"5";"2";"1789";"1643";"20";"11";"1612";"418";"90";"49";"75";"162";"17";"319";"357";"77";"48";"0";"0";"0";"-"
"265009";"265009";"36";"5";"2";"868";"756";"8";"2";"746";"174";"30";"22";"38";"63";"4";"161";"155";"54";"45";"0";"0";"0";"-"
"265010";"265010";"36";"5";"2";"5235";"4173";"50";"24";"4099";"1155";"248";"87";"247";"249";"24";"877";"541";"477";"193";"1";"0";"0";"-"
"265011";"265011";"36";"5";"2";"2497";"2272";"20";"6";"2246";"472";"105";"66";"80";"200";"10";"507";"540";"153";"113";"0";"0";"0";"-"
"265013";"265013";"36";"5";"2";"4620";"4220";"29";"14";"4177";"930";"161";"155";"112";"475";"15";"992";"1032";"168";"137";"0";"0";"0";"-"
"265014";"265014";"36";"5";"2";"2016";"1838";"16";"3";"1819";"450";"67";"69";"54";"129";"2";"491";"391";"85";"79";"0";"0";"2";"-"
"265015";"265015";"36";"5";"2";"2764";"2539";"15";"6";"2518";"557";"115";"92";"68";"275";"6";"612";"650";"77";"65";"1";"0";"0";"-"
"265016";"265016";"36";"5";"2";"1718";"1571";"19";"6";"1546";"413";"63";"45";"69";"109";"6";"364";"343";"86";"47";"0";"1";"0";"-"
"265017";"265017";"36";"5";"2";"3257";"2910";"25";"12";"2873";"839";"115";"81";"103";"202";"13";"682";"611";"144";"83";"0";"0";"0";"-"
"265018";"265018";"36";"5";"2";"842";"762";"9";"7";"746";"153";"20";"16";"20";"51";"1";"245";"197";"26";"17";"0";"0";"0";"-"
"265020";"265020";"36";"5";"2";"1212";"1118";"9";"1";"1108";"271";"58";"32";"48";"86";"5";"254";"264";"56";"34";"0";"0";"0";"-"
"265021";"265021";"36";"5";"2";"2716";"2376";"30";"12";"2334";"471";"268";"75";"163";"248";"11";"178";"307";"284";"327";"1";"1";"0";"-"
"269001";"269001";"35";"5";"2";"3292";"2931";"26";"5";"2900";"710";"80";"112";"109";"215";"9";"798";"629";"150";"87";"1";"0";"0";"-"
"269004";"269004";"35";"5";"2";"5106";"4619";"28";"19";"4572";"1010";"170";"148";"110";"551";"5";"1079";"1237";"164";"96";"2";"0";"0";"-"
"269005";"269005";"35";"5";"2";"7260";"6501";"43";"23";"6435";"1464";"258";"204";"184";"790";"16";"1452";"1626";"274";"166";"1";"0";"0";"-"
"270001";"270001";"23";"3";"1";"3663";"3170";"20";"4";"3146";"645";"68";"67";"93";"242";"33";"997";"682";"197";"121";"1";"0";"-";"-"
"270002";"270002";"23";"3";"1";"2440";"2117";"20";"4";"2093";"436";"92";"52";"77";"183";"15";"520";"398";"181";"138";"0";"1";"-";"-"
"270003";"270003";"23";"3";"1";"418";"380";"2";"0";"378";"58";"9";"15";"13";"49";"11";"78";"96";"26";"23";"0";"0";"-";"-"
"270004";"270004";"23";"3";"1";"3698";"3153";"16";"12";"3125";"586";"103";"80";"112";"200";"124";"893";"731";"187";"109";"0";"0";"-";"-"
"270005";"270005";"23";"3";"1";"1673";"1528";"6";"3";"1519";"306";"71";"55";"44";"187";"5";"311";"402";"61";"77";"0";"0";"-";"-"
"270006";"270006";"23";"3";"1";"5163";"4569";"40";"14";"4515";"895";"138";"149";"156";"428";"63";"1162";"1038";"282";"204";"0";"0";"-";"-"
"270007";"270007";"23";"3";"1";"1237";"1055";"11";"3";"1041";"179";"35";"36";"42";"103";"5";"257";"230";"85";"69";"0";"0";"-";"-"
"270008";"270008";"23";"3";"1";"5811";"4964";"33";"17";"4914";"1178";"169";"137";"181";"393";"76";"1231";"1144";"255";"150";"0";"0";"-";"-"
"270009";"270009";"23";"3";"1";"801";"710";"3";"3";"704";"132";"48";"28";"21";"76";"13";"148";"132";"51";"55";"0";"0";"-";"-"
"270010";"270010";"23";"3";"1";"2320";"2061";"16";"9";"2036";"387";"87";"57";"73";"224";"15";"491";"471";"128";"102";"1";"0";"-";"-"
"270011";"270011";"23";"3";"1";"2301";"2042";"16";"7";"2019";"425";"56";"69";"73";"133";"21";"601";"382";"128";"131";"0";"0";"-";"-"
"270012";"270012";"23";"3";"1";"1536";"1400";"7";"0";"1393";"314";"100";"47";"69";"125";"7";"200";"226";"152";"153";"0";"0";"-";"-"
"306001";"306001";"38";"5";"2";"3146";"2679";"27";"6";"2646";"754";"61";"88";"68";"122";"4";"701";"547";"189";"110";"1";"1";"0";"-"
"306002";"306002";"38";"5";"2";"2999";"2543";"25";"4";"2514";"705";"71";"56";"84";"135";"9";"727";"465";"170";"92";"0";"0";"0";"-"
"306003";"306003";"38";"5";"2";"1982";"1650";"13";"2";"1635";"450";"20";"40";"52";"74";"6";"547";"277";"98";"69";"1";"0";"1";"-"
"306004";"306004";"38";"5";"2";"2549";"2168";"22";"5";"2141";"557";"63";"53";"82";"96";"8";"640";"435";"132";"75";"0";"0";"0";"-"
"306005";"306005";"38";"5";"2";"1098";"953";"9";"3";"941";"280";"20";"14";"30";"34";"1";"283";"173";"69";"34";"3";"0";"0";"-"
"306006";"306006";"38";"5";"2";"2507";"2126";"14";"6";"2106";"555";"57";"49";"55";"100";"6";"607";"467";"140";"70";"0";"0";"0";"-"
"306007";"306007";"38";"5";"2";"4949";"4143";"31";"10";"4102";"1354";"112";"118";"144";"162";"10";"1019";"688";"326";"166";"2";"0";"1";"-"
"306008";"306008";"38";"5";"2";"1333";"1207";"5";"4";"1198";"332";"27";"53";"37";"63";"1";"248";"233";"92";"112";"0";"0";"0";"-"
"306010";"306010";"38";"5";"2";"1144";"984";"12";"4";"968";"246";"27";"22";"36";"46";"3";"244";"169";"91";"84";"0";"0";"0";"-"
"306011";"306011";"38";"5";"2";"3001";"2503";"15";"7";"2481";"729";"52";"35";"67";"84";"3";"716";"466";"221";"107";"1";"0";"0";"-"
"306012";"306012";"38";"5";"2";"558";"479";"0";"2";"477";"118";"21";"8";"20";"16";"0";"121";"93";"48";"32";"0";"0";"0";"-"
"306013";"306013";"38";"5";"2";"834";"699";"10";"3";"686";"196";"18";"8";"22";"29";"1";"196";"116";"73";"27";"0";"0";"0";"-"
"316001";"316001";"37";"5";"2";"7055";"6093";"35";"23";"6035";"1749";"471";"223";"192";"407";"36";"1064";"1179";"487";"225";"2";"0";"0";"-"
"316002";"316002";"37";"5";"2";"7312";"5895";"45";"31";"5819";"1750";"292";"193";"196";"359";"19";"1279";"994";"520";"213";"4";"0";"0";"-"
"316003";"316003";"37";"5";"2";"4418";"3761";"35";"20";"3706";"1103";"203";"137";"137";"248";"12";"698";"604";"403";"161";"0";"0";"0";"-"
"316004";"316004";"37";"5";"2";"3112";"2801";"25";"5";"2771";"743";"121";"97";"88";"194";"10";"640";"597";"180";"100";"1";"0";"0";"-"
"316005";"316005";"37";"5";"2";"3131";"2784";"24";"11";"2749";"732";"154";"105";"89";"244";"10";"535";"606";"190";"84";"0";"0";"0";"-"
"316006";"316006";"37";"5";"2";"1840";"1625";"10";"2";"1613";"435";"53";"39";"44";"121";"4";"432";"320";"103";"62";"0";"0";"0";"-"
"316007";"316007";"37";"5";"2";"3519";"3104";"38";"8";"3058";"895";"136";"85";"128";"174";"11";"645";"642";"211";"131";"0";"0";"0";"-"
"316008";"316008";"37";"5";"2";"2724";"2373";"25";"4";"2344";"619";"67";"56";"75";"116";"12";"607";"501";"187";"103";"1";"0";"0";"-"
"316009";"316009";"37";"5";"2";"3005";"2619";"28";"2";"2589";"669";"88";"89";"83";"171";"12";"645";"585";"161";"86";"0";"0";"0";"-"
"316010";"316010";"37";"5";"2";"2511";"2117";"11";"7";"2099";"509";"43";"49";"68";"133";"5";"640";"444";"149";"58";"1";"0";"0";"-"
"316011";"316011";"37";"5";"2";"3777";"3149";"24";"11";"3114";"910";"95";"75";"118";"151";"25";"763";"616";"266";"95";"0";"0";"0";"-"
"316012";"316012";"37";"5";"2";"3105";"2650";"24";"6";"2620";"701";"58";"80";"67";"119";"17";"785";"511";"194";"88";"0";"0";"0";"-"
"316013";"316013";"37";"5";"2";"2726";"2250";"18";"5";"2227";"655";"54";"63";"77";"79";"4";"613";"487";"148";"47";"0";"0";"0";"-"
"316014";"316014";"37";"5";"2";"2560";"2210";"22";"8";"2180";"548";"57";"58";"58";"111";"5";"656";"485";"145";"56";"1";"0";"0";"-"
"316015";"316015";"37";"5";"2";"711";"616";"4";"5";"607";"155";"9";"8";"27";"23";"0";"165";"95";"70";"54";"0";"1";"0";"-"
"320001";"320001";"33";"5";"2";"5444";"4639";"39";"18";"4582";"1156";"132";"148";"179";"311";"20";"1245";"947";"294";"143";"2";"4";"1";"-"
"320002";"320002";"33";"5";"2";"5991";"5026";"25";"21";"4980";"1219";"153";"174";"216";"332";"15";"1353";"1010";"342";"164";"0";"2";"0";"-"
"320003";"320003";"33";"5";"2";"3604";"3044";"30";"17";"2997";"916";"61";"65";"94";"173";"12";"837";"587";"178";"72";"1";"1";"0";"-"
"320004";"320004";"33";"5";"2";"3097";"2660";"24";"14";"2622";"690";"56";"69";"132";"147";"12";"717";"422";"254";"123";"0";"0";"0";"-"
"320005";"320005";"33";"5";"2";"3065";"2675";"25";"7";"2643";"631";"66";"72";"112";"160";"12";"849";"510";"150";"81";"0";"0";"0";"-"
"320006";"320006";"33";"5";"2";"2693";"2379";"14";"8";"2357";"510";"58";"88";"77";"173";"6";"752";"555";"90";"47";"0";"1";"0";"-"
