"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2011 - Stemmeberettigede";"FV2011 - Afgivne stemmer";"FV2011 - Blanke stemmer";"FV2011 - Andre ugyldige stemmer";"FV2011 - Gyldige stemmer";"FV2011 - A. Socialdemokratiet";"FV2011 - B. Radikale Venstre";"FV2011 - C. Det Konservative Folkeparti";"FV2011 - F. SF - Socialistisk Folkeparti";"FV2011 - I. Liberal Alliance";"FV2011 - K. Kristendemokraterne";"FV2011 - O. Dansk Folkeparti";"FV2011 - V. Venstre, Danmarks Liberale Parti";"FV2011 - Ø. Enhedslisten - De Rød-Grønne";"FV2011 - 1. Uden for partierne";"FV2011 - 2. Uden for partierne";"FV2011 - 3. Uden for partierne";"FV2011 - 4. Uden for partierne";"FV2011 - 5. Uden for partierne";"FV2011 - 6. Uden for partierne"
"183003";"183003";"18";"2";"1";"3176";"2707";"20";"15";"2672";"887";"177";"74";"317";"79";"8";"450";"467";"210";"3";"-";"-";"-";"-";"-"
"183004";"183004";"18";"2";"1";"2429";"1788";"8";"28";"1752";"687";"137";"26";"310";"36";"6";"200";"154";"194";"2";"-";"-";"-";"-";"-"
"183005";"183005";"18";"2";"1";"3834";"3310";"21";"18";"3271";"992";"243";"128";"260";"123";"3";"586";"729";"204";"3";"-";"-";"-";"-";"-"
"185001";"185001";"12";"1";"1";"4382";"3938";"18";"13";"3907";"814";"239";"163";"317";"163";"14";"856";"1085";"255";"0";"0";"0";"0";"1";"0"
"185002";"185002";"12";"1";"1";"5030";"4595";"43";"4";"4548";"1004";"375";"242";"371";"198";"14";"788";"1285";"262";"3";"4";"0";"0";"1";"1"
"185003";"185003";"12";"1";"1";"4776";"4068";"28";"16";"4024";"1128";"319";"164";"412";"127";"16";"770";"721";"367";"0";"0";"0";"0";"0";"0"
"185004";"185004";"12";"1";"1";"3892";"3383";"20";"14";"3349";"896";"301";"138";"362";"148";"12";"519";"686";"287";"0";"0";"0";"0";"0";"0"
"185005";"185005";"12";"1";"1";"3551";"3192";"21";"13";"3158";"696";"271";"159";"285";"150";"12";"560";"816";"206";"1";"1";"0";"1";"0";"0"
"185006";"185006";"12";"1";"1";"8444";"7118";"54";"29";"7035";"1971";"527";"230";"801";"238";"17";"1359";"1215";"667";"3";"0";"0";"0";"6";"1"
"187001";"187001";"18";"2";"1";"3026";"2618";"15";"6";"2597";"531";"272";"240";"238";"146";"7";"391";"669";"103";"0";"-";"-";"-";"-";"-"
"187002";"187002";"18";"2";"1";"3105";"2886";"13";"13";"2860";"666";"250";"314";"169";"135";"8";"417";"804";"94";"3";"-";"-";"-";"-";"-"
"187003";"187003";"18";"2";"1";"3843";"3525";"21";"16";"3488";"794";"291";"408";"214";"165";"6";"467";"1015";"128";"0";"-";"-";"-";"-";"-"
"190001";"190001";"25";"3";"1";"7004";"6340";"39";"22";"6279";"1330";"913";"559";"436";"448";"9";"548";"1690";"345";"1";"-";"-";"-";"-";"-"
"190002";"190002";"25";"3";"1";"2508";"2386";"11";"5";"2370";"367";"479";"228";"165";"216";"3";"127";"619";"165";"1";"-";"-";"-";"-";"-"
"190003";"190003";"25";"3";"1";"3338";"3164";"7";"6";"3151";"456";"555";"310";"225";"258";"13";"216";"994";"124";"0";"-";"-";"-";"-";"-"
"190004";"190004";"25";"3";"1";"927";"848";"3";"5";"840";"185";"136";"53";"92";"52";"5";"46";"204";"67";"0";"-";"-";"-";"-";"-"
"190005";"190005";"25";"3";"1";"4101";"3836";"17";"13";"3806";"608";"568";"338";"264";"325";"7";"255";"1209";"231";"1";"-";"-";"-";"-";"-"
"190006";"190006";"25";"3";"1";"5188";"4781";"24";"13";"4744";"770";"801";"301";"361";"394";"7";"347";"1471";"292";"0";"-";"-";"-";"-";"-"
"190007";"190007";"25";"3";"1";"3444";"2892";"19";"15";"2858";"703";"291";"99";"323";"174";"8";"311";"593";"353";"3";"-";"-";"-";"-";"-"
"201001";"201001";"26";"3";"1";"1943";"1834";"7";"2";"1825";"244";"281";"185";"125";"172";"9";"130";"618";"61";"0";"-";"-";"-";"-";"-"
"201002";"201002";"26";"3";"1";"3411";"3129";"14";"9";"3106";"647";"396";"227";"307";"216";"10";"274";"829";"199";"1";"-";"-";"-";"-";"-"
"201003";"201003";"26";"3";"1";"4031";"3801";"28";"11";"3762";"581";"598";"354";"316";"285";"14";"278";"1202";"134";"0";"-";"-";"-";"-";"-"
"201004";"201004";"26";"3";"1";"3600";"3340";"21";"12";"3307";"481";"379";"203";"191";"283";"14";"375";"1239";"140";"2";"-";"-";"-";"-";"-"
"201005";"201005";"26";"3";"1";"3909";"3660";"18";"11";"3631";"461";"527";"393";"217";"315";"20";"271";"1328";"98";"1";"-";"-";"-";"-";"-"
"210001";"210001";"22";"3";"1";"4418";"3992";"17";"8";"3967";"698";"407";"298";"256";"319";"21";"421";"1384";"162";"1";"-";"-";"-";"-";"-"
"210002";"210002";"22";"3";"1";"3298";"3054";"14";"2";"3038";"385";"426";"300";"176";"301";"7";"237";"1093";"113";"0";"-";"-";"-";"-";"-"
"210003";"210003";"22";"3";"1";"3399";"3049";"7";"7";"3035";"496";"452";"255";"234";"223";"6";"300";"915";"152";"2";"-";"-";"-";"-";"-"
"210004";"210004";"22";"3";"1";"3388";"3078";"15";"2";"3061";"576";"450";"214";"269";"211";"9";"301";"811";"218";"2";"-";"-";"-";"-";"-"
"210005";"210005";"22";"3";"1";"3123";"2746";"9";"3";"2734";"507";"368";"236";"225";"205";"7";"236";"806";"143";"1";"-";"-";"-";"-";"-"
"210006";"210006";"22";"3";"1";"3431";"3033";"10";"9";"3014";"526";"260";"231";"184";"223";"14";"378";"1099";"99";"0";"-";"-";"-";"-";"-"
"210007";"210007";"22";"3";"1";"2889";"2627";"15";"6";"2606";"512";"317";"152";"283";"153";"8";"281";"773";"125";"2";"-";"-";"-";"-";"-"
"210008";"210008";"22";"3";"1";"853";"794";"3";"0";"791";"84";"93";"75";"38";"88";"2";"68";"323";"20";"0";"-";"-";"-";"-";"-"
"210009";"210009";"22";"3";"1";"2713";"2355";"9";"4";"2342";"497";"330";"204";"241";"132";"11";"210";"575";"138";"4";"-";"-";"-";"-";"-"
"217001";"217001";"21";"3";"1";"7034";"5898";"42";"30";"5826";"1385";"680";"321";"639";"364";"25";"577";"1301";"532";"2";"-";"-";"-";"-";"-"
"217002";"217002";"21";"3";"1";"9325";"7814";"61";"47";"7706";"2565";"599";"313";"801";"282";"24";"1099";"1411";"610";"2";"-";"-";"-";"-";"-"
"217003";"217003";"21";"3";"1";"5384";"4527";"19";"22";"4486";"1322";"435";"209";"463";"206";"7";"612";"906";"320";"6";"-";"-";"-";"-";"-"
"217004";"217004";"21";"3";"1";"4146";"3757";"26";"9";"3722";"691";"446";"297";"225";"294";"8";"413";"1166";"182";"0";"-";"-";"-";"-";"-"
"217005";"217005";"21";"3";"1";"3724";"3337";"7";"4";"3326";"610";"380";"235";"198";"224";"5";"396";"1106";"172";"0";"-";"-";"-";"-";"-"
"217006";"217006";"21";"3";"1";"988";"906";"2";"4";"900";"137";"80";"55";"67";"85";"0";"128";"301";"47";"0";"-";"-";"-";"-";"-"
"217007";"217007";"21";"3";"1";"1175";"1084";"8";"3";"1073";"170";"109";"74";"58";"75";"2";"126";"404";"55";"0";"-";"-";"-";"-";"-"
"217008";"217008";"21";"3";"1";"775";"698";"4";"1";"693";"146";"68";"27";"66";"40";"6";"107";"187";"45";"1";"-";"-";"-";"-";"-"
"217009";"217009";"21";"3";"1";"3602";"3234";"10";"9";"3215";"694";"419";"242";"195";"206";"3";"336";"955";"165";"0";"-";"-";"-";"-";"-"
"217010";"217010";"21";"3";"1";"3329";"3049";"12";"4";"3033";"481";"440";"284";"251";"277";"8";"244";"901";"147";"0";"-";"-";"-";"-";"-"
"217011";"217011";"21";"3";"1";"4943";"4517";"33";"19";"4465";"891";"581";"379";"326";"291";"7";"481";"1315";"194";"0";"-";"-";"-";"-";"-"
"219001";"219001";"23";"3";"1";"6050";"5330";"33";"20";"5277";"992";"711";"331";"512";"351";"53";"453";"1427";"443";"4";"-";"-";"-";"-";"-"
"219002";"219002";"23";"3";"1";"4594";"4112";"17";"24";"4071";"989";"487";"254";"328";"201";"44";"328";"1178";"260";"2";"-";"-";"-";"-";"-"
"219003";"219003";"23";"3";"1";"623";"598";"1";"3";"594";"96";"80";"44";"50";"49";"1";"46";"201";"26";"1";"-";"-";"-";"-";"-"
"219004";"219004";"23";"3";"1";"1159";"1091";"7";"0";"1084";"197";"172";"70";"127";"68";"4";"79";"289";"78";"0";"-";"-";"-";"-";"-"
"219005";"219005";"23";"3";"1";"1733";"1610";"7";"2";"1601";"279";"159";"92";"92";"105";"14";"187";"600";"72";"1";"-";"-";"-";"-";"-"
"219007";"219007";"23";"3";"1";"3511";"3195";"12";"8";"3175";"706";"365";"180";"226";"193";"38";"302";"977";"187";"1";"-";"-";"-";"-";"-"
"219008";"219008";"23";"3";"1";"1443";"1302";"6";"6";"1290";"213";"219";"95";"92";"115";"6";"89";"402";"59";"0";"-";"-";"-";"-";"-"
"219009";"219009";"23";"3";"1";"798";"777";"2";"2";"773";"119";"145";"70";"45";"72";"1";"33";"230";"58";"0";"-";"-";"-";"-";"-"
"219010";"219010";"23";"3";"1";"3101";"2858";"11";"3";"2844";"633";"391";"164";"225";"151";"33";"244";"815";"187";"1";"-";"-";"-";"-";"-"
"219011";"219011";"23";"3";"1";"4914";"4295";"21";"16";"4258";"1026";"517";"253";"391";"203";"41";"442";"1076";"307";"2";"-";"-";"-";"-";"-"
"219012";"219012";"23";"3";"1";"1501";"1379";"13";"1";"1365";"222";"129";"60";"85";"79";"7";"189";"535";"59";"0";"-";"-";"-";"-";"-"
"219013";"219013";"23";"3";"1";"2772";"2503";"15";"10";"2478";"420";"200";"145";"147";"175";"10";"306";"992";"83";"0";"-";"-";"-";"-";"-"
"219014";"219014";"23";"3";"1";"944";"836";"4";"1";"831";"155";"73";"46";"51";"67";"10";"109";"289";"31";"0";"-";"-";"-";"-";"-"
"219016";"219016";"23";"3";"1";"968";"904";"3";"1";"900";"143";"98";"41";"54";"66";"2";"114";"341";"41";"0";"-";"-";"-";"-";"-"
"223001";"223001";"22";"3";"1";"4549";"4194";"13";"7";"4174";"433";"505";"567";"129";"391";"10";"367";"1649";"122";"1";"-";"-";"-";"-";"-"
"223002";"223002";"22";"3";"1";"4805";"4410";"13";"7";"4390";"615";"541";"559";"152";"388";"7";"380";"1635";"111";"2";"-";"-";"-";"-";"-"
"223003";"223003";"22";"3";"1";"3188";"3034";"6";"4";"3024";"129";"293";"489";"42";"505";"2";"128";"1406";"30";"0";"-";"-";"-";"-";"-"
"223004";"223004";"22";"3";"1";"338";"323";"0";"0";"323";"26";"25";"43";"19";"54";"0";"25";"122";"9";"0";"-";"-";"-";"-";"-"
"223005";"223005";"22";"3";"1";"4848";"4418";"14";"5";"4399";"497";"475";"593";"163";"486";"8";"347";"1723";"107";"0";"-";"-";"-";"-";"-"
"230001";"230001";"26";"3";"1";"2994";"2782";"15";"1";"2766";"407";"468";"262";"190";"293";"5";"193";"834";"112";"2";"-";"-";"-";"-";"-"
"230002";"230002";"26";"3";"1";"4599";"4153";"13";"6";"4134";"572";"788";"351";"344";"358";"6";"296";"1179";"235";"5";"-";"-";"-";"-";"-"
"230003";"230003";"26";"3";"1";"3723";"3402";"14";"13";"3375";"601";"556";"296";"236";"275";"7";"260";"974";"168";"2";"-";"-";"-";"-";"-"
"230004";"230004";"26";"3";"1";"2883";"2638";"14";"8";"2616";"327";"522";"226";"182";"201";"5";"155";"832";"165";"1";"-";"-";"-";"-";"-"
"230005";"230005";"26";"3";"1";"1638";"1522";"7";"8";"1507";"108";"225";"174";"55";"206";"1";"67";"617";"53";"1";"-";"-";"-";"-";"-"
"230011";"230011";"26";"3";"1";"2884";"2681";"14";"3";"2664";"162";"395";"296";"84";"394";"3";"107";"1128";"94";"1";"-";"-";"-";"-";"-"
"230012";"230012";"26";"3";"1";"2294";"2088";"5";"8";"2075";"216";"295";"221";"82";"224";"5";"129";"823";"79";"1";"-";"-";"-";"-";"-"
"230013";"230013";"26";"3";"1";"2486";"2351";"13";"7";"2331";"156";"424";"291";"81";"327";"0";"75";"888";"89";"0";"-";"-";"-";"-";"-"
"230014";"230014";"26";"3";"1";"2428";"2276";"5";"3";"2268";"210";"343";"232";"98";"253";"2";"90";"947";"92";"1";"-";"-";"-";"-";"-"
"230015";"230015";"26";"3";"1";"4118";"3731";"12";"13";"3706";"614";"484";"311";"207";"288";"9";"342";"1252";"197";"2";"-";"-";"-";"-";"-"
"230016";"230016";"26";"3";"1";"3753";"3470";"13";"6";"3451";"428";"419";"317";"169";"383";"9";"253";"1342";"131";"0";"-";"-";"-";"-";"-"
"230018";"230018";"26";"3";"1";"4593";"4303";"15";"18";"4270";"293";"524";"492";"123";"618";"8";"233";"1863";"114";"2";"-";"-";"-";"-";"-"
"240001";"240001";"25";"3";"1";"817";"740";"0";"4";"736";"135";"80";"57";"48";"54";"3";"80";"249";"30";"0";"-";"-";"-";"-";"-"
"240002";"240002";"25";"3";"1";"6981";"6515";"28";"16";"6471";"1332";"741";"479";"422";"479";"16";"736";"2027";"238";"1";"-";"-";"-";"-";"-"
"240003";"240003";"25";"3";"1";"4121";"3759";"27";"14";"3718";"836";"364";"204";"218";"222";"12";"507";"1232";"123";"0";"-";"-";"-";"-";"-"
"240004";"240004";"25";"3";"1";"1430";"1326";"6";"6";"1314";"259";"163";"79";"115";"80";"2";"160";"377";"77";"2";"-";"-";"-";"-";"-"
"240005";"240005";"25";"3";"1";"2560";"2416";"19";"4";"2393";"403";"371";"158";"159";"178";"6";"209";"804";"105";"0";"-";"-";"-";"-";"-"
"240006";"240006";"25";"3";"1";"1207";"1146";"3";"4";"1139";"188";"155";"56";"87";"82";"3";"124";"352";"92";"0";"-";"-";"-";"-";"-"
"240007";"240007";"25";"3";"1";"4756";"4364";"26";"15";"4323";"995";"411";"210";"244";"275";"12";"598";"1432";"145";"1";"-";"-";"-";"-";"-"
"240008";"240008";"25";"3";"1";"4491";"4123";"19";"17";"4087";"893";"340";"197";"273";"269";"8";"581";"1365";"159";"2";"-";"-";"-";"-";"-"
"240009";"240009";"25";"3";"1";"2716";"2523";"15";"9";"2499";"566";"260";"127";"168";"184";"12";"258";"841";"82";"1";"-";"-";"-";"-";"-"
"240010";"240010";"25";"3";"1";"454";"434";"1";"1";"432";"56";"73";"23";"23";"35";"1";"40";"159";"21";"1";"-";"-";"-";"-";"-"
"250001";"250001";"24";"3";"1";"8264";"7323";"36";"39";"7248";"1616";"650";"374";"576";"393";"23";"872";"2410";"331";"3";"-";"-";"-";"-";"-"
"250002";"250002";"24";"3";"1";"6175";"5416";"27";"31";"5358";"1284";"465";"209";"465";"293";"31";"670";"1665";"275";"1";"-";"-";"-";"-";"-"
"250003";"250003";"24";"3";"1";"5805";"5269";"32";"27";"5210";"990";"512";"254";"370";"290";"13";"691";"1863";"227";"0";"-";"-";"-";"-";"-"
"250004";"250004";"24";"3";"1";"6474";"5587";"31";"25";"5531";"1228";"414";"164";"477";"315";"24";"867";"1715";"326";"1";"-";"-";"-";"-";"-"
"250005";"250005";"24";"3";"1";"6186";"5463";"27";"16";"5420";"1339";"423";"186";"506";"252";"19";"829";"1503";"359";"4";"-";"-";"-";"-";"-"
"253001";"253001";"35";"5";"2";"2972";"2517";"12";"14";"2491";"634";"150";"93";"222";"87";"9";"522";"603";"170";"1";"0";"0";"-";"-";"-"
"253002";"253002";"35";"5";"2";"5318";"4889";"30";"18";"4841";"860";"397";"285";"242";"251";"9";"845";"1838";"114";"0";"0";"0";"-";"-";"-"
"253003";"253003";"35";"5";"2";"7753";"6997";"38";"19";"6940";"1371";"572";"425";"484";"405";"15";"1150";"2238";"278";"1";"0";"1";"-";"-";"-"
"253004";"253004";"35";"5";"2";"3767";"3537";"20";"7";"3510";"648";"268";"244";"173";"211";"7";"517";"1377";"65";"0";"0";"0";"-";"-";"-"
"253005";"253005";"35";"5";"2";"5887";"5382";"18";"20";"5344";"919";"418";"356";"309";"360";"32";"812";"1985";"152";"0";"1";"0";"-";"-";"-"
"253006";"253006";"35";"5";"2";"4553";"4207";"28";"14";"4165";"871";"350";"191";"220";"232";"9";"759";"1422";"111";"0";"0";"0";"-";"-";"-"
"253007";"253007";"35";"5";"2";"4020";"3224";"21";"23";"3180";"799";"203";"132";"289";"131";"9";"648";"729";"240";"0";"0";"0";"-";"-";"-"
"259001";"259001";"34";"5";"2";"3260";"2881";"14";"12";"2855";"611";"290";"185";"242";"158";"5";"425";"795";"144";"0";"0";"0";"-";"-";"-"
"259002";"259002";"34";"5";"2";"4191";"3584";"22";"19";"3543";"1022";"265";"149";"382";"139";"12";"565";"715";"293";"0";"1";"0";"-";"-";"-"
"259003";"259003";"34";"5";"2";"704";"646";"3";"2";"641";"126";"59";"37";"41";"42";"0";"91";"219";"26";"0";"0";"0";"-";"-";"-"
"259004";"259004";"34";"5";"2";"1530";"1378";"10";"5";"1363";"265";"124";"64";"95";"71";"3";"276";"421";"43";"1";"0";"0";"-";"-";"-"
"259005";"259005";"34";"5";"2";"3929";"3398";"21";"12";"3365";"906";"263";"165";"326";"146";"9";"608";"721";"220";"1";"0";"0";"-";"-";"-"
"259006";"259006";"34";"5";"2";"2865";"2580";"14";"10";"2556";"577";"178";"125";"190";"141";"4";"474";"764";"102";"0";"1";"0";"-";"-";"-"
"259007";"259007";"34";"5";"2";"2445";"2158";"14";"16";"2128";"482";"168";"121";"167";"96";"7";"355";"610";"120";"2";"0";"0";"-";"-";"-"
"259008";"259008";"34";"5";"2";"1010";"915";"2";"5";"908";"175";"72";"47";"70";"71";"1";"176";"256";"40";"0";"0";"0";"-";"-";"-"
"259009";"259009";"34";"5";"2";"3658";"3261";"16";"15";"3230";"847";"270";"159";"326";"129";"7";"481";"787";"224";"0";"0";"0";"-";"-";"-"
"259010";"259010";"34";"5";"2";"3783";"3374";"12";"14";"3348";"713";"316";"200";"317";"188";"5";"482";"964";"163";"0";"0";"0";"-";"-";"-"
"259011";"259011";"34";"5";"2";"2536";"2200";"26";"12";"2162";"521";"142";"86";"300";"96";"4";"350";"501";"162";"0";"0";"0";"-";"-";"-"
"259012";"259012";"34";"5";"2";"4100";"3689";"35";"21";"3633";"768";"334";"225";"351";"223";"24";"562";"933";"213";"0";"0";"0";"-";"-";"-"
"259013";"259013";"34";"5";"2";"2578";"2390";"15";"5";"2370";"464";"202";"132";"157";"150";"3";"411";"779";"70";"2";"0";"0";"-";"-";"-"
"259014";"259014";"34";"5";"2";"947";"871";"6";"4";"861";"160";"62";"55";"51";"46";"2";"175";"287";"23";"0";"0";"0";"-";"-";"-"
"259015";"259015";"34";"5";"2";"2504";"2264";"9";"6";"2249";"413";"131";"130";"110";"123";"16";"463";"795";"68";"0";"0";"0";"-";"-";"-"
"259016";"259016";"34";"5";"2";"1259";"1173";"10";"5";"1158";"259";"81";"73";"58";"64";"1";"218";"358";"46";"0";"0";"0";"-";"-";"-"
"260001";"260001";"24";"3";"1";"7523";"6608";"33";"31";"6544";"1581";"520";"207";"741";"285";"16";"934";"1706";"554";"0";"-";"-";"-";"-";"-"
"260002";"260002";"24";"3";"1";"3038";"2660";"14";"3";"2643";"742";"168";"66";"239";"120";"10";"361";"787";"150";"0";"-";"-";"-";"-";"-"
"260003";"260003";"24";"3";"1";"7115";"5896";"29";"14";"5853";"1619";"409";"222";"597";"246";"42";"868";"1447";"399";"4";"-";"-";"-";"-";"-"
"260004";"260004";"24";"3";"1";"2333";"2052";"10";"8";"2034";"473";"133";"70";"145";"103";"1";"358";"648";"101";"2";"-";"-";"-";"-";"-"
"260005";"260005";"24";"3";"1";"3209";"2853";"24";"10";"2819";"658";"206";"116";"247";"142";"16";"434";"811";"188";"1";"-";"-";"-";"-";"-"
"265001";"265001";"36";"5";"2";"4495";"3945";"22";"18";"3905";"775";"543";"205";"522";"256";"12";"321";"841";"428";"2";"0";"0";"-";"-";"-"
"265002";"265002";"36";"5";"2";"4393";"4036";"23";"13";"4000";"787";"566";"324";"385";"220";"17";"366";"1057";"277";"1";"0";"0";"-";"-";"-"
"265003";"265003";"36";"5";"2";"6085";"5326";"37";"25";"5264";"1298";"709";"231";"815";"214";"21";"496";"970";"510";"0";"0";"0";"-";"-";"-"
"265004";"265004";"36";"5";"2";"3456";"3022";"19";"12";"2991";"703";"388";"114";"392";"130";"17";"377";"589";"281";"0";"0";"0";"-";"-";"-"
"265005";"265005";"36";"5";"2";"5163";"4413";"45";"17";"4351";"1115";"454";"181";"538";"207";"23";"648";"828";"353";"3";"0";"1";"-";"-";"-"
"265006";"265006";"36";"5";"2";"5594";"5186";"23";"11";"5152";"876";"746";"428";"473";"372";"9";"443";"1530";"274";"0";"0";"1";"-";"-";"-"
"265007";"265007";"36";"5";"2";"3235";"3013";"18";"8";"2987";"720";"352";"186";"273";"158";"12";"322";"832";"132";"0";"0";"0";"-";"-";"-"
"265008";"265008";"36";"5";"2";"1748";"1648";"9";"2";"1637";"331";"183";"114";"118";"96";"5";"209";"480";"101";"0";"0";"0";"-";"-";"-"
"265009";"265009";"36";"5";"2";"836";"763";"9";"2";"752";"146";"68";"32";"76";"48";"2";"111";"219";"50";"0";"0";"0";"-";"-";"-"
"265010";"265010";"36";"5";"2";"4883";"4080";"30";"31";"4019";"1074";"355";"147";"617";"175";"27";"603";"630";"391";"0";"0";"0";"-";"-";"-"
"265011";"265011";"36";"5";"2";"2419";"2250";"15";"9";"2226";"438";"217";"104";"177";"130";"7";"329";"704";"120";"0";"0";"0";"-";"-";"-"
"265013";"265013";"36";"5";"2";"4516";"4175";"16";"16";"4143";"712";"406";"276";"259";"373";"10";"648";"1335";"123";"0";"0";"1";"-";"-";"-"
"265014";"265014";"36";"5";"2";"1906";"1786";"15";"8";"1763";"419";"152";"94";"111";"97";"6";"291";"523";"70";"0";"0";"0";"-";"-";"-"
"265015";"265015";"36";"5";"2";"2736";"2541";"11";"11";"2519";"408";"247";"181";"146";"200";"7";"329";"932";"69";"0";"0";"0";"-";"-";"-"
"265016";"265016";"36";"5";"2";"1690";"1560";"6";"2";"1552";"314";"148";"92";"111";"97";"5";"206";"513";"66";"0";"0";"0";"-";"-";"-"
"265017";"265017";"36";"5";"2";"3185";"2948";"25";"13";"2910";"736";"264";"136";"198";"142";"10";"432";"879";"112";"1";"0";"0";"-";"-";"-"
"265018";"265018";"36";"5";"2";"837";"766";"7";"3";"756";"126";"61";"29";"62";"42";"4";"148";"262";"22";"0";"0";"0";"-";"-";"-"
"265020";"265020";"36";"5";"2";"1174";"1106";"7";"2";"1097";"229";"104";"50";"79";"68";"5";"153";"353";"53";"2";"0";"1";"-";"-";"-"
"265021";"265021";"36";"5";"2";"1993";"1811";"10";"6";"1795";"291";"364";"104";"253";"124";"6";"91";"311";"248";"3";"0";"0";"-";"-";"-"
"269001";"269001";"35";"5";"2";"3242";"2941";"14";"12";"2915";"591";"225";"174";"235";"158";"6";"472";"906";"148";"0";"0";"0";"-";"-";"-"
"269004";"269004";"35";"5";"2";"4799";"4447";"19";"21";"4407";"734";"332";"298";"257";"296";"7";"643";"1692";"148";"0";"0";"0";"-";"-";"-"
"269005";"269005";"35";"5";"2";"7105";"6492";"42";"34";"6416";"1235";"495";"378";"379";"455";"13";"959";"2259";"242";"1";"0";"0";"-";"-";"-"
"270001";"270001";"23";"3";"1";"3665";"3285";"19";"7";"3259";"528";"238";"100";"204";"181";"24";"556";"1258";"169";"1";"-";"-";"-";"-";"-"
"270002";"270002";"23";"3";"1";"2439";"2143";"10";"4";"2129";"394";"214";"86";"172";"119";"9";"279";"702";"153";"1";"-";"-";"-";"-";"-"
"270003";"270003";"23";"3";"1";"411";"387";"3";"0";"384";"49";"35";"17";"24";"23";"2";"46";"165";"23";"0";"-";"-";"-";"-";"-"
"270004";"270004";"23";"3";"1";"3641";"3177";"16";"5";"3156";"539";"227";"77";"204";"134";"73";"410";"1342";"149";"1";"-";"-";"-";"-";"-"
"270005";"270005";"23";"3";"1";"1634";"1506";"4";"4";"1498";"244";"155";"71";"79";"101";"1";"149";"643";"53";"2";"-";"-";"-";"-";"-"
"270006";"270006";"23";"3";"1";"5140";"4585";"20";"7";"4558";"812";"342";"194";"346";"240";"46";"576";"1780";"222";"0";"-";"-";"-";"-";"-"
"270007";"270007";"23";"3";"1";"1166";"1046";"9";"1";"1036";"156";"99";"37";"81";"59";"3";"136";"400";"65";"0";"-";"-";"-";"-";"-"
"270008";"270008";"23";"3";"1";"5671";"4975";"31";"23";"4921";"1014";"400";"238";"330";"215";"52";"632";"1862";"177";"1";"-";"-";"-";"-";"-"
"270009";"270009";"23";"3";"1";"759";"703";"5";"0";"698";"112";"75";"29";"52";"53";"8";"75";"257";"37";"0";"-";"-";"-";"-";"-"
"270010";"270010";"23";"3";"1";"2270";"2073";"17";"7";"2049";"323";"224";"77";"123";"137";"11";"249";"786";"118";"1";"-";"-";"-";"-";"-"
"270011";"270011";"23";"3";"1";"2245";"2019";"9";"3";"2007";"386";"160";"96";"144";"85";"9";"366";"635";"125";"1";"-";"-";"-";"-";"-"
"270012";"270012";"23";"3";"1";"1514";"1404";"7";"0";"1397";"242";"218";"69";"135";"93";"13";"131";"353";"142";"1";"-";"-";"-";"-";"-"
"306001";"306001";"38";"5";"2";"3111";"2692";"18";"7";"2667";"681";"205";"116";"242";"86";"5";"473";"716";"141";"2";"0";"0";"-";"-";"-"
"306002";"306002";"38";"5";"2";"3031";"2620";"18";"6";"2596";"639";"183";"80";"243";"94";"7";"489";"707";"152";"0";"1";"1";"-";"-";"-"
"306003";"306003";"38";"5";"2";"1957";"1695";"12";"4";"1679";"413";"100";"33";"167";"60";"7";"354";"436";"109";"0";"0";"0";"-";"-";"-"
"306004";"306004";"38";"5";"2";"2541";"2176";"24";"3";"2149";"525";"149";"74";"185";"67";"13";"394";"608";"133";"0";"0";"1";"-";"-";"-"
"306005";"306005";"38";"5";"2";"1126";"988";"6";"0";"982";"250";"54";"21";"88";"28";"1";"235";"244";"61";"0";"0";"0";"-";"-";"-"
"306006";"306006";"38";"5";"2";"2431";"2088";"12";"2";"2074";"487";"125";"91";"164";"84";"3";"380";"633";"107";"0";"0";"0";"-";"-";"-"
"306007";"306007";"38";"5";"2";"4836";"4137";"32";"12";"4093";"1216";"278";"149";"400";"113";"24";"620";"999";"294";"0";"0";"0";"-";"-";"-"
"306008";"306008";"38";"5";"2";"1319";"1203";"1";"4";"1198";"250";"121";"66";"120";"37";"2";"168";"331";"103";"0";"0";"0";"-";"-";"-"
"306010";"306010";"38";"5";"2";"1174";"1050";"8";"1";"1041";"225";"81";"40";"109";"37";"6";"190";"235";"118";"0";"0";"0";"-";"-";"-"
"306011";"306011";"38";"5";"2";"2891";"2500";"11";"6";"2483";"642";"146";"68";"227";"64";"5";"483";"658";"189";"1";"0";"0";"-";"-";"-"
"306012";"306012";"38";"5";"2";"544";"485";"2";"2";"481";"72";"36";"15";"65";"14";"2";"95";"127";"54";"0";"1";"0";"-";"-";"-"
"306013";"306013";"38";"5";"2";"844";"721";"12";"3";"706";"171";"42";"27";"45";"24";"0";"147";"169";"80";"1";"0";"0";"-";"-";"-"
