"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2015 - Personlige stemmer i alt";"FV2015 - A - personlige stemmer i alt";"FV2015 - B - personlige stemmer i alt";"FV2015 - C - personlige stemmer i alt";"FV2015 - F - personlige stemmer i alt";"FV2015 - I - personlige stemmer i alt";"FV2015 - K - personlige stemmer i alt";"FV2015 - O - personlige stemmer i alt";"FV2015 - V - personlige stemmer i alt";"FV2015 - Ø - personlige stemmer i alt";"FV2015 - Å - personlige stemmer i alt";"FV2015 - A-01";"FV2015 - A-02";"FV2015 - A-03";"FV2015 - A-04";"FV2015 - A-05";"FV2015 - A-06";"FV2015 - A-07";"FV2015 - A-08";"FV2015 - A-09";"FV2015 - A-10";"FV2015 - A-11";"FV2015 - A-12";"FV2015 - A-13";"FV2015 - B-01";"FV2015 - B-02";"FV2015 - B-03";"FV2015 - B-04";"FV2015 - B-05";"FV2015 - B-06";"FV2015 - B-07";"FV2015 - B-08";"FV2015 - B-09";"FV2015 - B-10";"FV2015 - B-11";"FV2015 - B-12";"FV2015 - C-01";"FV2015 - C-02";"FV2015 - C-03";"FV2015 - C-04";"FV2015 - C-05";"FV2015 - C-06";"FV2015 - C-07";"FV2015 - C-08";"FV2015 - C-09";"FV2015 - F-01";"FV2015 - F-02";"FV2015 - F-03";"FV2015 - F-04";"FV2015 - F-05";"FV2015 - F-06";"FV2015 - F-07";"FV2015 - F-08";"FV2015 - F-09";"FV2015 - F-10";"FV2015 - F-11";"FV2015 - F-12";"FV2015 - F-13";"FV2015 - I-01";"FV2015 - I-02";"FV2015 - I-03";"FV2015 - I-04";"FV2015 - I-05";"FV2015 - I-06";"FV2015 - I-07";"FV2015 - I-08";"FV2015 - I-09";"FV2015 - I-10";"FV2015 - I-11";"FV2015 - K-01";"FV2015 - K-02";"FV2015 - K-03";"FV2015 - K-04";"FV2015 - K-05";"FV2015 - K-06";"FV2015 - K-07";"FV2015 - K-08";"FV2015 - K-09";"FV2015 - K-10";"FV2015 - K-11";"FV2015 - O-01";"FV2015 - O-02";"FV2015 - O-03";"FV2015 - O-04";"FV2015 - O-05";"FV2015 - O-06";"FV2015 - O-07";"FV2015 - O-08";"FV2015 - O-09";"FV2015 - O-10";"FV2015 - O-11";"FV2015 - O-12";"FV2015 - O-13";"FV2015 - V-01";"FV2015 - V-02";"FV2015 - V-03";"FV2015 - V-04";"FV2015 - V-05";"FV2015 - V-06";"FV2015 - V-07";"FV2015 - V-08";"FV2015 - V-09";"FV2015 - V-10";"FV2015 - V-11";"FV2015 - V-12";"FV2015 - V-13";"FV2015 - Ø-01";"FV2015 - Ø-02";"FV2015 - Ø-03";"FV2015 - Ø-04";"FV2015 - Ø-05";"FV2015 - Ø-06";"FV2015 - Ø-07";"FV2015 - Ø-08";"FV2015 - Ø-09";"FV2015 - Ø-10";"FV2015 - Ø-11";"FV2015 - Ø-12";"FV2015 - Å-01";"FV2015 - Å-02";"FV2015 - Å-03";"FV2015 - Å-04";"FV2015 - Å-05";"FV2015 - Å-06";"FV2015 - Å-07";"FV2015 - Å-08";"FV2015 - Å-09";"FV2015 - Å-10";"FV2015 - Å-11";"FV2015 - Å-12";"FV2015 - Å-13"
"265017";"265017";"36";"5";"2";"1250";"416";"61";"46";"51";"36";"3";"227";"364";"34";"12";"2";"1";"1";"0";"117";"2";"47";"14";"142";"1";"50";"39";"-";"2";"0";"2";"2";"13";"38";"3";"1";"-";"-";"-";"-";"0";"4";"0";"5";"1";"20";"16";"-";"-";"0";"28";"6";"0";"1";"0";"0";"2";"12";"1";"1";"0";"-";"8";"3";"3";"6";"1";"3";"4";"6";"1";"1";"-";"0";"0";"0";"0";"3";"0";"0";"0";"-";"-";"-";"2";"7";"7";"4";"0";"66";"0";"2";"119";"11";"7";"2";"-";"3";"2";"19";"19";"22";"3";"5";"94";"6";"7";"182";"2";"-";"0";"16";"12";"1";"2";"1";"0";"2";"0";"0";"0";"0";"6";"0";"0";"5";"0";"0";"1";"-";"-";"-";"-";"-";"-"
"265018";"265018";"36";"5";"2";"350";"85";"9";"10";"12";"8";"0";"71";"149";"3";"3";"0";"1";"0";"1";"31";"0";"7";"1";"22";"0";"9";"13";"-";"1";"0";"4";"0";"1";"1";"2";"0";"-";"-";"-";"-";"0";"1";"0";"3";"0";"1";"5";"-";"-";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"-";"1";"2";"0";"1";"0";"2";"1";"1";"0";"0";"-";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"0";"12";"2";"0";"3";"18";"1";"1";"33";"0";"1";"0";"-";"3";"4";"5";"4";"24";"6";"3";"25";"1";"2";"72";"0";"-";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"1";"0";"0";"0";"-";"-";"-";"-";"-";"-"
"265020";"265020";"36";"5";"2";"503";"144";"35";"15";"19";"18";"1";"81";"171";"10";"9";"0";"0";"0";"0";"41";"2";"17";"4";"48";"2";"13";"17";"-";"3";"1";"0";"2";"7";"20";"1";"1";"-";"-";"-";"-";"2";"1";"0";"3";"0";"7";"2";"-";"-";"0";"12";"1";"1";"0";"0";"0";"1";"3";"0";"1";"0";"-";"6";"0";"0";"6";"2";"4";"0";"0";"0";"0";"-";"0";"0";"0";"0";"1";"0";"0";"0";"-";"-";"-";"0";"5";"2";"2";"1";"22";"0";"4";"41";"1";"2";"1";"-";"1";"4";"10";"14";"18";"1";"1";"34";"3";"3";"79";"3";"-";"0";"5";"3";"0";"0";"0";"1";"0";"0";"1";"0";"0";"3";"0";"3";"2";"1";"0";"0";"-";"-";"-";"-";"-";"-"
"265021";"265021";"36";"5";"2";"884";"223";"161";"33";"69";"31";"2";"50";"178";"68";"69";"0";"0";"1";"2";"52";"4";"28";"5";"67";"1";"21";"42";"-";"1";"1";"2";"0";"25";"94";"24";"14";"-";"-";"-";"-";"3";"1";"2";"9";"0";"11";"7";"-";"-";"0";"30";"1";"2";"1";"0";"0";"14";"21";"0";"0";"0";"-";"11";"3";"1";"3";"2";"5";"2";"4";"0";"0";"-";"0";"1";"0";"0";"0";"0";"1";"0";"-";"-";"-";"0";"2";"1";"0";"1";"14";"1";"1";"29";"0";"1";"0";"-";"5";"2";"11";"3";"21";"4";"2";"22";"1";"5";"99";"3";"-";"0";"28";"23";"6";"3";"3";"0";"2";"1";"2";"0";"0";"26";"2";"5";"29";"3";"2";"2";"-";"-";"-";"-";"-";"-"
"269001";"269001";"35";"5";"2";"1142";"374";"39";"70";"37";"38";"2";"160";"388";"23";"11";"0";"2";"1";"2";"14";"0";"24";"5";"244";"2";"52";"28";"-";"0";"0";"2";"2";"10";"22";"2";"1";"-";"-";"-";"-";"3";"5";"1";"22";"0";"32";"7";"-";"-";"0";"9";"3";"1";"1";"2";"8";"3";"9";"0";"0";"1";"-";"3";"21";"1";"1";"1";"8";"0";"2";"1";"0";"-";"0";"0";"0";"0";"1";"0";"1";"0";"-";"-";"-";"1";"50";"8";"14";"3";"51";"0";"5";"21";"5";"1";"1";"-";"10";"21";"13";"2";"88";"3";"2";"10";"0";"1";"232";"6";"-";"0";"3";"11";"1";"0";"0";"1";"2";"3";"0";"2";"0";"2";"2";"0";"2";"1";"0";"4";"-";"-";"-";"-";"-";"-"
"269004";"269004";"35";"5";"2";"1997";"579";"85";"81";"34";"130";"2";"274";"767";"36";"9";"3";"0";"3";"2";"9";"3";"36";"11";"383";"1";"90";"38";"-";"4";"0";"3";"0";"15";"53";"7";"3";"-";"-";"-";"-";"3";"4";"2";"29";"1";"37";"5";"-";"-";"0";"7";"4";"0";"2";"0";"2";"2";"15";"1";"1";"0";"-";"5";"82";"7";"1";"1";"27";"2";"4";"1";"0";"-";"0";"2";"0";"0";"0";"0";"0";"0";"-";"-";"-";"1";"97";"3";"45";"5";"87";"2";"4";"18";"7";"4";"1";"-";"9";"30";"14";"4";"222";"6";"6";"2";"1";"11";"456";"6";"-";"1";"5";"9";"8";"0";"1";"0";"1";"10";"1";"0";"0";"1";"1";"0";"5";"1";"1";"0";"-";"-";"-";"-";"-";"-"
"269005";"269005";"35";"5";"2";"2732";"782";"123";"113";"54";"181";"5";"370";"1027";"47";"30";"2";"3";"0";"4";"7";"5";"52";"9";"521";"0";"129";"50";"-";"4";"2";"3";"2";"27";"67";"10";"8";"-";"-";"-";"-";"3";"3";"5";"48";"2";"47";"5";"-";"-";"0";"6";"5";"0";"1";"1";"4";"2";"31";"2";"0";"2";"-";"11";"100";"5";"1";"4";"40";"7";"11";"1";"1";"-";"2";"2";"0";"0";"0";"0";"0";"1";"-";"-";"-";"3";"140";"8";"48";"3";"109";"4";"3";"33";"9";"8";"2";"-";"6";"25";"30";"0";"322";"7";"7";"5";"2";"7";"601";"15";"-";"0";"7";"15";"2";"0";"0";"1";"4";"17";"1";"0";"0";"8";"2";"0";"15";"4";"0";"1";"-";"-";"-";"-";"-";"-"
"270001";"270001";"23";"3";"1";"1220";"281";"36";"26";"35";"177";"22";"216";"344";"49";"34";"4";"173";"73";"17";"14";"-";"-";"-";"-";"-";"-";"-";"-";"22";"8";"3";"3";"0";"0";"-";"-";"-";"-";"-";"-";"8";"3";"0";"6";"9";"-";"-";"-";"-";"9";"2";"7";"2";"15";"-";"-";"-";"-";"-";"-";"-";"-";"150";"16";"3";"2";"3";"0";"0";"2";"1";"-";"-";"19";"1";"2";"-";"-";"-";"-";"-";"-";"-";"-";"33";"40";"104";"18";"8";"13";"-";"-";"-";"-";"-";"-";"-";"93";"33";"4";"10";"84";"120";"-";"-";"-";"-";"-";"-";"-";"2";"40";"3";"0";"2";"2";"-";"-";"-";"-";"-";"-";"18";"3";"1";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"270002";"270002";"23";"3";"1";"790";"177";"56";"30";"31";"133";"9";"108";"180";"35";"31";"3";"91";"63";"6";"14";"-";"-";"-";"-";"-";"-";"-";"-";"37";"14";"4";"0";"1";"0";"-";"-";"-";"-";"-";"-";"5";"0";"3";"17";"5";"-";"-";"-";"-";"13";"2";"5";"1";"10";"-";"-";"-";"-";"-";"-";"-";"-";"116";"7";"4";"1";"2";"0";"1";"1";"1";"-";"-";"9";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"18";"13";"53";"12";"3";"9";"-";"-";"-";"-";"-";"-";"-";"56";"22";"1";"7";"53";"41";"-";"-";"-";"-";"-";"-";"-";"0";"26";"6";"1";"1";"1";"-";"-";"-";"-";"-";"-";"17";"2";"1";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"270003";"270003";"23";"3";"1";"177";"21";"7";"8";"5";"49";"8";"18";"45";"8";"8";"1";"10";"9";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"6";"1";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"0";"2";"6";"0";"-";"-";"-";"-";"1";"0";"0";"0";"4";"-";"-";"-";"-";"-";"-";"-";"-";"14";"32";"2";"1";"0";"0";"0";"0";"0";"-";"-";"8";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"3";"1";"11";"1";"1";"1";"-";"-";"-";"-";"-";"-";"-";"5";"15";"1";"1";"10";"13";"-";"-";"-";"-";"-";"-";"-";"2";"5";"0";"0";"0";"1";"-";"-";"-";"-";"-";"-";"3";"2";"0";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"270004";"270004";"23";"3";"1";"1210";"257";"61";"27";"23";"153";"95";"183";"336";"51";"24";"4";"161";"76";"5";"11";"-";"-";"-";"-";"-";"-";"-";"-";"38";"21";"1";"1";"0";"0";"-";"-";"-";"-";"-";"-";"6";"1";"2";"15";"3";"-";"-";"-";"-";"10";"0";"2";"1";"10";"-";"-";"-";"-";"-";"-";"-";"-";"128";"7";"2";"8";"2";"0";"2";"3";"1";"-";"-";"92";"0";"3";"-";"-";"-";"-";"-";"-";"-";"-";"28";"15";"102";"17";"6";"15";"-";"-";"-";"-";"-";"-";"-";"57";"38";"9";"8";"79";"145";"-";"-";"-";"-";"-";"-";"-";"2";"47";"2";"0";"0";"0";"-";"-";"-";"-";"-";"-";"10";"2";"3";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"270005";"270005";"23";"3";"1";"684";"141";"44";"23";"8";"152";"4";"74";"207";"13";"18";"2";"88";"43";"2";"6";"-";"-";"-";"-";"-";"-";"-";"-";"30";"8";"5";"1";"0";"0";"-";"-";"-";"-";"-";"-";"3";"0";"3";"9";"8";"-";"-";"-";"-";"3";"1";"1";"0";"3";"-";"-";"-";"-";"-";"-";"-";"-";"144";"2";"0";"1";"0";"0";"0";"2";"3";"-";"-";"4";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"14";"15";"29";"8";"2";"6";"-";"-";"-";"-";"-";"-";"-";"51";"27";"2";"9";"55";"63";"-";"-";"-";"-";"-";"-";"-";"0";"13";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"15";"2";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"270006";"270006";"23";"3";"1";"1703";"365";"70";"67";"51";"306";"39";"209";"490";"67";"39";"1";"219";"110";"14";"21";"-";"-";"-";"-";"-";"-";"-";"-";"41";"22";"4";"2";"1";"0";"-";"-";"-";"-";"-";"-";"9";"0";"6";"32";"20";"-";"-";"-";"-";"22";"4";"9";"2";"14";"-";"-";"-";"-";"-";"-";"-";"-";"260";"34";"3";"0";"1";"0";"1";"3";"4";"-";"-";"39";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"37";"29";"109";"12";"1";"21";"-";"-";"-";"-";"-";"-";"-";"115";"40";"4";"12";"171";"148";"-";"-";"-";"-";"-";"-";"-";"2";"55";"7";"0";"3";"0";"-";"-";"-";"-";"-";"-";"29";"3";"2";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"270007";"270007";"23";"3";"1";"409";"70";"20";"17";"16";"78";"4";"55";"115";"16";"18";"1";"44";"16";"1";"8";"-";"-";"-";"-";"-";"-";"-";"-";"12";"5";"1";"1";"0";"1";"-";"-";"-";"-";"-";"-";"4";"0";"2";"8";"3";"-";"-";"-";"-";"11";"0";"4";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"59";"10";"5";"1";"3";"0";"0";"0";"0";"-";"-";"4";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"10";"5";"28";"1";"3";"8";"-";"-";"-";"-";"-";"-";"-";"33";"10";"3";"7";"28";"34";"-";"-";"-";"-";"-";"-";"-";"1";"12";"2";"0";"1";"0";"-";"-";"-";"-";"-";"-";"12";"0";"0";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"270008";"270008";"23";"3";"1";"2009";"490";"92";"71";"51";"288";"55";"276";"575";"71";"40";"2";"309";"131";"23";"25";"-";"-";"-";"-";"-";"-";"-";"-";"62";"16";"6";"2";"2";"4";"-";"-";"-";"-";"-";"-";"22";"4";"6";"28";"11";"-";"-";"-";"-";"27";"7";"1";"4";"12";"-";"-";"-";"-";"-";"-";"-";"-";"259";"11";"7";"2";"2";"1";"0";"3";"3";"-";"-";"50";"2";"3";"-";"-";"-";"-";"-";"-";"-";"-";"40";"35";"140";"30";"4";"27";"-";"-";"-";"-";"-";"-";"-";"101";"100";"8";"13";"158";"195";"-";"-";"-";"-";"-";"-";"-";"5";"54";"8";"1";"3";"0";"-";"-";"-";"-";"-";"-";"23";"7";"4";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"270009";"270009";"23";"3";"1";"313";"65";"35";"12";"7";"53";"7";"33";"72";"14";"15";"0";"40";"21";"3";"1";"-";"-";"-";"-";"-";"-";"-";"-";"23";"9";"2";"1";"0";"0";"-";"-";"-";"-";"-";"-";"4";"0";"3";"4";"1";"-";"-";"-";"-";"4";"1";"0";"0";"2";"-";"-";"-";"-";"-";"-";"-";"-";"45";"1";"3";"0";"0";"0";"0";"2";"2";"-";"-";"7";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"4";"2";"21";"1";"3";"2";"-";"-";"-";"-";"-";"-";"-";"17";"6";"0";"4";"15";"30";"-";"-";"-";"-";"-";"-";"-";"0";"12";"1";"0";"1";"0";"-";"-";"-";"-";"-";"-";"8";"0";"3";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"270010";"270010";"23";"3";"1";"846";"183";"59";"26";"26";"148";"11";"89";"265";"23";"16";"1";"101";"67";"7";"7";"-";"-";"-";"-";"-";"-";"-";"-";"44";"9";"5";"0";"1";"0";"-";"-";"-";"-";"-";"-";"8";"0";"6";"5";"7";"-";"-";"-";"-";"13";"0";"1";"1";"11";"-";"-";"-";"-";"-";"-";"-";"-";"130";"6";"4";"0";"1";"1";"1";"3";"2";"-";"-";"11";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"13";"17";"39";"8";"5";"7";"-";"-";"-";"-";"-";"-";"-";"51";"53";"7";"12";"65";"77";"-";"-";"-";"-";"-";"-";"-";"0";"20";"2";"0";"0";"1";"-";"-";"-";"-";"-";"-";"6";"1";"4";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"270011";"270011";"23";"3";"1";"802";"189";"29";"33";"27";"92";"14";"148";"192";"41";"37";"1";"102";"61";"15";"10";"-";"-";"-";"-";"-";"-";"-";"-";"19";"4";"4";"0";"1";"1";"-";"-";"-";"-";"-";"-";"8";"2";"2";"14";"7";"-";"-";"-";"-";"10";"2";"3";"0";"12";"-";"-";"-";"-";"-";"-";"-";"-";"87";"2";"1";"0";"1";"0";"0";"1";"0";"-";"-";"12";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"28";"19";"74";"12";"4";"11";"-";"-";"-";"-";"-";"-";"-";"46";"18";"8";"1";"66";"53";"-";"-";"-";"-";"-";"-";"-";"3";"28";"3";"0";"2";"5";"-";"-";"-";"-";"-";"-";"19";"3";"1";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"270012";"270012";"23";"3";"1";"590";"149";"70";"16";"22";"95";"2";"43";"111";"48";"34";"1";"82";"57";"4";"5";"-";"-";"-";"-";"-";"-";"-";"-";"49";"10";"5";"4";"0";"2";"-";"-";"-";"-";"-";"-";"2";"2";"1";"5";"6";"-";"-";"-";"-";"10";"0";"4";"1";"7";"-";"-";"-";"-";"-";"-";"-";"-";"85";"6";"3";"0";"0";"0";"1";"0";"0";"-";"-";"2";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"2";"8";"27";"1";"1";"4";"-";"-";"-";"-";"-";"-";"-";"38";"4";"3";"5";"36";"25";"-";"-";"-";"-";"-";"-";"-";"2";"40";"4";"0";"1";"1";"-";"-";"-";"-";"-";"-";"18";"8";"0";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"306001";"306001";"38";"5";"2";"1231";"404";"35";"65";"24";"20";"2";"251";"377";"34";"19";"0";"2";"0";"18";"5";"1";"21";"4";"37";"279";"11";"26";"-";"0";"1";"1";"0";"12";"15";"0";"6";"-";"-";"-";"-";"1";"2";"2";"3";"0";"57";"0";"-";"-";"0";"3";"5";"0";"0";"0";"1";"1";"7";"1";"0";"6";"-";"14";"1";"0";"1";"0";"3";"1";"0";"0";"0";"-";"0";"0";"0";"1";"0";"0";"1";"0";"-";"-";"-";"2";"16";"1";"1";"2";"189";"0";"21";"5";"10";"2";"2";"-";"1";"0";"7";"3";"18";"161";"0";"1";"1";"2";"175";"8";"-";"0";"4";"11";"1";"0";"16";"1";"1";"0";"0";"0";"0";"8";"2";"1";"6";"0";"0";"2";"-";"-";"-";"-";"-";"-"
"306002";"306002";"38";"5";"2";"1130";"362";"39";"37";"28";"23";"5";"261";"322";"38";"15";"0";"2";"3";"17";"7";"1";"29";"6";"36";"231";"6";"24";"-";"1";"0";"2";"0";"17";"13";"0";"6";"-";"-";"-";"-";"2";"0";"0";"1";"1";"33";"0";"-";"-";"0";"5";"5";"1";"0";"0";"1";"3";"2";"0";"0";"11";"-";"5";"1";"0";"1";"2";"7";"3";"2";"2";"0";"-";"0";"1";"1";"1";"1";"0";"1";"0";"-";"-";"-";"1";"12";"2";"0";"5";"205";"2";"17";"3";"10";"0";"4";"-";"1";"2";"8";"2";"28";"145";"0";"0";"3";"2";"130";"1";"-";"0";"1";"15";"1";"1";"17";"0";"0";"2";"1";"0";"0";"5";"1";"0";"3";"1";"1";"4";"-";"-";"-";"-";"-";"-"
"306003";"306003";"38";"5";"2";"750";"258";"13";"29";"17";"23";"0";"202";"173";"20";"15";"3";"1";"0";"11";"3";"1";"17";"0";"32";"163";"10";"17";"-";"0";"1";"0";"0";"2";"6";"0";"4";"-";"-";"-";"-";"2";"2";"0";"0";"0";"22";"3";"-";"-";"1";"2";"2";"0";"0";"0";"0";"1";"4";"0";"0";"7";"-";"9";"4";"0";"1";"2";"2";"0";"2";"3";"0";"-";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"0";"19";"6";"0";"0";"158";"1";"11";"3";"2";"0";"2";"-";"2";"0";"1";"3";"9";"88";"2";"2";"1";"0";"62";"3";"-";"0";"2";"7";"2";"0";"9";"0";"0";"0";"0";"0";"0";"4";"1";"0";"6";"2";"1";"1";"-";"-";"-";"-";"-";"-"
"306004";"306004";"38";"5";"2";"984";"294";"33";"36";"16";"26";"5";"234";"298";"31";"11";"0";"2";"1";"20";"5";"2";"14";"7";"39";"171";"7";"26";"-";"1";"2";"2";"1";"8";"12";"1";"6";"-";"-";"-";"-";"3";"1";"0";"3";"0";"28";"1";"-";"-";"1";"0";"4";"0";"1";"0";"0";"0";"1";"1";"0";"8";"-";"5";"3";"1";"1";"1";"11";"0";"1";"2";"1";"-";"0";"4";"0";"0";"1";"0";"0";"0";"-";"-";"-";"1";"15";"4";"1";"3";"158";"1";"28";"9";"9";"4";"1";"-";"1";"0";"7";"7";"8";"149";"2";"1";"1";"7";"110";"5";"-";"0";"4";"12";"2";"1";"10";"0";"1";"0";"0";"1";"0";"3";"0";"0";"5";"1";"0";"2";"-";"-";"-";"-";"-";"-"
"306005";"306005";"38";"5";"2";"454";"144";"10";"5";"11";"14";"0";"113";"127";"23";"7";"1";"1";"2";"3";"5";"0";"7";"0";"15";"91";"5";"14";"-";"0";"0";"0";"0";"2";"5";"0";"3";"-";"-";"-";"-";"0";"0";"0";"0";"0";"5";"0";"-";"-";"0";"1";"2";"0";"0";"1";"0";"1";"0";"0";"0";"6";"-";"5";"2";"0";"1";"1";"1";"0";"1";"3";"0";"-";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"0";"7";"0";"1";"0";"92";"1";"8";"0";"3";"0";"1";"-";"0";"1";"0";"0";"9";"78";"1";"0";"1";"2";"32";"3";"-";"0";"2";"12";"1";"0";"5";"0";"1";"0";"1";"0";"1";"5";"0";"0";"1";"1";"0";"0";"-";"-";"-";"-";"-";"-"
"306006";"306006";"38";"5";"2";"1022";"302";"31";"32";"15";"22";"2";"227";"333";"39";"19";"2";"2";"1";"9";"3";"1";"24";"4";"46";"181";"4";"25";"-";"1";"0";"1";"0";"8";"16";"0";"5";"-";"-";"-";"-";"3";"0";"0";"1";"0";"26";"2";"-";"-";"2";"1";"1";"1";"1";"0";"1";"1";"0";"0";"0";"7";"-";"8";"2";"0";"1";"2";"3";"1";"2";"3";"0";"-";"0";"0";"0";"0";"1";"0";"1";"0";"-";"-";"-";"1";"13";"0";"0";"2";"165";"0";"18";"10";"16";"1";"1";"-";"1";"3";"8";"8";"22";"164";"5";"5";"0";"1";"112";"4";"-";"0";"6";"14";"3";"0";"11";"1";"3";"0";"0";"0";"1";"10";"2";"0";"1";"3";"1";"2";"-";"-";"-";"-";"-";"-"
"306007";"306007";"38";"5";"2";"1904";"760";"57";"80";"58";"32";"2";"348";"464";"66";"37";"1";"3";"3";"22";"10";"5";"44";"8";"60";"546";"17";"41";"-";"0";"0";"4";"0";"20";"25";"0";"8";"-";"-";"-";"-";"1";"4";"0";"5";"2";"63";"5";"-";"-";"0";"4";"11";"0";"2";"1";"0";"6";"6";"2";"2";"24";"-";"14";"1";"0";"2";"1";"5";"2";"4";"2";"1";"-";"0";"0";"1";"0";"0";"0";"1";"0";"-";"-";"-";"1";"19";"2";"5";"4";"265";"0";"16";"7";"23";"2";"4";"-";"3";"3";"3";"0";"18";"231";"4";"1";"2";"2";"194";"3";"-";"1";"9";"14";"6";"0";"27";"3";"4";"0";"1";"1";"0";"16";"3";"0";"14";"2";"1";"1";"-";"-";"-";"-";"-";"-"
"306008";"306008";"38";"5";"2";"554";"182";"16";"34";"17";"8";"0";"94";"159";"26";"18";"0";"0";"0";"2";"2";"1";"3";"0";"25";"111";"10";"28";"-";"0";"2";"2";"0";"5";"7";"0";"0";"-";"-";"-";"-";"0";"1";"0";"2";"0";"29";"2";"-";"-";"0";"0";"2";"0";"0";"0";"0";"4";"0";"0";"0";"11";"-";"1";"2";"0";"0";"0";"1";"2";"1";"1";"0";"-";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"0";"6";"2";"0";"0";"73";"1";"5";"2";"5";"0";"0";"-";"0";"1";"1";"0";"11";"64";"0";"2";"0";"0";"79";"1";"-";"0";"2";"8";"1";"0";"14";"0";"0";"0";"1";"0";"0";"5";"1";"0";"11";"0";"0";"1";"-";"-";"-";"-";"-";"-"
"306010";"306010";"38";"5";"2";"412";"118";"14";"15";"8";"16";"2";"82";"126";"18";"13";"0";"0";"0";"4";"2";"0";"3";"1";"14";"81";"4";"9";"-";"0";"0";"0";"0";"4";"6";"0";"4";"-";"-";"-";"-";"1";"0";"0";"0";"0";"12";"2";"-";"-";"0";"0";"3";"0";"0";"1";"0";"1";"0";"0";"0";"3";"-";"6";"3";"0";"1";"2";"4";"0";"0";"0";"0";"-";"0";"0";"0";"0";"0";"0";"2";"0";"-";"-";"-";"1";"8";"0";"0";"0";"64";"0";"3";"2";"1";"1";"2";"-";"0";"1";"2";"3";"13";"49";"3";"0";"1";"0";"50";"4";"-";"0";"4";"4";"0";"0";"9";"0";"1";"0";"0";"0";"0";"8";"0";"1";"2";"1";"0";"1";"-";"-";"-";"-";"-";"-"
"306011";"306011";"38";"5";"2";"1207";"423";"33";"19";"23";"16";"1";"286";"311";"61";"34";"1";"3";"1";"18";"12";"2";"36";"3";"50";"244";"16";"37";"-";"3";"2";"0";"0";"16";"8";"1";"3";"-";"-";"-";"-";"1";"0";"1";"1";"0";"16";"0";"-";"-";"1";"0";"4";"0";"1";"0";"0";"2";"1";"1";"1";"12";"-";"13";"0";"0";"1";"2";"0";"0";"0";"0";"0";"-";"0";"0";"0";"1";"0";"0";"0";"0";"-";"-";"-";"0";"18";"4";"3";"2";"237";"0";"3";"3";"11";"1";"4";"-";"1";"2";"7";"6";"16";"151";"0";"4";"0";"3";"118";"3";"-";"0";"5";"22";"2";"2";"26";"1";"1";"1";"1";"0";"0";"11";"2";"1";"14";"3";"0";"3";"-";"-";"-";"-";"-";"-"
"306012";"306012";"38";"5";"2";"231";"70";"8";"5";"6";"2";"0";"55";"68";"9";"8";"2";"0";"0";"0";"1";"1";"2";"0";"8";"46";"2";"8";"-";"0";"0";"0";"0";"3";"4";"0";"1";"-";"-";"-";"-";"1";"0";"0";"0";"0";"4";"0";"-";"-";"0";"2";"1";"0";"0";"1";"0";"0";"2";"0";"0";"0";"-";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"-";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"0";"2";"0";"0";"2";"41";"0";"2";"0";"6";"2";"0";"-";"0";"0";"2";"0";"4";"33";"0";"0";"0";"2";"23";"4";"-";"0";"2";"2";"0";"0";"4";"0";"1";"0";"0";"0";"0";"3";"0";"0";"3";"1";"0";"1";"-";"-";"-";"-";"-";"-"
