"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1998 - Stemmeberettigede";"FV1998 - Afgivne stemmer";"FV1998 - Blanke stemmer";"FV1998 - Andre ugyldige stemmer";"FV1998 - Gyldige stemmer";"FV1998 - A. Socialdemokratiet";"FV1998 - B. Det Radikale Venstre";"FV1998 - C. Det Konservative Folkeparti";"FV1998 - D. Centrum-Demokraterne";"FV1998 - F. Socialistisk Folkeparti";"FV1998 - O. Dansk Folkeparti";"FV1998 - Q. Kristeligt Folkeparti";"FV1998 - U. Demokratisk Fornyelse";"FV1998 - V. Venstre, Danmarks Liberale Parti";"FV1998 - Z. Fremskridtspartiet";"FV1998 - Ø. Enhedslisten - De Rød-Grønne";"FV1998 - 1. Uden for partierne";"FV1998 - 2. Uden for partierne";"FV1998 - 3. Uden for partierne"
"429010";"429010";"54";"10";"2";"348";"310";"3";"0";"307";"79";"12";"23";"3";"17";"29";"3";"3";"132";"5";"1";"0";"-";"-"
"431001";"431001";"58";"10";"2";"101";"81";"0";"1";"80";"12";"5";"10";"2";"9";"5";"1";"0";"27";"0";"9";"0";"-";"-"
"431002";"431002";"58";"10";"2";"1394";"1179";"10";"2";"1167";"443";"55";"92";"35";"73";"95";"25";"6";"297";"18";"28";"0";"-";"-"
"431003";"431003";"58";"10";"2";"357";"315";"1";"0";"314";"77";"21";"39";"11";"23";"43";"3";"3";"83";"3";"8";"0";"-";"-"
"431004";"431004";"58";"10";"2";"674";"608";"4";"2";"602";"221";"42";"54";"26";"45";"30";"7";"2";"152";"9";"14";"0";"-";"-"
"431005";"431005";"58";"10";"2";"560";"483";"1";"0";"482";"145";"20";"70";"31";"23";"45";"5";"2";"131";"9";"1";"0";"-";"-"
"431006";"431006";"58";"10";"2";"3889";"3235";"16";"3";"3216";"1214";"126";"363";"129";"266";"213";"36";"12";"723";"49";"85";"0";"-";"-"
"431007";"431007";"58";"10";"2";"1439";"1217";"5";"2";"1210";"411";"53";"136";"49";"69";"84";"28";"3";"341";"13";"23";"0";"-";"-"
"431008";"431008";"58";"10";"2";"485";"437";"0";"0";"437";"102";"24";"30";"22";"30";"39";"12";"4";"152";"7";"15";"0";"-";"-"
"431009";"431009";"58";"10";"2";"113";"93";"2";"0";"91";"13";"4";"12";"3";"5";"5";"4";"0";"42";"0";"3";"0";"-";"-"
"431010";"431010";"58";"10";"2";"765";"677";"7";"1";"669";"216";"29";"60";"39";"50";"50";"4";"6";"197";"10";"8";"0";"-";"-"
"431011";"431011";"58";"10";"2";"1969";"1719";"17";"2";"1700";"633";"65";"194";"68";"115";"127";"20";"2";"444";"15";"17";"0";"-";"-"
"431012";"431012";"58";"10";"2";"1048";"937";"5";"3";"929";"325";"54";"67";"32";"85";"78";"14";"5";"237";"9";"22";"1";"-";"-"
"431013";"431013";"58";"10";"2";"284";"261";"2";"0";"259";"70";"22";"21";"20";"14";"18";"4";"0";"80";"2";"8";"0";"-";"-"
"431014";"431014";"58";"10";"2";"390";"337";"3";"0";"334";"98";"10";"32";"16";"26";"20";"3";"3";"113";"5";"8";"0";"-";"-"
"433001";"433001";"54";"10";"2";"799";"701";"5";"2";"694";"232";"46";"51";"32";"57";"35";"13";"6";"197";"4";"21";"0";"-";"-"
"433002";"433002";"54";"10";"2";"1913";"1668";"13";"5";"1650";"653";"111";"162";"69";"112";"92";"35";"4";"366";"17";"28";"1";"-";"-"
"433003";"433003";"54";"10";"2";"912";"793";"5";"1";"787";"283";"30";"67";"39";"53";"65";"17";"0";"212";"6";"15";"0";"-";"-"
"433004";"433004";"54";"10";"2";"412";"371";"3";"1";"367";"131";"18";"26";"16";"18";"38";"9";"3";"102";"1";"5";"0";"-";"-"
"433005";"433005";"54";"10";"2";"455";"389";"2";"0";"387";"128";"19";"28";"15";"19";"35";"5";"2";"121";"7";"8";"0";"-";"-"
"435001";"435001";"56";"10";"2";"845";"715";"6";"3";"706";"197";"27";"45";"32";"52";"62";"17";"3";"233";"28";"10";"0";"-";"-"
"435002";"435002";"56";"10";"2";"178";"150";"2";"0";"148";"42";"2";"12";"5";"9";"10";"2";"2";"52";"6";"6";"0";"-";"-"
"435003";"435003";"56";"10";"2";"853";"737";"11";"1";"725";"253";"30";"48";"25";"55";"53";"19";"6";"191";"33";"12";"0";"-";"-"
"435004";"435004";"56";"10";"2";"255";"230";"3";"0";"227";"57";"8";"7";"10";"21";"32";"4";"3";"69";"11";"5";"0";"-";"-"
"435005";"435005";"56";"10";"2";"754";"624";"3";"0";"621";"213";"16";"59";"13";"48";"48";"9";"0";"177";"24";"14";"0";"-";"-"
"435006";"435006";"56";"10";"2";"357";"324";"0";"0";"324";"87";"4";"12";"9";"26";"36";"6";"4";"122";"17";"1";"0";"-";"-"
"435007";"435007";"56";"10";"2";"539";"484";"5";"0";"479";"156";"23";"30";"22";"47";"28";"8";"0";"149";"6";"10";"0";"-";"-"
"435008";"435008";"56";"10";"2";"427";"370";"5";"1";"364";"107";"18";"32";"11";"37";"34";"8";"1";"89";"8";"17";"2";"-";"-"
"435009";"435009";"56";"10";"2";"458";"405";"3";"1";"401";"148";"18";"33";"15";"34";"28";"2";"2";"113";"4";"4";"0";"-";"-"
"437001";"437001";"58";"10";"2";"729";"650";"3";"2";"645";"202";"19";"58";"38";"40";"26";"29";"6";"208";"3";"15";"1";"-";"-"
"437002";"437002";"58";"10";"2";"2485";"2151";"16";"5";"2130";"748";"80";"214";"91";"88";"152";"26";"3";"685";"28";"14";"1";"-";"-"
"437003";"437003";"58";"10";"2";"581";"500";"2";"1";"497";"142";"33";"41";"14";"36";"37";"10";"2";"162";"3";"17";"0";"-";"-"
"439001";"439001";"53";"10";"2";"2826";"2473";"11";"10";"2452";"1033";"85";"258";"90";"196";"120";"26";"6";"563";"23";"51";"1";"-";"-"
"439002";"439002";"53";"10";"2";"318";"296";"0";"1";"295";"109";"20";"16";"8";"36";"16";"1";"1";"78";"3";"7";"0";"-";"-"
"439003";"439003";"53";"10";"2";"641";"593";"3";"0";"590";"209";"14";"56";"27";"52";"29";"10";"3";"164";"7";"18";"1";"-";"-"
"439004";"439004";"53";"10";"2";"253";"231";"0";"0";"231";"71";"15";"18";"6";"31";"15";"2";"1";"53";"2";"17";"0";"-";"-"
"439005";"439005";"53";"10";"2";"424";"393";"6";"0";"387";"160";"11";"26";"10";"43";"22";"8";"0";"93";"4";"9";"1";"-";"-"
"439006";"439006";"53";"10";"2";"363";"314";"1";"1";"312";"100";"18";"28";"9";"24";"23";"10";"0";"95";"1";"4";"0";"-";"-"
"439007";"439007";"53";"10";"2";"331";"305";"0";"0";"305";"103";"17";"14";"4";"37";"9";"0";"3";"101";"3";"13";"1";"-";"-"
"439008";"439008";"53";"10";"2";"600";"552";"4";"0";"548";"152";"25";"33";"21";"50";"40";"12";"7";"183";"6";"18";"1";"-";"-"
"439009";"439009";"53";"10";"2";"831";"755";"12";"0";"743";"320";"32";"51";"29";"48";"46";"12";"1";"168";"15";"20";"1";"-";"-"
"439010";"439010";"53";"10";"2";"1622";"1469";"9";"4";"1456";"580";"73";"155";"59";"111";"73";"11";"7";"338";"19";"30";"0";"-";"-"
"441001";"441001";"53";"10";"2";"829";"745";"5";"2";"738";"293";"25";"62";"34";"61";"62";"6";"0";"182";"6";"7";"0";"-";"-"
"441002";"441002";"53";"10";"2";"1159";"1039";"15";"2";"1022";"413";"25";"101";"44";"66";"102";"12";"5";"234";"13";"7";"0";"-";"-"
"441003";"441003";"53";"10";"2";"349";"310";"4";"0";"306";"99";"7";"31";"16";"21";"37";"8";"1";"75";"6";"5";"0";"-";"-"
"441004";"441004";"53";"10";"2";"2277";"2037";"15";"8";"2014";"906";"69";"241";"82";"94";"125";"35";"3";"424";"20";"15";"0";"-";"-"
"443001";"443001";"58";"10";"2";"2128";"1730";"13";"4";"1713";"479";"45";"314";"127";"106";"155";"51";"14";"363";"21";"36";"2";"-";"-"
"443002";"443002";"58";"10";"2";"600";"502";"3";"2";"497";"160";"13";"69";"32";"27";"26";"9";"1";"146";"5";"9";"0";"-";"-"
"445001";"445001";"54";"10";"2";"4995";"4228";"40";"4";"4184";"1818";"204";"329";"131";"356";"337";"73";"15";"779";"67";"73";"2";"-";"-"
"445002";"445002";"54";"10";"2";"4696";"4182";"13";"2";"4167";"1838";"205";"290";"182";"315";"316";"64";"7";"855";"46";"48";"1";"-";"-"
"445003";"445003";"54";"10";"2";"1279";"1149";"9";"0";"1140";"394";"72";"107";"50";"66";"101";"25";"7";"289";"18";"11";"0";"-";"-"
"445005";"445005";"54";"10";"2";"963";"853";"5";"2";"846";"241";"48";"77";"30";"67";"70";"34";"3";"257";"9";"9";"1";"-";"-"
"445006";"445006";"54";"10";"2";"2934";"2674";"17";"4";"2653";"766";"120";"311";"161";"226";"172";"54";"5";"760";"34";"42";"2";"-";"-"
"447001";"447001";"53";"10";"2";"4319";"3706";"20";"10";"3676";"2095";"80";"162";"84";"312";"201";"51";"9";"586";"24";"71";"1";"-";"-"
"449001";"449001";"56";"10";"2";"729";"634";"3";"1";"630";"205";"24";"40";"35";"32";"59";"8";"3";"204";"16";"4";"0";"-";"-"
"449002";"449002";"56";"10";"2";"4647";"4009";"17";"6";"3986";"1923";"115";"358";"170";"276";"279";"55";"5";"685";"46";"73";"1";"-";"-"
"449003";"449003";"56";"10";"2";"5278";"4461";"34";"22";"4405";"2002";"161";"408";"145";"382";"347";"42";"8";"752";"55";"100";"3";"-";"-"
"449004";"449004";"56";"10";"2";"1646";"1423";"9";"2";"1412";"644";"40";"92";"53";"86";"130";"23";"4";"300";"29";"11";"0";"-";"-"
"449101";"449101";"56";"10";"2";"431";"385";"1";"0";"384";"125";"17";"19";"9";"32";"39";"3";"2";"116";"8";"14";"0";"-";"-"
"449103";"449103";"56";"10";"2";"193";"167";"0";"1";"166";"56";"4";"12";"9";"19";"21";"0";"1";"33";"5";"6";"0";"-";"-"
"449107";"449107";"56";"10";"2";"306";"276";"4";"2";"270";"85";"16";"23";"8";"27";"16";"9";"1";"74";"4";"7";"0";"-";"-"
"449108";"449108";"56";"10";"2";"1070";"828";"5";"3";"820";"470";"20";"52";"16";"58";"82";"13";"1";"92";"8";"8";"0";"-";"-"
"451001";"451001";"54";"10";"2";"2127";"1855";"16";"1";"1838";"809";"107";"113";"59";"88";"143";"45";"3";"432";"14";"25";"0";"-";"-"
"451002";"451002";"54";"10";"2";"997";"884";"9";"4";"871";"238";"74";"55";"40";"67";"64";"17";"3";"271";"25";"17";"0";"-";"-"
"451003";"451003";"54";"10";"2";"302";"270";"0";"0";"270";"109";"17";"13";"11";"11";"25";"3";"1";"74";"4";"2";"0";"-";"-"
"451004";"451004";"54";"10";"2";"296";"267";"2";"0";"265";"82";"19";"12";"14";"17";"26";"4";"0";"84";"5";"2";"0";"-";"-"
"451005";"451005";"54";"10";"2";"249";"231";"1";"0";"230";"55";"24";"17";"7";"15";"14";"5";"0";"78";"6";"9";"0";"-";"-"
"461001";"461001";"50";"10";"2";"8399";"6825";"46";"18";"6761";"2535";"396";"587";"262";"889";"383";"110";"24";"1217";"60";"297";"1";"-";"-"
"461002";"461002";"50";"10";"2";"7069";"5903";"35";"13";"5855";"2890";"230";"424";"147";"667";"390";"59";"14";"735";"63";"236";"0";"-";"-"
"461003";"461003";"50";"10";"2";"3130";"2623";"22";"2";"2599";"1332";"89";"166";"78";"279";"173";"38";"4";"336";"25";"79";"0";"-";"-"
"461004";"461004";"50";"10";"2";"7865";"6571";"46";"9";"6516";"2332";"316";"882";"258";"631";"409";"121";"20";"1316";"66";"163";"2";"-";"-"
"461005";"461005";"50";"10";"2";"5718";"4525";"28";"9";"4488";"2214";"169";"374";"143";"431";"320";"59";"10";"588";"43";"136";"1";"-";"-"
"461006";"461006";"50";"10";"2";"2214";"2020";"11";"5";"2004";"987";"56";"183";"60";"102";"152";"25";"8";"382";"20";"29";"0";"-";"-"
"461007";"461007";"50";"10";"2";"2931";"2554";"7";"5";"2542";"1274";"64";"208";"87";"227";"221";"33";"3";"349";"27";"49";"0";"-";"-"
"461008";"461008";"50";"10";"2";"344";"308";"0";"0";"308";"104";"10";"43";"10";"14";"22";"6";"0";"88";"3";"8";"0";"-";"-"
"461009";"461009";"50";"10";"2";"1261";"1088";"2";"4";"1082";"475";"36";"104";"33";"102";"90";"12";"3";"185";"14";"28";"0";"-";"-"
"461010";"461010";"50";"10";"2";"277";"235";"1";"0";"234";"85";"11";"19";"5";"18";"18";"5";"1";"62";"3";"7";"0";"-";"-"
"461011";"461011";"51";"10";"2";"6368";"5336";"52";"5";"5279";"1797";"324";"524";"204";"789";"242";"86";"22";"1014";"42";"234";"1";"-";"-"
"461012";"461012";"51";"10";"2";"8245";"6765";"40";"14";"6711";"3708";"200";"501";"166";"615";"453";"78";"17";"740";"48";"183";"2";"-";"-"
"461013";"461013";"51";"10";"2";"846";"754";"2";"2";"750";"262";"28";"84";"25";"50";"67";"13";"2";"187";"11";"21";"0";"-";"-"
"461014";"461014";"51";"10";"2";"4927";"4246";"16";"8";"4222";"2064";"114";"386";"150";"285";"286";"55";"14";"762";"40";"66";"0";"-";"-"
"461015";"461015";"51";"10";"2";"340";"309";"1";"0";"308";"95";"13";"82";"4";"16";"31";"11";"0";"45";"1";"10";"0";"-";"-"
"461016";"461016";"51";"10";"2";"2160";"1885";"8";"1";"1876";"915";"53";"253";"54";"155";"122";"21";"3";"270";"7";"23";"0";"-";"-"
"461017";"461017";"51";"10";"2";"5302";"4720";"31";"11";"4678";"2134";"134";"606";"174";"384";"329";"52";"10";"724";"53";"78";"0";"-";"-"
"461018";"461018";"51";"10";"2";"4694";"4219";"10";"5";"4204";"1671";"149";"620";"165";"292";"306";"48";"13";"839";"46";"55";"0";"-";"-"
"461019";"461019";"51";"10";"2";"3164";"2696";"14";"3";"2679";"1068";"112";"383";"117";"204";"166";"39";"9";"508";"25";"48";"0";"-";"-"
"461020";"461020";"51";"10";"2";"3774";"3342";"17";"1";"3324";"1414";"115";"430";"139";"237";"239";"44";"5";"639";"25";"36";"1";"-";"-"
"461021";"461021";"51";"10";"2";"1579";"1383";"8";"3";"1372";"484";"59";"136";"68";"112";"136";"30";"3";"292";"22";"30";"0";"-";"-"
"461022";"461022";"51";"10";"2";"428";"388";"2";"1";"385";"132";"8";"35";"17";"28";"38";"3";"2";"101";"4";"16";"1";"-";"-"
"461023";"461023";"52";"10";"2";"8561";"7016";"46";"16";"6954";"2161";"506";"867";"298";"942";"287";"105";"22";"1399";"39";"324";"4";"-";"-"
"461024";"461024";"52";"10";"2";"5078";"4591";"15";"9";"4567";"925";"297";"957";"215";"460";"207";"63";"12";"1277";"38";"115";"1";"-";"-"
"461025";"461025";"52";"10";"2";"5700";"4909";"17";"4";"4888";"2053";"235";"570";"195";"459";"283";"81";"19";"846";"30";"115";"2";"-";"-"
"461026";"461026";"52";"10";"2";"8560";"7460";"38";"12";"7410";"2938";"276";"951";"323";"510";"557";"104";"17";"1594";"64";"75";"1";"-";"-"
"461027";"461027";"52";"10";"2";"381";"348";"3";"0";"345";"117";"21";"35";"8";"40";"34";"10";"1";"73";"3";"3";"0";"-";"-"
"461028";"461028";"52";"10";"2";"3307";"2948";"10";"5";"2933";"903";"109";"444";"118";"181";"186";"71";"4";"824";"29";"64";"0";"-";"-"
"461029";"461029";"52";"10";"2";"4958";"4320";"17";"6";"4297";"1602";"205";"565";"162";"392";"291";"98";"12";"813";"55";"101";"1";"-";"-"
"461030";"461030";"52";"10";"2";"6663";"5766";"22";"3";"5741";"2277";"232";"768";"223";"499";"387";"86";"10";"1127";"42";"89";"1";"-";"-"
"461031";"461031";"52";"10";"2";"2718";"2339";"5";"2";"2332";"665";"115";"388";"103";"195";"160";"57";"5";"563";"33";"46";"2";"-";"-"
"461032";"461032";"52";"10";"2";"698";"639";"1";"1";"637";"163";"15";"86";"24";"40";"64";"18";"4";"201";"6";"15";"1";"-";"-"
"461033";"461033";"52";"10";"2";"2745";"2442";"17";"1";"2424";"1016";"104";"255";"118";"187";"151";"25";"3";"490";"26";"49";"0";"-";"-"
"461034";"461034";"52";"10";"2";"500";"438";"5";"0";"433";"135";"14";"44";"15";"40";"37";"5";"2";"124";"7";"10";"0";"-";"-"
"461035";"461035";"50";"10";"2";"5762";"4274";"22";"18";"4234";"2480";"81";"197";"89";"439";"375";"37";"9";"373";"40";"112";"2";"-";"-"
"461036";"461036";"50";"10";"2";"3505";"2924";"9";"5";"2910";"1250";"133";"247";"112";"374";"175";"47";"13";"442";"23";"93";"1";"-";"-"
"471001";"471001";"55";"10";"2";"573";"517";"6";"0";"511";"173";"13";"38";"22";"21";"41";"7";"2";"176";"14";"4";"0";"-";"-"
"471002";"471002";"55";"10";"2";"830";"729";"4";"4";"721";"254";"45";"37";"28";"42";"53";"17";"4";"225";"11";"5";"0";"-";"-"
"471003";"471003";"55";"10";"2";"494";"429";"2";"1";"426";"149";"11";"35";"12";"23";"32";"5";"3";"142";"7";"7";"0";"-";"-"
"471004";"471004";"55";"10";"2";"680";"585";"4";"2";"579";"204";"22";"28";"21";"34";"60";"9";"4";"176";"13";"8";"0";"-";"-"
"471005";"471005";"55";"10";"2";"1813";"1588";"13";"2";"1573";"670";"48";"115";"76";"84";"98";"17";"1";"424";"26";"13";"1";"-";"-"
"471006";"471006";"55";"10";"2";"1731";"1433";"9";"2";"1422";"649";"56";"105";"47";"65";"70";"16";"8";"376";"19";"10";"1";"-";"-"
"471007";"471007";"55";"10";"2";"513";"452";"5";"0";"447";"135";"16";"24";"10";"21";"35";"10";"3";"182";"7";"3";"1";"-";"-"
"471008";"471008";"55";"10";"2";"645";"585";"5";"0";"580";"176";"18";"41";"24";"50";"53";"6";"2";"193";"5";"11";"1";"-";"-"
"471009";"471009";"55";"10";"2";"623";"565";"3";"0";"562";"220";"20";"26";"14";"25";"61";"6";"1";"172";"12";"5";"0";"-";"-"
"471010";"471010";"55";"10";"2";"363";"308";"1";"0";"307";"111";"15";"15";"9";"27";"26";"9";"3";"87";"3";"2";"0";"-";"-"
"473001";"473001";"58";"10";"2";"5235";"4492";"31";"10";"4451";"1519";"201";"405";"194";"382";"288";"78";"13";"1242";"47";"81";"1";"-";"-"
"473002";"473002";"58";"10";"2";"519";"472";"2";"0";"470";"145";"22";"41";"17";"44";"46";"3";"6";"133";"2";"11";"0";"-";"-"
"473003";"473003";"58";"10";"2";"698";"597";"11";"0";"586";"181";"22";"48";"24";"36";"56";"11";"3";"186";"14";"5";"0";"-";"-"
"473004";"473004";"58";"10";"2";"271";"238";"2";"0";"236";"51";"15";"22";"12";"5";"9";"7";"1";"107";"0";"7";"0";"-";"-"
"473005";"473005";"58";"10";"2";"705";"594";"5";"0";"589";"172";"21";"60";"23";"28";"63";"9";"3";"193";"9";"8";"0";"-";"-"
"473006";"473006";"58";"10";"2";"435";"386";"1";"0";"385";"90";"8";"40";"11";"22";"39";"11";"2";"148";"3";"11";"0";"-";"-"
"473007";"473007";"58";"10";"2";"367";"322";"4";"0";"318";"90";"15";"27";"8";"26";"28";"10";"3";"92";"8";"11";"0";"-";"-"
"473008";"473008";"58";"10";"2";"246";"215";"1";"0";"214";"48";"6";"12";"10";"21";"13";"2";"5";"96";"0";"1";"0";"-";"-"
"475001";"475001";"57";"10";"2";"3365";"2854";"22";"6";"2826";"1278";"136";"155";"89";"280";"183";"47";"7";"564";"33";"54";"0";"-";"-"
"475002";"475002";"57";"10";"2";"553";"497";"3";"1";"493";"172";"22";"31";"13";"31";"46";"8";"0";"152";"8";"10";"0";"-";"-"
"475003";"475003";"57";"10";"2";"497";"441";"4";"0";"437";"174";"16";"19";"13";"39";"34";"8";"0";"117";"5";"12";"0";"-";"-"
"475004";"475004";"57";"10";"2";"760";"649";"6";"1";"642";"269";"36";"38";"20";"39";"40";"9";"2";"170";"11";"8";"0";"-";"-"
"475005";"475005";"57";"10";"2";"164";"149";"2";"0";"147";"59";"6";"6";"5";"13";"3";"2";"0";"34";"3";"16";"0";"-";"-"
"477001";"477001";"56";"10";"2";"1734";"1500";"13";"2";"1485";"499";"87";"96";"64";"109";"103";"27";"5";"444";"16";"33";"2";"-";"-"
"477002";"477002";"56";"10";"2";"1852";"1634";"5";"0";"1629";"620";"96";"116";"74";"132";"103";"41";"8";"386";"28";"25";"0";"-";"-"
"477003";"477003";"56";"10";"2";"1719";"1490";"14";"2";"1474";"510";"81";"132";"92";"114";"105";"26";"3";"356";"24";"31";"0";"-";"-"
"479001";"479001";"57";"10";"2";"11388";"9550";"78";"14";"9458";"3311";"451";"818";"411";"995";"644";"139";"31";"2111";"117";"430";"0";"-";"-"
"479002";"479002";"57";"10";"2";"2893";"2429";"14";"10";"2405";"1186";"72";"137";"85";"263";"188";"29";"4";"349";"17";"74";"1";"-";"-"
"479003";"479003";"57";"10";"2";"5202";"4327";"27";"9";"4291";"1931";"183";"298";"157";"424";"342";"61";"15";"690";"53";"136";"1";"-";"-"
"479004";"479004";"57";"10";"2";"847";"751";"4";"1";"746";"226";"47";"50";"22";"48";"70";"14";"4";"229";"18";"18";"0";"-";"-"
"479005";"479005";"57";"10";"2";"3063";"2678";"15";"9";"2654";"791";"133";"269";"119";"213";"185";"41";"10";"795";"37";"60";"1";"-";"-"
"479006";"479006";"57";"10";"2";"72";"63";"4";"0";"59";"9";"2";"5";"4";"5";"5";"1";"1";"25";"0";"2";"0";"-";"-"
"479007";"479007";"57";"10";"2";"1672";"1536";"5";"1";"1530";"421";"74";"135";"80";"174";"89";"21";"4";"451";"20";"61";"0";"-";"-"
"479008";"479008";"57";"10";"2";"824";"732";"7";"2";"723";"224";"42";"43";"22";"62";"75";"12";"0";"208";"17";"18";"0";"-";"-"
"479009";"479009";"57";"10";"2";"1770";"1565";"8";"3";"1554";"512";"78";"84";"67";"194";"119";"17";"3";"402";"17";"61";"0";"-";"-"
"479010";"479010";"57";"10";"2";"2733";"2433";"9";"3";"2421";"663";"103";"261";"122";"228";"171";"40";"7";"765";"19";"42";"0";"-";"-"
"479011";"479011";"57";"10";"2";"2292";"2006";"15";"9";"1982";"970";"76";"100";"72";"127";"145";"21";"5";"411";"24";"29";"2";"-";"-"
"481001";"481001";"57";"10";"2";"733";"594";"3";"3";"588";"190";"36";"26";"26";"33";"49";"13";"1";"187";"9";"18";"0";"-";"-"
"481002";"481002";"57";"10";"2";"1275";"1063";"10";"3";"1050";"357";"78";"45";"40";"58";"77";"11";"3";"346";"21";"14";"0";"-";"-"
"481003";"481003";"57";"10";"2";"730";"632";"7";"3";"622";"203";"33";"26";"22";"43";"50";"14";"4";"195";"9";"23";"0";"-";"-"
"481004";"481004";"57";"10";"2";"799";"660";"5";"1";"654";"216";"37";"45";"21";"32";"91";"5";"1";"180";"15";"11";"0";"-";"-"
"483001";"483001";"55";"10";"2";"1118";"989";"9";"0";"980";"396";"25";"63";"23";"64";"98";"15";"5";"265";"11";"14";"1";"-";"-"
"483002";"483002";"55";"10";"2";"1093";"943";"10";"1";"932";"316";"28";"80";"19";"59";"88";"10";"7";"298";"17";"10";"0";"-";"-"
"483003";"483003";"55";"10";"2";"1760";"1593";"9";"1";"1583";"500";"87";"169";"83";"102";"116";"24";"2";"462";"19";"19";"0";"-";"-"
"483004";"483004";"55";"10";"2";"625";"558";"4";"0";"554";"239";"23";"68";"12";"15";"41";"5";"0";"134";"12";"5";"0";"-";"-"
"483005";"483005";"55";"10";"2";"1268";"1117";"3";"1";"1113";"411";"38";"104";"36";"49";"98";"20";"6";"324";"16";"10";"1";"-";"-"
"483006";"483006";"55";"10";"2";"2514";"2214";"14";"4";"2196";"922";"77";"229";"63";"123";"167";"23";"4";"530";"34";"24";"0";"-";"-"
"485001";"485001";"55";"10";"2";"1284";"1152";"9";"1";"1142";"390";"52";"71";"53";"104";"76";"31";"4";"343";"6";"11";"1";"-";"-"
"485002";"485002";"55";"10";"2";"1394";"1193";"7";"0";"1186";"436";"43";"90";"40";"94";"81";"40";"1";"334";"11";"15";"1";"-";"-"
"485003";"485003";"55";"10";"2";"1709";"1490";"12";"1";"1477";"596";"56";"114";"64";"139";"96";"24";"6";"357";"8";"16";"1";"-";"-"
"485004";"485004";"55";"10";"2";"900";"797";"1";"2";"794";"285";"29";"68";"32";"52";"61";"14";"1";"241";"7";"4";"0";"-";"-"
"485005";"485005";"55";"10";"2";"406";"352";"3";"0";"349";"132";"8";"15";"14";"30";"28";"7";"1";"104";"5";"5";"0";"-";"-"
"487001";"487001";"57";"10";"2";"270";"230";"2";"1";"227";"73";"20";"18";"8";"22";"13";"4";"2";"60";"3";"4";"0";"-";"-"
"487002";"487002";"57";"10";"2";"604";"496";"3";"2";"491";"171";"15";"42";"34";"29";"39";"8";"3";"121";"19";"10";"0";"-";"-"
"487003";"487003";"57";"10";"2";"965";"844";"6";"0";"838";"312";"45";"61";"29";"38";"58";"14";"3";"244";"18";"16";"0";"-";"-"
"487004";"487004";"57";"10";"2";"422";"362";"1";"1";"360";"131";"14";"22";"14";"22";"24";"2";"0";"118";"5";"6";"2";"-";"-"
"487005";"487005";"57";"10";"2";"571";"491";"7";"0";"484";"157";"24";"26";"23";"16";"43";"11";"2";"167";"10";"5";"0";"-";"-"
"489001";"489001";"53";"10";"2";"2111";"1880";"12";"7";"1861";"843";"64";"131";"70";"78";"160";"20";"4";"460";"24";"7";"0";"-";"-"
"489002";"489002";"53";"10";"2";"399";"351";"3";"0";"348";"115";"8";"32";"8";"17";"45";"7";"4";"98";"12";"2";"0";"-";"-"
"489003";"489003";"53";"10";"2";"500";"449";"3";"0";"446";"185";"13";"35";"18";"17";"45";"5";"1";"112";"8";"7";"0";"-";"-"
"489004";"489004";"53";"10";"2";"710";"624";"4";"0";"620";"213";"33";"46";"31";"48";"44";"9";"0";"169";"8";"18";"1";"-";"-"
"491001";"491001";"55";"10";"2";"4644";"4033";"29";"3";"4001";"1625";"130";"347";"179";"265";"367";"69";"16";"872";"52";"78";"1";"-";"-"
"493001";"493001";"58";"10";"2";"922";"781";"3";"2";"776";"249";"30";"83";"53";"36";"67";"21";"7";"194";"13";"23";"0";"-";"-"
"493002";"493002";"58";"10";"2";"715";"578";"1";"0";"577";"180";"20";"49";"33";"28";"45";"10";"2";"183";"19";"8";"0";"-";"-"
"493003";"493003";"58";"10";"2";"493";"398";"3";"0";"395";"89";"8";"28";"28";"24";"40";"12";"9";"139";"8";"10";"0";"-";"-"
"493004";"493004";"58";"10";"2";"814";"661";"4";"1";"656";"145";"17";"83";"31";"20";"49";"26";"7";"257";"10";"11";"0";"-";"-"
"493005";"493005";"58";"10";"2";"316";"262";"0";"2";"260";"69";"13";"26";"10";"11";"21";"11";"1";"89";"2";"7";"0";"-";"-"
"495001";"495001";"56";"10";"2";"163";"142";"0";"0";"142";"37";"10";"9";"5";"11";"11";"0";"0";"51";"4";"4";"0";"-";"-"
"495002";"495002";"56";"10";"2";"642";"569";"7";"0";"562";"229";"24";"26";"21";"36";"49";"12";"3";"149";"9";"4";"0";"-";"-"
"495003";"495003";"56";"10";"2";"805";"713";"13";"2";"698";"243";"27";"48";"29";"60";"52";"8";"3";"211";"10";"7";"0";"-";"-"
"495004";"495004";"56";"10";"2";"229";"197";"1";"0";"196";"60";"7";"19";"3";"19";"13";"2";"0";"66";"2";"5";"0";"-";"-"
"495005";"495005";"56";"10";"2";"219";"197";"0";"0";"197";"70";"4";"8";"2";"10";"18";"5";"0";"73";"2";"5";"0";"-";"-"
"495006";"495006";"56";"10";"2";"650";"590";"4";"0";"586";"203";"28";"36";"18";"33";"43";"6";"5";"193";"18";"3";"0";"-";"-"
"495007";"495007";"56";"10";"2";"431";"371";"5";"3";"363";"119";"14";"26";"9";"18";"21";"13";"0";"124";"7";"12";"0";"-";"-"
