"Id";"ValgId";"AdrKom";"ValgstedKode";"Kreds Nr";"Valgsted Id";"RefValgId";"RefValgstedKode";"RefValgstedId";"RefAdrKom";"RefKredsNr";"Personer";"TotalPersoner";"Divergens";"Multi";"Fejl";"DivergensGruppe";"DivergensGruppePersoner";"OrgGruppe";"GeoId"
"1";"275";"746";"6";"70";"9674";"275";"6";"9674";"746";"70";"6063";"6063";"0";"1";"0";"746006";"6063";"746006";"746006"
"2";"275";"573";"6";"54";"8921";"275";"6";"8921";"573";"54";"451";"451";"0";"1";"0";"573006";"451";"573006";"573006"
"3";"275";"350";"5";"34";"8693";"275";"5";"8693";"350";"34";"780";"780";"0";"1";"0";"350005";"780";"350005";"350005"
"4";"275";"615";"10";"71";"9091";"275";"10";"9091";"615";"71";"1631";"1631";"0";"1";"0";"615010";"1631";"615010";"615010"
"5";"275";"480";"12";"45";"9391";"275";"12";"9391";"480";"45";"1094";"1094";"0";"1";"0";"480012";"1094";"480012";"480012"
"6";"275";"615";"4";"71";"9087";"275";"4";"9087";"615";"71";"186";"186";"0";"1";"0";"615004";"186";"615004";"615004"
"7";"275";"540";"13";"49";"9610";"275";"13";"9610";"540";"49";"2286";"2286";"0";"1";"0";"540013";"2286";"540013";"540013"
"8";"275";"751";"11";"62";"9003";"275";"11";"9003";"751";"62";"2995";"2995";"0";"1";"0";"751011";"2995";"751011";"751011"
"9";"275";"219";"14";"23";"9734";"275";"14";"9734";"219";"23";"955";"955";"0";"1";"0";"219014";"955";"219014";"219014"
"10";"275";"530";"5";"55";"8945";"275";"5";"8945";"530";"55";"598";"598";"0";"1";"0";"530005";"598";"530005";"530005"
"11";"275";"316";"13";"37";"9595";"275";"13";"9595";"316";"37";"2703";"2703";"0";"1";"0";"316013";"2703";"316013";"316013"
"12";"275";"730";"36";"68";"9544";"275";"36";"9544";"730";"68";"2501";"2501";"0";"1";"0";"730036";"2501";"730036";"730036"
"13";"275";"760";"12";"83";"9178";"275";"12";"9178";"760";"83";"940";"940";"0";"1";"0";"760012";"940";"760012";"760012"
"14";"275";"791";"12";"76";"9557";"275";"12";"9557";"791";"76";"3192";"3192";"0";"1";"0";"791012";"3192";"791012";"791012"
"15";"275";"756";"4";"79";"10005";"275";"4";"10005";"756";"79";"649";"649";"0";"1";"0";"756004";"649";"756004";"756004"
"16";"275";"320";"4";"33";"8667";"275";"4";"8667";"320";"33";"2548";"2548";"0";"1";"0";"320004";"2548";"320004";"320004"
"17";"275";"163";"1";"16";"9940";"275";"1";"9940";"163";"16";"5966";"5966";"0";"1";"0";"163001";"5966";"163001";"163001"
"18";"275";"329";"6";"39";"8739";"275";"6";"8739";"329";"39";"4072";"4072";"0";"1";"0";"329006";"4072";"329006";"329006"
"19";"275";"350";"11";"34";"8697";"275";"11";"8697";"350";"34";"1872";"1872";"0";"1";"0";"350011";"1872";"350011";"350011"
"20";"275";"813";"5";"84";"9197";"275";"5";"9197";"813";"84";"1092";"1092";"0";"1";"0";"813005";"1092";"813005";"813005"
"21";"275";"326";"2";"38";"9470";"275";"2";"9470";"326";"38";"351";"351";"0";"1";"0";"326002";"351";"326002";"326002"
"22";"275";"169";"13";"19";"8551";"275";"13";"8551";"169";"19";"441";"441";"0";"1";"0";"169013";"441";"169013";"169013"
