29;K, Københavns Storkreds, A, 96753
29;K, Københavns Storkreds, Ø, 71140
29;K, Københavns Storkreds, O, 49575
29;K, Københavns Storkreds, Å, 48475
29;K, Københavns Storkreds, A, 48376,5
29;K, Københavns Storkreds, V, 44721
29;K, Københavns Storkreds, B, 40578
29;K, Københavns Storkreds, I, 37935
29;K, Københavns Storkreds, Ø, 35570
29;K, Københavns Storkreds, A, 32251
29;K, Københavns Storkreds, F, 28260
29;K, Københavns Storkreds, O, 24787,5
29;K, Københavns Storkreds, Å, 24237,5
29;K, Københavns Storkreds, A, 24188,25
29;K, Københavns Storkreds, Ø, 23713,3333333333

29;K, Københavns Omegns Storkreds, A, 90361
29;K, Københavns Omegns Storkreds, O, 62419
29;K, Københavns Omegns Storkreds, V, 46092
29;K, Københavns Omegns Storkreds, A, 45180,5
29;K, Københavns Omegns Storkreds, O, 31209,5
29;K, Københavns Omegns Storkreds, A, 30120,3333333333
29;K, Københavns Omegns Storkreds, I, 25982
29;K, Københavns Omegns Storkreds, Ø, 25364
29;K, Københavns Omegns Storkreds, V, 23046
29;K, Københavns Omegns Storkreds, A, 22590,25
29;K, Københavns Omegns Storkreds, O, 20806,3333333333
29;K, Københavns Omegns Storkreds, A, 18072,2

29;K, Nordsjællands Storkreds, A, 64822
29;K, Nordsjællands Storkreds, V, 59155
29;K, Nordsjællands Storkreds, O, 53980
29;K, Nordsjællands Storkreds, I, 32744
29;K, Nordsjællands Storkreds, A, 32411
29;K, Nordsjællands Storkreds, V, 29577,5
29;K, Nordsjællands Storkreds, O, 26990
29;K, Nordsjællands Storkreds, A, 21607,3333333333
29;K, Nordsjællands Storkreds, V, 19718,3333333333
29;K, Nordsjællands Storkreds, Ø, 18171

29;K, Bornholms Storkreds, A, 8683
29;K, Bornholms Storkreds, V, 5257

29;K, Sjællands Storkreds, A, 146464
29;K, Sjællands Storkreds, O, 134195
29;K, Sjællands Storkreds, V, 102818
29;K, Sjællands Storkreds, A, 73232
29;K, Sjællands Storkreds, O, 67097,5
29;K, Sjællands Storkreds, V, 51409
29;K, Sjællands Storkreds, A, 48821,3333333333
29;K, Sjællands Storkreds, O, 44731,6666666667
29;K, Sjællands Storkreds, A, 36616
29;K, Sjællands Storkreds, Ø, 35374
29;K, Sjællands Storkreds, V, 34272,6666666667
29;K, Sjællands Storkreds, O, 33548,75
29;K, Sjællands Storkreds, I, 32598
29;K, Sjællands Storkreds, A, 29292,8
29;K, Sjællands Storkreds, O, 26839
29;K, Sjællands Storkreds, V, 25704,5
29;K, Sjællands Storkreds, A, 24410,6666666667
29;K, Sjællands Storkreds, O, 22365,8333333333
29;K, Sjællands Storkreds, A, 20923,4285714286
29;K, Sjællands Storkreds, F, 20575

29;K, Fyns Storkreds, A, 90061
29;K, Fyns Storkreds, O, 67913
29;K, Fyns Storkreds, V, 56673
29;K, Fyns Storkreds, A, 45030,5
29;K, Fyns Storkreds, O, 33956,5
29;K, Fyns Storkreds, A, 30020,3333333333
29;K, Fyns Storkreds, V, 28336,5
29;K, Fyns Storkreds, Ø, 26575
29;K, Fyns Storkreds, O, 22637,6666666667
29;K, Fyns Storkreds, A, 22515,25
29;K, Fyns Storkreds, I, 20271
29;K, Fyns Storkreds, V, 18891

29;K, Sydjyllands Storkreds, O, 126058
29;K, Sydjyllands Storkreds, V, 104483
29;K, Sydjyllands Storkreds, A, 104391
29;K, Sydjyllands Storkreds, O, 63029
29;K, Sydjyllands Storkreds, V, 52241,5
29;K, Sydjyllands Storkreds, A, 52195,5
29;K, Sydjyllands Storkreds, O, 42019,3333333333
29;K, Sydjyllands Storkreds, V, 34827,6666666667
29;K, Sydjyllands Storkreds, A, 34797
29;K, Sydjyllands Storkreds, I, 33277
29;K, Sydjyllands Storkreds, O, 31514,5
29;K, Sydjyllands Storkreds, V, 26120,75
29;K, Sydjyllands Storkreds, A, 26097,75
29;K, Sydjyllands Storkreds, O, 25211,6
29;K, Sydjyllands Storkreds, Ø, 22614
29;K, Sydjyllands Storkreds, O, 21009,6666666667
29;K, Sydjyllands Storkreds, V, 20896,6
29;K, Sydjyllands Storkreds, A, 20878,2

29;K, Østjyllands Storkreds, A, 132320
29;K, Østjyllands Storkreds, O, 91621
29;K, Østjyllands Storkreds, V, 90528
29;K, Østjyllands Storkreds, A, 66160
29;K, Østjyllands Storkreds, O, 45810,5
29;K, Østjyllands Storkreds, V, 45264
29;K, Østjyllands Storkreds, A, 44106,6666666667
29;K, Østjyllands Storkreds, I, 40101
29;K, Østjyllands Storkreds, Ø, 35960
29;K, Østjyllands Storkreds, A, 33080
29;K, Østjyllands Storkreds, O, 30540,3333333333
29;K, Østjyllands Storkreds, V, 30176
29;K, Østjyllands Storkreds, Å, 29587
29;K, Østjyllands Storkreds, A, 26464
29;K, Østjyllands Storkreds, B, 23876
29;K, Østjyllands Storkreds, O, 22905,25
29;K, Østjyllands Storkreds, V, 22632
29;K, Østjyllands Storkreds, A, 22053,3333333333

29;K, Vestjyllands Storkreds, V, 89537
29;K, Vestjyllands Storkreds, A, 80122
29;K, Vestjyllands Storkreds, O, 69657
29;K, Vestjyllands Storkreds, V, 44768,5
29;K, Vestjyllands Storkreds, A, 40061
29;K, Vestjyllands Storkreds, O, 34828,5
29;K, Vestjyllands Storkreds, V, 29845,6666666667
29;K, Vestjyllands Storkreds, A, 26707,3333333333
29;K, Vestjyllands Storkreds, O, 23219
29;K, Vestjyllands Storkreds, V, 22384,25
29;K, Vestjyllands Storkreds, A, 20030,5
29;K, Vestjyllands Storkreds, I, 19377
29;K, Vestjyllands Storkreds, V, 17907,4

29;K, Nordjyllands Storkreds, A, 110963
