"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2005 - Stemmeberettigede";"FV2005 - Afgivne stemmer";"FV2005 - Blanke stemmer";"FV2005 - Andre ugyldige stemmer";"FV2005 - Gyldige stemmer";"FV2005 - A. Socialdemokratiet";"FV2005 - B. Det Radikale Venstre";"FV2005 - C. Det Konservative Folkeparti";"FV2005 - D. Centrum-Demokraterne";"FV2005 - F. Socialistisk Folkeparti";"FV2005 - K. Kristendemokraterne";"FV2005 - M. Minoritetspartiet";"FV2005 - O. Dansk Folkeparti";"FV2005 - V. Venstre, Danmarks Liberale Parti";"FV2005 - Ø. Enhedslisten - De Rød-Grønne";"FV2005 - 1. Uden for partierne";"FV2005 - 2. Uden for partierne";"FV2005 - 3. Uden for partierne"
"605001";"605001";"73";"13";"3";"1570";"1388";"5";"4";"1379";"254";"99";"104";"12";"57";"32";"0";"211";"596";"14";"0";"-";"-"
"605002";"605002";"73";"13";"3";"2541";"2152";"7";"8";"2137";"343";"154";"210";"14";"102";"53";"6";"272";"956";"27";"0";"-";"-"
"605003";"605003";"73";"13";"3";"683";"623";"2";"1";"620";"128";"35";"49";"3";"19";"9";"0";"125";"246";"6";"0";"-";"-"
"605004";"605004";"73";"13";"3";"1253";"1108";"4";"2";"1102";"136";"65";"98";"9";"41";"23";"1";"179";"530";"20";"0";"-";"-"
"605005";"605005";"73";"13";"3";"1163";"1033";"9";"1";"1023";"173";"77";"60";"16";"48";"30";"1";"173";"428";"17";"0";"-";"-"
"605006";"605006";"73";"13";"3";"1174";"1054";"5";"3";"1046";"182";"53";"125";"3";"61";"18";"0";"187";"408";"9";"0";"-";"-"
"605007";"605007";"73";"13";"3";"1297";"1175";"10";"2";"1163";"240";"82";"85";"13";"45";"35";"1";"202";"438";"20";"2";"-";"-"
"605008";"605008";"73";"13";"3";"1435";"1246";"7";"1";"1238";"214";"89";"102";"14";"74";"37";"1";"205";"484";"18";"0";"-";"-"
"607001";"607001";"70";"13";"3";"10135";"8226";"35";"30";"8161";"2777";"525";"595";"50";"592";"177";"23";"1295";"1894";"227";"6";"-";"-"
"607002";"607002";"70";"13";"3";"1134";"999";"3";"0";"996";"215";"66";"87";"10";"45";"33";"1";"162";"360";"17";"0";"-";"-"
"607003";"607003";"70";"13";"3";"7207";"6398";"37";"17";"6344";"1500";"429";"684";"40";"318";"114";"9";"859";"2288";"102";"1";"-";"-"
"607004";"607004";"70";"13";"3";"571";"489";"3";"1";"485";"95";"32";"52";"9";"21";"6";"0";"80";"184";"6";"0";"-";"-"
"607005";"607005";"70";"13";"3";"3573";"3118";"15";"4";"3099";"589";"226";"363";"29";"210";"74";"3";"394";"1174";"37";"0";"-";"-"
"607006";"607006";"70";"13";"3";"7194";"5602";"27";"16";"5559";"1916";"321";"390";"35";"373";"84";"13";"981";"1313";"129";"4";"-";"-"
"607007";"607007";"70";"13";"3";"1337";"1202";"6";"3";"1193";"265";"100";"118";"11";"59";"15";"1";"172";"434";"18";"0";"-";"-"
"607008";"607008";"70";"13";"3";"5593";"4187";"31";"13";"4143";"1316";"289";"313";"39";"297";"86";"11";"713";"911";"167";"1";"-";"-"
"609001";"609001";"75";"13";"3";"2227";"1879";"9";"6";"1864";"352";"141";"127";"19";"92";"32";"6";"274";"779";"39";"3";"-";"-"
"609002";"609002";"75";"13";"3";"1650";"1450";"15";"4";"1431";"282";"110";"122";"12";"93";"29";"10";"187";"523";"62";"1";"-";"-"
"609003";"609003";"75";"13";"3";"2170";"1884";"11";"8";"1865";"452";"120";"164";"25";"96";"22";"4";"270";"645";"64";"3";"-";"-"
"609004";"609004";"75";"13";"3";"1344";"1196";"8";"8";"1180";"276";"92";"85";"10";"76";"14";"0";"138";"439";"49";"1";"-";"-"
"611001";"611001";"73";"13";"3";"4268";"3469";"31";"9";"3429";"550";"215";"247";"36";"102";"131";"4";"571";"1544";"26";"3";"-";"-"
"611002";"611002";"73";"13";"3";"1708";"1462";"8";"1";"1453";"205";"79";"93";"9";"61";"52";"7";"313";"604";"29";"1";"-";"-"
"611003";"611003";"73";"13";"3";"941";"811";"5";"0";"806";"134";"47";"66";"1";"30";"18";"0";"152";"355";"2";"1";"-";"-"
"611004";"611004";"73";"13";"3";"888";"773";"3";"4";"766";"125";"25";"52";"5";"32";"17";"1";"146";"358";"5";"0";"-";"-"
"611005";"611005";"73";"13";"3";"835";"720";"5";"0";"715";"86";"32";"42";"8";"22";"20";"0";"149";"347";"8";"1";"-";"-"
"611006";"611006";"73";"13";"3";"385";"354";"2";"0";"352";"45";"27";"23";"5";"10";"11";"1";"38";"186";"6";"0";"-";"-"
"611007";"611007";"73";"13";"3";"1218";"1016";"9";"2";"1005";"161";"47";"60";"10";"49";"20";"1";"194";"454";"9";"0";"-";"-"
"613001";"613001";"74";"13";"3";"4992";"4391";"19";"8";"4364";"864";"243";"376";"40";"139";"183";"2";"631";"1830";"54";"2";"-";"-"
"613002";"613002";"74";"13";"3";"2944";"2522";"12";"3";"2507";"663";"107";"161";"22";"126";"181";"6";"400";"814";"26";"1";"-";"-"
"613003";"613003";"74";"13";"3";"1476";"1319";"7";"1";"1311";"188";"52";"51";"6";"46";"209";"1";"165";"582";"11";"0";"-";"-"
"613004";"613004";"74";"13";"3";"1129";"1001";"7";"2";"992";"153";"85";"96";"8";"47";"44";"5";"124";"422";"8";"0";"-";"-"
"613005";"613005";"74";"13";"3";"475";"412";"5";"1";"406";"52";"18";"25";"8";"15";"43";"1";"84";"157";"3";"0";"-";"-"
"613006";"613006";"74";"13";"3";"983";"850";"6";"2";"842";"198";"45";"65";"4";"52";"9";"1";"139";"313";"15";"1";"-";"-"
"615001";"615001";"75";"13";"3";"4545";"3588";"22";"15";"3551";"1350";"253";"219";"34";"234";"32";"14";"589";"692";"128";"6";"-";"-"
"615002";"615002";"75";"13";"3";"4282";"3261";"22";"2";"3237";"1164";"199";"199";"22";"256";"51";"8";"518";"667";"150";"3";"-";"-"
"615003";"615003";"75";"13";"3";"6927";"5381";"36";"10";"5335";"1452";"425";"561";"57";"357";"53";"22";"703";"1498";"199";"8";"-";"-"
"615004";"615004";"75";"13";"3";"136";"122";"0";"0";"122";"22";"7";"15";"1";"7";"2";"0";"12";"38";"18";"0";"-";"-"
"615005";"615005";"75";"13";"3";"4133";"3341";"13";"5";"3323";"1107";"246";"238";"30";"213";"55";"14";"516";"775";"123";"6";"-";"-"
"615006";"615006";"75";"13";"3";"9180";"8067";"45";"25";"7997";"2266";"497";"689";"71";"427";"87";"17";"1163";"2631";"146";"3";"-";"-"
"615007";"615007";"75";"13";"3";"3755";"3379";"26";"9";"3344";"918";"209";"277";"24";"160";"50";"8";"507";"1116";"74";"1";"-";"-"
"615008";"615008";"75";"13";"3";"1306";"1163";"6";"2";"1155";"255";"64";"92";"13";"59";"17";"2";"153";"478";"21";"1";"-";"-"
"615009";"615009";"75";"13";"3";"1582";"1369";"11";"2";"1356";"299";"66";"110";"6";"61";"17";"1";"238";"516";"42";"0";"-";"-"
"615010";"615010";"75";"13";"3";"1720";"1516";"10";"0";"1506";"353";"87";"136";"9";"86";"14";"5";"243";"530";"41";"2";"-";"-"
"615011";"615011";"75";"13";"3";"4155";"3844";"12";"6";"3826";"600";"308";"572";"22";"179";"63";"4";"402";"1593";"81";"2";"-";"-"
"615012";"615012";"75";"13";"3";"1198";"858";"5";"4";"849";"374";"71";"35";"15";"69";"8";"5";"117";"125";"29";"1";"-";"-"
"615013";"615013";"75";"13";"3";"381";"330";"2";"2";"326";"82";"25";"33";"3";"7";"4";"0";"43";"120";"9";"0";"-";"-"
"617001";"617001";"72";"13";"3";"2654";"2365";"8";"4";"2353";"456";"317";"212";"33";"218";"60";"4";"254";"737";"62";"0";"-";"-"
"617002";"617002";"72";"13";"3";"811";"708";"3";"3";"702";"120";"39";"49";"11";"31";"28";"2";"102";"305";"15";"0";"-";"-"
"617005";"617005";"72";"13";"3";"549";"488";"1";"1";"486";"74";"43";"28";"5";"30";"12";"2";"61";"222";"9";"0";"-";"-"
"619001";"619001";"74";"13";"3";"2312";"1986";"8";"7";"1971";"377";"104";"239";"10";"63";"28";"4";"299";"814";"33";"0";"-";"-"
"619002";"619002";"74";"13";"3";"562";"504";"3";"1";"500";"97";"29";"34";"2";"16";"3";"1";"74";"233";"10";"1";"-";"-"
"619003";"619003";"74";"13";"3";"838";"729";"7";"1";"721";"151";"43";"54";"3";"25";"2";"3";"111";"312";"17";"0";"-";"-"
"619004";"619004";"74";"13";"3";"1283";"1127";"7";"6";"1114";"240";"63";"102";"14";"60";"20";"1";"174";"421";"19";"0";"-";"-"
"619005";"619005";"74";"13";"3";"1077";"919";"3";"0";"916";"183";"47";"65";"9";"60";"15";"2";"148";"366";"21";"0";"-";"-"
"619006";"619006";"74";"13";"3";"1375";"1184";"10";"4";"1170";"266";"51";"74";"13";"43";"17";"0";"157";"537";"12";"0";"-";"-"
"619007";"619007";"74";"13";"3";"1235";"1078";"9";"0";"1069";"187";"62";"81";"13";"62";"31";"1";"160";"423";"47";"2";"-";"-"
"619008";"619008";"74";"13";"3";"1192";"1002";"6";"1";"995";"219";"42";"91";"10";"53";"13";"3";"167";"363";"34";"0";"-";"-"
"619009";"619009";"74";"13";"3";"1675";"1468";"9";"1";"1458";"282";"70";"130";"10";"52";"16";"1";"222";"646";"29";"0";"-";"-"
"619010";"619010";"74";"13";"3";"86";"84";"0";"0";"84";"14";"12";"8";"0";"7";"0";"0";"4";"36";"3";"0";"-";"-"
"621001";"621001";"71";"13";"3";"5614";"4370";"16";"8";"4346";"758";"462";"487";"47";"434";"67";"10";"479";"1463";"137";"2";"-";"-"
"621002";"621002";"71";"13";"3";"6311";"5053";"28";"8";"5017";"1127";"458";"412";"49";"578";"120";"16";"670";"1467";"119";"1";"-";"-"
"621003";"621003";"71";"13";"3";"4610";"3537";"20";"9";"3508";"999";"274";"252";"28";"354";"62";"15";"551";"891";"81";"1";"-";"-"
"621004";"621004";"71";"13";"3";"3691";"2735";"11";"10";"2714";"803";"215";"143";"15";"390";"37";"14";"415";"609";"68";"5";"-";"-"
"621005";"621005";"71";"13";"3";"4607";"4135";"17";"5";"4113";"563";"364";"569";"27";"221";"44";"2";"453";"1836";"32";"2";"-";"-"
"621006";"621006";"71";"13";"3";"545";"487";"1";"2";"484";"89";"32";"42";"2";"32";"11";"2";"75";"194";"5";"0";"-";"-"
"621007";"621007";"71";"13";"3";"1909";"1704";"7";"2";"1695";"274";"97";"160";"20";"126";"26";"1";"214";"748";"28";"1";"-";"-"
"621008";"621008";"71";"13";"3";"4004";"3469";"23";"7";"3439";"633";"258";"323";"29";"281";"35";"3";"438";"1404";"35";"0";"-";"-"
"621009";"621009";"71";"13";"3";"2554";"2246";"5";"4";"2237";"384";"216";"176";"16";"271";"36";"3";"301";"790";"44";"0";"-";"-"
"621010";"621010";"71";"13";"3";"1930";"1672";"7";"0";"1665";"358";"111";"129";"14";"130";"15";"1";"294";"592";"21";"0";"-";"-"
"621011";"621011";"71";"13";"3";"4264";"3701";"11";"6";"3684";"901";"238";"297";"25";"307";"193";"4";"502";"1169";"47";"1";"-";"-"
"621012";"621012";"71";"13";"3";"4248";"3563";"18";"9";"3536";"963";"246";"240";"32";"449";"62";"20";"529";"937";"57";"1";"-";"-"
"621013";"621013";"71";"13";"3";"2842";"2565";"8";"5";"2552";"407";"155";"315";"19";"156";"32";"3";"376";"1071";"17";"1";"-";"-"
"623001";"623001";"71";"13";"3";"2626";"2250";"13";"6";"2231";"467";"147";"223";"21";"165";"84";"2";"312";"781";"26";"3";"-";"-"
"623002";"623002";"71";"13";"3";"1253";"1108";"3";"2";"1103";"184";"61";"79";"9";"59";"20";"1";"140";"522";"28";"0";"-";"-"
"625001";"625001";"73";"13";"3";"1811";"1538";"8";"5";"1525";"293";"81";"95";"12";"47";"55";"2";"289";"624";"27";"0";"-";"-"
"625002";"625002";"73";"13";"3";"413";"351";"0";"1";"350";"63";"12";"26";"4";"12";"20";"1";"74";"135";"3";"0";"-";"-"
"625003";"625003";"73";"13";"3";"1875";"1578";"5";"6";"1567";"329";"79";"113";"15";"82";"32";"4";"381";"493";"39";"0";"-";"-"
"625004";"625004";"73";"13";"3";"430";"353";"5";"1";"347";"92";"15";"22";"3";"6";"10";"1";"67";"125";"5";"1";"-";"-"
"625005";"625005";"73";"13";"3";"807";"660";"4";"0";"656";"104";"40";"46";"10";"20";"41";"2";"124";"264";"5";"0";"-";"-"
"627001";"627001";"74";"13";"3";"1002";"888";"10";"1";"877";"152";"67";"49";"11";"53";"12";"8";"169";"347";"9";"0";"-";"-"
"627002";"627002";"74";"13";"3";"395";"331";"1";"2";"328";"39";"13";"24";"3";"15";"4";"1";"71";"150";"7";"1";"-";"-"
"627003";"627003";"74";"13";"3";"574";"488";"4";"0";"484";"73";"24";"38";"2";"26";"15";"1";"95";"199";"11";"0";"-";"-"
"627004";"627004";"74";"13";"3";"1018";"924";"5";"1";"918";"190";"69";"69";"4";"61";"43";"3";"116";"353";"10";"0";"-";"-"
"627005";"627005";"74";"13";"3";"1241";"1093";"6";"1";"1086";"208";"57";"59";"12";"51";"65";"1";"119";"501";"13";"0";"-";"-"
"627006";"627006";"74";"13";"3";"2024";"1724";"10";"2";"1712";"295";"107";"128";"22";"80";"42";"0";"357";"664";"17";"0";"-";"-"
"627007";"627007";"74";"13";"3";"1108";"931";"6";"2";"923";"169";"70";"58";"11";"41";"15";"2";"156";"390";"11";"0";"-";"-"
"627008";"627008";"74";"13";"3";"569";"501";"4";"1";"496";"74";"34";"22";"6";"25";"3";"0";"114";"206";"12";"0";"-";"-"
"627009";"627009";"74";"13";"3";"761";"663";"11";"0";"652";"148";"35";"35";"6";"28";"16";"1";"115";"257";"10";"1";"-";"-"
"627010";"627010";"74";"13";"3";"381";"334";"3";"0";"331";"50";"16";"18";"4";"20";"2";"1";"52";"152";"16";"0";"-";"-"
"629001";"629001";"71";"13";"3";"3976";"3365";"22";"3";"3340";"732";"176";"336";"28";"170";"93";"6";"594";"1173";"32";"0";"-";"-"
"629002";"629002";"71";"13";"3";"390";"352";"3";"0";"349";"66";"20";"17";"2";"13";"10";"0";"44";"171";"6";"0";"-";"-"
"629003";"629003";"71";"13";"3";"972";"846";"6";"1";"839";"162";"47";"43";"7";"37";"13";"2";"141";"377";"10";"0";"-";"-"
"631001";"631001";"72";"13";"3";"10631";"8089";"47";"35";"8007";"2244";"640";"687";"118";"635";"161";"29";"1224";"2052";"213";"4";"-";"-"
"631002";"631002";"72";"13";"3";"2744";"2160";"18";"11";"2131";"622";"181";"189";"34";"153";"41";"5";"343";"479";"82";"2";"-";"-"
"631003";"631003";"72";"13";"3";"2420";"2015";"10";"12";"1993";"638";"153";"138";"19";"154";"30";"7";"329";"468";"57";"0";"-";"-"
"631004";"631004";"72";"13";"3";"4112";"3461";"17";"15";"3429";"947";"276";"250";"74";"284";"107";"39";"523";"846";"82";"1";"-";"-"
"631005";"631005";"72";"13";"3";"729";"665";"6";"1";"658";"125";"42";"67";"6";"38";"18";"2";"105";"249";"6";"0";"-";"-"
"631006";"631006";"72";"13";"3";"5943";"5276";"22";"14";"5240";"976";"419";"820";"40";"226";"101";"16";"639";"1947";"56";"0";"-";"-"
"631007";"631007";"72";"13";"3";"1781";"1483";"16";"6";"1461";"362";"158";"143";"20";"109";"44";"4";"186";"387";"47";"1";"-";"-"
"631008";"631008";"72";"13";"3";"2775";"2449";"11";"6";"2432";"640";"179";"215";"24";"157";"58";"2";"385";"732";"40";"0";"-";"-"
"631009";"631009";"72";"13";"3";"1308";"1188";"13";"1";"1174";"222";"74";"129";"8";"55";"43";"4";"144";"463";"31";"1";"-";"-"
"631010";"631010";"72";"13";"3";"897";"809";"10";"2";"797";"130";"64";"73";"5";"38";"26";"4";"125";"318";"14";"0";"-";"-"
"631011";"631011";"72";"13";"3";"3615";"3206";"12";"11";"3183";"619";"249";"412";"20";"121";"61";"3";"460";"1214";"23";"1";"-";"-"
"631012";"631012";"72";"13";"3";"2488";"2232";"7";"7";"2218";"378";"220";"302";"19";"104";"46";"2";"271";"833";"43";"0";"-";"-"
"631013";"631013";"72";"13";"3";"2320";"1911";"12";"11";"1888";"568";"148";"128";"19";"168";"34";"6";"311";"447";"59";"0";"-";"-"
"651001";"651001";"77";"14";"3";"2848";"2551";"13";"9";"2529";"373";"102";"244";"27";"81";"244";"1";"304";"1125";"27";"1";"-";"-"
"651002";"651002";"77";"14";"3";"546";"494";"2";"0";"492";"42";"19";"33";"5";"20";"50";"0";"59";"261";"3";"0";"-";"-"
"651003";"651003";"77";"14";"3";"607";"509";"2";"0";"507";"107";"13";"22";"1";"17";"14";"0";"92";"235";"4";"2";"-";"-"
"651004";"651004";"77";"14";"3";"907";"827";"5";"2";"820";"122";"37";"52";"3";"25";"38";"1";"141";"395";"6";"0";"-";"-"
"653001";"653001";"79";"14";"3";"5131";"4168";"31";"5";"4132";"748";"233";"272";"28";"119";"350";"15";"660";"1664";"42";"1";"-";"-"
"653002";"653002";"79";"14";"3";"703";"581";"10";"0";"571";"67";"18";"32";"1";"13";"78";"3";"100";"252";"6";"1";"-";"-"
"653003";"653003";"79";"14";"3";"344";"297";"2";"0";"295";"46";"19";"24";"1";"3";"20";"0";"43";"133";"6";"0";"-";"-"
"653004";"653004";"79";"14";"3";"248";"226";"2";"0";"224";"23";"9";"17";"3";"6";"25";"0";"27";"112";"2";"0";"-";"-"
"655001";"655001";"79";"14";"3";"3286";"2814";"11";"12";"2791";"700";"129";"195";"17";"83";"288";"3";"309";"1040";"27";"0";"-";"-"
"655003";"655003";"79";"14";"3";"519";"459";"1";"1";"457";"59";"23";"31";"3";"23";"20";"0";"71";"221";"6";"0";"-";"-"
"655004";"655004";"79";"14";"3";"566";"485";"0";"0";"485";"62";"21";"34";"4";"10";"43";"0";"54";"251";"6";"0";"-";"-"
"655005";"655005";"79";"14";"3";"409";"348";"3";"0";"345";"35";"10";"30";"4";"8";"19";"1";"55";"183";"0";"0";"-";"-"
"655006";"655006";"79";"14";"3";"331";"287";"5";"0";"282";"29";"10";"11";"6";"10";"35";"0";"35";"144";"1";"1";"-";"-"
"655007";"655007";"79";"14";"3";"447";"375";"3";"0";"372";"76";"11";"26";"4";"8";"35";"0";"52";"154";"6";"0";"-";"-"
"655008";"655008";"79";"14";"3";"675";"574";"2";"0";"572";"83";"28";"38";"8";"12";"40";"1";"83";"271";"8";"0";"-";"-"
"655009";"655009";"79";"14";"3";"582";"500";"3";"2";"495";"86";"26";"31";"1";"22";"67";"0";"72";"178";"12";"0";"-";"-"
"657001";"657001";"78";"14";"3";"19398";"15865";"88";"52";"15725";"3490";"1367";"1170";"149";"694";"751";"44";"2145";"5659";"249";"7";"-";"-"
"657002";"657002";"78";"14";"3";"683";"560";"5";"4";"551";"114";"28";"30";"7";"19";"39";"0";"78";"231";"5";"0";"-";"-"
"657003";"657003";"78";"14";"3";"368";"307";"4";"3";"300";"78";"24";"14";"4";"15";"4";"1";"57";"98";"5";"0";"-";"-"
"657004";"657004";"78";"14";"3";"1112";"878";"6";"7";"865";"254";"84";"28";"13";"66";"39";"6";"96";"241";"36";"2";"-";"-"
"657005";"657005";"78";"14";"3";"5851";"5181";"20";"16";"5145";"829";"442";"498";"35";"152";"286";"7";"565";"2296";"34";"1";"-";"-"
"657006";"657006";"78";"14";"3";"704";"611";"4";"2";"605";"116";"31";"33";"3";"14";"19";"2";"84";"293";"10";"0";"-";"-"
"657007";"657007";"78";"14";"3";"740";"637";"8";"2";"627";"140";"35";"31";"4";"27";"50";"4";"130";"198";"8";"0";"-";"-"
"657008";"657008";"78";"14";"3";"3619";"3305";"9";"7";"3289";"554";"271";"198";"21";"113";"103";"5";"371";"1634";"19";"0";"-";"-"
"657009";"657009";"78";"14";"3";"365";"306";"1";"0";"305";"29";"20";"14";"5";"5";"13";"0";"60";"154";"5";"0";"-";"-"
"657010";"657010";"78";"14";"3";"433";"391";"2";"1";"388";"48";"32";"16";"2";"13";"44";"1";"52";"173";"7";"0";"-";"-"
"657011";"657011";"78";"14";"3";"3205";"2899";"13";"5";"2881";"530";"176";"196";"19";"86";"162";"5";"408";"1279";"20";"0";"-";"-"
"657012";"657012";"78";"14";"3";"582";"511";"3";"2";"506";"89";"36";"33";"4";"20";"13";"1";"100";"201";"8";"1";"-";"-"
"657013";"657013";"78";"14";"3";"3171";"2795";"15";"12";"2768";"472";"138";"205";"29";"66";"106";"3";"356";"1368";"24";"1";"-";"-"
"657014";"657014";"78";"14";"3";"3613";"3235";"17";"9";"3209";"638";"246";"172";"26";"115";"214";"4";"461";"1301";"32";"0";"-";"-"
"657015";"657015";"78";"14";"3";"220";"200";"1";"1";"198";"32";"15";"7";"0";"14";"9";"0";"29";"89";"1";"2";"-";"-"
"659001";"659001";"76";"14";"3";"1122";"985";"7";"1";"977";"133";"49";"85";"8";"32";"51";"0";"132";"479";"8";"0";"-";"-"
"659002";"659002";"76";"14";"3";"2737";"2172";"25";"7";"2140";"279";"84";"238";"12";"63";"247";"5";"368";"818";"26";"0";"-";"-"
"661001";"661001";"77";"14";"3";"13946";"11838";"87";"18";"11733";"2833";"888";"648";"116";"644";"420";"13";"1135";"4819";"215";"2";"-";"-"
"661002";"661002";"77";"14";"3";"1105";"994";"2";"0";"992";"183";"66";"61";"13";"48";"35";"1";"109";"467";"9";"0";"-";"-"
"661003";"661003";"77";"14";"3";"1627";"1410";"9";"1";"1400";"240";"72";"74";"10";"45";"51";"2";"169";"727";"10";"0";"-";"-"
"661004";"661004";"77";"14";"3";"2279";"2094";"9";"1";"2084";"398";"130";"130";"22";"84";"47";"2";"182";"1059";"29";"1";"-";"-"
"661005";"661005";"77";"14";"3";"10037";"8465";"33";"14";"8418";"2360";"624";"437";"67";"438";"341";"9";"962";"3039";"141";"0";"-";"-"
"661006";"661006";"77";"14";"3";"1653";"1558";"4";"2";"1552";"359";"121";"93";"15";"87";"33";"1";"167";"667";"9";"0";"-";"-"
"663001";"663001";"78";"14";"3";"11278";"9522";"63";"22";"9437";"1981";"520";"932";"86";"271";"397";"15";"1441";"3715";"76";"3";"-";"-"
"663002";"663002";"78";"14";"3";"729";"674";"5";"0";"669";"106";"23";"48";"5";"11";"34";"1";"104";"337";"0";"0";"-";"-"
"663003";"663003";"78";"14";"3";"2282";"2036";"11";"7";"2018";"379";"73";"156";"14";"65";"114";"2";"285";"908";"21";"1";"-";"-"
"663004";"663004";"78";"14";"3";"295";"258";"0";"0";"258";"30";"4";"15";"2";"3";"12";"1";"44";"143";"4";"0";"-";"-"
"663005";"663005";"78";"14";"3";"1717";"1510";"6";"2";"1502";"458";"91";"85";"17";"79";"40";"2";"229";"473";"28";"0";"-";"-"
"663006";"663006";"78";"14";"3";"406";"346";"2";"0";"344";"68";"20";"30";"9";"11";"10";"0";"67";"121";"8";"0";"-";"-"
"665001";"665001";"76";"14";"3";"5510";"4632";"28";"16";"4588";"967";"301";"396";"39";"447";"157";"4";"521";"1696";"59";"1";"-";"-"
"665002";"665002";"76";"14";"3";"2062";"1824";"8";"1";"1815";"297";"151";"128";"27";"219";"120";"2";"168";"664";"39";"0";"-";"-"
"665003";"665003";"76";"14";"3";"1738";"1494";"7";"4";"1483";"277";"88";"97";"11";"164";"50";"1";"164";"616";"15";"0";"-";"-"
"665004";"665004";"76";"14";"3";"1750";"1513";"10";"5";"1498";"249";"87";"81";"10";"160";"63";"1";"200";"615";"32";"0";"-";"-"
"665005";"665005";"76";"14";"3";"1187";"1018";"5";"1";"1012";"119";"49";"48";"6";"87";"43";"1";"125";"520";"11";"3";"-";"-"
"665006";"665006";"76";"14";"3";"1124";"978";"3";"1";"974";"145";"52";"46";"4";"67";"48";"1";"117";"481";"13";"0";"-";"-"
"667001";"667001";"76";"14";"3";"3920";"3349";"16";"13";"3320";"790";"257";"251";"30";"200";"115";"3";"421";"1188";"65";"0";"-";"-"
"667002";"667002";"76";"14";"3";"2634";"2279";"18";"1";"2260";"469";"151";"146";"21";"124";"177";"1";"265";"877";"28";"1";"-";"-"
"667003";"667003";"76";"14";"3";"670";"600";"3";"1";"596";"96";"26";"30";"5";"26";"17";"2";"97";"285";"12";"0";"-";"-"
"667004";"667004";"76";"14";"3";"331";"299";"6";"0";"293";"27";"15";"18";"3";"14";"8";"0";"17";"187";"4";"0";"-";"-"
"667005";"667005";"76";"14";"3";"473";"419";"6";"0";"413";"60";"18";"18";"4";"21";"9";"1";"61";"212";"8";"1";"-";"-"
"667006";"667006";"76";"14";"3";"363";"312";"2";"0";"310";"41";"12";"17";"0";"7";"5";"1";"33";"189";"5";"0";"-";"-"
"667007";"667007";"76";"14";"3";"598";"544";"4";"1";"539";"64";"26";"29";"7";"23";"8";"1";"70";"308";"3";"0";"-";"-"
"667008";"667008";"76";"14";"3";"1104";"935";"4";"2";"929";"210";"52";"89";"8";"26";"33";"4";"109";"388";"10";"0";"-";"-"
"667009";"667009";"76";"14";"3";"909";"792";"8";"1";"783";"149";"45";"49";"8";"26";"16";"1";"90";"392";"7";"0";"-";"-"
"667010";"667010";"76";"14";"3";"266";"245";"3";"1";"241";"37";"13";"10";"1";"15";"10";"0";"32";"120";"3";"0";"-";"-"
"667011";"667011";"76";"14";"3";"315";"288";"2";"1";"285";"35";"13";"17";"2";"11";"8";"0";"27";"164";"8";"0";"-";"-"
"667012";"667012";"76";"14";"3";"930";"839";"3";"1";"835";"151";"80";"51";"7";"50";"20";"3";"77";"372";"24";"0";"-";"-"
"667013";"667013";"76";"14";"3";"349";"313";"0";"0";"313";"42";"28";"14";"2";"17";"8";"0";"39";"159";"4";"0";"-";"-"
"669001";"669001";"79";"14";"3";"5757";"4861";"39";"5";"4817";"1020";"219";"447";"42";"152";"577";"4";"484";"1824";"47";"1";"-";"-"
"669002";"669002";"79";"14";"3";"968";"845";"3";"0";"842";"135";"34";"45";"3";"16";"61";"0";"100";"441";"7";"0";"-";"-"
"669003";"669003";"79";"14";"3";"269";"241";"0";"0";"241";"40";"5";"18";"0";"8";"28";"0";"29";"113";"0";"0";"-";"-"
"669004";"669004";"79";"14";"3";"383";"356";"1";"3";"352";"32";"9";"20";"3";"5";"71";"1";"19";"191";"1";"0";"-";"-"
"669005";"669005";"79";"14";"3";"358";"329";"0";"0";"329";"32";"19";"20";"5";"10";"48";"0";"36";"157";"2";"0";"-";"-"
"669006";"669006";"79";"14";"3";"601";"532";"1";"1";"530";"44";"11";"36";"2";"15";"100";"0";"45";"272";"5";"0";"-";"-"
"669007";"669007";"79";"14";"3";"378";"335";"2";"0";"333";"23";"18";"25";"0";"9";"71";"0";"28";"152";"7";"0";"-";"-"
"669008";"669008";"79";"14";"3";"254";"238";"0";"0";"238";"25";"10";"11";"1";"3";"66";"1";"28";"90";"3";"0";"-";"-"
"669009";"669009";"79";"14";"3";"545";"470";"7";"0";"463";"74";"21";"41";"4";"21";"21";"1";"62";"211";"7";"0";"-";"-"
"671001";"671001";"77";"14";"3";"6621";"5517";"45";"24";"5448";"1757";"334";"381";"37";"423";"82";"11";"619";"1686";"117";"1";"-";"-"
"671002";"671002";"77";"14";"3";"1731";"1506";"11";"3";"1492";"421";"92";"125";"14";"105";"38";"3";"198";"481";"15";"0";"-";"-"
"671003";"671003";"77";"14";"3";"1280";"1131";"3";"0";"1128";"208";"66";"74";"11";"51";"42";"1";"112";"553";"10";"0";"-";"-"
