"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2007 - Personlige stemmer i alt";"FV2007 - A - personlige stemmer i alt";"FV2007 - B - personlige stemmer i alt";"FV2007 - C - personlige stemmer i alt";"FV2007 - F - personlige stemmer i alt";"FV2007 - K - personlige stemmer i alt";"FV2007 - O - personlige stemmer i alt";"FV2007 - V - personlige stemmer i alt";"FV2007 - Y - personlige stemmer i alt";"FV2007 - Ø - personlige stemmer i alt";"FV2007 - UP - personlige stemmer i alt";"FV2007 - A-01";"FV2007 - A-02";"FV2007 - A-03";"FV2007 - A-04";"FV2007 - A-05";"FV2007 - A-06";"FV2007 - A-07";"FV2007 - A-08";"FV2007 - A-09";"FV2007 - A-10";"FV2007 - A-11";"FV2007 - A-12";"FV2007 - A-13";"FV2007 - B-01";"FV2007 - B-02";"FV2007 - B-03";"FV2007 - B-04";"FV2007 - B-05";"FV2007 - B-06";"FV2007 - B-07";"FV2007 - B-08";"FV2007 - B-09";"FV2007 - B-10";"FV2007 - B-11";"FV2007 - B-12";"FV2007 - C-01";"FV2007 - C-02";"FV2007 - C-03";"FV2007 - C-04";"FV2007 - C-05";"FV2007 - C-06";"FV2007 - C-07";"FV2007 - C-08";"FV2007 - C-09";"FV2007 - C-10";"FV2007 - C-11";"FV2007 - C-12";"FV2007 - C-13";"FV2007 - F-01";"FV2007 - F-02";"FV2007 - F-03";"FV2007 - F-04";"FV2007 - F-05";"FV2007 - F-06";"FV2007 - F-07";"FV2007 - F-08";"FV2007 - F-09";"FV2007 - F-10";"FV2007 - F-11";"FV2007 - F-12";"FV2007 - F-13";"FV2007 - K-01";"FV2007 - K-02";"FV2007 - K-03";"FV2007 - K-04";"FV2007 - K-05";"FV2007 - K-06";"FV2007 - K-07";"FV2007 - K-08";"FV2007 - K-09";"FV2007 - K-10";"FV2007 - K-11";"FV2007 - K-12";"FV2007 - O-01";"FV2007 - O-02";"FV2007 - O-03";"FV2007 - O-04";"FV2007 - O-05";"FV2007 - O-06";"FV2007 - O-07";"FV2007 - O-08";"FV2007 - O-09";"FV2007 - O-10";"FV2007 - O-11";"FV2007 - O-12";"FV2007 - O-13";"FV2007 - V-01";"FV2007 - V-02";"FV2007 - V-03";"FV2007 - V-04";"FV2007 - V-05";"FV2007 - V-06";"FV2007 - V-07";"FV2007 - V-08";"FV2007 - V-09";"FV2007 - V-10";"FV2007 - V-11";"FV2007 - V-12";"FV2007 - V-13";"FV2007 - Y-01";"FV2007 - Y-02";"FV2007 - Y-03";"FV2007 - Y-04";"FV2007 - Y-05";"FV2007 - Y-06";"FV2007 - Y-07";"FV2007 - Y-08";"FV2007 - Y-09";"FV2007 - Y-10";"FV2007 - Y-11";"FV2007 - Y-12";"FV2007 - Y-13";"FV2007 - Y-14";"FV2007 - Y-15";"FV2007 - Y-16";"FV2007 - Y-17";"FV2007 - Y-18";"FV2007 - Ø-01";"FV2007 - Ø-02";"FV2007 - Ø-03";"FV2007 - Ø-04";"FV2007 - Ø-05";"FV2007 - Ø-06";"FV2007 - Ø-07";"FV2007 - Ø-08";"FV2007 - Ø-09";"FV2007 - Ø-10";"FV2007 - Ø-11";"FV2007 - Ø-12";"FV2007 - UP-01";"FV2007 - UP-02";"FV2007 - UP-03";"FV2007 - UP-04";"FV2007 - UP-05"
"101021";"101021";"5";"1";"1";"4241";"1398";"326";"321";"818";"21";"271";"238";"211";"634";"3";"52";"65";"8";"35";"47";"2";"27";"7";"11";"1131";"8";"5";"-";"3";"96";"34";"12";"3";"6";"2";"5";"1";"11";"2";"151";"5";"1";"0";"3";"12";"3";"38";"0";"18";"202";"2";"37";"-";"12";"217";"15";"151";"7";"43";"73";"10";"69";"207";"7";"7";"-";"0";"2";"4";"13";"0";"0";"2";"-";"-";"-";"-";"-";"3";"22";"0";"8";"228";"10";"-";"-";"-";"-";"-";"-";"-";"12";"2";"4";"39";"6";"3";"5";"140";"7";"2";"3";"15";"-";"8";"0";"6";"5";"1";"9";"6";"0";"4";"160";"0";"1";"2";"7";"0";"1";"1";"-";"311";"264";"15";"0";"7";"3";"9";"2";"14";"1";"5";"3";"0";"1";"1";"0";"1"
"101022";"101022";"5";"1";"1";"2340";"648";"179";"146";"549";"6";"109";"119";"81";"499";"4";"30";"54";"2";"9";"20";"7";"15";"3";"5";"495";"3";"5";"-";"1";"43";"30";"3";"1";"4";"0";"3";"2";"4";"2";"86";"2";"2";"1";"0";"4";"1";"19";"1";"4";"87";"4";"21";"-";"3";"133";"7";"103";"6";"34";"54";"3";"42";"155";"5";"4";"-";"0";"0";"1";"5";"0";"0";"0";"-";"-";"-";"-";"-";"3";"12";"1";"3";"86";"4";"-";"-";"-";"-";"-";"-";"-";"16";"2";"4";"20";"1";"5";"1";"60";"1";"0";"3";"6";"-";"1";"1";"1";"1";"0";"3";"1";"0";"2";"68";"0";"1";"0";"0";"0";"1";"1";"-";"247";"181";"34";"1";"5";"2";"15";"3";"6";"3";"1";"1";"0";"3";"1";"0";"0"
"101023";"101023";"5";"1";"1";"1876";"570";"186";"145";"379";"10";"88";"114";"103";"280";"1";"7";"33";"3";"11";"14";"1";"15";"2";"4";"474";"2";"4";"-";"0";"52";"24";"1";"3";"3";"0";"1";"2";"4";"1";"95";"5";"1";"0";"1";"3";"0";"25";"0";"3";"94";"0";"13";"-";"10";"92";"10";"60";"9";"20";"36";"3";"25";"105";"2";"7";"-";"2";"1";"0";"6";"1";"0";"0";"-";"-";"-";"-";"-";"3";"10";"0";"4";"69";"2";"-";"-";"-";"-";"-";"-";"-";"12";"4";"1";"13";"1";"2";"1";"73";"1";"1";"2";"3";"-";"0";"2";"5";"3";"1";"6";"1";"0";"1";"80";"0";"1";"0";"2";"0";"0";"1";"-";"193";"50";"9";"2";"6";"2";"11";"3";"3";"0";"0";"1";"0";"0";"0";"0";"1"
"101024";"101024";"5";"1";"1";"2462";"828";"193";"130";"562";"12";"152";"107";"105";"369";"4";"17";"50";"3";"18";"27";"3";"22";"6";"2";"672";"3";"5";"-";"1";"54";"17";"6";"1";"2";"0";"0";"3";"9";"1";"99";"2";"0";"0";"1";"2";"0";"11";"0";"8";"89";"0";"17";"-";"7";"130";"9";"129";"3";"24";"50";"6";"41";"146";"7";"10";"-";"1";"1";"1";"9";"0";"0";"0";"-";"-";"-";"-";"-";"4";"13";"0";"4";"127";"4";"-";"-";"-";"-";"-";"-";"-";"6";"1";"4";"21";"4";"2";"1";"56";"4";"0";"3";"5";"-";"0";"0";"5";"1";"0";"1";"2";"0";"2";"91";"0";"1";"0";"1";"1";"0";"0";"-";"201";"103";"19";"6";"5";"8";"15";"5";"3";"4";"0";"0";"1";"3";"0";"0";"0"
"101025";"101025";"5";"1";"1";"3436";"1154";"266";"205";"746";"13";"239";"149";"158";"503";"3";"36";"53";"4";"39";"60";"5";"22";"5";"10";"910";"2";"8";"-";"4";"79";"36";"9";"3";"3";"2";"4";"2";"7";"3";"114";"6";"0";"0";"3";"2";"0";"33";"0";"7";"128";"3";"23";"-";"21";"213";"10";"118";"11";"32";"58";"13";"57";"192";"4";"17";"-";"1";"1";"2";"8";"0";"0";"1";"-";"-";"-";"-";"-";"5";"25";"1";"8";"190";"10";"-";"-";"-";"-";"-";"-";"-";"8";"3";"4";"28";"7";"2";"5";"78";"3";"1";"2";"8";"-";"3";"0";"1";"3";"1";"7";"0";"0";"3";"129";"1";"6";"0";"0";"0";"2";"2";"-";"316";"123";"20";"0";"11";"5";"15";"5";"4";"2";"1";"1";"0";"3";"0";"0";"0"
"101026";"101026";"5";"1";"1";"1018";"298";"99";"83";"218";"3";"43";"58";"43";"170";"3";"8";"16";"1";"2";"11";"0";"10";"2";"1";"243";"3";"1";"-";"0";"26";"11";"2";"2";"2";"0";"1";"0";"4";"0";"51";"1";"0";"0";"2";"3";"0";"12";"0";"4";"49";"0";"12";"-";"7";"67";"5";"38";"2";"12";"18";"2";"19";"43";"2";"3";"-";"1";"0";"0";"2";"0";"0";"0";"-";"-";"-";"-";"-";"1";"7";"0";"0";"34";"1";"-";"-";"-";"-";"-";"-";"-";"7";"0";"0";"11";"1";"0";"0";"32";"2";"0";"3";"2";"-";"1";"1";"1";"1";"0";"4";"1";"0";"1";"32";"0";"0";"0";"0";"1";"0";"0";"-";"116";"29";"9";"0";"1";"2";"8";"2";"3";"0";"0";"0";"1";"2";"0";"0";"0"
"101027";"101027";"6";"1";"1";"4961";"1803";"262";"403";"839";"47";"583";"328";"206";"486";"4";"55";"67";"14";"189";"14";"5";"63";"18";"21";"1344";"8";"5";"-";"5";"83";"27";"12";"4";"5";"1";"1";"8";"28";"1";"87";"6";"2";"0";"6";"6";"15";"59";"1";"11";"211";"4";"82";"-";"11";"209";"4";"150";"14";"34";"175";"17";"45";"162";"2";"16";"-";"3";"1";"6";"28";"7";"0";"2";"-";"-";"-";"-";"-";"13";"16";"8";"8";"517";"21";"-";"-";"-";"-";"-";"-";"-";"9";"4";"9";"68";"36";"6";"2";"153";"6";"9";"5";"21";"-";"7";"0";"3";"3";"1";"14";"1";"1";"3";"165";"0";"3";"0";"2";"0";"0";"3";"-";"218";"190";"14";"1";"5";"27";"14";"3";"11";"3";"0";"0";"1";"1";"1";"1";"0"
"101028";"101028";"6";"1";"1";"2697";"998";"167";"205";"460";"19";"339";"176";"105";"227";"1";"6";"61";"7";"78";"3";"2";"44";"4";"6";"784";"0";"3";"-";"2";"73";"14";"3";"1";"5";"2";"3";"1";"11";"1";"51";"3";"3";"3";"1";"3";"6";"24";"1";"9";"109";"0";"43";"-";"1";"95";"9";"82";"6";"13";"153";"6";"18";"66";"5";"6";"-";"1";"0";"1";"13";"2";"0";"2";"-";"-";"-";"-";"-";"2";"10";"1";"2";"318";"6";"-";"-";"-";"-";"-";"-";"-";"4";"0";"5";"38";"28";"3";"5";"82";"1";"1";"2";"7";"-";"2";"0";"5";"0";"0";"1";"2";"0";"2";"92";"0";"0";"0";"0";"0";"1";"0";"-";"118";"61";"11";"1";"3";"12";"9";"2";"5";"2";"2";"1";"0";"1";"0";"0";"0"
"101029";"101029";"6";"1";"1";"1715";"709";"70";"137";"251";"9";"216";"133";"50";"140";"0";"7";"50";"3";"53";"2";"5";"32";"5";"20";"529";"1";"2";"-";"0";"30";"8";"3";"0";"2";"0";"2";"1";"3";"0";"21";"4";"0";"0";"2";"2";"0";"21";"0";"10";"70";"2";"26";"-";"2";"49";"4";"22";"1";"11";"99";"13";"12";"34";"2";"2";"-";"0";"0";"0";"8";"0";"0";"1";"-";"-";"-";"-";"-";"3";"6";"1";"3";"196";"7";"-";"-";"-";"-";"-";"-";"-";"2";"2";"4";"22";"10";"1";"2";"79";"1";"1";"1";"8";"-";"1";"0";"2";"0";"0";"1";"0";"0";"3";"41";"0";"1";"0";"0";"0";"1";"0";"-";"69";"45";"3";"0";"3";"7";"8";"1";"2";"1";"1";"0";"0";"0";"0";"0";"0"
"101030";"101030";"6";"1";"1";"2842";"1089";"159";"186";"509";"27";"294";"156";"97";"321";"4";"25";"34";"5";"149";"4";"2";"29";"6";"10";"820";"1";"4";"-";"4";"58";"13";"5";"3";"1";"1";"0";"4";"7";"2";"61";"3";"1";"1";"2";"10";"2";"36";"1";"7";"92";"2";"29";"-";"8";"135";"8";"91";"5";"14";"96";"11";"34";"101";"1";"5";"-";"0";"5";"2";"18";"2";"0";"0";"-";"-";"-";"-";"-";"9";"7";"3";"4";"258";"13";"-";"-";"-";"-";"-";"-";"-";"4";"1";"5";"26";"12";"5";"1";"86";"3";"5";"3";"5";"-";"2";"1";"6";"0";"2";"4";"0";"1";"0";"79";"1";"0";"1";"0";"0";"0";"0";"-";"157";"90";"31";"3";"6";"17";"8";"2";"3";"3";"1";"0";"0";"4";"0";"0";"0"
"101031";"101031";"7";"1";"1";"1524";"526";"103";"151";"247";"12";"183";"137";"57";"107";"1";"39";"47";"2";"8";"2";"6";"21";"1";"3";"393";"2";"2";"-";"6";"51";"3";"4";"1";"2";"4";"0";"1";"3";"0";"28";"4";"0";"0";"0";"3";"1";"13";"0";"11";"77";"1";"41";"-";"0";"66";"5";"46";"1";"15";"55";"4";"12";"42";"0";"1";"-";"2";"2";"1";"6";"0";"1";"0";"-";"-";"-";"-";"-";"4";"4";"0";"2";"170";"3";"-";"-";"-";"-";"-";"-";"-";"2";"1";"25";"32";"2";"0";"7";"61";"1";"0";"0";"6";"-";"0";"0";"2";"0";"1";"3";"0";"0";"0";"50";"0";"0";"0";"0";"0";"1";"0";"-";"59";"17";"14";"4";"7";"0";"4";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0"
"101032";"101032";"7";"1";"1";"1090";"454";"40";"18";"182";"3";"190";"39";"37";"127";"0";"75";"17";"1";"10";"2";"3";"23";"1";"4";"315";"3";"0";"-";"0";"15";"2";"1";"1";"2";"0";"0";"0";"1";"3";"15";"1";"0";"0";"0";"0";"1";"3";"0";"2";"8";"0";"3";"-";"2";"28";"8";"53";"7";"3";"17";"7";"8";"47";"2";"0";"-";"0";"0";"0";"2";"0";"0";"1";"-";"-";"-";"-";"-";"2";"2";"2";"1";"177";"6";"-";"-";"-";"-";"-";"-";"-";"4";"0";"7";"8";"1";"2";"0";"12";"1";"0";"0";"4";"-";"3";"0";"0";"0";"0";"1";"0";"0";"1";"31";"0";"0";"0";"0";"0";"0";"1";"-";"16";"95";"13";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0"
"101033";"101033";"7";"1";"1";"1398";"516";"101";"127";"216";"16";"188";"91";"47";"96";"0";"22";"48";"1";"12";"5";"1";"22";"3";"5";"392";"2";"3";"-";"1";"53";"11";"1";"0";"1";"1";"1";"1";"3";"1";"27";"2";"0";"1";"0";"1";"1";"9";"0";"11";"80";"3";"19";"-";"0";"75";"5";"23";"1";"3";"62";"10";"8";"26";"2";"1";"-";"0";"0";"4";"11";"1";"0";"0";"-";"-";"-";"-";"-";"1";"6";"1";"1";"177";"2";"-";"-";"-";"-";"-";"-";"-";"4";"3";"10";"19";"7";"0";"1";"41";"0";"0";"0";"6";"-";"0";"1";"0";"0";"0";"5";"0";"0";"1";"38";"0";"0";"1";"1";"0";"0";"0";"-";"60";"16";"11";"0";"2";"0";"4";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0"
"101034";"101034";"7";"1";"1";"1212";"409";"90";"110";"187";"5";"143";"93";"53";"121";"1";"20";"36";"2";"6";"3";"3";"17";"3";"5";"311";"2";"1";"-";"4";"39";"9";"2";"0";"0";"1";"1";"1";"1";"0";"32";"2";"1";"0";"0";"4";"0";"15";"0";"14";"50";"0";"24";"-";"1";"48";"4";"31";"2";"7";"47";"4";"10";"31";"2";"0";"-";"0";"0";"0";"4";"0";"1";"0";"-";"-";"-";"-";"-";"2";"1";"1";"1";"136";"2";"-";"-";"-";"-";"-";"-";"-";"5";"4";"12";"22";"2";"3";"0";"41";"0";"0";"0";"4";"-";"0";"0";"4";"0";"1";"4";"0";"0";"0";"42";"0";"1";"1";"0";"0";"0";"0";"-";"68";"16";"19";"0";"5";"1";"6";"3";"1";"1";"1";"0";"0";"1";"0";"0";"0"
"101035";"101035";"7";"1";"1";"2280";"828";"107";"165";"354";"10";"372";"186";"84";"173";"1";"75";"51";"1";"18";"3";"4";"42";"7";"3";"615";"3";"6";"-";"1";"64";"6";"1";"0";"0";"2";"1";"1";"1";"1";"29";"4";"0";"0";"2";"1";"3";"16";"1";"13";"90";"1";"34";"-";"1";"89";"4";"85";"6";"10";"74";"7";"14";"55";"2";"7";"-";"0";"1";"0";"9";"0";"0";"0";"-";"-";"-";"-";"-";"8";"2";"3";"3";"350";"6";"-";"-";"-";"-";"-";"-";"-";"2";"5";"36";"47";"2";"2";"10";"72";"1";"2";"0";"7";"-";"2";"0";"1";"0";"0";"4";"0";"0";"3";"69";"1";"0";"0";"1";"0";"3";"0";"-";"72";"51";"32";"0";"5";"0";"9";"1";"2";"1";"0";"0";"0";"0";"0";"0";"1"
"101036";"101036";"7";"1";"1";"3343";"1270";"171";"270";"432";"17";"581";"288";"115";"199";"0";"107";"103";"5";"19";"3";"5";"57";"8";"8";"951";"1";"3";"-";"1";"93";"20";"3";"1";"0";"2";"1";"4";"2";"2";"42";"6";"0";"1";"2";"4";"0";"29";"1";"27";"119";"1";"80";"-";"5";"110";"8";"74";"5";"14";"108";"15";"13";"69";"5";"6";"-";"0";"0";"0";"13";"1";"1";"2";"-";"-";"-";"-";"-";"15";"8";"4";"7";"529";"18";"-";"-";"-";"-";"-";"-";"-";"3";"0";"40";"76";"1";"4";"10";"133";"2";"1";"1";"17";"-";"0";"0";"6";"2";"1";"1";"0";"0";"0";"103";"0";"1";"0";"0";"0";"0";"1";"-";"106";"48";"25";"1";"5";"0";"7";"0";"3";"0";"3";"1";"0";"0";"0";"0";"0"
"101037";"101037";"7";"1";"1";"2040";"788";"98";"171";"302";"14";"285";"151";"90";"139";"2";"54";"60";"7";"17";"7";"3";"33";"6";"5";"591";"2";"3";"-";"0";"36";"19";"2";"0";"2";"3";"1";"1";"3";"0";"31";"5";"3";"1";"2";"2";"2";"23";"0";"14";"90";"0";"29";"-";"5";"92";"3";"48";"5";"6";"63";"4";"15";"58";"1";"2";"-";"1";"1";"0";"10";"1";"0";"1";"-";"-";"-";"-";"-";"5";"2";"1";"1";"266";"10";"-";"-";"-";"-";"-";"-";"-";"5";"2";"18";"40";"3";"4";"1";"68";"2";"0";"0";"8";"-";"2";"0";"2";"0";"1";"4";"0";"0";"0";"74";"2";"0";"0";"1";"0";"3";"1";"-";"65";"39";"16";"2";"5";"2";"4";"0";"6";"0";"0";"0";"0";"1";"0";"1";"0"
"101038";"101038";"7";"1";"1";"1341";"455";"94";"137";"215";"8";"150";"120";"70";"92";"0";"24";"22";"2";"4";"1";"2";"21";"6";"7";"366";"0";"0";"-";"0";"41";"12";"4";"0";"0";"0";"0";"0";"1";"1";"35";"0";"0";"0";"2";"4";"0";"18";"0";"15";"73";"1";"24";"-";"7";"79";"2";"27";"6";"5";"32";"5";"15";"32";"3";"2";"-";"1";"0";"0";"7";"0";"0";"0";"-";"-";"-";"-";"-";"4";"1";"1";"0";"141";"3";"-";"-";"-";"-";"-";"-";"-";"3";"0";"13";"25";"4";"1";"2";"65";"1";"0";"2";"4";"-";"2";"0";"1";"0";"0";"4";"2";"0";"0";"56";"0";"0";"1";"1";"1";"1";"1";"-";"53";"15";"12";"0";"0";"0";"5";"1";"5";"1";"0";"0";"0";"0";"0";"0";"0"
"101039";"101039";"7";"1";"1";"1654";"594";"107";"182";"255";"15";"177";"135";"76";"111";"2";"29";"50";"4";"9";"1";"2";"20";"15";"2";"460";"0";"2";"-";"0";"54";"11";"2";"1";"1";"4";"1";"2";"3";"0";"28";"3";"0";"1";"1";"2";"2";"19";"1";"25";"94";"2";"32";"-";"8";"79";"5";"48";"1";"5";"43";"4";"22";"34";"2";"4";"-";"0";"0";"0";"13";"2";"0";"0";"-";"-";"-";"-";"-";"4";"4";"0";"4";"163";"2";"-";"-";"-";"-";"-";"-";"-";"2";"0";"30";"34";"1";"1";"3";"56";"0";"1";"1";"6";"-";"1";"0";"1";"1";"0";"4";"1";"0";"0";"64";"0";"1";"1";"0";"1";"1";"0";"-";"67";"18";"12";"1";"4";"0";"5";"2";"2";"0";"0";"0";"1";"0";"0";"1";"0"
"101040";"101040";"7";"1";"1";"2019";"667";"153";"197";"317";"19";"200";"203";"98";"164";"1";"34";"50";"4";"5";"1";"2";"30";"8";"6";"523";"1";"3";"-";"1";"80";"11";"2";"0";"1";"4";"4";"3";"3";"0";"44";"7";"1";"1";"1";"2";"1";"16";"4";"16";"94";"1";"53";"-";"3";"86";"5";"52";"2";"7";"73";"3";"29";"50";"3";"4";"-";"1";"2";"0";"16";"0";"0";"0";"-";"-";"-";"-";"-";"4";"1";"4";"1";"184";"6";"-";"-";"-";"-";"-";"-";"-";"8";"2";"49";"33";"3";"5";"4";"89";"4";"1";"0";"5";"-";"1";"0";"6";"3";"0";"1";"0";"0";"0";"82";"0";"0";"0";"0";"0";"4";"1";"-";"102";"20";"18";"0";"9";"0";"9";"1";"3";"1";"0";"1";"0";"1";"0";"0";"0"
"101041";"101041";"7";"1";"1";"3840";"1410";"264";"381";"582";"29";"416";"338";"188";"231";"1";"56";"103";"13";"17";"2";"8";"52";"12";"12";"1128";"3";"4";"-";"1";"144";"26";"3";"1";"2";"7";"5";"5";"4";"1";"65";"11";"2";"1";"2";"8";"2";"39";"1";"38";"205";"1";"71";"-";"7";"183";"10";"103";"5";"8";"96";"13";"55";"93";"3";"6";"-";"1";"6";"4";"17";"0";"1";"0";"-";"-";"-";"-";"-";"7";"8";"4";"4";"373";"20";"-";"-";"-";"-";"-";"-";"-";"6";"11";"43";"69";"10";"9";"9";"151";"10";"1";"2";"17";"-";"2";"0";"6";"2";"1";"10";"3";"0";"1";"156";"0";"4";"2";"0";"0";"1";"0";"-";"146";"43";"19";"1";"6";"0";"7";"0";"2";"3";"2";"2";"0";"1";"0";"0";"0"
"101042";"101042";"8";"1";"1";"3099";"1069";"210";"326";"546";"19";"279";"264";"133";"248";"5";"21";"67";"6";"9";"4";"9";"27";"137";"10";"771";"4";"4";"-";"5";"65";"21";"3";"3";"1";"1";"1";"48";"5";"0";"57";"3";"6";"3";"3";"4";"4";"31";"4";"12";"197";"4";"55";"-";"5";"261";"6";"61";"4";"9";"75";"6";"20";"93";"2";"4";"-";"3";"5";"0";"8";"0";"0";"3";"-";"-";"-";"-";"-";"8";"20";"5";"23";"213";"10";"-";"-";"-";"-";"-";"-";"-";"7";"4";"2";"67";"5";"3";"11";"121";"32";"2";"2";"8";"-";"2";"0";"3";"1";"1";"6";"1";"0";"1";"109";"1";"4";"2";"1";"1";"0";"0";"-";"121";"44";"13";"0";"11";"0";"16";"1";"6";"33";"1";"2";"0";"0";"2";"3";"0"
"101043";"101043";"8";"1";"1";"1702";"610";"117";"184";"302";"13";"171";"125";"72";"105";"3";"8";"23";"3";"12";"2";"2";"9";"89";"3";"453";"3";"3";"-";"1";"45";"7";"5";"4";"2";"0";"1";"18";"2";"3";"29";"4";"4";"2";"1";"3";"2";"25";"1";"5";"112";"3";"22";"-";"10";"148";"7";"23";"1";"6";"31";"7";"13";"51";"2";"3";"-";"2";"0";"0";"6";"0";"1";"4";"-";"-";"-";"-";"-";"8";"11";"3";"15";"124";"10";"-";"-";"-";"-";"-";"-";"-";"7";"1";"2";"22";"4";"1";"1";"50";"29";"0";"1";"7";"-";"0";"0";"4";"1";"0";"2";"1";"0";"1";"59";"1";"2";"0";"1";"0";"0";"0";"-";"60";"21";"3";"0";"5";"1";"3";"0";"3";"9";"0";"0";"0";"0";"1";"0";"2"
"101044";"101044";"8";"1";"1";"1685";"714";"67";"129";"256";"5";"240";"120";"75";"79";"0";"15";"30";"3";"6";"2";"15";"20";"149";"2";"470";"0";"2";"-";"0";"33";"6";"0";"0";"1";"0";"1";"10";"2";"0";"14";"3";"5";"0";"1";"4";"1";"18";"2";"6";"62";"4";"23";"-";"5";"129";"5";"16";"6";"5";"41";"5";"5";"34";"2";"3";"-";"0";"0";"2";"3";"0";"0";"0";"-";"-";"-";"-";"-";"9";"14";"3";"16";"177";"21";"-";"-";"-";"-";"-";"-";"-";"5";"1";"1";"34";"1";"3";"3";"52";"12";"1";"1";"6";"-";"0";"0";"2";"1";"0";"3";"0";"0";"2";"61";"0";"0";"1";"0";"1";"1";"3";"-";"25";"23";"7";"2";"2";"0";"3";"1";"2";"11";"2";"1";"0";"0";"0";"0";"0"
"101045";"101045";"8";"1";"1";"1244";"421";"107";"130";"219";"4";"92";"111";"58";"102";"0";"4";"26";"0";"4";"0";"3";"11";"60";"2";"308";"1";"2";"-";"4";"29";"6";"10";"1";"1";"1";"1";"25";"4";"0";"25";"2";"4";"0";"0";"2";"1";"19";"0";"8";"65";"2";"27";"-";"6";"117";"5";"21";"3";"1";"19";"5";"10";"28";"1";"3";"-";"0";"2";"0";"2";"0";"0";"0";"-";"-";"-";"-";"-";"6";"6";"0";"1";"74";"5";"-";"-";"-";"-";"-";"-";"-";"3";"2";"0";"26";"2";"4";"1";"48";"18";"0";"1";"6";"-";"1";"1";"2";"1";"0";"2";"0";"0";"0";"50";"0";"0";"0";"1";"0";"0";"0";"-";"58";"11";"9";"3";"0";"0";"6";"0";"0";"15";"0";"0";"0";"0";"0";"0";"0"
"101046";"101046";"8";"1";"1";"1636";"675";"69";"111";"289";"5";"220";"116";"71";"80";"0";"10";"30";"2";"2";"1";"6";"18";"113";"2";"487";"0";"4";"-";"2";"20";"5";"1";"0";"4";"1";"0";"15";"1";"0";"20";"1";"3";"2";"0";"2";"2";"8";"0";"2";"70";"1";"20";"-";"2";"151";"4";"30";"0";"5";"32";"6";"8";"47";"0";"4";"-";"0";"1";"1";"3";"0";"0";"0";"-";"-";"-";"-";"-";"2";"12";"6";"21";"164";"15";"-";"-";"-";"-";"-";"-";"-";"1";"1";"3";"21";"2";"4";"3";"64";"13";"0";"2";"2";"-";"3";"0";"0";"1";"2";"4";"2";"1";"0";"55";"2";"0";"1";"0";"0";"0";"0";"-";"27";"35";"4";"1";"2";"0";"1";"0";"1";"9";"0";"0";"0";"0";"0";"0";"0"
"101047";"101047";"8";"1";"1";"1336";"490";"81";"82";"245";"5";"143";"86";"61";"143";"0";"8";"19";"4";"2";"0";"22";"9";"57";"2";"362";"3";"2";"-";"0";"20";"11";"1";"1";"2";"0";"1";"9";"0";"2";"34";"0";"2";"0";"1";"1";"0";"15";"0";"2";"49";"0";"12";"-";"2";"126";"6";"31";"3";"3";"28";"4";"6";"36";"0";"0";"-";"0";"0";"1";"4";"0";"0";"0";"-";"-";"-";"-";"-";"7";"10";"2";"12";"103";"9";"-";"-";"-";"-";"-";"-";"-";"3";"1";"1";"18";"2";"1";"1";"38";"13";"1";"3";"4";"-";"1";"1";"1";"0";"1";"1";"0";"0";"0";"50";"0";"6";"0";"0";"0";"0";"0";"-";"68";"45";"6";"0";"4";"1";"5";"0";"2";"12";"0";"0";"0";"0";"0";"0";"0"
"101048";"101048";"8";"1";"1";"1794";"643";"92";"169";"370";"12";"174";"122";"69";"140";"3";"9";"29";"2";"8";"2";"7";"14";"116";"3";"447";"4";"2";"-";"0";"34";"11";"4";"0";"0";"0";"1";"12";"2";"3";"25";"2";"1";"1";"0";"3";"0";"23";"3";"5";"108";"1";"22";"-";"4";"206";"5";"44";"3";"9";"32";"5";"7";"50";"1";"4";"-";"0";"1";"0";"7";"1";"1";"2";"-";"-";"-";"-";"-";"1";"10";"6";"14";"132";"11";"-";"-";"-";"-";"-";"-";"-";"2";"5";"1";"21";"1";"7";"3";"60";"11";"2";"3";"6";"-";"1";"0";"2";"1";"0";"3";"1";"0";"0";"59";"0";"1";"0";"1";"0";"0";"0";"-";"72";"27";"1";"0";"5";"3";"7";"0";"6";"18";"1";"0";"1";"0";"0";"1";"1"
"101049";"101049";"9";"1";"1";"2641";"876";"209";"143";"641";"12";"134";"125";"128";"371";"2";"12";"45";"6";"10";"4";"29";"26";"6";"7";"722";"3";"6";"-";"2";"75";"23";"5";"1";"0";"1";"1";"2";"4";"5";"90";"3";"1";"0";"1";"18";"1";"18";"0";"4";"77";"2";"18";"-";"7";"204";"24";"107";"8";"18";"71";"9";"34";"147";"1";"11";"-";"1";"0";"1";"10";"0";"0";"0";"-";"-";"-";"-";"-";"5";"3";"7";"7";"109";"3";"-";"-";"-";"-";"-";"-";"-";"2";"0";"2";"26";"3";"2";"3";"64";"5";"10";"2";"6";"-";"2";"1";"3";"4";"1";"8";"5";"1";"0";"96";"1";"2";"2";"0";"0";"1";"1";"-";"224";"75";"10";"0";"10";"3";"10";"6";"5";"1";"4";"23";"1";"0";"1";"0";"0"
