"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2001 - Stemmeberettigede";"FV2001 - Afgivne stemmer";"FV2001 - Blanke stemmer";"FV2001 - Andre ugyldige stemmer";"FV2001 - Gyldige stemmer";"FV2001 - A. Socialdemokratiet";"FV2001 - B. Det Radikale Venstre";"FV2001 - C. Det Konservative Folkeparti";"FV2001 - D. Centrum-Demokraterne";"FV2001 - F. Socialistisk Folkeparti";"FV2001 - O. Dansk Folkeparti";"FV2001 - Q. Kristeligt Folkeparti";"FV2001 - V. Venstre, Danmarks Liberale Parti";"FV2001 - Z. Fremskridtspartiet";"FV2001 - Ø. Enhedslisten - De Rød-Grønne";"FV2001 - 1. Uden for partierne"
"621009";"621009";"71";"13";"3";"2496";"2276";"15";"5";"2256";"529";"139";"160";"33";"254";"292";"46";"757";"11";"35";"0"
"621010";"621010";"71";"13";"3";"1778";"1581";"8";"0";"1573";"416";"76";"116";"16";"102";"235";"20";"566";"8";"18";"0"
"621011";"621011";"71";"13";"3";"4274";"3835";"15";"7";"3813";"1101";"146";"228";"47";"306";"538";"224";"1173";"17";"33";"0"
"621012";"621012";"71";"13";"3";"4180";"3656";"21";"7";"3628";"1205";"178";"188";"46";"403";"472";"65";"1020";"15";"34";"2"
"623001";"623001";"71";"13";"3";"2579";"2288";"27";"8";"2253";"547";"81";"204";"29";"149";"246";"114";"858";"6";"17";"2"
"623002";"623002";"71";"13";"3";"1257";"1132";"8";"4";"1120";"244";"36";"58";"11";"65";"137";"29";"512";"5";"23";"0"
"625001";"625001";"73";"13";"3";"1801";"1581";"13";"3";"1565";"322";"41";"92";"27";"45";"322";"60";"628";"20";"8";"0"
"625002";"625002";"73";"13";"3";"414";"381";"6";"0";"375";"75";"6";"16";"1";"15";"62";"30";"163";"2";"5";"0"
"625003";"625003";"73";"13";"3";"1906";"1617";"14";"5";"1598";"396";"52";"103";"19";"76";"345";"39";"517";"16";"34";"1"
"625004";"625004";"73";"13";"3";"434";"367";"3";"0";"364";"116";"12";"17";"6";"13";"63";"13";"115";"3";"6";"0"
"625005";"625005";"73";"13";"3";"816";"709";"6";"0";"703";"127";"29";"46";"12";"27";"125";"46";"277";"9";"5";"0"
"627001";"627001";"74";"13";"3";"973";"881";"13";"6";"862";"192";"39";"50";"15";"58";"130";"19";"347";"5";"7";"0"
"627002";"627002";"74";"13";"3";"408";"368";"2";"1";"365";"56";"8";"15";"4";"13";"77";"8";"170";"2";"9";"3"
"627003";"627003";"74";"13";"3";"597";"537";"10";"2";"525";"94";"29";"28";"2";"34";"85";"24";"220";"3";"6";"0"
"627004";"627004";"74";"13";"3";"960";"883";"8";"1";"874";"223";"34";"60";"10";"49";"116";"40";"320";"9";"10";"3"
"627005";"627005";"74";"13";"3";"1229";"1120";"4";"3";"1113";"277";"31";"61";"17";"24";"131";"73";"483";"6";"10";"0"
"627006";"627006";"74";"13";"3";"2045";"1773";"13";"15";"1745";"372";"53";"143";"20";"76";"288";"62";"709";"10";"12";"0"
"627007";"627007";"74";"13";"3";"1113";"982";"22";"6";"954";"216";"35";"61";"16";"40";"143";"22";"407";"5";"9";"0"
"627008";"627008";"74";"13";"3";"566";"507";"4";"4";"499";"98";"22";"23";"5";"20";"101";"3";"215";"5";"7";"0"
"627009";"627009";"74";"13";"3";"747";"676";"10";"2";"664";"157";"19";"40";"12";"28";"107";"21";"271";"6";"3";"0"
"627010";"627010";"74";"13";"3";"344";"311";"1";"0";"310";"44";"10";"14";"3";"21";"50";"2";"155";"3";"8";"0"
"629001";"629001";"71";"13";"3";"3859";"3381";"28";"12";"3341";"987";"102";"321";"43";"135";"496";"110";"1110";"17";"19";"1"
"629002";"629002";"71";"13";"3";"371";"355";"2";"10";"343";"90";"10";"17";"5";"11";"37";"15";"155";"1";"2";"0"
"629003";"629003";"71";"13";"3";"972";"856";"9";"3";"844";"200";"24";"53";"7";"38";"127";"16";"372";"3";"4";"0"
"631001";"631001";"72";"13";"3";"10812";"8848";"80";"48";"8720";"2758";"348";"665";"161";"616";"1313";"229";"2426";"61";"140";"3"
"631002";"631002";"72";"13";"3";"2753";"2294";"24";"18";"2252";"774";"87";"149";"37";"153";"314";"61";"621";"13";"42";"1"
"631003";"631003";"72";"13";"3";"2372";"2012";"35";"11";"1966";"799";"78";"125";"35";"135";"302";"35";"425";"6";"25";"1"
"631004";"631004";"72";"13";"3";"4007";"3461";"28";"12";"3421";"1140";"138";"240";"76";"302";"503";"114";"856";"12";"38";"2"
"631005";"631005";"72";"13";"3";"759";"684";"8";"1";"675";"153";"34";"60";"17";"24";"89";"25";"267";"2";"4";"0"
"631006";"631006";"72";"13";"3";"5750";"5263";"24";"17";"5222";"1250";"248";"637";"97";"238";"593";"143";"1940";"26";"50";"0"
"631007";"631007";"72";"13";"3";"1656";"1449";"13";"5";"1431";"448";"61";"126";"35";"94";"182";"54";"395";"5";"31";"0"
"631008";"631008";"72";"13";"3";"2825";"2514";"17";"18";"2479";"779";"114";"198";"41";"139";"366";"61";"750";"7";"24";"0"
"631009";"631009";"72";"13";"3";"1233";"1149";"8";"2";"1139";"287";"39";"120";"18";"49";"129";"38";"427";"9";"23";"0"
"631010";"631010";"72";"13";"3";"897";"838";"8";"4";"826";"178";"39";"65";"20";"48";"123";"32";"307";"4";"10";"0"
"631011";"631011";"72";"13";"3";"3599";"3276";"16";"16";"3244";"769";"147";"350";"61";"124";"398";"96";"1262";"20";"14";"3"
"631012";"631012";"72";"13";"3";"2520";"2321";"9";"7";"2305";"451";"132";"297";"38";"132";"253";"58";"912";"9";"23";"0"
"631013";"631013";"72";"13";"3";"2421";"2071";"15";"9";"2047";"676";"88";"154";"23";"184";"304";"53";"500";"16";"48";"1"
"651001";"651001";"77";"14";"3";"2851";"2595";"17";"9";"2569";"443";"53";"382";"17";"74";"295";"257";"1026";"11";"11";"-"
"651002";"651002";"77";"14";"3";"547";"507";"7";"1";"499";"54";"8";"46";"3";"15";"54";"53";"260";"3";"3";"-"
"651003";"651003";"77";"14";"3";"611";"514";"5";"0";"509";"117";"10";"34";"1";"10";"92";"15";"223";"5";"2";"-"
"651004";"651004";"77";"14";"3";"930";"852";"3";"1";"848";"147";"27";"55";"14";"22";"152";"44";"374";"7";"6";"-"
"653001";"653001";"79";"14";"3";"5088";"4398";"41";"14";"4343";"1023";"137";"243";"38";"139";"661";"337";"1704";"27";"34";"-"
"653002";"653002";"79";"14";"3";"729";"645";"8";"2";"635";"99";"15";"30";"8";"14";"102";"92";"264";"8";"3";"-"
"653003";"653003";"79";"14";"3";"349";"313";"3";"1";"309";"51";"16";"22";"2";"5";"43";"11";"156";"2";"1";"-"
"653004";"653004";"79";"14";"3";"248";"232";"1";"0";"231";"31";"4";"14";"4";"6";"31";"28";"111";"1";"1";"-"
"655001";"655001";"79";"14";"3";"3346";"2945";"25";"9";"2911";"851";"78";"197";"31";"74";"267";"321";"1064";"12";"16";"-"
"655003";"655003";"79";"14";"3";"513";"457";"2";"0";"455";"71";"6";"25";"9";"25";"46";"15";"252";"5";"1";"-"
"655004";"655004";"79";"14";"3";"587";"528";"5";"1";"522";"73";"8";"37";"4";"18";"57";"53";"263";"7";"2";"-"
"655005";"655005";"79";"14";"3";"454";"406";"1";"1";"404";"54";"9";"27";"10";"10";"47";"18";"224";"5";"0";"-"
"655006";"655006";"79";"14";"3";"345";"316";"1";"2";"313";"45";"9";"10";"5";"7";"44";"45";"144";"1";"3";"-"
"655007";"655007";"79";"14";"3";"470";"396";"7";"1";"388";"85";"4";"21";"3";"12";"53";"43";"157";"8";"2";"-"
"655008";"655008";"79";"14";"3";"682";"613";"5";"1";"607";"125";"10";"21";"10";"17";"79";"47";"286";"6";"6";"-"
"655009";"655009";"79";"14";"3";"578";"514";"8";"2";"504";"109";"11";"28";"5";"17";"57";"71";"199";"2";"5";"-"
"657001";"657001";"78";"14";"3";"19487";"16682";"122";"70";"16490";"4888";"664";"1000";"245";"657";"1931";"860";"6046";"82";"117";"-"
"657002";"657002";"78";"14";"3";"691";"605";"3";"0";"602";"157";"13";"27";"8";"14";"94";"38";"250";"1";"0";"-"
"657003";"657003";"78";"14";"3";"363";"310";"6";"1";"303";"94";"9";"14";"2";"10";"41";"12";"115";"1";"5";"-"
"657004";"657004";"78";"14";"3";"1090";"902";"4";"0";"898";"352";"38";"27";"6";"64";"106";"43";"227";"10";"25";"-"
"657005";"657005";"78";"14";"3";"5718";"5189";"28";"4";"5157";"1158";"190";"382";"68";"157";"485";"306";"2373";"18";"20";"-"
"657006";"657006";"78";"14";"3";"731";"659";"6";"1";"652";"151";"26";"38";"6";"9";"83";"16";"318";"2";"3";"-"
"657007";"657007";"78";"14";"3";"771";"681";"3";"3";"675";"188";"18";"31";"3";"26";"106";"59";"229";"3";"12";"-"
"657008";"657008";"78";"14";"3";"3527";"3264";"17";"2";"3245";"735";"130";"161";"63";"86";"383";"113";"1534";"21";"19";"-"
"657009";"657009";"78";"14";"3";"365";"315";"7";"1";"307";"35";"18";"14";"2";"5";"59";"18";"154";"2";"0";"-"
"657010";"657010";"78";"14";"3";"440";"409";"1";"2";"406";"71";"13";"12";"7";"12";"42";"41";"198";"5";"5";"-"
"657011";"657011";"78";"14";"3";"3225";"2982";"15";"5";"2962";"721";"94";"170";"26";"75";"341";"198";"1311";"14";"12";"-"
"657012";"657012";"78";"14";"3";"578";"524";"3";"1";"520";"122";"25";"25";"4";"19";"96";"17";"203";"4";"5";"-"
"657013";"657013";"78";"14";"3";"3115";"2838";"21";"4";"2813";"594";"66";"170";"33";"64";"354";"112";"1392";"15";"13";"-"
"657014";"657014";"78";"14";"3";"3522";"3232";"18";"2";"3212";"885";"110";"162";"40";"101";"385";"245";"1255";"15";"14";"-"
"657015";"657015";"78";"14";"3";"218";"205";"0";"0";"205";"33";"12";"12";"1";"8";"30";"11";"96";"1";"1";"-"
"659001";"659001";"76";"14";"3";"1099";"998";"4";"4";"990";"168";"17";"68";"16";"26";"99";"48";"545";"2";"1";"-"
"659002";"659002";"76";"14";"3";"2771";"2282";"28";"6";"2248";"335";"69";"194";"35";"72";"298";"209";"1007";"13";"16";"-"
"661001";"661001";"77";"14";"3";"13994";"12275";"102";"19";"12154";"3277";"581";"681";"176";"653";"1181";"538";"4891";"55";"121";"-"
"661002";"661002";"77";"14";"3";"1071";"983";"5";"0";"978";"190";"52";"49";"11";"38";"104";"54";"477";"1";"2";"-"
"661003";"661003";"77";"14";"3";"1639";"1461";"7";"3";"1451";"265";"42";"58";"17";"41";"172";"65";"773";"8";"10";"-"
"661004";"661004";"77";"14";"3";"1999";"1859";"9";"1";"1849";"402";"64";"119";"28";"60";"158";"56";"948";"8";"6";"-"
"661005";"661005";"77";"14";"3";"10248";"8969";"56";"22";"8891";"2870";"400";"449";"112";"447";"1023";"356";"3107";"55";"72";"-"
"661006";"661006";"77";"14";"3";"1515";"1446";"7";"1";"1438";"386";"77";"78";"18";"66";"158";"45";"593";"7";"10";"-"
"663001";"663001";"78";"14";"3";"11209";"9884";"71";"26";"9787";"2441";"285";"745";"147";"234";"1269";"459";"4102";"53";"52";"-"
"663002";"663002";"78";"14";"3";"729";"688";"3";"1";"684";"108";"11";"43";"11";"11";"104";"47";"342";"6";"1";"-"
"663003";"663003";"78";"14";"3";"2303";"2081";"15";"5";"2061";"462";"42";"104";"22";"28";"258";"130";"996";"9";"10";"-"
"663004";"663004";"78";"14";"3";"290";"269";"0";"3";"266";"36";"2";"11";"4";"7";"41";"11";"150";"2";"2";"-"
"663005";"663005";"78";"14";"3";"1659";"1510";"13";"4";"1493";"503";"52";"58";"19";"53";"198";"50";"531";"10";"19";"-"
"663006";"663006";"78";"14";"3";"388";"346";"2";"1";"343";"82";"9";"13";"7";"9";"69";"20";"130";"1";"3";"-"
"665001";"665001";"76";"14";"3";"5584";"4795";"40";"17";"4738";"1181";"183";"364";"71";"415";"491";"214";"1769";"28";"22";"-"
"665002";"665002";"76";"14";"3";"2268";"2060";"12";"3";"2045";"384";"105";"121";"31";"233";"181";"175";"780";"8";"27";"-"
"665003";"665003";"76";"14";"3";"1793";"1589";"8";"7";"1574";"324";"59";"93";"13";"143";"178";"72";"676";"6";"10";"-"
"665004";"665004";"76";"14";"3";"1803";"1587";"15";"4";"1568";"280";"76";"71";"15";"140";"194";"62";"704";"10";"16";"-"
"665005";"665005";"76";"14";"3";"1210";"1031";"9";"1";"1021";"143";"22";"31";"10";"75";"125";"49";"551";"9";"6";"-"
"665006";"665006";"76";"14";"3";"1154";"1043";"10";"2";"1031";"141";"31";"29";"18";"64";"111";"67";"552";"15";"3";"-"
"667001";"667001";"76";"14";"3";"3971";"3431";"22";"10";"3399";"983";"152";"219";"43";"181";"359";"132";"1275";"16";"39";"-"
"667002";"667002";"76";"14";"3";"2469";"2211";"19";"2";"2190";"521";"91";"146";"25";"116";"215";"169";"883";"8";"16";"-"
"667003";"667003";"76";"14";"3";"698";"620";"7";"3";"610";"126";"16";"32";"10";"29";"69";"23";"292";"4";"9";"-"
"667004";"667004";"76";"14";"3";"315";"293";"1";"0";"292";"26";"13";"14";"3";"13";"14";"7";"196";"1";"5";"-"
"667005";"667005";"76";"14";"3";"479";"444";"2";"2";"440";"64";"15";"15";"8";"18";"65";"6";"244";"2";"3";"-"
"667006";"667006";"76";"14";"3";"381";"332";"0";"1";"331";"49";"5";"11";"2";"13";"32";"6";"208";"2";"3";"-"
"667007";"667007";"76";"14";"3";"592";"544";"6";"2";"536";"74";"20";"20";"6";"10";"54";"19";"326";"4";"3";"-"
"667008";"667008";"76";"14";"3";"1106";"976";"13";"3";"960";"258";"33";"61";"14";"32";"90";"42";"422";"5";"3";"-"
"667009";"667009";"76";"14";"3";"939";"830";"6";"1";"823";"181";"23";"49";"13";"34";"83";"10";"422";"4";"4";"-"
"667010";"667010";"76";"14";"3";"288";"265";"2";"1";"262";"43";"10";"9";"2";"14";"33";"9";"133";"6";"3";"-"
"667011";"667011";"76";"14";"3";"311";"287";"3";"1";"283";"29";"5";"20";"2";"16";"17";"7";"184";"0";"3";"-"
"667012";"667012";"76";"14";"3";"903";"832";"3";"4";"825";"168";"35";"42";"14";"54";"67";"36";"389";"5";"15";"-"
"667013";"667013";"76";"14";"3";"362";"332";"2";"0";"330";"56";"18";"17";"0";"15";"21";"9";"192";"2";"0";"-"
"669001";"669001";"79";"14";"3";"5760";"5017";"38";"13";"4966";"1266";"113";"364";"47";"133";"423";"636";"1937";"33";"14";"-"
"669002";"669002";"79";"14";"3";"981";"878";"9";"0";"869";"146";"9";"41";"7";"14";"77";"68";"493";"10";"4";"-"
"669003";"669003";"79";"14";"3";"293";"272";"2";"0";"270";"55";"4";"21";"1";"8";"25";"28";"127";"0";"1";"-"
"669004";"669004";"79";"14";"3";"414";"389";"1";"0";"388";"39";"4";"16";"3";"4";"28";"77";"215";"1";"1";"-"
"669005";"669005";"79";"14";"3";"374";"348";"3";"0";"345";"43";"6";"22";"2";"9";"35";"42";"182";"2";"2";"-"
"669006";"669006";"79";"14";"3";"626";"570";"5";"2";"563";"59";"7";"29";"3";"10";"43";"100";"310";"0";"2";"-"
"669007";"669007";"79";"14";"3";"372";"342";"1";"0";"341";"30";"11";"19";"4";"5";"23";"73";"173";"1";"2";"-"
"669008";"669008";"79";"14";"3";"267";"251";"1";"0";"250";"23";"5";"6";"2";"2";"19";"62";"128";"1";"2";"-"
"669009";"669009";"79";"14";"3";"545";"486";"7";"0";"479";"95";"7";"34";"8";"14";"65";"30";"221";"2";"3";"-"
"671001";"671001";"77";"14";"3";"6808";"5864";"36";"15";"5813";"2124";"164";"403";"85";"408";"659";"119";"1737";"48";"66";"-"
"671002";"671002";"77";"14";"3";"1767";"1592";"8";"6";"1578";"497";"48";"120";"24";"112";"171";"52";"518";"24";"12";"-"
"671003";"671003";"77";"14";"3";"1305";"1187";"10";"0";"1177";"289";"27";"61";"15";"68";"100";"63";"539";"14";"1";"-"
"671004";"671004";"77";"14";"3";"852";"762";"7";"0";"755";"264";"21";"37";"12";"45";"60";"23";"282";"8";"3";"-"
"671005";"671005";"77";"14";"3";"539";"483";"1";"1";"481";"112";"17";"11";"3";"34";"40";"20";"238";"6";"0";"-"
"671006";"671006";"77";"14";"3";"421";"380";"3";"2";"375";"60";"11";"21";"3";"18";"55";"21";"185";"1";"0";"-"
"671007";"671007";"77";"14";"3";"1168";"1067";"4";"1";"1062";"333";"46";"92";"19";"45";"104";"37";"366";"9";"11";"-"
"671008";"671008";"77";"14";"3";"1331";"1214";"3";"0";"1211";"192";"31";"58";"6";"62";"133";"73";"643";"9";"4";"-"
"671009";"671009";"77";"14";"3";"149";"139";"0";"0";"139";"23";"11";"11";"2";"13";"8";"12";"53";"1";"5";"-"
"673001";"673001";"76";"14";"3";"1939";"1576";"20";"5";"1551";"407";"37";"80";"11";"45";"272";"95";"591";"9";"4";"-"
"673002";"673002";"76";"14";"3";"1659";"1465";"8";"1";"1456";"407";"42";"77";"20";"51";"159";"155";"537";"4";"4";"-"
"675001";"675001";"77";"14";"3";"1434";"1275";"8";"2";"1265";"324";"43";"133";"11";"40";"127";"96";"462";"23";"6";"-"
"675003";"675003";"77";"14";"3";"260";"233";"5";"1";"227";"63";"6";"11";"0";"11";"21";"16";"90";"9";"0";"-"
"675004";"675004";"77";"14";"3";"619";"535";"6";"1";"528";"124";"20";"71";"8";"26";"69";"28";"159";"6";"17";"-"
"675005";"675005";"77";"14";"3";"433";"390";"5";"1";"384";"103";"12";"55";"3";"21";"47";"23";"111";"6";"3";"-"
"677001";"677001";"76";"14";"3";"138";"122";"1";"0";"121";"5";"1";"7";"1";"1";"22";"7";"76";"1";"0";"-"
"677002";"677002";"76";"14";"3";"718";"664";"5";"3";"656";"140";"17";"35";"6";"25";"90";"82";"257";"1";"3";"-"
"677003";"677003";"76";"14";"3";"934";"832";"3";"0";"829";"134";"21";"37";"12";"19";"95";"113";"385";"9";"4";"-"
"677004";"677004";"76";"14";"3";"2852";"2596";"17";"2";"2577";"548";"76";"131";"48";"64";"246";"184";"1248";"23";"9";"-"
"677005";"677005";"76";"14";"3";"372";"340";"4";"0";"336";"76";"11";"17";"4";"10";"45";"17";"153";"1";"2";"-"
"677006";"677006";"76";"14";"3";"1139";"1041";"2";"2";"1037";"177";"24";"46";"12";"28";"104";"126";"512";"4";"4";"-"
"677007";"677007";"76";"14";"3";"751";"678";"11";"1";"666";"127";"20";"25";"14";"19";"93";"35";"320";"8";"5";"-"
"679001";"679001";"76";"14";"3";"124";"115";"0";"0";"115";"19";"1";"3";"1";"11";"10";"2";"66";"1";"1";"-"
"679002";"679002";"76";"14";"3";"1175";"1039";"10";"4";"1025";"233";"37";"59";"5";"48";"128";"14";"494";"3";"4";"-"
"679003";"679003";"76";"14";"3";"281";"259";"1";"0";"258";"65";"7";"16";"1";"14";"27";"2";"119";"5";"2";"-"
"679004";"679004";"76";"14";"3";"318";"291";"2";"0";"289";"50";"9";"10";"6";"20";"36";"14";"140";"2";"2";"-"
"679005";"679005";"76";"14";"3";"1579";"1356";"16";"2";"1338";"350";"42";"69";"17";"64";"159";"39";"575";"13";"10";"-"
"679006";"679006";"76";"14";"3";"162";"133";"0";"0";"133";"21";"4";"6";"3";"13";"20";"2";"55";"2";"7";"-"
"679007";"679007";"76";"14";"3";"489";"443";"3";"1";"439";"80";"12";"15";"2";"26";"43";"7";"245";"5";"4";"-"
"679008";"679008";"76";"14";"3";"235";"210";"1";"0";"209";"29";"16";"12";"5";"16";"25";"4";"98";"3";"1";"-"
"679009";"679009";"76";"14";"3";"454";"390";"2";"2";"386";"85";"12";"13";"5";"17";"51";"3";"190";"8";"2";"-"
"679010";"679010";"76";"14";"3";"398";"329";"5";"0";"324";"103";"8";"17";"5";"10";"47";"1";"121";"8";"4";"-"
"681001";"681001";"79";"14";"3";"453";"422";"3";"0";"419";"47";"11";"22";"8";"8";"50";"50";"210";"8";"5";"-"
"681003";"681003";"79";"14";"3";"3052";"2720";"21";"4";"2695";"556";"70";"160";"20";"51";"292";"315";"1190";"31";"10";"-"
"681004";"681004";"79";"14";"3";"547";"493";"2";"1";"490";"64";"12";"22";"3";"12";"70";"62";"234";"6";"5";"-"
"681005";"681005";"79";"14";"3";"625";"568";"10";"0";"558";"157";"5";"23";"5";"20";"75";"47";"212";"8";"6";"-"
"681006";"681006";"79";"14";"3";"1374";"1254";"3";"1";"1250";"205";"27";"59";"13";"24";"180";"196";"528";"14";"4";"-"
"681007";"681007";"79";"14";"3";"507";"456";"4";"0";"452";"66";"11";"12";"8";"5";"69";"39";"239";"3";"0";"-"
"681008";"681008";"79";"14";"3";"1731";"1565";"3";"1";"1561";"215";"40";"96";"16";"29";"170";"136";"828";"25";"6";"-"
"681010";"681010";"79";"14";"3";"500";"452";"6";"0";"446";"59";"16";"25";"3";"18";"57";"26";"233";"7";"2";"-"
"683001";"683001";"77";"14";"3";"693";"614";"5";"1";"608";"123";"23";"34";"10";"29";"92";"30";"260";"5";"2";"-"
"683002";"683002";"77";"14";"3";"352";"311";"2";"1";"308";"99";"9";"9";"2";"15";"46";"13";"112";"3";"0";"-"
"683003";"683003";"77";"14";"3";"470";"432";"3";"2";"427";"87";"13";"17";"3";"19";"39";"47";"191";"6";"5";"-"
"683004";"683004";"77";"14";"3";"385";"353";"3";"1";"349";"51";"21";"24";"7";"9";"38";"31";"160";"8";"0";"-"
"683005";"683005";"77";"14";"3";"422";"376";"4";"0";"372";"64";"31";"19";"0";"20";"27";"32";"170";"6";"3";"-"
"683007";"683007";"77";"14";"3";"771";"702";"5";"1";"696";"114";"32";"75";"6";"25";"62";"60";"318";"4";"0";"-"
"683008";"683008";"77";"14";"3";"2866";"2514";"21";"15";"2478";"660";"127";"162";"25";"70";"327";"132";"941";"17";"17";"-"
"685001";"685001";"79";"14";"3";"2357";"2092";"11";"4";"2077";"404";"75";"152";"13";"46";"210";"184";"965";"18";"10";"-"
"685002";"685002";"79";"14";"3";"464";"425";"3";"0";"422";"61";"15";"29";"2";"11";"75";"26";"190";"11";"2";"-"
"685003";"685003";"79";"14";"3";"307";"268";"2";"1";"265";"24";"1";"10";"0";"9";"31";"41";"145";"3";"1";"-"
"685004";"685004";"79";"14";"3";"1555";"1383";"11";"0";"1372";"314";"37";"67";"11";"32";"167";"95";"614";"15";"20";"-"
"685005";"685005";"79";"14";"3";"294";"259";"2";"0";"257";"64";"7";"12";"4";"6";"42";"9";"100";"9";"4";"-"
"701001";"701001";"87";"15";"3";"6500";"5666";"60";"31";"5575";"1494";"227";"514";"116";"319";"684";"106";"2012";"32";"70";"1"
"701002";"701002";"87";"15";"3";"2931";"2559";"22";"8";"2529";"620";"94";"141";"52";"190";"299";"59";"959";"30";"84";"1"
"701003";"701003";"87";"15";"3";"1845";"1574";"11";"4";"1559";"470";"43";"124";"25";"117";"182";"28";"524";"12";"34";"0"
"703001";"703001";"86";"15";"3";"868";"823";"7";"4";"812";"221";"30";"53";"17";"43";"80";"38";"312";"4";"14";"0"
"703002";"703002";"86";"15";"3";"3613";"3296";"30";"2";"3264";"1021";"122";"244";"47";"118";"402";"68";"1194";"16";"31";"1"
"703003";"703003";"86";"15";"3";"612";"578";"0";"0";"578";"146";"27";"39";"13";"39";"70";"12";"219";"0";"12";"1"
"703004";"703004";"86";"15";"3";"680";"638";"7";"0";"631";"170";"17";"35";"13";"44";"100";"13";"217";"2";"20";"0"
"703005";"703005";"86";"15";"3";"1813";"1650";"11";"6";"1633";"556";"38";"106";"38";"60";"213";"30";"565";"11";"16";"0"
"705001";"705001";"89";"15";"3";"1474";"1277";"17";"1";"1259";"346";"39";"80";"4";"38";"184";"36";"506";"13";"12";"1"
"705002";"705002";"89";"15";"3";"1372";"1211";"8";"5";"1198";"299";"49";"92";"10";"50";"103";"103";"474";"5";"13";"0"
"705003";"705003";"89";"15";"3";"849";"774";"8";"3";"763";"149";"33";"54";"9";"30";"99";"44";"330";"3";"12";"0"
"705004";"705004";"89";"15";"3";"997";"896";"12";"1";"883";"244";"34";"51";"22";"49";"98";"34";"318";"10";"22";"1"
"705005";"705005";"89";"15";"3";"1004";"925";"11";"2";"912";"227";"43";"74";"16";"29";"103";"65";"334";"14";"7";"0"
"707001";"707001";"87";"15";"3";"6658";"5734";"45";"11";"5678";"1917";"182";"467";"68";"212";"678";"101";"1938";"48";"59";"8"
"707002";"707002";"87";"15";"3";"131";"115";"1";"0";"114";"29";"4";"8";"2";"9";"15";"1";"32";"1";"13";"0"
"707003";"707003";"87";"15";"3";"1486";"1304";"18";"3";"1283";"414";"34";"88";"13";"44";"181";"26";"444";"16";"22";"1"
"707004";"707004";"87";"15";"3";"4963";"4118";"31";"6";"4081";"1621";"114";"239";"42";"180";"619";"65";"1122";"30";"46";"3"
"707005";"707005";"87";"15";"3";"961";"852";"8";"0";"844";"221";"26";"53";"11";"37";"117";"9";"341";"10";"14";"5"
"709001";"709001";"86";"15";"3";"3644";"3207";"25";"7";"3175";"907";"151";"280";"49";"137";"342";"71";"1172";"12";"51";"3"
"709002";"709002";"86";"15";"3";"2523";"2260";"9";"5";"2246";"690";"79";"167";"40";"107";"265";"44";"811";"16";"27";"0"
"709003";"709003";"86";"15";"3";"1336";"1218";"13";"3";"1202";"335";"38";"110";"22";"55";"130";"25";"465";"7";"15";"0"
"709004";"709004";"86";"15";"3";"871";"780";"9";"0";"771";"205";"19";"93";"13";"26";"119";"10";"278";"0";"8";"0"
"711001";"711001";"86";"15";"3";"4655";"4168";"46";"11";"4111";"1323";"191";"363";"65";"144";"464";"83";"1409";"19";"48";"2"
"711002";"711002";"86";"15";"3";"502";"459";"6";"3";"450";"138";"16";"36";"15";"17";"52";"8";"157";"5";"5";"1"
"711003";"711003";"86";"15";"3";"344";"315";"5";"1";"309";"71";"16";"33";"4";"11";"28";"2";"132";"4";"7";"1"
"711004";"711004";"86";"15";"3";"643";"609";"9";"4";"596";"148";"22";"41";"10";"33";"79";"14";"221";"7";"21";"0"
"711007";"711007";"86";"15";"3";"616";"554";"4";"0";"550";"139";"22";"37";"6";"20";"72";"7";"234";"6";"7";"0"
"711008";"711008";"86";"15";"3";"359";"333";"7";"0";"326";"83";"11";"27";"5";"7";"41";"6";"139";"1";"6";"0"
"711009";"711009";"86";"15";"3";"727";"677";"6";"0";"671";"209";"42";"52";"15";"36";"82";"14";"205";"3";"13";"0"
