"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1988 - Stemmeberettigede";"FV1988 - Afgivne stemmer";"FV1988 - Blanke stemmer";"FV1988 - Andre ugyldige stemmer";"FV1988 - Gyldige stemmer";"FV1988 - A. Socialdemokratiet";"FV1988 - B. Det Radikale Venstre";"FV1988 - C. Det Konservative Folkeparti";"FV1988 - F. Socialistisk Folkeparti";"FV1988 - G. De Grønne";"FV1988 - K. Danmarks Kommunistiske Parti";"FV1988 - M. Centrum-Demokraterne";"FV1988 - P. Fælles Kurs";"FV1988 - Q. Kristeligt Folkeparti";"FV1988 - V. Venstre, Danmarks Liberale Parti";"FV1988 - Y. Venstresocialisterne";"FV1988 - Z. Fremskridtspartiet";"FV1988 - 1. Uden for partierne";"FV1988 - 2. Uden for partierne";"FV1988 - 3. Uden for partierne"
"175008";"175008";"28";"4";"2";"4354";"3879";"19";"2";"3858";"1243";"249";"732";"683";"53";"61";"226";"92";"40";"130";"11";"338";"0";"-";"-"
"181001";"181001";"21";"4";"2";"3014";"2820";"8";"3";"2809";"164";"299";"1170";"170";"39";"8";"258";"7";"38";"487";"10";"157";"2";"-";"-"
"181002";"181002";"21";"4";"2";"2498";"2204";"3";"1";"2200";"282";"199";"883";"181";"53";"8";"169";"10";"29";"268";"13";"105";"0";"-";"-"
"181003";"181003";"21";"4";"2";"2588";"2364";"10";"5";"2349";"189";"268";"961";"191";"56";"13";"192";"10";"34";"312";"4";"119";"0";"-";"-"
"181004";"181004";"21";"4";"2";"2681";"2427";"8";"2";"2417";"293";"239";"940";"184";"52";"14";"232";"17";"27";"287";"8";"123";"1";"-";"-"
"181005";"181005";"21";"4";"2";"4055";"3593";"8";"5";"3580";"792";"330";"1096";"373";"67";"21";"277";"43";"41";"318";"13";"209";"0";"-";"-"
"181006";"181006";"21";"4";"2";"4153";"3775";"8";"2";"3765";"640";"344";"1364";"325";"42";"17";"288";"23";"30";"468";"22";"201";"1";"-";"-"
"181008";"181008";"21";"4";"2";"1414";"1274";"2";"2";"1270";"78";"76";"676";"43";"16";"1";"77";"5";"23";"179";"3";"91";"2";"-";"-"
"181009";"181009";"21";"4";"2";"3615";"3254";"11";"4";"3239";"340";"316";"1255";"229";"63";"9";"277";"13";"23";"500";"17";"196";"1";"-";"-"
"183001";"183001";"23";"4";"2";"992";"885";"8";"1";"876";"233";"76";"176";"117";"8";"8";"65";"19";"10";"68";"2";"94";"0";"-";"-"
"183002";"183002";"23";"4";"2";"2826";"2399";"16";"8";"2375";"796";"124";"431";"442";"21";"41";"146";"64";"12";"56";"17";"223";"2";"-";"-"
"183003";"183003";"23";"4";"2";"3124";"2623";"14";"10";"2599";"920";"126";"500";"437";"33";"21";"127";"97";"12";"74";"9";"243";"0";"-";"-"
"183004";"183004";"23";"4";"2";"2598";"1977";"8";"12";"1957";"807";"45";"174";"463";"20";"37";"35";"138";"8";"25";"12";"192";"1";"-";"-"
"183005";"183005";"23";"4";"2";"3715";"3088";"10";"10";"3068";"1046";"150";"657";"357";"42";"20";"181";"98";"24";"100";"9";"384";"0";"-";"-"
"185001";"185001";"27";"4";"2";"3778";"3158";"10";"5";"3143";"1056";"124";"589";"540";"33";"42";"206";"155";"14";"73";"4";"307";"0";"-";"-"
"185002";"185002";"27";"4";"2";"5154";"4512";"35";"5";"4472";"1427";"248";"938";"738";"35";"62";"325";"172";"37";"102";"6";"381";"1";"-";"-"
"185003";"185003";"27";"4";"2";"5308";"4436";"28";"12";"4396";"1637";"202";"661";"894";"66";"56";"210";"177";"55";"110";"28";"300";"0";"-";"-"
"185004";"185004";"27";"4";"2";"3807";"3269";"11";"5";"3253";"1153";"190";"694";"503";"32";"36";"162";"79";"42";"108";"8";"246";"0";"-";"-"
"185005";"185005";"27";"4";"2";"3689";"3205";"16";"16";"3173";"996";"151";"700";"477";"46";"38";"227";"96";"36";"100";"11";"294";"1";"-";"-"
"185006";"185006";"27";"4";"2";"9497";"8056";"37";"7";"8012";"3150";"422";"1350";"1536";"95";"74";"329";"248";"42";"174";"31";"559";"2";"-";"-"
"187001";"187001";"23";"4";"2";"2388";"1986";"8";"2";"1976";"530";"121";"531";"279";"20";"15";"114";"53";"17";"100";"3";"192";"1";"-";"-"
"187002";"187002";"23";"4";"2";"3152";"2806";"22";"3";"2781";"747";"208";"780";"356";"35";"20";"184";"58";"13";"103";"12";"264";"1";"-";"-"
"187003";"187003";"23";"4";"2";"3216";"2849";"20";"4";"2825";"623";"258";"910";"354";"38";"13";"236";"30";"22";"125";"8";"208";"0";"-";"-"
"189001";"189001";"22";"4";"2";"8637";"7779";"39";"8";"7732";"1497";"748";"2206";"1022";"159";"56";"660";"75";"74";"703";"44";"486";"2";"-";"-"
"189002";"189002";"22";"4";"2";"2591";"2380";"11";"2";"2367";"373";"279";"745";"290";"60";"27";"201";"23";"28";"207";"23";"110";"1";"-";"-"
"189003";"189003";"22";"4";"2";"1027";"951";"6";"0";"945";"131";"121";"303";"108";"22";"12";"72";"7";"12";"96";"3";"58";"0";"-";"-"
"189004";"189004";"22";"4";"2";"901";"818";"3";"0";"815";"152";"87";"202";"133";"26";"5";"76";"5";"13";"67";"3";"46";"0";"-";"-"
"201001";"201001";"31";"5";"2";"2038";"1849";"11";"4";"1834";"263";"161";"660";"149";"39";"8";"155";"20";"18";"222";"9";"130";"0";"-";"-"
"201002";"201002";"31";"5";"2";"2646";"2331";"11";"1";"2319";"565";"196";"527";"351";"61";"36";"155";"29";"29";"216";"10";"144";"0";"-";"-"
"201003";"201003";"31";"5";"2";"2564";"2306";"9";"5";"2292";"564";"210";"567";"261";"36";"13";"159";"19";"43";"285";"9";"126";"0";"-";"-"
"201004";"201004";"31";"5";"2";"3211";"2808";"13";"2";"2793";"498";"183";"707";"310";"54";"23";"220";"33";"24";"411";"19";"311";"0";"-";"-"
"201005";"201005";"31";"5";"2";"2923";"2680";"14";"1";"2665";"448";"237";"862";"242";"36";"14";"234";"15";"30";"299";"8";"240";"0";"-";"-"
"201006";"201006";"31";"5";"2";"1974";"1796";"11";"2";"1783";"304";"148";"561";"236";"42";"5";"160";"14";"25";"186";"5";"97";"0";"-";"-"
"205001";"205001";"30";"5";"2";"3290";"2971";"8";"3";"2960";"541";"251";"974";"314";"62";"22";"215";"17";"31";"317";"10";"205";"1";"-";"-"
"205002";"205002";"30";"5";"2";"4831";"4013";"18";"3";"3992";"812";"365";"1167";"543";"84";"41";"234";"48";"60";"360";"37";"240";"1";"-";"-"
"205003";"205003";"30";"5";"2";"3921";"3475";"7";"6";"3462";"758";"282";"975";"448";"81";"23";"256";"45";"45";"308";"20";"221";"0";"-";"-"
"205004";"205004";"30";"5";"2";"2670";"2380";"10";"6";"2364";"368";"212";"753";"317";"56";"25";"183";"22";"24";"258";"27";"119";"0";"-";"-"
"205005";"205005";"30";"5";"2";"1178";"1062";"4";"1";"1057";"90";"81";"431";"78";"18";"5";"89";"10";"26";"150";"3";"76";"0";"-";"-"
"207001";"207001";"31";"5";"2";"3810";"3466";"16";"7";"3443";"492";"305";"1070";"443";"101";"48";"306";"20";"35";"396";"20";"205";"2";"-";"-"
"207101";"207101";"31";"5";"2";"7854";"6812";"54";"8";"6750";"1259";"555";"1692";"1320";"192";"131";"349";"106";"43";"584";"71";"444";"4";"-";"-"
"208001";"208001";"30";"5";"2";"3638";"3189";"17";"4";"3168";"825";"177";"815";"362";"54";"26";"204";"48";"58";"357";"11";"230";"1";"-";"-"
"208002";"208002";"30";"5";"2";"3502";"3041";"9";"5";"3027";"546";"212";"967";"289";"52";"26";"230";"34";"36";"385";"11";"238";"1";"-";"-"
"208003";"208003";"30";"5";"2";"3657";"3198";"14";"6";"3178";"768";"242";"899";"417";"76";"23";"199";"50";"26";"242";"13";"222";"1";"-";"-"
"208004";"208004";"30";"5";"2";"3100";"2738";"10";"2";"2726";"626";"201";"666";"496";"62";"20";"152";"35";"15";"250";"12";"191";"0";"-";"-"
"209001";"209001";"32";"5";"2";"4129";"3439";"32";"6";"3401";"1120";"148";"795";"444";"51";"32";"210";"77";"33";"235";"7";"248";"1";"-";"-"
"209002";"209002";"32";"5";"2";"2695";"2344";"9";"9";"2326";"639";"110";"595";"299";"43";"15";"189";"50";"24";"168";"8";"185";"1";"-";"-"
"209003";"209003";"32";"5";"2";"3687";"3239";"18";"9";"3212";"957";"189";"724";"362";"48";"18";"237";"55";"21";"295";"4";"302";"0";"-";"-"
"209004";"209004";"32";"5";"2";"721";"635";"2";"1";"632";"178";"41";"149";"65";"4";"7";"48";"6";"1";"72";"1";"60";"0";"-";"-"
"209005";"209005";"32";"5";"2";"480";"442";"7";"3";"432";"101";"22";"93";"34";"8";"4";"27";"6";"1";"88";"1";"47";"0";"-";"-"
"209006";"209006";"32";"5";"2";"812";"687";"6";"4";"677";"194";"31";"92";"154";"19";"4";"28";"26";"4";"39";"1";"84";"1";"-";"-"
"211001";"211001";"32";"5";"2";"2697";"2255";"15";"6";"2234";"876";"59";"421";"314";"24";"20";"130";"58";"56";"119";"4";"152";"1";"-";"-"
"211002";"211002";"32";"5";"2";"3921";"3299";"22";"5";"3272";"1188";"127";"560";"460";"50";"35";"202";"92";"52";"215";"10";"281";"0";"-";"-"
"211003";"211003";"32";"5";"2";"2652";"2211";"9";"5";"2197";"819";"76";"396";"296";"20";"8";"130";"60";"14";"114";"8";"255";"1";"-";"-"
"211004";"211004";"32";"5";"2";"2221";"1886";"10";"2";"1874";"557";"86";"427";"198";"38";"14";"109";"53";"32";"141";"2";"217";"0";"-";"-"
"211005";"211005";"32";"5";"2";"1481";"1260";"9";"5";"1246";"412";"43";"224";"144";"18";"5";"74";"36";"14";"129";"2";"145";"0";"-";"-"
"213001";"213001";"30";"5";"2";"2594";"2182";"13";"4";"2165";"512";"82";"489";"238";"35";"15";"135";"53";"32";"245";"5";"324";"0";"-";"-"
"213002";"213002";"30";"5";"2";"2083";"1770";"14";"3";"1753";"417";"87";"371";"231";"38";"19";"109";"50";"42";"215";"12";"162";"0";"-";"-"
"213004";"213004";"30";"5";"2";"3154";"2723";"11";"6";"2706";"662";"116";"538";"300";"35";"26";"165";"64";"167";"347";"12";"274";"0";"-";"-"
"213006";"213006";"30";"5";"2";"3944";"3286";"23";"9";"3254";"766";"169";"795";"411";"75";"29";"217";"66";"89";"319";"12";"306";"0";"-";"-"
"213007";"213007";"30";"5";"2";"992";"824";"4";"1";"819";"142";"31";"177";"106";"17";"9";"56";"21";"17";"155";"4";"84";"0";"-";"-"
"215001";"215001";"32";"5";"2";"4958";"4231";"28";"4";"4199";"977";"212";"894";"404";"62";"13";"311";"76";"86";"760";"11";"392";"1";"-";"-"
"215002";"215002";"32";"5";"2";"760";"664";"3";"1";"660";"143";"33";"136";"98";"8";"3";"47";"10";"19";"106";"0";"57";"0";"-";"-"
"215003";"215003";"32";"5";"2";"391";"338";"0";"0";"338";"53";"24";"54";"31";"3";"1";"22";"11";"5";"88";"1";"45";"0";"-";"-"
"215004";"215004";"32";"5";"2";"1980";"1742";"8";"2";"1732";"299";"101";"373";"197";"42";"10";"154";"27";"26";"331";"5";"167";"0";"-";"-"
"215005";"215005";"32";"5";"2";"1728";"1517";"11";"3";"1503";"303";"71";"355";"132";"26";"5";"115";"11";"4";"329";"0";"150";"2";"-";"-"
"215006";"215006";"32";"5";"2";"1809";"1577";"4";"1";"1572";"362";"107";"278";"200";"24";"4";"87";"40";"42";"233";"3";"192";"0";"-";"-"
"215007";"215007";"32";"5";"2";"1271";"1099";"2";"3";"1094";"245";"70";"225";"180";"38";"17";"49";"25";"17";"141";"9";"78";"0";"-";"-"
"217001";"217001";"29";"5";"2";"7358";"5889";"25";"6";"5858";"1924";"313";"1219";"1046";"137";"81";"214";"198";"60";"287";"38";"339";"2";"-";"-"
"217002";"217002";"29";"5";"2";"9723";"8184";"32";"23";"8129";"3648";"330";"1183";"1309";"121";"96";"282";"343";"76";"265";"31";"441";"4";"-";"-"
"217003";"217003";"29";"5";"2";"5093";"4169";"25";"9";"4135";"1528";"192";"853";"630";"49";"49";"159";"151";"35";"188";"12";"289";"0";"-";"-"
"217004";"217004";"29";"5";"2";"3568";"3038";"20";"4";"3014";"827";"203";"842";"398";"83";"13";"156";"53";"24";"208";"6";"199";"2";"-";"-"
"217005";"217005";"29";"5";"2";"3305";"2812";"19";"3";"2790";"666";"170";"780";"354";"64";"8";"200";"43";"18";"236";"5";"245";"1";"-";"-"
"217006";"217006";"29";"5";"2";"951";"831";"7";"0";"824";"204";"48";"192";"99";"13";"5";"51";"20";"15";"95";"6";"76";"0";"-";"-"
"217007";"217007";"29";"5";"2";"1029";"895";"3";"3";"889";"206";"44";"213";"86";"11";"3";"55";"17";"5";"156";"6";"87";"0";"-";"-"
"217008";"217008";"29";"5";"2";"622";"530";"3";"0";"527";"161";"21";"119";"58";"14";"1";"25";"18";"20";"36";"0";"54";"0";"-";"-"
"217009";"217009";"29";"5";"2";"3413";"2930";"10";"4";"2916";"765";"192";"861";"357";"51";"20";"181";"51";"40";"191";"15";"191";"1";"-";"-"
"217010";"217010";"29";"5";"2";"3286";"2819";"6";"2";"2811";"643";"219";"835";"356";"60";"19";"178";"37";"31";"219";"21";"192";"1";"-";"-"
"217011";"217011";"29";"5";"2";"4476";"3937";"26";"6";"3905";"910";"321";"1202";"490";"87";"31";"261";"61";"32";"285";"15";"210";"0";"-";"-"
"219001";"219001";"31";"5";"2";"4141";"3554";"31";"4";"3519";"900";"193";"871";"569";"44";"37";"203";"52";"77";"316";"16";"239";"2";"-";"-"
"219002";"219002";"31";"5";"2";"4701";"4141";"17";"4";"4120";"1069";"244";"984";"490";"62";"30";"325";"63";"159";"426";"14";"253";"1";"-";"-"
"219003";"219003";"31";"5";"2";"2122";"1833";"6";"4";"1823";"363";"134";"454";"263";"33";"20";"134";"24";"94";"183";"15";"106";"0";"-";"-"
"219004";"219004";"31";"5";"2";"497";"449";"1";"0";"448";"92";"27";"113";"60";"9";"1";"27";"4";"2";"82";"3";"28";"0";"-";"-"
"219005";"219005";"31";"5";"2";"1201";"1101";"7";"0";"1094";"224";"86";"240";"202";"15";"15";"68";"10";"18";"123";"20";"73";"0";"-";"-"
"219006";"219006";"31";"5";"2";"1643";"1471";"11";"3";"1457";"316";"95";"309";"176";"25";"4";"114";"25";"35";"209";"5";"144";"0";"-";"-"
"219007";"219007";"31";"5";"2";"432";"394";"4";"0";"390";"49";"28";"89";"32";"13";"1";"31";"8";"5";"89";"3";"42";"0";"-";"-"
"219008";"219008";"31";"5";"2";"1630";"1480";"3";"3";"1474";"306";"121";"383";"152";"15";"5";"137";"9";"59";"176";"4";"107";"0";"-";"-"
"219009";"219009";"31";"5";"2";"1192";"1035";"4";"3";"1028";"184";"91";"341";"113";"24";"10";"71";"9";"12";"110";"3";"60";"0";"-";"-"
"219010";"219010";"31";"5";"2";"804";"736";"2";"1";"733";"109";"69";"234";"96";"27";"7";"44";"7";"2";"84";"6";"48";"0";"-";"-"
"219011";"219011";"31";"5";"2";"3042";"2698";"14";"2";"2682";"693";"173";"609";"386";"33";"25";"189";"37";"120";"255";"13";"149";"0";"-";"-"
"219012";"219012";"31";"5";"2";"3862";"3234";"8";"5";"3221";"942";"168";"657";"562";"54";"20";"198";"84";"78";"233";"11";"212";"2";"-";"-"
"221001";"221001";"32";"5";"2";"6551";"5439";"32";"13";"5394";"1900";"215";"1005";"769";"87";"48";"257";"187";"67";"367";"17";"475";"0";"-";"-"
"223001";"223001";"30";"5";"2";"4269";"3734";"14";"6";"3714";"523";"258";"1673";"249";"64";"12";"238";"29";"27";"386";"6";"249";"0";"-";"-"
"223002";"223002";"30";"5";"2";"5094";"4558";"19";"10";"4529";"896";"407";"1720";"343";"77";"14";"336";"37";"22";"398";"7";"271";"1";"-";"-"
"223003";"223003";"30";"5";"2";"3270";"3007";"6";"4";"2997";"150";"228";"1505";"132";"39";"12";"218";"5";"20";"475";"8";"205";"0";"-";"-"
"223004";"223004";"30";"5";"2";"408";"358";"2";"2";"354";"33";"14";"142";"37";"10";"3";"26";"7";"1";"51";"2";"28";"0";"-";"-"
"223105";"223105";"30";"5";"2";"3651";"3347";"7";"4";"3336";"208";"214";"1695";"193";"40";"6";"248";"11";"36";"468";"10";"206";"1";"-";"-"
"223106";"223106";"30";"5";"2";"1040";"784";"0";"1";"783";"239";"45";"241";"81";"9";"1";"42";"11";"2";"44";"1";"67";"0";"-";"-"
"225001";"225001";"32";"5";"2";"1027";"901";"7";"1";"893";"281";"34";"128";"137";"11";"11";"57";"22";"2";"119";"5";"86";"0";"-";"-"
"225002";"225002";"32";"5";"2";"2879";"2539";"12";"6";"2521";"897";"118";"487";"412";"45";"16";"145";"38";"27";"182";"20";"134";"0";"-";"-"
"225003";"225003";"32";"5";"2";"672";"574";"2";"0";"572";"204";"18";"92";"89";"7";"10";"17";"26";"3";"38";"1";"67";"0";"-";"-"
"225104";"225104";"32";"5";"2";"314";"279";"2";"1";"276";"99";"18";"41";"53";"6";"2";"7";"11";"2";"25";"0";"12";"0";"-";"-"
"225105";"225105";"32";"5";"2";"929";"821";"1";"1";"819";"242";"27";"123";"151";"20";"7";"40";"36";"5";"95";"15";"57";"1";"-";"-"
"227003";"227003";"30";"5";"2";"833";"740";"3";"2";"735";"98";"30";"208";"78";"12";"1";"38";"5";"5";"162";"5";"93";"0";"-";"-"
"227004";"227004";"30";"5";"2";"2612";"2163";"12";"5";"2146";"480";"187";"509";"351";"51";"19";"135";"40";"19";"186";"11";"157";"1";"-";"-"
"227005";"227005";"30";"5";"2";"3396";"2887";"13";"5";"2869";"577";"245";"752";"427";"61";"18";"217";"45";"37";"267";"7";"216";"0";"-";"-"
"227006";"227006";"30";"5";"2";"3517";"3026";"11";"4";"3011";"640";"181";"897";"396";"49";"11";"205";"37";"18";"311";"7";"258";"1";"-";"-"
"227007";"227007";"30";"5";"2";"2386";"2056";"5";"3";"2048";"463";"152";"505";"351";"49";"20";"143";"37";"16";"143";"14";"154";"1";"-";"-"
"229001";"229001";"32";"5";"2";"2042";"1775";"14";"4";"1757";"485";"84";"424";"147";"21";"7";"104";"36";"23";"249";"7";"170";"0";"-";"-"
"229002";"229002";"32";"5";"2";"929";"817";"4";"1";"812";"198";"49";"136";"76";"8";"10";"47";"27";"5";"165";"5";"86";"0";"-";"-"
"229003";"229003";"32";"5";"2";"1345";"1168";"11";"1";"1156";"332";"57";"202";"171";"21";"17";"59";"31";"11";"144";"6";"105";"0";"-";"-"
"231001";"231001";"32";"5";"2";"1324";"1123";"9";"0";"1114";"258";"75";"246";"114";"17";"6";"74";"31";"4";"166";"4";"118";"1";"-";"-"
"231002";"231002";"32";"5";"2";"1273";"1107";"7";"4";"1096";"301";"55";"295";"90";"16";"5";"63";"22";"6";"145";"2";"95";"1";"-";"-"
"231003";"231003";"32";"5";"2";"837";"746";"5";"4";"737";"190";"32";"174";"80";"13";"6";"47";"14";"5";"96";"2";"77";"1";"-";"-"
"231004";"231004";"32";"5";"2";"351";"312";"4";"1";"307";"43";"19";"98";"22";"2";"3";"10";"1";"1";"74";"2";"32";"0";"-";"-"
"233001";"233001";"31";"5";"2";"2159";"1851";"19";"2";"1830";"468";"94";"386";"221";"30";"9";"155";"41";"10";"225";"6";"184";"1";"-";"-"
"233002";"233002";"31";"5";"2";"2628";"2314";"25";"5";"2284";"507";"129";"558";"208";"42";"15";"195";"38";"33";"299";"10";"250";"0";"-";"-"
"233003";"233003";"31";"5";"2";"813";"715";"7";"1";"707";"110";"32";"170";"83";"16";"3";"69";"18";"1";"120";"5";"80";"0";"-";"-"
"235001";"235001";"31";"5";"2";"2421";"2196";"11";"3";"2182";"445";"181";"528";"270";"47";"10";"199";"16";"16";"277";"7";"186";"0";"-";"-"
"235002";"235002";"31";"5";"2";"946";"866";"3";"2";"861";"166";"60";"202";"139";"20";"13";"69";"13";"6";"76";"8";"88";"1";"-";"-"
"235003";"235003";"31";"5";"2";"4262";"3804";"24";"10";"3770";"951";"255";"966";"444";"61";"21";"324";"62";"33";"339";"8";"306";"0";"-";"-"
"235004";"235004";"31";"5";"2";"438";"380";"0";"0";"380";"68";"24";"74";"63";"3";"4";"23";"9";"0";"70";"2";"40";"0";"-";"-"
"235005";"235005";"31";"5";"2";"1172";"1063";"11";"2";"1050";"229";"86";"238";"195";"23";"9";"65";"18";"5";"89";"2";"91";"0";"-";"-"
"237001";"237001";"31";"5";"2";"5634";"4960";"24";"4";"4932";"1230";"258";"1273";"628";"74";"48";"484";"90";"25";"423";"14";"384";"1";"-";"-"
"237002";"237002";"31";"5";"2";"3557";"3081";"17";"3";"3061";"920";"184";"685";"503";"29";"11";"219";"86";"20";"161";"4";"239";"0";"-";"-"
"251001";"251001";"35";"6";"2";"1988";"1744";"9";"3";"1732";"447";"139";"301";"165";"23";"18";"138";"42";"25";"294";"7";"133";"-";"-";"-"
"251002";"251002";"35";"6";"2";"1626";"1415";"10";"7";"1398";"382";"119";"246";"144";"22";"9";"119";"27";"13";"159";"5";"153";"-";"-";"-"
"251003";"251003";"35";"6";"2";"1071";"940";"8";"3";"929";"176";"62";"183";"121";"20";"7";"77";"21";"18";"137";"6";"101";"-";"-";"-"
"251004";"251004";"35";"6";"2";"1096";"971";"8";"0";"963";"275";"43";"194";"136";"14";"4";"71";"17";"7";"110";"5";"87";"-";"-";"-"
"253001";"253001";"34";"6";"2";"978";"844";"4";"1";"839";"220";"55";"177";"97";"13";"2";"35";"15";"7";"113";"2";"103";"-";"-";"-"
"253002";"253002";"34";"6";"2";"2750";"2461";"19";"5";"2437";"466";"164";"763";"191";"43";"5";"224";"27";"14";"259";"4";"277";"-";"-";"-"
"253003";"253003";"34";"6";"2";"2989";"2540";"14";"1";"2525";"706";"167";"579";"383";"33";"14";"180";"38";"7";"165";"4";"249";"-";"-";"-"
"253004";"253004";"34";"6";"2";"4002";"3570";"14";"7";"3549";"862";"251";"962";"345";"48";"11";"338";"47";"25";"314";"7";"339";"-";"-";"-"
"253005";"253005";"34";"6";"2";"3585";"3165";"11";"1";"3153";"693";"194";"850";"343";"52";"16";"260";"40";"74";"269";"5";"357";"-";"-";"-"
"253006";"253006";"34";"6";"2";"1917";"1671";"6";"4";"1661";"379";"128";"453";"164";"17";"7";"123";"23";"32";"163";"4";"168";"-";"-";"-"
"253007";"253007";"34";"6";"2";"3806";"3356";"29";"1";"3326";"949";"218";"760";"419";"30";"13";"230";"67";"41";"273";"11";"315";"-";"-";"-"
"253008";"253008";"34";"6";"2";"2272";"2021";"9";"6";"2006";"500";"150";"487";"241";"21";"6";"186";"27";"10";"164";"4";"210";"-";"-";"-"
"253009";"253009";"34";"6";"2";"3070";"2432";"9";"4";"2419";"830";"88";"446";"417";"37";"14";"104";"71";"17";"103";"9";"283";"-";"-";"-"
"253010";"253010";"34";"6";"2";"2909";"2315";"17";"6";"2292";"692";"131";"441";"439";"38";"26";"91";"61";"19";"115";"10";"229";"-";"-";"-"
"253011";"253011";"34";"6";"2";"4044";"3447";"15";"6";"3426";"735";"232";"918";"436";"55";"9";"239";"55";"23";"303";"12";"409";"-";"-";"-"
"255001";"255001";"33";"6";"2";"1839";"1654";"13";"5";"1636";"448";"112";"292";"260";"21";"17";"76";"19";"15";"253";"10";"113";"-";"-";"-"
"255002";"255002";"33";"6";"2";"416";"386";"1";"0";"385";"64";"25";"114";"30";"6";"3";"14";"5";"2";"69";"2";"51";"-";"-";"-"
"255003";"255003";"33";"6";"2";"4985";"4461";"26";"10";"4425";"983";"397";"1173";"486";"46";"26";"321";"101";"17";"423";"8";"444";"-";"-";"-"
"255004";"255004";"33";"6";"2";"1829";"1601";"15";"0";"1586";"490";"109";"358";"156";"11";"4";"127";"30";"6";"157";"4";"134";"-";"-";"-"
"257001";"257001";"35";"6";"2";"2779";"2463";"21";"6";"2436";"674";"181";"446";"452";"39";"15";"98";"39";"33";"292";"33";"134";"-";"-";"-"
"257002";"257002";"35";"6";"2";"346";"294";"7";"0";"287";"87";"26";"41";"42";"5";"3";"20";"9";"12";"22";"2";"18";"-";"-";"-"
"257003";"257003";"35";"6";"2";"1977";"1770";"11";"0";"1759";"556";"123";"329";"232";"22";"12";"90";"44";"11";"181";"12";"147";"-";"-";"-"
"259001";"259001";"34";"6";"2";"3048";"2625";"12";"6";"2607";"857";"152";"614";"335";"41";"27";"105";"53";"24";"159";"16";"224";"-";"-";"-"
"259002";"259002";"34";"6";"2";"4268";"3660";"14";"11";"3635";"1412";"174";"603";"635";"46";"46";"143";"91";"26";"199";"8";"252";"-";"-";"-"
"259003";"259003";"34";"6";"2";"575";"523";"2";"0";"521";"134";"32";"120";"60";"11";"2";"32";"11";"4";"61";"3";"51";"-";"-";"-"
"259004";"259004";"34";"6";"2";"1354";"1180";"6";"1";"1173";"342";"71";"252";"108";"20";"3";"69";"20";"12";"159";"2";"115";"-";"-";"-"
"259005";"259005";"34";"6";"2";"2848";"2425";"16";"3";"2406";"899";"95";"327";"449";"34";"35";"101";"80";"20";"109";"14";"243";"-";"-";"-"
"259006";"259006";"34";"6";"2";"2851";"2495";"8";"5";"2482";"825";"132";"483";"344";"30";"19";"150";"55";"13";"179";"0";"252";"-";"-";"-"
"259007";"259007";"34";"6";"2";"4409";"3761";"20";"4";"3737";"1224";"185";"607";"705";"70";"60";"175";"88";"24";"256";"30";"313";"-";"-";"-"
"259008";"259008";"34";"6";"2";"967";"839";"5";"1";"833";"202";"41";"163";"108";"17";"14";"47";"16";"5";"109";"4";"107";"-";"-";"-"
"259009";"259009";"34";"6";"2";"2908";"2552";"14";"9";"2529";"843";"135";"494";"394";"26";"25";"157";"63";"11";"151";"8";"222";"-";"-";"-"
"259010";"259010";"34";"6";"2";"4016";"3522";"30";"11";"3481";"1188";"191";"791";"470";"45";"47";"162";"81";"40";"229";"17";"220";"-";"-";"-"
"261001";"261001";"35";"6";"2";"1528";"1376";"13";"2";"1361";"350";"139";"311";"150";"24";"3";"74";"23";"13";"191";"7";"76";"-";"-";"-"
"261002";"261002";"35";"6";"2";"390";"362";"2";"0";"360";"84";"32";"56";"54";"4";"0";"23";"4";"1";"84";"3";"15";"-";"-";"-"
"261003";"261003";"35";"6";"2";"1445";"1315";"8";"0";"1307";"252";"146";"230";"209";"27";"12";"65";"20";"10";"244";"18";"74";"-";"-";"-"
