"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2011 - Personlige stemmer i alt";"FV2011 - A - personlige stemmer i alt";"FV2011 - B - personlige stemmer i alt";"FV2011 - C - personlige stemmer i alt";"FV2011 - F - personlige stemmer i alt";"FV2011 - I - personlige stemmer i alt";"FV2011 - K - personlige stemmer i alt";"FV2011 - O - personlige stemmer i alt";"FV2011 - V - personlige stemmer i alt";"FV2011 - Ø - personlige stemmer i alt";"FV2011 - UP - personlige stemmer i alt";"FV2011 - A-01";"FV2011 - A-02";"FV2011 - A-03";"FV2011 - A-04";"FV2011 - A-05";"FV2011 - A-06";"FV2011 - A-07";"FV2011 - A-08";"FV2011 - A-09";"FV2011 - A-10";"FV2011 - A-11";"FV2011 - A-12";"FV2011 - A-13";"FV2011 - B-01";"FV2011 - B-02";"FV2011 - B-03";"FV2011 - B-04";"FV2011 - B-05";"FV2011 - B-06";"FV2011 - B-07";"FV2011 - B-08";"FV2011 - B-09";"FV2011 - B-10";"FV2011 - B-11";"FV2011 - B-12";"FV2011 - C-01";"FV2011 - C-02";"FV2011 - C-03";"FV2011 - C-04";"FV2011 - C-05";"FV2011 - C-06";"FV2011 - C-07";"FV2011 - C-08";"FV2011 - C-09";"FV2011 - C-10";"FV2011 - C-11";"FV2011 - C-12";"FV2011 - C-13";"FV2011 - F-01";"FV2011 - F-02";"FV2011 - F-03";"FV2011 - F-04";"FV2011 - F-05";"FV2011 - F-06";"FV2011 - F-07";"FV2011 - F-08";"FV2011 - F-09";"FV2011 - F-10";"FV2011 - F-11";"FV2011 - F-12";"FV2011 - F-13";"FV2011 - I-01";"FV2011 - I-02";"FV2011 - I-03";"FV2011 - I-04";"FV2011 - I-05";"FV2011 - I-06";"FV2011 - I-07";"FV2011 - I-08";"FV2011 - I-09";"FV2011 - I-10";"FV2011 - I-11";"FV2011 - I-12";"FV2011 - K-01";"FV2011 - K-02";"FV2011 - K-03";"FV2011 - K-04";"FV2011 - K-05";"FV2011 - K-06";"FV2011 - K-07";"FV2011 - K-08";"FV2011 - K-09";"FV2011 - K-10";"FV2011 - K-11";"FV2011 - K-12";"FV2011 - K-13";"FV2011 - O-01";"FV2011 - O-02";"FV2011 - O-03";"FV2011 - O-04";"FV2011 - O-05";"FV2011 - O-06";"FV2011 - O-07";"FV2011 - O-08";"FV2011 - O-09";"FV2011 - O-10";"FV2011 - O-11";"FV2011 - O-12";"FV2011 - O-13";"FV2011 - V-01";"FV2011 - V-02";"FV2011 - V-03";"FV2011 - V-04";"FV2011 - V-05";"FV2011 - V-06";"FV2011 - V-07";"FV2011 - V-08";"FV2011 - V-09";"FV2011 - V-10";"FV2011 - V-11";"FV2011 - V-12";"FV2011 - V-13";"FV2011 - Ø-01";"FV2011 - Ø-02";"FV2011 - Ø-03";"FV2011 - Ø-04";"FV2011 - Ø-05";"FV2011 - Ø-06";"FV2011 - Ø-07";"FV2011 - Ø-08";"FV2011 - Ø-09";"FV2011 - Ø-10";"FV2011 - Ø-11";"FV2011 - Ø-12";"FV2011 - UP-01";"FV2011 - UP-02";"FV2011 - UP-03";"FV2011 - UP-04";"FV2011 - UP-05";"FV2011 - UP-06"
"760031";"760031";"83";"9";"3";"307";"26";"8";"8";"16";"22";"30";"51";"146";"0";"0";"0";"0";"0";"0";"5";"1";"1";"1";"16";"0";"2";"-";"-";"1";"0";"2";"0";"3";"2";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"3";"0";"0";"5";"-";"-";"-";"-";"1";"0";"2";"0";"0";"0";"0";"0";"0";"1";"12";"-";"-";"1";"1";"5";"6";"0";"1";"8";"0";"-";"-";"-";"-";"21";"0";"0";"0";"0";"0";"0";"9";"0";"0";"0";"0";"-";"1";"1";"13";"36";"0";"0";"0";"0";"0";"0";"0";"-";"-";"3";"1";"14";"19";"0";"0";"89";"2";"0";"5";"13";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"0";"0";"-";"-";"-";"-"
"760032";"760032";"83";"9";"3";"296";"47";"3";"12";"30";"4";"12";"43";"141";"3";"1";"0";"1";"0";"0";"8";"0";"1";"1";"35";"1";"0";"-";"-";"1";"0";"0";"0";"0";"2";"-";"-";"-";"-";"-";"-";"0";"1";"2";"0";"0";"5";"0";"0";"4";"-";"-";"-";"-";"2";"1";"3";"0";"0";"0";"0";"0";"0";"10";"14";"-";"-";"0";"0";"0";"2";"0";"0";"1";"1";"-";"-";"-";"-";"9";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"-";"1";"1";"9";"30";"0";"2";"0";"0";"0";"0";"0";"-";"-";"1";"0";"7";"16";"1";"0";"105";"1";"0";"2";"8";"-";"-";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"-";"1";"0";"-";"-";"-";"-"
"760033";"760033";"83";"9";"3";"811";"118";"29";"34";"30";"29";"98";"107";"361";"5";"0";"0";"0";"0";"1";"19";"0";"2";"1";"95";"0";"0";"-";"-";"2";"5";"1";"1";"15";"5";"-";"-";"-";"-";"-";"-";"1";"0";"3";"0";"0";"7";"0";"0";"23";"-";"-";"-";"-";"0";"1";"8";"0";"2";"0";"0";"0";"0";"8";"11";"-";"-";"0";"0";"1";"18";"0";"0";"9";"1";"-";"-";"-";"-";"78";"0";"0";"0";"0";"0";"0";"17";"0";"2";"1";"0";"-";"0";"2";"24";"78";"0";"3";"0";"0";"0";"0";"0";"-";"-";"2";"0";"13";"92";"0";"1";"204";"3";"0";"16";"30";"-";"-";"1";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"-";"0";"0";"-";"-";"-";"-"
"760034";"760034";"83";"9";"3";"291";"36";"8";"3";"9";"4";"10";"36";"182";"3";"0";"2";"3";"0";"0";"12";"0";"0";"1";"18";"0";"0";"-";"-";"0";"3";"1";"0";"1";"3";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"2";"0";"0";"1";"-";"-";"-";"-";"0";"0";"4";"0";"1";"0";"0";"0";"0";"1";"3";"-";"-";"0";"0";"0";"1";"0";"0";"3";"0";"-";"-";"-";"-";"5";"0";"0";"0";"0";"1";"0";"4";"0";"0";"0";"0";"-";"1";"1";"12";"19";"0";"1";"0";"0";"1";"0";"1";"-";"-";"2";"0";"18";"36";"0";"0";"103";"3";"0";"6";"14";"-";"-";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"-";"0";"0";"-";"-";"-";"-"
"760035";"760035";"83";"9";"3";"1002";"94";"23";"24";"55";"48";"57";"117";"577";"5";"2";"1";"0";"1";"0";"10";"0";"3";"0";"79";"0";"0";"-";"-";"3";"0";"1";"0";"15";"4";"-";"-";"-";"-";"-";"-";"0";"0";"3";"0";"0";"3";"0";"2";"16";"-";"-";"-";"-";"1";"0";"6";"0";"1";"0";"0";"0";"0";"13";"34";"-";"-";"0";"0";"1";"25";"0";"2";"20";"0";"-";"-";"-";"-";"39";"0";"1";"0";"1";"2";"0";"13";"0";"0";"1";"0";"-";"0";"1";"31";"69";"1";"6";"0";"2";"5";"0";"2";"-";"-";"14";"0";"0";"53";"0";"1";"434";"4";"0";"15";"56";"-";"-";"2";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"-";"2";"0";"-";"-";"-";"-"
"760036";"760036";"83";"9";"3";"239";"29";"4";"5";"17";"19";"9";"22";"134";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"26";"0";"0";"-";"-";"2";"0";"0";"0";"2";"0";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"1";"0";"0";"4";"-";"-";"-";"-";"1";"1";"3";"0";"0";"0";"1";"0";"0";"4";"7";"-";"-";"0";"0";"0";"10";"0";"0";"8";"1";"-";"-";"-";"-";"4";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"-";"1";"2";"1";"15";"0";"1";"0";"0";"1";"0";"1";"-";"-";"9";"3";"1";"15";"1";"0";"93";"0";"0";"3";"9";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"0";"0";"-";"-";"-";"-"
"766001";"766001";"72";"8";"3";"2227";"584";"74";"55";"50";"56";"19";"200";"1168";"21";"0";"2";"8";"4";"424";"1";"0";"92";"0";"5";"0";"48";"-";"-";"4";"10";"1";"4";"0";"11";"0";"0";"18";"1";"25";"-";"0";"34";"9";"0";"3";"1";"1";"0";"7";"-";"-";"-";"-";"6";"1";"1";"2";"3";"3";"0";"0";"4";"30";"0";"-";"-";"7";"12";"2";"1";"1";"1";"3";"1";"4";"24";"-";"-";"1";"0";"0";"2";"0";"1";"15";"0";"0";"0";"0";"0";"-";"2";"2";"4";"5";"3";"2";"43";"2";"135";"1";"1";"-";"-";"16";"2";"182";"2";"2";"0";"12";"899";"1";"1";"51";"-";"-";"5";"0";"2";"4";"1";"0";"1";"1";"0";"0";"7";"-";"0";"0";"-";"-";"-";"-"
"766002";"766002";"72";"8";"3";"1221";"539";"23";"24";"32";"16";"22";"127";"426";"12";"0";"2";"8";"1";"432";"2";"2";"62";"0";"4";"2";"24";"-";"-";"1";"4";"0";"0";"0";"6";"0";"0";"7";"1";"4";"-";"2";"11";"1";"0";"2";"3";"0";"0";"5";"-";"-";"-";"-";"4";"2";"0";"3";"2";"1";"2";"0";"3";"15";"0";"-";"-";"4";"5";"0";"0";"0";"0";"0";"1";"0";"6";"-";"-";"0";"1";"0";"0";"0";"0";"17";"1";"2";"1";"0";"0";"-";"9";"3";"1";"5";"3";"4";"37";"1";"59";"3";"2";"-";"-";"5";"2";"47";"3";"1";"0";"7";"336";"0";"5";"20";"-";"-";"2";"0";"1";"2";"0";"0";"1";"4";"0";"0";"2";"-";"0";"0";"-";"-";"-";"-"
"766003";"766003";"72";"8";"3";"666";"167";"12";"13";"10";"12";"38";"68";"339";"7";"0";"0";"3";"1";"136";"1";"0";"17";"0";"2";"0";"7";"-";"-";"1";"0";"0";"0";"1";"4";"0";"0";"2";"0";"4";"-";"0";"6";"3";"0";"0";"0";"1";"0";"3";"-";"-";"-";"-";"1";"0";"0";"2";"1";"0";"0";"0";"1";"5";"0";"-";"-";"3";"1";"0";"0";"0";"0";"0";"0";"0";"8";"-";"-";"0";"2";"1";"3";"0";"0";"28";"1";"1";"1";"1";"0";"-";"4";"1";"1";"1";"2";"4";"15";"0";"38";"2";"0";"-";"-";"7";"1";"44";"2";"0";"0";"4";"267";"0";"0";"14";"-";"-";"3";"0";"1";"1";"0";"0";"0";"0";"0";"1";"1";"-";"0";"0";"-";"-";"-";"-"
"766004";"766004";"72";"8";"3";"454";"115";"20";"7";"14";"24";"5";"35";"228";"6";"0";"1";"3";"1";"78";"0";"3";"17";"1";"1";"0";"10";"-";"-";"1";"3";"1";"0";"0";"2";"0";"1";"4";"1";"7";"-";"0";"7";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"3";"0";"1";"0";"0";"1";"1";"0";"1";"7";"0";"-";"-";"5";"6";"1";"0";"0";"0";"0";"1";"1";"10";"-";"-";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"1";"0";"-";"5";"3";"0";"0";"3";"0";"12";"0";"11";"0";"1";"-";"-";"5";"0";"40";"0";"1";"0";"3";"173";"0";"0";"6";"-";"-";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"4";"-";"0";"0";"-";"-";"-";"-"
"766005";"766005";"72";"8";"3";"194";"31";"11";"5";"2";"5";"14";"33";"90";"3";"0";"0";"1";"0";"21";"1";"0";"6";"0";"0";"0";"2";"-";"-";"0";"0";"0";"1";"0";"4";"0";"0";"1";"0";"5";"-";"0";"1";"0";"0";"1";"2";"0";"0";"1";"-";"-";"-";"-";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"-";"-";"1";"1";"0";"1";"0";"0";"0";"0";"0";"2";"-";"-";"0";"0";"0";"3";"0";"0";"10";"0";"0";"1";"0";"0";"-";"1";"0";"0";"0";"1";"0";"7";"0";"23";"0";"1";"-";"-";"0";"0";"16";"0";"0";"0";"0";"63";"0";"0";"11";"-";"-";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"-";"0";"0";"-";"-";"-";"-"
"766006";"766006";"72";"8";"3";"414";"132";"12";"4";"12";"9";"2";"51";"179";"13";"0";"1";"5";"0";"82";"0";"2";"31";"0";"0";"0";"11";"-";"-";"0";"1";"0";"0";"0";"5";"0";"0";"4";"0";"2";"-";"0";"0";"1";"0";"1";"2";"0";"0";"0";"-";"-";"-";"-";"1";"0";"0";"0";"3";"0";"0";"0";"2";"6";"0";"-";"-";"4";"1";"0";"0";"0";"0";"0";"0";"0";"4";"-";"-";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"-";"5";"4";"0";"0";"2";"0";"10";"0";"30";"0";"0";"-";"-";"6";"2";"32";"0";"1";"0";"2";"126";"0";"0";"10";"-";"-";"6";"0";"2";"1";"0";"0";"2";"1";"0";"0";"1";"-";"0";"0";"-";"-";"-";"-"
"766007";"766007";"72";"8";"3";"1299";"295";"40";"38";"41";"40";"4";"152";"670";"19";"0";"0";"10";"3";"127";"0";"4";"112";"0";"4";"1";"34";"-";"-";"4";"1";"1";"1";"0";"8";"1";"1";"11";"3";"9";"-";"0";"7";"1";"1";"1";"6";"0";"0";"22";"-";"-";"-";"-";"6";"1";"0";"3";"3";"0";"1";"1";"7";"19";"0";"-";"-";"3";"18";"0";"2";"0";"0";"0";"0";"2";"15";"-";"-";"0";"1";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"-";"7";"8";"4";"3";"3";"1";"36";"0";"87";"3";"0";"-";"-";"16";"3";"114";"1";"1";"0";"10";"497";"0";"1";"27";"-";"-";"5";"0";"4";"2";"2";"0";"0";"0";"0";"0";"6";"-";"0";"0";"-";"-";"-";"-"
"766008";"766008";"72";"8";"3";"227";"40";"2";"5";"9";"10";"2";"23";"134";"2";"0";"0";"2";"1";"19";"0";"0";"12";"0";"2";"0";"4";"-";"-";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"-";"0";"2";"0";"0";"0";"1";"0";"0";"2";"-";"-";"-";"-";"2";"0";"0";"1";"1";"0";"0";"0";"1";"4";"0";"-";"-";"2";"6";"0";"0";"0";"1";"0";"0";"1";"0";"-";"-";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"-";"2";"0";"0";"0";"0";"0";"7";"0";"14";"0";"0";"-";"-";"1";"2";"22";"0";"0";"0";"4";"96";"0";"0";"9";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"-";"0";"0";"-";"-";"-";"-"
"766010";"766010";"72";"8";"3";"523";"124";"8";"10";"24";"15";"2";"74";"253";"13";"0";"2";"7";"1";"51";"1";"4";"41";"0";"3";"0";"14";"-";"-";"0";"1";"0";"0";"0";"1";"0";"2";"0";"0";"4";"-";"0";"0";"1";"0";"0";"4";"0";"0";"5";"-";"-";"-";"-";"3";"2";"0";"4";"1";"1";"0";"1";"2";"10";"0";"-";"-";"2";"3";"0";"2";"1";"0";"0";"0";"2";"5";"-";"-";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"-";"1";"2";"6";"1";"1";"0";"34";"0";"27";"1";"1";"-";"-";"7";"2";"22";"0";"0";"0";"2";"208";"1";"0";"11";"-";"-";"5";"1";"0";"1";"0";"0";"1";"2";"0";"0";"3";"-";"0";"0";"-";"-";"-";"-"
"766011";"766011";"72";"8";"3";"429";"109";"17";"15";"29";"9";"0";"48";"190";"12";"0";"0";"2";"1";"24";"0";"2";"63";"0";"4";"1";"12";"-";"-";"0";"2";"0";"1";"0";"2";"0";"1";"6";"0";"5";"-";"0";"8";"1";"0";"1";"3";"0";"0";"2";"-";"-";"-";"-";"1";"0";"0";"4";"1";"0";"1";"0";"5";"17";"0";"-";"-";"0";"6";"0";"0";"0";"0";"1";"0";"0";"2";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"1";"0";"1";"2";"0";"0";"13";"1";"27";"1";"2";"-";"-";"6";"2";"35";"0";"1";"0";"7";"129";"0";"1";"9";"-";"-";"4";"2";"0";"2";"0";"0";"1";"1";"0";"0";"2";"-";"0";"0";"-";"-";"-";"-"
"766012";"766012";"72";"8";"3";"597";"135";"18";"27";"34";"14";"1";"69";"294";"5";"0";"1";"4";"2";"65";"1";"0";"51";"0";"1";"0";"10";"-";"-";"0";"3";"0";"0";"0";"8";"0";"1";"3";"0";"3";"-";"0";"4";"1";"0";"0";"4";"1";"0";"17";"-";"-";"-";"-";"1";"0";"0";"1";"0";"0";"0";"0";"7";"25";"0";"-";"-";"0";"6";"0";"0";"1";"1";"0";"0";"2";"4";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"-";"0";"3";"1";"0";"1";"1";"21";"1";"39";"1";"1";"-";"-";"12";"0";"40";"0";"0";"0";"7";"224";"0";"0";"11";"-";"-";"2";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"-";"0";"0";"-";"-";"-";"-"
"766013";"766013";"72";"8";"3";"514";"93";"18";"15";"37";"16";"4";"56";"265";"10";"0";"0";"0";"0";"56";"0";"1";"31";"0";"1";"2";"2";"-";"-";"2";"3";"1";"2";"0";"4";"0";"1";"1";"0";"4";"-";"1";"4";"1";"0";"2";"3";"0";"0";"4";"-";"-";"-";"-";"1";"0";"0";"3";"4";"2";"2";"0";"6";"18";"1";"-";"-";"1";"6";"0";"0";"0";"0";"0";"0";"1";"8";"-";"-";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"-";"4";"1";"0";"0";"1";"1";"18";"0";"31";"0";"0";"-";"-";"3";"4";"44";"0";"0";"0";"2";"202";"0";"0";"10";"-";"-";"3";"1";"2";"1";"0";"0";"1";"0";"0";"0";"2";"-";"0";"0";"-";"-";"-";"-"
"766014";"766014";"72";"8";"3";"461";"103";"14";"12";"28";"17";"0";"78";"192";"17";"0";"0";"1";"0";"50";"0";"0";"39";"0";"0";"2";"11";"-";"-";"0";"2";"0";"0";"0";"6";"0";"0";"3";"0";"3";"-";"0";"4";"0";"0";"0";"1";"3";"0";"4";"-";"-";"-";"-";"3";"0";"1";"3";"1";"0";"0";"0";"7";"12";"1";"-";"-";"0";"5";"0";"0";"2";"0";"0";"0";"3";"7";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"9";"4";"0";"0";"3";"0";"19";"1";"37";"3";"2";"-";"-";"11";"1";"30";"1";"0";"1";"2";"132";"0";"0";"14";"-";"-";"4";"0";"2";"2";"0";"0";"4";"1";"1";"0";"3";"-";"0";"0";"-";"-";"-";"-"
"766015";"766015";"72";"8";"3";"746";"163";"30";"16";"39";"38";"2";"74";"371";"11";"2";"0";"8";"0";"57";"0";"1";"63";"1";"3";"3";"27";"-";"-";"1";"7";"0";"3";"1";"8";"0";"2";"2";"1";"5";"-";"0";"5";"0";"0";"0";"9";"0";"0";"2";"-";"-";"-";"-";"12";"1";"0";"8";"0";"2";"0";"0";"8";"8";"0";"-";"-";"2";"20";"0";"0";"2";"0";"1";"0";"3";"10";"-";"-";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"-";"3";"0";"1";"0";"0";"0";"16";"0";"52";"2";"0";"-";"-";"9";"3";"84";"1";"1";"0";"5";"236";"0";"3";"29";"-";"-";"8";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"-";"0";"2";"-";"-";"-";"-"
"766016";"766016";"72";"8";"3";"36";"4";"2";"2";"6";"1";"0";"2";"17";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"-";"-";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"0";"1";"0";"0";"0";"1";"0";"0";"0";"-";"-";"-";"-";"0";"0";"0";"3";"0";"0";"0";"0";"1";"2";"0";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"-";"-";"0";"0";"6";"0";"0";"0";"0";"11";"0";"0";"0";"-";"-";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"-";"0";"0";"-";"-";"-";"-"
"766017";"766017";"72";"8";"3";"452";"109";"14";"7";"16";"6";"2";"91";"201";"6";"0";"3";"5";"1";"55";"0";"0";"26";"0";"1";"1";"17";"-";"-";"1";"2";"0";"0";"0";"7";"0";"0";"2";"0";"2";"-";"0";"5";"0";"0";"0";"2";"0";"0";"0";"-";"-";"-";"-";"1";"0";"1";"0";"3";"1";"0";"0";"2";"8";"0";"-";"-";"1";"1";"0";"0";"0";"0";"0";"0";"0";"4";"-";"-";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"-";"1";"0";"0";"0";"0";"0";"7";"0";"82";"0";"1";"-";"-";"7";"0";"24";"0";"0";"1";"6";"154";"0";"0";"9";"-";"-";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0";"3";"-";"0";"0";"-";"-";"-";"-"
"766018";"766018";"72";"8";"3";"189";"31";"8";"4";"4";"7";"1";"33";"96";"5";"0";"0";"0";"0";"9";"1";"0";"15";"0";"1";"2";"3";"-";"-";"0";"1";"0";"1";"0";"3";"0";"0";"2";"0";"1";"-";"0";"4";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"1";"0";"1";"0";"0";"0";"0";"2";"0";"-";"-";"1";"2";"0";"1";"0";"0";"0";"0";"1";"2";"-";"-";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"-";"2";"1";"0";"1";"0";"0";"4";"1";"22";"2";"0";"-";"-";"0";"0";"20";"0";"0";"0";"2";"63";"0";"0";"11";"-";"-";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2";"-";"0";"0";"-";"-";"-";"-"
"766019";"766019";"72";"8";"3";"252";"37";"2";"9";"13";"10";"0";"50";"128";"3";"0";"0";"2";"0";"11";"0";"0";"19";"0";"2";"0";"3";"-";"-";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"-";"1";"3";"0";"0";"0";"2";"1";"0";"2";"-";"-";"-";"-";"2";"0";"0";"3";"0";"0";"0";"0";"2";"6";"0";"-";"-";"0";"4";"0";"0";"0";"0";"0";"0";"1";"5";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"2";"2";"0";"0";"2";"0";"6";"0";"37";"1";"0";"-";"-";"0";"0";"30";"0";"1";"0";"1";"80";"0";"0";"16";"-";"-";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"-";"0";"0";"-";"-";"-";"-"
"766020";"766020";"72";"8";"3";"588";"116";"7";"8";"18";"9";"15";"66";"341";"8";"0";"0";"3";"1";"75";"0";"0";"26";"1";"2";"1";"7";"-";"-";"0";"2";"1";"0";"0";"1";"0";"0";"2";"0";"1";"-";"0";"4";"2";"0";"0";"2";"0";"0";"0";"-";"-";"-";"-";"7";"0";"1";"3";"0";"0";"0";"1";"0";"6";"0";"-";"-";"0";"2";"0";"0";"2";"0";"0";"0";"0";"5";"-";"-";"0";"0";"3";"1";"0";"0";"9";"1";"0";"1";"0";"0";"-";"1";"1";"2";"1";"2";"1";"6";"0";"50";"2";"0";"-";"-";"3";"2";"25";"1";"1";"0";"2";"296";"0";"0";"11";"-";"-";"3";"0";"0";"2";"0";"0";"1";"0";"0";"0";"2";"-";"0";"0";"-";"-";"-";"-"
"766021";"766021";"72";"8";"3";"859";"145";"34";"19";"30";"21";"13";"207";"380";"10";"0";"2";"6";"1";"85";"1";"1";"36";"0";"1";"0";"12";"-";"-";"0";"4";"0";"2";"0";"2";"0";"1";"15";"0";"10";"-";"1";"5";"3";"1";"1";"0";"0";"0";"8";"-";"-";"-";"-";"7";"1";"2";"4";"0";"0";"1";"1";"1";"12";"1";"-";"-";"2";"0";"1";"0";"0";"1";"0";"1";"3";"13";"-";"-";"0";"1";"1";"0";"0";"0";"10";"0";"0";"1";"0";"0";"-";"2";"2";"0";"1";"2";"1";"6";"0";"192";"0";"1";"-";"-";"8";"5";"56";"0";"2";"2";"6";"295";"0";"0";"6";"-";"-";"1";"0";"2";"1";"0";"0";"1";"1";"0";"0";"4";"-";"0";"0";"-";"-";"-";"-"
"766022";"766022";"72";"8";"3";"519";"115";"15";"9";"17";"9";"4";"76";"266";"7";"1";"0";"0";"1";"72";"0";"0";"29";"0";"3";"1";"9";"-";"-";"1";"1";"0";"0";"0";"8";"0";"0";"1";"0";"4";"-";"0";"4";"0";"0";"1";"0";"0";"0";"4";"-";"-";"-";"-";"2";"0";"0";"3";"0";"0";"1";"0";"2";"9";"0";"-";"-";"1";"2";"0";"0";"0";"1";"0";"0";"0";"5";"-";"-";"0";"0";"1";"0";"0";"0";"3";"0";"0";"0";"0";"0";"-";"1";"2";"1";"1";"1";"0";"5";"0";"65";"0";"0";"-";"-";"6";"4";"21";"0";"0";"0";"3";"223";"0";"1";"8";"-";"-";"2";"0";"0";"2";"0";"0";"0";"2";"0";"0";"1";"-";"1";"0";"-";"-";"-";"-"
"766023";"766023";"72";"8";"3";"257";"49";"7";"4";"17";"5";"0";"53";"119";"3";"0";"2";"0";"0";"26";"0";"2";"14";"1";"1";"0";"3";"-";"-";"0";"1";"0";"1";"0";"1";"0";"1";"0";"0";"3";"-";"0";"1";"0";"0";"1";"1";"0";"0";"1";"-";"-";"-";"-";"3";"1";"0";"0";"2";"0";"1";"1";"1";"8";"0";"-";"-";"1";"1";"0";"0";"1";"0";"0";"1";"1";"0";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"0";"0";"1";"2";"0";"0";"6";"0";"44";"0";"0";"-";"-";"3";"2";"17";"0";"1";"2";"3";"85";"0";"0";"6";"-";"-";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"2";"-";"0";"0";"-";"-";"-";"-"
"766024";"766024";"72";"8";"3";"321";"68";"5";"6";"13";"6";"1";"59";"159";"4";"0";"0";"4";"0";"39";"0";"0";"16";"0";"0";"0";"9";"-";"-";"0";"1";"0";"0";"0";"2";"0";"0";"2";"0";"0";"-";"0";"3";"0";"0";"0";"1";"1";"0";"1";"-";"-";"-";"-";"1";"1";"0";"3";"1";"0";"0";"2";"1";"4";"0";"-";"-";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1";"-";"-";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"-";"1";"0";"1";"0";"1";"0";"4";"0";"52";"0";"0";"-";"-";"2";"3";"18";"0";"0";"0";"0";"130";"0";"0";"6";"-";"-";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"-";"0";"0";"-";"-";"-";"-"
"766025";"766025";"72";"8";"3";"119";"17";"6";"6";"2";"2";"0";"24";"60";"2";"0";"0";"0";"0";"8";"0";"0";"5";"0";"1";"0";"3";"-";"-";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"3";"-";"0";"2";"1";"0";"0";"0";"0";"0";"3";"-";"-";"-";"-";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"-";"-";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"0";"0";"0";"0";"0";"0";"1";"0";"23";"0";"0";"-";"-";"4";"0";"8";"0";"0";"0";"2";"43";"0";"0";"3";"-";"-";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"-";"0";"0";"-";"-";"-";"-"
