"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2001 - Personlige stemmer i alt";"FV2001 - A - personlige stemmer i alt";"FV2001 - B - personlige stemmer i alt";"FV2001 - C - personlige stemmer i alt";"FV2001 - D - personlige stemmer i alt";"FV2001 - F - personlige stemmer i alt";"FV2001 - O - personlige stemmer i alt";"FV2001 - Q - personlige stemmer i alt";"FV2001 - V - personlige stemmer i alt";"FV2001 - Z - personlige stemmer i alt";"FV2001 - Ø - personlige stemmer i alt";"FV2001 - UP - personlige stemmer i alt";"FV2001 - A-01";"FV2001 - A-02";"FV2001 - A-03";"FV2001 - A-04";"FV2001 - A-05";"FV2001 - A-06";"FV2001 - A-07";"FV2001 - A-08";"FV2001 - A-09";"FV2001 - A-10";"FV2001 - B-01";"FV2001 - B-02";"FV2001 - B-03";"FV2001 - B-04";"FV2001 - B-05";"FV2001 - B-06";"FV2001 - B-07";"FV2001 - B-08";"FV2001 - B-09";"FV2001 - C-01";"FV2001 - C-02";"FV2001 - C-03";"FV2001 - C-04";"FV2001 - C-05";"FV2001 - C-06";"FV2001 - C-07";"FV2001 - C-08";"FV2001 - C-09";"FV2001 - C-10";"FV2001 - D-01";"FV2001 - D-02";"FV2001 - D-03";"FV2001 - D-04";"FV2001 - D-05";"FV2001 - D-06";"FV2001 - D-07";"FV2001 - D-08";"FV2001 - D-09";"FV2001 - F-01";"FV2001 - F-02";"FV2001 - F-03";"FV2001 - F-04";"FV2001 - F-05";"FV2001 - F-06";"FV2001 - F-07";"FV2001 - F-08";"FV2001 - F-09";"FV2001 - F-10";"FV2001 - O-01";"FV2001 - O-02";"FV2001 - O-03";"FV2001 - O-04";"FV2001 - O-05";"FV2001 - O-06";"FV2001 - O-07";"FV2001 - O-08";"FV2001 - O-09";"FV2001 - O-10";"FV2001 - Q-01";"FV2001 - Q-02";"FV2001 - Q-03";"FV2001 - Q-04";"FV2001 - Q-05";"FV2001 - Q-06";"FV2001 - Q-07";"FV2001 - Q-08";"FV2001 - Q-09";"FV2001 - Q-10";"FV2001 - Q-11";"FV2001 - V-01";"FV2001 - V-02";"FV2001 - V-03";"FV2001 - V-04";"FV2001 - V-05";"FV2001 - V-06";"FV2001 - V-07";"FV2001 - V-08";"FV2001 - V-09";"FV2001 - V-10";"FV2001 - Z-01";"FV2001 - Z-02";"FV2001 - Z-03";"FV2001 - Z-04";"FV2001 - Z-05";"FV2001 - Z-06";"FV2001 - Z-07";"FV2001 - Z-08";"FV2001 - Z-09";"FV2001 - Ø-01";"FV2001 - Ø-02";"FV2001 - Ø-03";"FV2001 - Ø-04";"FV2001 - Ø-05";"FV2001 - Ø-06";"FV2001 - Ø-07";"FV2001 - Ø-08";"FV2001 - Ø-09";"FV2001 - Ø-10";"FV2001 - UP-01"
"265005";"265005";"33";"6";"2";"1871";"645";"70";"161";"10";"153";"161";"20";"616";"8";"27";"-";"331";"293";"21";"-";"-";"-";"-";"-";"-";"-";"22";"25";"17";"6";"-";"-";"-";"-";"-";"119";"5";"37";"-";"-";"-";"-";"-";"-";"-";"7";"2";"1";"-";"-";"-";"-";"-";"-";"24";"121";"8";"-";"-";"-";"-";"-";"-";"-";"58";"12";"91";"-";"-";"-";"-";"-";"-";"-";"5";"12";"3";"-";"-";"-";"-";"-";"-";"-";"-";"336";"139";"141";"-";"-";"-";"-";"-";"-";"-";"4";"2";"2";"-";"-";"-";"-";"-";"-";"18";"4";"5";"-";"-";"-";"-";"-";"-";"-";"-"
"265006";"265006";"33";"6";"2";"2405";"599";"127";"369";"6";"121";"108";"22";"971";"2";"80";"-";"338";"245";"16";"-";"-";"-";"-";"-";"-";"-";"39";"55";"31";"2";"-";"-";"-";"-";"-";"252";"5";"112";"-";"-";"-";"-";"-";"-";"-";"5";"0";"1";"-";"-";"-";"-";"-";"-";"37";"83";"1";"-";"-";"-";"-";"-";"-";"-";"44";"10";"54";"-";"-";"-";"-";"-";"-";"-";"4";"16";"2";"-";"-";"-";"-";"-";"-";"-";"-";"503";"209";"259";"-";"-";"-";"-";"-";"-";"-";"0";"1";"1";"-";"-";"-";"-";"-";"-";"65";"9";"6";"-";"-";"-";"-";"-";"-";"-";"-"
"265007";"265007";"33";"6";"2";"1399";"477";"37";"140";"5";"71";"68";"13";"578";"0";"10";"-";"224";"234";"19";"-";"-";"-";"-";"-";"-";"-";"14";"13";"9";"1";"-";"-";"-";"-";"-";"96";"3";"41";"-";"-";"-";"-";"-";"-";"-";"5";"0";"0";"-";"-";"-";"-";"-";"-";"19";"52";"0";"-";"-";"-";"-";"-";"-";"-";"23";"6";"39";"-";"-";"-";"-";"-";"-";"-";"6";"7";"0";"-";"-";"-";"-";"-";"-";"-";"-";"272";"148";"158";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"9";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"265008";"265008";"33";"6";"2";"677";"201";"22";"80";"4";"31";"54";"8";"263";"0";"14";"-";"109";"87";"5";"-";"-";"-";"-";"-";"-";"-";"9";"6";"4";"3";"-";"-";"-";"-";"-";"57";"4";"19";"-";"-";"-";"-";"-";"-";"-";"3";"0";"1";"-";"-";"-";"-";"-";"-";"10";"20";"1";"-";"-";"-";"-";"-";"-";"-";"21";"1";"32";"-";"-";"-";"-";"-";"-";"-";"4";"3";"1";"-";"-";"-";"-";"-";"-";"-";"-";"137";"65";"61";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"14";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"265009";"265009";"33";"6";"2";"382";"124";"13";"31";"1";"23";"33";"4";"149";"3";"1";"-";"77";"41";"6";"-";"-";"-";"-";"-";"-";"-";"4";"5";"3";"1";"-";"-";"-";"-";"-";"17";"1";"13";"-";"-";"-";"-";"-";"-";"-";"1";"0";"0";"-";"-";"-";"-";"-";"-";"1";"22";"0";"-";"-";"-";"-";"-";"-";"-";"16";"1";"16";"-";"-";"-";"-";"-";"-";"-";"0";"4";"0";"-";"-";"-";"-";"-";"-";"-";"-";"57";"54";"38";"-";"-";"-";"-";"-";"-";"-";"1";"1";"1";"-";"-";"-";"-";"-";"-";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"265010";"265010";"33";"6";"2";"1404";"598";"49";"85";"9";"129";"167";"13";"320";"4";"30";"-";"313";"259";"26";"-";"-";"-";"-";"-";"-";"-";"22";"15";"6";"6";"-";"-";"-";"-";"-";"63";"1";"21";"-";"-";"-";"-";"-";"-";"-";"5";"2";"2";"-";"-";"-";"-";"-";"-";"27";"96";"6";"-";"-";"-";"-";"-";"-";"-";"53";"13";"101";"-";"-";"-";"-";"-";"-";"-";"5";"7";"1";"-";"-";"-";"-";"-";"-";"-";"-";"122";"111";"87";"-";"-";"-";"-";"-";"-";"-";"1";"2";"1";"-";"-";"-";"-";"-";"-";"25";"4";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"267001";"267001";"35";"6";"2";"1231";"351";"40";"172";"9";"51";"136";"47";"404";"3";"18";"-";"287";"50";"14";"-";"-";"-";"-";"-";"-";"-";"19";"10";"5";"6";"-";"-";"-";"-";"-";"77";"6";"89";"-";"-";"-";"-";"-";"-";"-";"3";"3";"3";"-";"-";"-";"-";"-";"-";"33";"7";"11";"-";"-";"-";"-";"-";"-";"-";"5";"10";"121";"-";"-";"-";"-";"-";"-";"-";"30";"15";"2";"-";"-";"-";"-";"-";"-";"-";"-";"253";"23";"128";"-";"-";"-";"-";"-";"-";"-";"2";"0";"1";"-";"-";"-";"-";"-";"-";"11";"7";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"267002";"267002";"35";"6";"2";"841";"285";"25";"109";"2";"32";"84";"10";"290";"0";"4";"-";"209";"40";"36";"-";"-";"-";"-";"-";"-";"-";"11";"9";"3";"2";"-";"-";"-";"-";"-";"62";"6";"41";"-";"-";"-";"-";"-";"-";"-";"2";"0";"0";"-";"-";"-";"-";"-";"-";"23";"3";"6";"-";"-";"-";"-";"-";"-";"-";"3";"4";"77";"-";"-";"-";"-";"-";"-";"-";"5";"5";"0";"-";"-";"-";"-";"-";"-";"-";"-";"180";"26";"84";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"1";"2";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"267003";"267003";"35";"6";"2";"360";"102";"16";"33";"2";"8";"32";"13";"149";"2";"3";"-";"77";"16";"9";"-";"-";"-";"-";"-";"-";"-";"10";"5";"1";"0";"-";"-";"-";"-";"-";"0";"20";"13";"-";"-";"-";"-";"-";"-";"-";"0";"1";"1";"-";"-";"-";"-";"-";"-";"5";"0";"3";"-";"-";"-";"-";"-";"-";"-";"2";"1";"29";"-";"-";"-";"-";"-";"-";"-";"13";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"93";"12";"44";"-";"-";"-";"-";"-";"-";"-";"2";"0";"0";"-";"-";"-";"-";"-";"-";"2";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"267004";"267004";"35";"6";"2";"740";"229";"14";"85";"8";"22";"95";"13";"269";"1";"4";"-";"173";"28";"28";"-";"-";"-";"-";"-";"-";"-";"8";"5";"0";"1";"-";"-";"-";"-";"-";"52";"4";"29";"-";"-";"-";"-";"-";"-";"-";"1";"3";"4";"-";"-";"-";"-";"-";"-";"16";"0";"6";"-";"-";"-";"-";"-";"-";"-";"6";"4";"85";"-";"-";"-";"-";"-";"-";"-";"5";"8";"0";"-";"-";"-";"-";"-";"-";"-";"-";"161";"25";"83";"-";"-";"-";"-";"-";"-";"-";"0";"1";"0";"-";"-";"-";"-";"-";"-";"2";"2";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"267005";"267005";"35";"6";"2";"465";"160";"8";"66";"1";"14";"52";"5";"152";"1";"6";"-";"116";"15";"29";"-";"-";"-";"-";"-";"-";"-";"2";"5";"0";"1";"-";"-";"-";"-";"-";"44";"5";"17";"-";"-";"-";"-";"-";"-";"-";"1";"0";"0";"-";"-";"-";"-";"-";"-";"12";"0";"2";"-";"-";"-";"-";"-";"-";"-";"2";"2";"48";"-";"-";"-";"-";"-";"-";"-";"1";"3";"1";"-";"-";"-";"-";"-";"-";"-";"-";"89";"14";"49";"-";"-";"-";"-";"-";"-";"-";"0";"1";"0";"-";"-";"-";"-";"-";"-";"1";"3";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"269001";"269001";"34";"6";"2";"1004";"330";"20";"132";"3";"55";"86";"6";"361";"4";"7";"-";"189";"47";"94";"-";"-";"-";"-";"-";"-";"-";"13";"3";"0";"4";"-";"-";"-";"-";"-";"116";"6";"10";"-";"-";"-";"-";"-";"-";"-";"3";"0";"0";"-";"-";"-";"-";"-";"-";"52";"2";"1";"-";"-";"-";"-";"-";"-";"-";"4";"23";"59";"-";"-";"-";"-";"-";"-";"-";"1";"1";"4";"-";"-";"-";"-";"-";"-";"-";"-";"263";"59";"39";"-";"-";"-";"-";"-";"-";"-";"1";"1";"2";"-";"-";"-";"-";"-";"-";"4";"0";"3";"-";"-";"-";"-";"-";"-";"-";"-"
"269002";"269002";"34";"6";"2";"269";"59";"14";"30";"3";"23";"24";"1";"110";"1";"4";"-";"28";"6";"25";"-";"-";"-";"-";"-";"-";"-";"3";"2";"2";"7";"-";"-";"-";"-";"-";"27";"2";"1";"-";"-";"-";"-";"-";"-";"-";"2";"1";"0";"-";"-";"-";"-";"-";"-";"21";"1";"1";"-";"-";"-";"-";"-";"-";"-";"1";"11";"12";"-";"-";"-";"-";"-";"-";"-";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"91";"14";"5";"-";"-";"-";"-";"-";"-";"-";"0";"0";"1";"-";"-";"-";"-";"-";"-";"0";"1";"3";"-";"-";"-";"-";"-";"-";"-";"-"
"269003";"269003";"34";"6";"2";"243";"64";"12";"29";"1";"12";"31";"1";"91";"2";"0";"-";"29";"10";"25";"-";"-";"-";"-";"-";"-";"-";"2";"4";"0";"6";"-";"-";"-";"-";"-";"29";"0";"0";"-";"-";"-";"-";"-";"-";"-";"0";"1";"0";"-";"-";"-";"-";"-";"-";"12";"0";"0";"-";"-";"-";"-";"-";"-";"-";"1";"9";"21";"-";"-";"-";"-";"-";"-";"-";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"65";"15";"11";"-";"-";"-";"-";"-";"-";"-";"2";"0";"0";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"269004";"269004";"34";"6";"2";"1569";"424";"28";"210";"8";"98";"161";"5";"624";"3";"8";"-";"191";"30";"203";"-";"-";"-";"-";"-";"-";"-";"9";"8";"0";"11";"-";"-";"-";"-";"-";"188";"8";"14";"-";"-";"-";"-";"-";"-";"-";"1";"6";"1";"-";"-";"-";"-";"-";"-";"95";"3";"0";"-";"-";"-";"-";"-";"-";"-";"17";"34";"110";"-";"-";"-";"-";"-";"-";"-";"0";"2";"3";"-";"-";"-";"-";"-";"-";"-";"-";"501";"74";"49";"-";"-";"-";"-";"-";"-";"-";"2";"0";"1";"-";"-";"-";"-";"-";"-";"3";"1";"4";"-";"-";"-";"-";"-";"-";"-";"-"
"269005";"269005";"34";"6";"2";"2373";"687";"53";"337";"13";"161";"254";"9";"840";"8";"11";"-";"360";"46";"281";"-";"-";"-";"-";"-";"-";"-";"11";"22";"1";"19";"-";"-";"-";"-";"-";"306";"14";"17";"-";"-";"-";"-";"-";"-";"-";"6";"5";"2";"-";"-";"-";"-";"-";"-";"149";"11";"1";"-";"-";"-";"-";"-";"-";"-";"13";"65";"176";"-";"-";"-";"-";"-";"-";"-";"0";"3";"6";"-";"-";"-";"-";"-";"-";"-";"-";"646";"123";"71";"-";"-";"-";"-";"-";"-";"-";"5";"2";"1";"-";"-";"-";"-";"-";"-";"4";"0";"7";"-";"-";"-";"-";"-";"-";"-";"-"
"271001";"271001";"34";"6";"2";"697";"200";"21";"53";"2";"34";"92";"6";"274";"6";"9";"-";"103";"17";"80";"-";"-";"-";"-";"-";"-";"-";"10";"5";"1";"5";"-";"-";"-";"-";"-";"49";"1";"3";"-";"-";"-";"-";"-";"-";"-";"0";"1";"1";"-";"-";"-";"-";"-";"-";"33";"1";"0";"-";"-";"-";"-";"-";"-";"-";"7";"25";"60";"-";"-";"-";"-";"-";"-";"-";"0";"1";"5";"-";"-";"-";"-";"-";"-";"-";"-";"220";"30";"24";"-";"-";"-";"-";"-";"-";"-";"2";"1";"3";"-";"-";"-";"-";"-";"-";"1";"2";"6";"-";"-";"-";"-";"-";"-";"-";"-"
"271002";"271002";"34";"6";"2";"916";"236";"19";"137";"1";"26";"74";"7";"406";"3";"7";"-";"84";"22";"130";"-";"-";"-";"-";"-";"-";"-";"8";"5";"1";"5";"-";"-";"-";"-";"-";"128";"6";"3";"-";"-";"-";"-";"-";"-";"-";"0";"1";"0";"-";"-";"-";"-";"-";"-";"24";"2";"0";"-";"-";"-";"-";"-";"-";"-";"4";"29";"41";"-";"-";"-";"-";"-";"-";"-";"1";"0";"6";"-";"-";"-";"-";"-";"-";"-";"-";"331";"49";"26";"-";"-";"-";"-";"-";"-";"-";"3";"0";"0";"-";"-";"-";"-";"-";"-";"5";"0";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"271003";"271003";"34";"6";"2";"858";"280";"19";"97";"7";"24";"89";"7";"323";"6";"6";"-";"96";"22";"162";"-";"-";"-";"-";"-";"-";"-";"2";"2";"4";"11";"-";"-";"-";"-";"-";"89";"2";"6";"-";"-";"-";"-";"-";"-";"-";"2";"5";"0";"-";"-";"-";"-";"-";"-";"18";"2";"4";"-";"-";"-";"-";"-";"-";"-";"6";"26";"57";"-";"-";"-";"-";"-";"-";"-";"2";"2";"3";"-";"-";"-";"-";"-";"-";"-";"-";"262";"36";"25";"-";"-";"-";"-";"-";"-";"-";"4";"2";"0";"-";"-";"-";"-";"-";"-";"2";"0";"4";"-";"-";"-";"-";"-";"-";"-";"-"
"271004";"271004";"34";"6";"2";"102";"30";"4";"9";"4";"8";"6";"0";"37";"0";"4";"-";"11";"4";"15";"-";"-";"-";"-";"-";"-";"-";"1";"1";"0";"2";"-";"-";"-";"-";"-";"7";"0";"2";"-";"-";"-";"-";"-";"-";"-";"1";"3";"0";"-";"-";"-";"-";"-";"-";"7";"1";"0";"-";"-";"-";"-";"-";"-";"-";"1";"3";"2";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"32";"2";"3";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"1";"0";"3";"-";"-";"-";"-";"-";"-";"-";"-"
"271005";"271005";"34";"6";"2";"279";"59";"6";"30";"4";"12";"37";"2";"123";"0";"6";"-";"30";"3";"26";"-";"-";"-";"-";"-";"-";"-";"3";"2";"0";"1";"-";"-";"-";"-";"-";"27";"1";"2";"-";"-";"-";"-";"-";"-";"-";"1";"2";"1";"-";"-";"-";"-";"-";"-";"11";"1";"0";"-";"-";"-";"-";"-";"-";"-";"4";"11";"22";"-";"-";"-";"-";"-";"-";"-";"0";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"97";"15";"11";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"4";"0";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"271006";"271006";"34";"6";"2";"367";"116";"3";"58";"2";"14";"31";"4";"135";"2";"2";"-";"41";"8";"67";"-";"-";"-";"-";"-";"-";"-";"0";"1";"0";"2";"-";"-";"-";"-";"-";"54";"0";"4";"-";"-";"-";"-";"-";"-";"-";"1";"1";"0";"-";"-";"-";"-";"-";"-";"14";"0";"0";"-";"-";"-";"-";"-";"-";"-";"1";"14";"16";"-";"-";"-";"-";"-";"-";"-";"2";"0";"2";"-";"-";"-";"-";"-";"-";"-";"-";"107";"19";"9";"-";"-";"-";"-";"-";"-";"-";"2";"0";"0";"-";"-";"-";"-";"-";"-";"1";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"271007";"271007";"34";"6";"2";"61";"10";"1";"4";"0";"5";"7";"0";"30";"2";"2";"-";"2";"0";"8";"-";"-";"-";"-";"-";"-";"-";"0";"1";"0";"0";"-";"-";"-";"-";"-";"4";"0";"0";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"4";"1";"0";"-";"-";"-";"-";"-";"-";"-";"0";"1";"6";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"26";"2";"2";"-";"-";"-";"-";"-";"-";"-";"2";"0";"0";"-";"-";"-";"-";"-";"-";"1";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"303001";"303001";"39";"7";"2";"1038";"282";"31";"160";"21";"69";"84";"64";"307";"6";"12";"2";"9";"54";"181";"22";"4";"12";"-";"-";"-";"-";"5";"3";"1";"1";"21";"-";"-";"-";"-";"2";"1";"10";"1";"126";"20";"-";"-";"-";"-";"4";"5";"9";"3";"-";"-";"-";"-";"-";"2";"19";"0";"1";"42";"5";"-";"-";"-";"-";"33";"11";"3";"2";"27";"8";"-";"-";"-";"-";"38";"3";"1";"3";"14";"5";"-";"-";"-";"-";"-";"10";"126";"11";"9";"127";"24";"-";"-";"-";"-";"0";"1";"0";"1";"1";"3";"-";"-";"-";"1";"10";"0";"0";"1";"-";"-";"-";"-";"-";"2"
"303002";"303002";"39";"7";"2";"425";"128";"7";"81";"4";"28";"29";"6";"120";"10";"5";"7";"4";"31";"67";"17";"1";"8";"-";"-";"-";"-";"2";"1";"0";"1";"3";"-";"-";"-";"-";"0";"0";"1";"1";"68";"11";"-";"-";"-";"-";"2";"1";"1";"0";"-";"-";"-";"-";"-";"3";"8";"0";"0";"14";"3";"-";"-";"-";"-";"15";"2";"3";"1";"5";"3";"-";"-";"-";"-";"2";"1";"1";"0";"2";"0";"-";"-";"-";"-";"-";"7";"31";"3";"0";"62";"17";"-";"-";"-";"-";"4";"3";"2";"0";"0";"1";"-";"-";"-";"1";"2";"0";"0";"2";"-";"-";"-";"-";"-";"7"
"303003";"303003";"39";"7";"2";"205";"48";"8";"34";"5";"12";"25";"5";"60";"4";"4";"0";"3";"15";"23";"3";"2";"2";"-";"-";"-";"-";"1";"0";"0";"0";"7";"-";"-";"-";"-";"0";"0";"3";"1";"26";"4";"-";"-";"-";"-";"0";"0";"5";"0";"-";"-";"-";"-";"-";"1";"2";"0";"0";"9";"0";"-";"-";"-";"-";"7";"2";"2";"0";"7";"7";"-";"-";"-";"-";"2";"0";"0";"0";"2";"1";"-";"-";"-";"-";"-";"0";"19";"6";"2";"32";"1";"-";"-";"-";"-";"3";"0";"0";"0";"0";"1";"-";"-";"-";"1";"3";"0";"0";"0";"-";"-";"-";"-";"-";"0"
"307001";"307001";"40";"7";"2";"1168";"204";"44";"162";"6";"63";"69";"17";"555";"4";"36";"8";"9";"43";"47";"34";"57";"14";"-";"-";"-";"-";"9";"18";"1";"2";"14";"-";"-";"-";"-";"2";"17";"14";"3";"121";"5";"-";"-";"-";"-";"5";"0";"0";"1";"-";"-";"-";"-";"-";"3";"19";"39";"1";"0";"1";"-";"-";"-";"-";"1";"7";"31";"0";"23";"7";"-";"-";"-";"-";"10";"2";"2";"1";"1";"1";"-";"-";"-";"-";"-";"23";"421";"15";"15";"49";"32";"-";"-";"-";"-";"0";"1";"1";"1";"0";"1";"-";"-";"-";"22";"9";"2";"0";"3";"-";"-";"-";"-";"-";"8"
"307003";"307003";"40";"7";"2";"571";"109";"10";"61";"5";"41";"42";"6";"274";"1";"13";"9";"5";"22";"24";"11";"35";"12";"-";"-";"-";"-";"2";"5";"0";"1";"2";"-";"-";"-";"-";"1";"5";"6";"1";"46";"2";"-";"-";"-";"-";"5";"0";"0";"0";"-";"-";"-";"-";"-";"1";"11";"0";"4";"25";"0";"-";"-";"-";"-";"4";"4";"15";"3";"12";"4";"-";"-";"-";"-";"3";"2";"0";"0";"0";"1";"-";"-";"-";"-";"-";"9";"211";"13";"6";"27";"8";"-";"-";"-";"-";"0";"0";"0";"0";"0";"1";"-";"-";"-";"8";"3";"0";"1";"1";"-";"-";"-";"-";"-";"9"
"309001";"309001";"38";"7";"2";"763";"267";"16";"101";"6";"47";"66";"3";"237";"5";"7";"8";"7";"215";"16";"15";"7";"7";"-";"-";"-";"-";"6";"2";"0";"5";"3";"-";"-";"-";"-";"3";"2";"3";"13";"79";"1";"-";"-";"-";"-";"0";"0";"6";"0";"-";"-";"-";"-";"-";"10";"14";"0";"0";"23";"0";"-";"-";"-";"-";"1";"11";"6";"26";"9";"13";"-";"-";"-";"-";"1";"0";"2";"0";"0";"0";"-";"-";"-";"-";"-";"7";"65";"10";"9";"10";"136";"-";"-";"-";"-";"3";"0";"0";"0";"2";"0";"-";"-";"-";"2";"2";"2";"0";"1";"-";"-";"-";"-";"-";"8"
"309002";"309002";"38";"7";"2";"481";"126";"21";"50";"3";"28";"44";"3";"197";"1";"6";"2";"1";"95";"13";"12";"2";"3";"-";"-";"-";"-";"4";"1";"1";"3";"12";"-";"-";"-";"-";"0";"1";"3";"5";"41";"0";"-";"-";"-";"-";"1";"0";"2";"0";"-";"-";"-";"-";"-";"2";"4";"1";"0";"21";"0";"-";"-";"-";"-";"4";"7";"2";"11";"17";"3";"-";"-";"-";"-";"1";"2";"0";"0";"0";"0";"-";"-";"-";"-";"-";"4";"58";"4";"4";"11";"116";"-";"-";"-";"-";"1";"0";"0";"0";"0";"0";"-";"-";"-";"0";"0";"4";"0";"2";"-";"-";"-";"-";"-";"2"
"309003";"309003";"38";"7";"2";"193";"54";"5";"23";"1";"13";"33";"1";"56";"2";"4";"1";"1";"36";"9";"4";"3";"1";"-";"-";"-";"-";"0";"2";"2";"0";"1";"-";"-";"-";"-";"0";"0";"2";"3";"17";"1";"-";"-";"-";"-";"1";"0";"0";"0";"-";"-";"-";"-";"-";"2";"1";"0";"1";"8";"1";"-";"-";"-";"-";"8";"2";"1";"7";"9";"6";"-";"-";"-";"-";"0";"0";"0";"1";"0";"0";"-";"-";"-";"-";"-";"4";"18";"1";"0";"4";"29";"-";"-";"-";"-";"0";"0";"0";"0";"2";"0";"-";"-";"-";"0";"1";"3";"0";"0";"-";"-";"-";"-";"-";"1"
"309004";"309004";"38";"7";"2";"271";"89";"9";"30";"1";"17";"17";"1";"98";"3";"5";"1";"2";"67";"14";"3";"3";"0";"-";"-";"-";"-";"1";"0";"0";"2";"6";"-";"-";"-";"-";"1";"1";"0";"1";"27";"0";"-";"-";"-";"-";"0";"0";"1";"0";"-";"-";"-";"-";"-";"4";"6";"0";"0";"7";"0";"-";"-";"-";"-";"0";"1";"1";"7";"4";"4";"-";"-";"-";"-";"1";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"1";"27";"4";"0";"7";"59";"-";"-";"-";"-";"1";"1";"0";"0";"0";"1";"-";"-";"-";"1";"3";"1";"0";"0";"-";"-";"-";"-";"-";"1"
"311001";"311001";"40";"7";"2";"483";"87";"13";"60";"4";"27";"46";"6";"216";"5";"13";"6";"4";"19";"17";"21";"23";"3";"-";"-";"-";"-";"3";"3";"0";"1";"6";"-";"-";"-";"-";"2";"3";"4";"0";"50";"1";"-";"-";"-";"-";"3";"0";"0";"1";"-";"-";"-";"-";"-";"1";"3";"1";"0";"22";"0";"-";"-";"-";"-";"1";"4";"26";"3";"6";"6";"-";"-";"-";"-";"6";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"6";"156";"5";"11";"21";"17";"-";"-";"-";"-";"3";"1";"0";"0";"0";"1";"-";"-";"-";"11";"1";"0";"0";"1";"-";"-";"-";"-";"-";"6"
"311002";"311002";"40";"7";"2";"435";"74";"9";"45";"0";"44";"41";"7";"197";"4";"10";"4";"1";"17";"15";"18";"21";"2";"-";"-";"-";"-";"1";"4";"0";"0";"4";"-";"-";"-";"-";"2";"5";"7";"0";"31";"0";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"9";"1";"1";"33";"0";"-";"-";"-";"-";"1";"6";"18";"2";"11";"3";"-";"-";"-";"-";"4";"2";"1";"0";"0";"0";"-";"-";"-";"-";"-";"6";"126";"7";"24";"17";"17";"-";"-";"-";"-";"0";"0";"4";"0";"0";"0";"-";"-";"-";"8";"2";"0";"0";"0";"-";"-";"-";"-";"-";"4"
"311003";"311003";"40";"7";"2";"360";"63";"16";"34";"2";"29";"31";"5";"170";"1";"7";"2";"0";"23";"9";"14";"11";"6";"-";"-";"-";"-";"6";"1";"0";"1";"8";"-";"-";"-";"-";"0";"4";"3";"1";"25";"1";"-";"-";"-";"-";"1";"0";"1";"0";"-";"-";"-";"-";"-";"0";"6";"0";"2";"21";"0";"-";"-";"-";"-";"0";"9";"6";"2";"10";"4";"-";"-";"-";"-";"5";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"5";"115";"6";"16";"4";"24";"-";"-";"-";"-";"0";"0";"0";"0";"1";"0";"-";"-";"-";"4";"2";"0";"0";"1";"-";"-";"-";"-";"-";"2"
