"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1994 - Stemmeberettigede";"FV1994 - Afgivne stemmer";"FV1994 - Blanke stemmer";"FV1994 - Andre ugyldige stemmer";"FV1994 - Gyldige stemmer";"FV1994 - A. Socialdemokratiet";"FV1994 - B. Det Radikale Venstre";"FV1994 - C. Det Konservative Folkeparti";"FV1994 - D. Centrum-Demokraterne";"FV1994 - F. Socialistisk Folkeparti";"FV1994 - Q. Kristeligt Folkeparti";"FV1994 - V. Venstre, Danmarks Liberale Parti";"FV1994 - Z. Fremskridtspartiet";"FV1994 - Ø. Enhedslisten - De Rød-Grønne";"FV1994 - 1. Uden for partierne";"FV1994 - 2. Uden for partierne";"FV1994 - 3. Uden for partierne";"FV1994 - 4. Uden for partierne";"FV1994 - 5. Uden for partierne"
"405003";"405003";"49";"9";"2";"817";"686";"7";"3";"676";"228";"29";"32";"11";"31";"33";"243";"38";"21";"10";"-";"-";"-";"-"
"405004";"405004";"49";"9";"2";"799";"627";"4";"2";"621";"202";"23";"59";"8";"31";"30";"183";"48";"27";"10";"-";"-";"-";"-"
"405005";"405005";"49";"9";"2";"926";"788";"8";"1";"779";"252";"17";"56";"37";"29";"47";"259";"51";"15";"16";"-";"-";"-";"-"
"407001";"407001";"48";"9";"2";"11930";"9714";"88";"27";"9599";"4350";"285";"868";"390";"532";"383";"2053";"416";"240";"82";"-";"-";"-";"-"
"409001";"409001";"49";"9";"2";"2702";"2222";"23";"10";"2189";"800";"58";"150";"53";"97";"141";"663";"148";"43";"36";"-";"-";"-";"-"
"409003";"409003";"49";"9";"2";"786";"667";"2";"0";"665";"303";"11";"64";"19";"29";"14";"162";"41";"10";"12";"-";"-";"-";"-"
"409004";"409004";"49";"9";"2";"561";"491";"4";"0";"487";"173";"8";"30";"14";"26";"27";"155";"35";"8";"11";"-";"-";"-";"-"
"409005";"409005";"49";"9";"2";"1128";"989";"17";"2";"970";"365";"27";"66";"18";"64";"42";"309";"57";"13";"9";"-";"-";"-";"-"
"411001";"411001";"49";"9";"2";"84";"74";"3";"0";"71";"19";"2";"10";"1";"9";"1";"15";"4";"9";"1";"-";"-";"-";"-"
"421001";"421001";"54";"10";"2";"5296";"4317";"42";"7";"4268";"1878";"179";"550";"75";"285";"46";"883";"315";"55";"1";"0";"1";"0";"-"
"421002";"421002";"54";"10";"2";"1393";"1169";"10";"0";"1159";"470";"49";"140";"20";"73";"24";"295";"74";"13";"1";"0";"0";"0";"-"
"421003";"421003";"54";"10";"2";"723";"619";"6";"0";"613";"222";"24";"63";"17";"41";"5";"156";"71";"13";"1";"0";"0";"0";"-"
"421004";"421004";"54";"10";"2";"747";"625";"4";"0";"621";"201";"21";"61";"11";"34";"5";"214";"63";"10";"0";"0";"0";"1";"-"
"421005";"421005";"54";"10";"2";"211";"180";"1";"0";"179";"35";"11";"22";"7";"11";"1";"71";"15";"6";"0";"0";"0";"0";"-"
"421006";"421006";"54";"10";"2";"34";"31";"0";"0";"31";"4";"1";"5";"0";"0";"0";"17";"4";"0";"0";"0";"0";"0";"-"
"423001";"423001";"55";"10";"2";"2631";"2199";"19";"9";"2171";"969";"103";"327";"27";"114";"16";"438";"140";"37";"0";"0";"0";"0";"-"
"423002";"423002";"55";"10";"2";"294";"238";"0";"2";"236";"72";"7";"18";"4";"16";"0";"92";"24";"3";"0";"0";"0";"0";"-"
"423003";"423003";"55";"10";"2";"376";"307";"2";"0";"305";"107";"17";"33";"9";"14";"3";"97";"23";"2";"0";"0";"0";"0";"-"
"423004";"423004";"55";"10";"2";"344";"292";"2";"2";"288";"73";"16";"23";"3";"11";"6";"144";"12";"0";"0";"0";"0";"0";"-"
"423005";"423005";"55";"10";"2";"467";"396";"1";"1";"394";"119";"28";"47";"5";"22";"4";"110";"47";"12";"0";"0";"0";"0";"-"
"423006";"423006";"55";"10";"2";"696";"576";"4";"0";"572";"202";"36";"66";"12";"20";"5";"152";"65";"13";"1";"0";"0";"0";"-"
"425001";"425001";"58";"10";"2";"1599";"1349";"14";"1";"1334";"466";"63";"165";"20";"58";"13";"415";"106";"25";"0";"1";"1";"1";"-"
"425002";"425002";"58";"10";"2";"1272";"1100";"15";"3";"1082";"419";"48";"128";"25";"62";"7";"275";"89";"28";"0";"0";"0";"1";"-"
"425003";"425003";"58";"10";"2";"1082";"911";"9";"0";"902";"301";"38";"142";"12";"45";"14";"263";"69";"18";"0";"0";"0";"0";"-"
"425004";"425004";"58";"10";"2";"899";"726";"10";"3";"713";"224";"53";"67";"15";"50";"5";"228";"58";"13";"0";"0";"0";"0";"-"
"427001";"427001";"56";"10";"2";"455";"372";"3";"2";"367";"102";"26";"28";"8";"29";"5";"131";"26";"12";"0";"0";"0";"0";"-"
"427002";"427002";"56";"10";"2";"1094";"976";"8";"5";"963";"407";"38";"54";"16";"75";"11";"268";"70";"22";"2";"0";"0";"0";"-"
"427003";"427003";"56";"10";"2";"367";"301";"0";"2";"299";"85";"16";"25";"3";"25";"1";"115";"20";"9";"0";"0";"0";"0";"-"
"427004";"427004";"56";"10";"2";"912";"785";"7";"1";"777";"200";"56";"68";"14";"93";"11";"227";"40";"66";"0";"0";"2";"0";"-"
"427005";"427005";"56";"10";"2";"1576";"1306";"6";"1";"1299";"555";"60";"109";"27";"76";"11";"355";"67";"37";"0";"0";"0";"2";"-"
"427006";"427006";"56";"10";"2";"770";"670";"2";"1";"667";"244";"29";"60";"12";"57";"6";"188";"47";"24";"0";"0";"0";"0";"-"
"427007";"427007";"56";"10";"2";"901";"778";"4";"1";"773";"265";"37";"71";"14";"63";"4";"245";"57";"17";"0";"0";"0";"0";"-"
"427008";"427008";"56";"10";"2";"588";"511";"2";"2";"507";"153";"31";"63";"6";"28";"3";"163";"33";"27";"0";"0";"0";"0";"-"
"429001";"429001";"54";"10";"2";"225";"189";"0";"0";"189";"59";"8";"14";"3";"10";"2";"60";"32";"1";"0";"0";"0";"0";"-"
"429002";"429002";"54";"10";"2";"1465";"1200";"11";"0";"1189";"462";"57";"153";"13";"48";"13";"330";"95";"15";"0";"0";"3";"0";"-"
"429003";"429003";"54";"10";"2";"316";"285";"2";"0";"283";"77";"26";"25";"4";"17";"7";"106";"17";"4";"0";"0";"0";"0";"-"
"429004";"429004";"54";"10";"2";"362";"319";"3";"1";"315";"104";"20";"45";"8";"10";"4";"83";"35";"5";"0";"0";"0";"1";"-"
"429005";"429005";"54";"10";"2";"182";"162";"1";"0";"161";"53";"9";"16";"2";"10";"0";"55";"13";"3";"0";"0";"0";"0";"-"
"429006";"429006";"54";"10";"2";"1763";"1449";"11";"1";"1437";"652";"103";"134";"28";"77";"12";"300";"103";"28";"0";"0";"0";"0";"-"
"429007";"429007";"54";"10";"2";"1591";"1343";"16";"3";"1324";"435";"100";"148";"23";"49";"15";"378";"151";"23";"1";"0";"1";"0";"-"
"429008";"429008";"54";"10";"2";"646";"541";"4";"2";"535";"170";"22";"54";"12";"36";"7";"158";"67";"9";"0";"0";"0";"0";"-"
"429009";"429009";"54";"10";"2";"679";"562";"8";"0";"554";"220";"40";"57";"9";"22";"5";"141";"54";"6";"0";"0";"0";"0";"-"
"429010";"429010";"54";"10";"2";"337";"290";"5";"0";"285";"70";"9";"28";"3";"12";"3";"128";"28";"4";"0";"0";"0";"0";"-"
"431001";"431001";"58";"10";"2";"98";"77";"0";"0";"77";"8";"8";"7";"0";"11";"2";"32";"5";"4";"0";"0";"0";"0";"-"
"431002";"431002";"58";"10";"2";"1412";"1149";"9";"4";"1136";"413";"56";"126";"14";"69";"12";"324";"78";"44";"0";"0";"0";"0";"-"
"431003";"431003";"58";"10";"2";"345";"321";"1";"0";"320";"89";"24";"37";"10";"18";"2";"88";"35";"16";"0";"0";"1";"0";"-"
"431004";"431004";"58";"10";"2";"678";"595";"9";"0";"586";"214";"37";"58";"18";"52";"6";"147";"31";"23";"0";"0";"0";"0";"-"
"431005";"431005";"58";"10";"2";"563";"477";"3";"0";"474";"164";"17";"76";"5";"17";"6";"137";"42";"10";"0";"0";"0";"0";"-"
"431006";"431006";"58";"10";"2";"3927";"3183";"37";"10";"3136";"1183";"137";"502";"58";"202";"19";"689";"233";"112";"0";"0";"0";"1";"-"
"431007";"431007";"58";"10";"2";"1480";"1209";"19";"3";"1187";"417";"71";"164";"34";"50";"12";"330";"75";"34";"0";"0";"0";"0";"-"
"431008";"431008";"58";"10";"2";"490";"410";"0";"0";"410";"99";"27";"42";"9";"25";"1";"154";"34";"18";"1";"0";"0";"0";"-"
"431009";"431009";"58";"10";"2";"126";"98";"1";"0";"97";"15";"7";"13";"2";"5";"0";"49";"6";"0";"0";"0";"0";"0";"-"
"431010";"431010";"58";"10";"2";"787";"666";"6";"0";"660";"224";"35";"86";"17";"46";"3";"183";"52";"14";"0";"0";"0";"0";"-"
"431011";"431011";"58";"10";"2";"1976";"1689";"15";"6";"1668";"651";"70";"235";"42";"81";"10";"431";"100";"48";"0";"0";"0";"0";"-"
"431012";"431012";"58";"10";"2";"1046";"922";"10";"3";"909";"296";"50";"89";"19";"80";"10";"253";"77";"35";"0";"0";"0";"0";"-"
"431013";"431013";"58";"10";"2";"282";"239";"3";"1";"235";"65";"10";"28";"8";"13";"0";"85";"18";"7";"0";"1";"0";"0";"-"
"431014";"431014";"58";"10";"2";"409";"347";"3";"0";"344";"117";"15";"43";"8";"21";"2";"111";"20";"7";"0";"0";"0";"0";"-"
"433001";"433001";"54";"10";"2";"792";"689";"10";"0";"679";"233";"52";"64";"11";"46";"10";"181";"49";"32";"0";"0";"0";"1";"-"
"433002";"433002";"54";"10";"2";"1877";"1603";"14";"1";"1588";"631";"123";"234";"29";"75";"26";"343";"92";"34";"1";"0";"0";"0";"-"
"433003";"433003";"54";"10";"2";"932";"772";"9";"0";"763";"266";"32";"92";"19";"30";"10";"208";"82";"24";"0";"0";"0";"0";"-"
"433004";"433004";"54";"10";"2";"414";"351";"2";"0";"349";"148";"20";"38";"8";"11";"4";"83";"32";"5";"0";"0";"0";"0";"-"
"433005";"433005";"54";"10";"2";"454";"379";"3";"1";"375";"141";"18";"32";"4";"15";"6";"110";"39";"10";"0";"0";"0";"0";"-"
"435001";"435001";"56";"10";"2";"872";"703";"4";"5";"694";"198";"22";"42";"14";"49";"6";"269";"79";"15";"0";"0";"0";"0";"-"
"435002";"435002";"56";"10";"2";"167";"134";"2";"0";"132";"40";"1";"15";"6";"9";"0";"41";"11";"9";"0";"0";"0";"0";"-"
"435003";"435003";"56";"10";"2";"842";"679";"9";"2";"668";"261";"25";"43";"6";"54";"8";"187";"67";"17";"0";"0";"0";"0";"-"
"435004";"435004";"56";"10";"2";"253";"206";"4";"0";"202";"58";"8";"11";"4";"8";"3";"63";"38";"8";"0";"0";"1";"0";"-"
"435005";"435005";"56";"10";"2";"754";"603";"11";"1";"591";"205";"16";"56";"16";"58";"5";"173";"47";"15";"0";"0";"0";"0";"-"
"435006";"435006";"56";"10";"2";"348";"302";"0";"1";"301";"93";"4";"21";"5";"16";"2";"111";"43";"6";"0";"0";"0";"0";"-"
"435007";"435007";"56";"10";"2";"540";"458";"6";"3";"449";"158";"24";"43";"12";"31";"8";"142";"14";"17";"0";"0";"0";"0";"-"
"435008";"435008";"56";"10";"2";"423";"351";"2";"1";"348";"123";"10";"36";"10";"20";"6";"88";"45";"10";"0";"0";"0";"0";"-"
"435009";"435009";"56";"10";"2";"482";"411";"3";"0";"408";"134";"30";"38";"12";"32";"7";"102";"42";"11";"0";"0";"0";"0";"-"
"437001";"437001";"58";"10";"2";"709";"626";"4";"4";"618";"173";"27";"78";"18";"36";"25";"199";"42";"20";"0";"0";"0";"0";"-"
"437002";"437002";"58";"10";"2";"2515";"2090";"16";"2";"2072";"743";"97";"307";"52";"88";"15";"636";"114";"20";"0";"0";"0";"0";"-"
"437003";"437003";"58";"10";"2";"586";"505";"4";"1";"500";"157";"39";"57";"5";"27";"3";"159";"42";"11";"0";"0";"0";"0";"-"
"439002";"439002";"53";"10";"2";"332";"312";"0";"1";"311";"116";"18";"21";"9";"37";"1";"76";"24";"9";"0";"0";"0";"0";"-"
"439003";"439003";"53";"10";"2";"645";"577";"2";"0";"575";"211";"23";"55";"10";"42";"5";"180";"30";"18";"0";"1";"0";"0";"-"
"439004";"439004";"53";"10";"2";"259";"229";"3";"0";"226";"74";"9";"32";"1";"38";"2";"52";"12";"6";"0";"0";"0";"0";"-"
"439005";"439005";"53";"10";"2";"424";"371";"2";"0";"369";"145";"17";"45";"4";"41";"2";"87";"21";"7";"0";"0";"0";"0";"-"
"439006";"439006";"53";"10";"2";"370";"307";"5";"0";"302";"109";"19";"27";"2";"22";"2";"100";"15";"6";"0";"0";"0";"0";"-"
"439007";"439007";"53";"10";"2";"344";"310";"4";"1";"305";"101";"23";"20";"4";"29";"1";"102";"9";"16";"0";"0";"0";"0";"-"
"439008";"439008";"53";"10";"2";"624";"555";"5";"2";"548";"191";"25";"46";"10";"35";"7";"184";"27";"22";"0";"0";"0";"1";"-"
"439009";"439009";"53";"10";"2";"847";"738";"8";"2";"728";"300";"26";"75";"22";"56";"4";"169";"52";"23";"0";"0";"0";"1";"-"
"439101";"439101";"53";"10";"2";"4363";"3800";"23";"9";"3768";"1516";"169";"571";"89";"290";"30";"806";"178";"116";"0";"0";"2";"1";"-"
"441001";"441001";"53";"10";"2";"802";"705";"6";"0";"699";"278";"24";"87";"27";"50";"2";"162";"58";"11";"0";"0";"0";"0";"-"
"441002";"441002";"53";"10";"2";"1124";"952";"14";"0";"938";"389";"33";"156";"18";"47";"13";"198";"61";"23";"0";"0";"0";"0";"-"
"441003";"441003";"53";"10";"2";"340";"294";"4";"0";"290";"93";"16";"48";"9";"16";"7";"72";"23";"6";"0";"0";"0";"0";"-"
"441004";"441004";"53";"10";"2";"2264";"1951";"21";"4";"1926";"881";"78";"325";"41";"63";"16";"377";"117";"26";"0";"0";"1";"1";"-"
"443001";"443001";"58";"10";"2";"2457";"1964";"9";"7";"1948";"561";"59";"524";"50";"95";"32";"413";"182";"31";"1";"0";"0";"0";"-"
"443002";"443002";"58";"10";"2";"344";"278";"0";"3";"275";"75";"9";"59";"8";"20";"3";"60";"32";"8";"1";"0";"0";"0";"-"
"445001";"445001";"54";"10";"2";"5068";"4257";"50";"26";"4181";"1830";"213";"554";"72";"303";"54";"715";"343";"94";"0";"0";"3";"0";"-"
"445002";"445002";"54";"10";"2";"4437";"3881";"18";"7";"3856";"1679";"223";"466";"105";"236";"57";"746";"290";"51";"1";"0";"2";"0";"-"
"445003";"445003";"54";"10";"2";"1314";"1127";"7";"3";"1117";"386";"78";"139";"25";"36";"12";"323";"104";"14";"0";"0";"0";"0";"-"
"445005";"445005";"54";"10";"2";"943";"824";"13";"2";"809";"251";"43";"98";"26";"46";"31";"246";"63";"5";"0";"0";"0";"0";"-"
"445006";"445006";"54";"10";"2";"2914";"2592";"14";"2";"2576";"748";"152";"547";"68";"167";"35";"615";"197";"45";"0";"0";"1";"1";"-"
"447001";"447001";"53";"10";"2";"4428";"3705";"31";"12";"3662";"2042";"109";"257";"58";"304";"18";"585";"196";"89";"3";"0";"1";"0";"-"
"449001";"449001";"56";"10";"2";"737";"627";"6";"4";"617";"233";"31";"53";"17";"33";"3";"194";"44";"8";"0";"0";"1";"0";"-"
"449002";"449002";"56";"10";"2";"4638";"3831";"22";"17";"3792";"1900";"160";"544";"75";"215";"41";"580";"201";"71";"3";"0";"1";"1";"-"
"449003";"449003";"56";"10";"2";"5300";"4248";"40";"12";"4196";"1823";"159";"575";"79";"319";"30";"765";"276";"164";"3";"0";"2";"1";"-"
"449004";"449004";"56";"10";"2";"1648";"1375";"13";"6";"1356";"612";"47";"145";"35";"68";"15";"277";"119";"37";"1";"0";"0";"0";"-"
"449101";"449101";"56";"10";"2";"430";"375";"1";"1";"373";"124";"14";"36";"2";"18";"4";"126";"29";"19";"1";"0";"0";"0";"-"
"449103";"449103";"56";"10";"2";"198";"157";"0";"0";"157";"52";"2";"17";"4";"18";"3";"35";"22";"4";"0";"0";"0";"0";"-"
"449107";"449107";"56";"10";"2";"313";"268";"5";"0";"263";"94";"10";"22";"7";"23";"2";"73";"19";"13";"0";"0";"0";"0";"-"
"449108";"449108";"56";"10";"2";"1049";"813";"10";"5";"798";"477";"35";"85";"10";"50";"5";"84";"39";"12";"0";"0";"0";"1";"-"
"451001";"451001";"54";"10";"2";"2126";"1800";"11";"4";"1785";"794";"150";"169";"47";"70";"12";"398";"118";"24";"1";"2";"0";"0";"-"
"451002";"451002";"54";"10";"2";"988";"838";"8";"1";"829";"259";"87";"87";"12";"36";"15";"240";"83";"10";"0";"0";"0";"0";"-"
"451003";"451003";"54";"10";"2";"305";"261";"1";"0";"260";"113";"14";"25";"4";"10";"1";"69";"21";"3";"0";"0";"0";"0";"-"
"451004";"451004";"54";"10";"2";"294";"251";"4";"1";"246";"70";"32";"22";"2";"15";"2";"77";"23";"2";"0";"0";"1";"0";"-"
"451005";"451005";"54";"10";"2";"235";"205";"2";"0";"203";"69";"24";"23";"3";"9";"3";"53";"16";"3";"0";"0";"0";"0";"-"
"461001";"461001";"50";"10";"2";"8013";"6390";"73";"16";"6301";"2552";"361";"751";"125";"676";"69";"1090";"337";"324";"8";"3";"1";"4";"-"
"461002";"461002";"50";"10";"2";"7171";"5903";"41";"13";"5849";"3011";"240";"559";"99";"615";"49";"695";"319";"259";"1";"0";"1";"1";"-"
"461003";"461003";"50";"10";"2";"3212";"2648";"27";"8";"2613";"1392";"104";"273";"37";"251";"26";"308";"137";"79";"3";"1";"2";"0";"-"
"461004";"461004";"50";"10";"2";"7923";"6481";"58";"8";"6415";"2321";"342";"1232";"132";"492";"90";"1253";"365";"184";"1";"0";"1";"2";"-"
"461005";"461005";"50";"10";"2";"5970";"4652";"37";"10";"4605";"2300";"199";"536";"88";"392";"57";"615";"269";"144";"3";"0";"0";"2";"-"
"461006";"461006";"50";"10";"2";"2243";"2018";"21";"8";"1989";"949";"79";"255";"31";"112";"11";"367";"142";"42";"1";"0";"0";"0";"-"
"461007";"461007";"50";"10";"2";"2855";"2432";"17";"8";"2407";"1188";"78";"286";"48";"204";"29";"365";"151";"54";"4";"0";"0";"0";"-"
"461008";"461008";"50";"10";"2";"371";"333";"1";"1";"331";"102";"17";"53";"5";"24";"4";"103";"16";"7";"0";"0";"0";"0";"-"
"461009";"461009";"50";"10";"2";"1265";"1066";"6";"3";"1057";"411";"47";"126";"16";"108";"3";"221";"81";"42";"0";"0";"0";"2";"-"
"461010";"461010";"50";"10";"2";"307";"262";"2";"2";"258";"102";"5";"31";"5";"17";"4";"54";"27";"13";"0";"0";"0";"0";"-"
"461011";"461011";"51";"10";"2";"6240";"5138";"56";"8";"5074";"1779";"305";"736";"105";"641";"66";"900";"249";"287";"2";"0";"1";"3";"-"
"461012";"461012";"51";"10";"2";"8459";"6823";"42";"19";"6762";"3712";"251";"692";"117";"619";"60";"714";"388";"202";"3";"1";"1";"2";"-"
"461013";"461013";"51";"10";"2";"880";"766";"8";"2";"756";"286";"37";"77";"17";"49";"15";"201";"59";"13";"2";"0";"0";"0";"-"
"461014";"461014";"51";"10";"2";"4943";"4129";"23";"6";"4100";"2038";"136";"495";"87";"244";"42";"720";"242";"90";"2";"1";"2";"1";"-"
"461015";"461015";"51";"10";"2";"342";"298";"2";"0";"296";"100";"14";"71";"1";"17";"8";"41";"40";"3";"0";"0";"0";"1";"-"
"461016";"461016";"51";"10";"2";"2118";"1800";"14";"4";"1782";"885";"59";"251";"47";"129";"9";"264";"102";"34";"1";"0";"1";"0";"-"
"461017";"461017";"51";"10";"2";"5303";"4592";"50";"8";"4534";"2140";"172";"693";"94";"309";"36";"738";"247";"100";"2";"0";"2";"1";"-"
"461018";"461018";"51";"10";"2";"4887";"4328";"19";"10";"4299";"1684";"228";"767";"120";"245";"46";"829";"303";"73";"2";"1";"0";"1";"-"
"461019";"461019";"51";"10";"2";"3197";"2663";"16";"10";"2637";"1070";"139";"442";"74";"154";"20";"542";"155";"40";"0";"0";"0";"1";"-"
"461020";"461020";"51";"10";"2";"3847";"3353";"27";"4";"3322";"1411";"155";"530";"87";"229";"25";"618";"207";"57";"2";"0";"1";"0";"-"
"461021";"461021";"51";"10";"2";"1580";"1347";"14";"2";"1331";"486";"75";"164";"25";"120";"24";"288";"123";"26";"0";"0";"0";"0";"-"
"461022";"461022";"51";"10";"2";"440";"383";"4";"1";"378";"127";"13";"41";"14";"26";"3";"108";"32";"14";"0";"0";"0";"0";"-"
"461023";"461023";"52";"10";"2";"8539";"7003";"71";"19";"6913";"2156";"444";"1220";"157";"838";"87";"1329";"283";"390";"0";"4";"2";"3";"-"
"461024";"461024";"52";"10";"2";"5083";"4558";"36";"8";"4514";"975";"338";"1219";"90";"365";"53";"1172";"170";"130";"0";"1";"0";"1";"-"
"461025";"461025";"52";"10";"2";"5826";"4960";"38";"6";"4916";"2070";"242";"792";"120";"420";"47";"853";"246";"121";"0";"1";"1";"3";"-"
"461026";"461026";"52";"10";"2";"8647";"7352";"41";"15";"7296";"2884";"359";"1225";"183";"482";"95";"1518";"442";"102";"0";"1";"4";"1";"-"
"461027";"461027";"52";"10";"2";"361";"320";"2";"0";"318";"117";"18";"41";"3";"30";"10";"74";"20";"5";"0";"0";"0";"0";"-"
"461028";"461028";"52";"10";"2";"3318";"2940";"20";"0";"2920";"868";"152";"539";"69";"184";"62";"807";"180";"58";"1";"0";"0";"0";"-"
"461029";"461029";"52";"10";"2";"5134";"4420";"26";"8";"4386";"1601";"247";"781";"103";"324";"77";"874";"276";"97";"1";"0";"1";"4";"-"
"461030";"461030";"52";"10";"2";"6681";"5734";"34";"10";"5690";"2237";"285";"1006";"143";"412";"68";"1094";"328";"114";"0";"1";"1";"1";"-"
"461031";"461031";"52";"10";"2";"2736";"2375";"11";"7";"2357";"731";"128";"466";"58";"148";"39";"586";"153";"46";"1";"0";"0";"1";"-"
"461032";"461032";"52";"10";"2";"720";"630";"6";"1";"623";"178";"20";"103";"10";"43";"11";"193";"54";"11";"0";"0";"0";"0";"-"
"461033";"461033";"52";"10";"2";"2739";"2395";"23";"8";"2364";"984";"129";"331";"54";"152";"19";"520";"114";"57";"2";"1";"0";"1";"-"
"461034";"461034";"52";"10";"2";"495";"418";"2";"1";"415";"142";"20";"50";"16";"22";"4";"118";"29";"14";"0";"0";"0";"0";"-"
"461035";"461035";"50";"10";"2";"6211";"4641";"41";"33";"4567";"2866";"97";"271";"55";"424";"47";"359";"283";"148";"16";"0";"0";"1";"-"
"461036";"461036";"50";"10";"2";"3224";"2678";"25";"8";"2645";"1145";"130";"317";"56";"327";"25";"424";"140";"77";"2";"1";"1";"0";"-"
"471001";"471001";"55";"10";"2";"573";"496";"5";"0";"491";"174";"22";"38";"14";"19";"2";"168";"49";"4";"0";"0";"1";"0";"-"
"471002";"471002";"55";"10";"2";"831";"719";"6";"1";"712";"248";"40";"66";"15";"37";"14";"222";"56";"14";"0";"0";"0";"0";"-"
"471003";"471003";"55";"10";"2";"513";"448";"8";"2";"438";"156";"20";"46";"4";"19";"4";"145";"37";"7";"0";"0";"0";"0";"-"
"471004";"471004";"55";"10";"2";"641";"527";"2";"0";"525";"196";"24";"40";"10";"29";"7";"164";"42";"13";"0";"0";"0";"0";"-"
"471005";"471005";"55";"10";"2";"1815";"1592";"13";"4";"1575";"725";"62";"154";"32";"61";"4";"417";"105";"15";"0";"0";"0";"0";"-"
"471006";"471006";"55";"10";"2";"1740";"1441";"14";"2";"1425";"617";"75";"144";"25";"59";"9";"389";"92";"14";"1";"0";"0";"0";"-"
"471007";"471007";"55";"10";"2";"500";"430";"3";"0";"427";"121";"20";"30";"6";"17";"3";"188";"38";"4";"0";"0";"0";"0";"-"
"471008";"471008";"55";"10";"2";"644";"564";"5";"0";"559";"176";"32";"48";"11";"42";"2";"190";"47";"11";"0";"0";"0";"0";"-"
"471009";"471009";"55";"10";"2";"640";"552";"4";"2";"546";"220";"22";"39";"5";"22";"3";"183";"49";"2";"0";"0";"1";"0";"-"
"471010";"471010";"55";"10";"2";"379";"302";"2";"0";"300";"110";"17";"22";"4";"26";"8";"85";"26";"2";"0";"0";"0";"0";"-"
"473001";"473001";"58";"10";"2";"5267";"4398";"48";"13";"4337";"1528";"231";"569";"92";"287";"52";"1205";"281";"90";"1";"0";"0";"1";"-"
"473002";"473002";"58";"10";"2";"522";"460";"8";"1";"451";"148";"24";"39";"11";"35";"3";"136";"41";"14";"0";"0";"0";"0";"-"
"473003";"473003";"58";"10";"2";"683";"557";"5";"1";"551";"165";"26";"76";"14";"21";"7";"170";"61";"10";"0";"0";"1";"0";"-"
"473004";"473004";"58";"10";"2";"265";"236";"1";"1";"234";"56";"9";"27";"2";"11";"7";"102";"16";"4";"0";"0";"0";"0";"-"
"473005";"473005";"58";"10";"2";"728";"610";"6";"2";"602";"210";"25";"65";"9";"22";"5";"195";"64";"7";"0";"0";"0";"0";"-"
"473006";"473006";"58";"10";"2";"421";"363";"3";"0";"360";"95";"17";"36";"5";"17";"1";"143";"34";"12";"0";"0";"0";"0";"-"
"473007";"473007";"58";"10";"2";"369";"317";"3";"1";"313";"104";"13";"28";"12";"18";"4";"98";"26";"10";"0";"0";"0";"0";"-"
"473008";"473008";"58";"10";"2";"251";"221";"2";"0";"219";"50";"12";"17";"10";"12";"2";"95";"12";"8";"1";"0";"0";"0";"-"
"475001";"475001";"57";"10";"2";"3431";"2783";"36";"8";"2739";"1268";"166";"300";"35";"210";"29";"505";"155";"67";"2";"0";"1";"1";"-"
"475002";"475002";"57";"10";"2";"571";"489";"4";"0";"485";"162";"32";"48";"12";"27";"8";"147";"43";"6";"0";"0";"0";"0";"-"
"475003";"475003";"57";"10";"2";"506";"406";"5";"0";"401";"158";"19";"36";"5";"31";"6";"113";"25";"7";"0";"0";"0";"1";"-"
"475004";"475004";"57";"10";"2";"786";"619";"4";"1";"614";"252";"42";"59";"6";"35";"3";"151";"48";"18";"0";"0";"0";"0";"-"
"475005";"475005";"57";"10";"2";"162";"142";"0";"1";"141";"49";"8";"3";"1";"19";"1";"42";"4";"14";"0";"0";"0";"0";"-"
"477001";"477001";"56";"10";"2";"1775";"1409";"10";"2";"1397";"485";"94";"135";"27";"69";"20";"446";"93";"27";"1";"0";"0";"0";"-"
"477002";"477002";"56";"10";"2";"1837";"1590";"13";"1";"1576";"627";"121";"186";"38";"94";"33";"365";"81";"30";"0";"0";"1";"0";"-"
"477003";"477003";"56";"10";"2";"1719";"1429";"7";"3";"1419";"489";"83";"166";"38";"112";"17";"375";"113";"24";"1";"0";"0";"1";"-"
"479001";"479001";"57";"10";"2";"11371";"9297";"95";"19";"9183";"3325";"452";"1175";"205";"880";"100";"1993";"565";"471";"3";"0";"5";"9";"-"
"479002";"479002";"57";"10";"2";"3078";"2486";"24";"3";"2459";"1268";"92";"230";"59";"228";"23";"350";"130";"77";"1";"0";"0";"1";"-"
"479003";"479003";"57";"10";"2";"5145";"4153";"30";"17";"4106";"1904";"169";"467";"88";"359";"43";"702";"248";"124";"0";"0";"1";"1";"-"
"479004";"479004";"57";"10";"2";"838";"708";"4";"1";"703";"212";"42";"69";"12";"33";"13";"208";"97";"15";"1";"0";"0";"1";"-"
"479005";"479005";"57";"10";"2";"3075";"2622";"6";"6";"2610";"722";"177";"439";"61";"201";"24";"718";"197";"69";"0";"0";"0";"2";"-"
"479006";"479006";"57";"10";"2";"77";"63";"1";"0";"62";"9";"3";"7";"3";"3";"1";"27";"6";"3";"0";"0";"0";"0";"-"
"479007";"479007";"57";"10";"2";"1680";"1499";"8";"2";"1489";"424";"90";"193";"32";"145";"15";"428";"93";"68";"1";"0";"0";"0";"-"
