"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2007 - Stemmeberettigede";"FV2007 - Afgivne stemmer";"FV2007 - Blanke stemmer";"FV2007 - Andre ugyldige stemmer";"FV2007 - Gyldige stemmer";"FV2007 - A. Socialdemokratiet";"FV2007 - B. Det Radikale Venstre";"FV2007 - C. Det Konservative Folkeparti";"FV2007 - F. SF - Socialistisk Folkeparti";"FV2007 - K. Kristendemokraterne";"FV2007 - O. Dansk Folkeparti";"FV2007 - V. Venstre, Danmarks Liberale Parti";"FV2007 - Y. Ny Alliance";"FV2007 - Ø. Enhedslisten - De Rød-Grønne";"FV2007 - 1. Uden for partierne";"FV2007 - 2. Uden for partierne";"FV2007 - 3. Uden for partierne";"FV2007 - 4. Uden for partierne";"FV2007 - 5. Uden for partierne"
"185003";"185003";"12";"1";"1";"4697";"3977";"17";"11";"3949";"1228";"145";"275";"635";"14";"815";"650";"109";"77";"0";"0";"0";"0";"1"
"185004";"185004";"12";"1";"1";"3823";"3252";"21";"12";"3219";"988";"143";"289";"489";"12";"567";"580";"95";"56";"0";"0";"0";"0";"0"
"185005";"185005";"12";"1";"1";"3546";"3128";"12";"5";"3111";"798";"125";"294";"394";"16";"609";"734";"86";"52";"1";"2";"0";"0";"0"
"185006";"185006";"12";"1";"1";"8359";"7060";"23";"26";"7011";"2410";"257";"442";"1123";"21";"1408";"1083";"142";"121";"0";"0";"1";"0";"3"
"187001";"187001";"18";"2";"1";"2213";"1908";"6";"13";"1889";"435";"75";"338";"209";"10";"302";"420";"68";"30";"0";"2";"-";"-";"-"
"187002";"187002";"18";"2";"1";"3141";"2938";"20";"12";"2906";"699";"127";"620";"225";"12";"490";"626";"78";"28";"0";"1";"-";"-";"-"
"187003";"187003";"18";"2";"1";"3469";"3195";"7";"10";"3178";"752";"150";"693";"234";"9";"466";"762";"86";"26";"0";"0";"-";"-";"-"
"190001";"190001";"25";"3";"1";"6894";"6304";"22";"10";"6272";"1289";"576";"1027";"775";"17";"717";"1466";"291";"114";"-";"-";"-";"-";"-"
"190002";"190002";"25";"3";"1";"2488";"2390";"10";"1";"2379";"400";"322";"418";"301";"8";"146";"531";"159";"94";"-";"-";"-";"-";"-"
"190003";"190003";"25";"3";"1";"2976";"2828";"13";"4";"2811";"443";"302";"550";"276";"22";"255";"732";"184";"47";"-";"-";"-";"-";"-"
"190004";"190004";"25";"3";"1";"940";"862";"0";"0";"862";"221";"88";"127";"125";"6";"68";"169";"35";"23";"-";"-";"-";"-";"-"
"190005";"190005";"25";"3";"1";"3978";"3722";"14";"5";"3703";"640";"327";"638";"473";"7";"309";"1025";"180";"104";"-";"-";"-";"-";"-"
"190006";"190006";"25";"3";"1";"4934";"4547";"25";"7";"4515";"806";"436";"669";"566";"15";"459";"1180";"263";"121";"-";"-";"-";"-";"-"
"190007";"190007";"25";"3";"1";"3867";"3195";"13";"12";"3170";"812";"169";"231";"678";"12";"444";"562";"125";"137";"-";"-";"-";"-";"-"
"201001";"201001";"26";"3";"1";"1881";"1762";"5";"2";"1755";"240";"179";"314";"150";"17";"156";"583";"89";"27";"-";"-";"-";"-";"-"
"201002";"201002";"26";"3";"1";"3450";"3122";"6";"6";"3110";"653";"265";"415";"468";"21";"344";"746";"140";"58";"-";"-";"-";"-";"-"
"201003";"201003";"26";"3";"1";"3917";"3649";"11";"6";"3632";"593";"404";"665";"403";"16";"290";"1028";"189";"44";"-";"-";"-";"-";"-"
"201004";"201004";"26";"3";"1";"3523";"3208";"13";"7";"3188";"488";"212";"460";"296";"11";"393";"1127";"148";"53";"-";"-";"-";"-";"-"
"201005";"201005";"26";"3";"1";"3677";"3414";"8";"9";"3397";"514";"263";"712";"278";"20";"310";"1119";"145";"36";"-";"-";"-";"-";"-"
"210001";"210001";"22";"3";"1";"4323";"3781";"26";"6";"3749";"760";"271";"575";"349";"22";"448";"1124";"155";"45";"-";"-";"-";"-";"-"
"210002";"210002";"22";"3";"1";"3344";"3073";"11";"4";"3058";"456";"263";"558";"219";"7";"277";"1037";"198";"43";"-";"-";"-";"-";"-"
"210003";"210003";"22";"3";"1";"3344";"3004";"15";"7";"2982";"592";"284";"427";"332";"11";"347";"785";"140";"64";"-";"-";"-";"-";"-"
"210004";"210004";"22";"3";"1";"3336";"3000";"8";"13";"2979";"653";"261";"367";"385";"12";"382";"706";"143";"70";"-";"-";"-";"-";"-"
"210005";"210005";"22";"3";"1";"3127";"2740";"5";"9";"2726";"507";"226";"396";"320";"5";"286";"765";"135";"86";"-";"-";"-";"-";"-"
"210006";"210006";"22";"3";"1";"3396";"2968";"14";"9";"2945";"534";"158";"443";"245";"23";"462";"930";"117";"33";"-";"-";"-";"-";"-"
"210007";"210007";"22";"3";"1";"2824";"2554";"12";"4";"2538";"529";"166";"314";"322";"14";"334";"697";"101";"61";"-";"-";"-";"-";"-"
"210008";"210008";"22";"3";"1";"849";"798";"1";"1";"796";"83";"49";"143";"66";"2";"85";"321";"38";"9";"-";"-";"-";"-";"-"
"210009";"210009";"22";"3";"1";"2756";"2391";"8";"9";"2374";"540";"219";"312";"287";"10";"268";"539";"121";"78";"-";"-";"-";"-";"-"
"217001";"217001";"21";"3";"1";"7045";"5764";"18";"16";"5730";"1481";"394";"608";"962";"21";"731";"1101";"241";"191";"-";"-";"-";"-";"-"
"217002";"217002";"21";"3";"1";"9275";"7629";"23";"15";"7591";"2610";"362";"548";"1163";"36";"1289";"1182";"163";"238";"-";"-";"-";"-";"-"
"217003";"217003";"21";"3";"1";"5299";"4453";"16";"9";"4428";"1359";"233";"379";"656";"21";"665";"829";"152";"134";"-";"-";"-";"-";"-"
"217004";"217004";"21";"3";"1";"4112";"3679";"13";"8";"3658";"743";"312";"559";"349";"12";"457";"980";"164";"82";"-";"-";"-";"-";"-"
"217005";"217005";"21";"3";"1";"3743";"3302";"9";"5";"3288";"661";"246";"428";"325";"14";"419";"988";"155";"52";"-";"-";"-";"-";"-"
"217006";"217006";"21";"3";"1";"988";"896";"8";"1";"887";"170";"67";"101";"101";"1";"129";"272";"34";"12";"-";"-";"-";"-";"-"
"217007";"217007";"21";"3";"1";"1218";"1104";"4";"3";"1097";"163";"78";"154";"89";"2";"144";"375";"63";"29";"-";"-";"-";"-";"-"
"217008";"217008";"21";"3";"1";"678";"602";"3";"1";"598";"140";"37";"52";"56";"15";"124";"147";"18";"9";"-";"-";"-";"-";"-"
"217009";"217009";"21";"3";"1";"3531";"3111";"14";"3";"3094";"686";"223";"422";"323";"8";"379";"818";"163";"72";"-";"-";"-";"-";"-"
"217010";"217010";"21";"3";"1";"3272";"2922";"9";"2";"2911";"533";"298";"486";"326";"12";"286";"744";"166";"60";"-";"-";"-";"-";"-"
"217011";"217011";"21";"3";"1";"4912";"4434";"15";"5";"4414";"977";"340";"688";"494";"14";"540";"1075";"216";"70";"-";"-";"-";"-";"-"
"219001";"219001";"23";"3";"1";"5674";"5069";"26";"10";"5033";"1233";"390";"620";"704";"58";"498";"1165";"206";"159";"-";"-";"-";"-";"-"
"219002";"219002";"23";"3";"1";"4682";"4074";"21";"15";"4038";"1191";"284";"491";"435";"62";"419";"932";"136";"88";"-";"-";"-";"-";"-"
"219003";"219003";"23";"3";"1";"617";"577";"1";"0";"576";"121";"36";"74";"75";"4";"49";"182";"21";"14";"-";"-";"-";"-";"-"
"219004";"219004";"23";"3";"1";"1154";"1083";"2";"2";"1079";"236";"119";"135";"171";"8";"63";"224";"56";"67";"-";"-";"-";"-";"-"
"219005";"219005";"23";"3";"1";"1668";"1543";"4";"1";"1538";"321";"70";"201";"143";"13";"201";"495";"67";"27";"-";"-";"-";"-";"-"
"219006";"219006";"23";"3";"1";"416";"385";"1";"1";"383";"60";"26";"46";"28";"2";"54";"137";"18";"12";"-";"-";"-";"-";"-"
"219007";"219007";"23";"3";"1";"3072";"2713";"1";"2";"2710";"719";"165";"311";"300";"34";"329";"689";"98";"65";"-";"-";"-";"-";"-"
"219008";"219008";"23";"3";"1";"1409";"1280";"7";"3";"1270";"234";"130";"207";"140";"3";"110";"352";"63";"31";"-";"-";"-";"-";"-"
"219009";"219009";"23";"3";"1";"759";"724";"1";"1";"722";"147";"72";"111";"78";"1";"44";"189";"56";"24";"-";"-";"-";"-";"-"
"219010";"219010";"23";"3";"1";"3049";"2796";"12";"4";"2780";"758";"209";"346";"333";"52";"265";"636";"112";"69";"-";"-";"-";"-";"-"
"219011";"219011";"23";"3";"1";"4942";"4217";"20";"9";"4188";"1110";"282";"495";"537";"38";"528";"891";"152";"155";"-";"-";"-";"-";"-"
"219012";"219012";"23";"3";"1";"1479";"1322";"8";"4";"1310";"221";"79";"189";"100";"9";"216";"425";"50";"21";"-";"-";"-";"-";"-"
"219013";"219013";"23";"3";"1";"1670";"1519";"7";"6";"1506";"347";"73";"224";"96";"5";"203";"498";"45";"15";"-";"-";"-";"-";"-"
"219014";"219014";"23";"3";"1";"932";"818";"6";"0";"812";"187";"29";"109";"67";"4";"127";"250";"31";"8";"-";"-";"-";"-";"-"
"219015";"219015";"23";"3";"1";"441";"393";"0";"2";"391";"42";"17";"61";"31";"3";"81";"143";"8";"5";"-";"-";"-";"-";"-"
"219016";"219016";"23";"3";"1";"965";"888";"4";"1";"883";"168";"43";"104";"72";"2";"127";"324";"29";"14";"-";"-";"-";"-";"-"
"223001";"223001";"22";"3";"1";"4586";"4085";"9";"3";"4073";"476";"291";"955";"243";"11";"420";"1418";"212";"47";"-";"-";"-";"-";"-"
"223002";"223002";"22";"3";"1";"4761";"4358";"13";"6";"4339";"686";"366";"933";"216";"12";"461";"1402";"213";"50";"-";"-";"-";"-";"-"
"223003";"223003";"22";"3";"1";"3210";"2999";"3";"5";"2991";"175";"184";"916";"75";"2";"156";"1275";"189";"19";"-";"-";"-";"-";"-"
"223004";"223004";"22";"3";"1";"341";"318";"0";"0";"318";"32";"23";"67";"15";"0";"42";"120";"15";"4";"-";"-";"-";"-";"-"
"223005";"223005";"22";"3";"1";"4729";"4235";"14";"8";"4213";"503";"293";"990";"204";"6";"437";"1481";"265";"34";"-";"-";"-";"-";"-"
"230001";"230001";"26";"3";"1";"2964";"2724";"7";"6";"2711";"433";"295";"472";"276";"12";"210";"791";"157";"65";"-";"-";"-";"-";"-"
"230002";"230002";"26";"3";"1";"4588";"4122";"18";"9";"4095";"655";"536";"633";"490";"15";"368";"1024";"238";"136";"-";"-";"-";"-";"-"
"230003";"230003";"26";"3";"1";"3685";"3355";"15";"7";"3333";"672";"336";"476";"377";"8";"324";"886";"186";"68";"-";"-";"-";"-";"-"
"230004";"230004";"26";"3";"1";"2787";"2532";"10";"7";"2515";"407";"328";"401";"282";"12";"186";"665";"156";"78";"-";"-";"-";"-";"-"
"230005";"230005";"26";"3";"1";"1560";"1440";"5";"2";"1433";"120";"135";"309";"95";"2";"97";"528";"114";"33";"-";"-";"-";"-";"-"
"230011";"230011";"26";"3";"1";"2881";"2622";"11";"5";"2606";"210";"258";"552";"176";"8";"122";"1056";"179";"45";"-";"-";"-";"-";"-"
"230012";"230012";"26";"3";"1";"2287";"2029";"8";"2";"2019";"228";"183";"401";"131";"8";"176";"747";"116";"29";"-";"-";"-";"-";"-"
"230013";"230013";"26";"3";"1";"2455";"2304";"8";"4";"2292";"208";"299";"482";"139";"1";"100";"843";"164";"56";"-";"-";"-";"-";"-"
"230014";"230014";"26";"3";"1";"2395";"2203";"9";"7";"2187";"242";"203";"445";"167";"4";"122";"801";"149";"54";"-";"-";"-";"-";"-"
"230015";"230015";"26";"3";"1";"3685";"3304";"12";"9";"3283";"603";"293";"437";"339";"12";"334";"1054";"130";"81";"-";"-";"-";"-";"-"
"230016";"230016";"26";"3";"1";"3783";"3442";"10";"9";"3423";"476";"284";"632";"261";"12";"300";"1248";"173";"37";"-";"-";"-";"-";"-"
"230017";"230017";"26";"3";"1";"1304";"1204";"2";"5";"1197";"78";"82";"270";"50";"0";"105";"526";"77";"9";"-";"-";"-";"-";"-"
"230018";"230018";"26";"3";"1";"3617";"3363";"6";"8";"3349";"298";"287";"745";"213";"6";"219";"1328";"225";"28";"-";"-";"-";"-";"-"
"240001";"240001";"25";"3";"1";"796";"732";"2";"2";"728";"121";"40";"144";"89";"1";"81";"215";"23";"14";"-";"-";"-";"-";"-"
"240002";"240002";"25";"3";"1";"6564";"6097";"17";"17";"6063";"1330";"334";"1189";"548";"21";"751";"1550";"249";"91";"-";"-";"-";"-";"-"
"240003";"240003";"25";"3";"1";"4055";"3669";"22";"6";"3641";"805";"194";"448";"281";"9";"537";"1194";"132";"41";"-";"-";"-";"-";"-"
"240004";"240004";"25";"3";"1";"2015";"1878";"4";"7";"1867";"346";"146";"277";"222";"7";"215";"544";"75";"35";"-";"-";"-";"-";"-"
"240005";"240005";"25";"3";"1";"2426";"2272";"12";"7";"2253";"391";"215";"318";"210";"7";"249";"711";"110";"42";"-";"-";"-";"-";"-"
"240006";"240006";"25";"3";"1";"1206";"1142";"4";"0";"1138";"187";"94";"103";"168";"10";"145";"337";"58";"36";"-";"-";"-";"-";"-"
"240007";"240007";"25";"3";"1";"4551";"4139";"19";"5";"4115";"957";"218";"446";"353";"17";"656";"1281";"142";"45";"-";"-";"-";"-";"-"
"240008";"240008";"25";"3";"1";"4405";"3986";"13";"3";"3970";"897";"163";"477";"386";"12";"646";"1229";"126";"34";"-";"-";"-";"-";"-"
"240009";"240009";"25";"3";"1";"2453";"2220";"6";"2";"2212";"509";"128";"273";"203";"10";"301";"694";"79";"15";"-";"-";"-";"-";"-"
"250001";"250001";"24";"3";"1";"5121";"4272";"26";"17";"4229";"1232";"214";"471";"487";"13";"601";"1012";"135";"64";"-";"-";"-";"-";"-"
"250002";"250002";"24";"3";"1";"4646";"4196";"15";"10";"4171";"980";"213";"528";"417";"23";"653";"1143";"156";"58";"-";"-";"-";"-";"-"
"250003";"250003";"24";"3";"1";"4292";"3889";"17";"4";"3868";"942";"195";"480";"374";"14";"554";"1111";"140";"58";"-";"-";"-";"-";"-"
"250004";"250004";"24";"3";"1";"5386";"4671";"33";"20";"4618";"1074";"210";"465";"528";"13";"841";"1308";"111";"68";"-";"-";"-";"-";"-"
"250005";"250005";"24";"3";"1";"4542";"3967";"16";"7";"3944";"1147";"188";"320";"566";"7";"664";"864";"125";"63";"-";"-";"-";"-";"-"
"250006";"250006";"24";"3";"1";"2690";"2300";"15";"9";"2276";"558";"95";"221";"309";"9";"417";"534";"67";"66";"-";"-";"-";"-";"-"
"250007";"250007";"24";"3";"1";"2896";"2587";"8";"9";"2570";"535";"143";"260";"247";"5";"380";"896";"82";"22";"-";"-";"-";"-";"-"
"250008";"250008";"24";"3";"1";"2764";"2496";"10";"7";"2479";"537";"121";"259";"236";"11";"386";"817";"74";"38";"-";"-";"-";"-";"-"
"253001";"253001";"35";"5";"2";"1044";"922";"3";"0";"919";"199";"31";"84";"64";"6";"173";"328";"25";"9";"-";"-";"-";"-";"-"
"253002";"253002";"35";"5";"2";"2441";"2274";"4";"4";"2266";"375";"86";"232";"110";"5";"397";"981";"69";"11";"-";"-";"-";"-";"-"
"253003";"253003";"35";"5";"2";"1916";"1718";"5";"3";"1710";"398";"86";"146";"146";"6";"278";"579";"48";"23";"-";"-";"-";"-";"-"
"253004";"253004";"35";"5";"2";"3691";"3486";"9";"1";"3476";"689";"119";"386";"220";"10";"526";"1362";"138";"26";"-";"-";"-";"-";"-"
"253005";"253005";"35";"5";"2";"4195";"3886";"9";"7";"3870";"728";"155";"438";"276";"28";"590";"1502";"120";"33";"-";"-";"-";"-";"-"
"253006";"253006";"35";"5";"2";"1455";"1257";"5";"4";"1248";"251";"54";"126";"80";"11";"199";"456";"54";"17";"-";"-";"-";"-";"-"
"253007";"253007";"35";"5";"2";"3853";"3532";"8";"4";"3520";"823";"123";"344";"248";"11";"640";"1202";"109";"20";"-";"-";"-";"-";"-"
"253008";"253008";"35";"5";"2";"2396";"2189";"8";"3";"2178";"467";"73";"199";"153";"9";"376";"811";"76";"14";"-";"-";"-";"-";"-"
"253009";"253009";"35";"5";"2";"2939";"2454";"11";"10";"2433";"610";"66";"159";"324";"7";"556";"614";"66";"31";"-";"-";"-";"-";"-"
"253010";"253010";"35";"5";"2";"4310";"3355";"9";"27";"3319";"939";"91";"209";"416";"17";"678";"805";"87";"77";"-";"-";"-";"-";"-"
"253011";"253011";"35";"5";"2";"5767";"5126";"21";"4";"5101";"1098";"202";"497";"427";"13";"885";"1776";"156";"47";"-";"-";"-";"-";"-"
"259001";"259001";"34";"5";"2";"3170";"2777";"8";"5";"2764";"723";"120";"309";"355";"14";"390";"718";"98";"37";"-";"-";"-";"-";"-"
"259002";"259002";"34";"5";"2";"4230";"3578";"16";"13";"3549";"1130";"113";"243";"530";"11";"595";"765";"97";"65";"-";"-";"-";"-";"-"
"259003";"259003";"34";"5";"2";"707";"643";"1";"1";"641";"143";"25";"85";"58";"0";"84";"219";"18";"9";"-";"-";"-";"-";"-"
"259004";"259004";"34";"5";"2";"1532";"1358";"8";"1";"1349";"298";"45";"124";"115";"1";"280";"432";"38";"16";"-";"-";"-";"-";"-"
"259005";"259005";"34";"5";"2";"3880";"3306";"11";"15";"3280";"995";"106";"241";"385";"13";"613";"777";"95";"55";"-";"-";"-";"-";"-"
"259006";"259006";"34";"5";"2";"2912";"2566";"7";"4";"2555";"612";"73";"240";"223";"5";"523";"781";"72";"26";"-";"-";"-";"-";"-"
"259007";"259007";"34";"5";"2";"3076";"2713";"16";"4";"2693";"733";"95";"224";"344";"7";"420";"741";"70";"59";"-";"-";"-";"-";"-"
"259008";"259008";"34";"5";"2";"1021";"917";"3";"2";"912";"199";"23";"99";"104";"1";"181";"264";"24";"17";"-";"-";"-";"-";"-"
"259009";"259009";"34";"5";"2";"3690";"3225";"12";"10";"3203";"984";"130";"251";"427";"16";"483";"765";"92";"55";"-";"-";"-";"-";"-"
"259010";"259010";"34";"5";"2";"3782";"3379";"19";"10";"3350";"883";"134";"331";"382";"8";"506";"929";"133";"44";"-";"-";"-";"-";"-"
"259011";"259011";"34";"5";"2";"1711";"1460";"11";"7";"1442";"389";"49";"131";"231";"4";"259";"327";"36";"16";"-";"-";"-";"-";"-"
"259012";"259012";"34";"5";"2";"4030";"3596";"21";"13";"3562";"843";"182";"397";"405";"22";"546";"991";"109";"67";"-";"-";"-";"-";"-"
"259013";"259013";"34";"5";"2";"2473";"2265";"10";"5";"2250";"500";"112";"227";"178";"7";"368";"772";"65";"21";"-";"-";"-";"-";"-"
"259014";"259014";"34";"5";"2";"988";"906";"5";"3";"898";"165";"43";"90";"66";"8";"175";"318";"29";"4";"-";"-";"-";"-";"-"
"259015";"259015";"34";"5";"2";"2442";"2193";"9";"10";"2174";"441";"62";"246";"151";"7";"423";"766";"64";"14";"-";"-";"-";"-";"-"
"259016";"259016";"34";"5";"2";"1248";"1150";"4";"1";"1145";"245";"36";"139";"80";"1";"212";"391";"31";"10";"-";"-";"-";"-";"-"
"260001";"260001";"24";"3";"1";"7445";"6496";"27";"16";"6453";"1688";"329";"448";"900";"25";"1159";"1526";"180";"198";"-";"-";"-";"-";"-"
"260002";"260002";"24";"3";"1";"4972";"4268";"17";"6";"4245";"1140";"186";"321";"470";"22";"849";"1066";"121";"70";"-";"-";"-";"-";"-"
"260003";"260003";"24";"3";"1";"8250";"6778";"27";"11";"6740";"1993";"318";"554";"850";"68";"1082";"1557";"187";"131";"-";"-";"-";"-";"-"
"260004";"260004";"24";"3";"1";"2284";"1940";"9";"9";"1922";"453";"86";"135";"183";"11";"404";"572";"51";"27";"-";"-";"-";"-";"-"
"265001";"265001";"36";"5";"2";"4484";"3894";"16";"14";"3864";"893";"298";"428";"737";"20";"323";"813";"164";"188";"-";"-";"-";"-";"-"
"265002";"265002";"36";"5";"2";"4279";"3892";"13";"3";"3876";"878";"287";"539";"498";"16";"353";"1030";"157";"118";"-";"-";"-";"-";"-"
"265003";"265003";"36";"5";"2";"6046";"5290";"23";"14";"5253";"1427";"366";"407";"1046";"19";"542";"1011";"179";"256";"-";"-";"-";"-";"-"
"265004";"265004";"36";"5";"2";"3441";"2972";"14";"5";"2953";"762";"155";"228";"556";"24";"420";"549";"114";"145";"-";"-";"-";"-";"-"
"265005";"265005";"36";"5";"2";"4777";"4101";"22";"17";"4062";"1114";"203";"354";"707";"32";"605";"835";"121";"91";"-";"-";"-";"-";"-"
"265006";"265006";"36";"5";"2";"5519";"5095";"6";"15";"5074";"955";"414";"766";"591";"15";"468";"1468";"261";"136";"-";"-";"-";"-";"-"
"265007";"265007";"36";"5";"2";"3203";"2981";"7";"3";"2971";"745";"195";"311";"331";"24";"334";"874";"124";"33";"-";"-";"-";"-";"-"
"265008";"265008";"36";"5";"2";"1704";"1605";"7";"0";"1598";"351";"79";"191";"198";"9";"200";"474";"69";"27";"-";"-";"-";"-";"-"
"265009";"265009";"36";"5";"2";"829";"747";"7";"3";"737";"161";"47";"54";"98";"6";"111";"231";"22";"7";"-";"-";"-";"-";"-"
"265010";"265010";"36";"5";"2";"4819";"3941";"17";"16";"3908";"1133";"185";"256";"773";"28";"615";"686";"99";"133";"-";"-";"-";"-";"-"
"265011";"265011";"36";"5";"2";"2377";"2185";"4";"4";"2177";"453";"127";"230";"253";"14";"313";"652";"93";"42";"-";"-";"-";"-";"-"
"265013";"265013";"36";"5";"2";"4369";"4004";"8";"10";"3986";"747";"217";"549";"307";"12";"650";"1273";"198";"33";"-";"-";"-";"-";"-"
"265014";"265014";"36";"5";"2";"1873";"1724";"6";"5";"1713";"415";"73";"184";"149";"3";"298";"503";"62";"26";"-";"-";"-";"-";"-"
"265015";"265015";"36";"5";"2";"2664";"2475";"7";"4";"2464";"456";"113";"343";"152";"5";"355";"929";"95";"16";"-";"-";"-";"-";"-"
"265016";"265016";"36";"5";"2";"1639";"1511";"7";"7";"1497";"346";"73";"157";"132";"5";"193";"507";"63";"21";"-";"-";"-";"-";"-"
"265017";"265017";"36";"5";"2";"3171";"2907";"19";"9";"2879";"779";"142";"284";"268";"20";"378";"904";"80";"24";"-";"-";"-";"-";"-"
"265018";"265018";"36";"5";"2";"828";"757";"5";"2";"750";"143";"32";"72";"64";"5";"149";"252";"27";"6";"-";"-";"-";"-";"-"
"265020";"265020";"36";"5";"2";"1156";"1089";"4";"2";"1083";"223";"52";"114";"116";"5";"134";"386";"38";"15";"-";"-";"-";"-";"-"
"265021";"265021";"36";"5";"2";"1669";"1469";"3";"5";"1461";"268";"176";"141";"337";"6";"93";"260";"63";"117";"-";"-";"-";"-";"-"
"269001";"269001";"35";"5";"2";"3113";"2822";"9";"0";"2813";"614";"102";"270";"282";"7";"484";"926";"102";"26";"-";"-";"-";"-";"-"
"269002";"269002";"35";"5";"2";"598";"556";"1";"0";"555";"82";"30";"62";"62";"1";"82";"212";"18";"6";"-";"-";"-";"-";"-"
"269003";"269003";"35";"5";"2";"550";"500";"3";"0";"497";"98";"26";"59";"38";"3";"62";"197";"12";"2";"-";"-";"-";"-";"-"
"269004";"269004";"35";"5";"2";"4130";"3713";"10";"8";"3695";"670";"131";"388";"272";"3";"576";"1491";"129";"35";"-";"-";"-";"-";"-"
"269005";"269005";"35";"5";"2";"6522";"5806";"15";"16";"5775";"1152";"209";"622";"490";"18";"852";"2148";"216";"68";"-";"-";"-";"-";"-"
"270001";"270001";"23";"3";"1";"3632";"3136";"10";"7";"3119";"585";"132";"244";"328";"18";"675";"984";"118";"35";"-";"-";"-";"-";"-"
"270002";"270002";"23";"3";"1";"2385";"2055";"7";"2";"2046";"400";"140";"170";"254";"12";"342";"611";"70";"47";"-";"-";"-";"-";"-"
"270003";"270003";"23";"3";"1";"386";"366";"1";"0";"365";"44";"17";"54";"33";"1";"63";"125";"17";"11";"-";"-";"-";"-";"-"
"270004";"270004";"23";"3";"1";"3492";"3017";"10";"7";"3000";"585";"141";"252";"355";"89";"480";"974";"88";"36";"-";"-";"-";"-";"-"
"270005";"270005";"23";"3";"1";"1670";"1521";"4";"4";"1513";"275";"96";"211";"123";"6";"167";"543";"76";"16";"-";"-";"-";"-";"-"
"270006";"270006";"23";"3";"1";"4941";"4325";"12";"6";"4307";"860";"213";"458";"497";"50";"667";"1359";"123";"80";"-";"-";"-";"-";"-"
"270007";"270007";"23";"3";"1";"1230";"1082";"3";"0";"1079";"189";"57";"89";"126";"7";"200";"351";"35";"25";"-";"-";"-";"-";"-"
"270008";"270008";"23";"3";"1";"5709";"4936";"24";"21";"4891";"1061";"254";"469";"508";"59";"768";"1563";"155";"54";"-";"-";"-";"-";"-"
"270009";"270009";"23";"3";"1";"758";"693";"5";"0";"688";"123";"43";"76";"82";"7";"102";"212";"31";"12";"-";"-";"-";"-";"-"
"270010";"270010";"23";"3";"1";"2170";"1963";"5";"7";"1951";"381";"139";"193";"185";"8";"256";"658";"97";"34";"-";"-";"-";"-";"-"
"270011";"270011";"23";"3";"1";"2190";"1943";"3";"7";"1933";"396";"99";"168";"207";"10";"392";"562";"62";"37";"-";"-";"-";"-";"-"
"270012";"270012";"23";"3";"1";"1494";"1343";"6";"1";"1336";"267";"140";"120";"200";"12";"133";"323";"75";"66";"-";"-";"-";"-";"-"
"306001";"306001";"38";"5";"2";"3100";"2700";"15";"6";"2679";"602";"124";"244";"318";"0";"527";"757";"79";"28";"-";"-";"-";"-";"-"
"306002";"306002";"38";"5";"2";"2942";"2502";"13";"7";"2482";"633";"89";"174";"313";"13";"478";"688";"62";"32";"-";"-";"-";"-";"-"
"306003";"306003";"38";"5";"2";"1962";"1674";"5";"3";"1666";"385";"77";"86";"225";"10";"343";"466";"40";"34";"-";"-";"-";"-";"-"
"306004";"306004";"38";"5";"2";"2585";"2189";"15";"4";"2170";"478";"98";"152";"309";"4";"377";"662";"53";"37";"-";"-";"-";"-";"-"
"306005";"306005";"38";"5";"2";"1080";"940";"4";"0";"936";"220";"28";"48";"121";"1";"247";"243";"23";"5";"-";"-";"-";"-";"-"
"306006";"306006";"38";"5";"2";"2435";"2104";"12";"4";"2088";"465";"93";"157";"206";"5";"359";"716";"57";"30";"-";"-";"-";"-";"-"
"306007";"306007";"38";"5";"2";"4890";"4100";"18";"6";"4076";"1276";"170";"281";"540";"8";"646";"981";"103";"71";"-";"-";"-";"-";"-"
"306008";"306008";"38";"5";"2";"1330";"1199";"5";"1";"1193";"262";"58";"100";"170";"3";"179";"347";"38";"36";"-";"-";"-";"-";"-"
"306010";"306010";"38";"5";"2";"1218";"1053";"5";"1";"1047";"229";"37";"55";"174";"2";"187";"282";"33";"48";"-";"-";"-";"-";"-"
"306011";"306011";"38";"5";"2";"2847";"2384";"16";"5";"2363";"579";"91";"115";"323";"2";"503";"652";"60";"38";"-";"-";"-";"-";"-"
"306012";"306012";"38";"5";"2";"563";"484";"1";"0";"483";"104";"19";"19";"72";"2";"99";"139";"15";"14";"-";"-";"-";"-";"-"
"306013";"306013";"38";"5";"2";"843";"714";"10";"3";"701";"169";"29";"41";"107";"2";"112";"199";"30";"12";"-";"-";"-";"-";"-"
