"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1984 - Stemmeberettigede";"FV1984 - Afgivne stemmer";"FV1984 - Blanke stemmer";"FV1984 - Andre ugyldige stemmer";"FV1984 - Gyldige stemmer";"FV1984 - A. Socialdemokratiet";"FV1984 - B. Det Radikale Venstre";"FV1984 - C. Det Konservative Folkeparti";"FV1984 - E. Danmarks Retsforbund";"FV1984 - F. Socialistisk Folkeparti";"FV1984 - I. Internationalen";"FV1984 - K. Danmarks Kommunistiske Parti";"FV1984 - L. Marxistisk-Leninistisk Parti";"FV1984 - M. Centrum-Demokraterne";"FV1984 - Q. Kristeligt Folkeparti";"FV1984 - V. Venstre, Danmarks Liberale Parti";"FV1984 - Y. Venstresocialisterne";"FV1984 - Z. Fremskridtspartiet";"FV1984 - 1. Uden for partierne";"FV1984 - 2. Uden for partierne";"FV1984 - 3. Uden for partierne"
"751012";"751012";"82";"15";"3";"2135";"1977";"6";"0";"1971";"496";"163";"438";"45";"274";"1";"3";"0";"115";"36";"267";"80";"48";"5";"-";"-"
"751013";"751013";"82";"15";"3";"2326";"2139";"11";"1";"2127";"511";"133";"554";"27";"215";"0";"9";"1";"102";"30";"439";"52";"51";"3";"-";"-"
"751016";"751016";"83";"15";"3";"371";"352";"2";"1";"349";"90";"10";"61";"8";"33";"0";"2";"0";"19";"3";"64";"42";"16";"1";"-";"-"
"751018";"751018";"83";"15";"3";"2435";"2223";"14";"1";"2208";"715";"140";"466";"44";"327";"2";"13";"1";"133";"21";"254";"37";"51";"4";"-";"-"
"751019";"751019";"83";"15";"3";"1408";"1311";"8";"1";"1302";"329";"104";"346";"25";"132";"4";"19";"0";"73";"35";"154";"53";"26";"2";"-";"-"
"751021";"751021";"80";"15";"3";"8963";"7573";"50";"2";"7521";"1765";"342";"1269";"147";"1886";"12";"123";"6";"181";"110";"393";"1093";"136";"58";"-";"-"
"751022";"751022";"83";"15";"3";"2968";"2746";"8";"2";"2736";"768";"184";"624";"43";"426";"5";"11";"1";"132";"55";"262";"172";"45";"8";"-";"-"
"751023";"751023";"83";"15";"3";"4619";"4171";"17";"7";"4147";"1332";"256";"818";"72";"731";"2";"45";"0";"183";"80";"376";"162";"82";"8";"-";"-"
"751025";"751025";"83";"15";"3";"6626";"5733";"41";"1";"5691";"2029";"295";"748";"119";"1350";"11";"111";"7";"109";"87";"278";"424";"103";"20";"-";"-"
"751026";"751026";"83";"15";"3";"4123";"3731";"12";"1";"3718";"980";"237";"695";"60";"795";"1";"45";"1";"158";"37";"343";"284";"69";"13";"-";"-"
"751030";"751030";"83";"15";"3";"2361";"2184";"9";"1";"2174";"594";"111";"512";"38";"230";"0";"9";"0";"146";"27";"387";"50";"67";"3";"-";"-"
"751031";"751031";"83";"15";"3";"485";"446";"4";"0";"442";"156";"17";"57";"7";"49";"0";"3";"0";"18";"13";"88";"19";"15";"0";"-";"-"
"751033";"751033";"83";"15";"3";"985";"886";"4";"1";"881";"250";"65";"193";"19";"87";"0";"7";"0";"58";"17";"142";"16";"27";"0";"-";"-"
"751034";"751034";"83";"15";"3";"515";"463";"5";"0";"458";"142";"23";"81";"7";"48";"1";"0";"0";"25";"6";"88";"24";"13";"0";"-";"-"
"751041";"751041";"80";"15";"3";"11103";"9703";"39";"21";"9643";"2546";"483";"1127";"165";"2649";"14";"176";"9";"152";"128";"439";"1541";"124";"90";"-";"-"
"751042";"751042";"81";"15";"3";"16575";"14688";"64";"26";"14598";"5469";"697";"2002";"214";"3238";"13";"274";"9";"323";"314";"725";"1062";"202";"56";"-";"-"
"751043";"751043";"81";"15";"3";"8173";"7156";"27";"5";"7124";"2872";"373";"1020";"110";"1451";"10";"109";"0";"139";"122";"369";"436";"84";"29";"-";"-"
"751044";"751044";"81";"15";"3";"849";"720";"11";"1";"708";"210";"31";"134";"14";"121";"1";"5";"0";"15";"10";"104";"44";"17";"2";"-";"-"
"751045";"751045";"80";"15";"3";"7414";"6764";"24";"8";"6732";"1229";"598";"1963";"140";"862";"1";"43";"0";"371";"144";"888";"346";"127";"20";"-";"-"
"751047";"751047";"81";"15";"3";"4812";"4337";"21";"5";"4311";"1251";"300";"1039";"90";"615";"0";"29";"1";"237";"76";"500";"84";"86";"3";"-";"-"
"751048";"751048";"80";"15";"3";"1345";"1216";"3";"1";"1212";"400";"64";"211";"35";"157";"1";"13";"0";"59";"14";"182";"49";"23";"4";"-";"-"
"751049";"751049";"80";"15";"3";"3373";"3105";"8";"1";"3096";"686";"235";"956";"45";"407";"0";"15";"0";"157";"45";"386";"83";"78";"3";"-";"-"
"751050";"751050";"80";"15";"3";"2141";"1967";"8";"0";"1959";"378";"151";"640";"37";"223";"0";"6";"0";"110";"30";"269";"51";"62";"2";"-";"-"
"751051";"751051";"80";"15";"3";"3476";"3118";"16";"2";"3100";"772";"223";"927";"53";"288";"1";"9";"0";"204";"39";"437";"53";"89";"5";"-";"-"
"751053";"751053";"81";"15";"3";"1885";"1638";"5";"1";"1632";"581";"76";"290";"36";"216";"0";"13";"1";"83";"30";"214";"48";"43";"1";"-";"-"
"751055";"751055";"81";"15";"3";"564";"517";"4";"1";"512";"127";"27";"135";"4";"56";"0";"1";"0";"21";"9";"101";"8";"21";"2";"-";"-"
"751056";"751056";"81";"15";"3";"1200";"1092";"5";"3";"1084";"272";"58";"201";"9";"108";"0";"5";"0";"53";"17";"269";"42";"48";"2";"-";"-"
"751061";"751061";"80";"15";"3";"7332";"6547";"34";"6";"6507";"1778";"422";"1290";"105";"1363";"4";"76";"4";"248";"101";"604";"415";"84";"13";"-";"-"
"751062";"751062";"83";"15";"3";"3074";"2735";"16";"3";"2716";"1175";"101";"431";"53";"568";"1";"25";"1";"84";"36";"127";"76";"36";"2";"-";"-"
"751063";"751063";"81";"15";"3";"9121";"8011";"29";"7";"7975";"3052";"402";"1019";"131";"1825";"10";"122";"5";"210";"129";"463";"482";"100";"25";"-";"-"
"751064";"751064";"83";"15";"3";"5096";"4595";"27";"5";"4563";"1699";"236";"749";"83";"879";"3";"45";"1";"138";"58";"245";"305";"115";"7";"-";"-"
"751101";"751101";"83";"15";"3";"7746";"6754";"43";"8";"6703";"2447";"313";"1348";"167";"1150";"2";"67";"1";"241";"132";"467";"236";"120";"12";"-";"-"
"751102";"751102";"82";"15";"3";"415";"368";"2";"1";"365";"82";"38";"73";"10";"44";"0";"0";"0";"8";"2";"86";"15";"7";"0";"-";"-"
"751103";"751103";"83";"15";"3";"4677";"4304";"23";"3";"4278";"1085";"364";"1052";"89";"597";"1";"46";"0";"192";"71";"521";"164";"89";"7";"-";"-"
"751104";"751104";"82";"15";"3";"517";"474";"3";"0";"471";"85";"23";"103";"15";"54";"0";"3";"0";"19";"3";"120";"22";"23";"1";"-";"-"
"751105";"751105";"83";"15";"3";"3349";"3017";"15";"4";"2998";"1192";"139";"527";"58";"493";"2";"29";"0";"116";"34";"264";"76";"62";"6";"-";"-"
"761001";"761001";"94";"16";"3";"3620";"3207";"27";"7";"3173";"748";"176";"842";"37";"223";"2";"4";"0";"221";"200";"571";"26";"123";"-";"-";"-"
"761002";"761002";"94";"16";"3";"1462";"1299";"14";"2";"1283";"441";"59";"318";"21";"83";"4";"2";"0";"76";"51";"136";"6";"86";"-";"-";"-"
"761003";"761003";"94";"16";"3";"254";"220";"0";"0";"220";"50";"17";"40";"5";"11";"0";"0";"0";"14";"8";"60";"3";"12";"-";"-";"-"
"761004";"761004";"94";"16";"3";"263";"239";"1";"0";"238";"46";"8";"66";"2";"17";"0";"0";"0";"8";"11";"61";"3";"16";"-";"-";"-"
"761005";"761005";"94";"16";"3";"413";"374";"1";"0";"373";"58";"23";"81";"0";"13";"0";"0";"0";"27";"36";"101";"2";"32";"-";"-";"-"
"761006";"761006";"94";"16";"3";"739";"680";"4";"0";"676";"116";"41";"149";"9";"44";"0";"0";"0";"50";"56";"172";"10";"29";"-";"-";"-"
"761007";"761007";"94";"16";"3";"606";"520";"7";"0";"513";"122";"31";"133";"15";"26";"0";"0";"0";"22";"23";"108";"4";"29";"-";"-";"-"
"761008";"761008";"94";"16";"3";"424";"375";"2";"0";"373";"92";"28";"84";"10";"20";"0";"2";"0";"24";"13";"80";"5";"15";"-";"-";"-"
"761009";"761009";"94";"16";"3";"1333";"1217";"9";"2";"1206";"324";"69";"266";"13";"84";"0";"5";"1";"99";"60";"214";"8";"63";"-";"-";"-"
"761010";"761010";"94";"16";"3";"437";"398";"2";"2";"394";"77";"15";"63";"9";"13";"0";"1";"0";"25";"61";"105";"5";"20";"-";"-";"-"
"763001";"763001";"92";"16";"3";"2092";"1901";"10";"2";"1889";"489";"189";"430";"18";"96";"0";"2";"0";"108";"74";"354";"21";"108";"-";"-";"-"
"763002";"763002";"92";"16";"3";"1827";"1664";"8";"4";"1652";"317";"188";"422";"9";"86";"0";"4";"0";"91";"40";"391";"11";"93";"-";"-";"-"
"763003";"763003";"92";"16";"3";"1826";"1656";"12";"3";"1641";"399";"151";"365";"11";"126";"0";"8";"0";"114";"40";"329";"19";"79";"-";"-";"-"
"765001";"765001";"90";"16";"3";"1657";"1408";"6";"0";"1402";"436";"37";"277";"17";"65";"0";"2";"1";"43";"43";"403";"10";"68";"-";"-";"-"
"765002";"765002";"90";"16";"3";"735";"619";"1";"2";"616";"122";"6";"165";"4";"24";"0";"2";"0";"42";"34";"180";"3";"34";"-";"-";"-"
"765003";"765003";"90";"16";"3";"116";"98";"1";"0";"97";"15";"2";"20";"1";"8";"0";"1";"0";"2";"8";"30";"0";"10";"-";"-";"-"
"765004";"765004";"90";"16";"3";"523";"459";"2";"1";"456";"117";"25";"98";"2";"34";"0";"0";"0";"12";"44";"102";"1";"21";"-";"-";"-"
"765006";"765006";"90";"16";"3";"277";"229";"1";"1";"227";"51";"14";"51";"1";"14";"0";"0";"0";"10";"13";"60";"5";"8";"-";"-";"-"
"765105";"765105";"90";"16";"3";"817";"714";"2";"0";"712";"192";"29";"158";"18";"31";"0";"2";"0";"20";"42";"188";"11";"21";"-";"-";"-"
"767101";"767101";"94";"16";"3";"428";"386";"7";"0";"379";"94";"32";"78";"4";"24";"0";"0";"0";"20";"21";"87";"2";"17";"-";"-";"-"
"767102";"767102";"94";"16";"3";"300";"279";"2";"0";"277";"56";"18";"49";"6";"13";"0";"0";"0";"19";"9";"95";"2";"10";"-";"-";"-"
"767103";"767103";"94";"16";"3";"312";"281";"1";"0";"280";"71";"21";"51";"2";"17";"0";"0";"0";"12";"7";"63";"1";"35";"-";"-";"-"
"767104";"767104";"94";"16";"3";"294";"250";"5";"0";"245";"50";"12";"79";"2";"14";"0";"0";"1";"10";"6";"61";"3";"7";"-";"-";"-"
"767105";"767105";"94";"16";"3";"160";"130";"1";"0";"129";"20";"6";"34";"0";"7";"0";"0";"0";"9";"8";"29";"6";"10";"-";"-";"-"
"767106";"767106";"94";"16";"3";"1045";"918";"10";"0";"908";"269";"57";"204";"20";"52";"0";"0";"0";"47";"34";"148";"10";"67";"-";"-";"-"
"767107";"767107";"94";"16";"3";"1302";"1187";"15";"0";"1172";"432";"77";"265";"9";"75";"1";"4";"0";"76";"32";"135";"6";"60";"-";"-";"-"
"767108";"767108";"94";"16";"3";"331";"281";"10";"0";"271";"38";"19";"49";"5";"20";"0";"2";"0";"11";"16";"97";"0";"14";"-";"-";"-"
"767109";"767109";"94";"16";"3";"432";"390";"1";"0";"389";"83";"24";"69";"2";"23";"0";"1";"0";"29";"20";"116";"2";"20";"-";"-";"-"
"767110";"767110";"94";"16";"3";"153";"140";"0";"1";"139";"29";"5";"34";"1";"8";"0";"0";"0";"6";"5";"39";"1";"11";"-";"-";"-"
"769001";"769001";"94";"16";"3";"468";"417";"6";"0";"411";"135";"17";"80";"5";"39";"0";"2";"0";"17";"27";"67";"10";"12";"-";"-";"-"
"769002";"769002";"94";"16";"3";"1835";"1672";"20";"4";"1648";"450";"108";"397";"14";"75";"0";"1";"0";"123";"96";"300";"5";"79";"-";"-";"-"
"769003";"769003";"94";"16";"3";"1779";"1585";"16";"5";"1564";"434";"64";"473";"20";"69";"1";"3";"0";"123";"77";"219";"6";"75";"-";"-";"-"
"769004";"769004";"94";"16";"3";"838";"758";"10";"1";"747";"224";"13";"266";"8";"38";"0";"1";"0";"51";"29";"81";"6";"30";"-";"-";"-"
"771001";"771001";"94";"16";"3";"1709";"1521";"6";"4";"1511";"340";"90";"353";"11";"65";"1";"1";"0";"78";"143";"322";"14";"93";"-";"-";"-"
"771002";"771002";"94";"16";"3";"498";"450";"3";"0";"447";"70";"26";"83";"7";"22";"0";"0";"0";"36";"51";"115";"8";"29";"-";"-";"-"
"771003";"771003";"94";"16";"3";"3040";"2693";"26";"3";"2664";"666";"191";"712";"32";"149";"0";"6";"1";"210";"131";"433";"16";"117";"-";"-";"-"
"771004";"771004";"94";"16";"3";"474";"444";"2";"0";"442";"56";"19";"69";"3";"28";"0";"2";"0";"20";"47";"162";"10";"26";"-";"-";"-"
"771005";"771005";"94";"16";"3";"882";"758";"2";"2";"754";"157";"38";"152";"15";"52";"0";"2";"0";"44";"31";"202";"9";"52";"-";"-";"-"
"771006";"771006";"94";"16";"3";"1706";"1539";"9";"0";"1530";"293";"93";"330";"17";"67";"1";"2";"0";"96";"101";"422";"9";"99";"-";"-";"-"
"771007";"771007";"94";"16";"3";"1079";"976";"3";"2";"971";"145";"51";"184";"9";"36";"0";"0";"0";"81";"111";"268";"22";"64";"-";"-";"-"
"771008";"771008";"94";"16";"3";"551";"496";"2";"0";"494";"79";"26";"122";"6";"26";"0";"2";"0";"32";"38";"129";"4";"30";"-";"-";"-"
"773001";"773001";"91";"16";"3";"957";"867";"2";"1";"864";"311";"31";"129";"11";"47";"0";"2";"0";"27";"84";"162";"2";"58";"-";"-";"-"
"773002";"773002";"91";"16";"3";"703";"622";"5";"0";"617";"180";"43";"96";"10";"43";"0";"5";"0";"38";"10";"128";"11";"53";"-";"-";"-"
"773003";"773003";"91";"16";"3";"327";"299";"0";"0";"299";"53";"21";"50";"6";"16";"0";"1";"0";"10";"5";"111";"3";"23";"-";"-";"-"
"773004";"773004";"91";"16";"3";"496";"436";"0";"0";"436";"154";"21";"76";"4";"38";"0";"0";"0";"16";"23";"75";"4";"25";"-";"-";"-"
"773005";"773005";"91";"16";"3";"440";"366";"0";"2";"364";"92";"18";"56";"11";"25";"1";"0";"0";"22";"17";"90";"5";"27";"-";"-";"-"
"773006";"773006";"91";"16";"3";"402";"366";"4";"0";"362";"76";"26";"80";"7";"19";"0";"1";"1";"19";"10";"101";"5";"17";"-";"-";"-"
"773007";"773007";"91";"16";"3";"743";"665";"4";"1";"660";"122";"29";"131";"5";"44";"1";"0";"0";"17";"9";"250";"7";"45";"-";"-";"-"
"773008";"773008";"91";"16";"3";"562";"503";"2";"0";"501";"116";"29";"110";"12";"28";"0";"2";"0";"24";"6";"137";"2";"35";"-";"-";"-"
"773009";"773009";"91";"16";"3";"758";"691";"2";"0";"689";"141";"44";"121";"13";"35";"0";"4";"0";"45";"28";"207";"4";"47";"-";"-";"-"
"773010";"773010";"91";"16";"3";"579";"535";"4";"0";"531";"128";"18";"105";"5";"24";"0";"2";"0";"25";"37";"156";"3";"28";"-";"-";"-"
"773011";"773011";"91";"16";"3";"646";"574";"4";"3";"567";"134";"40";"86";"5";"27";"0";"0";"0";"21";"24";"182";"4";"44";"-";"-";"-"
"773012";"773012";"91";"16";"3";"734";"673";"3";"1";"669";"149";"39";"127";"7";"36";"1";"0";"0";"39";"32";"206";"2";"31";"-";"-";"-"
"773013";"773013";"91";"16";"3";"715";"626";"3";"0";"623";"124";"45";"105";"1";"31";"0";"0";"0";"33";"54";"183";"5";"42";"-";"-";"-"
"773014";"773014";"91";"16";"3";"914";"820";"8";"1";"811";"164";"28";"163";"3";"42";"3";"5";"0";"53";"30";"253";"4";"63";"-";"-";"-"
"773015";"773015";"91";"16";"3";"619";"550";"0";"0";"550";"106";"26";"123";"7";"20";"0";"1";"0";"29";"44";"121";"7";"66";"-";"-";"-"
"773016";"773016";"91";"16";"3";"607";"543";"5";"0";"538";"119";"24";"86";"4";"25";"0";"0";"0";"29";"51";"142";"4";"54";"-";"-";"-"
"773017";"773017";"91";"16";"3";"787";"708";"1";"0";"707";"190";"44";"133";"4";"33";"0";"0";"0";"24";"58";"153";"1";"67";"-";"-";"-"
"773018";"773018";"91";"16";"3";"7243";"6360";"46";"8";"6306";"2583";"266";"1250";"83";"541";"1";"19";"2";"276";"247";"713";"44";"281";"-";"-";"-"
"775001";"775001";"93";"16";"3";"608";"541";"4";"0";"537";"102";"24";"124";"5";"24";"0";"1";"0";"38";"25";"146";"10";"38";"-";"-";"-"
"775002";"775002";"93";"16";"3";"737";"657";"0";"0";"657";"106";"17";"180";"4";"20";"0";"3";"1";"36";"49";"195";"7";"39";"-";"-";"-"
"775003";"775003";"93";"16";"3";"530";"483";"3";"1";"479";"94";"25";"79";"3";"17";"0";"0";"0";"18";"14";"211";"4";"14";"-";"-";"-"
"775004";"775004";"93";"16";"3";"1480";"1321";"5";"2";"1314";"280";"54";"332";"7";"36";"0";"2";"0";"64";"106";"351";"8";"74";"-";"-";"-"
"775005";"775005";"93";"16";"3";"1367";"1255";"10";"0";"1245";"322";"45";"307";"12";"82";"3";"1";"0";"44";"37";"333";"15";"44";"-";"-";"-"
"775006";"775006";"93";"16";"3";"695";"620";"1";"3";"616";"108";"37";"160";"2";"5";"0";"0";"0";"32";"49";"172";"6";"45";"-";"-";"-"
"777001";"777001";"92";"16";"3";"1315";"1157";"20";"1";"1136";"417";"100";"235";"13";"92";"1";"2";"0";"41";"35";"137";"9";"54";"-";"-";"-"
"777002";"777002";"92";"16";"3";"1392";"1246";"8";"2";"1236";"298";"142";"273";"13";"49";"0";"1";"1";"50";"110";"226";"4";"69";"-";"-";"-"
"777003";"777003";"92";"16";"3";"1274";"1107";"11";"3";"1093";"318";"104";"226";"12";"57";"0";"2";"0";"56";"39";"218";"2";"59";"-";"-";"-"
"777004";"777004";"92";"16";"3";"626";"555";"1";"0";"554";"105";"51";"115";"7";"30";"1";"0";"0";"21";"17";"164";"2";"41";"-";"-";"-"
"779005";"779005";"92";"16";"3";"1037";"939";"3";"1";"935";"166";"110";"182";"5";"32";"1";"3";"0";"47";"25";"290";"6";"68";"-";"-";"-"
"779006";"779006";"92";"16";"3";"670";"603";"2";"1";"600";"148";"62";"130";"4";"27";"0";"0";"0";"35";"49";"97";"10";"38";"-";"-";"-"
"779007";"779007";"92";"16";"3";"778";"705";"7";"0";"698";"181";"104";"153";"7";"32";"0";"2";"1";"34";"14";"135";"7";"28";"-";"-";"-"
"779111";"779111";"92";"16";"3";"14859";"13135";"116";"28";"12991";"4832";"1089";"2816";"170";"1336";"7";"67";"7";"634";"405";"1085";"195";"348";"-";"-";"-"
"779114";"779114";"92";"16";"3";"2764";"2552";"14";"2";"2536";"851";"223";"600";"28";"138";"2";"7";"0";"122";"49";"388";"12";"116";"-";"-";"-"
"781001";"781001";"92";"16";"3";"958";"873";"6";"2";"865";"279";"144";"161";"9";"50";"0";"1";"0";"28";"16";"145";"4";"28";"-";"-";"-"
"781002";"781002";"92";"16";"3";"436";"400";"1";"1";"398";"97";"58";"79";"1";"17";"0";"0";"0";"8";"6";"100";"3";"29";"-";"-";"-"
"781004";"781004";"92";"16";"3";"679";"609";"4";"0";"605";"191";"68";"109";"6";"42";"0";"0";"0";"16";"14";"132";"6";"21";"-";"-";"-"
"781005";"781005";"92";"16";"3";"303";"274";"4";"0";"270";"62";"29";"47";"0";"19";"0";"1";"0";"6";"3";"87";"6";"10";"-";"-";"-"
"781006";"781006";"92";"16";"3";"816";"741";"11";"0";"730";"211";"126";"119";"5";"48";"0";"1";"0";"18";"22";"127";"4";"49";"-";"-";"-"
"781008";"781008";"92";"16";"3";"600";"540";"4";"2";"534";"166";"75";"99";"3";"28";"1";"3";"0";"15";"21";"103";"5";"15";"-";"-";"-"
"781009";"781009";"92";"16";"3";"723";"665";"8";"0";"657";"177";"85";"134";"9";"41";"1";"1";"0";"26";"9";"145";"6";"23";"-";"-";"-"
"781010";"781010";"92";"16";"3";"1124";"1027";"9";"2";"1016";"320";"147";"201";"4";"44";"0";"0";"0";"35";"51";"171";"8";"35";"-";"-";"-"
"783001";"783001";"92";"16";"3";"850";"734";"3";"2";"729";"117";"59";"178";"11";"31";"0";"2";"0";"36";"104";"129";"3";"59";"-";"-";"-"
"783002";"783002";"92";"16";"3";"895";"801";"5";"1";"795";"207";"116";"116";"8";"60";"1";"1";"0";"30";"73";"129";"18";"36";"-";"-";"-"
"783003";"783003";"92";"16";"3";"661";"579";"0";"3";"576";"138";"109";"68";"7";"48";"0";"1";"1";"15";"18";"150";"7";"14";"-";"-";"-"
"783004";"783004";"92";"16";"3";"359";"327";"3";"1";"323";"47";"66";"57";"2";"16";"1";"0";"0";"25";"5";"81";"8";"15";"-";"-";"-"
"783005";"783005";"92";"16";"3";"1169";"1042";"12";"3";"1027";"263";"140";"200";"7";"63";"0";"1";"0";"36";"26";"238";"11";"42";"-";"-";"-"
"783006";"783006";"92";"16";"3";"1370";"1217";"8";"7";"1202";"405";"124";"256";"13";"74";"0";"3";"1";"54";"37";"198";"8";"29";"-";"-";"-"
"785001";"785001";"90";"16";"3";"2031";"1816";"9";"3";"1804";"371";"57";"445";"23";"55";"0";"4";"0";"82";"177";"423";"20";"147";"-";"-";"-"
"785002";"785002";"90";"16";"3";"2676";"2388";"3";"1";"2384";"530";"75";"621";"34";"84";"1";"14";"2";"144";"238";"489";"18";"134";"-";"-";"-"
"785003";"785003";"90";"16";"3";"1572";"1414";"11";"0";"1403";"291";"72";"300";"21";"83";"0";"0";"0";"86";"158";"296";"14";"82";"-";"-";"-"
"785004";"785004";"90";"16";"3";"1726";"1528";"2";"1";"1525";"323";"31";"354";"18";"46";"0";"9";"0";"73";"245";"338";"4";"84";"-";"-";"-"
"785005";"785005";"90";"16";"3";"1241";"1123";"4";"0";"1119";"215";"34";"251";"18";"62";"1";"2";"0";"75";"127";"259";"8";"67";"-";"-";"-"
"787001";"787001";"90";"16";"3";"6811";"5975";"32";"11";"5932";"2210";"233";"1333";"83";"439";"1";"23";"0";"224";"318";"839";"67";"162";"-";"-";"-"
"787002";"787002";"90";"16";"3";"1024";"920";"10";"4";"906";"252";"38";"206";"6";"41";"0";"1";"0";"40";"124";"129";"15";"54";"-";"-";"-"
"787003";"787003";"90";"16";"3";"877";"798";"4";"1";"793";"146";"21";"160";"14";"46";"2";"1";"0";"35";"72";"255";"6";"35";"-";"-";"-"
"787004";"787004";"90";"16";"3";"916";"808";"2";"1";"805";"178";"41";"205";"12";"30";"1";"4";"0";"29";"89";"166";"23";"27";"-";"-";"-"
"787005";"787005";"90";"16";"3";"607";"498";"0";"1";"497";"147";"13";"84";"10";"17";"0";"0";"1";"40";"20";"115";"7";"43";"-";"-";"-"
"787006";"787006";"90";"16";"3";"1266";"1149";"0";"1";"1148";"235";"39";"280";"12";"40";"0";"1";"0";"53";"171";"246";"12";"59";"-";"-";"-"
"787007";"787007";"90";"16";"3";"872";"792";"2";"0";"790";"144";"48";"202";"13";"54";"0";"3";"0";"37";"31";"227";"6";"25";"-";"-";"-"
"787008";"787008";"90";"16";"3";"1139";"1040";"3";"1";"1036";"212";"71";"228";"12";"60";"0";"3";"0";"56";"47";"274";"18";"55";"-";"-";"-"
"787009";"787009";"90";"16";"3";"568";"520";"0";"0";"520";"72";"27";"123";"4";"20";"0";"0";"0";"19";"88";"120";"8";"39";"-";"-";"-"
"787010";"787010";"90";"16";"3";"1844";"1618";"5";"5";"1608";"430";"74";"356";"31";"57";"0";"1";"0";"71";"160";"316";"12";"100";"-";"-";"-"
"787011";"787011";"90";"16";"3";"377";"349";"0";"0";"349";"50";"9";"57";"2";"14";"0";"1";"0";"27";"51";"97";"9";"32";"-";"-";"-"
"787012";"787012";"90";"16";"3";"2949";"2715";"14";"3";"2698";"736";"148";"699";"46";"152";"0";"2";"0";"139";"152";"485";"26";"113";"-";"-";"-"
"787013";"787013";"90";"16";"3";"372";"324";"3";"0";"321";"58";"11";"55";"6";"30";"0";"3";"0";"21";"37";"64";"10";"26";"-";"-";"-"
"787014";"787014";"90";"16";"3";"528";"488";"1";"1";"486";"70";"15";"108";"3";"21";"0";"0";"0";"32";"50";"162";"4";"21";"-";"-";"-"
"787015";"787015";"90";"16";"3";"1097";"957";"6";"0";"951";"248";"52";"159";"18";"63";"0";"5";"0";"28";"36";"270";"21";"51";"-";"-";"-"
"787016";"787016";"90";"16";"3";"942";"830";"2";"1";"827";"213";"20";"184";"19";"30";"0";"1";"0";"30";"35";"224";"2";"69";"-";"-";"-"
"789001";"789001";"93";"16";"3";"652";"600";"7";"1";"592";"160";"36";"152";"8";"28";"0";"0";"0";"32";"24";"127";"4";"21";"-";"-";"-"
"789002";"789002";"93";"16";"3";"340";"309";"5";"0";"304";"72";"7";"61";"3";"14";"0";"0";"0";"17";"12";"103";"3";"12";"-";"-";"-"
"789003";"789003";"93";"16";"3";"393";"358";"1";"1";"356";"106";"23";"57";"3";"20";"0";"3";"1";"16";"8";"100";"6";"13";"-";"-";"-"
"789004";"789004";"93";"16";"3";"698";"648";"0";"3";"645";"122";"25";"150";"11";"36";"0";"0";"0";"35";"19";"209";"4";"34";"-";"-";"-"
"789005";"789005";"93";"16";"3";"660";"621";"6";"1";"614";"117";"34";"131";"6";"36";"0";"1";"0";"38";"39";"180";"4";"28";"-";"-";"-"
"789006";"789006";"93";"16";"3";"383";"351";"3";"1";"347";"95";"28";"64";"3";"12";"0";"0";"0";"21";"9";"90";"4";"21";"-";"-";"-"
"789007";"789007";"93";"16";"3";"613";"532";"2";"1";"529";"118";"31";"93";"5";"18";"0";"1";"0";"22";"23";"190";"7";"21";"-";"-";"-"
"789008";"789008";"93";"16";"3";"675";"609";"2";"0";"607";"117";"39";"137";"11";"29";"0";"0";"0";"34";"54";"153";"3";"30";"-";"-";"-"
"789009";"789009";"93";"16";"3";"381";"342";"5";"1";"336";"53";"24";"61";"3";"10";"0";"0";"0";"17";"11";"122";"4";"31";"-";"-";"-"
"789010";"789010";"93";"16";"3";"1094";"1010";"4";"3";"1003";"192";"59";"239";"9";"32";"0";"0";"0";"60";"62";"287";"7";"56";"-";"-";"-"
"791001";"791001";"93";"16";"3";"19291";"16950";"113";"29";"16808";"5531";"799";"4207";"195";"1722";"6";"89";"4";"940";"554";"1932";"254";"575";"-";"-";"-"
"791002";"791002";"93";"16";"3";"2217";"2048";"12";"3";"2033";"395";"106";"494";"19";"166";"1";"4";"0";"105";"60";"580";"19";"84";"-";"-";"-"
"791003";"791003";"93";"16";"3";"2214";"1895";"2";"1";"1892";"386";"126";"460";"29";"183";"0";"11";"0";"95";"68";"406";"49";"79";"-";"-";"-"
"791102";"791102";"93";"16";"3";"5467";"4922";"33";"6";"4883";"1086";"312";"1337";"56";"389";"0";"13";"0";"315";"186";"948";"86";"155";"-";"-";"-"
"793001";"793001";"93";"16";"3";"1737";"1546";"10";"1";"1535";"459";"64";"384";"11";"53";"0";"1";"0";"107";"144";"236";"10";"66";"-";"-";"-"
"793004";"793004";"93";"16";"3";"679";"612";"1";"0";"611";"130";"19";"135";"4";"22";"0";"0";"0";"26";"78";"165";"6";"26";"-";"-";"-"
"793005";"793005";"93";"16";"3";"560";"507";"3";"0";"504";"156";"16";"86";"5";"22";"0";"0";"0";"25";"72";"103";"3";"16";"-";"-";"-"
"793006";"793006";"93";"16";"3";"416";"377";"1";"0";"376";"56";"18";"89";"5";"2";"0";"3";"0";"32";"28";"115";"1";"27";"-";"-";"-"
