"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1979 - Stemmeberettigede";"FV1979 - Afgivne stemmer";"FV1979 - Blanke stemmer";"FV1979 - Andre ugyldige stemmer";"FV1979 - Gyldige stemmer";"FV1979 - A. Socialdemokratiet";"FV1979 - B. Det Radikale Venstre";"FV1979 - C. Det Konservative Folkeparti";"FV1979 - E. Danmarks Retsforbund";"FV1979 - F. Socialistisk Folkeparti";"FV1979 - K. Danmarks Kommunistiske Parti";"FV1979 - M. Centrum-Demokraterne";"FV1979 - Q. Kristeligt Folkeparti";"FV1979 - R. Arbejderpartiet KAP";"FV1979 - V. Venstre, Danmarks Liberale Parti";"FV1979 - Y. Venstresocialisterne";"FV1979 - Z. Fremskridtspartiet";"FV1979 - 1. Uden for partierne";"FV1979 - 2. Uden for partierne"
"423006";"423006";"55";"10";"2";"760";"652";"5";"1";"646";"187";"73";"51";"17";"13";"9";"18";"9";"0";"149";"11";"109";"-";"-"
"425001";"425001";"58";"10";"2";"1493";"1298";"17";"1";"1280";"406";"81";"122";"25";"46";"18";"58";"14";"2";"297";"30";"181";"-";"-"
"425002";"425002";"58";"10";"2";"1240";"1077";"6";"2";"1069";"366";"75";"122";"29";"40";"14";"42";"7";"2";"179";"24";"169";"-";"-"
"425003";"425003";"58";"10";"2";"1080";"919";"6";"2";"911";"303";"52";"119";"16";"29";"8";"39";"18";"0";"171";"12";"144";"-";"-"
"425004";"425004";"58";"10";"2";"945";"807";"3";"1";"803";"227";"65";"61";"19";"33";"7";"26";"7";"0";"227";"18";"113";"-";"-"
"427001";"427001";"56";"10";"2";"520";"408";"6";"2";"400";"112";"33";"15";"12";"8";"6";"17";"3";"2";"115";"14";"63";"-";"-"
"427002";"427002";"56";"10";"2";"1094";"982";"5";"2";"975";"408";"38";"74";"16";"43";"16";"32";"18";"3";"158";"13";"156";"-";"-"
"427003";"427003";"56";"10";"2";"415";"355";"6";"1";"348";"86";"22";"20";"2";"10";"4";"8";"12";"0";"129";"13";"42";"-";"-"
"427004";"427004";"56";"10";"2";"918";"777";"4";"3";"770";"225";"46";"89";"26";"65";"8";"18";"2";"4";"166";"60";"61";"-";"-"
"427005";"427005";"56";"10";"2";"1481";"1254";"8";"0";"1246";"546";"56";"93";"33";"41";"15";"40";"19";"4";"210";"30";"159";"-";"-"
"427006";"427006";"56";"10";"2";"727";"653";"8";"0";"645";"217";"40";"69";"26";"23";"8";"20";"8";"0";"107";"16";"111";"-";"-"
"427007";"427007";"56";"10";"2";"824";"698";"11";"1";"686";"191";"39";"69";"18";"25";"6";"22";"5";"2";"174";"16";"119";"-";"-"
"427008";"427008";"56";"10";"2";"513";"449";"2";"0";"447";"147";"25";"41";"16";"11";"3";"14";"2";"1";"110";"9";"68";"-";"-"
"429001";"429001";"54";"10";"2";"260";"233";"0";"0";"233";"53";"21";"26";"11";"6";"1";"12";"1";"0";"52";"3";"47";"-";"-"
"429002";"429002";"54";"10";"2";"1209";"1069";"8";"1";"1060";"371";"79";"156";"31";"25";"7";"59";"13";"2";"146";"4";"167";"-";"-"
"429003";"429003";"54";"10";"2";"354";"311";"6";"0";"305";"85";"34";"26";"5";"12";"4";"9";"8";"2";"84";"3";"33";"-";"-"
"429004";"429004";"54";"10";"2";"363";"314";"0";"1";"313";"80";"17";"45";"7";"11";"2";"15";"0";"3";"66";"3";"64";"-";"-"
"429005";"429005";"54";"10";"2";"194";"160";"2";"0";"158";"61";"6";"9";"4";"4";"4";"5";"0";"0";"38";"4";"23";"-";"-"
"429006";"429006";"54";"10";"2";"1766";"1488";"11";"1";"1476";"613";"132";"141";"28";"46";"23";"37";"21";"1";"210";"13";"211";"-";"-"
"429007";"429007";"54";"10";"2";"1566";"1316";"12";"3";"1301";"394";"149";"125";"23";"23";"7";"42";"28";"4";"246";"10";"250";"-";"-"
"429008";"429008";"54";"10";"2";"675";"591";"7";"0";"584";"179";"66";"55";"5";"9";"4";"19";"14";"1";"121";"13";"98";"-";"-"
"429009";"429009";"54";"10";"2";"700";"600";"4";"0";"596";"195";"80";"59";"15";"10";"4";"8";"4";"0";"98";"13";"110";"-";"-"
"429010";"429010";"54";"10";"2";"373";"316";"4";"1";"311";"81";"20";"25";"3";"9";"3";"4";"11";"0";"112";"3";"40";"-";"-"
"431001";"431001";"58";"10";"2";"97";"73";"0";"0";"73";"10";"5";"14";"1";"3";"2";"5";"0";"0";"28";"0";"5";"-";"-"
"431002";"431002";"58";"10";"2";"1470";"1233";"6";"3";"1224";"440";"66";"140";"31";"41";"7";"41";"10";"2";"250";"26";"170";"-";"-"
"431003";"431003";"58";"10";"2";"358";"307";"2";"0";"305";"73";"21";"39";"14";"12";"4";"18";"3";"0";"66";"13";"42";"-";"-"
"431004";"431004";"58";"10";"2";"534";"462";"0";"0";"462";"160";"31";"39";"19";"25";"6";"19";"6";"0";"92";"11";"54";"-";"-"
"431005";"431005";"58";"10";"2";"512";"445";"6";"1";"438";"145";"15";"74";"6";"18";"6";"16";"3";"0";"78";"2";"75";"-";"-"
"431006";"431006";"58";"10";"2";"3614";"3025";"18";"9";"2998";"1344";"150";"403";"80";"124";"58";"129";"31";"4";"343";"58";"274";"-";"-"
"431007";"431007";"58";"10";"2";"1165";"933";"8";"1";"924";"294";"68";"83";"32";"38";"12";"36";"28";"0";"209";"17";"107";"-";"-"
"431008";"431008";"58";"10";"2";"487";"410";"2";"0";"408";"101";"36";"22";"8";"11";"2";"16";"5";"2";"121";"13";"71";"-";"-"
"431009";"431009";"58";"10";"2";"157";"121";"2";"0";"119";"15";"2";"16";"0";"1";"1";"6";"2";"1";"55";"4";"16";"-";"-"
"431010";"431010";"58";"10";"2";"804";"683";"7";"1";"675";"207";"35";"85";"25";"28";"4";"23";"11";"0";"150";"8";"99";"-";"-"
"431011";"431011";"58";"10";"2";"1438";"1278";"8";"2";"1268";"490";"79";"138";"26";"45";"12";"67";"23";"2";"198";"17";"171";"-";"-"
"431012";"431012";"58";"10";"2";"894";"772";"4";"2";"766";"228";"68";"90";"24";"24";"13";"27";"12";"6";"123";"19";"132";"-";"-"
"431013";"431013";"58";"10";"2";"299";"267";"2";"0";"265";"59";"17";"20";"5";"12";"0";"9";"2";"0";"82";"5";"54";"-";"-"
"431014";"431014";"58";"10";"2";"491";"371";"1";"1";"369";"110";"31";"26";"17";"16";"1";"7";"5";"2";"102";"1";"51";"-";"-"
"431102";"431102";"58";"10";"2";"321";"278";"2";"0";"276";"68";"16";"51";"4";"4";"4";"17";"6";"0";"62";"10";"34";"-";"-"
"431110";"431110";"58";"10";"2";"277";"246";"0";"0";"246";"42";"24";"27";"11";"15";"5";"6";"1";"0";"64";"12";"39";"-";"-"
"431111";"431111";"58";"10";"2";"32";"25";"0";"0";"25";"0";"0";"5";"0";"0";"0";"1";"0";"0";"12";"0";"7";"-";"-"
"431113";"431113";"58";"10";"2";"174";"137";"0";"0";"137";"23";"14";"4";"6";"1";"1";"6";"0";"0";"45";"12";"25";"-";"-"
"433001";"433001";"54";"10";"2";"829";"715";"3";"0";"712";"226";"55";"79";"10";"30";"5";"14";"14";"1";"170";"21";"87";"-";"-"
"433002";"433002";"54";"10";"2";"1611";"1432";"12";"2";"1418";"599";"103";"205";"29";"48";"14";"39";"18";"2";"176";"29";"156";"-";"-"
"433003";"433003";"54";"10";"2";"931";"788";"11";"0";"777";"232";"40";"85";"9";"34";"5";"25";"19";"4";"178";"18";"128";"-";"-"
"433004";"433004";"54";"10";"2";"275";"246";"0";"0";"246";"86";"18";"26";"4";"10";"0";"6";"2";"0";"52";"6";"36";"-";"-"
"433005";"433005";"54";"10";"2";"441";"376";"1";"0";"375";"94";"27";"28";"13";"12";"8";"6";"8";"1";"83";"8";"87";"-";"-"
"433105";"433105";"54";"10";"2";"177";"155";"2";"0";"153";"38";"13";"18";"2";"0";"0";"2";"3";"0";"46";"4";"27";"-";"-"
"435001";"435001";"56";"10";"2";"903";"753";"6";"3";"744";"196";"36";"64";"30";"30";"9";"25";"9";"1";"203";"22";"119";"-";"-"
"435002";"435002";"56";"10";"2";"199";"180";"3";"1";"176";"42";"9";"13";"6";"8";"3";"4";"2";"0";"49";"10";"30";"-";"-"
"435003";"435003";"56";"10";"2";"794";"672";"4";"1";"667";"212";"29";"63";"17";"31";"15";"26";"11";"2";"138";"16";"107";"-";"-"
"435004";"435004";"56";"10";"2";"290";"246";"0";"0";"246";"68";"10";"16";"7";"16";"0";"7";"3";"0";"72";"10";"37";"-";"-"
"435005";"435005";"56";"10";"2";"754";"624";"5";"0";"619";"190";"20";"68";"28";"31";"4";"16";"9";"2";"139";"13";"99";"-";"-"
"435006";"435006";"56";"10";"2";"382";"318";"2";"1";"315";"98";"18";"34";"1";"6";"1";"3";"1";"1";"99";"6";"47";"-";"-"
"435007";"435007";"56";"10";"2";"494";"418";"1";"0";"417";"113";"18";"43";"12";"16";"4";"5";"13";"1";"134";"6";"52";"-";"-"
"435008";"435008";"56";"10";"2";"441";"378";"3";"1";"374";"120";"16";"40";"9";"12";"7";"12";"9";"1";"68";"5";"75";"-";"-"
"435009";"435009";"56";"10";"2";"485";"416";"0";"0";"416";"120";"16";"33";"46";"24";"7";"8";"6";"2";"73";"13";"68";"-";"-"
"437001";"437001";"58";"10";"2";"715";"615";"5";"1";"609";"177";"30";"53";"12";"19";"7";"20";"61";"2";"160";"6";"62";"-";"-"
"437002";"437002";"58";"10";"2";"2324";"1916";"18";"6";"1892";"637";"108";"268";"16";"52";"20";"54";"35";"3";"400";"21";"278";"-";"-"
"437003";"437003";"58";"10";"2";"620";"535";"5";"0";"530";"133";"50";"39";"8";"18";"10";"24";"7";"1";"116";"13";"111";"-";"-"
"439002";"439002";"53";"10";"2";"313";"299";"2";"0";"297";"105";"12";"16";"9";"31";"5";"4";"1";"0";"82";"1";"31";"-";"-"
"439003";"439003";"53";"10";"2";"699";"634";"2";"1";"631";"221";"55";"66";"10";"32";"3";"11";"4";"0";"158";"13";"58";"-";"-"
"439004";"439004";"53";"10";"2";"268";"243";"0";"0";"243";"93";"18";"20";"7";"16";"0";"9";"0";"1";"46";"11";"22";"-";"-"
"439005";"439005";"53";"10";"2";"408";"370";"6";"0";"364";"121";"33";"38";"9";"22";"4";"12";"3";"0";"69";"5";"48";"-";"-"
"439006";"439006";"53";"10";"2";"410";"344";"4";"0";"340";"92";"36";"26";"3";"23";"3";"10";"3";"0";"110";"7";"27";"-";"-"
"439007";"439007";"53";"10";"2";"351";"302";"1";"0";"301";"93";"26";"21";"3";"38";"2";"12";"2";"0";"86";"2";"16";"-";"-"
"439008";"439008";"53";"10";"2";"654";"576";"4";"0";"572";"141";"44";"59";"24";"32";"9";"18";"7";"2";"131";"20";"85";"-";"-"
"439009";"439009";"53";"10";"2";"820";"712";"4";"0";"708";"246";"42";"82";"17";"41";"9";"22";"11";"3";"106";"17";"112";"-";"-"
"439101";"439101";"53";"10";"2";"3634";"3170";"18";"1";"3151";"1197";"184";"515";"58";"250";"62";"131";"45";"10";"268";"54";"377";"-";"-"
"441001";"441001";"53";"10";"2";"790";"692";"4";"1";"687";"211";"44";"104";"14";"33";"3";"31";"17";"0";"117";"19";"94";"-";"-"
"441002";"441002";"53";"10";"2";"1092";"947";"6";"1";"940";"355";"57";"113";"22";"27";"7";"29";"17";"4";"124";"11";"174";"-";"-"
"441003";"441003";"53";"10";"2";"360";"312";"2";"0";"310";"93";"17";"39";"5";"17";"3";"7";"5";"1";"60";"6";"57";"-";"-"
"441004";"441004";"53";"10";"2";"1721";"1499";"9";"2";"1488";"665";"83";"146";"36";"94";"22";"45";"22";"1";"139";"19";"216";"-";"-"
"443001";"443001";"58";"10";"2";"2609";"2024";"9";"12";"2003";"511";"51";"504";"68";"73";"14";"130";"52";"2";"278";"33";"287";"-";"-"
"443002";"443002";"58";"10";"2";"384";"295";"0";"1";"294";"58";"7";"77";"9";"12";"2";"21";"12";"0";"42";"10";"44";"-";"-"
"445001";"445001";"54";"10";"2";"5374";"4574";"31";"7";"4536";"2266";"333";"528";"82";"225";"83";"126";"87";"8";"322";"105";"371";"-";"-"
"445002";"445002";"54";"10";"2";"3243";"2946";"21";"4";"2921";"1343";"234";"332";"81";"154";"30";"113";"49";"7";"254";"44";"280";"-";"-"
"445003";"445003";"54";"10";"2";"1266";"1105";"11";"1";"1093";"353";"109";"127";"17";"39";"14";"33";"18";"2";"234";"12";"135";"-";"-"
"445005";"445005";"54";"10";"2";"981";"862";"6";"1";"855";"230";"84";"82";"14";"28";"12";"27";"65";"2";"189";"10";"112";"-";"-"
"445006";"445006";"54";"10";"2";"2247";"2020";"18";"2";"2000";"617";"161";"355";"59";"117";"27";"91";"46";"3";"231";"45";"248";"-";"-"
"447001";"447001";"53";"10";"2";"3926";"3273";"25";"6";"3242";"1619";"145";"221";"114";"336";"85";"68";"15";"19";"206";"103";"311";"-";"-"
"449001";"449001";"56";"10";"2";"744";"660";"4";"1";"655";"222";"37";"70";"11";"32";"8";"31";"10";"2";"133";"16";"83";"-";"-"
"449002";"449002";"56";"10";"2";"5171";"4363";"38";"4";"4321";"2065";"221";"517";"110";"488";"59";"139";"60";"6";"246";"103";"307";"-";"-"
"449003";"449003";"56";"10";"2";"5698";"4837";"43";"12";"4782";"2155";"202";"583";"127";"469";"97";"155";"75";"17";"304";"156";"442";"-";"-"
"449004";"449004";"56";"10";"2";"1021";"900";"4";"1";"895";"315";"44";"100";"36";"50";"8";"27";"16";"0";"144";"17";"138";"-";"-"
"449101";"449101";"56";"10";"2";"469";"416";"2";"0";"414";"113";"16";"36";"13";"21";"2";"15";"1";"1";"131";"16";"49";"-";"-"
"449103";"449103";"56";"10";"2";"218";"187";"1";"0";"186";"65";"10";"21";"4";"8";"1";"6";"2";"1";"26";"10";"32";"-";"-"
"449107";"449107";"56";"10";"2";"349";"296";"7";"0";"289";"99";"9";"31";"3";"16";"2";"8";"3";"1";"66";"7";"44";"-";"-"
"451001";"451001";"54";"10";"2";"1947";"1688";"7";"1";"1680";"674";"163";"180";"36";"78";"15";"72";"28";"4";"215";"38";"177";"-";"-"
"451002";"451002";"54";"10";"2";"945";"822";"10";"1";"811";"205";"141";"76";"16";"33";"3";"29";"11";"2";"159";"16";"120";"-";"-"
"451003";"451003";"54";"10";"2";"328";"300";"3";"1";"296";"106";"42";"19";"6";"6";"1";"10";"2";"0";"57";"4";"43";"-";"-"
"451004";"451004";"54";"10";"2";"345";"310";"2";"1";"307";"88";"37";"18";"5";"9";"4";"7";"5";"0";"85";"9";"40";"-";"-"
"451005";"451005";"54";"10";"2";"244";"199";"0";"0";"199";"64";"26";"12";"3";"5";"1";"6";"2";"0";"49";"4";"27";"-";"-"
"461001";"461001";"50";"10";"2";"7227";"5835";"28";"8";"5799";"3064";"181";"508";"140";"480";"207";"113";"87";"25";"211";"284";"499";"-";"-"
"461002";"461002";"50";"10";"2";"7133";"6127";"33";"4";"6090";"3586";"211";"426";"157";"519";"175";"102";"60";"15";"190";"230";"419";"-";"-"
"461003";"461003";"50";"10";"2";"3483";"2988";"14";"3";"2971";"1771";"104";"227";"74";"235";"89";"57";"33";"8";"79";"83";"211";"-";"-"
"461004";"461004";"50";"10";"2";"8415";"7099";"32";"3";"7064";"3247";"279";"1173";"192";"433";"132";"223";"153";"19";"426";"234";"553";"-";"-"
"461005";"461005";"50";"10";"2";"5285";"4296";"21";"4";"4271";"2393";"172";"338";"118";"366";"134";"91";"44";"24";"139";"148";"304";"-";"-"
"461006";"461006";"50";"10";"2";"1886";"1678";"9";"1";"1668";"710";"106";"217";"51";"116";"14";"63";"23";"7";"130";"36";"195";"-";"-"
"461007";"461007";"50";"10";"2";"1844";"1638";"11";"0";"1627";"788";"99";"162";"35";"110";"21";"49";"19";"3";"127";"38";"176";"-";"-"
"461008";"461008";"50";"10";"2";"376";"340";"2";"0";"338";"86";"21";"67";"6";"23";"3";"14";"1";"0";"85";"4";"28";"-";"-"
"461009";"461009";"50";"10";"2";"1053";"968";"4";"0";"964";"340";"55";"148";"27";"40";"24";"67";"18";"5";"123";"24";"93";"-";"-"
"461010";"461010";"50";"10";"2";"294";"254";"2";"0";"252";"87";"16";"29";"6";"13";"0";"10";"2";"0";"36";"4";"49";"-";"-"
"461011";"461011";"51";"10";"2";"5585";"4477";"26";"8";"4443";"1999";"137";"564";"97";"401";"125";"85";"73";"30";"199";"345";"388";"-";"-"
"461012";"461012";"51";"10";"2";"9375";"7879";"34";"11";"7834";"4534";"256";"541";"249";"784";"239";"152";"58";"36";"259";"302";"424";"-";"-"
"461013";"461013";"51";"10";"2";"790";"674";"5";"2";"667";"229";"44";"59";"9";"29";"0";"18";"13";"1";"156";"34";"75";"-";"-"
"461014";"461014";"51";"10";"2";"3748";"3120";"25";"0";"3095";"1547";"144";"284";"63";"205";"55";"93";"35";"10";"255";"60";"344";"-";"-"
"461015";"461015";"51";"10";"2";"346";"313";"0";"1";"312";"100";"18";"30";"7";"12";"1";"9";"6";"2";"54";"6";"67";"-";"-"
"461016";"461016";"51";"10";"2";"988";"873";"8";"0";"865";"370";"43";"99";"23";"69";"10";"28";"20";"3";"77";"18";"105";"-";"-"
"461017";"461017";"51";"10";"2";"4880";"4285";"27";"1";"4257";"1896";"222";"538";"152";"317";"68";"148";"42";"9";"272";"158";"435";"-";"-"
"461018";"461018";"51";"10";"2";"4761";"4228";"28";"6";"4194";"1634";"256";"725";"107";"221";"55";"184";"65";"13";"407";"80";"447";"-";"-"
"461019";"461019";"51";"10";"2";"2470";"2069";"9";"1";"2059";"821";"140";"285";"56";"106";"22";"78";"24";"6";"246";"49";"226";"-";"-"
"461020";"461020";"51";"10";"2";"2992";"2630";"21";"4";"2605";"1003";"144";"360";"131";"174";"30";"102";"25";"4";"256";"57";"319";"-";"-"
"461021";"461021";"51";"10";"2";"1627";"1366";"13";"1";"1352";"483";"80";"166";"35";"85";"13";"44";"31";"6";"192";"32";"185";"-";"-"
"461022";"461022";"51";"10";"2";"518";"435";"3";"0";"432";"128";"18";"49";"16";"13";"8";"11";"6";"0";"76";"21";"86";"-";"-"
"461023";"461023";"52";"10";"2";"7306";"5857";"34";"14";"5809";"2281";"247";"872";"115";"522";"133";"149";"132";"24";"367";"524";"443";"-";"-"
"461024";"461024";"52";"10";"2";"5168";"4630";"36";"2";"4592";"926";"260";"1392";"147";"311";"63";"249";"105";"11";"477";"202";"449";"-";"-"
"461025";"461025";"52";"10";"2";"4845";"4210";"25";"7";"4178";"1759";"210";"592";"97";"454";"68";"129";"59";"24";"263";"210";"313";"-";"-"
"461026";"461026";"52";"10";"2";"7356";"6396";"39";"6";"6351";"2549";"365";"1015";"178";"436";"68";"267";"109";"12";"546";"152";"654";"-";"-"
"461027";"461027";"52";"10";"2";"354";"315";"3";"0";"312";"99";"24";"43";"11";"11";"3";"13";"3";"0";"58";"10";"37";"-";"-"
"461028";"461028";"52";"10";"2";"2514";"2256";"14";"2";"2240";"595";"167";"499";"50";"93";"13";"148";"36";"7";"309";"37";"286";"-";"-"
"461029";"461029";"52";"10";"2";"5165";"4456";"25";"7";"4424";"1735";"219";"707";"132";"306";"76";"181";"107";"14";"371";"133";"443";"-";"-"
"461030";"461030";"52";"10";"2";"5594";"4882";"26";"9";"4847";"2065";"253";"709";"135";"327";"78";"193";"48";"13";"366";"157";"503";"-";"-"
"461031";"461031";"52";"10";"2";"2220";"1955";"8";"5";"1942";"519";"119";"379";"47";"148";"30";"104";"23";"7";"261";"73";"232";"-";"-"
"461032";"461032";"52";"10";"2";"706";"631";"6";"0";"625";"150";"51";"86";"9";"12";"3";"29";"8";"1";"158";"12";"106";"-";"-"
"461033";"461033";"52";"10";"2";"1707";"1551";"9";"1";"1541";"611";"143";"189";"46";"119";"8";"56";"9";"2";"164";"28";"166";"-";"-"
"461034";"461034";"52";"10";"2";"539";"469";"3";"0";"466";"165";"37";"61";"17";"16";"1";"9";"6";"0";"87";"12";"55";"-";"-"
"461035";"461035";"50";"10";"2";"6055";"4632";"19";"5";"4608";"2718";"119";"222";"109";"460";"188";"81";"43";"31";"89";"217";"331";"-";"-"
"471001";"471001";"55";"10";"2";"603";"533";"3";"0";"530";"160";"30";"50";"10";"13";"5";"13";"5";"0";"153";"10";"81";"-";"-"
"471002";"471002";"55";"10";"2";"928";"781";"4";"0";"777";"250";"70";"56";"10";"33";"6";"20";"21";"2";"181";"12";"116";"-";"-"
"471003";"471003";"55";"10";"2";"569";"493";"5";"1";"487";"129";"29";"62";"8";"21";"7";"20";"13";"0";"106";"21";"71";"-";"-"
"471004";"471004";"55";"10";"2";"675";"540";"0";"0";"540";"180";"48";"46";"8";"13";"1";"9";"6";"2";"137";"15";"75";"-";"-"
"471007";"471007";"55";"10";"2";"554";"483";"1";"0";"482";"122";"37";"32";"7";"11";"0";"8";"4";"1";"184";"6";"70";"-";"-"
"471008";"471008";"55";"10";"2";"709";"611";"6";"1";"604";"186";"70";"36";"11";"32";"5";"15";"8";"1";"136";"21";"83";"-";"-"
"471009";"471009";"55";"10";"2";"626";"556";"4";"0";"552";"181";"44";"56";"9";"16";"5";"18";"8";"0";"142";"2";"71";"-";"-"
"471010";"471010";"55";"10";"2";"411";"333";"1";"0";"332";"121";"24";"23";"5";"11";"2";"2";"4";"2";"81";"2";"55";"-";"-"
"471106";"471106";"55";"10";"2";"2854";"2425";"18";"0";"2407";"986";"201";"246";"41";"94";"23";"101";"33";"3";"352";"37";"290";"-";"-"
"473001";"473001";"58";"10";"2";"4720";"4155";"32";"9";"4114";"1321";"299";"525";"84";"198";"39";"132";"62";"12";"806";"105";"531";"-";"-"
"473002";"473002";"58";"10";"2";"545";"485";"5";"1";"479";"100";"19";"46";"15";"30";"5";"17";"11";"0";"136";"11";"89";"-";"-"
"473003";"473003";"58";"10";"2";"689";"589";"5";"0";"584";"168";"22";"77";"13";"15";"4";"20";"7";"1";"144";"7";"106";"-";"-"
"473004";"473004";"58";"10";"2";"252";"223";"1";"2";"220";"50";"20";"24";"2";"7";"5";"7";"10";"0";"60";"1";"34";"-";"-"
"473005";"473005";"58";"10";"2";"755";"639";"4";"1";"634";"203";"41";"50";"17";"15";"10";"16";"6";"4";"156";"9";"107";"-";"-"
"473006";"473006";"58";"10";"2";"477";"401";"1";"0";"400";"105";"14";"37";"9";"12";"4";"21";"1";"1";"130";"3";"63";"-";"-"
"473007";"473007";"58";"10";"2";"375";"319";"4";"1";"314";"87";"25";"25";"6";"16";"8";"14";"4";"1";"82";"11";"35";"-";"-"
"473008";"473008";"58";"10";"2";"233";"216";"2";"0";"214";"35";"15";"24";"5";"6";"0";"6";"5";"1";"84";"4";"29";"-";"-"
"475001";"475001";"57";"10";"2";"3128";"2636";"21";"2";"2613";"1219";"149";"301";"44";"182";"39";"51";"58";"5";"221";"58";"286";"-";"-"
"475002";"475002";"57";"10";"2";"613";"548";"8";"0";"540";"170";"38";"58";"9";"29";"4";"21";"17";"1";"108";"6";"79";"-";"-"
"475003";"475003";"57";"10";"2";"525";"446";"2";"0";"444";"145";"28";"28";"12";"29";"8";"10";"9";"1";"94";"6";"74";"-";"-"
"475004";"475004";"57";"10";"2";"849";"678";"7";"0";"671";"247";"60";"58";"9";"27";"6";"29";"10";"1";"130";"9";"85";"-";"-"
"475005";"475005";"57";"10";"2";"199";"183";"0";"1";"182";"45";"18";"4";"2";"9";"3";"6";"5";"0";"69";"7";"14";"-";"-"
"477001";"477001";"56";"10";"2";"1680";"1433";"12";"2";"1419";"449";"120";"132";"40";"61";"7";"30";"22";"2";"325";"42";"189";"-";"-"
"477002";"477002";"56";"10";"2";"1633";"1422";"3";"4";"1415";"459";"114";"129";"40";"74";"8";"55";"33";"6";"248";"35";"214";"-";"-"
"477003";"477003";"56";"10";"2";"1644";"1401";"11";"3";"1387";"418";"112";"129";"22";"50";"7";"76";"11";"5";"313";"37";"207";"-";"-"
"479001";"479001";"57";"10";"2";"6015";"4895";"35";"18";"4842";"2033";"192";"578";"138";"378";"128";"157";"73";"18";"436";"242";"469";"-";"-"
"479002";"479002";"57";"10";"2";"2929";"2508";"16";"8";"2484";"1397";"85";"199";"84";"179";"32";"54";"31";"5";"138";"56";"224";"-";"-"
"479003";"479003";"57";"10";"2";"4441";"3677";"31";"11";"3635";"1743";"128";"407";"128";"243";"40";"86";"46";"9";"348";"98";"359";"-";"-"
"479004";"479004";"57";"10";"2";"911";"728";"4";"0";"724";"184";"38";"61";"20";"29";"0";"14";"6";"7";"171";"14";"180";"-";"-"
"479005";"479005";"57";"10";"2";"2603";"2232";"16";"4";"2212";"633";"114";"405";"57";"123";"22";"80";"29";"3";"331";"52";"363";"-";"-"
"479006";"479006";"57";"10";"2";"107";"88";"0";"0";"88";"11";"5";"12";"7";"3";"1";"2";"1";"0";"28";"0";"18";"-";"-"
"479007";"479007";"57";"10";"2";"1249";"1101";"7";"1";"1093";"310";"64";"157";"34";"42";"8";"48";"7";"0";"218";"49";"156";"-";"-"
"479008";"479008";"57";"10";"2";"875";"699";"10";"2";"687";"193";"59";"39";"8";"34";"4";"23";"5";"1";"139";"19";"163";"-";"-"
"479009";"479009";"57";"10";"2";"1649";"1457";"18";"5";"1434";"448";"62";"136";"65";"107";"15";"64";"14";"1";"274";"50";"198";"-";"-"
"479010";"479010";"57";"10";"2";"2141";"1897";"10";"1";"1886";"640";"73";"339";"64";"86";"19";"112";"23";"5";"244";"56";"225";"-";"-"
"479011";"479011";"57";"10";"2";"1411";"1226";"11";"2";"1213";"514";"40";"132";"25";"54";"10";"50";"15";"4";"160";"29";"180";"-";"-"
"479102";"479102";"57";"10";"2";"4452";"3771";"35";"6";"3730";"1575";"166";"505";"99";"220";"59";"129";"57";"11";"392";"92";"425";"-";"-"
"481001";"481001";"57";"10";"2";"812";"663";"5";"1";"657";"220";"76";"39";"8";"16";"10";"25";"14";"2";"172";"11";"64";"-";"-"
"481002";"481002";"57";"10";"2";"1382";"1132";"4";"4";"1124";"323";"146";"86";"18";"25";"3";"28";"6";"1";"317";"16";"155";"-";"-"
"481003";"481003";"57";"10";"2";"552";"447";"2";"2";"443";"136";"59";"25";"9";"17";"6";"17";"10";"0";"109";"5";"50";"-";"-"
"481004";"481004";"57";"10";"2";"710";"513";"3";"1";"509";"143";"80";"64";"4";"9";"3";"10";"7";"0";"79";"5";"105";"-";"-"
"481104";"481104";"57";"10";"2";"559";"415";"3";"0";"412";"126";"42";"26";"10";"3";"1";"15";"5";"2";"95";"9";"78";"-";"-"
"483001";"483001";"55";"10";"2";"1113";"935";"6";"2";"927";"335";"67";"107";"20";"31";"4";"9";"15";"5";"175";"13";"146";"-";"-"
"483002";"483002";"55";"10";"2";"1162";"982";"11";"1";"970";"267";"60";"83";"8";"15";"8";"39";"18";"0";"241";"17";"214";"-";"-"
"483003";"483003";"55";"10";"2";"1552";"1391";"13";"0";"1378";"450";"98";"204";"35";"58";"7";"49";"19";"4";"234";"27";"193";"-";"-"
"483004";"483004";"55";"10";"2";"664";"583";"2";"1";"580";"170";"41";"104";"14";"11";"4";"5";"5";"1";"138";"8";"79";"-";"-"
"483005";"483005";"55";"10";"2";"1340";"1149";"11";"4";"1134";"370";"79";"113";"12";"36";"8";"32";"22";"2";"281";"22";"157";"-";"-"
"483006";"483006";"55";"10";"2";"2087";"1837";"8";"1";"1828";"682";"120";"226";"32";"82";"10";"74";"18";"1";"287";"19";"277";"-";"-"
"485001";"485001";"55";"10";"2";"1169";"1016";"9";"0";"1007";"315";"75";"92";"31";"51";"25";"31";"26";"0";"207";"18";"136";"-";"-"
"485102";"485102";"55";"10";"2";"1377";"1180";"6";"0";"1174";"496";"107";"134";"23";"70";"8";"37";"15";"7";"111";"33";"133";"-";"-"
