"Id";"ValgId";"AdrKom";"ValgstedKode";"Kreds Nr";"Valgsted Id";"RefValgId";"RefValgstedKode";"RefValgstedId";"RefAdrKom";"RefKredsNr";"Personer";"TotalPersoner";"Divergens";"Multi";"Fejl";"DivergensGruppe";"DivergensGruppePersoner";"OrgGruppe";"GeoId"
"1";"70";"259";"5";"34";"8677";"70";"5";"8677";"259";"34";"4301";"4301";"0";"1";"0";"259005";"4301";"259005";"259005"
"2";"70";"740";"29";"78";"8111";"70";"29";"8111";"740";"78";"389";"389";"0";"1";"0";"740029";"389";"740029";"740029"
"3";"70";"540";"8";"49";"8010";"70";"8";"8010";"540";"49";"523";"523";"0";"1";"0";"540008";"523";"540008";"540008"
"4";"70";"390";"16";"31";"9462";"70";"16";"9462";"390";"31";"1769";"1769";"0";"1";"0";"390016";"1769";"390016";"390016"
"5";"70";"480";"1";"45";"8829";"70";"1";"8829";"480";"45";"3104";"3104";"0";"1";"0";"480001";"3104";"480001";"480001"
"6";"70";"430";"14";"48";"8877";"70";"14";"8877";"430";"48";"1108";"1108";"0";"1";"0";"430014";"1108";"430014";"430014"
"7";"70";"851";"40";"90";"9348";"70";"40";"9348";"851";"90";"6259";"6259";"0";"1";"0";"851040";"6259";"851040";"851040"
"8";"70";"740";"20";"78";"8103";"70";"20";"8103";"740";"78";"2479";"2479";"0";"1";"0";"740020";"2479";"740020";"740020"
"9";"70";"230";"14";"26";"8296";"70";"14";"8296";"230";"26";"2624";"2624";"0";"1";"0";"230014";"2624";"230014";"230014"
"10";"70";"820";"18";"88";"8315";"70";"18";"8315";"820";"88";"778";"778";"0";"1";"0";"820018";"778";"820018";"820018"
"11";"70";"820";"14";"88";"8130";"70";"14";"8130";"820";"88";"304";"304";"0";"1";"0";"820014";"304";"820014";"820014"
"12";"70";"706";"3";"66";"9539";"70";"3";"9539";"706";"66";"1692";"1692";"0";"1";"0";"706003";"1692";"706003";"706003"
"13";"70";"615";"19";"71";"9097";"70";"19";"9097";"615";"71";"1411";"1411";"0";"1";"0";"615019";"1411";"615019";"615019"
"14";"70";"630";"19";"56";"8950";"70";"19";"8950";"630";"56";"975";"975";"0";"1";"0";"630019";"975";"630019";"630019"
"15";"70";"157";"7";"13";"8501";"70";"7";"8501";"157";"13";"6445";"6445";"0";"1";"0";"157007";"6445";"157007";"157007"
"16";"70";"201";"2";"26";"8395";"70";"2";"8395";"201";"26";"3552";"3552";"0";"1";"0";"201002";"3552";"201002";"201002"
"17";"70";"665";"6";"73";"9125";"70";"6";"9125";"665";"73";"1029";"1029";"0";"1";"0";"665006";"1029";"665006";"665006"
"18";"70";"766";"7";"72";"8075";"70";"7";"8075";"766";"72";"2393";"2393";"0";"1";"0";"766007";"2393";"766007";"766007"
"19";"70";"510";"2";"61";"8972";"70";"2";"8972";"510";"61";"699";"699";"0";"1";"0";"510002";"699";"510002";"510002"
"20";"70";"727";"9";"70";"9083";"70";"9";"9083";"727";"70";"123";"123";"0";"1";"0";"727009";"123";"727009";"727009"
"21";"70";"400";"3";"28";"9443";"70";"3";"9443";"400";"28";"1804";"1804";"0";"1";"0";"400003";"1804";"400003";"400003"
"22";"70";"773";"11";"87";"9279";"70";"11";"9279";"773";"87";"461";"461";"0";"1";"0";"773011";"461";"773011";"773011"
"23";"70";"787";"11";"87";"9297";"70";"11";"9297";"787";"87";"301";"301";"0";"1";"0";"787011";"301";"787011";"787011"
"24";"70";"740";"34";"77";"8097";"70";"34";"8097";"740";"77";"753";"753";"0";"1";"0";"740034";"753";"740034";"740034"
"25";"70";"390";"7";"31";"9454";"70";"7";"9454";"390";"31";"1601";"1601";"0";"1";"0";"390007";"1601";"390007";"390007"
"26";"70";"461";"20";"42";"8786";"70";"20";"8786";"461";"42";"3601";"3601";"0";"1";"0";"461020";"3601";"461020";"461020"
"27";"70";"621";"7";"59";"9396";"70";"7";"9396";"621";"59";"3940";"3940";"0";"1";"0";"621007";"3940";"621007";"621007"
"28";"70";"306";"4";"38";"8725";"70";"4";"8725";"306";"38";"2546";"2546";"0";"1";"0";"306004";"2546";"306004";"306004"
"29";"70";"479";"23";"47";"8864";"70";"23";"8864";"479";"47";"1248";"1248";"0";"1";"0";"479023";"1248";"479023";"479023"
"30";"70";"175";"9";"16";"8467";"70";"9";"8467";"175";"16";"1422";"1422";"0";"1";"0";"175009";"1422";"175009";"175009"
"31";"70";"250";"1";"24";"7978";"70";"1";"7978";"250";"24";"5295";"5295";"0";"1";"0";"250001";"5295";"250001";"250001"
"32";"70";"153";"1";"18";"8530";"70";"1";"8530";"153";"18";"3360";"3360";"0";"1";"0";"153001";"3360";"153001";"153001"
"33";"70";"779";"2";"74";"9133";"70";"2";"9133";"779";"74";"4986";"4986";"0";"1";"0";"779002";"4986";"779002";"779002"
"34";"70";"540";"20";"49";"8022";"70";"20";"8022";"540";"49";"861";"861";"0";"1";"0";"540020";"861";"540020";"540020"
"35";"70";"630";"5";"57";"9520";"70";"5";"9520";"630";"57";"1359";"1359";"0";"1";"0";"630005";"1359";"630005";"630005"
"36";"70";"710";"1";"69";"9065";"70";"1";"9065";"710";"69";"3957";"3957";"0";"1";"0";"710001";"3957";"710001";"710001"
"37";"70";"657";"23";"81";"8230";"70";"23";"8230";"657";"81";"3102";"3102";"0";"1";"0";"657023";"3102";"657023";"657023"
"38";"70";"260";"2";"24";"8598";"70";"2";"8598";"260";"24";"3076";"3076";"0";"1";"0";"260002";"3076";"260002";"260002"
"39";"70";"550";"12";"51";"8892";"70";"12";"8892";"550";"51";"2704";"2704";"0";"1";"0";"550012";"2704";"550012";"550012"
"40";"70";"630";"7";"57";"8961";"70";"7";"8961";"630";"57";"672";"672";"0";"1";"0";"630007";"672";"630007";"630007"
"41";"70";"561";"38";"53";"8431";"70";"38";"8431";"561";"53";"481";"481";"0";"1";"0";"561038";"481";"561038";"561038"
"42";"70";"183";"5";"18";"8536";"70";"5";"8536";"183";"18";"4328";"4328";"0";"1";"0";"183005";"4328";"183005";"183005"
"43";"70";"306";"13";"38";"8733";"70";"13";"8733";"306";"38";"827";"827";"0";"1";"0";"306013";"827";"306013";"306013"
"44";"70";"159";"4";"15";"8320";"70";"4";"8320";"159";"15";"2997";"2997";"0";"1";"0";"159004";"2997";"159004";"159004"
"45";"70";"159";"5";"15";"8321";"70";"5";"8321";"159";"15";"3011";"3011";"0";"1";"0";"159005";"3011";"159005";"159005"
"46";"70";"740";"35";"77";"8098";"70";"35";"8098";"740";"77";"2182";"2182";"0";"1";"0";"740035";"2182";"740035";"740035"
"47";"70";"751";"45";"65";"9030";"70";"45";"9030";"751";"65";"7608";"7608";"0";"1";"0";"751045";"7608";"751045";"751045"
"48";"70";"183";"4";"18";"8535";"70";"4";"8535";"183";"18";"3419";"3419";"0";"1";"0";"183004";"3419";"183004";"183004"
"49";"70";"779";"24";"74";"8303";"70";"24";"8303";"779";"74";"1140";"1140";"0";"1";"0";"779024";"1140";"779024";"779024"
"50";"70";"540";"19";"49";"8021";"70";"19";"8021";"540";"49";"562";"562";"0";"1";"0";"540019";"562";"540019";"540019"
"51";"70";"370";"11";"32";"8653";"70";"11";"8653";"370";"32";"2426";"2426";"0";"1";"0";"370011";"2426";"370011";"370011"
"52";"70";"846";"26";"89";"8147";"70";"26";"8147";"846";"89";"284";"284";"0";"1";"0";"846026";"284";"846026";"846026"
"53";"70";"756";"11";"79";"9158";"70";"11";"9158";"756";"79";"12273";"12273";"0";"1";"0";"756011";"12273";"756011";"756011"
"54";"70";"740";"21";"78";"8104";"70";"21";"8104";"740";"78";"5538";"5538";"0";"1";"0";"740021";"5538";"740021";"740021"
"55";"70";"813";"17";"84";"9209";"70";"17";"9209";"813";"84";"644";"644";"0";"1";"0";"813017";"644";"813017";"813017"
"56";"70";"751";"65";"65";"8439";"70";"65";"8439";"751";"65";"6118";"6118";"0";"1";"0";"751065";"6118";"751065";"751065"
"57";"70";"430";"13";"48";"8876";"70";"13";"8876";"430";"48";"1113";"1113";"0";"1";"0";"430013";"1113";"430013";"430013"
"58";"70";"727";"10";"70";"9084";"70";"10";"9084";"727";"70";"100";"100";"0";"1";"0";"727010";"100";"727010";"727010"
"59";"70";"575";"4";"55";"9493";"70";"4";"9493";"575";"55";"844";"844";"0";"1";"0";"575004";"844";"575004";"575004"
"60";"70";"260";"5";"24";"9437";"70";"5";"9437";"260";"24";"2889";"2889";"0";"1";"0";"260005";"2889";"260005";"260005"
"61";"70";"157";"6";"13";"8500";"70";"6";"8500";"157";"13";"5989";"5989";"0";"1";"0";"157006";"5989";"157006";"157006"
"62";"70";"210";"9";"22";"8520";"70";"9";"8520";"210";"22";"3152";"3152";"0";"1";"0";"210009";"3152";"210009";"210009"
"63";"70";"420";"1";"44";"8796";"70";"1";"8796";"420";"44";"5451";"5451";"0";"1";"0";"420001";"5451";"420001";"420001"
"64";"70";"510";"14";"61";"8978";"70";"14";"8978";"510";"61";"1972";"1972";"0";"1";"0";"510014";"1972";"510014";"510014"
"65";"70";"849";"13";"86";"9261";"70";"13";"9261";"849";"86";"3226";"3226";"0";"1";"0";"849013";"3226";"849013";"849013"
"66";"70";"751";"28";"63";"8437";"70";"28";"8437";"751";"63";"5307";"5307";"0";"1";"0";"751028";"5307";"751028";"751028"
"67";"70";"630";"27";"56";"9512";"70";"27";"9512";"630";"56";"1530";"1530";"0";"1";"0";"630027";"1530";"630027";"630027"
"68";"70";"461";"28";"43";"8790";"70";"28";"8790";"461";"43";"3569";"3569";"0";"1";"0";"461028";"3569";"461028";"461028"
"69";"70";"461";"7";"41";"8779";"70";"7";"8779";"461";"41";"3797";"3797";"0";"1";"0";"461007";"3797";"461007";"461007"
"70";"70";"306";"12";"38";"8732";"70";"12";"8732";"306";"38";"459";"459";"0";"1";"0";"306012";"459";"306012";"306012"
"71";"70";"492";"3";"48";"8416";"70";"3";"8416";"492";"48";"428";"428";"0";"1";"0";"492003";"428";"492003";"492003"
