"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2013 - Personlige stemmer i alt";"KV2013 - 01 - personlige stemmer i alt";"KV2013 - 02 - personlige stemmer i alt";"KV2013 - 03 - personlige stemmer i alt";"KV2013 - 04 - personlige stemmer i alt";"KV2013 - 05 - personlige stemmer i alt";"KV2013 - 06 - personlige stemmer i alt";"KV2013 - A - personlige stemmer i alt";"KV2013 - B - personlige stemmer i alt";"KV2013 - C - personlige stemmer i alt";"KV2013 - D - personlige stemmer i alt";"KV2013 - E - personlige stemmer i alt";"KV2013 - F - personlige stemmer i alt";"KV2013 - G - personlige stemmer i alt";"KV2013 - H - personlige stemmer i alt";"KV2013 - I - personlige stemmer i alt";"KV2013 - J - personlige stemmer i alt";"KV2013 - K - personlige stemmer i alt";"KV2013 - L - personlige stemmer i alt";"KV2013 - M - personlige stemmer i alt";"KV2013 - N - personlige stemmer i alt";"KV2013 - O - personlige stemmer i alt";"KV2013 - P - personlige stemmer i alt";"KV2013 - Q - personlige stemmer i alt";"KV2013 - R - personlige stemmer i alt";"KV2013 - S - personlige stemmer i alt";"KV2013 - T - personlige stemmer i alt";"KV2013 - U - personlige stemmer i alt";"KV2013 - V - personlige stemmer i alt";"KV2013 - W - personlige stemmer i alt";"KV2013 - Y - personlige stemmer i alt";"KV2013 - Z - personlige stemmer i alt";"KV2013 - Æ - personlige stemmer i alt";"KV2013 - Ø - personlige stemmer i alt";"KV2013 - Å - personlige stemmer i alt";"KV2013 - 01-01";"KV2013 - 02-01";"KV2013 - 02-02";"KV2013 - 03-01";"KV2013 - 04-01";"KV2013 - 04-02";"KV2013 - 04-03";"KV2013 - 05-01";"KV2013 - 05-02";"KV2013 - 06-01";"KV2013 - A-01";"KV2013 - A-02";"KV2013 - A-03";"KV2013 - A-04";"KV2013 - A-05";"KV2013 - A-06";"KV2013 - A-07";"KV2013 - A-08";"KV2013 - A-09";"KV2013 - A-10";"KV2013 - A-11";"KV2013 - A-12";"KV2013 - A-13";"KV2013 - A-14";"KV2013 - A-15";"KV2013 - A-16";"KV2013 - A-17";"KV2013 - A-18";"KV2013 - A-19";"KV2013 - A-20";"KV2013 - A-21";"KV2013 - A-22";"KV2013 - A-23";"KV2013 - A-24";"KV2013 - A-25";"KV2013 - A-26";"KV2013 - A-27";"KV2013 - A-28";"KV2013 - A-29";"KV2013 - A-30";"KV2013 - A-31";"KV2013 - A-32";"KV2013 - A-33";"KV2013 - B-01";"KV2013 - B-02";"KV2013 - B-03";"KV2013 - B-04";"KV2013 - B-05";"KV2013 - B-06";"KV2013 - B-07";"KV2013 - B-08";"KV2013 - B-09";"KV2013 - B-10";"KV2013 - B-11";"KV2013 - B-12";"KV2013 - B-13";"KV2013 - B-14";"KV2013 - B-15";"KV2013 - B-16";"KV2013 - B-17";"KV2013 - B-18";"KV2013 - B-19";"KV2013 - B-20";"KV2013 - B-21";"KV2013 - B-22";"KV2013 - B-23";"KV2013 - B-24";"KV2013 - B-25";"KV2013 - B-26";"KV2013 - C-01";"KV2013 - C-02";"KV2013 - C-03";"KV2013 - C-04";"KV2013 - C-05";"KV2013 - C-06";"KV2013 - C-07";"KV2013 - C-08";"KV2013 - C-09";"KV2013 - C-10";"KV2013 - C-11";"KV2013 - C-12";"KV2013 - C-13";"KV2013 - C-14";"KV2013 - C-15";"KV2013 - C-16";"KV2013 - C-17";"KV2013 - C-18";"KV2013 - C-19";"KV2013 - C-20";"KV2013 - C-21";"KV2013 - C-22";"KV2013 - C-23";"KV2013 - C-24";"KV2013 - D-01";"KV2013 - D-02";"KV2013 - D-03";"KV2013 - D-04";"KV2013 - D-05";"KV2013 - D-06";"KV2013 - D-07";"KV2013 - D-08";"KV2013 - D-09";"KV2013 - D-10";"KV2013 - D-11";"KV2013 - D-12";"KV2013 - D-13";"KV2013 - D-14";"KV2013 - D-15";"KV2013 - D-16";"KV2013 - D-17";"KV2013 - D-18";"KV2013 - E-01";"KV2013 - E-02";"KV2013 - E-03";"KV2013 - E-04";"KV2013 - E-05";"KV2013 - E-06";"KV2013 - E-07";"KV2013 - E-08";"KV2013 - E-09";"KV2013 - E-10";"KV2013 - E-11";"KV2013 - E-12";"KV2013 - E-13";"KV2013 - E-14";"KV2013 - F-01";"KV2013 - F-02";"KV2013 - F-03";"KV2013 - F-04";"KV2013 - F-05";"KV2013 - F-06";"KV2013 - F-07";"KV2013 - F-08";"KV2013 - F-09";"KV2013 - F-10";"KV2013 - F-11";"KV2013 - F-12";"KV2013 - F-13";"KV2013 - F-14";"KV2013 - F-15";"KV2013 - F-16";"KV2013 - F-17";"KV2013 - F-18";"KV2013 - F-19";"KV2013 - F-20";"KV2013 - F-21";"KV2013 - F-22";"KV2013 - F-23";"KV2013 - F-24";"KV2013 - F-25";"KV2013 - F-26";"KV2013 - F-27";"KV2013 - F-28";"KV2013 - F-29";"KV2013 - F-30";"KV2013 - F-31";"KV2013 - F-32";"KV2013 - G-01";"KV2013 - G-02";"KV2013 - G-03";"KV2013 - G-04";"KV2013 - G-05";"KV2013 - G-06";"KV2013 - G-07";"KV2013 - G-08";"KV2013 - G-09";"KV2013 - G-10";"KV2013 - G-11";"KV2013 - G-12";"KV2013 - G-13";"KV2013 - G-14";"KV2013 - G-15";"KV2013 - G-16";"KV2013 - G-17";"KV2013 - G-18";"KV2013 - G-19";"KV2013 - G-20";"KV2013 - G-21";"KV2013 - G-22";"KV2013 - G-23";"KV2013 - G-24";"KV2013 - G-25";"KV2013 - G-26";"KV2013 - G-27";"KV2013 - H-01";"KV2013 - H-02";"KV2013 - H-03";"KV2013 - H-04";"KV2013 - H-05";"KV2013 - H-06";"KV2013 - H-07";"KV2013 - H-08";"KV2013 - H-09";"KV2013 - H-10";"KV2013 - H-11";"KV2013 - H-12";"KV2013 - H-13";"KV2013 - H-14";"KV2013 - H-15";"KV2013 - I-01";"KV2013 - I-02";"KV2013 - I-03";"KV2013 - I-04";"KV2013 - I-05";"KV2013 - I-06";"KV2013 - I-07";"KV2013 - I-08";"KV2013 - I-09";"KV2013 - I-10";"KV2013 - J-01";"KV2013 - J-02";"KV2013 - J-03";"KV2013 - J-04";"KV2013 - J-05";"KV2013 - J-06";"KV2013 - J-07";"KV2013 - J-08";"KV2013 - J-09";"KV2013 - K-01";"KV2013 - K-02";"KV2013 - K-03";"KV2013 - K-04";"KV2013 - K-05";"KV2013 - K-06";"KV2013 - K-07";"KV2013 - K-08";"KV2013 - K-09";"KV2013 - L-01";"KV2013 - L-02";"KV2013 - L-03";"KV2013 - L-04";"KV2013 - L-05";"KV2013 - L-06";"KV2013 - L-07";"KV2013 - L-08";"KV2013 - L-09";"KV2013 - L-10";"KV2013 - L-11";"KV2013 - L-12";"KV2013 - L-13";"KV2013 - L-14";"KV2013 - L-15";"KV2013 - L-16";"KV2013 - L-17";"KV2013 - L-18";"KV2013 - L-19";"KV2013 - L-20";"KV2013 - L-21";"KV2013 - L-22";"KV2013 - L-23";"KV2013 - L-24";"KV2013 - L-25";"KV2013 - L-26";"KV2013 - M-01";"KV2013 - M-02";"KV2013 - M-03";"KV2013 - M-04";"KV2013 - M-05";"KV2013 - M-06";"KV2013 - N-01";"KV2013 - N-02";"KV2013 - N-03";"KV2013 - N-04";"KV2013 - N-05";"KV2013 - N-06";"KV2013 - N-07";"KV2013 - O-01";"KV2013 - O-02";"KV2013 - O-03";"KV2013 - O-04";"KV2013 - O-05";"KV2013 - O-06";"KV2013 - O-07";"KV2013 - O-08";"KV2013 - O-09";"KV2013 - O-10";"KV2013 - O-11";"KV2013 - O-12";"KV2013 - O-13";"KV2013 - O-14";"KV2013 - O-15";"KV2013 - O-16";"KV2013 - O-17";"KV2013 - O-18";"KV2013 - O-19";"KV2013 - P-01";"KV2013 - P-02";"KV2013 - P-03";"KV2013 - P-04";"KV2013 - P-05";"KV2013 - P-06";"KV2013 - P-07";"KV2013 - P-08";"KV2013 - P-09";"KV2013 - P-10";"KV2013 - P-11";"KV2013 - Q-01";"KV2013 - Q-02";"KV2013 - R-01";"KV2013 - R-02";"KV2013 - R-03";"KV2013 - R-04";"KV2013 - R-05";"KV2013 - R-06";"KV2013 - R-07";"KV2013 - R-08";"KV2013 - R-09";"KV2013 - R-10";"KV2013 - R-11";"KV2013 - R-12";"KV2013 - R-13";"KV2013 - R-14";"KV2013 - R-15";"KV2013 - S-01";"KV2013 - S-02";"KV2013 - S-03";"KV2013 - S-04";"KV2013 - S-05";"KV2013 - S-06";"KV2013 - S-07";"KV2013 - S-08";"KV2013 - S-09";"KV2013 - S-10";"KV2013 - S-11";"KV2013 - S-12";"KV2013 - S-13";"KV2013 - S-14";"KV2013 - S-15";"KV2013 - S-16";"KV2013 - S-17";"KV2013 - S-18";"KV2013 - S-19";"KV2013 - S-20";"KV2013 - S-21";"KV2013 - S-22";"KV2013 - S-23";"KV2013 - S-24";"KV2013 - S-25";"KV2013 - S-26";"KV2013 - T-01";"KV2013 - T-02";"KV2013 - T-03";"KV2013 - T-04";"KV2013 - T-05";"KV2013 - T-06";"KV2013 - T-07";"KV2013 - T-08";"KV2013 - T-09";"KV2013 - T-10";"KV2013 - T-11";"KV2013 - T-12";"KV2013 - T-13";"KV2013 - T-14";"KV2013 - T-15";"KV2013 - T-16";"KV2013 - T-17";"KV2013 - T-18";"KV2013 - T-19";"KV2013 - U-01";"KV2013 - U-02";"KV2013 - U-03";"KV2013 - V-01";"KV2013 - V-02";"KV2013 - V-03";"KV2013 - V-04";"KV2013 - V-05";"KV2013 - V-06";"KV2013 - V-07";"KV2013 - V-08";"KV2013 - V-09";"KV2013 - V-10";"KV2013 - V-11";"KV2013 - V-12";"KV2013 - V-13";"KV2013 - V-14";"KV2013 - V-15";"KV2013 - V-16";"KV2013 - V-17";"KV2013 - V-18";"KV2013 - V-19";"KV2013 - V-20";"KV2013 - V-21";"KV2013 - V-22";"KV2013 - V-23";"KV2013 - V-24";"KV2013 - V-25";"KV2013 - V-26";"KV2013 - V-27";"KV2013 - V-28";"KV2013 - V-29";"KV2013 - V-30";"KV2013 - V-31";"KV2013 - V-32";"KV2013 - V-33";"KV2013 - V-34";"KV2013 - V-35";"KV2013 - W-01";"KV2013 - Y-01";"KV2013 - Y-02";"KV2013 - Z-01";"KV2013 - Z-02";"KV2013 - Z-03";"KV2013 - Z-04";"KV2013 - Z-05";"KV2013 - Z-06";"KV2013 - Z-07";"KV2013 - Z-08";"KV2013 - Æ-01";"KV2013 - Æ-02";"KV2013 - Æ-03";"KV2013 - Æ-04";"KV2013 - Æ-05";"KV2013 - Æ-06";"KV2013 - Æ-07";"KV2013 - Ø-01";"KV2013 - Ø-02";"KV2013 - Ø-03";"KV2013 - Ø-04";"KV2013 - Ø-05";"KV2013 - Ø-06";"KV2013 - Ø-07";"KV2013 - Ø-08";"KV2013 - Ø-09";"KV2013 - Ø-10";"KV2013 - Ø-11";"KV2013 - Ø-12";"KV2013 - Ø-13";"KV2013 - Ø-14";"KV2013 - Ø-15";"KV2013 - Ø-16";"KV2013 - Ø-17";"KV2013 - Ø-18";"KV2013 - Ø-19";"KV2013 - Ø-20";"KV2013 - Ø-21";"KV2013 - Ø-22";"KV2013 - Ø-23";"KV2013 - Ø-24";"KV2013 - Ø-25";"KV2013 - Ø-26";"KV2013 - Ø-27";"KV2013 - Ø-28";"KV2013 - Ø-29";"KV2013 - Ø-30";"KV2013 - Ø-31";"KV2013 - Ø-32";"KV2013 - Ø-33";"KV2013 - Ø-34";"KV2013 - Ø-35";"KV2013 - Å-01";"KV2013 - Å-02";"KV2013 - Å-03";"KV2013 - Å-04";"KV2013 - Å-05";"KV2013 - Å-06";"KV2013 - Å-07";"KV2013 - Å-08";"KV2013 - Å-09";"KV2013 - Å-10";"KV2013 - Å-11";"KV2013 - Å-12";"KV2013 - Å-13";"KV2013 - Å-14";"KV2013 - Å-15";"KV2013 - Å-16";"KV2013 - Å-17";"KV2013 - Å-18";"KV2013 - Å-19";"KV2013 - Å-20";"KV2013 - Å-21";"KV2013 - Å-22";"KV2013 - Å-23";"KV2013 - Å-24";"KV2013 - Å-25";"KV2013 - Å-26";"KV2013 - Å-27"
"101001";"101001";"1";"1";"1";"5983";"3";"6";"12";"2";"1";"3";"1872";"795";"451";"15";"10";"650";"4";"0";"220";"17";"21";"4";"5";"0";"271";"15";"4";"18";"-";"14";"4";"939";"-";"0";"0";"3";"607";"17";"3";"6";"0";"12";"0";"0";"2";"1";"0";"3";"1073";"72";"30";"18";"86";"32";"68";"20";"21";"5";"21";"50";"16";"49";"9";"11";"7";"71";"11";"2";"49";"7";"22";"12";"5";"26";"25";"2";"1";"3";"33";"5";"10";"399";"22";"35";"28";"95";"45";"22";"29";"41";"23";"8";"11";"3";"8";"9";"11";"5";"1";"-";"-";"-";"-";"-";"-";"-";"-";"275";"32";"16";"42";"33";"6";"15";"0";"10";"9";"1";"6";"0";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"7";"0";"1";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"-";"-";"4";"4";"0";"1";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"137";"255";"45";"54";"18";"34";"32";"18";"3";"1";"7";"6";"2";"7";"0";"8";"0";"19";"1";"0";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"72";"36";"10";"17";"14";"5";"13";"29";"1";"23";"17";"-";"-";"-";"-";"-";"-";"-";"-";"8";"5";"3";"5";"-";"-";"-";"-";"-";"3";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"0";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"93";"70";"20";"56";"2";"11";"4";"2";"13";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"4";"1";"0";"1";"0";"0";"2";"1";"0";"3";"0";"0";"0";"0";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"14";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"638";"75";"61";"47";"11";"11";"56";"1";"2";"14";"1";"1";"0";"0";"12";"4";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"-";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"0";"0";"0";"-";"-";"109";"98";"21";"24";"15";"21";"41";"5";"5";"18";"10";"5";"5";"145";"1";"38";"15";"8";"0";"5";"1";"1";"2";"3";"3";"1";"2";"5";"-";"-";"-";"-";"-";"-";"-";"2";"0";"6";"2";"1";"1";"0";"0";"0";"4";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"101002";"101002";"1";"1";"1";"2468";"0";"0";"6";"5";"0";"0";"672";"325";"252";"4";"3";"234";"2";"0";"111";"6";"5";"1";"7";"0";"174";"2";"3";"5";"-";"4";"0";"453";"-";"0";"0";"1";"185";"8";"0";"0";"0";"6";"4";"0";"1";"0";"0";"0";"362";"27";"8";"8";"46";"16";"14";"2";"10";"6";"3";"18";"10";"15";"6";"2";"5";"20";"9";"1";"19";"1";"9";"2";"0";"15";"10";"3";"1";"3";"19";"1";"1";"179";"7";"24";"6";"33";"24";"16";"5";"7";"3";"0";"3";"3";"7";"3";"2";"2";"1";"-";"-";"-";"-";"-";"-";"-";"-";"158";"19";"9";"16";"22";"1";"9";"1";"6";"1";"1";"2";"2";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"2";"0";"0";"1";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"47";"112";"7";"9";"5";"14";"15";"6";"0";"1";"3";"2";"1";"2";"0";"1";"0";"7";"0";"0";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"39";"21";"8";"6";"1";"4";"10";"11";"0";"11";"6";"-";"-";"-";"-";"-";"-";"-";"-";"2";"2";"0";"1";"-";"-";"-";"-";"-";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"3";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"62";"19";"10";"52";"3";"15";"3";"1";"6";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"1";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-";"319";"34";"29";"6";"7";"8";"6";"0";"2";"19";"3";"0";"5";"0";"7";"2";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"-";"-";"35";"29";"5";"3";"4";"2";"10";"5";"2";"2";"2";"3";"2";"47";"1";"25";"1";"0";"0";"0";"0";"0";"0";"0";"1";"3";"0";"3";"-";"-";"-";"-";"-";"-";"-";"2";"0";"5";"0";"0";"1";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"101003";"101003";"1";"1";"1";"6076";"4";"10";"10";"7";"1";"1";"1901";"866";"546";"9";"6";"670";"4";"0";"259";"15";"14";"1";"8";"0";"231";"14";"4";"19";"-";"11";"7";"832";"-";"0";"1";"6";"602";"17";"4";"7";"3";"10";"6";"0";"1";"1";"0";"1";"1066";"67";"17";"45";"113";"16";"49";"3";"34";"4";"9";"49";"9";"75";"9";"7";"14";"72";"6";"3";"77";"5";"24";"2";"7";"23";"24";"14";"1";"8";"36";"5";"8";"443";"25";"40";"31";"72";"50";"44";"31";"47";"11";"5";"12";"4";"13";"26";"3";"4";"5";"-";"-";"-";"-";"-";"-";"-";"-";"371";"36";"15";"41";"42";"3";"15";"0";"4";"4";"0";"1";"5";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"5";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-";"-";"4";"1";"1";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"136";"237";"59";"58";"26";"37";"38";"17";"5";"2";"6";"9";"1";"4";"2";"6";"2";"13";"4";"5";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"88";"38";"8";"26";"10";"6";"8";"47";"2";"26";"15";"-";"-";"-";"-";"-";"-";"-";"-";"7";"5";"2";"0";"-";"-";"-";"-";"-";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7";"1";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"89";"52";"13";"54";"6";"6";"1";"0";"6";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"4";"1";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7";"-";"-";"601";"54";"46";"28";"16";"5";"14";"5";"9";"24";"3";"1";"3";"0";"7";"9";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"-";"0";"0";"0";"1";"0";"0";"0";"0";"1";"2";"0";"1";"2";"-";"-";"131";"95";"19";"21";"17";"9";"48";"6";"2";"13";"23";"5";"5";"138";"2";"35";"4";"4";"2";"2";"1";"1";"2";"2";"3";"5";"2";"5";"-";"-";"-";"-";"-";"-";"-";"5";"1";"5";"3";"0";"0";"0";"0";"0";"3";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"101005";"101005";"1";"1";"1";"4311";"0";"7";"15";"7";"1";"1";"1419";"459";"280";"11";"5";"437";"3";"0";"156";"11";"15";"0";"15";"0";"313";"11";"4";"24";"-";"9";"4";"551";"-";"4";"0";"3";"527";"19";"0";"7";"0";"15";"0";"3";"4";"1";"0";"1";"817";"49";"25";"15";"85";"30";"47";"9";"24";"11";"5";"35";"10";"30";"36";"2";"6";"35";"3";"3";"26";"2";"18";"5";"3";"11";"20";"7";"0";"18";"30";"0";"2";"216";"13";"29";"19";"39";"37";"21";"8";"23";"5";"0";"12";"8";"15";"9";"1";"2";"2";"-";"-";"-";"-";"-";"-";"-";"-";"177";"27";"9";"19";"15";"1";"15";"2";"5";"0";"2";"3";"0";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"7";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"1";"2";"2";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"90";"144";"32";"26";"11";"33";"36";"15";"2";"5";"6";"10";"0";"3";"1";"6";"1";"5";"1";"3";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"1";"2";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"41";"36";"8";"18";"6";"8";"5";"24";"0";"10";"11";"-";"-";"-";"-";"-";"-";"-";"-";"3";"10";"1";"1";"-";"-";"-";"-";"-";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"14";"1";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"129";"51";"16";"76";"4";"13";"14";"1";"4";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"5";"1";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8";"1";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"371";"35";"41";"27";"12";"14";"4";"4";"3";"12";"1";"2";"2";"0";"6";"8";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"-";"-";"68";"105";"11";"17";"14";"28";"45";"4";"6";"15";"13";"4";"5";"101";"4";"5";"6";"4";"2";"2";"1";"47";"2";"2";"2";"1";"0";"13";"-";"-";"-";"-";"-";"-";"-";"7";"1";"2";"3";"0";"0";"1";"1";"0";"4";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"101006";"101006";"1";"1";"1";"4027";"11";"5";"9";"5";"2";"1";"1339";"480";"274";"9";"9";"355";"2";"0";"158";"9";"15";"2";"9";"0";"309";"12";"4";"11";"-";"10";"5";"561";"-";"3";"0";"5";"401";"12";"11";"4";"1";"9";"2";"1";"2";"1";"1";"1";"722";"38";"28";"14";"86";"26";"47";"5";"23";"7";"5";"38";"10";"27";"63";"6";"7";"28";"4";"0";"27";"7";"31";"3";"3";"18";"18";"8";"2";"9";"25";"4";"0";"248";"11";"25";"10";"49";"29";"18";"16";"18";"10";"1";"14";"3";"12";"5";"7";"2";"2";"-";"-";"-";"-";"-";"-";"-";"-";"158";"23";"12";"25";"22";"0";"9";"4";"5";"1";"0";"3";"5";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"4";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-";"-";"2";"2";"0";"3";"1";"1";"0";"-";"-";"-";"-";"-";"-";"-";"91";"104";"16";"30";"12";"36";"24";"4";"3";"0";"7";"5";"1";"7";"0";"2";"0";"8";"1";"1";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"50";"27";"13";"11";"10";"5";"8";"19";"1";"14";"9";"-";"-";"-";"-";"-";"-";"-";"-";"12";"1";"0";"2";"-";"-";"-";"-";"-";"2";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8";"1";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"123";"55";"11";"80";"12";"12";"8";"0";"4";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"4";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8";"2";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"-";"-";"374";"40";"43";"16";"11";"6";"32";"0";"4";"16";"1";"2";"0";"2";"7";"2";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"2";"-";"-";"75";"65";"18";"15";"8";"10";"17";"10";"3";"8";"18";"5";"4";"82";"5";"30";"2";"4";"5";"2";"1";"0";"4";"0";"2";"0";"3";"5";"-";"-";"-";"-";"-";"-";"-";"2";"2";"3";"1";"2";"0";"0";"1";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
