"ValgId";"Storkreds Nr";"Parti";"Orden";"KandidatNavn";"PostNr";"By";"Erhverv";"Fødselsdag"
"71";"101";"01";"1";"Jakob Dabrowski, Brønshøj";"";"";"";"0"
"71";"101";"02";"1";"Wen Ge, Islands Brygge";"";"";"";"0"
"71";"101";"02";"2";"Mei Na Chen, Nørrebro";"";"";"";"0"
"71";"101";"03";"1";"Robert Nielsen";"";"";"";"0"
"71";"101";"04";"1";"Petina Schirmer Arskog";"";"";"";"0"
"71";"101";"04";"2";"Khalid Sehested";"";"";"";"0"
"71";"101";"04";"3";"Søren Haagh";"";"";"";"0"
"71";"101";"05";"1";"Jesper Hovby Gotved";"";"";"";"0"
"71";"101";"05";"2";"P.S. Pedersen";"";"";"";"0"
"71";"101";"06";"1";"Peer J. Pedersen";"";"";"";"0"
"71";"101";"A";"1";"Frank Jensen";"";"";"";"0"
"71";"101";"A";"2";"Mette Laurberg";"";"";"";"0"
"71";"101";"A";"3";"Jakob Hougaard";"";"";"";"0"
"71";"101";"A";"4";"Lars Weiss";"";"";"";"0"
"71";"101";"A";"5";"Yildiz Akdogan";"";"";"";"0"
"71";"101";"A";"6";"Ikram Sarwar";"";"";"";"0"
"71";"101";"A";"7";"Andreas Keil";"";"";"";"0"
"71";"101";"A";"8";"Susan Hedlund";"";"";"";"0"
"71";"101";"A";"9";"Jesper Christensen";"";"";"";"0"
"71";"101";"A";"10";"Lise Thorsen";"";"";"";"0"
"71";"101";"A";"11";"Anette Holst Christensen";"";"";"";"0"
"71";"101";"A";"12";"Lars Aslan Rasmussen";"";"";"";"0"
"71";"101";"A";"13";"Line Hultengren";"";"";"";"0"
"71";"101";"A";"14";"Tue Hækkerup";"";"";"";"0"
"71";"101";"A";"15";"Miriam Moazzeni";"";"";"";"0"
"71";"101";"A";"16";"Mathilde Illum Aastrøm";"";"";"";"0"
"71";"101";"A";"17";"Jesper Trolle Rohde";"";"";"";"0"
"71";"101";"A";"18";"Simon Strange";"";"";"";"0"
"71";"101";"A";"19";"Taner Yilmaz";"";"";"";"0"
"71";"101";"A";"20";"Martin Maric";"";"";"";"0"
"71";"101";"A";"21";"Jonas Bjørn Jensen";"";"";"";"0"
"71";"101";"A";"22";"Karina Sønderfort";"";"";"";"0"
"71";"101";"A";"23";"Jan Andreasen";"";"";"";"0"
"71";"101";"A";"24";"Kim Christensen";"";"";"";"0"
"71";"101";"A";"25";"Lisbeth B. Ritter";"";"";"";"0"
"71";"101";"A";"26";"Henrik Appel";"";"";"";"0"
"71";"101";"A";"27";"Rune Dybvad";"";"";"";"0"
"71";"101";"A";"28";"Mikkel Runge";"";"";"";"0"
"71";"101";"A";"29";"Robert Nielsen";"";"";"";"0"
"71";"101";"A";"30";"Stig Ekman";"";"";"";"0"
"71";"101";"A";"31";"Niels E. Bjerrum";"";"";"";"0"
"71";"101";"A";"32";"Erik Willumsgaard";"";"";"";"0"
"71";"101";"A";"33";"Mads S.B. Pedersen";"";"";"";"0"
"71";"101";"B";"1";"Anna Mee Allerslev";"";"";"";"0"
"71";"101";"B";"2";"Kasper Johansen";"";"";"";"0"
"71";"101";"B";"3";"Henrik Nord";"";"";"";"0"
"71";"101";"B";"4";"Tommy Petersen";"";"";"";"0"
"71";"101";"B";"5";"Mette Annelie Rasmussen";"";"";"";"0"
"71";"101";"B";"6";"Anne Marie Geisler Andersen";"";"";"";"0"
"71";"101";"B";"7";"Mia Nyegaard";"";"";"";"0"
"71";"101";"B";"8";"Mikkel Sarbo";"";"";"";"0"
"71";"101";"B";"9";"Andreas Pourkamali";"";"";"";"0"
"71";"101";"B";"10";"Lars Richard Rasmussen";"";"";"";"0"
"71";"101";"B";"11";"Povl Gad";"";"";"";"0"
"71";"101";"B";"12";"Henriette Irminger Sonne";"";"";"";"0"
"71";"101";"B";"13";"Erik Fischer";"";"";"";"0"
"71";"101";"B";"14";"André Just Vedgren";"";"";"";"0"
"71";"101";"B";"15";"Søren Eriksen";"";"";"";"0"
"71";"101";"B";"16";"Fadel Juanmiry";"";"";"";"0"
"71";"101";"B";"17";"Jacob Eric Nielsen";"";"";"";"0"
"71";"101";"B";"18";"Dorthe Kjerulf";"";"";"";"0"
"71";"101";"C";"1";"Rasmus Jarlov";"";"";"";"0"
"71";"101";"C";"2";"Jakob Næsager";"";"";"";"0"
"71";"101";"C";"3";"Susanne Møller";"";"";"";"0"
"71";"101";"C";"4";"Mette-Katrine Ejby Buch";"";"";"";"0"
"71";"101";"C";"5";"Helle Bonnesen";"";"";"";"0"
"71";"101";"C";"6";"Christian Hesselberg";"";"";"";"0"
"71";"101";"C";"7";"Andreas Weidinger";"";"";"";"0"
"71";"101";"C";"8";"David Grolin Kristensen";"";"";"";"0"
"71";"101";"C";"9";"Nishandan Ganesalingam";"";"";"";"0"
"71";"101";"C";"10";"Pia Kolind Nielsen";"";"";"";"0"
"71";"101";"C";"11";"Lis Langsø";"";"";"";"0"
"71";"101";"C";"12";"Jørgen Johannes Thomsen";"";"";"";"0"
"71";"101";"C";"13";"Søren Gravesen-Hvass";"";"";"";"0"
"71";"101";"C";"14";"Birgitte Vind";"";"";"";"0"
"71";"101";"D";"1";"Allan Anarchos, København";"";"";"";"0"
"71";"101";"D";"2";"Lotte Seir, Østerbro";"";"";"";"0"
"71";"101";"D";"3";"Christian Noah Møller, Christiansh";"";"";"";"0"
"71";"101";"D";"4";"Morten Nielsen, Christiania";"";"";"";"0"
"71";"101";"D";"5";"Harry Ahlberg, København";"";"";"";"0"
"71";"101";"D";"6";"Christian Møller, Christianshavn";"";"";"";"0"
"71";"101";"D";"7";"Hans Christian Magnussen, Vesterbr";"";"";"";"0"
"71";"101";"D";"8";"Brynjar Einarsson, Sydhavn";"";"";"";"0"
"71";"101";"D";"9";"Asser Pivat, Sydhavnen";"";"";"";"0"
"71";"101";"D";"10";"Anastasios Tsiolakidis, Indre By";"";"";"";"0"
"71";"101";"D";"11";"Niels M. Uldall, Brønshøj";"";"";"";"0"
"71";"101";"D";"12";"Sarah Christiansen, Christiania";"";"";"";"0"
"71";"101";"D";"13";"Jørgen Dolmer, København";"";"";"";"0"
"71";"101";"D";"14";"Willem Jacob Cornelis Zibrandtsen";"";"";"";"0"
"71";"101";"D";"15";"Scott Hill, København";"";"";"";"0"
"71";"101";"D";"16";"Carsten Berthelsen, København";"";"";"";"0"
"71";"101";"E";"1";"Johanne L. Kristiansen, Nørrebro";"";"";"";"0"
"71";"101";"E";"2";"Jimmy Due, Valby";"";"";"";"0"
"71";"101";"E";"3";"Lars Rindsig, Nørrebro";"";"";"";"0"
"71";"101";"E";"4";"Poul Gerhard Kristiansen, Brønshøj";"";"";"";"0"
"71";"101";"E";"5";"Michael Schmidt Jacobsen, Husum";"";"";"";"0"
"71";"101";"E";"6";"Kjeld I. Thomsen, Amager";"";"";"";"0"
"71";"101";"E";"7";"Thomas Antkowiak-Schødt, Valby";"";"";"";"0"
"71";"101";"F";"1";"Ninna Thomsen";"";"";"";"0"
"71";"101";"F";"2";"Ayfer Baykal";"";"";"";"0"
"71";"101";"F";"3";"Klaus Mygind";"";"";"";"0"
"71";"101";"F";"4";"Sisse Marie Welling";"";"";"";"0"
"71";"101";"F";"5";"Trine Schaltz";"";"";"";"0"
"71";"101";"F";"6";"Peter Thiele";"";"";"";"0"
"71";"101";"F";"7";"Iben Rathje";"";"";"";"0"
"71";"101";"F";"8";"Neil Bloem";"";"";"";"0"
"71";"101";"F";"9";"Leif Donbæk";"";"";"";"0"
"71";"101";"F";"10";"Bjarne Fey";"";"";"";"0"
"71";"101";"F";"11";"Claus Staal";"";"";"";"0"
"71";"101";"F";"12";"Pernille Gaarde Bendix";"";"";"";"0"
"71";"101";"F";"13";"Ole Benny Nielsen";"";"";"";"0"
"71";"101";"F";"14";"Bjarne P. Nielsen";"";"";"";"0"
"71";"101";"F";"15";"Benny Pedersen";"";"";"";"0"
"71";"101";"F";"16";"Anton Thorell Steinø";"";"";"";"0"
"71";"101";"F";"17";"Knud Johnsen";"";"";"";"0"
"71";"101";"F";"18";"Maria Frej";"";"";"";"0"
"71";"101";"F";"19";"Peter Stougaard Kroman";"";"";"";"0"
"71";"101";"F";"20";"Benna Lis Jacobsen";"";"";"";"0"
"71";"101";"F";"21";"Chris Lykkegaard";"";"";"";"0"
"71";"101";"G";"1";"John Erik Wagner";"";"";"";"0"
"71";"101";"G";"2";"Jonas Vissinger";"";"";"";"0"
"71";"101";"G";"3";"Lea T. Olsen";"";"";"";"0"
"71";"101";"G";"4";"Adam Fogh";"";"";"";"0"
"71";"101";"H";"1";"Torben Joensen";"";"";"";"0"
"71";"101";"I";"1";"Lars Berg Dueholm";"";"";"";"0"
"71";"101";"I";"2";"Heidi Wang";"";"";"";"0"
"71";"101";"I";"3";"Thomas Køhler";"";"";"";"0"
"71";"101";"I";"4";"Sabeena Sareen";"";"";"";"0"
"71";"101";"I";"5";"Jens Vestergaard";"";"";"";"0"
"71";"101";"I";"6";"Theresa Lange";"";"";"";"0"
"71";"101";"I";"7";"Ye Tian";"";"";"";"0"
"71";"101";"I";"8";"Lilian Parker Kaule";"";"";"";"0"
"71";"101";"I";"9";"Lars Petersen";"";"";"";"0"
"71";"101";"I";"10";"Kasper Heumann Kristensen";"";"";"";"0"
"71";"101";"J";"1";"Klaus Trier Tuxen";"";"";"";"0"
"71";"101";"K";"1";"Bess Serner-Pedersen, Vanløse";"";"";"";"0"
"71";"101";"K";"2";"Jesper Truelsen, Østerbro";"";"";"";"0"
"71";"101";"K";"3";"Gunnar Bjørn Thomsen, København SV";"";"";"";"0"
"71";"101";"K";"4";"Isabella Arendt Laursen, Valby";"";"";"";"0"
"71";"101";"L";"1";"Katja Pedersen, Amager";"";"";"";"0"
"71";"101";"L";"2";"Robert Bach-Fusager, Amager";"";"";"";"0"
"71";"101";"M";"1";"Sidse Kærsgaard";"";"";"";"0"
"71";"101";"M";"2";"Bent Johannesen";"";"";"";"0"
"71";"101";"N";"1";"Grethe Bohmann, Valby";"";"";"";"0"
"71";"101";"N";"2";"Birgit Guldhammer, Valby";"";"";"";"0"
"71";"101";"N";"3";"Lasse Zinck, Valby";"";"";"";"0"
"71";"101";"O";"1";"Carl Christian Ebbesen";"";"";"";"0"
"71";"101";"O";"2";"Finn Rudaizky";"";"";"";"0"
"71";"101";"O";"3";"Henrik Svendsen";"";"";"";"0"
"71";"101";"O";"4";"Karin Storgaard";"";"";"";"0"
"71";"101";"O";"5";"Benny Hygum";"";"";"";"0"
"71";"101";"O";"6";"Anna Hede";"";"";"";"0"
"71";"101";"O";"7";"Sonja M. Pedersen";"";"";"";"0"
"71";"101";"O";"8";"Kurt Forslund";"";"";"";"0"
"71";"101";"O";"9";"Aia Fog";"";"";"";"0"
"71";"101";"O";"10";"Laust Andersen";"";"";"";"0"
"71";"101";"P";"1";"Rolf Bjerre Jørgensen";"";"";"";"0"
"71";"101";"Q";"1";"A.C. Røgind";"";"";"";"0"
"71";"101";"R";"1";"Betty Frydensbjerg Carlsson";"";"";"";"0"
"71";"101";"R";"2";"Rikke Galina Frydensbjerg Carlsson";"";"";"";"0"
"71";"101";"R";"3";"Kirsten Annette Christensen";"";"";"";"0"
"71";"101";"R";"4";"Marie Herget Christensen";"";"";"";"0"
"71";"101";"R";"5";"Lars Emanuel";"";"";"";"0"
"71";"101";"R";"6";"Preben Fogelstrøm";"";"";"";"0"
"71";"101";"R";"7";"Rune Thorlejf Jørgensen";"";"";"";"0"
"71";"101";"R";"8";"Steen Jørgensen";"";"";"";"0"
"71";"101";"R";"9";"Elsebeth Kaufholz";"";"";"";"0"
"71";"101";"R";"10";"Poul Erik Kinimond";"";"";"";"0"
"71";"101";"R";"11";"Michael Larsen";"";"";"";"0"
"71";"101";"R";"12";"Hjørdis Nielsen";"";"";"";"0"
"71";"101";"R";"13";"John Poulsen";"";"";"";"0"
"71";"101";"R";"14";"Hanne Rosenvold";"";"";"";"0"
"71";"101";"R";"15";"Anders Sørensen";"";"";"";"0"
"71";"101";"T";"1";"Tom Gillesberg, Nørrebro";"";"";"";"0"
"71";"101";"T";"2";"Michelle Rasmussen, Østerbro";"";"";"";"0"
"71";"101";"T";"3";"Feride Istogu Gillesberg, Nørrebro";"";"";"";"0"
"71";"101";"T";"4";"Hans Frederik Ross Nielsen, Nørreb";"";"";"";"0"
"71";"101";"T";"5";"Anne Nielsen, Vanløse";"";"";"";"0"
"71";"101";"U";"1";"Kaj Vilhelmsen";"";"";"";"0"
"71";"101";"V";"1";"Pia Allerslev";"";"";"";"0"
"71";"101";"V";"2";"Cecilia Lonning";"";"";"";"0"
"71";"101";"V";"3";"Caroline Stage";"";"";"";"0"
"71";"101";"V";"4";"Jens-Kristian Lütken";"";"";"";"0"
"71";"101";"V";"5";"Flemming Steen Munch";"";"";"";"0"
"71";"101";"V";"6";"Michael Gatten";"";"";"";"0"
"71";"101";"V";"7";"Leslie Arentoft";"";"";"";"0"
"71";"101";"V";"8";"Hanne Simonsen";"";"";"";"0"
"71";"101";"V";"9";"Jan Winther";"";"";"";"0"
"71";"101";"V";"10";"Karina Rohrberg Jessen";"";"";"";"0"
"71";"101";"V";"11";"Jens Frederik Hansen";"";"";"";"0"
"71";"101";"V";"12";"Raimundas Gaizutis";"";"";"";"0"
"71";"101";"V";"13";"Lis Larsson";"";"";"";"0"
"71";"101";"V";"14";"Poul Nielsen";"";"";"";"0"
"71";"101";"V";"15";"Thomas Jaskov";"";"";"";"0"
"71";"101";"V";"16";"Peter Dits Christensen";"";"";"";"0"
"71";"101";"V";"17";"Lise Helweg";"";"";"";"0"
"71";"101";"Y";"1";"Tom Jæger";"";"";"";"0"
"71";"101";"Z";"1";"Eva Jordy";"";"";"";"0"
"71";"101";"Z";"2";"Birgitte Havn";"";"";"";"0"
"71";"101";"Z";"3";"Kurt Havn";"";"";"";"0"
"71";"101";"Z";"4";"Børge Otto Jørgensen";"";"";"";"0"
"71";"101";"Z";"5";"Charlotte Elizabeth Roles";"";"";"";"0"
"71";"101";"Z";"6";"Rosa Sand Michelsen";"";"";"";"0"
"71";"101";"Z";"7";"Melina Munk Kirkegaard";"";"";"";"0"
"71";"101";"Z";"8";"Alexei Volkov";"";"";"";"0"
"71";"101";"Æ";"1";"Lasse Glavind, Vesterbro";"";"";"";"0"
"71";"101";"Æ";"2";"Thomas Holmbäck, Vesterbro";"";"";"";"0"
"71";"101";"Æ";"3";"Lars Lidsmoes, Vesterbro";"";"";"";"0"
"71";"101";"Æ";"4";"Sille Pernille Boelsmand Højholdt";"";"";"";"0"
"71";"101";"Æ";"5";"Adrian Frank, Vesterbro";"";"";"";"0"
"71";"101";"Ø";"1";"Morten Kabell, Christianshavn";"";"";"";"0"
"71";"101";"Ø";"2";"Signe Færch, Nørrebro";"";"";"";"0"
"71";"101";"Ø";"3";"Rikke Lauritzen, Vesterbro";"";"";"";"0"
"71";"101";"Ø";"4";"Allan Ahmad, Nørrebro";"";"";"";"0"
"71";"101";"Ø";"5";"Ulrik Kohl, Christianshavn";"";"";"";"0"
"71";"101";"Ø";"6";"Ninna Hedeager Olsen, Nørrebro";"";"";"";"0"
"71";"101";"Ø";"7";"Allan Mylius Thomsen, Indre by";"";"";"";"0"
