"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2013 - Stemmeberettigede";"KV2013 - Afgivne stemmer";"KV2013 - Blanke stemmer";"KV2013 - Andre ugyldige stemmer";"KV2013 - Gyldige stemmer";"KV2013 - A";"KV2013 - B";"KV2013 - C";"KV2013 - F";"KV2013 - I";"KV2013 - K";"KV2013 - J";"KV2013 - G";"KV2013 - O";"KV2013 - M";"KV2013 - N";"KV2013 - H";"KV2013 - V";"KV2013 - U";"KV2013 - S";"KV2013 - Z";"KV2013 - Ø";"KV2013 - L";"KV2013 - R";"KV2013 - Å";"KV2013 - D";"KV2013 - P";"KV2013 - E";"KV2013 - T";"KV2013 - W";"KV2013 - 01";"KV2013 - 04";"KV2013 - 05";"KV2013 - Q";"KV2013 - 02";"KV2013 - Æ";"KV2013 - 03";"KV2013 - 06";"KV2013 - Y"
"360003";"360003";"29";"5";"2";"2137";"1643";"16";"3";"1624";"446";"23";"77";"40";"12";"-";"-";"-";"158";"-";"-";"-";"719";"-";"-";"-";"100";"31";"-";"-";"17";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360005";"360005";"29";"5";"2";"1045";"770";"5";"2";"763";"171";"12";"94";"69";"2";"-";"-";"-";"99";"-";"-";"-";"209";"-";"-";"-";"47";"53";"-";"-";"5";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360008";"360008";"29";"5";"2";"875";"616";"6";"1";"609";"131";"8";"85";"43";"4";"-";"-";"-";"73";"-";"-";"-";"202";"-";"-";"-";"35";"24";"-";"-";"1";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360011";"360011";"29";"5";"2";"1814";"1325";"16";"2";"1307";"339";"9";"186";"82";"11";"-";"-";"-";"159";"-";"-";"-";"364";"-";"-";"-";"97";"48";"-";"-";"11";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360013";"360013";"29";"5";"2";"5604";"4316";"50";"15";"4251";"1296";"36";"421";"163";"33";"-";"-";"-";"340";"-";"-";"-";"1518";"-";"-";"-";"297";"99";"-";"-";"44";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360014";"360014";"29";"5";"2";"41";"37";"0";"0";"37";"4";"0";"0";"1";"0";"-";"-";"-";"1";"-";"-";"-";"27";"-";"-";"-";"3";"0";"-";"-";"1";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360019";"360019";"29";"5";"2";"2929";"2137";"18";"5";"2114";"543";"10";"219";"91";"14";"-";"-";"-";"257";"-";"-";"-";"647";"-";"-";"-";"180";"50";"-";"-";"100";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360020";"360020";"29";"5";"2";"10854";"7785";"103";"31";"7651";"1994";"59";"817";"1396";"34";"-";"-";"-";"768";"-";"-";"-";"1179";"-";"-";"-";"407";"933";"-";"-";"56";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360026";"360026";"29";"5";"2";"496";"354";"1";"0";"353";"117";"4";"19";"29";"1";"-";"-";"-";"46";"-";"-";"-";"107";"-";"-";"-";"23";"4";"-";"-";"3";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360027";"360027";"29";"5";"2";"398";"335";"6";"0";"329";"22";"3";"124";"54";"4";"-";"-";"-";"25";"-";"-";"-";"52";"-";"-";"-";"31";"12";"-";"-";"2";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360028";"360028";"29";"5";"2";"113";"98";"1";"0";"97";"7";"0";"10";"8";"0";"-";"-";"-";"7";"-";"-";"-";"58";"-";"-";"-";"6";"1";"-";"-";"0";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360029";"360029";"29";"5";"2";"1895";"1356";"17";"3";"1336";"437";"20";"81";"101";"10";"-";"-";"-";"200";"-";"-";"-";"330";"-";"-";"-";"103";"37";"-";"-";"14";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360035";"360035";"29";"5";"2";"2453";"1797";"30";"9";"1758";"389";"9";"176";"150";"15";"-";"-";"-";"298";"-";"-";"-";"519";"-";"-";"-";"118";"61";"-";"-";"23";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360036";"360036";"29";"5";"2";"2301";"1698";"18";"3";"1677";"452";"24";"121";"102";"26";"-";"-";"-";"190";"-";"-";"-";"609";"-";"-";"-";"112";"20";"-";"-";"18";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360037";"360037";"29";"5";"2";"1468";"962";"23";"4";"935";"301";"12";"35";"105";"9";"-";"-";"-";"158";"-";"-";"-";"218";"-";"-";"-";"72";"13";"-";"-";"9";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360038";"360038";"29";"5";"2";"818";"607";"8";"3";"596";"120";"6";"59";"45";"3";"-";"-";"-";"87";"-";"-";"-";"208";"-";"-";"-";"52";"5";"-";"-";"10";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370001";"370001";"32";"5";"2";"3455";"2404";"36";"6";"2362";"663";"50";"191";"83";"38";"2";"-";"0";"286";"-";"10";"5";"834";"-";"-";"-";"180";"14";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370002";"370002";"32";"5";"2";"818";"619";"5";"3";"611";"169";"10";"45";"17";"10";"4";"-";"0";"58";"-";"3";"1";"257";"-";"-";"-";"34";"1";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370003";"370003";"32";"5";"2";"1626";"1154";"22";"2";"1130";"276";"24";"97";"32";"13";"2";"-";"1";"153";"-";"10";"3";"435";"-";"-";"-";"74";"2";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370004";"370004";"32";"5";"2";"1942";"1538";"20";"4";"1514";"522";"34";"132";"35";"16";"2";"-";"5";"114";"-";"14";"0";"586";"-";"-";"-";"45";"1";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370005";"370005";"32";"5";"2";"797";"592";"9";"3";"580";"162";"21";"30";"15";"13";"1";"-";"0";"65";"-";"4";"1";"232";"-";"-";"-";"33";"1";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370006";"370006";"32";"5";"2";"2041";"1485";"17";"0";"1468";"430";"30";"92";"58";"33";"0";"-";"0";"145";"-";"15";"3";"574";"-";"-";"-";"77";"0";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370007";"370007";"32";"5";"2";"1308";"974";"10";"4";"960";"287";"23";"67";"26";"12";"4";"-";"3";"82";"-";"13";"3";"381";"-";"-";"-";"57";"0";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370008";"370008";"32";"5";"2";"3730";"2927";"35";"5";"2887";"1209";"135";"312";"67";"30";"7";"-";"1";"285";"-";"30";"20";"627";"-";"-";"-";"134";"1";"-";"-";"-";"29";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370009";"370009";"32";"5";"2";"1113";"896";"12";"0";"884";"311";"8";"229";"18";"11";"0";"-";"1";"82";"-";"10";"1";"178";"-";"-";"-";"29";"1";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370010";"370010";"32";"5";"2";"1294";"989";"12";"4";"973";"257";"21";"88";"23";"19";"0";"-";"0";"103";"-";"27";"4";"325";"-";"-";"-";"98";"1";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370011";"370011";"32";"5";"2";"2511";"1992";"36";"2";"1954";"774";"33";"119";"71";"82";"3";"-";"1";"217";"-";"13";"7";"465";"-";"-";"-";"161";"3";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370012";"370012";"32";"5";"2";"480";"330";"7";"0";"323";"75";"8";"36";"17";"8";"0";"-";"0";"62";"-";"3";"0";"92";"-";"-";"-";"22";"0";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370013";"370013";"32";"5";"2";"518";"401";"5";"3";"393";"109";"7";"31";"11";"12";"0";"-";"1";"49";"-";"3";"0";"150";"-";"-";"-";"16";"0";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370014";"370014";"32";"5";"2";"2488";"1890";"17";"2";"1871";"674";"29";"123";"38";"31";"1";"-";"0";"241";"-";"6";"3";"620";"-";"-";"-";"101";"1";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370020";"370020";"32";"5";"2";"3707";"2858";"35";"12";"2811";"1229";"125";"275";"83";"34";"6";"-";"0";"198";"-";"16";"13";"686";"-";"-";"-";"135";"1";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370021";"370021";"32";"5";"2";"3037";"2048";"44";"6";"1998";"862";"68";"179";"85";"31";"1";"-";"0";"156";"-";"25";"7";"458";"-";"-";"-";"116";"0";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370022";"370022";"32";"5";"2";"4595";"3044";"52";"29";"2963";"1369";"122";"198";"130";"51";"8";"-";"3";"249";"-";"44";"15";"515";"-";"-";"-";"233";"0";"-";"-";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370023";"370023";"32";"5";"2";"4903";"3600";"40";"6";"3554";"1670";"130";"318";"121";"66";"7";"-";"1";"206";"-";"46";"11";"743";"-";"-";"-";"191";"1";"-";"-";"-";"43";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370024";"370024";"32";"5";"2";"5191";"3901";"44";"16";"3841";"1941";"108";"282";"110";"51";"5";"-";"1";"336";"-";"47";"13";"738";"-";"-";"-";"186";"4";"-";"-";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370025";"370025";"32";"5";"2";"2937";"2113";"17";"10";"2086";"1055";"74";"159";"62";"22";"4";"-";"2";"182";"-";"21";"2";"355";"-";"-";"-";"130";"4";"-";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370026";"370026";"32";"5";"2";"2695";"2236";"24";"10";"2202";"839";"140";"257";"76";"37";"7";"-";"2";"127";"-";"17";"10";"577";"-";"-";"-";"99";"1";"-";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370027";"370027";"32";"5";"2";"4451";"3236";"37";"8";"3191";"1327";"117";"366";"71";"54";"9";"-";"0";"243";"-";"48";"5";"812";"-";"-";"-";"113";"5";"-";"-";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370028";"370028";"32";"5";"2";"3968";"2652";"24";"16";"2612";"1369";"73";"167";"77";"38";"12";"-";"2";"229";"-";"49";"6";"431";"-";"-";"-";"135";"2";"-";"-";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370029";"370029";"32";"5";"2";"680";"571";"3";"1";"567";"249";"16";"48";"15";"7";"0";"-";"0";"42";"-";"6";"4";"147";"-";"-";"-";"33";"0";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370031";"370031";"32";"5";"2";"1556";"1137";"10";"3";"1124";"344";"25";"80";"37";"11";"3";"-";"2";"98";"-";"9";"8";"422";"-";"-";"-";"80";"1";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370032";"370032";"32";"5";"2";"2022";"1676";"15";"3";"1658";"669";"50";"180";"31";"16";"0";"-";"2";"191";"-";"8";"2";"434";"-";"-";"-";"66";"1";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"376001";"376001";"30";"5";"2";"3778";"2434";"32";"13";"2389";"677";"55";"93";"147";"27";"13";"8";"442";"470";"-";"-";"-";"282";"-";"-";"-";"167";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"376002";"376002";"30";"5";"2";"3377";"2319";"45";"15";"2259";"686";"65";"98";"138";"34";"8";"3";"411";"414";"-";"-";"-";"227";"-";"-";"-";"171";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"376003";"376003";"30";"5";"2";"3193";"2317";"22";"13";"2282";"829";"21";"81";"93";"14";"11";"1";"406";"452";"-";"-";"-";"246";"-";"-";"-";"124";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"376004";"376004";"30";"5";"2";"3646";"2618";"32";"16";"2570";"872";"49";"91";"127";"20";"13";"3";"442";"526";"-";"-";"-";"232";"-";"-";"-";"187";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"376005";"376005";"30";"5";"2";"2132";"1727";"21";"7";"1699";"475";"36";"40";"76";"11";"3";"4";"312";"385";"-";"-";"-";"261";"-";"-";"-";"91";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"376006";"376006";"30";"5";"2";"1551";"1170";"12";"2";"1156";"259";"16";"19";"61";"8";"1";"3";"236";"269";"-";"-";"-";"196";"-";"-";"-";"74";"-";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"376007";"376007";"30";"5";"2";"2767";"2250";"26";"7";"2217";"641";"36";"95";"99";"18";"17";"2";"412";"505";"-";"-";"-";"276";"-";"-";"-";"114";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"376008";"376008";"30";"5";"2";"2553";"1951";"31";"6";"1914";"461";"19";"30";"54";"13";"6";"3";"475";"396";"-";"-";"-";"337";"-";"-";"-";"116";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"376009";"376009";"30";"5";"2";"1431";"1108";"13";"3";"1092";"218";"13";"20";"35";"17";"1";"3";"230";"223";"-";"-";"-";"236";"-";"-";"-";"85";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"376010";"376010";"30";"5";"2";"2618";"1917";"36";"6";"1875";"476";"29";"33";"77";"9";"4";"22";"252";"454";"-";"-";"-";"418";"-";"-";"-";"99";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"376011";"376011";"30";"5";"2";"1906";"1382";"23";"4";"1355";"334";"17";"25";"60";"27";"3";"30";"179";"320";"-";"-";"-";"267";"-";"-";"-";"88";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"376012";"376012";"30";"5";"2";"2197";"1624";"22";"6";"1596";"452";"38";"40";"61";"13";"1";"17";"288";"379";"-";"-";"-";"214";"-";"-";"-";"92";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"376013";"376013";"30";"5";"2";"4757";"3494";"67";"14";"3413";"861";"35";"79";"103";"29";"3";"3";"467";"577";"-";"-";"-";"530";"-";"-";"-";"163";"-";"-";"-";"563";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"376014";"376014";"30";"5";"2";"1373";"1026";"9";"0";"1017";"222";"6";"21";"34";"4";"0";"2";"214";"253";"-";"-";"-";"145";"-";"-";"-";"59";"-";"-";"-";"57";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"376015";"376015";"30";"5";"2";"981";"712";"4";"2";"706";"147";"5";"16";"24";"5";"1";"1";"90";"151";"-";"-";"-";"127";"-";"-";"-";"34";"-";"-";"-";"105";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"376016";"376016";"30";"5";"2";"3117";"2342";"31";"14";"2297";"597";"32";"58";"112";"10";"11";"6";"547";"500";"-";"-";"-";"246";"-";"-";"-";"173";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"376017";"376017";"30";"5";"2";"2550";"1972";"28";"4";"1940";"514";"40";"37";"95";"16";"4";"5";"358";"527";"-";"-";"-";"227";"-";"-";"-";"113";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"376018";"376018";"30";"5";"2";"1606";"1284";"13";"6";"1265";"288";"34";"26";"46";"5";"4";"3";"202";"336";"-";"-";"-";"255";"-";"-";"-";"61";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"376019";"376019";"30";"5";"2";"2879";"2329";"24";"3";"2302";"540";"45";"111";"72";"25";"4";"2";"491";"650";"-";"-";"-";"281";"-";"-";"-";"75";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"376020";"376020";"30";"5";"2";"1256";"935";"11";"5";"919";"223";"2";"20";"184";"7";"4";"0";"119";"239";"-";"-";"-";"50";"-";"-";"-";"70";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"390001";"390001";"31";"5";"2";"4517";"3241";"51";"11";"3179";"1005";"126";"171";"280";"78";"-";"-";"5";"400";"-";"-";"-";"835";"-";"-";"-";"200";"-";"-";"79";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"390002";"390002";"31";"5";"2";"3317";"2520";"43";"5";"2472";"818";"77";"71";"224";"46";"-";"-";"6";"324";"-";"-";"-";"649";"-";"-";"-";"179";"-";"-";"78";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"390003";"390003";"31";"5";"2";"2245";"1832";"27";"4";"1801";"452";"64";"112";"188";"96";"-";"-";"2";"213";"-";"-";"-";"534";"-";"-";"-";"114";"-";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"390004";"390004";"31";"5";"2";"2121";"1574";"20";"3";"1551";"452";"41";"67";"129";"43";"-";"-";"1";"222";"-";"-";"-";"425";"-";"-";"-";"137";"-";"-";"34";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"390005";"390005";"31";"5";"2";"947";"717";"11";"3";"703";"161";"21";"20";"29";"17";"-";"-";"0";"91";"-";"-";"-";"302";"-";"-";"-";"45";"-";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"390006";"390006";"31";"5";"2";"2998";"2097";"30";"1";"2066";"447";"49";"196";"112";"78";"-";"-";"6";"432";"-";"-";"-";"493";"-";"-";"-";"141";"-";"-";"112";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"390007";"390007";"31";"5";"2";"1626";"1242";"20";"6";"1216";"315";"40";"53";"78";"31";"-";"-";"2";"208";"-";"-";"-";"390";"-";"-";"-";"83";"-";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"390008";"390008";"31";"5";"2";"4559";"3538";"41";"10";"3487";"804";"190";"125";"134";"65";"-";"-";"2";"318";"-";"-";"-";"1461";"-";"-";"-";"275";"-";"-";"113";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"390009";"390009";"31";"5";"2";"1380";"1032";"8";"1";"1023";"133";"66";"27";"57";"21";"-";"-";"5";"126";"-";"-";"-";"428";"-";"-";"-";"101";"-";"-";"59";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"390010";"390010";"31";"5";"2";"1902";"1473";"21";"2";"1450";"276";"67";"34";"72";"45";"-";"-";"1";"121";"-";"-";"-";"568";"-";"-";"-";"202";"-";"-";"64";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"390011";"390011";"31";"5";"2";"895";"750";"10";"1";"739";"174";"36";"20";"65";"22";"-";"-";"0";"94";"-";"-";"-";"233";"-";"-";"-";"76";"-";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"390012";"390012";"31";"5";"2";"3376";"2476";"40";"7";"2429";"752";"87";"75";"123";"60";"-";"-";"2";"362";"-";"-";"-";"703";"-";"-";"-";"204";"-";"-";"61";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"390013";"390013";"31";"5";"2";"934";"732";"5";"1";"726";"174";"23";"15";"46";"19";"-";"-";"1";"103";"-";"-";"-";"268";"-";"-";"-";"51";"-";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"390014";"390014";"31";"5";"2";"677";"527";"18";"2";"507";"129";"18";"14";"30";"18";"-";"-";"1";"80";"-";"-";"-";"134";"-";"-";"-";"65";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"390015";"390015";"31";"5";"2";"1455";"1116";"26";"3";"1087";"208";"27";"115";"38";"13";"-";"-";"1";"192";"-";"-";"-";"400";"-";"-";"-";"74";"-";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"390016";"390016";"31";"5";"2";"1764";"1365";"16";"5";"1344";"349";"48";"52";"64";"39";"-";"-";"3";"212";"-";"-";"-";"421";"-";"-";"-";"105";"-";"-";"51";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"390017";"390017";"31";"5";"2";"1557";"1277";"11";"4";"1262";"369";"31";"76";"62";"37";"-";"-";"0";"223";"-";"-";"-";"389";"-";"-";"-";"55";"-";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"400001";"400001";"28";"4";"1";"2979";"2243";"32";"5";"2206";"842";"74";"58";"71";"15";"66";"-";"-";"154";"-";"-";"39";"535";"-";"-";"-";"191";"-";"-";"-";"43";"-";"-";"-";"118";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"400002";"400002";"28";"4";"1";"2509";"1964";"28";"4";"1932";"616";"75";"84";"61";"17";"98";"-";"-";"124";"-";"-";"20";"404";"-";"-";"-";"247";"-";"-";"-";"49";"-";"-";"-";"137";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"400003";"400003";"28";"4";"1";"1820";"1476";"11";"1";"1464";"540";"99";"50";"32";"14";"65";"-";"-";"46";"-";"-";"12";"287";"-";"-";"-";"209";"-";"-";"-";"64";"-";"-";"-";"46";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"400004";"400004";"28";"4";"1";"3743";"2755";"28";"13";"2714";"1162";"134";"72";"53";"36";"112";"-";"-";"145";"-";"-";"15";"591";"-";"-";"-";"178";"-";"-";"-";"97";"-";"-";"-";"119";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"400005";"400005";"28";"4";"1";"1397";"1119";"20";"1";"1098";"398";"47";"26";"25";"7";"44";"-";"-";"106";"-";"-";"9";"298";"-";"-";"-";"68";"-";"-";"-";"23";"-";"-";"-";"47";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"400006";"400006";"28";"4";"1";"4401";"3379";"44";"9";"3326";"1389";"144";"90";"66";"47";"170";"-";"-";"246";"-";"-";"36";"739";"-";"-";"-";"175";"-";"-";"-";"35";"-";"-";"-";"189";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"400007";"400007";"27";"4";"1";"2088";"1613";"17";"5";"1591";"508";"51";"112";"22";"20";"98";"-";"-";"128";"-";"-";"17";"388";"-";"-";"-";"108";"-";"-";"-";"20";"-";"-";"-";"119";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"400008";"400008";"27";"4";"1";"11598";"8896";"107";"34";"8755";"4252";"287";"337";"215";"78";"222";"-";"-";"562";"-";"-";"32";"1475";"-";"-";"-";"455";"-";"-";"-";"60";"-";"-";"-";"780";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"400009";"400009";"27";"4";"1";"2386";"1938";"33";"6";"1899";"800";"67";"51";"36";"12";"68";"-";"-";"142";"-";"-";"10";"410";"-";"-";"-";"139";"-";"-";"-";"8";"-";"-";"-";"156";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"410001";"410001";"45";"6";"2";"5346";"3977";"52";"16";"3909";"2146";"151";"202";"246";"87";"-";"-";"-";"341";"-";"-";"-";"539";"-";"-";"-";"193";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"410002";"410002";"45";"6";"2";"5175";"4136";"49";"8";"4079";"2206";"232";"237";"198";"86";"-";"-";"-";"364";"-";"-";"-";"595";"-";"-";"-";"155";"-";"-";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"410003";"410003";"45";"6";"2";"3343";"2813";"33";"7";"2773";"1002";"153";"355";"183";"90";"-";"-";"-";"250";"-";"-";"-";"619";"-";"-";"-";"120";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"410004";"410004";"45";"6";"2";"1946";"1500";"26";"4";"1470";"651";"60";"81";"66";"32";"-";"-";"-";"175";"-";"-";"-";"345";"-";"-";"-";"58";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"410005";"410005";"45";"6";"2";"1107";"821";"18";"1";"802";"268";"25";"34";"64";"21";"-";"-";"-";"111";"-";"-";"-";"251";"-";"-";"-";"28";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"410006";"410006";"45";"6";"2";"2921";"2219";"40";"4";"2175";"865";"87";"110";"96";"53";"-";"-";"-";"239";"-";"-";"-";"596";"-";"-";"-";"127";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"410007";"410007";"45";"6";"2";"1479";"1187";"11";"2";"1174";"324";"49";"62";"71";"38";"-";"-";"-";"109";"-";"-";"-";"467";"-";"-";"-";"53";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"410008";"410008";"45";"6";"2";"2333";"1730";"19";"7";"1704";"548";"96";"93";"105";"32";"-";"-";"-";"208";"-";"-";"-";"527";"-";"-";"-";"94";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"410009";"410009";"45";"6";"2";"2119";"1502";"30";"3";"1469";"502";"45";"73";"61";"26";"-";"-";"-";"179";"-";"-";"-";"491";"-";"-";"-";"92";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"410010";"410010";"45";"6";"2";"2063";"1550";"22";"2";"1526";"504";"87";"55";"66";"41";"-";"-";"-";"178";"-";"-";"-";"511";"-";"-";"-";"83";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
