"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2005 - Stemmeberettigede";"KV2005 - Afgivne stemmer";"KV2005 - Blanke stemmer";"KV2005 - Andre ugyldige stemmer";"KV2005 - Gyldige stemmer";"KV2005 - A";"KV2005 - B";"KV2005 - C";"KV2005 - F";"KV2005 - I";"KV2005 - J";"KV2005 - K";"KV2005 - G";"KV2005 - M";"KV2005 - O";"KV2005 - N";"KV2005 - U";"KV2005 - S";"KV2005 - H";"KV2005 - Y";"KV2005 - V";"KV2005 - Z";"KV2005 - Ø";"KV2005 - R";"KV2005 - Å";"KV2005 - L";"KV2005 - D";"KV2005 - P";"KV2005 - E";"KV2005 - 1";"KV2005 - 2";"KV2005 - 3";"KV2005 - Æ";"KV2005 - Q";"KV2005 - T";"KV2005 - W"
"307001";"307001";"40";"7";"2";"3314";"2292";"28";"5";"2259";"582";"49";"278";"64";"-";"-";"6";"-";"-";"115";"515";"-";"-";"34";"-";"406";"3";"202";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-"
"307003";"307003";"40";"7";"2";"1618";"1081";"16";"3";"1062";"341";"22";"77";"27";"-";"-";"4";"-";"-";"77";"121";"-";"-";"25";"-";"308";"6";"52";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"309001";"309001";"38";"7";"2";"2395";"1641";"17";"5";"1619";"361";"18";"72";"231";"8";"70";"-";"-";"-";"83";"-";"-";"-";"-";"-";"754";"-";"11";"-";"2";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"309002";"309002";"38";"7";"2";"1404";"1002";"2";"6";"994";"156";"23";"30";"155";"8";"55";"-";"-";"-";"62";"-";"-";"-";"-";"-";"484";"-";"18";"-";"1";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"309003";"309003";"38";"7";"2";"494";"376";"4";"1";"371";"48";"1";"110";"48";"1";"3";"-";"-";"-";"38";"-";"-";"-";"-";"-";"116";"-";"6";"-";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"309004";"309004";"38";"7";"2";"837";"593";"4";"1";"588";"98";"21";"9";"108";"7";"17";"-";"-";"-";"48";"-";"-";"-";"-";"-";"258";"-";"8";"-";"1";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"311001";"311001";"40";"7";"2";"1355";"605";"6";"3";"596";"330";"36";"52";"40";"-";"-";"0";"-";"-";"80";"-";"-";"-";"-";"-";"2";"1";"15";"-";"2";"37";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-"
"311002";"311002";"40";"7";"2";"1146";"529";"3";"2";"524";"220";"34";"72";"52";"-";"-";"3";"-";"-";"85";"-";"-";"-";"-";"-";"5";"5";"14";"-";"5";"25";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-"
"311003";"311003";"40";"7";"2";"1164";"521";"7";"0";"514";"261";"31";"52";"37";"-";"-";"2";"-";"-";"86";"-";"-";"-";"-";"-";"2";"2";"8";"-";"2";"29";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-"
"311004";"311004";"40";"7";"2";"1369";"688";"10";"1";"677";"334";"97";"42";"23";"-";"-";"1";"-";"-";"64";"-";"-";"-";"-";"-";"1";"2";"19";"-";"1";"88";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-"
"313001";"313001";"39";"7";"2";"8732";"6265";"43";"23";"6199";"1966";"229";"312";"353";"-";"-";"-";"-";"-";"319";"-";"0";"-";"-";"-";"2787";"-";"78";"13";"142";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"313003";"313003";"39";"7";"2";"1237";"817";"12";"2";"803";"202";"39";"43";"48";"-";"-";"-";"-";"-";"95";"-";"0";"-";"-";"-";"349";"-";"19";"1";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"313004";"313004";"39";"7";"2";"491";"376";"3";"0";"373";"83";"8";"4";"19";"-";"-";"-";"-";"-";"23";"-";"0";"-";"-";"-";"227";"-";"3";"1";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"313005";"313005";"39";"7";"2";"682";"453";"7";"1";"445";"128";"14";"40";"21";"-";"-";"-";"-";"-";"20";"-";"0";"-";"-";"-";"193";"-";"18";"1";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"315001";"315001";"36";"7";"2";"5815";"3927";"44";"7";"3876";"967";"1128";"228";"303";"-";"-";"-";"-";"-";"181";"-";"-";"-";"-";"-";"945";"-";"116";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"315002";"315002";"36";"7";"2";"6915";"4067";"40";"16";"4011";"1406";"895";"193";"254";"-";"-";"-";"-";"-";"230";"-";"-";"-";"-";"-";"901";"-";"116";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"11"
"315003";"315003";"36";"7";"2";"6080";"4094";"38";"25";"4031";"1216";"1085";"245";"252";"-";"-";"-";"-";"-";"176";"-";"-";"-";"-";"-";"947";"-";"91";"-";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"5"
"315004";"315004";"36";"7";"2";"2241";"1646";"15";"3";"1628";"353";"389";"99";"110";"-";"-";"-";"-";"-";"84";"-";"-";"-";"-";"-";"555";"-";"32";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"6"
"315005";"315005";"36";"7";"2";"759";"566";"5";"3";"558";"208";"31";"18";"38";"-";"-";"-";"-";"-";"67";"-";"-";"-";"-";"-";"154";"-";"15";"-";"-";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"315006";"315006";"36";"7";"2";"3133";"2332";"28";"1";"2303";"667";"455";"116";"97";"-";"-";"-";"-";"-";"158";"-";"-";"-";"-";"-";"761";"-";"44";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"3"
"315007";"315007";"36";"7";"2";"807";"562";"11";"0";"551";"113";"105";"16";"24";"-";"-";"-";"-";"-";"40";"-";"-";"-";"-";"-";"238";"-";"12";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"2"
"315008";"315008";"36";"7";"2";"1791";"1327";"14";"3";"1310";"309";"219";"43";"79";"-";"-";"-";"-";"-";"136";"-";"-";"-";"-";"-";"482";"-";"38";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"317001";"317001";"38";"7";"2";"271";"180";"0";"0";"180";"25";"18";"8";"34";"2";"3";"-";"-";"-";"17";"-";"-";"-";"-";"-";"53";"-";"2";"-";"1";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"317002";"317002";"38";"7";"2";"1060";"780";"12";"5";"763";"131";"33";"13";"151";"1";"4";"-";"-";"-";"57";"-";"-";"-";"-";"-";"225";"-";"6";"-";"2";"140";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"317003";"317003";"38";"7";"2";"365";"223";"1";"1";"221";"42";"16";"3";"52";"1";"0";"-";"-";"-";"18";"-";"-";"-";"-";"-";"73";"-";"1";"-";"0";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"317004";"317004";"38";"7";"2";"581";"423";"4";"1";"418";"75";"22";"4";"65";"3";"3";"-";"-";"-";"24";"-";"-";"-";"-";"-";"140";"-";"0";"-";"0";"82";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"317005";"317005";"38";"7";"2";"1525";"1077";"14";"4";"1059";"194";"47";"22";"193";"6";"6";"-";"-";"-";"58";"-";"-";"-";"-";"-";"359";"-";"2";"-";"0";"172";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"317006";"317006";"38";"7";"2";"358";"261";"0";"0";"261";"43";"17";"5";"61";"1";"0";"-";"-";"-";"6";"-";"-";"-";"-";"-";"94";"-";"4";"-";"3";"27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"319001";"319001";"38";"7";"2";"2037";"1421";"12";"5";"1404";"286";"46";"38";"228";"7";"366";"-";"-";"-";"85";"-";"-";"-";"-";"-";"330";"-";"18";"-";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"319002";"319002";"38";"7";"2";"1685";"1202";"12";"1";"1189";"292";"38";"24";"164";"12";"360";"-";"-";"-";"66";"-";"-";"-";"-";"-";"221";"-";"10";"-";"0";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"319003";"319003";"38";"7";"2";"608";"426";"2";"2";"422";"70";"15";"9";"71";"2";"114";"-";"-";"-";"43";"-";"-";"-";"-";"-";"89";"-";"8";"-";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"319004";"319004";"38";"7";"2";"418";"312";"5";"1";"306";"45";"9";"11";"41";"0";"121";"-";"-";"-";"14";"-";"-";"-";"-";"-";"53";"-";"12";"-";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"319005";"319005";"38";"7";"2";"438";"308";"2";"0";"306";"25";"12";"11";"60";"0";"96";"-";"-";"-";"16";"-";"-";"-";"-";"-";"74";"-";"12";"-";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"319006";"319006";"38";"7";"2";"667";"490";"7";"4";"479";"84";"8";"13";"81";"2";"117";"-";"-";"-";"23";"-";"-";"-";"-";"-";"145";"-";"4";"-";"0";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"319007";"319007";"38";"7";"2";"493";"320";"1";"0";"319";"55";"6";"9";"41";"3";"79";"-";"-";"-";"22";"-";"-";"-";"-";"-";"96";"-";"8";"-";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"321001";"321001";"36";"7";"2";"1338";"941";"10";"1";"930";"169";"95";"47";"71";"-";"-";"-";"-";"-";"56";"-";"-";"-";"-";"-";"470";"-";"19";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"2"
"321002";"321002";"36";"7";"2";"1654";"1148";"13";"7";"1128";"345";"99";"54";"66";"-";"-";"-";"-";"-";"84";"-";"-";"-";"-";"-";"468";"-";"8";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"2"
"321003";"321003";"36";"7";"2";"1495";"1054";"11";"2";"1041";"222";"74";"72";"95";"-";"-";"-";"-";"-";"83";"-";"-";"-";"-";"-";"468";"-";"22";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"3"
"323001";"323001";"38";"7";"2";"3239";"2227";"22";"10";"2195";"418";"125";"77";"797";"12";"5";"-";"-";"-";"120";"-";"-";"-";"-";"-";"557";"-";"42";"-";"15";"27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"323002";"323002";"38";"7";"2";"2600";"1603";"23";"13";"1567";"406";"43";"57";"619";"11";"5";"-";"-";"-";"115";"-";"-";"-";"-";"-";"266";"-";"14";"-";"9";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"323003";"323003";"38";"7";"2";"914";"637";"9";"3";"625";"124";"32";"20";"195";"3";"1";"-";"-";"-";"40";"-";"-";"-";"-";"-";"188";"-";"1";"-";"0";"21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"323004";"323004";"38";"7";"2";"1580";"1079";"15";"0";"1064";"238";"51";"32";"365";"12";"6";"-";"-";"-";"82";"-";"-";"-";"-";"-";"247";"-";"4";"-";"2";"25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"323005";"323005";"38";"7";"2";"3389";"2495";"18";"2";"2475";"519";"124";"94";"786";"18";"11";"-";"-";"-";"143";"-";"-";"-";"-";"-";"693";"-";"30";"-";"17";"40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"323006";"323006";"38";"7";"2";"712";"535";"7";"0";"528";"98";"20";"16";"156";"3";"2";"-";"-";"-";"40";"-";"-";"-";"-";"-";"182";"-";"8";"-";"2";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"323007";"323007";"38";"7";"2";"3457";"2264";"25";"9";"2230";"480";"85";"106";"764";"9";"3";"-";"-";"-";"143";"-";"-";"-";"-";"-";"560";"-";"15";"-";"29";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"325001";"325001";"41";"7";"2";"6105";"3428";"24";"8";"3396";"2105";"105";"211";"311";"-";"-";"14";"-";"-";"450";"-";"-";"-";"-";"-";"14";"6";"80";"-";"13";"84";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-"
"325002";"325002";"41";"7";"2";"5828";"3029";"30";"7";"2992";"1739";"131";"108";"287";"-";"-";"8";"-";"-";"517";"-";"-";"-";"-";"-";"11";"3";"111";"-";"11";"62";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-"
"325003";"325003";"41";"7";"2";"1857";"1035";"9";"5";"1021";"571";"34";"68";"118";"-";"-";"5";"-";"-";"175";"-";"-";"-";"-";"-";"5";"3";"17";"-";"8";"16";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-"
"325004";"325004";"41";"7";"2";"2386";"999";"20";"6";"973";"505";"41";"42";"74";"-";"-";"8";"-";"-";"250";"-";"-";"-";"-";"-";"4";"1";"17";"-";"3";"26";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-"
"327001";"327001";"37";"7";"2";"4978";"3418";"33";"9";"3376";"1318";"147";"212";"248";"-";"-";"-";"-";"-";"224";"-";"-";"-";"-";"-";"1115";"-";"62";"-";"-";"50";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"327002";"327002";"37";"7";"2";"1322";"1020";"3";"0";"1017";"272";"62";"94";"96";"-";"-";"-";"-";"-";"88";"-";"-";"-";"-";"-";"356";"-";"35";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"329001";"329001";"39";"7";"2";"6769";"4505";"46";"7";"4452";"1391";"461";"255";"459";"-";"-";"-";"-";"-";"443";"-";"-";"-";"-";"-";"1325";"-";"38";"-";"-";"72";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"329002";"329002";"39";"7";"2";"615";"438";"6";"0";"432";"93";"22";"12";"65";"-";"-";"-";"-";"-";"58";"-";"-";"-";"-";"-";"153";"-";"4";"-";"-";"25";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"329003";"329003";"39";"7";"2";"555";"413";"5";"1";"407";"85";"23";"14";"46";"-";"-";"-";"-";"-";"53";"-";"-";"-";"-";"-";"123";"-";"4";"-";"-";"59";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"329004";"329004";"39";"7";"2";"3775";"2611";"31";"9";"2571";"938";"171";"75";"179";"-";"-";"-";"-";"-";"283";"-";"-";"-";"-";"-";"871";"-";"15";"-";"-";"37";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"329005";"329005";"39";"7";"2";"992";"697";"8";"0";"689";"156";"47";"25";"87";"-";"-";"-";"-";"-";"90";"-";"-";"-";"-";"-";"218";"-";"17";"-";"-";"49";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"329006";"329006";"39";"7";"2";"4747";"3107";"37";"20";"3050";"1112";"326";"124";"314";"-";"-";"-";"-";"-";"324";"-";"-";"-";"-";"-";"746";"-";"38";"-";"-";"60";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"329008";"329008";"39";"7";"2";"1022";"808";"13";"1";"794";"189";"49";"34";"163";"-";"-";"-";"-";"-";"57";"-";"-";"-";"-";"-";"174";"-";"45";"-";"-";"74";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"329009";"329009";"39";"7";"2";"1027";"702";"4";"3";"695";"143";"27";"20";"44";"-";"-";"-";"-";"-";"71";"-";"-";"-";"-";"-";"347";"-";"11";"-";"-";"31";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"329010";"329010";"39";"7";"2";"1049";"753";"9";"0";"744";"233";"41";"32";"52";"-";"-";"-";"-";"-";"76";"-";"-";"-";"-";"-";"253";"-";"10";"-";"-";"46";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"329011";"329011";"39";"7";"2";"537";"346";"5";"0";"341";"87";"16";"2";"36";"-";"-";"-";"-";"-";"42";"-";"-";"-";"-";"-";"114";"-";"7";"-";"-";"37";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"329012";"329012";"39";"7";"2";"831";"582";"4";"2";"576";"117";"55";"30";"66";"-";"-";"-";"-";"-";"67";"-";"-";"-";"-";"-";"223";"-";"4";"-";"-";"14";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"329013";"329013";"39";"7";"2";"986";"723";"3";"1";"719";"216";"23";"22";"61";"-";"-";"-";"-";"-";"90";"-";"-";"-";"-";"-";"159";"-";"11";"-";"-";"136";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"329014";"329014";"39";"7";"2";"658";"418";"6";"0";"412";"116";"24";"19";"41";"-";"-";"-";"-";"-";"63";"-";"-";"-";"-";"-";"120";"-";"6";"-";"-";"20";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"331001";"331001";"40";"7";"2";"3006";"1097";"10";"5";"1082";"509";"92";"56";"186";"-";"-";"6";"-";"-";"157";"-";"-";"-";"-";"-";"6";"1";"33";"-";"4";"30";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-"
"331002";"331002";"40";"7";"2";"204";"82";"1";"0";"81";"32";"4";"5";"7";"-";"-";"0";"-";"-";"23";"-";"-";"-";"-";"-";"1";"2";"5";"-";"0";"2";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"331003";"331003";"40";"7";"2";"1060";"339";"10";"1";"328";"141";"19";"25";"36";"-";"-";"1";"-";"-";"78";"-";"-";"-";"-";"-";"1";"1";"9";"-";"0";"13";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-"
"331004";"331004";"40";"7";"2";"367";"130";"0";"0";"130";"69";"8";"4";"14";"-";"-";"0";"-";"-";"23";"-";"-";"-";"-";"-";"2";"2";"5";"-";"0";"3";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"331005";"331005";"40";"7";"2";"2089";"728";"9";"11";"708";"400";"42";"33";"81";"-";"-";"0";"-";"-";"110";"-";"-";"-";"-";"-";"1";"3";"16";"-";"1";"20";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-"
"331006";"331006";"40";"7";"2";"434";"177";"2";"1";"174";"79";"7";"14";"19";"-";"-";"1";"-";"-";"34";"-";"-";"-";"-";"-";"1";"0";"13";"-";"1";"5";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"331007";"331007";"40";"7";"2";"164";"89";"1";"1";"87";"24";"2";"2";"26";"-";"-";"1";"-";"-";"23";"-";"-";"-";"-";"-";"0";"1";"5";"-";"1";"2";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"331008";"331008";"40";"7";"2";"539";"184";"3";"1";"180";"82";"13";"9";"23";"-";"-";"0";"-";"-";"40";"-";"-";"-";"-";"-";"1";"0";"6";"-";"0";"6";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"331010";"331010";"40";"7";"2";"1379";"574";"11";"2";"561";"284";"43";"26";"60";"-";"-";"1";"-";"-";"108";"-";"-";"-";"-";"-";"3";"4";"17";"-";"2";"13";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"333001";"333001";"41";"7";"2";"5309";"2243";"40";"14";"2189";"1131";"179";"208";"136";"-";"-";"13";"-";"-";"227";"-";"-";"-";"-";"-";"5";"6";"67";"-";"17";"187";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-"
"333002";"333002";"41";"7";"2";"4459";"2241";"20";"9";"2212";"1236";"148";"193";"110";"-";"-";"5";"-";"-";"235";"-";"-";"-";"-";"-";"7";"4";"37";"-";"7";"213";"-";"-";"17";"-";"-";"-";"-";"-";"-";"-"
"333003";"333003";"41";"7";"2";"4863";"2520";"30";"1";"2489";"1475";"133";"185";"155";"-";"-";"9";"-";"-";"265";"-";"-";"-";"-";"-";"10";"2";"41";"-";"8";"180";"-";"-";"26";"-";"-";"-";"-";"-";"-";"-"
"333004";"333004";"41";"7";"2";"5989";"2881";"36";"18";"2827";"1523";"307";"185";"159";"-";"-";"13";"-";"-";"375";"-";"-";"-";"-";"-";"8";"7";"60";"-";"16";"153";"-";"-";"21";"-";"-";"-";"-";"-";"-";"-"
"333005";"333005";"41";"7";"2";"720";"307";"8";"0";"299";"137";"15";"43";"20";"-";"-";"0";"-";"-";"63";"-";"-";"-";"-";"-";"1";"3";"2";"-";"2";"10";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-"
"333006";"333006";"41";"7";"2";"681";"285";"7";"1";"277";"126";"12";"38";"16";"-";"-";"5";"-";"-";"46";"-";"-";"-";"-";"-";"0";"2";"4";"-";"1";"25";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-"
"333007";"333007";"41";"7";"2";"1639";"748";"5";"0";"743";"364";"51";"59";"34";"-";"-";"4";"-";"-";"133";"-";"-";"-";"-";"-";"6";"2";"13";"-";"3";"65";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-"
"333008";"333008";"41";"7";"2";"447";"232";"1";"1";"230";"102";"12";"21";"27";"-";"-";"3";"-";"-";"41";"-";"-";"-";"-";"-";"0";"1";"6";"-";"1";"16";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"333009";"333009";"41";"7";"2";"4782";"2495";"32";"8";"2455";"1401";"211";"165";"142";"-";"-";"14";"-";"-";"286";"-";"-";"-";"-";"-";"2";"8";"50";"-";"8";"159";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-"
"335001";"335001";"40";"7";"2";"1161";"830";"6";"0";"824";"416";"19";"34";"29";"-";"4";"2";"-";"-";"53";"0";"51";"-";"-";"-";"197";"-";"16";"-";"-";"1";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"335002";"335002";"40";"7";"2";"4217";"3144";"27";"9";"3108";"1720";"122";"440";"173";"-";"37";"11";"-";"-";"67";"0";"227";"-";"-";"-";"284";"-";"21";"-";"-";"5";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"335003";"335003";"40";"7";"2";"3465";"2690";"20";"6";"2664";"1276";"98";"247";"261";"-";"59";"15";"-";"-";"73";"0";"225";"-";"-";"-";"368";"-";"38";"-";"-";"2";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"335004";"335004";"40";"7";"2";"2196";"1649";"8";"2";"1639";"970";"46";"171";"73";"-";"23";"1";"-";"-";"45";"0";"111";"-";"-";"-";"191";"-";"7";"-";"-";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"335005";"335005";"40";"7";"2";"855";"618";"8";"1";"609";"280";"16";"38";"29";"-";"5";"1";"-";"-";"41";"2";"57";"-";"-";"-";"129";"-";"11";"-";"-";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"337001";"337001";"39";"7";"2";"1860";"1286";"17";"1";"1268";"487";"20";"106";"51";"-";"191";"3";"-";"-";"66";"0";"21";"-";"-";"-";"311";"-";"10";"-";"-";"0";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"337003";"337003";"39";"7";"2";"232";"171";"3";"0";"168";"55";"4";"6";"13";"-";"10";"0";"-";"-";"12";"0";"6";"-";"-";"-";"57";"-";"3";"-";"-";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"337004";"337004";"39";"7";"2";"990";"720";"11";"0";"709";"215";"19";"63";"32";"-";"145";"1";"-";"-";"35";"0";"28";"-";"-";"-";"161";"-";"7";"-";"-";"0";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"337005";"337005";"39";"7";"2";"609";"431";"6";"0";"425";"112";"17";"35";"28";"-";"82";"2";"-";"-";"27";"1";"3";"-";"-";"-";"117";"-";"0";"-";"-";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"337007";"337007";"39";"7";"2";"543";"405";"4";"0";"401";"83";"25";"25";"25";"-";"102";"0";"-";"-";"19";"0";"4";"-";"-";"-";"111";"-";"4";"-";"-";"2";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"339001";"339001";"37";"7";"2";"439";"319";"6";"1";"312";"75";"18";"6";"24";"-";"-";"-";"-";"-";"35";"-";"-";"-";"-";"-";"149";"-";"5";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"339002";"339002";"37";"7";"2";"2168";"1464";"15";"0";"1449";"393";"204";"68";"58";"-";"-";"-";"-";"-";"125";"-";"-";"-";"-";"-";"583";"-";"18";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"339003";"339003";"37";"7";"2";"1286";"918";"4";"1";"913";"200";"105";"23";"28";"-";"-";"-";"-";"-";"71";"-";"-";"-";"-";"-";"454";"-";"26";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"339004";"339004";"37";"7";"2";"1098";"787";"9";"3";"775";"176";"194";"18";"31";"-";"-";"-";"-";"-";"91";"-";"-";"-";"-";"-";"252";"-";"9";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"341002";"341002";"36";"7";"2";"3608";"2676";"19";"5";"2652";"674";"103";"150";"125";"-";"-";"-";"-";"-";"95";"-";"-";"-";"-";"-";"1434";"-";"67";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"2"
"341004";"341004";"36";"7";"2";"822";"594";"3";"3";"588";"119";"40";"7";"16";"-";"-";"-";"-";"-";"27";"-";"-";"-";"-";"-";"363";"-";"16";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"341006";"341006";"36";"7";"2";"2358";"1680";"14";"6";"1660";"275";"68";"39";"60";"-";"-";"-";"-";"-";"77";"-";"-";"-";"-";"-";"1101";"-";"33";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"4"
"343001";"343001";"37";"7";"2";"1222";"866";"10";"0";"856";"206";"50";"26";"81";"-";"-";"-";"-";"-";"71";"-";"-";"-";"-";"-";"324";"-";"60";"-";"-";"38";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"343002";"343002";"37";"7";"2";"2796";"1980";"19";"1";"1960";"509";"138";"59";"113";"-";"-";"-";"-";"-";"141";"-";"-";"-";"-";"-";"911";"-";"47";"-";"-";"42";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"343003";"343003";"37";"7";"2";"582";"410";"4";"1";"405";"104";"28";"13";"27";"-";"-";"-";"-";"-";"34";"-";"-";"-";"-";"-";"174";"-";"17";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"343004";"343004";"37";"7";"2";"882";"603";"4";"3";"596";"140";"28";"25";"34";"-";"-";"-";"-";"-";"38";"-";"-";"-";"-";"-";"224";"-";"20";"-";"-";"87";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"343005";"343005";"37";"7";"2";"1145";"837";"6";"3";"828";"249";"148";"19";"34";"-";"-";"-";"-";"-";"88";"-";"-";"-";"-";"-";"262";"-";"17";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"343006";"343006";"37";"7";"2";"2407";"1666";"14";"4";"1648";"399";"111";"63";"74";"-";"-";"-";"-";"-";"105";"-";"-";"-";"-";"-";"788";"-";"32";"-";"-";"76";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"345001";"345001";"36";"7";"2";"3454";"2509";"16";"7";"2486";"704";"462";"93";"207";"-";"-";"-";"-";"-";"245";"-";"-";"-";"-";"-";"713";"-";"51";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"9"
