"Id";"ValgId";"AdrKom";"ValgstedKode";"Kreds Nr";"Valgsted Id";"RefValgId";"RefValgstedKode";"RefValgstedId";"RefAdrKom";"RefKredsNr";"Personer";"TotalPersoner";"Divergens";"Multi";"Fejl";"DivergensGruppe";"DivergensGruppePersoner";"OrgGruppe";"GeoId"
"1";"71";"390";"15";"31";"9461";"71";"15";"9461";"390";"31";"1195";"1195";"0";"1";"0";"390015";"1195";"390015";"390015"
"2";"71";"751";"62";"63";"9014";"71";"62";"9014";"751";"63";"3668";"3668";"0";"1";"0";"751062";"3668";"751062";"751062"
"3";"71";"259";"4";"34";"8676";"71";"4";"8676";"259";"34";"1421";"1421";"0";"1";"0";"259004";"1421";"259004";"259004"
"4";"71";"661";"10";"82";"9173";"71";"10";"9173";"661";"82";"536";"536";"0";"1";"0";"661010";"536";"661010";"661010"
"5";"71";"316";"6";"37";"9588";"71";"6";"9588";"316";"37";"1551";"1551";"0";"1";"0";"316006";"1551";"316006";"316006"
"6";"71";"671";"7";"73";"9536";"71";"7";"9536";"671";"73";"1853";"1853";"0";"1";"0";"671007";"1853";"671007";"671007"
"7";"71";"390";"6";"31";"9453";"71";"6";"9453";"390";"31";"2408";"2408";"0";"1";"0";"390006";"2408";"390006";"390006"
"8";"71";"510";"1";"61";"8971";"71";"1";"8971";"510";"61";"2127";"2127";"0";"1";"0";"510001";"2127";"510001";"510001"
"9";"71";"510";"10";"61";"9712";"71";"10";"9712";"510";"61";"2385";"2385";"0";"1";"0";"510010";"2385";"510010";"510010"
"10";"71";"727";"8";"70";"9082";"71";"8";"9082";"727";"70";"904";"904";"0";"1";"0";"727008";"904";"727008";"727008"
"11";"71";"461";"7";"41";"8779";"71";"7";"8779";"461";"41";"4332";"4332";"0";"1";"0";"461007";"4332";"461007";"461007"
"12";"71";"492";"2";"48";"8415";"71";"2";"8415";"492";"48";"1219";"1219";"0";"1";"0";"492002";"1219";"492002";"492002"
"13";"71";"766";"14";"72";"9108";"71";"14";"9108";"766";"72";"1010";"1010";"0";"1";"0";"766014";"1010";"766014";"766014"
"14";"71";"787";"10";"87";"9296";"71";"10";"9296";"787";"87";"1359";"1359";"0";"1";"0";"787010";"1359";"787010";"787010"
"15";"71";"155";"3";"12";"8291";"71";"3";"8291";"155";"12";"3385";"3385";"0";"1";"0";"155003";"3385";"155003";"155003"
"16";"71";"157";"6";"13";"8500";"71";"6";"8500";"157";"13";"6013";"6013";"0";"1";"0";"157006";"6013";"157006";"157006"
"17";"71";"430";"22";"48";"8884";"71";"22";"8884";"430";"48";"3031";"3031";"0";"1";"0";"430022";"3031";"430022";"430022"
"18";"71";"607";"7";"58";"8970";"71";"7";"8970";"607";"58";"1314";"1314";"0";"1";"0";"607007";"1314";"607007";"607007"
"19";"71";"430";"13";"48";"8876";"71";"13";"8876";"430";"48";"976";"976";"0";"1";"0";"430013";"976";"430013";"430013"
"20";"71";"575";"15";"55";"9504";"71";"15";"9504";"575";"55";"450";"450";"0";"1";"0";"575015";"450";"575015";"575015"
"21";"71";"791";"5";"75";"9550";"71";"5";"9550";"791";"75";"1599";"1599";"0";"1";"0";"791005";"1599";"791005";"791005"
"22";"71";"621";"6";"59";"9395";"71";"6";"9395";"621";"59";"3183";"3183";"0";"1";"0";"621006";"3183";"621006";"621006"
"23";"71";"561";"17";"53";"8426";"71";"17";"8426";"561";"53";"955";"955";"0";"1";"0";"561017";"955";"561017";"561017"
"24";"71";"306";"3";"38";"8724";"71";"3";"8724";"306";"38";"1441";"1441";"0";"1";"0";"306003";"1441";"306003";"306003"
