"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2017 - Stemmeberettigede";"KV2017 - Afgivne stemmer";"KV2017 - Blanke stemmer";"KV2017 - Andre ugyldige stemmer";"KV2017 - Gyldige stemmer";"KV2017 - A";"KV2017 - B";"KV2017 - C";"KV2017 - F";"KV2017 - I";"KV2017 - J";"KV2017 - K";"KV2017 - M";"KV2017 - G";"KV2017 - N";"KV2017 - O";"KV2017 - H";"KV2017 - S";"KV2017 - V";"KV2017 - U";"KV2017 - Z";"KV2017 - Ø";"KV2017 - L";"KV2017 - Å";"KV2017 - R";"KV2017 - D";"KV2017 - P";"KV2017 - E";"KV2017 - Q";"KV2017 - Å1";"KV2017 - K2";"KV2017 - K1";"KV2017 - Æ";"KV2017 - W";"KV2017 - Y";"KV2017 - T"
"370025";"370025";"32";"5";"2";"2962";"2073";"19";"8";"2046";"901";"157";"105";"92";"46";"-";"2";"0";"-";"6";"167";"0";"-";"416";"-";"-";"94";"-";"22";"-";"25";"12";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"370026";"370026";"32";"5";"2";"2727";"2182";"25";"11";"2146";"770";"282";"188";"71";"30";"-";"6";"1";"-";"2";"126";"0";"-";"539";"-";"-";"73";"-";"27";"-";"19";"10";"-";"-";"-";"-";"-";"-";"-";"-";"2"
"370027";"370027";"32";"5";"2";"4603";"3286";"34";"10";"3242";"1258";"231";"249";"101";"74";"-";"8";"0";"-";"4";"248";"2";"-";"882";"-";"-";"92";"-";"21";"-";"47";"21";"-";"-";"-";"-";"-";"-";"-";"-";"4"
"370028";"370028";"32";"5";"2";"4072";"2584";"35";"13";"2536";"1256";"115";"123";"91";"36";"-";"10";"0";"-";"6";"233";"0";"-";"438";"-";"-";"156";"-";"22";"-";"25";"18";"-";"-";"-";"-";"-";"-";"-";"-";"7"
"370029";"370029";"32";"5";"2";"683";"537";"6";"1";"530";"210";"39";"40";"16";"7";"-";"0";"0";"-";"0";"42";"0";"-";"137";"-";"-";"26";"-";"6";"-";"2";"4";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"370031";"370031";"32";"5";"2";"1591";"1083";"19";"2";"1062";"303";"59";"48";"39";"19";"-";"0";"0";"-";"2";"105";"0";"-";"396";"-";"-";"62";"-";"11";"-";"15";"3";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"370032";"370032";"32";"5";"2";"2158";"1758";"25";"3";"1730";"674";"102";"136";"72";"19";"-";"1";"0";"-";"1";"148";"1";"-";"488";"-";"-";"44";"-";"22";"-";"19";"2";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"376001";"376001";"30";"5";"2";"4042";"2527";"29";"29";"2469";"464";"56";"69";"139";"9";"3";"11";"-";"890";"-";"463";"-";"-";"180";"-";"-";"123";"-";"33";"-";"28";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-"
"376002";"376002";"30";"5";"2";"3350";"2306";"35";"8";"2263";"470";"58";"57";"114";"5";"0";"9";"-";"796";"-";"481";"-";"-";"132";"-";"-";"86";"-";"36";"-";"18";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-"
"376003";"376003";"30";"5";"2";"3152";"2190";"19";"24";"2147";"555";"30";"61";"73";"3";"4";"18";"-";"717";"-";"441";"-";"-";"136";"-";"-";"69";"-";"25";"-";"15";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"376004";"376004";"30";"5";"2";"3634";"2564";"39";"12";"2513";"582";"33";"74";"123";"7";"5";"9";"-";"825";"-";"568";"-";"-";"156";"-";"-";"94";"-";"25";"-";"12";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"376005";"376005";"30";"5";"2";"2107";"1707";"21";"7";"1679";"273";"36";"42";"71";"7";"4";"6";"-";"683";"-";"350";"-";"-";"133";"-";"-";"39";"-";"18";"-";"16";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-"
"376006";"376006";"30";"5";"2";"1548";"1124";"14";"4";"1106";"145";"11";"18";"49";"6";"2";"2";"-";"443";"-";"257";"-";"-";"110";"-";"-";"47";"-";"6";"-";"9";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-"
"376007";"376007";"30";"5";"2";"2839";"2236";"24";"23";"2189";"456";"27";"79";"115";"9";"2";"13";"-";"735";"-";"505";"-";"-";"165";"-";"-";"42";"-";"24";"-";"15";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-"
"376008";"376008";"30";"5";"2";"2513";"1826";"29";"8";"1789";"416";"18";"21";"62";"3";"2";"4";"-";"583";"-";"397";"-";"-";"186";"-";"-";"61";"-";"21";"-";"15";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"376009";"376009";"30";"5";"2";"1401";"1000";"18";"2";"980";"191";"6";"25";"36";"6";"0";"1";"-";"238";"-";"250";"-";"-";"156";"-";"-";"39";"-";"14";"-";"18";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"376010";"376010";"30";"5";"2";"2614";"1875";"27";"6";"1842";"449";"31";"45";"76";"7";"11";"2";"-";"447";"-";"500";"-";"-";"180";"-";"-";"50";"-";"22";"-";"21";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-"
"376011";"376011";"30";"5";"2";"1890";"1357";"22";"5";"1330";"256";"12";"29";"45";"0";"5";"3";"-";"355";"-";"365";"-";"-";"168";"-";"-";"55";"-";"18";"-";"17";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-"
"376012";"376012";"30";"5";"2";"2166";"1593";"15";"2";"1576";"437";"10";"37";"34";"2";"5";"0";"-";"449";"-";"396";"-";"-";"131";"-";"-";"47";"-";"10";"-";"13";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-"
"376013";"376013";"30";"5";"2";"4759";"3365";"48";"17";"3300";"728";"24";"60";"114";"9";"1";"7";"-";"1197";"-";"738";"-";"-";"259";"-";"-";"75";"-";"33";"-";"37";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-"
"376014";"376014";"30";"5";"2";"1394";"1011";"13";"6";"992";"173";"5";"22";"33";"2";"2";"1";"-";"338";"-";"253";"-";"-";"112";"-";"-";"30";"-";"7";"-";"14";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"376015";"376015";"30";"5";"2";"997";"716";"14";"2";"700";"133";"6";"12";"23";"4";"6";"1";"-";"223";"-";"190";"-";"-";"63";"-";"-";"22";"-";"7";"-";"6";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-"
"376016";"376016";"30";"5";"2";"3210";"2239";"29";"12";"2198";"451";"26";"43";"112";"1";"5";"17";"-";"702";"-";"554";"-";"-";"147";"-";"-";"96";"-";"29";"-";"15";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"376017";"376017";"30";"5";"2";"2577";"1929";"21";"6";"1902";"378";"24";"31";"102";"3";"5";"2";"-";"591";"-";"491";"-";"-";"158";"-";"-";"68";"-";"27";"-";"22";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"376018";"376018";"30";"5";"2";"1638";"1275";"15";"4";"1256";"175";"13";"32";"33";"3";"0";"2";"-";"432";"-";"314";"-";"-";"193";"-";"-";"31";"-";"14";"-";"13";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-"
"376019";"376019";"30";"5";"2";"2951";"2342";"23";"7";"2312";"341";"22";"91";"66";"4";"1";"3";"-";"886";"-";"675";"-";"-";"143";"-";"-";"47";"-";"18";"-";"15";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"376020";"376020";"30";"5";"2";"1199";"862";"15";"10";"837";"234";"10";"16";"34";"0";"0";"0";"-";"197";"-";"250";"-";"-";"33";"-";"-";"45";"-";"11";"-";"7";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"390001";"390001";"31";"5";"2";"4666";"3268";"33";"15";"3220";"1262";"92";"111";"243";"21";"-";"5";"-";"-";"-";"249";"-";"-";"874";"-";"-";"138";"24";"126";"-";"72";"-";"-";"-";"-";"-";"-";"-";"-";"3";"0"
"390002";"390002";"31";"5";"2";"3418";"2543";"41";"4";"2498";"1042";"72";"57";"214";"12";"-";"6";"-";"-";"-";"217";"-";"-";"594";"-";"-";"121";"39";"88";"-";"34";"-";"-";"-";"-";"-";"-";"-";"-";"1";"1"
"390003";"390003";"31";"5";"2";"2350";"1872";"22";"2";"1848";"641";"82";"93";"135";"9";"-";"2";"-";"-";"-";"129";"-";"-";"565";"-";"-";"80";"17";"39";"-";"51";"-";"-";"-";"-";"-";"-";"-";"-";"3";"2"
"390004";"390004";"31";"5";"2";"2185";"1568";"19";"2";"1547";"584";"39";"71";"121";"12";"-";"2";"-";"-";"-";"158";"-";"-";"386";"-";"-";"77";"10";"29";"-";"46";"-";"-";"-";"-";"-";"-";"-";"-";"11";"1"
"390005";"390005";"31";"5";"2";"1013";"720";"19";"3";"698";"192";"7";"22";"26";"9";"-";"0";"-";"-";"-";"90";"-";"-";"274";"-";"-";"27";"7";"29";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"2";"0"
"390006";"390006";"31";"5";"2";"3151";"2094";"28";"4";"2062";"601";"41";"242";"91";"14";"-";"2";"-";"-";"-";"317";"-";"-";"531";"-";"-";"89";"15";"51";"-";"63";"-";"-";"-";"-";"-";"-";"-";"-";"2";"3"
"390007";"390007";"31";"5";"2";"1678";"1266";"17";"0";"1249";"429";"16";"23";"76";"5";"-";"4";"-";"-";"-";"167";"-";"-";"425";"-";"-";"35";"9";"17";"-";"41";"-";"-";"-";"-";"-";"-";"-";"-";"2";"0"
"390008";"390008";"31";"5";"2";"4653";"3460";"35";"12";"3413";"1458";"152";"79";"96";"13";"-";"4";"-";"-";"-";"282";"-";"-";"955";"-";"-";"155";"93";"81";"-";"39";"-";"-";"-";"-";"-";"-";"-";"-";"4";"2"
"390009";"390009";"31";"5";"2";"1391";"1006";"6";"1";"999";"304";"50";"9";"40";"8";"-";"0";"-";"-";"-";"129";"-";"-";"257";"-";"-";"55";"92";"34";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"1";"2"
"390010";"390010";"31";"5";"2";"1858";"1429";"21";"6";"1402";"496";"36";"17";"78";"6";"-";"4";"-";"-";"-";"122";"-";"-";"390";"-";"-";"151";"29";"52";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"2";"1"
"390011";"390011";"31";"5";"2";"947";"749";"19";"3";"727";"220";"19";"9";"44";"3";"-";"26";"-";"-";"-";"81";"-";"-";"174";"-";"-";"102";"8";"27";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"0";"2"
"390012";"390012";"31";"5";"2";"3502";"2623";"36";"5";"2582";"1349";"58";"47";"80";"21";"-";"3";"-";"-";"-";"252";"-";"-";"576";"-";"-";"98";"12";"43";"-";"40";"-";"-";"-";"-";"-";"-";"-";"-";"1";"2"
"390013";"390013";"31";"5";"2";"959";"733";"1";"3";"729";"253";"19";"14";"45";"7";"-";"0";"-";"-";"-";"80";"-";"-";"232";"-";"-";"34";"7";"28";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"0";"0"
"390014";"390014";"31";"5";"2";"680";"534";"9";"1";"524";"190";"18";"10";"33";"4";"-";"1";"-";"-";"-";"73";"-";"-";"113";"-";"-";"40";"7";"22";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"1";"0"
"390015";"390015";"31";"5";"2";"1525";"1143";"15";"4";"1124";"335";"24";"101";"34";"7";"-";"3";"-";"-";"-";"167";"-";"-";"294";"-";"-";"88";"16";"33";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"4";"0"
"390016";"390016";"31";"5";"2";"1794";"1330";"11";"1";"1318";"464";"51";"61";"68";"6";"-";"0";"-";"-";"-";"199";"-";"-";"282";"-";"-";"65";"17";"46";"-";"36";"-";"-";"-";"-";"-";"-";"-";"-";"2";"21"
"390017";"390017";"31";"5";"2";"1618";"1290";"11";"5";"1274";"465";"21";"66";"62";"9";"-";"2";"-";"-";"-";"174";"-";"-";"343";"-";"-";"44";"15";"29";"-";"38";"-";"-";"-";"-";"-";"-";"-";"-";"6";"0"
"400001";"400001";"28";"4";"1";"2794";"2124";"22";"10";"2092";"606";"63";"15";"101";"23";"-";"75";"-";"-";"-";"307";"15";"-";"471";"-";"-";"173";"-";"140";"-";"15";"-";"-";"-";"-";"-";"-";"-";"88";"-";"-"
"400002";"400002";"28";"4";"1";"2467";"1844";"15";"12";"1817";"441";"52";"17";"78";"30";"-";"94";"-";"-";"-";"264";"15";"-";"351";"-";"-";"201";"-";"154";"-";"10";"-";"-";"-";"-";"-";"-";"-";"110";"-";"-"
"400003";"400003";"28";"4";"1";"1781";"1436";"20";"2";"1414";"351";"84";"24";"54";"17";"-";"49";"-";"-";"-";"101";"4";"-";"280";"-";"-";"166";"-";"220";"-";"6";"-";"-";"-";"-";"-";"-";"-";"58";"-";"-"
"400004";"400004";"28";"4";"1";"3693";"2669";"40";"13";"2616";"954";"73";"17";"87";"22";"-";"109";"-";"-";"-";"374";"9";"-";"579";"-";"-";"144";"-";"131";"-";"4";"-";"-";"-";"-";"-";"-";"-";"113";"-";"-"
"400005";"400005";"28";"4";"1";"1363";"1073";"17";"5";"1051";"303";"45";"4";"30";"18";"-";"51";"-";"-";"-";"186";"0";"-";"246";"-";"-";"53";"-";"42";"-";"9";"-";"-";"-";"-";"-";"-";"-";"64";"-";"-"
"400006";"400006";"28";"4";"1";"4351";"3269";"50";"6";"3213";"1011";"97";"27";"93";"30";"-";"206";"-";"-";"-";"561";"14";"-";"635";"-";"-";"194";"-";"160";"-";"20";"-";"-";"-";"-";"-";"-";"-";"165";"-";"-"
"400007";"400007";"27";"4";"1";"2115";"1628";"26";"5";"1597";"391";"30";"11";"43";"12";"-";"84";"-";"-";"-";"382";"12";"-";"330";"-";"-";"74";"-";"70";"-";"12";"-";"-";"-";"-";"-";"-";"-";"146";"-";"-"
"400008";"400008";"27";"4";"1";"11735";"8806";"126";"28";"8652";"3619";"203";"81";"286";"81";"-";"272";"-";"-";"-";"1278";"18";"-";"1316";"-";"-";"432";"-";"462";"-";"47";"-";"-";"-";"-";"-";"-";"-";"557";"-";"-"
"400009";"400009";"27";"4";"1";"2357";"1846";"34";"6";"1806";"632";"41";"10";"72";"8";"-";"79";"-";"-";"-";"350";"10";"-";"308";"-";"-";"102";"-";"85";"-";"8";"-";"-";"-";"-";"-";"-";"-";"101";"-";"-"
"410001";"410001";"45";"6";"2";"5569";"4219";"46";"16";"4157";"2353";"108";"126";"242";"51";"-";"-";"-";"-";"-";"327";"-";"-";"693";"-";"-";"138";"-";"114";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"410002";"410002";"45";"6";"2";"5261";"4221";"39";"6";"4176";"2410";"145";"127";"209";"53";"-";"-";"-";"-";"-";"387";"-";"-";"662";"-";"-";"114";"-";"68";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"410003";"410003";"45";"6";"2";"3490";"2904";"28";"5";"2871";"1193";"122";"245";"148";"60";"-";"-";"-";"-";"-";"198";"-";"-";"749";"-";"-";"86";"-";"68";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"410004";"410004";"45";"6";"2";"2146";"1634";"13";"1";"1620";"792";"56";"40";"74";"27";"-";"-";"-";"-";"-";"187";"-";"-";"368";"-";"-";"43";"-";"31";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"410005";"410005";"45";"6";"2";"1180";"916";"13";"2";"901";"354";"17";"24";"48";"13";"-";"-";"-";"-";"-";"110";"-";"-";"286";"-";"-";"22";"-";"27";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"410006";"410006";"45";"6";"2";"2927";"2171";"20";"7";"2144";"1052";"51";"69";"110";"25";"-";"-";"-";"-";"-";"199";"-";"-";"495";"-";"-";"92";"-";"41";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"410007";"410007";"45";"6";"2";"1482";"1155";"20";"3";"1132";"413";"52";"29";"77";"16";"-";"-";"-";"-";"-";"124";"-";"-";"347";"-";"-";"39";"-";"25";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"410008";"410008";"45";"6";"2";"2382";"1759";"27";"10";"1722";"759";"51";"51";"108";"18";"-";"-";"-";"-";"-";"202";"-";"-";"442";"-";"-";"54";"-";"29";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"410009";"410009";"45";"6";"2";"2117";"1565";"33";"4";"1528";"629";"29";"35";"130";"26";"-";"-";"-";"-";"-";"189";"-";"-";"420";"-";"-";"38";"-";"25";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"410010";"410010";"45";"6";"2";"2099";"1530";"22";"4";"1504";"658";"50";"31";"83";"20";"-";"-";"-";"-";"-";"163";"-";"-";"405";"-";"-";"47";"-";"24";"-";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"410011";"410011";"45";"6";"2";"1303";"924";"19";"3";"902";"386";"42";"31";"53";"7";"-";"-";"-";"-";"-";"110";"-";"-";"235";"-";"-";"21";"-";"14";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"420001";"420001";"44";"6";"2";"5744";"4153";"80";"12";"4061";"1125";"103";"209";"201";"38";"-";"-";"-";"-";"-";"547";"-";"-";"1570";"-";"-";"226";"-";"42";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"420002";"420002";"44";"6";"2";"1377";"1081";"15";"6";"1060";"225";"14";"34";"58";"9";"-";"-";"-";"-";"-";"104";"-";"-";"575";"-";"-";"26";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"420003";"420003";"44";"6";"2";"651";"520";"10";"2";"508";"104";"14";"11";"31";"4";"-";"-";"-";"-";"-";"67";"-";"-";"249";"-";"-";"19";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"420004";"420004";"44";"6";"2";"726";"547";"4";"1";"542";"85";"8";"18";"29";"8";"-";"-";"-";"-";"-";"73";"-";"-";"288";"-";"-";"23";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"420005";"420005";"44";"6";"2";"196";"171";"2";"1";"168";"23";"1";"6";"17";"1";"-";"-";"-";"-";"-";"18";"-";"-";"94";"-";"-";"2";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"420007";"420007";"44";"6";"2";"800";"631";"7";"2";"622";"137";"15";"24";"53";"8";"-";"-";"-";"-";"-";"72";"-";"-";"277";"-";"-";"19";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"420008";"420008";"44";"6";"2";"2063";"1620";"21";"4";"1595";"479";"54";"44";"146";"18";"-";"-";"-";"-";"-";"260";"-";"-";"505";"-";"-";"63";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"420009";"420009";"44";"6";"2";"875";"635";"8";"6";"621";"114";"10";"21";"26";"10";"-";"-";"-";"-";"-";"105";"-";"-";"290";"-";"-";"26";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"420010";"420010";"44";"6";"2";"385";"295";"4";"0";"291";"56";"2";"6";"27";"6";"-";"-";"-";"-";"-";"56";"-";"-";"118";"-";"-";"13";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"420011";"420011";"44";"6";"2";"447";"333";"5";"2";"326";"69";"2";"7";"25";"6";"-";"-";"-";"-";"-";"52";"-";"-";"139";"-";"-";"18";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"420012";"420012";"44";"6";"2";"664";"525";"12";"1";"512";"85";"12";"17";"41";"6";"-";"-";"-";"-";"-";"39";"-";"-";"293";"-";"-";"11";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"420013";"420013";"44";"6";"2";"2670";"2011";"25";"5";"1981";"494";"38";"109";"68";"19";"-";"-";"-";"-";"-";"225";"-";"-";"957";"-";"-";"47";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"420014";"420014";"44";"6";"2";"569";"409";"7";"1";"401";"92";"18";"21";"23";"5";"-";"-";"-";"-";"-";"60";"-";"-";"151";"-";"-";"15";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"420015";"420015";"44";"6";"2";"1317";"1075";"17";"1";"1057";"311";"20";"59";"73";"24";"-";"-";"-";"-";"-";"82";"-";"-";"446";"-";"-";"25";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"420016";"420016";"44";"6";"2";"1585";"1213";"15";"2";"1196";"186";"27";"25";"130";"29";"-";"-";"-";"-";"-";"82";"-";"-";"682";"-";"-";"14";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"420017";"420017";"44";"6";"2";"1908";"1578";"20";"3";"1555";"697";"42";"104";"92";"22";"-";"-";"-";"-";"-";"123";"-";"-";"398";"-";"-";"50";"-";"27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"420018";"420018";"44";"6";"2";"945";"670";"9";"2";"659";"135";"9";"21";"43";"9";"-";"-";"-";"-";"-";"69";"-";"-";"352";"-";"-";"18";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"420019";"420019";"44";"6";"2";"382";"295";"4";"0";"291";"76";"3";"9";"25";"10";"-";"-";"-";"-";"-";"29";"-";"-";"134";"-";"-";"2";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"420020";"420020";"44";"6";"2";"4705";"3504";"83";"12";"3409";"838";"91";"166";"218";"122";"-";"-";"-";"-";"-";"484";"-";"-";"1272";"-";"-";"147";"-";"71";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"420021";"420021";"44";"6";"2";"2680";"2103";"39";"10";"2054";"576";"99";"70";"58";"89";"-";"-";"-";"-";"-";"264";"-";"-";"831";"-";"-";"48";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"420022";"420022";"44";"6";"2";"550";"422";"6";"0";"416";"71";"15";"12";"15";"8";"-";"-";"-";"-";"-";"57";"-";"-";"219";"-";"-";"10";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"420023";"420023";"44";"6";"2";"623";"478";"12";"1";"465";"108";"21";"15";"29";"15";"-";"-";"-";"-";"-";"50";"-";"-";"183";"-";"-";"29";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"420024";"420024";"44";"6";"2";"616";"458";"13";"6";"439";"82";"97";"8";"14";"4";"-";"-";"-";"-";"-";"69";"-";"-";"158";"-";"-";"3";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"430001";"430001";"48";"6";"2";"1281";"995";"16";"1";"978";"220";"81";"47";"51";"22";"-";"-";"-";"-";"-";"310";"-";"-";"163";"-";"-";"51";"3";"22";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"430002";"430002";"48";"6";"2";"1135";"776";"17";"2";"757";"183";"47";"25";"33";"11";"-";"-";"-";"-";"-";"150";"-";"-";"218";"-";"-";"39";"9";"36";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"430003";"430003";"48";"6";"2";"1594";"1161";"17";"2";"1142";"292";"47";"21";"49";"20";"-";"-";"-";"-";"-";"197";"-";"-";"425";"-";"-";"44";"4";"34";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"430004";"430004";"48";"6";"2";"864";"623";"15";"1";"607";"139";"22";"33";"26";"22";"-";"-";"-";"-";"-";"129";"-";"-";"156";"-";"-";"39";"6";"23";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"430005";"430005";"48";"6";"2";"93";"78";"2";"0";"76";"27";"2";"5";"7";"0";"-";"-";"-";"-";"-";"5";"-";"-";"22";"-";"-";"8";"0";"0";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"430007";"430007";"48";"6";"2";"6707";"5084";"93";"30";"4961";"1677";"199";"237";"208";"72";"-";"-";"-";"-";"-";"679";"-";"-";"981";"-";"-";"159";"213";"459";"-";"77";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"430008";"430008";"48";"6";"2";"1634";"1271";"22";"2";"1247";"313";"95";"62";"45";"18";"-";"-";"-";"-";"-";"183";"-";"-";"303";"-";"-";"46";"83";"84";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"430009";"430009";"48";"6";"2";"1676";"1204";"15";"8";"1181";"315";"37";"52";"63";"20";"-";"-";"-";"-";"-";"215";"-";"-";"304";"-";"-";"78";"18";"70";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"430010";"430010";"48";"6";"2";"84";"68";"0";"0";"68";"9";"0";"0";"3";"0";"-";"-";"-";"-";"-";"10";"-";"-";"44";"-";"-";"2";"0";"0";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"430011";"430011";"48";"6";"2";"1748";"1339";"14";"3";"1322";"442";"58";"62";"58";"16";"-";"-";"-";"-";"-";"179";"-";"-";"327";"-";"-";"64";"25";"80";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"430012";"430012";"48";"6";"2";"1466";"1057";"34";"3";"1020";"295";"36";"31";"69";"16";"-";"-";"-";"-";"-";"188";"-";"-";"225";"-";"-";"64";"30";"50";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"430013";"430013";"48";"6";"2";"1145";"868";"14";"1";"853";"254";"37";"56";"54";"6";"-";"-";"-";"-";"-";"122";"-";"-";"252";"-";"-";"30";"7";"27";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"430014";"430014";"48";"6";"2";"1143";"794";"17";"1";"776";"143";"23";"31";"47";"12";"-";"-";"-";"-";"-";"115";"-";"-";"339";"-";"-";"28";"0";"34";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"430015";"430015";"48";"6";"2";"6012";"4523";"114";"22";"4387";"1233";"273";"418";"453";"78";"-";"-";"-";"-";"-";"469";"-";"-";"1116";"-";"-";"155";"18";"140";"-";"34";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"430016";"430016";"48";"6";"2";"898";"663";"14";"1";"648";"164";"42";"42";"57";"10";"-";"-";"-";"-";"-";"96";"-";"-";"138";"-";"-";"39";"11";"39";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"430017";"430017";"48";"6";"2";"1719";"1254";"19";"1";"1234";"462";"37";"42";"81";"16";"-";"-";"-";"-";"-";"158";"-";"-";"334";"-";"-";"53";"14";"25";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"430018";"430018";"48";"6";"2";"1904";"1266";"27";"1";"1238";"430";"51";"42";"54";"24";"-";"-";"-";"-";"-";"227";"-";"-";"319";"-";"-";"52";"6";"28";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"430019";"430019";"48";"6";"2";"1809";"1377";"29";"4";"1344";"505";"39";"90";"87";"14";"-";"-";"-";"-";"-";"188";"-";"-";"248";"-";"-";"102";"3";"49";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
