"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2009 - Stemmeberettigede";"KV2009 - Afgivne stemmer";"KV2009 - Blanke stemmer";"KV2009 - Andre ugyldige stemmer";"KV2009 - Gyldige stemmer";"KV2009 - A";"KV2009 - B";"KV2009 - C";"KV2009 - F";"KV2009 - I";"KV2009 - J";"KV2009 - K";"KV2009 - M";"KV2009 - G";"KV2009 - N";"KV2009 - O";"KV2009 - H";"KV2009 - S";"KV2009 - V";"KV2009 - U";"KV2009 - Z";"KV2009 - Ø";"KV2009 - L";"KV2009 - Å";"KV2009 - R";"KV2009 - D";"KV2009 - P";"KV2009 - E";"KV2009 - 1";"KV2009 - 2";"KV2009 - 3";"KV2009 - Æ";"KV2009 - W";"KV2009 - Q";"KV2009 - Y";"KV2009 - T"
"159010";"159010";"15";"2";"1";"4535";"2918";"38";"3";"2877";"1066";"111";"217";"477";"9";"-";"-";"-";"-";"-";"293";"-";"-";"522";"-";"-";"178";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4"
"159011";"159011";"15";"2";"1";"2945";"1649";"11";"11";"1627";"516";"99";"203";"373";"4";"-";"-";"-";"-";"-";"121";"-";"-";"225";"-";"-";"83";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3"
"161001";"161001";"20";"2";"1";"2350";"1619";"13";"6";"1600";"447";"21";"180";"317";"-";"-";"-";"-";"113";"-";"179";"-";"-";"307";"-";"-";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"161002";"161002";"20";"2";"1";"2616";"1605";"35";"6";"1564";"463";"40";"193";"257";"-";"-";"-";"-";"65";"-";"222";"-";"-";"301";"-";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"161003";"161003";"20";"2";"1";"4331";"2324";"32";"11";"2281";"779";"54";"198";"441";"-";"-";"-";"-";"96";"-";"350";"-";"-";"314";"-";"-";"49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"161004";"161004";"20";"2";"1";"3575";"2026";"20";"5";"2001";"908";"46";"101";"340";"-";"-";"-";"-";"77";"-";"368";"-";"-";"126";"-";"-";"35";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"161005";"161005";"20";"2";"1";"1429";"1087";"13";"3";"1071";"230";"17";"85";"123";"-";"-";"-";"-";"36";"-";"100";"-";"-";"467";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"161006";"161006";"20";"2";"1";"2527";"1537";"16";"9";"1512";"524";"19";"173";"282";"-";"-";"-";"-";"95";"-";"177";"-";"-";"223";"-";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"163001";"163001";"16";"2";"1";"2078";"1166";"8";"4";"1154";"729";"15";"48";"205";"8";"-";"-";"-";"-";"-";"85";"-";"-";"41";"-";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"163002";"163002";"16";"2";"1";"4650";"2797";"20";"5";"2772";"1585";"78";"220";"471";"23";"-";"-";"-";"-";"-";"176";"-";"-";"170";"-";"-";"49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"163003";"163003";"16";"2";"1";"4700";"3120";"22";"5";"3093";"1452";"82";"276";"698";"26";"-";"-";"-";"-";"-";"211";"-";"-";"283";"-";"-";"65";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"163004";"163004";"16";"2";"1";"5295";"3863";"10";"7";"3846";"2255";"73";"436";"537";"6";"-";"-";"-";"-";"-";"230";"-";"-";"243";"-";"-";"66";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"163005";"163005";"16";"2";"1";"3880";"2159";"22";"6";"2131";"1200";"74";"142";"393";"17";"-";"-";"-";"-";"-";"143";"-";"-";"107";"-";"-";"55";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"165001";"165001";"19";"2";"1";"4597";"2848";"31";"3";"2814";"992";"74";"397";"659";"-";"-";"15";"-";"-";"-";"265";"-";"-";"172";"-";"-";"240";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"165002";"165002";"19";"2";"1";"3531";"2502";"14";"9";"2479";"951";"44";"360";"484";"-";"-";"2";"-";"-";"-";"353";"-";"-";"137";"-";"-";"148";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"165003";"165003";"19";"2";"1";"3620";"2010";"9";"12";"1989";"810";"85";"89";"535";"-";"-";"6";"-";"-";"-";"268";"-";"-";"81";"-";"-";"115";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"165004";"165004";"19";"2";"1";"4166";"2200";"24";"14";"2162";"911";"91";"83";"501";"-";"-";"15";"-";"-";"-";"352";"-";"-";"54";"-";"-";"155";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"165005";"165005";"19";"2";"1";"4788";"2994";"32";"21";"2941";"1273";"92";"250";"721";"-";"-";"7";"-";"-";"-";"261";"-";"-";"139";"-";"-";"198";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"167001";"167001";"17";"2";"1";"4323";"2466";"43";"8";"2415";"687";"59";"230";"474";"-";"-";"-";"-";"-";"-";"338";"269";"-";"213";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"144"
"167002";"167002";"17";"2";"1";"3349";"1854";"20";"7";"1827";"603";"48";"129";"298";"-";"-";"-";"-";"-";"-";"262";"291";"-";"121";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"72"
"167003";"167003";"17";"2";"1";"4569";"2640";"25";"3";"2612";"944";"35";"125";"486";"-";"-";"-";"-";"-";"-";"394";"288";"-";"162";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"175"
"167004";"167004";"17";"2";"1";"4645";"2932";"35";"11";"2886";"956";"44";"156";"546";"-";"-";"-";"-";"-";"-";"400";"360";"-";"216";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"204"
"167005";"167005";"17";"2";"1";"5183";"3264";"26";"4";"3234";"1023";"53";"262";"465";"-";"-";"-";"-";"-";"-";"449";"458";"-";"329";"-";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"190"
"167006";"167006";"17";"2";"1";"5338";"3410";"32";"4";"3374";"1185";"47";"224";"464";"-";"-";"-";"-";"-";"-";"486";"483";"-";"264";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"221"
"167007";"167007";"17";"2";"1";"5603";"3258";"34";"4";"3220";"966";"41";"299";"440";"-";"-";"-";"-";"-";"-";"547";"433";"-";"338";"-";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"151"
"167008";"167008";"17";"2";"1";"5212";"2618";"30";"8";"2580";"857";"36";"172";"494";"-";"-";"-";"-";"-";"-";"366";"184";"-";"143";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"324"
"169001";"169001";"19";"2";"1";"3466";"1731";"12";"15";"1704";"668";"88";"523";"180";"2";"-";"3";"-";"-";"-";"142";"-";"-";"59";"-";"-";"39";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169002";"169002";"19";"2";"1";"3489";"2395";"22";"10";"2363";"771";"72";"997";"209";"4";"-";"2";"-";"-";"-";"191";"-";"-";"85";"-";"-";"32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169003";"169003";"19";"2";"1";"2581";"1959";"6";"6";"1947";"508";"79";"1021";"162";"3";"-";"4";"-";"-";"-";"118";"-";"-";"36";"-";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169004";"169004";"19";"2";"1";"2209";"1580";"12";"0";"1568";"473";"38";"733";"132";"1";"-";"2";"-";"-";"-";"130";"-";"-";"46";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169005";"169005";"19";"2";"1";"1659";"1328";"7";"2";"1319";"432";"37";"566";"122";"0";"-";"0";"-";"-";"-";"94";"-";"-";"39";"-";"-";"29";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169006";"169006";"19";"2";"1";"4957";"2711";"24";"23";"2664";"929";"225";"874";"276";"5";"-";"4";"-";"-";"-";"231";"-";"-";"94";"-";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169007";"169007";"19";"2";"1";"3309";"2167";"18";"1";"2148";"807";"88";"777";"185";"0";"-";"5";"-";"-";"-";"200";"-";"-";"60";"-";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169008";"169008";"19";"2";"1";"2976";"1745";"7";"10";"1728";"553";"90";"627";"202";"3";"-";"2";"-";"-";"-";"163";"-";"-";"57";"-";"-";"31";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169009";"169009";"19";"2";"1";"1860";"1347";"4";"3";"1340";"316";"33";"556";"107";"2";"-";"0";"-";"-";"-";"109";"-";"-";"199";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169010";"169010";"19";"2";"1";"2363";"1337";"11";"6";"1320";"602";"53";"361";"136";"0";"-";"1";"-";"-";"-";"104";"-";"-";"52";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169011";"169011";"19";"2";"1";"3499";"2307";"21";"4";"2282";"601";"66";"827";"349";"3";"-";"5";"-";"-";"-";"231";"-";"-";"182";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169012";"169012";"19";"2";"1";"3109";"2230";"16";"5";"2209";"592";"69";"898";"234";"0";"-";"4";"-";"-";"-";"177";"-";"-";"213";"-";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169013";"169013";"19";"2";"1";"617";"436";"4";"0";"432";"83";"57";"171";"47";"0";"-";"0";"-";"-";"-";"34";"-";"-";"36";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"173001";"173001";"14";"2";"1";"5152";"3147";"33";"15";"3099";"654";"262";"583";"593";"18";"-";"-";"-";"-";"-";"230";"-";"-";"662";"-";"-";"75";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10"
"173002";"173002";"14";"2";"1";"4727";"3007";"23";"15";"2969";"779";"223";"413";"646";"11";"-";"-";"-";"-";"-";"277";"-";"-";"525";"-";"-";"78";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10"
"173003";"173003";"14";"2";"1";"5038";"3131";"65";"12";"3054";"575";"206";"783";"575";"16";"-";"-";"-";"-";"-";"166";"-";"-";"630";"-";"-";"90";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8"
"173004";"173004";"14";"2";"1";"4832";"3261";"32";"7";"3222";"533";"271";"605";"630";"18";"-";"-";"-";"-";"-";"201";"-";"-";"880";"-";"-";"66";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10"
"173005";"173005";"14";"2";"1";"1111";"813";"8";"1";"804";"111";"43";"212";"139";"5";"-";"-";"-";"-";"-";"20";"-";"-";"216";"-";"-";"51";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4"
"173006";"173006";"14";"2";"1";"4885";"3659";"24";"13";"3622";"514";"383";"654";"516";"21";"-";"-";"-";"-";"-";"124";"-";"-";"1324";"-";"-";"70";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5"
"173007";"173007";"14";"2";"1";"3571";"2734";"21";"5";"2708";"515";"290";"446";"471";"5";"-";"-";"-";"-";"-";"141";"-";"-";"775";"-";"-";"53";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7"
"173008";"173008";"14";"2";"1";"4020";"2707";"19";"6";"2682";"602";"229";"446";"498";"6";"-";"-";"-";"-";"-";"178";"-";"-";"651";"-";"-";"52";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10"
"173009";"173009";"14";"2";"1";"2172";"1760";"11";"4";"1745";"384";"265";"257";"308";"4";"-";"-";"-";"-";"-";"68";"-";"-";"404";"-";"-";"40";"-";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2"
"173010";"173010";"14";"2";"1";"4853";"3304";"20";"12";"3272";"751";"330";"542";"644";"16";"-";"-";"-";"-";"-";"183";"-";"-";"700";"-";"-";"92";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9"
"175001";"175001";"16";"2";"1";"3244";"2025";"29";"2";"1994";"891";"47";"184";"324";"-";"-";"-";"-";"-";"-";"266";"-";"-";"208";"-";"-";"74";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175002";"175002";"16";"2";"1";"1614";"875";"13";"2";"860";"544";"4";"25";"136";"-";"-";"-";"-";"-";"-";"88";"-";"-";"34";"-";"-";"29";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175003";"175003";"16";"2";"1";"4372";"2591";"26";"4";"2561";"1273";"86";"213";"392";"-";"-";"-";"-";"-";"-";"230";"-";"-";"253";"-";"-";"114";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175004";"175004";"16";"2";"1";"4073";"2230";"19";"4";"2207";"1270";"36";"123";"313";"-";"-";"-";"-";"-";"-";"266";"-";"-";"141";"-";"-";"58";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175005";"175005";"16";"2";"1";"2761";"1643";"22";"6";"1615";"941";"36";"91";"208";"-";"-";"-";"-";"-";"-";"207";"-";"-";"83";"-";"-";"49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175006";"175006";"16";"2";"1";"3634";"2389";"28";"6";"2355";"1170";"71";"246";"332";"-";"-";"-";"-";"-";"-";"228";"-";"-";"250";"-";"-";"58";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175007";"175007";"16";"2";"1";"2911";"1843";"13";"4";"1826";"1036";"30";"98";"240";"-";"-";"-";"-";"-";"-";"200";"-";"-";"160";"-";"-";"62";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175008";"175008";"16";"2";"1";"4228";"2613";"32";"3";"2578";"1210";"79";"224";"356";"-";"-";"-";"-";"-";"-";"360";"-";"-";"278";"-";"-";"71";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175009";"175009";"16";"2";"1";"1373";"832";"8";"2";"822";"436";"22";"63";"113";"-";"-";"-";"-";"-";"-";"92";"-";"-";"63";"-";"-";"33";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"183001";"183001";"18";"2";"1";"1185";"870";"10";"9";"851";"321";"-";"94";"136";"-";"-";"-";"-";"-";"-";"122";"-";"-";"176";"-";"-";"-";"2";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"183002";"183002";"18";"2";"1";"2856";"1848";"16";"13";"1819";"1017";"-";"89";"250";"-";"-";"-";"-";"-";"-";"228";"-";"-";"217";"-";"-";"-";"17";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"183003";"183003";"18";"2";"1";"3703";"2223";"17";"19";"2187";"1222";"-";"101";"370";"-";"-";"-";"-";"-";"-";"279";"-";"-";"193";"-";"-";"-";"19";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"183004";"183004";"18";"2";"1";"3481";"1695";"9";"32";"1654";"985";"-";"24";"431";"-";"-";"-";"-";"-";"-";"112";"-";"-";"37";"-";"-";"-";"63";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"183005";"183005";"18";"2";"1";"4253";"2692";"19";"23";"2650";"1333";"-";"183";"353";"-";"-";"-";"-";"-";"-";"432";"-";"-";"332";"-";"-";"-";"13";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"185001";"185001";"12";"1";"1";"4518";"2727";"19";"3";"2705";"980";"67";"179";"442";"-";"80";"-";"-";"-";"-";"549";"-";"-";"362";"-";"-";"44";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"185002";"185002";"12";"1";"1";"5189";"3415";"39";"3";"3373";"1329";"110";"275";"549";"-";"54";"-";"-";"-";"-";"490";"-";"-";"487";"-";"-";"71";"-";"-";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-"
"185003";"185003";"12";"1";"1";"5085";"2957";"30";"14";"2913";"1278";"144";"160";"593";"-";"25";"-";"-";"-";"-";"398";"-";"-";"249";"-";"-";"65";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"185004";"185004";"12";"1";"1";"4043";"2523";"15";"4";"2504";"1127";"75";"152";"539";"-";"36";"-";"-";"-";"-";"283";"-";"-";"244";"-";"-";"46";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"185005";"185005";"12";"1";"1";"3689";"2252";"22";"5";"2225";"885";"93";"138";"452";"-";"23";"-";"-";"-";"-";"302";"-";"-";"288";"-";"-";"42";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"185006";"185006";"12";"1";"1";"8840";"5157";"46";"16";"5095";"2281";"142";"192";"1082";"-";"88";"-";"-";"-";"-";"762";"-";"-";"444";"-";"-";"97";"-";"-";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-"
"187001";"187001";"18";"2";"1";"3273";"1973";"8";"9";"1956";"454";"-";"852";"322";"-";"-";"-";"-";"-";"-";"154";"-";"-";"174";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"187002";"187002";"18";"2";"1";"3214";"2433";"17";"16";"2400";"645";"-";"1301";"142";"-";"-";"-";"-";"-";"-";"199";"-";"-";"113";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"187003";"187003";"18";"2";"1";"3963";"2908";"14";"7";"2887";"644";"-";"1702";"192";"-";"-";"-";"-";"-";"-";"204";"-";"-";"145";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"190001";"190001";"25";"3";"1";"7316";"5496";"49";"8";"5439";"1723";"273";"1687";"517";"10";"-";"-";"-";"102";"-";"322";"-";"-";"623";"-";"-";"156";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"26";"-";"-"
"190002";"190002";"25";"3";"1";"2562";"2097";"13";"4";"2080";"507";"184";"526";"182";"2";"-";"-";"-";"134";"-";"65";"-";"-";"380";"-";"-";"96";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-"
"190003";"190003";"25";"3";"1";"3351";"2729";"21";"6";"2702";"825";"219";"751";"189";"4";"-";"-";"-";"101";"-";"120";"-";"-";"404";"-";"-";"79";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-"
"190004";"190004";"25";"3";"1";"970";"789";"9";"2";"778";"300";"25";"102";"144";"0";"-";"-";"-";"10";"-";"17";"-";"-";"150";"-";"-";"29";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-"
"190005";"190005";"25";"3";"1";"4218";"3355";"14";"10";"3331";"962";"96";"362";"351";"8";"-";"-";"-";"6";"-";"143";"-";"-";"1010";"-";"-";"89";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"304";"-";"-"
"190006";"190006";"25";"3";"1";"5344";"4059";"29";"12";"4018";"1171";"171";"376";"380";"24";"-";"-";"-";"10";"-";"216";"-";"-";"1038";"-";"-";"162";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"470";"-";"-"
"190007";"190007";"25";"3";"1";"4478";"2595";"18";"22";"2555";"819";"81";"131";"384";"8";"-";"-";"-";"0";"-";"192";"-";"-";"497";"-";"-";"143";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"300";"-";"-"
"201001";"201001";"26";"3";"1";"2012";"1599";"7";"2";"1590";"114";"72";"200";"172";"-";"-";"2";"-";"-";"-";"44";"-";"-";"208";"-";"-";"14";"-";"-";"654";"72";"-";"38";"-";"-";"-";"-";"-";"-";"-";"-"
"201002";"201002";"26";"3";"1";"3668";"2729";"28";"6";"2695";"428";"105";"541";"669";"-";"-";"9";"-";"-";"-";"144";"-";"-";"362";"-";"-";"61";"-";"-";"57";"184";"-";"135";"-";"-";"-";"-";"-";"-";"-";"-"
"201003";"201003";"26";"3";"1";"4158";"3293";"30";"9";"3254";"484";"165";"684";"582";"-";"-";"6";"-";"-";"-";"107";"-";"-";"524";"-";"-";"34";"-";"-";"40";"370";"-";"258";"-";"-";"-";"-";"-";"-";"-";"-"
"201004";"201004";"26";"3";"1";"3735";"2733";"27";"10";"2696";"399";"75";"384";"334";"-";"-";"7";"-";"-";"-";"147";"-";"-";"725";"-";"-";"47";"-";"-";"214";"154";"-";"210";"-";"-";"-";"-";"-";"-";"-";"-"
"201005";"201005";"26";"3";"1";"3928";"3049";"28";"9";"3012";"393";"131";"705";"383";"-";"-";"25";"-";"-";"-";"117";"-";"-";"675";"-";"-";"13";"-";"-";"40";"353";"-";"177";"-";"-";"-";"-";"-";"-";"-";"-"
"210001";"210001";"22";"3";"1";"4554";"3105";"35";"2";"3068";"810";"125";"468";"360";"-";"-";"-";"-";"-";"-";"166";"-";"-";"749";"-";"-";"-";"390";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"210002";"210002";"22";"3";"1";"3404";"2511";"23";"7";"2481";"514";"153";"524";"304";"-";"-";"-";"-";"-";"-";"107";"-";"-";"779";"-";"-";"-";"100";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"210003";"210003";"22";"3";"1";"3630";"2454";"29";"14";"2411";"635";"210";"465";"385";"-";"-";"-";"-";"-";"-";"150";"-";"-";"513";"-";"-";"-";"53";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"210004";"210004";"22";"3";"1";"3585";"2506";"22";"8";"2476";"789";"256";"280";"466";"-";"-";"-";"-";"-";"-";"136";"-";"-";"513";"-";"-";"-";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"210005";"210005";"22";"3";"1";"3504";"2271";"26";"5";"2240";"607";"109";"334";"349";"-";"-";"-";"-";"-";"-";"167";"-";"-";"560";"-";"-";"-";"114";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"210006";"210006";"22";"3";"1";"3681";"2357";"16";"6";"2335";"555";"72";"416";"248";"-";"-";"-";"-";"-";"-";"213";"-";"-";"667";"-";"-";"-";"164";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"210007";"210007";"22";"3";"1";"3064";"2068";"23";"3";"2042";"560";"103";"238";"362";"-";"-";"-";"-";"-";"-";"178";"-";"-";"552";"-";"-";"-";"49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"210008";"210008";"22";"3";"1";"883";"650";"5";"2";"643";"119";"21";"150";"67";"-";"-";"-";"-";"-";"-";"38";"-";"-";"230";"-";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"210009";"210009";"22";"3";"1";"3110";"2020";"16";"6";"1998";"598";"153";"214";"369";"-";"-";"-";"-";"-";"-";"136";"-";"-";"484";"-";"-";"-";"44";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"217001";"217001";"21";"3";"1";"7444";"4588";"37";"5";"4546";"1184";"126";"1261";"808";"23";"36";"2";"3";"-";"-";"269";"-";"-";"347";"-";"-";"236";"251";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"217002";"217002";"21";"3";"1";"10094";"6403";"44";"24";"6335";"2104";"91";"1431";"1042";"22";"29";"2";"11";"-";"-";"568";"-";"-";"321";"-";"-";"348";"366";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"217003";"217003";"21";"3";"1";"5971";"3750";"17";"11";"3722";"1306";"71";"888";"568";"14";"21";"3";"6";"-";"-";"304";"-";"-";"234";"-";"-";"124";"183";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"217004";"217004";"21";"3";"1";"4253";"3143";"16";"2";"3125";"759";"113";"1042";"401";"16";"2";"1";"0";"-";"-";"222";"-";"-";"376";"-";"-";"62";"131";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"217005";"217005";"21";"3";"1";"3856";"2651";"15";"6";"2630";"679";"49";"771";"327";"13";"2";"0";"0";"-";"-";"171";"-";"-";"492";"-";"-";"55";"71";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"217006";"217006";"21";"3";"1";"1040";"725";"6";"1";"718";"147";"17";"245";"97";"2";"2";"0";"0";"-";"-";"56";"-";"-";"109";"-";"-";"26";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"217007";"217007";"21";"3";"1";"1237";"874";"8";"4";"862";"147";"24";"336";"87";"6";"1";"0";"2";"-";"-";"74";"-";"-";"124";"-";"-";"31";"30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"217008";"217008";"21";"3";"1";"795";"536";"7";"1";"528";"104";"10";"133";"66";"4";"1";"1";"3";"-";"-";"50";"-";"-";"105";"-";"-";"15";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"217009";"217009";"21";"3";"1";"3749";"2697";"15";"3";"2679";"532";"126";"973";"350";"22";"12";"1";"5";"-";"-";"149";"-";"-";"336";"-";"-";"85";"88";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"217010";"217010";"21";"3";"1";"3428";"2496";"6";"4";"2486";"431";"74";"1052";"358";"30";"6";"2";"8";"-";"-";"129";"-";"-";"276";"-";"-";"76";"44";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"217011";"217011";"21";"3";"1";"5157";"3819";"30";"4";"3785";"698";"116";"1569";"541";"26";"6";"1";"17";"-";"-";"220";"-";"-";"422";"-";"-";"70";"99";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"219001";"219001";"23";"3";"1";"6239";"4121";"48";"24";"4049";"1080";"151";"560";"646";"22";"-";"-";"-";"-";"-";"250";"-";"-";"911";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"429"
